"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","doJOZc"
"https://www.google.com/maps/place/Richeese+Pizza+Riau+Bandung/data=!4m7!3m6!1s0x2e68e756a2aaf8ef:0x76d64e1da25053f7!8m2!3d-6.9132097!4d107.6286336!16s%2Fg%2F11xw7mc1c9!19sChIJ7_iqolbnaC4R91NQoh1O1nY?authuser=0&hl=id&rclk=1","Richeese Pizza Riau Bandung","4,9","(473)","","","Pizza","·","Jl. L. L. R.E. Martadinata No.146","","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtbGr51XtKvVaZxc-_OcnNFvVBKMzeFUu2xZ8JzCafhITGi582nkTfzILsgkdGKHc2OjqheSF091CjwNVwXe-O6NwJo0oY3zrEwFtz5Uqlt_znIyaN5JZK4OLWokfCUuooFVyFOOii_R0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pizzanya enak as always rasanya khas richeese.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4dzdtYzFjORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Whoosh+Pizza+Laswi+Bandung/data=!4m7!3m6!1s0x2e68e7005ca168ad:0x461a8a028f82e3d3!8m2!3d-6.9231992!4d107.6288036!16s%2Fg%2F11w_w16dfq!19sChIJrWihXADnaC4R0-OCjwKKGkY?authuser=0&hl=id&rclk=1","Whoosh Pizza Laswi Bandung","4,5","(73)","·","Rp 25–50 rb","Pizza","·","Jl. Laswi No.89","","Segera tutup","· 21.30 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFB-U3ByKt47GK1-wT_do_iROrmSLvlmAUc1k8ju2I3zA7HQ9MgPXQ8qs4SYalWE6Dy-ZPoQuXApwrFwqGTC7ywhCj9PTBXdVog2fOrHezVGaVSR4t7jCv2wXHYHbwNoOZRFhlGg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya ok, rasanya enak, buat varian","pizza","nya innovative 👍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3X3cxNmRmcRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Fresco+Italian+Kitchen/data=!4m7!3m6!1s0x2e68e615fd0ceb95:0x9f2fac90b4d287e7!8m2!3d-6.9128668!4d107.597428!16s%2Fg%2F1pztdvktl!19sChIJlesM_RXmaC4R54fStJCsL58?authuser=0&hl=id&rclk=1","Fresco Italian Kitchen","4,7","(133)","·","Rp 250.000+","Restoran","·","Fresco Italian Kitchen, Jl. HOS. Cokroaminoto No.41-43 Level 6","","Segera tutup","· 22.00 · Buka Sel pukul 14.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEd39l97LPFV8XFgDAPipRBRBm0OExlPVlGPCOvcsfNrIfi-Bf0OuhbIKQu7mIHdq6Ix7DlBCfMm_-Lm5n34UwsuDGGsr8cK4wztXZotNTeuzUrbt1-ppBPyV_YBbsWD-CLQtm=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wagyu","pizza","nya lumayan lah, dagingnya lembut.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB6dGR2a3RsGAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Pizza+Lunga+Bandung/data=!4m7!3m6!1s0x2e68e767d10f72f5:0x88695c633fef3dea!8m2!3d-6.9234838!4d107.6141982!16s%2Fg%2F11wv0j17wj!19sChIJ9XIP0WfnaC4R6j3vP2NcaYg?authuser=0&hl=id&rclk=1","Pizza Lunga Bandung","4,7","(25)","·","Rp 25–50 rb","Pizza","·","Jl. Lengkong Kecil No.38","","Tutup","· Buka Sel pukul 17.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpfYvNZBnaJQ9vDKF4SVFAIEjZWbEnnsKbdWPdQkf_uOqrIpPuU81DvoojkOx7Kx-YksuIcvzMys05ZjNhYFJRMoFgycOisTRwbUnwa2CTARppHES6mZpypkAfGt69_VLapg8D4_0Ucm7H=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","-nya juara banget!""","","","",""
"https://www.google.com/maps/place/Dago+Terrace+Coffee+%26+Pizza/data=!4m7!3m6!1s0x2e68e735c695a6cb:0x41c707dff4a67c1e!8m2!3d-6.8694573!4d107.6322867!16s%2Fg%2F11t3dxfj0s!19sChIJy6aVxjXnaC4RHnym9N8Hx0E?authuser=0&hl=id&rclk=1","Dago Terrace Coffee & Pizza","4,7","(859)","·","Rp 50–75 rb","Pizza","·","·","Resor Dago Pakar, Jl. Sentra Dago Pakar Raya No.11-12","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3Zh1lHQzqqpRkkS8MODXYyrZnFetG082kGM3e_bo3RCaYqpPCtwTiJ5hsTKpXroCJPWVVwUuNRffCy3arydBgfKgzQyXv7gVVfefGZmpa-yctH7adBSDjf9_J59IC6a600reKhRpc_jTw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dago Terrace dikenal luas dengan beragam menu, terutama","pizza",".""","","","",""
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e68e7e93828ae8b:0xbc84bc6ab395a41f!8m2!3d-6.9125144!4d107.6506985!16s%2Fg%2F11c2khsdgh!19sChIJi64oOOnnaC4RH6SVs2q8hLw?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,7","(5.839)","·","$$","Pizza","·","·","Jl. Terusan Jakarta No.71","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRXTc2SSqjovsvvR99gGFMvPi29PojB6QnzkbL6IJoRfDZE8ZyukN_3VNjD4fl9n1vniQBrLflwd3QMlasf0Q1-HRa_bwNn_rUvsYiI_A1aIHAfo897K4GcqW57WcyK9mMj9LH=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan yang baik, menu yang terjangkau dan","pizza","yang enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMmtoc2RnaBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x2e68e7226388fb75:0x53f19a14287ca322!8m2!3d-6.8721546!4d107.594369!16s%2Fg%2F11xd4hpk28!19sChIJdfuIYyLnaC4RIqN8KBSa8VM?authuser=0&hl=id&rclk=1","Domino's Pizza","4,8","(233)","·","$$","Pizza","·","Jl. Dr. Setiabudi No.170J","Resto pizza delivery yang berdiri lama","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhIixAX0UFF0mNXQXZKZ5Clf5L2DsyDD8lcxY-7gx0Sw_PxlVRKTc-u_foEZUcTjYIpsyycApzR6-yBBTagWTWuJyK7dQKpLFsUsR03kTP4Dgql-5JNo5RzHViq1TmoO43u1qlykYzDMAp=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan dan rasanya","pizza","ini pasti enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4ZDRocGsyOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Hidden+Gem+Lengkong+Alit/data=!4m7!3m6!1s0x2e68e7430ed536b1:0xa10b55148ea9bb76!8m2!3d-6.923757!4d107.6154515!16s%2Fg%2F11tx4rjlrw!19sChIJsTbVDkPnaC4RdrupjhRVC6E?authuser=0&hl=id&rclk=1","Hidden Gem Lengkong Alit","4,7","(375)","·","Rp 25–50 rb","Sesuai untuk keluarga","·","·","Jl. Lengkong Kecil No.60","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjOqyeT9AhnWOOWQxCvmwCii5Wq1_0cODh3bfhZNtzPn1CDBxnLT33zl0MgH0RRrZUfKBbteErRlBgLJyylPTTmHan4_8LAvQiwVYzkmRcSrk4ALzksAcP7QVE079riR-P7RyEzA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk","pizza",", rasanya seperti roti diberi Mozarella plus pepperoni saja.""","","","",""
"https://www.google.com/maps/place/Formaggi+Pizza+%26+Burger/data=!4m7!3m6!1s0x2e68e980c5f3847b:0x2249bc200d36e085!8m2!3d-6.9532788!4d107.598914!16s%2Fg%2F11kr_6c9wr!19sChIJe4TzxYDpaC4RheA2DSC8SSI?authuser=0&hl=id&rclk=1","Formaggi Pizza & Burger","4,8","(26)","·","Rp 50–75 rb","Pizza","·","Jl. Indra Prahasta Tim. No.3","","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTJ3jVidIhiesuV6dAsROk9jLQxut5f3tnrC85q6G0L9QeDOQT70S8WnmdBP9oZ503ZmrZ7vp2fzPQ35LPcpzp0JYjNmlWJMVo5K6rpWWYIX308AtIvAVBahxqcDpooUD54m4q=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pizzanya chewy, rasanya enak.""","","","","","",""
"https://www.google.com/maps/place/Kedai+Gekato/data=!4m7!3m6!1s0x2e68e7b84c4f2355:0xb31ddb7fffdf0d7!8m2!3d-6.8650773!4d107.5806813!16s%2Fg%2F11vldcr9g1!19sChIJVSNPTLjnaC4R1_D9_7fdMQs?authuser=0&hl=id&rclk=1","Kedai Gekato","4,8","(170)","·","Rp 25–50 rb","Pizza","·","Jl. Gegerkalong Tonggoh III No.5","","Tutup","· Buka Sel pukul 11.00","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selain","pizza",", light meal kayak garlic breadnya juga ngga kalah enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2bGRjcjlnMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Domino%27s+Pizza+Dago+Atas/data=!4m7!3m6!1s0x2e68e6fc0cd5c247:0xfb21e4f6f956a493!8m2!3d-6.8804082!4d107.6160216!16s%2Fg%2F11c1l4_qfx!19sChIJR8LVDPzmaC4Rk6RW-fbkIfs?authuser=0&hl=id&rclk=1","Domino's Pizza Dago Atas","4,4","(2.570)","·","$$","Pizza","·","Jl. Ir. H. Juanda No.269 A, RT.03/RW.09","Resto pizza delivery yang berdiri lama","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEskOGiCILP6hskFW8WsClBOWDNNEqRfpa2gt1CSo5zEsYBGLmGB8mfQmx05D6sE2CBIafSTCcQ2RuyYTLY0CoHTSbBDnvbJ1C0xWdoh1LBM0KCLa---QtK3UHJmLJ6hJrZsnw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Servisnya bagus, suasananya juga enak buat nunggu pizzanya""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMWw0X3FmeBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Beintema%27s+Pizza+and+Artisan+Bread/data=!4m7!3m6!1s0x2e68fbb6a5547fdb:0x200cb3648afe2882!8m2!3d-6.8727689!4d107.4680708!16s%2Fg%2F11hdj9y7dw!19sChIJ239Upbb7aC4Rgij-imSzDCA?authuser=0&hl=id&rclk=1","Beintema's Pizza and Artisan Bread","4,8","(1.206)","·","Rp 75–100 rb","Pizza","·","Jl. Banyak Niaga Kulon No.7","","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHetPu3tnA45wlPNR7EFZMoy5Ibzq6lfjyrjtiv8rtpWtNR1-wUVpOWzqh6pNmSmlj3nzPlqJxtE13NaKcbW2hRAzefw2giD-3NbAu2U0yjGAgNZzW231J1oW430lCY1m-aCdheTA=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tekstur pizzanya lebih ke chewy drpd crunchy.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoZGo5eTdkdxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/DANCING+PIZZA/data=!4m7!3m6!1s0x2e68e7f2a0629c4f:0xf2fd6d7d4dde4070!8m2!3d-6.9020621!4d107.6286302!16s%2Fg%2F11h764pxc5!19sChIJT5xioPLnaC4RcEDeTX1t_fI?authuser=0&hl=id&rclk=1","DANCING PIZZA","4,3","(20)","","","Pizza","·","Jl. Muararajeun Tengah No.4","","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3PvJ-nhljfFLjsdj3lLhegyLhIklpl2JrANwHM5p4Wg6r1cdWRVbg4DSBDg5k_--g-TRQ40eZbcw3t-p3JDQAoLbEQ7ff5ptawR63fqXAY8-I3yg8fMBuWy6O7l7cIV1R2FxT=w106-h92-k-no","","Makan di tempat","Ambil di tepi jalan","Antar tanpa bertemu","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNzY0cHhjNRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Latungku+Pizza/data=!4m7!3m6!1s0x2e68dd5b2a270e23:0xd3745ecc14ffb7be!8m2!3d-6.9131066!4d107.6924841!16s%2Fg%2F11m6dxsqjf!19sChIJIw4nKlvdaC4Rvrf_FMxedNM?authuser=0&hl=id&rclk=1","Latungku Pizza","4,7","(54)","·","Rp 25–50 rb","Pizza","·","Jl. AH. Nasution Timur No.KM. 10","","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYluRa5CsNN5xjEIXRszPGMBuljfmbcyYvG0IRoWZrft9f7Z3mlP5hE7NFHwGGJziWG-Lh7WGS2Td8t_bysOK6_yVCwALKITOWF0kFWPANW2D6SoU8b27oGReiBRqKtIJM2pv2F1x3YfA=w126-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","pizza","nya enak, pelayanan nya bagus, harga nya affordable""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtNmR4c3FqZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Domino%27s+Pizza+-+Sudirman+Suites+Apartment/data=!4m7!3m6!1s0x2e68e60f413435f5:0x4910ddd19c7ccd6d!8m2!3d-6.9179353!4d107.5812759!16s%2Fg%2F11dxbhlqsm!19sChIJ9TU0QQ_maC4Rbc18nNHdEEk?authuser=0&hl=id&rclk=1","Domino's Pizza - Sudirman Suites Apartment","4,3","(1.940)","·","$$","Pizza","·","Jl. Jend. Sudirman No.588, RT.006/RW.004","Resto pizza delivery yang berdiri lama","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHkPmXkThnsK8EwoDrLXwOAIxtif0vp1mR57n8eRECOL6kwtwgKPO0hnNEbKRzUU1-TnKAuCuH1lMqGt1Smf5sBXYUfJEy66Knwp9Wpolw1cDKz8815hf2ztYKTmeuOS__1QkA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak","pizza","-nya,yg triple keju mantep bgt""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkeGJobHFzbRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6j4adOYEfnXseMP5s_X-Ak&ei=y6j4adOYEfnXseMP5s_X-Ak&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Kedai+Waka+Waka/data=!4m7!3m6!1s0x2e68e6846f49940d:0xe512ea24a3374a67!8m2!3d-6.8811003!4d107.5811736!16s%2Fg%2F11b5_1rp7x!19sChIJDZRJb4TmaC4RZ0o3oyTqEuU?authuser=0&hl=id&rclk=1","Kedai Waka Waka","4,5","(2.130)","·","Rp 25–50 rb","Pizza","·","·","Jl. Prof. drg. Soeria Soemantri No.5C","Segera tutup","· 22.00 · Buka Sel pukul 10.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFB735L7XTVaucuHv5qo19xcPGglV4gruTgpMBEo0QmZs6dRtqn2v00vI_DmRPN3L3BXhpOUoYTBaxsgD4A9vWkHD0c7zB6RADwc6SiTaDqV2kdUfroFpmZiYaxr1eY0rTlumsr=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","Smoked Beef and Olive enak, keju meleleh.""","","","",""
