"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 6","W4Efsd 7","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Warung+MJS/data=!4m7!3m6!1s0x2e69f4044e5995a7:0x4c9df8f41001aadb!8m2!3d-6.2087667!4d106.8267063!16s%2Fg%2F1td80pg8!19sChIJp5VZTgT0aS4R26oBEPT4nUw?authuser=0&hl=id&rclk=1","Warung MJS","4,5","(6.296)","·","$$","Jawa","·","","·","Jl. Setia Budi Tengah No.11, RT.1/RW.1","Segera tutup","· 21.30 · Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdLaPiyV6RduPtATdKQJ8C_KkDt0_VoN8ajjEB3-isq-UAXV-tXRoONcqr6eP3GTDtSe_UaT0XSTnwbMQHBCXQQYlL59BQR6fHOeCb4Hh4kH9OWexJ6TEXpYAlCOCA4qtAgtaYgg=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","khas Indonesia, banyak pilihan, rasanya enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRkODBwZzgYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/South+Kitchen+Setiabudi/data=!4m7!3m6!1s0x2e69f524573dacd7:0x4837ffe36cf83c6a!8m2!3d-6.2097892!4d106.828635!16s%2Fg%2F11qncln2wy!19sChIJ16w9VyT1aS4Rajz4bOP_N0g?authuser=0&hl=id&rclk=1","South Kitchen Setiabudi","4,6","(1.183)","·","Rp 50–75 rb","Restoran","·","","Jl. Taman Setia Budi II No.54 3, RT.2/RW.1","","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQZHJfjy2coSmgOMgVHuyUKo8VwBGHM95dTQn9chsXHXAMQyPMzFGXTPv-wdyBzgg6aesFlif5YHSD5sWDOP8BwBS6HePIUADwoRKQB9K5nZqjX54WDJaN9xscaEbrUFwcPs1C=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rawonnya mantap habis, kuahnya pekat, bumbunya ngena, dagingnya full.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxbmNsbjJ3eRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Ma%27+Uneh+Setiabudi/data=!4m7!3m6!1s0x2e68e695b821f449:0xef9d7fa201e6352f!8m2!3d-6.8688589!4d107.5933697!16s%2Fg%2F1tfjbz7p!19sChIJSfQhuJXmaC4RLzXmAaJ_ne8?authuser=0&hl=id&rclk=1","Ma' Uneh Setiabudi","4,1","(2.510)","·","$$","Sunda","·","","Jl. Dr. Setiabudi No.159","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuqSdLKe4zhQGlxcaZzWivWF2yU4zEg56Sc-G03Sc1hy4FjAxk5ZWxsvg1yABSFyJiBzbAW4zEoUzMQPXFizdjztdZN3OYtWl8UXzl3PL27TzBtmJVQfGuWI1SPLcyFLe6sSo=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Empal, ayam goreng, ikan nila rasanya enak.""","","","","",""
"https://www.google.com/maps/place/Waroeng+Setiabudhi/data=!4m7!3m6!1s0x2e68e695928db793:0xd677bf48df121009!8m2!3d-6.8677857!4d107.5935721!16s%2Fg%2F11b5zst3_0!19sChIJk7eNkpXmaC4RCRAS30i_d9Y?authuser=0&hl=id&rclk=1","Waroeng Setiabudhi","4,5","(9.428)","·","Rp 25–50 rb","Bakso","·","","·","Jl. Dr. Setiabudi No.175","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2rLYKKbFB5g69gqW1ZCr5cpxr2BLwDwIMRKdhNGt4aSJ0YgXo1lC_5pXXvazX4fSbzDIYcl41FxKrDXrXi8HKZ02MnTSc7dIDNtrB5T5z1MHJd9IZIqaYNeAt3L9yaGNz8UrJ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi bakar ok, untuk baksonya juga enak dan variatif pilihan menunya.""","","","","",""
"https://www.google.com/maps/place/Katsunyaka+Setiabudi/data=!4m7!3m6!1s0x2e68e7cca8c35793:0x1fed0705c382402c!8m2!3d-6.8787933!4d107.5987327!16s%2Fg%2F11rwy4y089!19sChIJk1fDqMznaC4RLECCwwUH7R8?authuser=0&hl=id&rclk=1","Katsunyaka Setiabudi","4,8","(2.031)","·","Rp 50–75 rb","Restoran","·","","·","Jl. Dr. Setiabudi No.84","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8o5LwVSJ4jOzTE9fRisoY9m2QSRqb3EfaZdRza4deY-kO3Uy3592hKeRA8vI-YhSstkLGVf82rn18xvuqfTpe4xwWPreBU3aRiISN_SdN3ZdTnzjRowur25pV_HT0HBg_3jA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget daging sekali rasa nya, nasi nya porsi orang diet banget""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyd3k0eTA4ORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/The+People%27s+Cafe+Setiabudi+One/data=!4m7!3m6!1s0x2e69f40879fd66c1:0xe6dfcfed44244aa7!8m2!3d-6.2146504!4d106.8303234!16s%2Fg%2F11cm02jp67!19sChIJwWb9eQj0aS4Rp0okRO3P3-Y?authuser=0&hl=id&rclk=1","The People's Cafe Setiabudi One","4,7","(1.266)","·","Rp 50–75 rb","Restoran","·","","Setiabudi One, Ground Floor Jl. H. R. Rasuna Said.Kav X-6 No. 8, RT.18/RW.2","","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLsllKD0WQMEnEsHI0t5wi3nQIo5a-2CXsPf3A2OULxgA7EHgBsoPIWaakIBsE-iB96W7_CYqn6wEMjYmTverHMSzipk6-A8P4wnSuwOrwhKrcCgNF6trfkXi1Hz3lY0Aw7BlR=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak makanannya yg nasi ayam bejek enak sama minum sea salt matcha.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbTAyanA2NxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/PokenBir/data=!4m7!3m6!1s0x2e69f3f7fe9e1ae3:0x64070405f0c37cda!8m2!3d-6.2173209!4d106.8300038!16s%2Fg%2F11btz36_4w!19sChIJ4xqe_vfzaS4R2nzD8AUEB2Q?authuser=0&hl=id&rclk=1","PokenBir","4,7","(6.060)","·","$$","Indonesia","·","","·","Lippo Kuningan Building, Setiabudi, Jl. H. R. Rasuna Said No.Kav. B 12 Ground floor, RT.6/RW.7","Segera tutup","· 22.00 · Buka Sel pukul 10.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH51qowgGleGUwao0IDU1ukiPniKC125LMs7VEL-Bz-9ZHfOdPR8yVgi_QnzooQ3oJmF-oWnmUR8zDip8f-qHRPnAiAO8zh7SYoS_Fqn9GMx_a-0V8MmpZR2oM0zsTNvJ2z-JyP=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""best porkies :
- pork belly
- pork bites
- nasi goreng merah
bessst""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFidHozNl80dxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Dapoer+Ndeso+Setiabudi/data=!4m7!3m6!1s0x2e68e69589a589a3:0x60ed1f05c30c47f7!8m2!3d-6.866835!4d107.5937523!16s%2Fg%2F11b6dp6d6r!19sChIJo4mliZXmaC4R90cMwwUf7WA?authuser=0&hl=id&rclk=1","Dapoer Ndeso Setiabudi","3,9","(432)","·","Rp 25–50 rb","Kafe","·","","·","Jl. Dr. Setiabudi No.189","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvW5mUTAx6ovElmRC4bw7BlXyFiScBFRos9ES3NuxTxsoRji_7cX1J_Cv2opChwySfzoG5EiNFYNbt9jEHIlxuXj37rLNwMnBghcfKTrca5d9UMF6kIMjAAnLG-rfducWV0u5S=w184-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak pilihan","makanan",", dengan porsi jumbo dan harga bersahabat.""","","",""
"https://www.google.com/maps/place/SUSHIGO!+SETIABUDI+BANDUNG/data=!4m7!3m6!1s0x2e68e7001cddc625:0x77c226c5fca5655b!8m2!3d-6.8791074!4d107.5983356!16s%2Fg%2F11y8r4jfdn!19sChIJJcbdHADnaC4RW2Wl_MUmwnc?authuser=0&hl=id&rclk=1","SUSHIGO! SETIABUDI BANDUNG","4,8","(920)","","","Jepang","·","","Jl. Dr. Setiabudi No.84","","Segera tutup","· 21.30 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBKgAs55W9I2KH7cNISknvGHBXLY3hgqv4-A3ebQcAAUJoYaZcyZtZYK-Lf8-EiMTaGO541F-6AJqdadk0yq63mxpLZKGPKWIOoN-jsg3hDU2WFQKlj9SGBr0ID6biZf8Kifii8A=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak enakk , staff nya juga ramah sering kesini""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5OHI0amZkbhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Food+Setiabudi/data=!4m7!3m6!1s0x2e68e78685bb240b:0x50e5e3a50aa51b78!8m2!3d-6.859117!4d107.5953012!16s%2Fg%2F11h6np0gbx!19sChIJCyS7hYbnaC4ReBulCqXj5VA?authuser=0&hl=id&rclk=1","Food Setiabudi","4,7","(45)","·","Rp 1–25.000","Restoran","·","","Jl. Dr. Setiabudi","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGa8psGURYrsM6rMqJnKTp6jdicarSNVWHwDz-4L7rARkL4E9rlojnpl6PtfrQz2FqpZLCPrEwUKNXqDNcnybags2jGbmHgMjAwwpJGuhU9m_xCPM32_GAXHrw1j30CVWgmfCbwQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beli capcay goreng spesial dan mie goreng biasa buat lauk di rumah.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNm5wMGdieBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/The+Heritage+Kitchen+%26+Gallery/data=!4m7!3m6!1s0x2e68e6b91d6a41e7:0xd82a2c1615941e18!8m2!3d-6.8605146!4d107.594986!16s%2Fg%2F11bx2hg125!19sChIJ50FqHbnmaC4RGB6UFRYsKtg?authuser=0&hl=id&rclk=1","The Heritage Kitchen & Gallery","4,6","(1.219)","·","$$","Indonesia","·","","Jl. Dr. Setiabudi No.276A","","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt3lnauSzaSz79C2w4zyyOHxDeH3SvYX2lsozZgEdhRjZAE_bvO-Ox0r_YkQJ0XSz3CCyo4z2s_wjYRjgouVxoKsIxU_FH1qEyzNCYncxcD0e2iTihsX8YzBcpbqpBlocnByMy=w91-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak dan worth the price mantap joss""","","","","",""
"https://www.google.com/maps/place/Ta+Wan/data=!4m7!3m6!1s0x2e69f408707b6e6f:0x98ec8c39f5d306a8!8m2!3d-6.2156031!4d106.8299071!16s%2Fg%2F1tcwzm_m!19sChIJb257cAj0aS4RqAbT9TmM7Jg?authuser=0&hl=id&rclk=1","Ta Wan","4,2","(585)","·","Rp 75–100 rb","China","·","","Setiabudi One Plaza Lantai 1 No.202-203, Jalan Setia Budi Selatan Raya No.2, Karet Kuningan, Setiabudi, RT.18/RW.2","","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFa785WaCKxuuf9w4G6Jp3Tnq4Z2pOV7d3zKfXgNpHcAn4Fbk4j-UMqNDeE_32HC1A-ZvOuKIuOnmZDDEmNc27IwOEgoKG0EEvfln96DIFvcQUo1876M3dJ30Lld6Y7UQzXo7I=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","nya enak ada free bakmi tapi udah lewat ulang tahun hehe""","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRjd3ptX20YAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Suis+Butcher+Steak+House+%E2%80%A2+Setiabudi/data=!4m7!3m6!1s0x2e68e6946ff152a3:0xb69653416883f335!8m2!3d-6.8715398!4d107.5941006!16s%2Fg%2F1t_gbk_v!19sChIJo1Lxb5TmaC4RNfODaEFTlrY?authuser=0&hl=id&rclk=1","Suis Butcher Steak House • Setiabudi","4,4","(2.208)","·","$$","Steak","·","","Jl. Dr. Setiabudi No.174","Restoran steak dengan nuansa santai","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDd5-0_c7X0gDmi6c5Z2wgSbRjZLEbrX2yfxB_43LZoIhvYl2ybQk3KVAUGfc2yk99aCCUmcVlXGOMcyS0aXcVrrcUZgNMcU8D6p2-Jv6lT6DrvXf6eSnBpIgJkSCs-Jfx5oZE3w=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kualitas dagingnya oke, vibesnya juga tenang.. rasa makanannya enak""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRfZ2JrX3YYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Gyu-Kaku+Setiabudi+One/data=!4m7!3m6!1s0x2e69f5e4f39d3b15:0x7082d5cc564ee6a6!8m2!3d-6.2152394!4d106.8300557!16s%2Fg%2F11h08rhklm!19sChIJFTud8-T1aS4RpuZOVszVgnA?authuser=0&hl=id&rclk=1","Gyu-Kaku Setiabudi One","4,7","(888)","·","Rp 250.000+","Yakiniku","·","","·","Setiabudi One, Jl. H. R. Rasuna Said No.18 Ground Floor, Unit. # B 106, RT.18/RW.2","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRMZ_vFGNuqdXj4zsS96kWuZMnusiTbaIV5lSc-2sGGLdizbTvvppgQUAFsbSGj-xsH_2m4XKH4mS4pbjZkUxjByS-ehLSWjbhe2tl1I-w0vskTsvoBseOIV6smqmyWEg4lYEkNw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""dagingnya fresh, kimchi-nya enak, sayuran juga fresh.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMDhyaGtsbRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Nasi+Goreng+Aep%27s/data=!4m7!3m6!1s0x2e68e697b1e83d43:0x90d405eba7a05d4f!8m2!3d-6.869938!4d107.5933817!16s%2Fg%2F1tjbjq4k!19sChIJQz3osZfmaC4RT12gp-sF1JA?authuser=0&hl=id&rclk=1","Nasi Goreng Aep's","4,1","(3.320)","·","Rp 25–50 rb","Nasi Goreng","·","","·","Jl. Dr. Setiabudi No.143","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_0F-mGCv2cDEfdsVQfDCMt8GKB3wN6RgkJRnA_mzEJZojlZk2g_XZv6G5DV8Z8Cq0LZLjfpkpyigA8J2TXqiuqZJk5kkFhHoXQFXWd5tlYOUSwBFmDNRlkOXVCVlSl5VJjFcJ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa nasi gorengnya enak dan harganya cukup terjangkau.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRqYmpxNGsYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Sky+Garden+Cafe/data=!4m7!3m6!1s0x2e69f3f9dd8d5419:0x3b6e483a346a0fdf!8m2!3d-6.220918!4d106.829175!16s%2Fg%2F1pp2w_327!19sChIJGVSN3fnzaS4R3w9qNDpIbjs?authuser=0&hl=id&rclk=1","Sky Garden Cafe","4,4","(464)","","","Restoran","·","","Hotel Rasuna Icon Lt. 3A, Jalan Karet Pedurenan No.3, Setiabudi, RT.6/RW.7","Pilihan trendi untuk menu lokal & Barat","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHtB7i1HoP_YxeJg17P1BB5knwc35YGEfLBH4sL8rEzrAu5iWpUvxUXEg7LiKX_I9M2FoQ5KLEu02c4G8Bai_MU6iTr-_JP7tm5S5c00te3k53bwzI1vRh_jyKOC45kOJX0RLf=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","dan minuman disni juga affordable dan enak enak""","","",""
"https://www.google.com/maps/place/Ah+Mei+Cafe+,+Setiabudi+One/data=!4m7!3m6!1s0x2e69f4087a3e3ad7:0xcd6cf636b87ef8eb!8m2!3d-6.2149348!4d106.8299868!16s%2Fg%2F11g5zwrd_9!19sChIJ1zo-egj0aS4R6_h-uDb2bM0?authuser=0&hl=id&rclk=1","Ah Mei Cafe , Setiabudi One","4,0","(313)","","","Singapura","·","","·","Setiabudi One Lt. 1, Jl. Haji R. Rasuna Said No. 62, RT.18/RW.2, Karet Kuningan, RT.18/RW.2","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEL-rlS4E6HTvky7YWoZR_4hzFT38INnVURYbwgG062nUxWafBg4834BH8vmhx2GItGnmDdFdl9s_i-OkoLb2DHd9NUn79LcPxsomdGQVDRWy5xKu5rfzghedOhDBGjX0kb2pYUgg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak semua, terutama mie rebusnya yang gurih dan porsinya pas.""","","","","",""
"https://www.google.com/maps/place/Atok+Rizal+Jagonya+Sate/data=!4m7!3m6!1s0x2e68e737403e5ba5:0xdd6c00b6beee791b!8m2!3d-6.8720558!4d107.5940526!16s%2Fg%2F11ns044ctt!19sChIJpVs-QDfnaC4RG3nuvrYAbN0?authuser=0&hl=id&rclk=1","Atok Rizal Jagonya Sate","3,5","(86)","·","Rp 25–50 rb","Indonesia","·","","·","Jl. Dr. Setiabudi No.119c","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGe6X2dnDE9qL8uyMF3bI4Rw_XNGG_r6Sutq1fuMzeul_0fnQU-mnVmyYzgm-eODYS9zqwIp-qxchlyHjYNnhI0oNZ2flHGxj1ZNs08r0IabsnlbDKrhRlWZ05QQUI_5IRThGch=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sate kambingnya mantab, lemaknya tebel juicy banget.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFuczA0NGN0dBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Mie+Aceh+BANG+IWAN+Setiabudi/data=!4m7!3m6!1s0x2e69f5542f7ab88b:0xf57d8e013b283d90!8m2!3d-6.2112441!4d106.8242878!16s%2Fg%2F11lgrr355_!19sChIJi7h6L1T1aS4RkD0oOwGOffU?authuser=0&hl=id&rclk=1","Mie Aceh BANG IWAN Setiabudi","4,4","(1.933)","·","Rp 25–50 rb","Mi","·","","·","Jl. Setia Budi Barat Blok Karet Foba No.1, RT.1/RW.7","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPkUYkaQl0I4RKOQODFYIyxOfyEk5R9By3aDWfPVkt38se0bM9ExQmBaLM20m9mE4nTsHluCehuNe1jmtz_ZxC9E66WGEe2sf6Ixuv9orDFWr1noD4vS-fsMD5vhDWLKMQJPjFcw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mie aceh tumis daging + udang  yang super mantul, kuah karinya enaak🥲""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsZ3JyMzU1XxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F6f4adWsO9HiseMPgrefgA8&ei=F6f4adWsO9HiseMPgrefgA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
