"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","ah5Ghc 2"
"https://www.google.com/maps/place/TON+KEDAI/data=!4m7!3m6!1s0x2e68e73b8b32ed81:0x734852167057372e!8m2!3d-6.9076183!4d107.6332306!16s%2Fg%2F11st8_wzjt!19sChIJge0yizvnaC4RLjdXcBZSSHM?authuser=0&hl=id&rclk=1","TON KEDAI","4,4","(712)","·","Rp 25–50 rb","Masakan Asia","·","","Jl. Cisadea No.26","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDjtd0zuSr3gTL_0P7YnAC_mmGZ91dgiMgLHlc5rytVrCOuwxzN3G7wu6a074dzFlDsNpSSARPIbUqSyYULtSjoy_xmrvE5WLsm0GT5GmKB36lJl1-VWCN7YDcEy6VCNXtlgWW=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Favorite saya mie ton sapi, nasi ton ayam panggang nya juga joss bgt.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzdDhfd3pqdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=lqb4aan_Au-MnesPz7W6kQw&ei=lqb4aan_Au-MnesPz7W6kQw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· 21.30 · Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/warung+Cikopi/data=!4m7!3m6!1s0x2e68e745f89e94e1:0x2ca593dca958d5f!8m2!3d-6.9078536!4d107.5830137!16s%2Fg%2F11fq9mqp0j!19sChIJ4ZSe-EXnaC4RX42Vyj1ZygI?authuser=0&hl=id&rclk=1","warung Cikopi","4,8","(10)","","","Kedai Kopi","·","","·","Jl. Abdul Rahman Saleh No.55","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZI-093QvSZFdyzmAwgDvtusiJLzfJTBHT6aVjGUOtBQS9gOcJa25RkPwnur7m6rLcEFrb6cbiM6FfNx7PE0Pd2UV3aBXbBzGT1W3yti-gVBqjosFFLkm8FoafJ_hUjLw18aLb3A=w199-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wah pokonya asyiiik keur no goreng mah...""","","","","· Tutup pukul 23.00",""
"https://www.google.com/maps/place/Kedai+Shisa/data=!4m7!3m6!1s0x2e68e6d0e421037d:0x41fa8627071cfc3a!8m2!3d-6.8538136!4d107.6137573!16s%2Fg%2F11f0krsvn8!19sChIJfQMh5NDmaC4ROvwcByeG-kE?authuser=0&hl=id&rclk=1","Kedai Shisa","3,6","(31)","·","Rp 25–50 rb","Kafe","·","","Jl. Pagermaneuh No.501","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpt1taw4srzHbya-rqnixX-BjoEWzCtHKZS05u09tvZ7yY-DduEw3KIX_ylrodvwerUVaXEaj3bPywBbKgbYy9GybsGGyRmM545D_FTq641LCmhY84xqgfKCoz79xFR7O30QKp=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak tempatnya bersih""","","","","· Tutup pukul 02.00",""
"https://www.google.com/maps/place/Kedai+Cihampelas+130/data=!4m7!3m6!1s0x2e68e65b7f7059d5:0x276c4a2f0b1fe9cd!8m2!3d-6.8966462!4d107.6041037!16s%2Fg%2F11btvl8yf_!19sChIJ1Vlwf1vmaC4RzekfCy9KbCc?authuser=0&hl=id&rclk=1","Kedai Cihampelas 130","4,2","(397)","·","Rp 25–50 rb","Pujasera","·","","Jl. Cihampelas No.130","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3wmyDA6CheP8oQMzoJwXFOl3WCu6yuVMVF1OrHT8pdPaMOH356CLCj-ZPXWDqZoFs5DTakUhLVgDP5bI3VZwg8opM5e-EsuWRuJdzaj3t9q_aWcxWgc9BJpwqydJY0gWW_FwU4A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan & Minumannya Enak, View-nya Maksimal 🔥🔥🙂
Ngopi sambil baca 👍👍""","","","","· 22.00 · Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/E-Koffie+Dago/data=!4m7!3m6!1s0x2e68e7b50cf55017:0x6aed3e204a1990fc!8m2!3d-6.8698541!4d107.6205869!16s%2Fg%2F11gjt0r0n0!19sChIJF1D1DLXnaC4R_JAZSiA-7Wo?authuser=0&hl=id&rclk=1","E-Koffie Dago","4,6","(64)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Ir. H. Juanda No.438 A","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGk7cjidYnUvmIEVj_Cx17CMMv7ABM0yTJrHTAsMGwraWJBIi_HBK4ji7hjIZxYLkATRk14_DOc8lOvhqXo_uDcToj_iy-6rXi64O2UXmDt2kBovvYfAoytKtrF7f1AptqLda0l=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak.""","","","","· Tutup pukul 01.00",""
"https://www.google.com/maps/place/Warung+Kopi+Bk/data=!4m7!3m6!1s0x2e68e7acefb10a1d:0x703bcb573bdedcc5!8m2!3d-6.8933248!4d107.6235966!16s%2Fg%2F11d_z39d3q!19sChIJHQqx76znaC4RxdzeO1fLO3A?authuser=0&hl=id&rclk=1","Warung Kopi Bk","4,4","(45)","·","Rp 1–25.000","Kedai Kopi","·","","·","4J4F+MCH","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGRuX05ZA3ARYNpWUZ6oJ6wFymKPmyHUsJwVFzXdVnkpjOZGKUxRcuhTfkf8QOBmUBlARaQJSv6Jxb7k4BQEdaL1Z45Awcp4xYBbA2Xk_3VRU6kXGjb7r17FLj8DH8tQRZt4U1xQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Langganan enak tempe gorengnya""","","","","",""
"https://www.google.com/maps/place/Warung+Bagi%27s+Agen+Brilink/data=!4m7!3m6!1s0x2e68e667b149ac8d:0x99ea3ce7e4432ff1!8m2!3d-6.8962353!4d107.5953511!16s%2Fg%2F11fj10v_9k!19sChIJjaxJsWfmaC4R8S9D5Oc86pk?authuser=0&hl=id&rclk=1","Warung Bagi's Agen Brilink","4,4","(48)","","","Kedai Kopi","·","","Jl. Cibarengkok No.47","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIVc2AwRNDL5lyycyDIW-FJPcptSXj4jqcDMSD0omSvd-Wr1EptKN85aHklrKC5Bk43lHvV50BRaQXBZMQuinMia6xuHxCvDqe3-atmGVfkl1T-M2-ghSbpGEviiPAiW3IBcuPO3MAumgd=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sekarang sudah ganti menjadi","","","","· 21.30 · Buka Sel pukul 08.00","warung"
"https://www.google.com/maps/place/WARUNG+MEDZONE/data=!4m7!3m6!1s0x2e68e71861d8aa9b:0x6dc0d9475c27718f!8m2!3d-6.877819!4d107.5954963!16s%2Fg%2F11sc9_gjqf!19sChIJm6rYYRjnaC4Rj3EnXEfZwG0?authuser=0&hl=id&rclk=1","WARUNG MEDZONE","4,0","(12)","·","Rp 1–25.000","Kedai Kopi","·","","4HCW+V5H, Jl. Sindang Sirna","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgsN9XolvBfSXZdaElv94NP5SXhTkhYgSY32mkRUj64XlCQgRNNSxLaxfUoiNkkXQcHj-Cppky2_gctwHTVA95JwHV72ODwCFL2rI12a0cQ3Mvwi0QjFIZhcQtm48UIsd_eZGz=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pasti mampir lagi..""","","","","· Buka Sel pukul 06.00",""
"https://www.google.com/maps/place/Kedai+Rafella/data=!4m7!3m6!1s0x2e68e7a5613d3609:0x7df36aed3eabdf7d!8m2!3d-6.8735194!4d107.5859569!16s%2Fg%2F11fvqlrkpb!19sChIJCTY9YaXnaC4Rfd-rPu1q830?authuser=0&hl=id&rclk=1","Kedai Rafella","5,0","(3)","","","Kedai Kopi","·","","setrasari raya gg ibu uin no 35A (gg samping, Jl. Setrasari Raya No.1","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBHaEyCRcJN4DCNggUgJwCpGnFbUWI0eLmza6XbFDhQ2VKUbYQCHbphNqZWAYpk8_bM6oKGkRWvACEwDAf3AEramske9srsgRAuiEgIeYFpRd0t48eulduhWSVMnrypbImulzXag=w100-h92-k-no","","Makan di tempat","","","","","Bawa pulang"
"https://www.google.com/maps/place/Kedai+Bang+BP/data=!4m7!3m6!1s0x2e68e7d345db2877:0x868811d86c09d795!8m2!3d-6.9072147!4d107.618145!16s%2Fg%2F11t6nkncjj!19sChIJdyjbRdPnaC4RldcJbNgRiIY?authuser=0&hl=id&rclk=1","Kedai Bang BP","5,0","(31)","·","Rp 25–50 rb","Brunch","·","","Jl. Ambon No.21","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFILzF3GxuDreM_S1Ss5O8x4Uk0_qPMFGpCVUg2aMLN02tIvMMeJUh4p4C2gSy0QAKqLyxF8aC9Rd-FO_Z1hGYAhtNAisegsmNrLJMuNkrZ3_RcMBQcOPXpO_X5FP5l0Fk4G9Y3=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mie yaminnya mantap, include bakso nya enak harga terjangkau 👍""","","","","",""
"https://www.google.com/maps/place/Kedai+Yohan/data=!4m7!3m6!1s0x2e68e6946c33eae1:0x90fdb027ee54e4fd!8m2!3d-6.8712676!4d107.5936819!16s%2Fg%2F11c20bg563!19sChIJ4eozbJTmaC4R_eRU7iew_ZA?authuser=0&hl=id&rclk=1","Kedai Yohan","","","","","Rumah Makan","·","","Jl. Dr. Setiabudi No.105","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDLzhq-qQ7m1VIcYRs2OwMwzOb5BMj0G0sVEFT1s_FGNmEAM8lMURsZyvPBa-1OYYBUsgt1e8MMUZJz_XQS-kXSYcbvnnH5lZGENToDQ4CFgWOdaDQvA6boosc9NMm6QZXLUfZ=w80-h106-k-no","","Makan di tempat","","","","· Buka Sel pukul 08.00","Bawa pulang"
"https://www.google.com/maps/place/KEDAI+SARKAS/data=!4m7!3m6!1s0x2e68e74bc5d85735:0x90921138e9065b4e!8m2!3d-6.908523!4d107.6152429!16s%2Fg%2F11hhgb85_l!19sChIJNVfYxUvnaC4RTlsG6TgRkpA?authuser=0&hl=id&rclk=1","KEDAI SARKAS","4,9","(64)","","","Kafe","·","","Jl. Ambon No.8","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFECBTl2iL9NJx_p-j8VPbVm-BixOjG2ygkeRjF2gn9Vjt4VsCr9019yFzi-m3YT-X60Pv9H7XBcrMMWm8aDByEWDxD3dNameMJA30U9saGh4tJREruCFfKhxG8OuFiHylg7x0n7w=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""setelah makan disini saya langsung menjadi psarkas handal🤠""","","","","· Tutup pukul 00.00",""
"https://www.google.com/maps/place/Kedai+Ulam+Sari/data=!4m7!3m6!1s0x2e68e68755dd8005:0x6514b7751d903f62!8m2!3d-6.8881254!4d107.5804503!16s%2Fg%2F11b60thv97!19sChIJBYDdVYfmaC4RYj-QHXW3FGU?authuser=0&hl=id&rclk=1","Kedai Ulam Sari","4,4","(31)","·","Rp 25–50 rb","Restoran","·","","Jl. Sukamekar III No.06","","Tutup","https://lh3.googleusercontent.com/gps-proxy/ALd4DhG1VLkxiktA_uQkkWB0s73sbS1SPMjkkEAeG5l9KC31HTTfh7brsw5auWEBd9GG9d6CIninuFh0ubjafslCPOsRA7vqy-nwzGgdSnTyvgsU0m7jUeonmvtk8ZK4fiF7KaszOllHM4PS9G7NBaH_9I74gteNatuLg7OlVzQFCEmIsDh-44SWJSPQKwst8S9ohCwLOQc=w122-h92-k-no","","Makan di tempat","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjB0aHY5NxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=m6b4abrvMJjuseMPoaiZWQ&ei=m6b4abrvMJjuseMPoaiZWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Sel pukul 10.00","Bawa pulang"
"https://www.google.com/maps/place/Kedai+Hepii+Fire+Chicken+%26+Salad+Buah/data=!4m7!3m6!1s0x2e68e73eb2250abb:0xb3c0a658408d785b!8m2!3d-6.8880261!4d107.5916085!16s%2Fg%2F11np48k8v8!19sChIJuwolsj7naC4RW3iNQFimwLM?authuser=0&hl=id&rclk=1","Kedai Hepii Fire Chicken & Salad Buah","3,0","(26)","·","Rp 1–25.000","Ayam Goreng","·","","Gg. H Idris Jl. Cipedes Tengah No.06","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHq2iklVv5EugIu2fY7iwbJtXTeU-OWIHgRgo4wmSynHJCGoXungWg70xe4N5qXov9sAJWWLQUQbIzMcrHo_JyPhJEywg7ePeanK2DkmufpBF5bNvILq7lUKDt2fh1MX4sN0lun=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beli di shopeefood dapet promo, harganya jg masih terjangkau.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFucDQ4azh2OBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=m6b4abrvMJjuseMPoaiZWQ&ei=m6b4abrvMJjuseMPoaiZWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Tutup pukul 23.00",""
"https://www.google.com/maps/place/Kedai+Bandung/data=!4m7!3m6!1s0x2e68e75c70978b73:0x20870c1d746919ca!8m2!3d-6.8949652!4d107.6092634!16s%2Fg%2F11w1x8h1kr!19sChIJc4uXcFznaC4RyhlpdB0MhyA?authuser=0&hl=id&rclk=1","Kedai Bandung","5,0","(6)","","","Kafe","·","","Sebrang MBA ITB, Jl. Gelap Nyawang","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE95xfeUeQCu3qo4TysLlbKCrU40LvHL0WyHq-koL8pGAlLRG92wAGdG-Vy4lTtk1j-qi3xnEoY5dzlzF_Gy8uGxqF5r7KrI_ZqLbf8l72PXHYjacFeh0QlOW3EsrOsJ4-u13qqaw=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak pisan pokoknya, wajib dicobain 😍😍""","","","","· 22.00 · Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/Northwood+Setiabudi/data=!4m7!3m6!1s0x2e68e71e2523a365:0x1e0956b232c9fcc8!8m2!3d-6.8817098!4d107.5998877!16s%2Fg%2F11gxgyhb9h!19sChIJZaMjJR7naC4RyPzJMrJWCR4?authuser=0&hl=id&rclk=1","Northwood Setiabudi","4,6","(403)","·","Rp 25–50 rb","Restoran","·","","·","Jl. Dr. Setiabudi No.56","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEr4L3xXWSv6xCB3qVGS4kMrZE5M__tCi56ohfvfBcbkVpHcLCFxmKtfTLt8tQWokJTzwZvwNVjXhIjGkw4Csjdn25rh7f-Q3BueKPY7a8MqxnZFJODSQLfxdCrKelNtJaKI7wh=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bisa ngobrol lama, affordable, suasananya enak gak berisik""","","","","· Tutup pukul 23.00",""
"https://www.google.com/maps/place/Kedai+Kopi+Bandung+Baltos+%7C+FAFI+COFFEE/data=!4m7!3m6!1s0x2e68e75e14f4d301:0x2a95f14d5a438480!8m2!3d-6.8988135!4d107.6087699!16s%2Fg%2F11nmmhlpry!19sChIJAdP0FF7naC4RgIRDWk3xlSo?authuser=0&hl=id&rclk=1","Kedai Kopi Bandung Baltos | FAFI COFFEE","5,0","(3)","","","Kedai Kopi","·","","Balubur Town Square, Jl. Tamansari Floor D2 No K08","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsmtF5CxBSCZukq2AUGc1WuYOYoukI4oxzySLxepvvBoXS0k637vO9_VIMNYbE1VFkKkCi-L1qFd8ibzRx2f_AMOq5VgzjnFz8QY1lFo-iqX26DwlfU4m66odA3W7IZM4uz478mA=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kurang tempat duduk santai aja

Harga, rasa dan service nya kerennn...""","","","","· Buka Sel pukul 10.00",""
"https://www.google.com/maps/place/Bakso+Ikan+Express+UPI+Gerlong/data=!4m7!3m6!1s0x2e68e7b0deeb37b5:0x786162f7a954b664!8m2!3d-6.8646916!4d107.5926555!16s%2Fg%2F11t53wzycn!19sChIJtTfr3rDnaC4RZLZUqfdiYXg?authuser=0&hl=id&rclk=1","Bakso Ikan Express UPI Gerlong","","","","","Brunch","·","","Jl. Gegerkalong Girang No.25","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7jnp4jLGmv1sWJZ1958xOZuFCrn6yaLoD7owMBLGC_eiORPdOg_5Tw80cbBBtQTYutBzQaVLgTZhVywitZXKnhsadSryC1MRMaB6MRW3qIeWAFPEaDJpednoogIONUpC5_kNn7g=w163-h92-k-no","","Makan di tempat","","","","· 21.30 · Buka Sel pukul 09.30","Ambil di tepi jalan"
"https://www.google.com/maps/place/Kedai+159/data=!4m7!3m6!1s0x2e68e7b1057b2a59:0xcbc1987509504c99!8m2!3d-6.8996031!4d107.6296697!16s%2Fg%2F11c2nndr69!19sChIJWSp7BbHnaC4RmUxQCXWYwcs?authuser=0&hl=id&rclk=1","Kedai 159","3,5","(63)","·","Rp 1–25.000","Kafe","·","","Jl. Surapati No.159","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcbOmcoVkBKrntghhH6bTsfXwsPr7tXZ31ZyPIAXSCZbAWU6eAYIl_zRMaqdQSMuRdTB2qvRN6phTqOQRZ3c9Fu3FmMN2r2mI-3j4YCCEhU2VIhleMnKXjlwx6B781AgIuguCcpQ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak""","","","","· 21.30 · Buka Sel pukul 08.30",""
"https://www.google.com/maps/place/Kedai+Selasih/data=!4m7!3m6!1s0x2e68e7a3497bebad:0x3028ad3fce67a075!8m2!3d-6.8957656!4d107.6405888!16s%2Fg%2F1wcj_wkw!19sChIJret7SaPnaC4RdaBnzj-tKDA?authuser=0&hl=id&rclk=1","Kedai Selasih","4,4","(9.034)","·","Rp 25–50 rb","Kafe","·","","·","Jl. Cikutra Baru VI No.34","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBdqjbHt6li5xHLyRX3R1PrBIQstrDa9TOOXL1D_K9M0C74i58uK--h9xnuuCOstxkQi9hUcLbWewD5upeQ8HWgClieYGRg1jZemhkFhhvIKO_1XkNh8mX0aQkBgbQNeYefa3yZA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXdjal93a3cYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=m6b4abrvMJjuseMPoaiZWQ&ei=m6b4abrvMJjuseMPoaiZWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· 21.30 · Buka Sel pukul 08.30","Kedai"
"https://www.google.com/maps/place/Ckck+Tutup+permanen/data=!4m7!3m6!1s0x2e68e7000217afa3:0xe756972cd9ab4a95!8m2!3d-2.44565!4d117.8888!16s%2Fg%2F11wy5cnpqz!19sChIJo68XAgDnaC4RlUqr2SyXVuc?authuser=0&hl=id&rclk=1","Ckck Tutup permanen","4,5","(136)","","","Toko Pernak-Pernik","","","","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE28j2KsWuwHJIJei1lvNA8cDuwZJNEMJ6AI2sIPiqDQsTQz5ZgjFIeds_2VuAq_u70QeptY7H9n0k1utOadV53gxfmgrq36bzkyTC731m-u2JPMPYt-9ySSIq2mnQ44-49wpV5W7OiUB6u=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Viewnya juara, makanannya enak2, harganya sangat terjangkau.""","","","","· 22.00 · Buka Sel pukul 11.00",""
"https://www.google.com/maps/place/Kedai+Mas+Aji/data=!4m7!3m6!1s0x2e68e7e95183f0d5:0xcee5d091adecde33!8m2!3d-6.8670377!4d107.6209126!16s%2Fg%2F11jp1tb5rj!19sChIJ1fCDUennaC4RM97srZHQ5c4?authuser=0&hl=id&rclk=1","Kedai Mas Aji","4,8","(22)","·","Rp 25–50 rb","Restoran","·","","4JMC+59M","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrzMaSh7n23lbivZP6MjwDfam7SmWEEJpqX_N-QRxjyOiwSx8c0N4AkkDnjY-W9qW3c-9diwRIa6k6W0N0ZnoLOUH3bylmciltc7uIAOMIDMWVvOHdL5PefHH5zCL_x-lT5V4=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak ulasan costumer juga merekomendasikan soup iga.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqcDF0YjVyahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=m6b4abrvMJjuseMPoaiZWQ&ei=m6b4abrvMJjuseMPoaiZWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· 22.00 · Buka Sel pukul 15.00",""
"https://www.google.com/maps/place/Kedai+Upi/data=!4m7!3m6!1s0x2e6ee1d0606c5b0d:0x6d7f408c29ba4f83!8m2!3d-6.6774956!4d108.4514918!16s%2Fg%2F11mvvkkxrf!19sChIJDVtsYNDhbi4Rg0-6KYxAf20?authuser=0&hl=id&rclk=1","Kedai Upi","4,5","(4)","","","Toko Makanan","·","","Jl. Nyimas Endang Geulis","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJct5mRkfM6jwDM-ezt2c-yeLlJY2pVM3e9aywAMT_8bMlg-pRle0nVziqnWvGDKaUfaQv6jXiqMqRDnwxcu5Zga7MFnAGi4oQuPGtwKDl847FBpUF6FXu3-bJnuEFNg_fmdrHRA=w80-h106-k-no","","Makan di tempat","","","","· 22.00 · Buka Sel pukul 10.00","Bawa pulang"
"https://www.google.com/maps/place/Kedai+Kongkow/data=!4m7!3m6!1s0x2e68e7eefa45e55d:0x5d8dded8309afdf9!8m2!3d-6.8816447!4d107.603721!16s%2Fg%2F11trrq65ml!19sChIJXeVF-u7naC4R-f2aMNjejV0?authuser=0&hl=id&rclk=1","Kedai Kongkow","3,8","(10)","","","Sesuai untuk keluarga","·","","Jl. Ciumbuleuit No.61","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyIXZsvu3Hr9NQhRp2ajc0W07oAg-tH85Xb17T5bWd91NVMa34i_nPwjZr0u0kxsLo-ote_3-2Mjm8wInSyek9TUFWtv_lqm5s07KvkWodqWdZ4xJcBSt8GDNSH_Eirb5qaKwnTg=w197-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sekotengnya enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0cnJxNjVtbBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=m6b4abrvMJjuseMPoaiZWQ&ei=m6b4abrvMJjuseMPoaiZWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Kedai+Rasa+Timur+Asli/data=!4m7!3m6!1s0x2e68e734e0bd0cf9:0x5ccdb0f4a59a6d67!8m2!3d-6.9041977!4d107.6248665!16s%2Fg%2F11rbyg1my8!19sChIJ-Qy94DTnaC4RZ22apfSwzVw?authuser=0&hl=id&rclk=1","Kedai Rasa Timur Asli","4,6","(117)","·","Rp 25–50 rb","Indonesia","·","","Jl. Cilaki No.59","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8HcEol0HtCbmHOmnG3sQLQTQ1_IYawSuFmWGVkZNZs7_c3OoUnGJBQXzv_5i7YYq1rzB7nz_XHdQdvpWJWA3kLCquI8xnDCT7b5TkZODf2WAOHNuESvW2uluI0lynzRcZv5Plt5kI5jw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cakalang bakar, tuna bakar dan pisang gorengnya mantap dan enak.""","","","","· Tutup pukul 23.45",""
"https://www.google.com/maps/place/WARUNG+MAMAH+ITA/data=!4m7!3m6!1s0x2e68e72984600e75:0x6ff2991b70f288fe!8m2!3d-6.8502243!4d107.6173033!16s%2Fg%2F11tdd1s988!19sChIJdQ5ghCnnaC4R_ojycBuZ8m8?authuser=0&hl=id&rclk=1","WARUNG MAMAH ITA","5,0","(8)","","","Kedai Kopi","·","","4JX8+WW7, Jl. Citra Green","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXtcG-N6p-3rYf-11G8MSqxpQmFvgwqwgHfc6Kr3E0QqUAp0Xr0YyblbJd06r1fsY_Mvzl-pUxuF_pHTXNzAH7p5rfqrgq3jeU3qnXVmxALhISZNbDFSJoV08ZBZzVgizuCCnF=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga terjangkau makanan enak sangat rekomend 🤩🤩🤩""","","","","",""
