"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","ah5Ghc 2"
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/CW+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e68e72c5d86ed3f:0x5553b798e4986ec0!8m2!3d-6.8646503!4d107.592366!16s%2Fg%2F11s5vswy2y!19sChIJP-2GXSznaC4RwG6Y5Ji3U1U?authuser=0&hl=id&rclk=1","CW Coffee & Eatery","4,6","(330)","·","Rp 25–50 rb","Kedai Kopi","·","","·","Jl. Gegerkalong Girang No.27","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3QOgyaAAO1e3FobL50o7233zES-BlKcoT7UWhEcYV5OjQFhV8m_YFuSEz1ccsLy2bB6Qh9xN4bOg8riXnH8QOg0XJRp4sagR4QPKAcugHGr8qAp94kwKC35u5VUXArcVgAFnY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""menu makanan dan minumannya banyak bangetttt harganya cukup terjangkau.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzNXZzd3kyeRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=iab4aYXtN_nKseMPtc69sAE&ei=iab4aYXtN_nKseMPtc69sAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Santerra+Coffee/data=!4m7!3m6!1s0x2e68e722c2ea18d9:0xf59aa07eac26aae7!8m2!3d-6.8623236!4d107.5938588!16s%2Fg%2F11ydl17xw8!19sChIJ2RjqwiLnaC4R56omrH6gmvU?authuser=0&hl=id&rclk=1","Santerra Coffee","5,0","(58)","·","Rp 1–25.000","Kedai Kopi","·","","Gd. Geugeut Winda Lt.1 PKM UPI","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEuwMjL30I6FuUSCXjI8i0Jt3U45el2TDaWVf12KYeNCdqBUOBJqtjnHWVfJn7x8cItYfLiYlyA_W_GRaSDmjh2gtwMyk3q34cGyMVonvCk_Zprc4hO2-PlkrSM1TTgyQBFCpEmON245BU=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""keren dah tempatnya cozy dan makanannya enak, cocok buat kumpul""""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5ZGwxN3h3OBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=iab4aYXtN_nKseMPtc69sAE&ei=iab4aYXtN_nKseMPtc69sAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Warung+N%27ce/data=!4m7!3m6!1s0x2e68e7b6fa614b93:0xc7072f5da0c07b27!8m2!3d-6.8589313!4d107.5955071!16s%2Fg%2F11gns8k0_x!19sChIJk0th-rbnaC4RJ3vAoF0vB8c?authuser=0&hl=id&rclk=1","Warung N'ce","4,6","(10)","","","Kedai Kopi","·","","4HRW+C6C, Jl. Dr. Setiabudi","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeJD19Hsw_8ZM7sV3XugiYMwCEhsG9njhGi2z8ZQ42EFypoEe2GOipcsG1fW49yt3jT0RH9lR7b2VkbZ6i4NaJfIBsoAWuSFgBDiXL2qRohTCglor7hddhhHxxoUNyindVzgFa=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lokasi paling nyaman ketika malam hening dan makanan yang nikmat""","","","","· 22.00 · Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/Dimana+Ellis+Coffee/data=!4m7!3m6!1s0x2e68e771a1c7a965:0xddf684ad7d7ee9bf!8m2!3d-6.8578694!4d107.5909338!16s%2Fg%2F11yj5ffzxz!19sChIJZanHoXHnaC4Rv-l-fa2E9t0?authuser=0&hl=id&rclk=1","Dimana Ellis Coffee","4,9","(23)","·","Rp 1–25.000","Kedai Kopi","·","","·","Jl. Cilimus No.9a","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEW53ansPr1eaIX8e8_K2F2ixOiEE24sif6prqVeyHSE7eiUiUajgELkNVNddjQ7j35gR71L7UbxCe90MCu-__5F-cEwok6lKG-wP2LLJUTnlmTnTrH6XIMLMHMu6Gou9_EbLB-LJkkfCfz=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat yg sangat cozy, bagus, serta coffe & makanan nya juga enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5ajVmZnp4ehgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=iab4aYXtN_nKseMPtc69sAE&ei=iab4aYXtN_nKseMPtc69sAE&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","· Tutup pukul 23.00",""
"https://www.google.com/maps/place/TOMORO+COFFEE+-+Universitas+Pendidikan+Indonesia/data=!4m7!3m6!1s0x2e68e7004e6d5239:0xa7f01ccb775e499b!8m2!3d-6.8624185!4d107.5932406!16s%2Fg%2F11y3kz1rg_!19sChIJOVJtTgDnaC4Rm0led8sc8Kc?authuser=0&hl=id&rclk=1","TOMORO COFFEE - Universitas Pendidikan Indonesia","4,3","(193)","·","Rp 25–50 rb","Kedai Kopi","·","","UPI, Jl. Dr. Setiabudhi No.229, Cidadap","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEK9fopghHIbgFNN7riXAgC2gtsvaeBa44JXYBUFyykB5Rwy10tFqJgMYg4o1nEnYEfeE0EYfWnDBK-gyH8p88T5aHKXThhsRIq5SjZVOfcRY_2vCOnF-PN2sGzw6poTnqM24HMsEpVc0=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ambience nya enak, service nya juga oke!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5M2t6MXJnXxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=iab4aYXtN_nKseMPtc69sAE&ei=iab4aYXtN_nKseMPtc69sAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Canteen+FIP+UPI/data=!4m7!3m6!1s0x2e68e77d92cf70f1:0xb8b2d399b979f1bd!8m2!3d-6.8612288!4d107.5907381!16s%2Fg%2F11tj9mx4nz!19sChIJ8XDPkn3naC4RvfF5uZnTsrg?authuser=0&hl=id&rclk=1","Canteen FIP UPI","4,8","(12)","·","Rp 25–50 rb","Restoran","·","","Jl. Dr. Setiabudi No.229","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanya enak bnyak pilihan,,cocok buat tempat nongkrong mahasiswa 👍👍""","","","","",""
"https://www.google.com/maps/place/Kopi+Salarea+Dago+Atas/data=!4m7!3m6!1s0x2e68e7bdbd0122e9:0xaa291e39923a41e4!8m2!3d-6.8468249!4d107.6546881!16s%2Fg%2F11p068vprv!19sChIJ6SIBvb3naC4R5EE6kjkeKao?authuser=0&hl=id&rclk=1","Kopi Salarea Dago Atas","5,0","(41)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Dago Pakar Atas","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPXU8w_SZIaXWKH4CinZJC0d8Y0I6ZlYjdeQXSRpffum1wziaSBGoYS2jBIiZIYHmKN7y6bRV8bDtA2sIBz0jCqNzAgwGF-np1nmbx3BIp9u_ukne7MNj1JPSBb51g2FRWqvhwwg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak kopinya mantap, harganya kantong pelajar banget 😻 under 20k 😻""","","","","· Tutup pukul 23.00",""
"https://www.google.com/maps/place/PODJOK+JUICE+UPI/data=!4m7!3m6!1s0x2e68e760fc2fae73:0x8aee347fe0c80212!8m2!3d-6.8636412!4d107.5923503!16s%2Fg%2F11sbdl4892!19sChIJc64v_GDnaC4REgLI4H807oo?authuser=0&hl=id&rclk=1","PODJOK JUICE UPI","","","","","Kedai Kopi","·","","4HPR+GWX, Jl. Sadarjoen Siswomartojo","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYPQ2mwy9ACNOTnFqwSp5fEHPuWp5YEjGn1jBaV5yO-POjg4vpW-obTeFy0tHL9a_bf5fB8jqzqCda7xpsQxTImfP1BlrCDf_3QBbeSbY4ab40ODCeD2f5Ag8v71Awcv-DQcdY=w80-h106-k-no","","Makan di tempat","","","","· Tutup Sel pukul 05.00","Bawa pulang"
"https://www.google.com/maps/place/Kedai+Utama/data=!4m7!3m6!1s0x2e68e6be81f5eb39:0x1aa0e09e20afe813!8m2!3d-6.8641899!4d107.5919857!16s%2Fg%2F11b60r3pmy!19sChIJOev1gb7maC4RE-ivIJ7goBo?authuser=0&hl=id&rclk=1","Kedai Utama","4,4","(2.135)","·","Rp 25–50 rb","Pujasera","·","","Jl. Gegerkalong Girang No.14","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHu_5jAq0eRnlqgLlvMXWb17zE9Xz24a8VQIXZrP9LUeSBXEzgGV76MVU3Ypj8rjjDGzeNItRr-nrIzUtenyqqJznZH09kkcITYRZk5ZQBg_TPJ7JiwCS3PbaAeB81LdIbXjNQn=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak murah dan terjangkau""","","","","",""
"https://www.google.com/maps/place/Kedai+Jawi/data=!4m7!3m6!1s0x2e68e720f7309be7:0x3ed8e5eb4ffb2c37!8m2!3d-6.8638458!4d107.5910964!16s%2Fg%2F11sv2qcgsw!19sChIJ55sw9yDnaC4RNyz7T-vl2D4?authuser=0&hl=id&rclk=1","Kedai Jawi","5,0","(13)","·","Rp 25–50 rb","Kafe","·","","Jl. Gegerkalong Girang Baru No.1","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7PoFOQEdhKbAqRFMeLD8GD04mdfEFDi5-IjFu8YGWwmx5L7vBVeqBLyuAUHqhzzg08kQ-jY8S0kjhvYgd2tM4rTQGPKlSAeq92iL8dVhotzQcNClPI2HIQRFcbrV8BqiTgsvPYQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman, makanannya enak dan murah"", pelayanannya juga bagus🥰""","","","","",""
"https://www.google.com/maps/place/Harvi+Cafe/data=!4m7!3m6!1s0x2e68e7eff39203eb:0x92fcaafc11c6f786!8m2!3d-6.8583051!4d107.5948255!16s%2Fg%2F11t1d1jhrp!19sChIJ6wOS8-_naC4RhvfGEfyq_JI?authuser=0&hl=id&rclk=1","Harvi Cafe","4,6","(138)","·","Rp 25–50 rb","Kafe","·","","Jl. Dr. Setiabudi No.241 A","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvZ-zfUsb1KIpR2sEcp-oamdxmDzSsOhkleJMqySPUmxLdVRCkBK6xBXbLrLUf1d7jEWlwxyWllJlSK2FFYI53-Plf4v_gJjrHzckSX9LOmhNrGbnhCLR5Q6TjN9l4TX84sEi6uw=w80-h98-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga minuman dan makanan disini juga affordable.""","","","","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/Kantin+Pasca+UPI/data=!4m7!3m6!1s0x2e68e6bec9ce0109:0x930ad95a98e52266!8m2!3d-6.8623868!4d107.5933599!16s%2Fg%2F11f_ch43z4!19sChIJCQHOyb7maC4RZiLlmFrZCpM?authuser=0&hl=id&rclk=1","Kantin Pasca UPI","4,4","(394)","","","Restoran","·","","·","4HQV+28X","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1dbv5RZGAmFeDqbZpldLvnypXckEmsw8RIU_Lbs6M5WabDtGQ9XfQLRopkXfbV8_-_lgFBEoY_KerTonK6lLHCQO_JqsLmo9WJh_Ve1NelD3bPpxqnIIVzYFQqNkLh3HtudmX=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Disini paling suka makan di","","","","· Buka Sel pukul 08.00","kedai"
"https://www.google.com/maps/place/Kedai+Upi/data=!4m7!3m6!1s0x2e68aacd1da7a207:0x6949c2f4a8fedb44!8m2!3d-7.3779547!4d108.0459787!16s%2Fg%2F11gfk6_tvy!19sChIJB6KnHc2qaC4RRNv-qPTCSWk?authuser=0&hl=id&rclk=1","Kedai Upi","4,5","(2)","","","Kafe","·","","J2CW+R99, Jl. Raya","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_iL_63Rp3IRb_-C9m0ZCm5_uchxfm6ekrDBcYZf7PVo32BHDMlLYbD8Ftu4rsCO3kVJEvxESZFf-qysQXxBKONH07G6XuedC2Qk4Iq_5-BX0gjeX64wERaV-5dX6s5kGEGrIZ=w122-h92-k-no","","Makan di tempat","","","","","Bawa pulang"
"https://www.google.com/maps/place/Kedai+Kita/data=!4m7!3m6!1s0x2e68e70bbe851069:0x55d23ca3064da66b!8m2!3d-6.8672591!4d107.5931494!16s%2Fg%2F11tg1bjzym!19sChIJaRCFvgvnaC4Ra6ZNBqM80lU?authuser=0&hl=id&rclk=1","Kedai Kita","5,0","(4)","","","Brunch","·","","174B, Jl. Dr. Setiabudi Gg. H. Ridho No.4","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHu6oIU2IdiiOyCsqFvtbbAmWwM9qjzt5hf88gKYy6B2AKV7qTRQpwxRGO26E4TwJCAQj-GuF3EMtrrCJ-kVjz7AFzux21IkS21ihsrgxOYETBXJoHmOZFFC78RIQkiwwa-_PL9g=w206-h92-k-no","","Makan di tempat","","","","· Tutup pukul 23.00","Bawa pulang"
"https://www.google.com/maps/place/Universitas+Pendidikan+Indonesia/data=!4m7!3m6!1s0x2e68e6b943c2c5ff:0xee36226510a79e76!8m2!3d-6.8613013!4d107.5920834!16zL20vMDN0bV96!19sChIJ_8XCQ7nmaC4Rdp6nEGUiNu4?authuser=0&hl=id&rclk=1","Universitas Pendidikan Indonesia","4,7","(4.669)","","","Universitas Negeri","·","","·","Jl. Dr. Setiabudi No.229","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkoAowXG_NlkTXiiY5bpjof_yH7YdFAE7YZemUYU0poHUmaiF10FAdCTalV4mqpvj-NUClE1R10U8Ur8HZDUoZBlWArAZiiNNRRFdC6k-1XPeVvF5DWiLXvTbs5BhTVhm_XNO-0w=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di taman nya enak buat ngobrol² atau ngerjain tugas juga enak bgt kyknya.""","","","","· Buka Sel pukul 06.00",""
"https://www.google.com/maps/place/Cafe+de+Musee/data=!4m7!3m6!1s0x2e68e767e0632415:0xa94001888303639c!8m2!3d-6.8595856!4d107.594119!16s%2Fg%2F11v03j2cpb!19sChIJFSRj4GfnaC4RnGMDg4gBQKk?authuser=0&hl=id&rclk=1","Cafe de Musee","4,4","(28)","·","Rp 25–50 rb","Restoran","·","","Belakang Gedung Museum UPI, Area Cafe Museum, Jl. Dr. Setiabudi No.229","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFraoAByab_NDLpcLD2VeplFtRrgsHsMfGgBTiQPPRk9RvPYb4BUpobWSBEbmwu7rQ1oB2tx10gjut7o4ClTEyYLQ42eel4zFs9y_-aQn1uRWnP5vPQAsm7s9Wryam52zCb0VyQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan sama minumannya enakk, cocok bgt buat bersantai sambil nugas""","","","","· Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Kedai+Papa+Bear+Setiabudi/data=!4m7!3m6!1s0x2e68e6bfaaaaaaab:0xba9199abf3759283!8m2!3d-6.8656675!4d107.5964061!16s%2Fg%2F11dxk9dv5x!19sChIJq6qqqr_maC4Rg5J186uZkbo?authuser=0&hl=id&rclk=1","Kedai Papa Bear Setiabudi","4,7","(78)","·","$","Kafe","·","","Jl. Kapten Abdul Hamid Hegarmanah No.57","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH46cw9LYRBMKWlAFelQ7h-15cTCqHZa8rBHXp3EIpzLzdeS54EOBXi6jAnjLaxPrvh0YrXZzzPdmQL8cV863ZzAN0a8bOYAaqONllqbjjjoVgjfTYlkGzvyUUUAAGiKNRkV3-Tbw=w80-h169-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya super nyaman""","","","","· Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/Tea+Storm+UPI+Gerlong/data=!4m7!3m6!1s0x2e68e764f81e4417:0x8973b4c2d2e2bffe!8m2!3d-6.8646584!4d107.5924104!16s%2Fg%2F11vjlytxcm!19sChIJF0Qe-GTnaC4R_r_i0sK0c4k?authuser=0&hl=id&rclk=1","Tea Storm UPI Gerlong","4,9","(260)","","","Es Krim","·","","Jl. Gegerkalong Girang No.27B","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGp1MQwHghGZzkpJT6IHqgeYWPSjyWZXcsBcweiRzDo_IPCZl5aL5dveG-KRvZpjpfei0Nd_jFcFvlf_JlfmrFufGVnzzIuMv2jwinU1eL3f613o_z-v5Y9JrgOxGLHopk4HzV7LHdPOAk=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""1. menunya unik, enak, mantap, vibenya jga adem,
2. wcnya jijik.""","","","","· 22.00 · Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/Tianlala+UPI+Gerlong/data=!4m7!3m6!1s0x2e68e7827422c489:0x9f43de293dfa2ae4!8m2!3d-6.8646607!4d107.5924416!16s%2Fg%2F11x6c_4yrc!19sChIJicQidILnaC4R5Cr6PSneQ58?authuser=0&hl=id&rclk=1","Tianlala UPI Gerlong","4,1","(159)","","","Es Krim","·","","Jl. Gegerkalong Girang","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlIGjUagVat2L0iGRM5jluEImdPqhGjd0ksM2b20ypm-vndqXdO4hsQxJYHy2nfxYtZCNILswfUCBCxi79IgDw8DmdQm0PavE2IbjOMI_nJNjt6ff7BqdvF1DaMY7XS2V7T6SHrtgcRdiQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enakk enakk harganya juga affordable""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4NmNfNHlyYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=iab4aYXtN_nKseMPtc69sAE&ei=iab4aYXtN_nKseMPtc69sAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· 22.00 · Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/Warung+ZAZANHULA/data=!4m7!3m6!1s0x2e68e7672780ecfd:0x79a60799c2438b9f!8m2!3d-6.8502258!4d107.6172752!16s%2Fg%2F11qyjyrxhr!19sChIJ_eyAJ2fnaC4Rn4tDwpkHpnk?authuser=0&hl=id&rclk=1","Warung ZAZANHULA","4,6","(104)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Citra Green","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUnq1l4d8ggRFiuY32F9z3ZuiHinchvSqr9nt8ettevPMNo0dOWD8E_d3iqlyOG14SAYToPWOxl9vjnlNtyBf2jeRtKL5sjG2lk7ND5KuWvkEMEKVHdyGXS7WQV8MHJ-mUwnGMgw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harganya murah binggow tapi udah bisa makan minum wareg !""","","","","· Tutup pukul 23.30",""
"https://www.google.com/maps/place/Warung+Cups/data=!4m7!3m6!1s0x2e68e7aca5cb53e3:0x4026ed210051ec85!8m2!3d-6.8764742!4d107.5790651!16s%2Fg%2F11g1lx78fx!19sChIJ41PLpaznaC4RhexRACHtJkA?authuser=0&hl=id&rclk=1","Warung Cups","5,0","(68)","","","Kedai Kopi","·","","Jl. Sariasih No.27","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzuc1Qt10ic2vW1dvFoB6fpUG9dj9ed-ySkvTdRwhf5mscZ0gk_suQrczrXKtzzZKMYcRR5nCQVBllOEY-783qI1gyW9hLjS6pNuyPL4XODHFZOV1akISDo_mSplx4YfLjH-k=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""barista nya lucu, cocok jadi walikota bandung""","","","","· 22.00 · Buka Sel pukul 09.00",""
"https://www.google.com/maps/place/Gadis+Desa+Cafe+and+Bar/data=!4m7!3m6!1s0x2e68e758ec20e87b:0xb9583c384fe89c6!8m2!3d-6.8548283!4d107.589107!16s%2Fg%2F11vjnl_500!19sChIJe-gg7FjnaC4Rxon-hMODlQs?authuser=0&hl=id&rclk=1","Gadis Desa Cafe and Bar","4,4","(353)","·","Rp 50–75 rb","Kedai Kopi","·","","·","Jalan Pinus Raya Barat, Perumahan Jl. Pd. Hijau Indah No.73A","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAaop4H2Ihgm5PfXxpqy-wMZ-BxreYNyQ7-Fs-5mVoqta2QJ53qt_Loy5FFcXS7l0Wp5ZfIvNJEeewNA_7STEvoNc4poisMDr00zflltzXp5_gB-k5qbNz5ClcrwSZFLG_3RhEHA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya harganya ga pricey tapi enak semua.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2am5sXzUwMBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=kKb4abbQOeaTseMPzb_MYQ&ei=kKb4abbQOeaTseMPzb_MYQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· 22.00 · Buka Sel pukul 08.00",""
"https://www.google.com/maps/place/Dijamu+Coffee/data=!4m7!3m6!1s0x2e68e7ddd51b1cc1:0x786bc3093537c8a!8m2!3d-6.8590551!4d107.5830767!16s%2Fg%2F11vdtkdp1w!19sChIJwRwb1d3naC4RinxTkzC8hgc?authuser=0&hl=id&rclk=1","Dijamu Coffee","4,9","(41)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Pinus Raya Bar. No.F19","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAESDHEfoudkZU0HKDqgP1pSKkP993Rqzum41YQqsLGjGx1KVqu7fqXk7w_PiIQTyvn7xCswSC2tk4SK8rfSbNB_dOZ_Scm6u3VKMMjv4jyToPNV1VQQwYzlSo0-21JyPXm8ql0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suka banget makanannya enak, orange americanonya juara!""","","","","· 22.00 · Buka Sel pukul 10.00",""
"https://www.google.com/maps/place/Kedai+Teh+Upi+%28Jajanan+Aqila%29/data=!4m7!3m6!1s0x2e68e5bb2688826b:0x260fb17542d32447!8m2!3d-6.8688732!4d107.5638667!16s%2Fg%2F11vljjhgf3!19sChIJa4KIJrvlaC4RRyTTQnWxDyY?authuser=0&hl=id&rclk=1","Kedai Teh Upi (Jajanan Aqila)","5,0","(2)","","","Restoran","·","","4HJ7+FG5, Jl. Sariwangi Selatan","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F8jmkSS3mw95BYEgfl_tnA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=177.00397&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yeayy akhirnya jajanan aqila buka kembali 🤗""","","","","",""
"https://www.google.com/maps/place/Kedai+Sunda/data=!4m7!3m6!1s0x2e68e693220da9d5:0x683c3158e3780d2e!8m2!3d-6.874283!4d107.596415!16s%2Fg%2F11c1q4bsm2!19sChIJ1akNIpPmaC4RLg1441gxPGg?authuser=0&hl=id&rclk=1","Kedai Sunda","5,0","(2)","","","Pujasera","·","","4HGW+7HM Pujasera Borma, Jl. Dr. Setiabudi","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJ6t8ThisC68WdnSsDiN-e-Rsuzsa9e_yp4Mw7Z-9PCII7BVBrPQt2PPUraaOitqJdKDe0FqTqeHTUjpqzPy4iUAacESQpzYqt92L2bO5zeQjK7V6qnukkXvHmVyCujxJpYY3M=w163-h92-k-no","","Makan di tempat","","","","· 22.00 · Buka Sel pukul 09.00","Bawa pulang"
"https://www.google.com/maps/place/The+Heritage+Kitchen+%26+Gallery/data=!4m7!3m6!1s0x2e68e6b91d6a41e7:0xd82a2c1615941e18!8m2!3d-6.8605146!4d107.594986!16s%2Fg%2F11bx2hg125!19sChIJ50FqHbnmaC4RGB6UFRYsKtg?authuser=0&hl=id&rclk=1","The Heritage Kitchen & Gallery","4,6","(1.219)","·","$$","Kedai Kopi","·","","Jl. Dr. Setiabudi No.276A","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG96EhZti0NzKYOFakVs5E2wR1kESN0zrO2mVdahyTmPZ51Sbf4ZxHtvAEnYQLw6Rbhqx3FeomH_Oiuit8kEeooRXsAWtV2AojfDJ2PWlZpqcRYiEsyXPTJkA5-ZvHbFWQNbcM4L-b4uUne=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cozy bgt tempatnya, makananya juga enak² dan harganya bersahabat bgt.""","","","","· Buka Sel pukul 07.00",""
"https://www.google.com/maps/place/BASTARA+kantin+PKM+UPI+Bandung/data=!4m7!3m6!1s0x2e68e7005c739a49:0xb27dc8f39abdf6e4!8m2!3d-6.8612989!4d107.5921612!16s%2Fg%2F11xvf_b38j!19sChIJSZpzXADnaC4R5Pa9mvPIfbI?authuser=0&hl=id&rclk=1","BASTARA kantin PKM UPI Bandung","","","","","Brunch","·","","Universitas Pendidikan Indonesia","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ro4PGaWuca-gsiV4scuwjw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=4.7679567&pitch=0&thumbfov=100","","Makan di tempat","","","","","Bawa pulang"
