"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Pesca+Gelato+Station+Bandung/data=!4m7!3m6!1s0x2e68e74d9929950d:0x9f6d02396819127a!8m2!3d-6.9061287!4d107.6222081!16s%2Fg%2F11k4_b_28d!19sChIJDZUpmU3naC4RehIZaDkCbZ8?authuser=0&hl=id&rclk=1","Pesca Gelato Station Bandung","4,1","(40)","Es Krim","·","·","Segera tutup","· 21.30 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmKcweQNcytR0qfGqeq68S-Fj1Ju8xJoDTtgDxGXk-fafFrohaHw9BDVJQcJBXltvILI8cf2MomSZazPZxqM254O7TRuzqU1uRog_QR9RvHS02zBR5nRxqdcjuk4Uyjm41f1W5zw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Disini juga sediain variasi","eskrim","(scoop, cup, dalam mochi ataupun cake)""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrNF9iXzI4ZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6r4ab2_PL2fseMP29bQ2Q4&ei=p6r4ab2_PL2fseMP29bQ2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Big+Red+Buz/data=!4m7!3m6!1s0x2e68e9f9c64df6cd:0x94d1d163f10a4dbb!8m2!3d-6.8493254!4d107.5977421!16s%2Fg%2F11v0nl0kn8!19sChIJzfZNxvnpaC4Ru00K8WPR0ZQ?authuser=0&hl=id&rclk=1","Big Red Buz","5,0","(3)","Es Krim","·","Jl. Dr. Setiabudi No.372","Segera tutup","· 22.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGM07AIrZyvrppPeFlfuqqPITSUYD07ZcS_iokVx6O5PDXApyvU_B8B_LSwHIv6nIiNNCNHAxaBH_l5ersx9TDBv4g5Ex2gUU9BeAL5WGckhgbdxCAs8cou3N8cWVJxdreMwAUO=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak buat nongkrong...""","","","","",""
"https://www.google.com/maps/place/ES+coklat+gaban+dan+Bingsoo+Korea/data=!4m7!3m6!1s0x2e68e7c59a355bd1:0xeaad0f001fee219a!8m2!3d-6.8640771!4d107.5912059!16s%2Fg%2F11l358cyjt!19sChIJ0Vs1msXnaC4RmiHuHwAPreo?authuser=0&hl=id&rclk=1","ES coklat gaban dan Bingsoo Korea","5,0","(1)","Es Krim","·","·","Tutup","· Buka Sel pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiRqnWaoLFwLe4jOP8I6jLN-CyLth8o4I3JIVeiwVeNvmQVMZ1JbWQTQwggf3kC14YY0hltkWEwY-UygPuN068OmPy6WsfT0aUMxcncyE70tF9_HYafT_52T0URDIPqjxx3gT5=w80-h177-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak ih suka""","","","","",""
"https://www.google.com/maps/place/WEDRINK+Sersan+Bajuri/data=!4m7!3m6!1s0x2e68e7cc4fbceebd:0x24e1a4980fdd2ad7!8m2!3d-6.8583392!4d107.59432!16s%2Fg%2F11vfbb485m!19sChIJve68T8znaC4R1yrdD5ik4SQ?authuser=0&hl=id&rclk=1","WEDRINK Sersan Bajuri","3,1","(28)","Es Krim","·","Jl. Sersan Bajuri Dalam No.3","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbvdhDep3CzDKQpjC94dot8hOa1L3VogoeHSAyOI5SML5gWppl0zeWiR9_Q_lSC_8CNL10C1rQP4TDGR5Wr9nN_R3z1wBKNagRAymccSbWbG6F04e-jbyd45Qlx_nfMokCz74KxQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mudah² ownernya baca dan bisa dikasih tau karyawannya.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2ZmJiNDg1bRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6r4ab2_PL2fseMP29bQ2Q4&ei=p6r4ab2_PL2fseMP29bQ2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Paletas+Wey+Prama+Fresh+Perintis/data=!4m7!3m6!1s0x2e68e7002d1f6697:0x592c17142d884371!8m2!3d-6.8818622!4d107.5745191!16s%2Fg%2F11y48nwq08!19sChIJl2YfLQDnaC4RcUOILRQXLFk?authuser=0&hl=id&rclk=1","Paletas Wey Prama Fresh Perintis","5,0","(4)","Es Krim","·","Jl. Perintis No.3SarijadiKec","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEU2DK_r3taL9SC6conv74PC6dYYT7A5Fhw4YoRiv0q_9yvnlloVyl9TgcEIs6XL58unvmS0eb7rXb2L_pyAK17ybmoSCdYux21iUZt3QzTib7lPdP5_4cH7yHw6WG86-itargL-A=w189-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barang cukup lengkap harga banyak yg murah.""","","","","",""
"https://www.google.com/maps/place/Natsu+Japanese+Ice+Cream+%26+Coffee+Maranatha+%28+Bandung+%29/data=!4m7!3m6!1s0x2e68e70046ab3c0d:0x226eb98a2af3eda7!8m2!3d-6.8861233!4d107.5809581!16s%2Fg%2F11xvc3sc5l!19sChIJDTyrRgDnaC4Rp-3zKoq5biI?authuser=0&hl=id&rclk=1","Natsu Japanese Ice Cream & Coffee Maranatha ( Bandung )","4,6","(8)","Es Krim","·","Jl. Prof. drg. Soeria Soemantri No.63 A","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDtleLgRn9htfMcy7ifSIdR9OOTAhCjaM_SOhq7d30ptGiWRw51tcT07al2GR3wLdr_qQSIDlKmHo0YZUirItMxBjxLpXENoxAucOio_crd33A1KpF5U8Shb-LlL0VoYf1ygo12VtCi54=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","eskrim","vanilla nya enak banget soft😍🤤""","","",""
"https://www.google.com/maps/place/Es+Kepal+%26+Babakaran+udint/data=!4m7!3m6!1s0x2e68e7002309499b:0xd479a2fc0a3b21bd!8m2!3d-6.8699597!4d107.5912477!16s%2Fg%2F11y2p8gl3p!19sChIJm0kJIwDnaC4RvSE7CvyiedQ?authuser=0&hl=id&rclk=1","Es Kepal & Babakaran udint","5,0","(2)","Es Krim","·","4HJR+2F9, Puri cengkeh Jl. Gegerkalong Hilir","Tutup","· Buka Sel pukul 01.05","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0ssnbedUtMBMBgXkStJPxoONUJ7LHeZbFrAb4415uPTNG7uJAca4YsMprGjdica1tHbEyE_stV9D-H2SmFO_7bwWGzGbera7nG2wbcUq5dj-2mz976CnO9PR5ZhOdje_5G8LC=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget","es","kepalnya & Bakarannya banyak menu bumbu rempah nya mantap""","","",""
"https://www.google.com/maps/place/Ice+cream+Moo/data=!4m7!3m6!1s0x2e68e7001322c8a7:0x2be00aee87f2acf!8m2!3d-6.860512!4d107.6069901!16s%2Fg%2F11n3cq5zsc!19sChIJp8giEwDnaC4Rzyp_6K4AvgI?authuser=0&hl=id&rclk=1","Ice cream Moo","","","Es Krim","·","Jl. Bukit Raya Atas No.95","Tutup","· Buka Sel pukul 09.30","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XU85vfvgE394--AWfc7EVQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=313.99448&pitch=0&thumbfov=100","","","","","","",""
"https://www.google.com/maps/place/Mixue+Sarimanah/data=!4m7!3m6!1s0x2e68e7076061ab0f:0x24a682da6e6a8000!8m2!3d-6.878953!4d107.576937!16s%2Fg%2F11rr4v5mhm!19sChIJD6thYAfnaC4RAIBqbtqCpiQ?authuser=0&hl=id&rclk=1","Mixue Sarimanah","4,8","(445)","Es Krim","·","Jl. Sarimanah No.43","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgCyUjkIjmdQPY_EqjzwP8yH3J5y4wcuyioYqV_aKs5R-od1ZYSkpKPwnIEKRiQemNhbYxnjWYqbPr807rq2K1BNOB4D-HlMoony5YDuWoPCznQ_Z6vFnjq3LySNRRyjHjSIxh=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""rekomen banget tempatnya nyaman, pelayanan cepet, eskrimnya enak""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFycjR2NW1obRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6r4ab2_PL2fseMP29bQ2Q4&ei=p6r4ab2_PL2fseMP29bQ2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/SICS+ICE+CREAM+-+DAGO/data=!4m7!3m6!1s0x2e68e75a369aebf5:0x3864e65d3c55a0fb!8m2!3d-6.8830451!4d107.6097132!16s%2Fg%2F11tnwbfs1t!19sChIJ9euaNlrnaC4R-6BVPF3mZDg?authuser=0&hl=id&rclk=1","SICS ICE CREAM - DAGO","5,0","(4)","Es Krim","·","Jl. Sangkuriang Bar. 2 No.16","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-DuA3q4daAM3LQZG95G8WImbdad43ms9gsueC9En6sfvOcK-OJGMwZTCFHKfxKAA66gt2gbJDnJIQ4AuH-swlk-pB91ht1Vf_O14dx2X4mZc_iv0gJDP3ur0d-AIwyBMF3xIL=w80-h113-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah meriah","es","crime nya enak harga terjangkau tempatnya sejuk""","","",""
"https://www.google.com/maps/place/NGE-ES+KUY/data=!4m7!3m6!1s0x2e68e10014cb3199:0x82974540ccfee9f9!8m2!3d-6.8449769!4d107.597403!16s%2Fg%2F11ys5l3xvr!19sChIJmTHLFADhaC4R-en-zEBFl4I?authuser=0&hl=id&rclk=1","NGE-ES KUY","","","Es Krim","·","Jl. Sersan Sodik Gg. Padarahayu No.42, RT.01/RW.01","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMQDsuODcF4EzTiX_gWFPsqzBmCqZR2n9cNRa_opeLFRHub_qPX-yRHJv1-dHL4bWM8RQ3gtCRF_adp7Quts9E9IwqmE4N73yBGwRtanNsjQXLJjSYZvGyoaax4kshkdVJogRQPG7CCIz9=w92-h92-k-no","","Bawa pulang","","","","",""
"https://www.google.com/maps/place/Mixue+Ciumbuleuit/data=!4m7!3m6!1s0x2e68e757f53fe159:0xbd0c2639e3fce3d0!8m2!3d-6.8739554!4d107.6045598!16s%2Fg%2F11rfp_ylzg!19sChIJWeE_9VfnaC4R0OP84zkmDL0?authuser=0&hl=id&rclk=1","Mixue Ciumbuleuit","4,5","(299)","Es Krim","·","·","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPro0GVXGmm4jfkMwxqJj0_GT95An1_Q8Y8QXfhYWblab1upwp58J6Vas12quzraXdd0odjdUEP9_D-Mmpf4vGSTSNpWel7qnKBa3L1bfljjO-SxdHOkEMuUOa5tQI-1St_vUEOQ=w80-h177-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Eskrim","cone Vanilla dan strawberry recommended seller""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyZnBfeWx6ZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6r4ab2_PL2fseMP29bQ2Q4&ei=p6r4ab2_PL2fseMP29bQ2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
