"hfpxzc href","qBF1Pd","W4Efsd","Cw1rxd","R8c4Qb","W4Efsd 2","W4Efsd 3"
"https://www.google.com/maps/place/Halte+Sukajadi/data=!4m7!3m6!1s0x2e68e68b4028bd11:0xd20ead7e7d6be05f!8m2!3d-6.8835612!4d107.5964252!16s%2Fg%2F11b6jgn4qy!19sChIJEb0oQIvmaC4RX-BrfX6tDtI?authuser=0&hl=id&rclk=1","Halte Sukajadi","Perhentian bus","","Rute","·","Jl. Sukahaji Permai"
"https://www.google.com/maps/place/Bandung+Halte+Eks+Giant+Pasteur/data=!4m7!3m6!1s0x2e68e664f1b4dce5:0x6f3c08f2f8ec52ef!8m2!3d-6.894756!4d107.588347!16s%2Fg%2F11x88lyh2_!19sChIJ5dy08WTmaC4R71Ls-PIIPG8?authuser=0&hl=id&rclk=1","Bandung Halte Eks Giant Pasteur","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Karangsetra+Waterland/data=!4m7!3m6!1s0x2e68e68d0931e189:0x4c37ab7113ec3ed2!8m2!3d-6.87902!4d107.595241!16s%2Fg%2F11f5g02wxk!19sChIJieExCY3maC4R0j7sE3GrN0w?authuser=0&hl=id&rclk=1","Karangsetra Waterland","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Baltos+Bandung/data=!4m7!3m6!1s0x2e68e645643f4311:0xd523e88d9b1337d4!8m2!3d-6.899035!4d107.609214!16s%2Fg%2F11x5y5ykvn!19sChIJEUM_ZEXmaC4R1DcTm43oI9U?authuser=0&hl=id&rclk=1","Baltos Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/MGI+Cimahi/data=!4m7!3m6!1s0x2e68e44f88c73dd3:0xf9e7dde09410c6d3!8m2!3d-6.879455!4d107.540841!16s%2Fg%2F11g65gf84d!19sChIJ0z3HiE_kaC4R08YQlODd5_k?authuser=0&hl=id&rclk=1","MGI Cimahi","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/PASTEUR+%28POOL+TRANSIT%29/data=!4m7!3m6!1s0x2e68e665babce3bd:0xe3687a226fd66a1f!8m2!3d-6.8962!4d107.5898!16s%2Fg%2F11m70_xlrl!19sChIJveO8umXmaC4RH2rWbyJ6aOM?authuser=0&hl=id&rclk=1","PASTEUR (POOL TRANSIT)","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/PRIMAJASA+Batununggal/data=!4m7!3m6!1s0x2e68e85a49eb4a9d:0x83298a234567b6f1!8m2!3d-6.9613211!4d107.6247356!16s%2Fg%2F11b6rww9ry!19sChIJnUrrSVroaC4R8bZnRSOKKYM?authuser=0&hl=id&rclk=1","PRIMAJASA Batununggal","Layanan Antar-Jemput Bandara","","Situs Web","·","Komp. Batununggal Indah Area Psr Modern No.46, RC No.17"
"https://www.google.com/maps/place/Bandung+Pasteur+%28Utama%29/data=!4m7!3m6!1s0x2e68e67c6fec7341:0xbb203072173a4018!8m2!3d-6.892512!4d107.582255!16s%2Fg%2F11yc87hms8!19sChIJQXPsb3zmaC4RGEA6F3IwILs?authuser=0&hl=id&rclk=1","Bandung Pasteur (Utama)","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Kebun+Binatang+Bandung/data=!4m7!3m6!1s0x2e68e659b51c80b9:0x6f2fbe4ae1f35e9f!8m2!3d-6.88981!4d107.60799!16s%2Fg%2F11hd8hn354!19sChIJuYActVnmaC4Rn17z4Uq-L28?authuser=0&hl=id&rclk=1","Kebun Binatang Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Villa+Merah+ITB/data=!4m7!3m6!1s0x2e68e65a63f20e37:0xc4dd9fd7eb15efb0!8m2!3d-6.8944767!4d107.6086318!16s%2Fg%2F11b6cb3rj1!19sChIJNw7yY1rmaC4RsO8V69ef3cQ?authuser=0&hl=id&rclk=1","Villa Merah ITB","Perhentian bus","","Rute","·","Jalan Taman Sari, Lebak Siliwangi, Coblong"
"https://www.google.com/maps/place/Bandung+Pasteur+2/data=!4m7!3m6!1s0x2e68e67c89baabbf:0x8bc7b1800533862c!8m2!3d-6.89234!4d107.5832!16s%2Fg%2F11x88kxmzl!19sChIJv6u6iXzmaC4RLIYzBYCxx4s?authuser=0&hl=id&rclk=1","Bandung Pasteur 2","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Indomaret+YPAC+Bandung/data=!4m7!3m6!1s0x2e68e6457ebdc155:0x9fb02b2a8cd3a0ad!8m2!3d-6.8996499!4d107.6093219!16s%2Fg%2F11dxb2zy6t!19sChIJVcG9fkXmaC4RraDTjCorsJ8?authuser=0&hl=id&rclk=1","Indomaret YPAC Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Seberang+Jalan+Melania+RRI+Bandung/data=!4m7!3m6!1s0x2e68e7b36f343e27:0x82883e12f147e435!8m2!3d-6.90122!4d107.6234!16s%2Fg%2F11yw31x140!19sChIJJz40b7PnaC4RNeRH8RI-iII?authuser=0&hl=id&rclk=1","Seberang Jalan Melania RRI Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Bandung+Ciwalk/data=!4m7!3m6!1s0x2e68e65b832bb981:0x317d064582e4b2f8!8m2!3d-6.89478!4d107.6045!16s%2Fg%2F11xp1ghp8r!19sChIJgbkrg1vmaC4R-LLkgkUGfTE?authuser=0&hl=id&rclk=1","Bandung Ciwalk","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Balai+Kota+Bandung/data=!4m7!3m6!1s0x2e68e63a03457ba7:0xf476eabc6a59a01d!8m2!3d-6.9130373!4d107.6089637!16s%2Fg%2F11b66l1kgb!19sChIJp3tFAzrmaC4RHaBZarzqdvQ?authuser=0&hl=id&rclk=1","Balai Kota Bandung","Terminal Bus","","Rute","",""
"https://www.google.com/maps/place/SMP+Negeri+41+Bandung/data=!4m7!3m6!1s0x2e68e6111adec85d:0xf1fba7ad3d5a6cdb!8m2!3d-6.91558!4d107.58982!16s%2Fg%2F11f5g05xxv!19sChIJXcjeGhHmaC4R22xaPa2n-_E?authuser=0&hl=id&rclk=1","SMP Negeri 41 Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Pool+Kramat+djati+Bis+Malam+Cepat/data=!4m7!3m6!1s0x2e68e50f1c014159:0x89eaf09510b44038!8m2!3d-6.9017355!4d107.5193149!16s%2Fg%2F11bw2_dyww!19sChIJWUEBHA_laC4ROEC0EJXw6ok?authuser=0&hl=id&rclk=1","Pool Kramat djati Bis Malam Cepat","Perhentian bus","","Situs Web","·","Jalan Kerkhof No.100, Cimahi Selatan"
"https://www.google.com/maps/place/Bandung+Suci/data=!4m7!3m6!1s0x2e68e7bc446faa19:0x5ed3c326a8524777!8m2!3d-6.8995641!4d107.6411965!16s%2Fg%2F11x88m1jw8!19sChIJGapvRLznaC4Rd0dSqCbD014?authuser=0&hl=id&rclk=1","Bandung Suci","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Bandung+Surapati+1/data=!4m7!3m6!1s0x2e68e7b180102d5b:0xd0632dea014951f4!8m2!3d-6.89918!4d107.6275!16s%2Fg%2F11x88lqb67!19sChIJWy0QgLHnaC4R9FFJAeotY9A?authuser=0&hl=id&rclk=1","Bandung Surapati 1","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Cihampelas+Kuliner/data=!4m7!3m6!1s0x2e68e65b63c84051:0xea2bf851bbe4c2f1!8m2!3d-6.8959819!4d107.6040024!16s%2Fg%2F11g6nw2nnf!19sChIJUUDIY1vmaC4R8cLku1H4K-o?authuser=0&hl=id&rclk=1","Cihampelas Kuliner","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Bandung+Selamat+Trans+Pasteur/data=!4m7!3m6!1s0x2e68e67c6fb8e81d:0x65ce69f82b3701b6!8m2!3d-6.8924919!4d107.5822012!16s%2Fg%2F11x88m0cmz!19sChIJHei4b3zmaC4RtgE3K_hpzmU?authuser=0&hl=id&rclk=1","Bandung Selamat Trans Pasteur","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Bandung+Dago/data=!4m7!3m6!1s0x2e68e6f894af6ab3:0x1d8f6cc19885d3ee!8m2!3d-6.8856318!4d107.6137928!16s%2Fg%2F11x5y7gg8x!19sChIJs2qvlPjmaC4R7tOFmMFsjx0?authuser=0&hl=id&rclk=1","Bandung Dago","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Ahass+Honda+Dipatiukur/data=!4m7!3m6!1s0x2e68e6560f612067:0x1536bc51cf47c630!8m2!3d-6.88743!4d107.61512!16s%2Fg%2F11dxbd45s7!19sChIJZyBhD1bmaC4RMMZHz1G8NhU?authuser=0&hl=id&rclk=1","Ahass Honda Dipatiukur","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Amanda+Brownies+bandung/data=!4m7!3m6!1s0x2e68e6f8904bb549:0xcf26c55a7c700f2f!8m2!3d-6.88611!4d107.61355!16s%2Fg%2F11hd8hnl40!19sChIJSbVLkPjmaC4RLw9wfFrFJs8?authuser=0&hl=id&rclk=1","Amanda Brownies bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Halte+Padjajaran+4/data=!4m7!3m6!1s0x2e68e64092f71ffb:0x1914b3c069909b0c!8m2!3d-6.906788!4d107.601684!16s%2Fg%2F11b69_5s94!19sChIJ-x_3kkDmaC4RDJuQacCzFBk?authuser=0&hl=id&rclk=1","Halte Padjajaran 4","Perhentian bus","","Rute","·","Jl. Pajajaran"
"https://www.google.com/maps/place/Kunafe+Pasteur+Bandung/data=!4m7!3m6!1s0x2e68e67c851da6f3:0x8e8a7f1340124928!8m2!3d-6.892678!4d107.583676!16s%2Fg%2F11yc87h769!19sChIJ86YdhXzmaC4RKEkSQBN_io4?authuser=0&hl=id&rclk=1","Kunafe Pasteur Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/GH.+Ardjuna+PLN+Cab.+Bandung/data=!4m7!3m6!1s0x2e68e613ad948c61:0xff5a7c79dc04049e!8m2!3d-6.91156!4d107.5893!16s%2Fg%2F11gh1ndvy2!19sChIJYYyUrRPmaC4RngQE3Hl8Wv8?authuser=0&hl=id&rclk=1","GH. Ardjuna PLN Cab. Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Bandung+Surapati+2/data=!4m7!3m6!1s0x2e68e7b22d6d468b:0xba3c0d1f1266eed0!8m2!3d-6.89914!4d107.6268!16s%2Fg%2F11x88l8509!19sChIJi0ZtLbLnaC4R0O5mEh8NPLo?authuser=0&hl=id&rclk=1","Bandung Surapati 2","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Dispora+Kota+Bandung/data=!4m7!3m6!1s0x2e68e65aa0edff11:0x87ae4a0e5eed37f3!8m2!3d-6.89625!4d107.60958!16s%2Fg%2F11ynxypyd1!19sChIJEf_toFrmaC4R8zftXg5Kroc?authuser=0&hl=id&rclk=1","Dispora Kota Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/SD+Edu+Global+Bandung/data=!4m7!3m6!1s0x2e68e7b47fdc38f5:0x5e292d496cde511d!8m2!3d-6.90201!4d107.62452!16s%2Fg%2F11mzfkwlcp!19sChIJ9Tjcf7TnaC4RHVHebEktKV4?authuser=0&hl=id&rclk=1","SD Edu Global Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Hotel+The+One+O+One+A/data=!4m7!3m6!1s0x2e68e64812ba8483:0x50b55b1dc442ff22!8m2!3d-6.90635!4d107.61049!16s%2Fg%2F11s7_3whlf!19sChIJg4S6EkjmaC4RIv9CxB1btVA?authuser=0&hl=id&rclk=1","Hotel The One O One A","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Seberang+SMK+Negeri+15+Bandung/data=!4m7!3m6!1s0x2e68e62c80b02b35:0xbcefbf80cafa734f!8m2!3d-6.92244!4d107.61862!16s%2Fg%2F11mzfr023b!19sChIJNSuwgCzmaC4RT3P6yoC_77w?authuser=0&hl=id&rclk=1","Seberang SMK Negeri 15 Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Kramatdjati/data=!4m7!3m6!1s0x2e68e682da110d53:0xf01a3afa5f9ab2ba!8m2!3d-6.878686!4d107.576711!16s%2Fg%2F1ptz8zlrm!19sChIJUw0R2oLmaC4RurKaX_o6GvA?authuser=0&hl=id&rclk=1","Kramatdjati","Perhentian bus","","Situs Web","·","JL. Sarimanis, Blok 17 No. 85, Bandung"
"https://www.google.com/maps/place/Seberang+Hotel+Arya+Duta+Bandung/data=!4m7!3m6!1s0x2e68e637a919eea1:0x2fbff08e9639c09!8m2!3d-6.90982!4d107.61207!16s%2Fg%2F11f5g05c_z!19sChIJoe4ZqTfmaC4RCZxj6Qj_-wI?authuser=0&hl=id&rclk=1","Seberang Hotel Arya Duta Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Agen+tiket+bus+dan+travel+sumatera+Jawa+bali/data=!4m7!3m6!1s0x2e68e98669904261:0x3d429a8f7d4c87c8!8m2!3d-6.9399299!4d107.5814693!16s%2Fg%2F11p0z3nm2y!19sChIJYUKQaYbpaC4RyIdMfY-aQj0?authuser=0&hl=id&rclk=1","Agen tiket bus dan travel sumatera Jawa bali","Agen Tiket Bus","","Rute","·","·"
"https://www.google.com/maps/place/Seberang+SD+Edu+Global+Bandung/data=!4m7!3m6!1s0x2e68e7b47e51a595:0xa68efe6dc4f9bb6d!8m2!3d-6.9021!4d107.62464!16s%2Fg%2F11yw2yv4jr!19sChIJlaVRfrTnaC4Rbbv5xG3-jqY?authuser=0&hl=id&rclk=1","Seberang SD Edu Global Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Kantor+Cabang+Bandung+PT+Bank+Jago/data=!4m7!3m6!1s0x2e68e62b5e2d3b35:0xb5325770143d51b2!8m2!3d-6.92284!4d107.62009!16s%2Fg%2F11vx7ls3tl!19sChIJNTstXivmaC4RslE9FHBXMrU?authuser=0&hl=id&rclk=1","Kantor Cabang Bandung PT Bank Jago","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/SMK+Negeri+12+Bandung/data=!4m7!3m6!1s0x2e68e66b5d5d6f6b:0xbfd0b55ee86d8a45!8m2!3d-6.90702!4d107.59259!16s%2Fg%2F11yw2ys8xg!19sChIJa29dXWvmaC4RRYpt6F610L8?authuser=0&hl=id&rclk=1","SMK Negeri 12 Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/SMP+Negeri+1+Bandung/data=!4m7!3m6!1s0x2e68e615eabf2913:0x23e473d95d4f980f!8m2!3d-6.91205!4d107.59646!16s%2Fg%2F11mzfkx4_0!19sChIJEym_6hXmaC4RD5hPXdlz5CM?authuser=0&hl=id&rclk=1","SMP Negeri 1 Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Bandung+Vio+Hotel+Pasteur/data=!4m7!3m6!1s0x2e68e67c683bbc6d:0xf28f03aa84662842!8m2!3d-6.89199!4d107.5822!16s%2Fg%2F11x88l_c9d!19sChIJbbw7aHzmaC4RQihmhKoDj_I?authuser=0&hl=id&rclk=1","Bandung Vio Hotel Pasteur","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/SMPN+63+Kota+Bandung/data=!4m7!3m6!1s0x2e68e7b111846a95:0x853014c37e870a23!8m2!3d-6.89994!4d107.62933!16s%2Fg%2F11mdv1sj_r!19sChIJlWqEEbHnaC4RIwqHfsMUMIU?authuser=0&hl=id&rclk=1","SMPN 63 Kota Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Apotek+K-24+Sarimanah+Bandung/data=!4m7!3m6!1s0x2e68e682faef451f:0x5c45387158d681a6!8m2!3d-6.88003!4d107.57654!16s%2Fg%2F11y546cndc!19sChIJH0Xv-oLmaC4RpoHWWHE4RVw?authuser=0&hl=id&rclk=1","Apotek K-24 Sarimanah Bandung","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/BEC+Bandung+Elektronic+Centre/data=!4m7!3m6!1s0x2e68e6381ebf67f1:0xb63516be087db05c!8m2!3d-6.90868!4d107.6094!16s%2Fg%2F11td4knr5c!19sChIJ8We_HjjmaC4RXLB9CL4WNbY?authuser=0&hl=id&rclk=1","BEC Bandung Elektronic Centre","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Bandung+Electronic+Center/data=!4m7!3m6!1s0x2e68e647e243c29b:0x9a9f4b2641903422!8m2!3d-6.9067858!4d107.6096128!16s%2Fg%2F1jkyfgw07!19sChIJm8JD4kfmaC4RIjSQQSZLn5o?authuser=0&hl=id&rclk=1","Bandung Electronic Center","Perhentian bus","","Rute","·","Tamansari, Bandung Wetan"
"https://www.google.com/maps/place/Hotel+The+One+O+One+B/data=!4m7!3m6!1s0x2e68e648131ca4c1:0xf1c168852bb9617b!8m2!3d-6.90642!4d107.61069!16s%2Fg%2F11td4jr4pw!19sChIJwaQcE0jmaC4Re2G5K4VowfE?authuser=0&hl=id&rclk=1","Hotel The One O One B","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Gramedia+Purnawarman/data=!4m7!3m6!1s0x2e68e6380171939d:0xef2c37570a091e11!8m2!3d-6.9079031!4d107.6093949!16s%2Fg%2F11dxb3_cs7!19sChIJnZNxATjmaC4RER4JClc3LO8?authuser=0&hl=id&rclk=1","Gramedia Purnawarman","Perhentian bus","","Rute","",""
"https://www.google.com/maps/place/Bandung+Indomaret+Setiabudi/data=!4m7!3m6!1s0x2e68e695c12b5eeb:0x42f5ee593ac22945!8m2!3d-6.8686815!4d107.593212!16s%2Fg%2F11xn53ppyl!19sChIJ614rwZXmaC4RRSnCOlnu9UI?authuser=0&hl=id&rclk=1","Bandung Indomaret Setiabudi","Perhentian bus","","Rute","",""
"","","","","","",""
