"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/A%26W+CSB+Mall+%28CSB%29/data=!4m7!3m6!1s0x2e6ee32364b8c4a1:0xba1408ac50c0f1ec!8m2!3d-6.7189412!4d108.5497418!16s%2Fg%2F11frt7qymb!19sChIJocS4ZCPjbi4R7PHAUKwIFLo?authuser=0&hl=id&rclk=1","A&W CSB Mall (CSB)","4,9","(425)","·","$$","Makanan Siap Saji","","","","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEURWbw3OqnG_azmNElIRCbDE01n0PcI7USyNmAb-mnsCJfpriC-OXdQ_TCjeqzJJbnsMHS5Z0OfyS0fln0m14ZH5uimuVZVF_1fx7DpSAP-z5sHF8H2iehWM-oDyd0Qhb06JlGxWt4s-2T=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat bersih,","","","","Makanan","enak, staff nya baik ramah.. juara"""
"https://www.google.com/maps/place/Ayam+gledek/data=!4m7!3m6!1s0x2e6f1ddd7c089425:0x9feabed36c52856b!8m2!3d-6.7372618!4d108.5276909!16s%2Fg%2F11gjt67kj3!19sChIJJZQIfN0dby4Ra4VSbNO-6p8?authuser=0&hl=id&rclk=1","Ayam gledek","5,0","(2)","","","Ayam","·","","7G7H+33W, Jl. Perjuangan","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuBT8F2mY8Eh2-3-pwPPNVtXHC_JWnhiG5pDnrspooCzx7_DJ3HkQyxQmLnlN-1l4X1W9BgVaJkiWYAIPeKpEEC9ncFaI_qk9-aXsIwg_JkWT-gxwRe1wG1PeL0Y05LdMd6-Eblg=w122-h92-k-no","","Makan di tempat","","","","Bawa pulang",""
"https://www.google.com/maps/place/Go.Sang.Han+Perjuangan/data=!4m7!3m6!1s0x2e6f1d00194e4a67:0xd2cc06b58b2b1e18!8m2!3d-6.7380345!4d108.5248535!16s%2Fg%2F11vzfj55g3!19sChIJZ0pOGQAdby4RGB4ri7UGzNI?authuser=0&hl=id&rclk=1","Go.Sang.Han Perjuangan","5,0","(3)","","","Makanan Siap Saji","·","","blok 4 A, Jl. Perjuangan Jl. Majasem","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe6erNXgfovxEnGs6UowjPw1YWLf3zE8-WCZpAiLj4XYNQpsnx7rFGU1AgXWIk8qwYbNWWiZRvOLLLl77kC9OLzjBCBQxq8kKGjBaMH-CVsdebPIajAGxDNips6POVuCLPd7i3=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya murah tp bikin kenyang...yg utama endulllllllll""","","","","",""
"https://www.google.com/maps/place/Sambel+Layah+Cirebon+2/data=!4m7!3m6!1s0x2e6ee278174c17df:0xa3f15b569ddc4b5b!8m2!3d-6.7265842!4d108.5590719!16s%2Fg%2F11btvgbdh6!19sChIJ3xdMF3jibi4RW0vcnVZb8aM?authuser=0&hl=id&rclk=1","Sambel Layah Cirebon 2","4,0","(675)","·","$","Makanan Siap Saji","·","","·","Sebelah Superindo, Jl. Kesambi No.22","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFi_4MkMOTB6oJ0eSPuMCIrkrT_2iYtM8fafc_BjAsNDDYJBqs1j1S65zrdxXdUfnutNlj-zRl-pv4yVP8xfjk_9_gkRprY_Z9P3LZdEJHh6RCRejK1YVu86wmpgt7K9kPO5-8D1A=w122-h92-k-no","","Makan di tempat","","","","Bawa pulang","Antar tanpa bertemu"
"https://www.google.com/maps/place/Chunkee+Chick+-+SPBU+Shell+Kesambi/data=!4m7!3m6!1s0x2e6f1da70f9bbb27:0xd9bb3af52171c77f!8m2!3d-6.7370713!4d108.5496936!16s%2Fg%2F11sryl4z4k!19sChIJJ7ubD6cdby4Rf8dxIfU6u9k?authuser=0&hl=id&rclk=1","Chunkee Chick - SPBU Shell Kesambi","4,0","(41)","·","Rp 25–50 rb","Ayam","·","","Jl. Kesambi No.130","","Buka sekarang","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqxI9UPeEiWoBs5vTked8e0tlJXziu2ieuVg3tPUwSlO4jIRdX0PZ0m2brNR0LSgBO7gsOmSVu27RMaHjfbU4tCX8f7Bq5zgeyaqGlx63X1mZLyRXmBwTT-lX0QfoXjQnNBHKld3Zhva2D=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam goreng taiwan dengan harga murah.""","","","","",""
"https://www.google.com/maps/place/KFC+Box+Shell+Cirebon/data=!4m7!3m6!1s0x2e6f1d9ad1f0928d:0x91ecaf9f4ee3325!8m2!3d-6.7369974!4d108.549713!16s%2Fg%2F11fr102p7k!19sChIJjZLw0Zodby4RJTPu9PnKHgk?authuser=0&hl=id&rclk=1","KFC Box Shell Cirebon","4,0","(77)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Karang Jalak No.1","Franchise restoran ayam goreng","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEf9_MpHNGEjUWYsao0k_eSY_42RCfGQqcDp4OO_lUgl0I7VH247ZMU6vkVn4M5AQYUX44W4vDCf_1Jv4WRUFVWSx2HldK3b-QZkKr-ndHsu3v0rB9kOKdeAtEoM2gWmEzWN2EocA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menunya hemat, enak buat nongkrong di malam hari.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcjEwMnA3axgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DZj4adrcOMe4nesP9fTbuQ8&ei=DZj4adrcOMe4nesP9fTbuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/EAT+SANS/data=!4m7!3m6!1s0x2e6f1d2b4f0a7373:0x23aabc1d6e4afb74!8m2!3d-6.7424982!4d108.5411208!16s%2Fg%2F11jqht9rs_!19sChIJc3MKTysdby4RdPtKbh28qiM?authuser=0&hl=id&rclk=1","EAT SANS","4,9","(61)","·","Rp 1–25.000","Restoran","·","","Jl. Evakuasi No.52","","Tutup","· Buka Sel pukul 07.45","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsLk042Krg7FKv0CP9RPQRBlHvtvnH6Dpwvvq8aJh_wIt-WjaLbA9tDcOrOpM9Am4zlpfJfGtjfE3mbdPCSlOvWR5xG245tgVZpzXqkZ2o9chRoo8CCBTTjCyyG8wNBRl80rMj=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqcWh0OXJzXxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DZj4adrcOMe4nesP9fTbuQ8&ei=DZj4adrcOMe4nesP9fTbuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","enak, harga bersahabat, letak strategis, menu variatif."""
"https://www.google.com/maps/place/Hangry+Tuparev+-+Moon+Chicken+x+Ayam+Koplo+x+Hot+Side+Story+x+Bu+Tumbar/data=!4m7!3m6!1s0x2e6ee31c013dd775:0x744475c1b50dc753!8m2!3d-6.7172231!4d108.5501817!16s%2Fg%2F11ymvs9v3c!19sChIJddc9ARzjbi4RU8cNtcF1RHQ?authuser=0&hl=id&rclk=1","Hangry Tuparev - Moon Chicken x Ayam Koplo x Hot Side Story x Bu Tumbar","4,3","(33)","·","Rp 1–25.000","Restoran","·","","Blok Ruko Berry Green Kav. No. 3A","","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaYqxnfhK5Hwoh5sCXQjADYYnobtOYiwS8qZ1yYu3g96NcAw9xZC1FERTOIdQBVxk23ijq3WZkPnxf3_JN5u6RkCROey_VnlfJYByue4bMmkPpo3Hk4joHjzqHFIlMHTqZLfV5qBmMS1r_=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Chiken juicy bumbu nya jg nyerep smpe kebalung, enakpoll""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5bXZzOXYzYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DZj4adrcOMe4nesP9fTbuQ8&ei=DZj4adrcOMe4nesP9fTbuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Dkriuk+Cirkot+kesambi+dalam/data=!4m7!3m6!1s0x2e6f1d6d17c4cfc5:0x74963c03b10c7912!8m2!3d-6.7296615!4d108.5633983!16s%2Fg%2F11vc9n069b!19sChIJxc_EF20dby4REnkMsQM8lnQ?authuser=0&hl=id&rclk=1","Dkriuk Cirkot kesambi dalam","4,5","(34)","·","Rp 1–25.000","Ayam Goreng","·","","·","Jl. Kesambi Dalam No.32","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZbivIYUnTX7JCTfynfUzkC6dr3iE0peEepfazS5z_WSfiBpn08bBMvueV4v30TzvSiCbwKMrCu7FV4CJ46oJsZNd7yf8T4s9x6OHYH4uTIv6EYT5mtJFNIPzZvWg0Ln23ZNmTdQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ayamnyaaa enakkk harga nya ramah dikantong bestt banget 🥰🥰🫶🫶""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2YzluMDY5YhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DZj4adrcOMe4nesP9fTbuQ8&ei=DZj4adrcOMe4nesP9fTbuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Warung+Cherbon/data=!4m7!3m6!1s0x2e6f1dec95438c1f:0xcc4c240ad0273272!8m2!3d-6.7421219!4d108.5447583!16s%2Fg%2F11bz_0zf83!19sChIJH4xDlewdby4RcjIn0AokTMw?authuser=0&hl=id&rclk=1","Warung Cherbon","4,4","(1.391)","·","Rp 1–25.000","Jawa","·","","·","Jl. Kanggraksan No.88","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2q2CyC_MnhhxE72KQR7CLwXOCDBTAR3KmekxR7JUshm4SIHgHi2lOuoxxiZ7G2yaZOT2MCVtNyciS5LDVxfJ0NOLGUwtAcwzauwq7G12KL_990hNZv2QaUt7WYhABUQlBR68K=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Puas ambil nasi dan lauk sepuasnya dengan pilihan banyak banget.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiel8wemY4MxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DZj4adrcOMe4nesP9fTbuQ8&ei=DZj4adrcOMe4nesP9fTbuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Rice+bowl+%2F+Dimsum+37/data=!4m7!3m6!1s0x2e6f1dc8e3093bf9:0x52a5902568498d26!8m2!3d-6.7611826!4d108.5423974!16s%2Fg%2F11hcthc1mr!19sChIJ-TsJ48gdby4RJo1JaCWQpVI?authuser=0&hl=id&rclk=1","Rice bowl / Dimsum 37","4,8","(12)","","","Restoran","·","","Griya nusantara, Jl. Jawa Dwipa No.370","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhh-E6VdqzdSQ5sbisjsEzJuXTbJXiXTIJxn0xKmeiZcJnL3uKDn4fq90JiLfEbbI7RUyBW86jqZr-pL5Bbezyq7oJSL4P4FvmlIs_KubWcORzWnmzMnMJn8eOnuufKiqeNO76Bw=w84-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Karage nya kapan ada lagi?""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoY3RoYzFtchgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DZj4adrcOMe4nesP9fTbuQ8&ei=DZj4adrcOMe4nesP9fTbuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Burger+King+Tuparev/data=!4m7!3m6!1s0x2e6ee39194233025:0xa7b5b12d27174ad5!8m2!3d-6.7115469!4d108.5475497!16s%2Fg%2F11h87pgc7_!19sChIJJTAjlJHjbi4R1UoXJy2xtac?authuser=0&hl=id&rclk=1","Burger King Tuparev","4,7","(2.849)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Tuparev No.16, RT.001/RW.05","Jaringan burger panggang cepat saji","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7PlKE0dekm1smDhm2G6yJ-fNP6GdNQnOWS4iYgj5Yl-GzOmkPqGZ5i5fXf2u3fjkxNONinm_QGaRCPBhb3infgAR2Q3lvQNtNsqhGzBpUl-9l0sei_1lYqzy-fxLwQ9YlL02i=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoODdwZ2M3XxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DZj4adrcOMe4nesP9fTbuQ8&ei=DZj4adrcOMe4nesP9fTbuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","makanan","ayam, burger, es krim nya, enak, harga terjangkau, tempat bersih,"""
"https://www.google.com/maps/place/D+Exprezz+karang+jalak/data=!4m7!3m6!1s0x2e6f1d8ab9332f1f:0x953c9f9e34ded043!8m2!3d-6.730205!4d108.5454603!16s%2Fg%2F11c1xdcsn7!19sChIJHy8zuYodby4RQ9DeNJ6fPJU?authuser=0&hl=id&rclk=1","D Exprezz karang jalak","4,9","(41)","·","Rp 1–25.000","Restoran","·","","Jl. Karang Jalak","","Segera tutup","· 20.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJ0QOztYvVYZspGvawcJUNIYj1SuduEhmSo4UJS72C_ZSyvB1GMfOC2UDSOorjAKbmQUBAcsfBl6IQghx-rjH8zm3HF28oGY6m4-_CvS5rafxHyuOX_xAnHUbTzU81TcLSTlA=w80-h106-k-no","https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png","Menu yang ditandai:","","","","makanan siap saji",""
"https://www.google.com/maps/place/Jus+%26+Aneka+Makanan+%22Punya+Rasa%22/data=!4m7!3m6!1s0x2e6f1d25e5ac4b73:0xfae6f099986e05d6!8m2!3d-6.7380489!4d108.5519285!16s%2Fg%2F11llnp91f1!19sChIJc0us5SUdby4R1gVumJnw5vo?authuser=0&hl=id&rclk=1","Jus & Aneka Makanan ""Punya Rasa""","5,0","(17)","·","Rp 1–25.000","Sarapan","·","","Gg. Asem No.38-26","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHITpWm0ZiFH3sylhQ_p9Pe1ZPlr16eMvl10Dfjht1qixEO8mA6wbY3gy7uJG9x-wq1rGaoheLeyN53Gmh6spYMtFIy7AhSKJTQidMEMC2p1XXANCmlbPJ6mSL_v9iA7tZ0jZwN=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""beli lumpia basah lewat apk gbfood, ternyata enak bgr.""","","","","",""
"https://www.google.com/maps/place/Ayam+Geprek+Paket+Murah+Sunyaragi/data=!4m7!3m6!1s0x2e6f1d671600873d:0x2dca23f9b6f9c4a6!8m2!3d-6.731608!4d108.5390073!16s%2Fg%2F11h6q9lzzw!19sChIJPYcAFmcdby4RpsT5tvkjyi0?authuser=0&hl=id&rclk=1","Ayam Geprek Paket Murah Sunyaragi","1,0","(1)","","","Ayam","·","","7G9Q+9J2","","Buka","· Tutup pukul 22.54","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVjXBMHjc7Qyf9kqcYZBgbO1N1W4RB1ECQvSnX6KPsTjXUZrkm86fQJyKgBYNegA_9NVsZaDPDLIarrvaV-suUc1bjKVUibADdM0Epg9gzKvqfYshx9OrWd8gSb1axrbjAyP6B=w92-h92-k-no","","Makan di tempat","","","","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Rocket+Chicken+Cideng/data=!4m7!3m6!1s0x2e6ee3ae16ab81df:0x535d8a17d9eff2f9!8m2!3d-6.7176619!4d108.5343044!16s%2Fg%2F11gv0782l9!19sChIJ34GrFq7jbi4R-fLv2ReKXVM?authuser=0&hl=id&rclk=1","Rocket Chicken Cideng","4,4","(614)","·","Rp 1–25.000","Makanan Siap Saji","·","","·","Jl. Cideng Raya Blk. A-B No.186","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVEPlinQ1bWAysG_hopge6XTjdSjlUPgbuuTqqqRuuDVVVDF0iYWxD__j0gy7EzwIiu2_lSKlU3DRdYAVD6P1CxUbO8kPrVYtmhK3DhSr0XtWfyELX6trwA4zmikRnI2eglUGe=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menunya cukup komplit,,rasanya mantap harga bersahabat""","","","","",""
"https://www.google.com/maps/place/Nasi+Jamblang+Cirebon+Mas+Choy/data=!4m7!3m6!1s0x2e6f1d3db5017a6b:0x53164c7def4d71e1!8m2!3d-6.7363725!4d108.5484558!16s%2Fg%2F11j1fd6wd3!19sChIJa3oBtT0dby4R4XFN731MFlM?authuser=0&hl=id&rclk=1","Nasi Jamblang Cirebon Mas Choy","4,7","(577)","·","Rp 1–25.000","Rumah Makan","·","","·","Depan kantor pnm, Jl. Sunyaragi No.11","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFrI6rnDor0yDCo3sg760q_GRI1YWzvVhvymdF-XKw8iGpghUaNNPXumXgOteptpyrKLomSa1mxWSaN6V3ppt-7hcx3D20DLl-c4Y-iqRGzkXLWUEigWm_ZzVr64xbjSBNyX1q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah, enak, fresh, sat set sat set""","","","","",""
"https://www.google.com/maps/place/KFC+Kartini+Cirebon/data=!4m7!3m6!1s0x2e6ee268db10355d:0x7288c8104713bbb1!8m2!3d-6.7112301!4d108.5539375!16s%2Fg%2F12ml2y1j5!19sChIJXTUQ22jibi4RsbsTRxDIiHI?authuser=0&hl=id&rclk=1","KFC Kartini Cirebon","4,5","(8.295)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. Kartini No.46","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoLNnHKrZLOAvJaAdkJqnVsFQbA8j_-fUOftWd844Unw2tzB0CaILWFejCsQ0DFBlsFwpZ7iMP3J9i66Rd_l3xY8dRMxAg0aAQhs87o01a0G_yMcRKqSVuI_AZ6mo_qk4OnmKleQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Oia pukis nya juga enak untuk yg 2pcs harga nya 11rb saja.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTJtbDJ5MWo1GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F5j4aYanKtqgnesPrpux4Ac&ei=F5j4aYanKtqgnesPrpux4Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Hisana+Fried+Chicken+Drajat/data=!4m7!3m6!1s0x2e6f1de28607fc11:0x83b294dadb85eab!8m2!3d-6.735788!4d108.5544338!16s%2Fg%2F1hm5rlb6j!19sChIJEfwHhuIdby4Rq164rU0pOwg?authuser=0&hl=id&rclk=1","Hisana Fried Chicken Drajat","4,3","(105)","·","Rp 1–25.000","Restoran","·","","·","Jl. Pangeran Drajat No.114","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEv6lNgQH-5ORaAA0rka8khGyANg8Yv9lC-5wfqx1Us7UKu3ugeZSv7joZoVF3SOc0AmhxPiJBJpqdkbY73UXYuQMrQtFgbvUn4u4q3NrAXlesfHvbshbWh_DdIFWkR_tDGv5--xA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam gorengnya enak, dagingnya lembut, dan gurihnya sampai ke tulang.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNXJsYjZqGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F5j4aYanKtqgnesPrpux4Ac&ei=F5j4aYanKtqgnesPrpux4Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Labbaik+Chicken+Perumnas+Cirebon/data=!4m7!3m6!1s0x2e6f1d8427866cf3:0x9e57ddc5456dc88f!8m2!3d-6.7569369!4d108.5583381!16s%2Fg%2F11l32596kt!19sChIJ82yGJ4Qdby4Rj8htRcXdV54?authuser=0&hl=id&rclk=1","Labbaik Chicken Perumnas Cirebon","3,7","(224)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Ciremai Raya","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZqonLENaVZxkqfqj3GTFl9BBsnzBnJEE7vvdh6p9P7chisxseOxqJPR48UQzNxZIxDjTFDEg_Pr-ZR1ofKVjKaynqUZiC1DXajepHqVmqJ-bAdq7oC08fdffK1XBrZx4V2hN4=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsMzI1OTZrdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F5j4aYanKtqgnesPrpux4Ac&ei=F5j4aYanKtqgnesPrpux4Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","makanan","nya enak dan harganya worth it langganan setiap malam"""
"https://www.google.com/maps/place/Wendy%27s+-+Transmart+Cirebon/data=!4m7!3m6!1s0x2e6ee27301657fcf:0xf605583989bcc8d2!8m2!3d-6.7207857!4d108.5502345!16s%2Fg%2F11gdzlt6vn!19sChIJz39lAXPibi4R0si8iTlYBfY?authuser=0&hl=id&rclk=1","Wendy's - Transmart Cirebon","3,8","(103)","·","$$","Makanan Siap Saji","·","","Transmart Cipto Cirebon, Jl. DR. Cipto Mangunkusumo No.234","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKATHsLPgQO1PTgPKhG3qwQx2MIitjwHZJh8bH2tCgW6MjYIY5f1wgyzpRfKcA4ORxXwY2mManihLxGJIHwK-uL9RBeClzATHkWyp0r7DCZMz-KCTfmXWp2tlrhC0v_SuoxSCJ=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Padahal makanannya enak loh, cuma pelayanannya ga bgt jir.""","","","","",""
"https://www.google.com/maps/place/Waroeng+Spesial+Sambal+%22SS%22+Cirebon+Tuparev/data=!4m7!3m6!1s0x2e6ee21661ff8ceb:0xf3ca1c0e8262ebd7!8m2!3d-6.7104179!4d108.539238!16s%2Fg%2F11c1r438dw!19sChIJ64z_YRbibi4R1-tigg4cyvM?authuser=0&hl=id&rclk=1","Waroeng Spesial Sambal ""SS"" Cirebon Tuparev","4,1","(4.823)","·","Rp 25–50 rb","Sesuai untuk keluarga","·","","·","Jl. Tuparev No.56A","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHq8wMQfZGpf2MiqWPXZYlQp9F9YBZT5NuIMNxtB59xeDUqmIuu3Wny4auQZ7IubebwK1eJQWKPnTTfMZymzqoTCobXbChn8l238WpGLWAmSn8LbmqLOE1DJUgJpmxPT50Xdhs=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMXI0MzhkdxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F5j4aYanKtqgnesPrpux4Ac&ei=F5j4aYanKtqgnesPrpux4Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","enak, harga terjangkau, sambelnya mantap rekomen"""
