"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Waroeng+Spesial+Sambal+%22SS%22+Cirebon+Ampera/data=!4m7!3m6!1s0x2e6ee2707113b217:0x639fe01c2f5cf8bf!8m2!3d-6.7177468!4d108.5574588!16s%2Fg%2F1pzy3zjs_!19sChIJF7ITcXDibi4Rv_hcLxzgn2M?authuser=0&hl=id&rclk=1","Waroeng Spesial Sambal ""SS"" Cirebon Ampera","4,2","(2.908)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. Ampera Raya No.11","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFit825d8cSc6cDd0sqS8pi7HyMCP9WZUYrkZZ_dUpC_Ga6uOq_6nsbzdbIWgyKrJ5dsqub7o-7Zd2i4rl6B2nGyY7C2lxoXcinPQTZ7-3eJfOCy6Fe81VbLUf95OePd7Pu535g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cuma harus menunggu sekitar 15-20menit sampai makanannya dateng.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB6eTN6anNfGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F5j4aYanKtqgnesPrpux4Ac&ei=F5j4aYanKtqgnesPrpux4Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Pendaftaran+gofood+dan+grabfood/data=!4m7!3m6!1s0x2e6f1d3dc7ee37f7:0xa765316527722a82!8m2!3d-6.7369649!4d108.548352!16s%2Fg%2F11s5crvxvt!19sChIJ9zfuxz0dby4RgipyJ2UxZac?authuser=0&hl=id&rclk=1","Pendaftaran gofood dan grabfood","","","","","Pengiriman Makanan","·","","Dekat Pekiringan","","Buka 24 jam","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Efw6M3EG76QVRvEmCMGXFQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=100.74859&pitch=0&thumbfov=100","","Bawa pulang","","","","Pesan antar",""
"https://www.google.com/maps/place/Bento+Kopi+Cirebon/data=!4m7!3m6!1s0x2e6f1d6abf126331:0xc2e27bda601bfa2c!8m2!3d-6.7392976!4d108.5240924!16s%2Fg%2F11t31x0jkm!19sChIJMWMSv2odby4RLPobYNp74sI?authuser=0&hl=id&rclk=1","Bento Kopi Cirebon","4,4","(1.642)","·","Rp 25–50 rb","Kedai Kopi","·","","7G6F+8H3, Jl. Perjuangan","","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOoqNX9csi9V-8KL50m0XMIqRerplw4YuMXHW66ey4SrZ7u_Wh98xXJUmutHuW7-cU0RpIRIt2Obah70ffeh5Zmtz1Ayf-KhgUnSzhX0agHC1Ds-mCBQEo2zg25YST6bxMwkN3RFi2fK7N=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak bangettt, tempat nya nyamann, harga terjangkauu""","","","","",""
"https://www.google.com/maps/place/A%26W+Grage+Mall/data=!4m7!3m6!1s0x2e6ee26c0e7a9799:0xa78274df33e2da17!8m2!3d-6.7134126!4d108.5521835!16s%2Fg%2F1hm3b6rgv!19sChIJmZd6Dmzibi4RF9riM990gqc?authuser=0&hl=id&rclk=1","A&W Grage Mall","4,6","(585)","·","$$","Makanan Siap Saji","·","","·","Grage mall, Jl. Tentara Pelajar No.1 Lantai 2. 8","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdHVpv9N0cum08a091OoEurN-S3YrncTR_T7-BpHFECgIbuxQYiPHvwIgqrgm5V36Z3RvbytndmjnMHkf2sLeos6XIaT1W5el-QKbSAiAct5naI18K4SfQuiVrdv0nPBE-qF1x=w160-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget menu curry yang barunya, gurih rasanya, good""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtM2I2cmd2GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F5j4aYanKtqgnesPrpux4Ac&ei=F5j4aYanKtqgnesPrpux4Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/MEGU+CHICKEN/data=!4m7!3m6!1s0x2e6ee187a91e2917:0x5478f91ec7333a24!8m2!3d-6.7292137!4d108.4982113!16s%2Fg%2F11h60bzrhv!19sChIJFykeqYfhbi4RJDozxx75eFQ?authuser=0&hl=id&rclk=1","MEGU CHICKEN","4,5","(405)","·","Rp 1–25.000","Ayam","·","","·","Jl. Fatahillah No.888","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAcOIOCO29s4AncWiCzXool0hzv10MvTi_DZnSDZEc0P-0stonbloRNPFEorOr0N7D2AhLeCqU8evB2E3r0kOQJGid-yGGGaGzpu9DDlG3WJLrwfqBYJjE8HUCCOvmJRbICVB5=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam nya enak ,besar dan murah..berkah juga MasyaAllah""","","","","",""
"https://www.google.com/maps/place/Kantin+Bu+Ade/data=!4m7!3m6!1s0x2e6f1d8d7d89e8ab:0x1f0b342422b2a8e!8m2!3d-6.7413983!4d108.5243944!16s%2Fg%2F11f793ph6z!19sChIJq-iJfY0dby4RjiorQkKz8AE?authuser=0&hl=id&rclk=1","Kantin Bu Ade","5,0","(1)","","","Rumah Makan","·","","Sman 5 Cirebon, Jl. Perjuangan","","Tutup","· Buka Sel pukul 06.30","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=15YX7ipiiqVOzYzj11s19A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=121.954506&pitch=0&thumbfov=100","","Makan di tempat","","","","Bawa pulang",""
"https://www.google.com/maps/place/Warung+Babeh/data=!4m7!3m6!1s0x2e6f1d98ad4591e7:0xf66af3b98a08cf3f!8m2!3d-6.7406549!4d108.5428126!16s%2Fg%2F11gjt49h67!19sChIJ55FFrZgdby4RP88IirnzavY?authuser=0&hl=id&rclk=1","Warung Babeh","4,4","(7)","","","Rumah Makan","·","","·","7G5V+P4P, Jl. Evakuasi Raya Depan Jamsostek, Pekiringan, Kesambi","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPhA1CP5xqNE0IgrO_bXztAhhckoTXMnZIJqBaUMseJcJjIaf46ObdrXG6wCZCgZq2opVyt-USb2kSjslFUbXZjhgHwXLT_O4Gs2Qtq9_favz_BWEclhFb6DJ1WnP7_DwsJ5lb=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanya enak pelayanan ramah""","","","","",""
"https://www.google.com/maps/place/McDonald%27s+Kartini+Cirebon/data=!4m7!3m6!1s0x2e6fa7d54b49e519:0x16b0093a24ca6903!8m2!3d-6.71141!4d108.5556785!16s%2Fg%2F1hf4ln0hr!19sChIJGeVJS9Wnby4RA2nKJDoJsBY?authuser=0&hl=id&rclk=1","McDonald's Kartini Cirebon","4,4","(7.020)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. RA Kartini No.33 & 35","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEW8qeIBdgvh0r-wreteFTQ3v4lf3Q-eCTfio5Ih30HzHDgUdLDQ1M7G1lwItdHsrdCSRKA1JollfPh35SAnkrg060-YpnmRXgKG0_0Q3uOJQl4CEmb-WCBalxm6DsGZou6LI-n=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam spicy nya enak banget,pelayanannya ramah,dan juga","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhmNGxuMGhyGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F5j4aYanKtqgnesPrpux4Ac&ei=F5j4aYanKtqgnesPrpux4Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","cepat",""""
"https://www.google.com/maps/place/KFC+Grage+Mall+Cirebon/data=!4m7!3m6!1s0x2e6ee2693f006aab:0x3b6da139c3176563!8m2!3d-6.7135433!4d108.5517829!16s%2Fg%2F1hm1vrwy5!19sChIJq2oAP2nibi4RY2UXwzmhbTs?authuser=0&hl=id&rclk=1","KFC Grage Mall Cirebon","4,4","(547)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Grage Mall Cirebon, Jl. Tentara Pelajar","Franchise restoran ayam goreng","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGN0GG72mW-qt-gHLxbovQBCeLWKf-p_IsfjssewWZWVesB2NcRjeUXPU0VEZGINvOJCDxSeYAM4Ny0Q-YQPP7shY5cMFJxPkhnBKERK0JvuAUgO3SUFcN9nm7ZL9CkXi0Nvl7k=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan mantap, bersih, rasanyaa standar kfc""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMXZyd3k1GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=F5j4aYanKtqgnesPrpux4Ac&ei=F5j4aYanKtqgnesPrpux4Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Dapur+Sitok/data=!4m7!3m6!1s0x2e6f1df8dce46e03:0x1a34272345c95a68!8m2!3d-6.7306422!4d108.5297824!16s%2Fg%2F11f37pv875!19sChIJA27k3Pgdby4RaFrJRSMnNBo?authuser=0&hl=id&rclk=1","Dapur Sitok","4,5","(13)","","","Toko Bumbu","·","","Jl. Sungai Musi F3 Stadion Bima No.Komplek","","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNKWag4oBakgzQXGZNkorkR5nBkKQwn3m9gtlp00jL7WXao3CPMnE1TpXF7PE0MEoKl3gkeRBab24K8P-ftsHUnRFllE2GFTvXewtMKZq-kw84kK7V3Ss4XVUIXLG3owLGdOhi=w80-h109-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomended banget... Dr dulu sudah percaya sama bumbu sitok""","","","","",""
"https://www.google.com/maps/place/Tenda+Lamongan+Cak+Nasir/data=!4m7!3m6!1s0x2e6f1dc3d3db83cf:0xae8181f2be80c671!8m2!3d-6.7515803!4d108.5399961!16s%2Fg%2F11g6bl4wh_!19sChIJz4Pb08Mdby4RccaAvvKBga4?authuser=0&hl=id&rclk=1","Tenda Lamongan Cak Nasir","4,7","(24)","","","Restoran","·","","·","Jl. Jenderal Sudirman No.16","Buka","· Tutup Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOxi4G25VDAZN2TR4BLFBLYDEiY46KxHp0CCChpGwxE8vnREOiC7pUWBcR4xtxfLlLHGAd8ntZd6_H2FsablQNhMbb63pyIFraFYURABm4HIaW6Nyw9aDCzjG6JF1l-t5fhVCLNg=w122-h92-k-no","","Makan di tempat","","","","Bawa pulang",""
"https://www.google.com/maps/place/Sentosa+Live+Seafood+Market/data=!4m7!3m6!1s0x2e6ee37d5c081781:0x8b89280de534a15a!8m2!3d-6.7251827!4d108.5501002!16s%2Fg%2F11j654pkh4!19sChIJgRcIXH3jbi4RWqE05Q0oiYs?authuser=0&hl=id&rclk=1","Sentosa Live Seafood Market","4,8","(3.484)","·","$$","Hidangan Laut","·","","·","Jl. DR. Cipto Mangunkusumo No.153","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGy_RkaXaCAd9olLx2OSjylh2to_0j_dYsenYvzfOxGZxdKPLnEddFhKq0V31Xo2qdxhRjG14WyBZj774n0GI8WfT54nLrwBc_DqPxj5Y06IPMQJneMhmjGJEsR0GKrt3TBQ57=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","Makanan","cukup enak, fresh seafood, kebetulan pas datang lagi rame banget"""
"https://www.google.com/maps/place/SIMPLE+FOOD/data=!4m7!3m6!1s0x2e6ee3a018876dc3:0x1624d6a95bce7bf7!8m2!3d-6.7079742!4d108.5331079!16s%2Fg%2F11gxrptc7y!19sChIJw22HGKDjbi4R93vOW6nWJBY?authuser=0&hl=id&rclk=1","SIMPLE FOOD","4,7","(3)","","","Restoran","·","","Jl. Pilang Raya","","Segera tutup","· 20.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtpMsn4E9LXEqliQuCynQD54pyKfz7LfenUHaqvyIVZCErN4P4v0ex12zqvmBusRAm_s6oYABFPsGuaNP_URe1-9nMNiB8FnXgpjquhXIIJevvMQSl9mA8i1yliiL8YuFo4oWTow=w163-h92-k-no","","Makan di tempat","","","","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Shigeru+Grage+Mall+Cirebon/data=!4m7!3m6!1s0x2e6ee3e68b53be29:0x757cfff325df4341!8m2!3d-6.7134332!4d108.5521445!16s%2Fg%2F11tcvgb7vl!19sChIJKb5Ti-bjbi4RQUPfJfP_fHU?authuser=0&hl=id&rclk=1","Shigeru Grage Mall Cirebon","4,7","(491)","·","$$","Jepang","·","","Grage Mall Cirebon Lantai 1 Wing Timur","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHX2vEXzjd2GxhTjvPmsNxJzec26SX__ZbwQoqbZiz74dDgCQuqkfmbfK9gwwcm8vmIWX9xBc7DqjcL1UeiccphmFimdy4WHXQvhU4YUZKxfVj6yxOASB84E_qbX5OgtPz19tvh=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget makanannya dll nya pelayanannya Okey makanannya fresh banget.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0Y3ZnYjd2bBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=HJj4aezDCdX3seMP0rzLmQM&ei=HJj4aezDCdX3seMP0rzLmQM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Apa+Ajah+Kitchen+%281st+Ayam+Tumbuk+in+Cirebon%29/data=!4m7!3m6!1s0x2e6ee31380abea4f:0xbbfffac2e1d11c00!8m2!3d-6.7084599!4d108.562149!16s%2Fg%2F11fvg_hbqt!19sChIJT-qrgBPjbi4RABzR4cL6_7s?authuser=0&hl=id&rclk=1","Apa Ajah Kitchen (1st Ayam Tumbuk in Cirebon)","4,6","(37)","","","Restoran","·","","Jl. Suratno Gg. Rmj 2 No.11","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMJ_Yae31uo8P7eNH8slLiuge_8xVSfBc9ZHbW_mhFpfhC51XXrbzSJQdIcNn9FQkE5UTqqeJB7EzPsfXrPtNhqx6u7HjiH20BfTLTjkV5ayQD2Y54tAwottOq3RyYR45bzWDe=w92-h92-k-no","","Makan di tempat","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmdmdfaGJxdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=HJj4aezDCdX3seMP0rzLmQM&ei=HJj4aezDCdX3seMP0rzLmQM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Bawa pulang","Antar tanpa bertemu"
"https://www.google.com/maps/place/Super+Fried+Chicken+%28SFC%29+Kesambi/data=!4m7!3m6!1s0x2e6f1d6862dfe63f:0x8e05809e93cfc392!8m2!3d-6.7310837!4d108.5598112!16s%2Fg%2F11fl7ckk7s!19sChIJP-bfYmgdby4RksPPk56ABY4?authuser=0&hl=id&rclk=1","Super Fried Chicken (SFC) Kesambi","5,0","(2)","","","Ayam Goreng","·","","7H95+HW7, Jl. Lapangan Bola","","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZ02M3NAadOORIkhnRp35kwoAiLhTp8ySur4UGpY6jr-pZ2fAmYyk87O0UrhHm0hcWlWGXONRAB5j6Jom9HPW5pcwokh3aCWxEQ9OUL5uaGKzMTEyV1-wa-qosk7oakCwWHiKHgg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya OK...""","","","","",""
"https://www.google.com/maps/place/Sabana+Fried+Chicken+Cideng/data=!4m7!3m6!1s0x2e6ee3e9bf4f0a67:0x385b2e06b2ad6400!8m2!3d-6.7160134!4d108.5348462!16s%2Fg%2F11kr7f11q5!19sChIJZwpPv-njbi4RAGStsgYuWzg?authuser=0&hl=id&rclk=1","Sabana Fried Chicken Cideng","4,5","(4)","","","Makanan Siap Saji","·","","Jl. Cideng Raya No.163","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaY53T6ptV320RvzyD2IllC-GXJ5F5F1ockva_GBDUXz36Z-pjJijro767JVVwoRdlZe8e4hsZNu-Ebs5sAMjp5r6DBKsD2J8S5ee7aTDtdHbBAtJUAqly7lG-uTcrvr3v5Z_o=w125-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Padahal ayamnya gede dan rasanya lumayan enak..""","","","","",""
