"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/Repzone+Gym/data=!4m7!3m6!1s0x2e6ee30064a0c2c9:0x455187c425f88277!8m2!3d-6.7108391!4d108.5280929!16s%2Fg%2F11n4wxq0m3!19sChIJycKgZADjbi4Rd4L4JcSHUUU?authuser=0&hl=id&rclk=1","Repzone Gym","5,0","(5)","Pusat kebugaran","·","Jl. Sultan Ageng Tirtayasa No.237","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyqDEiVitqiynXwsEpKksWtvTPgkePtPgy4Wr8E8smXno0BpfuAJpSsINVaYma-lM2yyYjDl7rnfaDVgKnXXVW-agy7JqIiv708Nor-h1mudd0P6Uaru1OPulRpszZnFUhdvNXxlFwbGyG=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","dengan kualitas pemilihan alat yang bagus dan kena ke target otot.""","",""
"https://www.google.com/maps/place/Helios+Fitness/data=!4m7!3m6!1s0x2e6ee300628979c9:0xf654d8c5033d939e!8m2!3d-6.7157071!4d108.5626773!16s%2Fg%2F11x_g3xt4h!19sChIJyXmJYgDjbi4RnpM9A8XYVPY?authuser=0&hl=id&rclk=1","Helios Fitness","4,6","(42)","Tempat Fitness","·","Jl. Karanggetas No.64","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_3iNJYLXovDl-O3zVvJg7ZIsiI9Z9lMYhA19_69UTxwsjX40dM5csnYXNYspYr2KknhLe09ssj0Q1IagjvwOjhuDjz3AyNzZOUvh7MYgfQ5R3sUBU8JfJxpkhD8nKkVOMIEspX8M__cX2=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","nya nyaman ,karyawan nya ramah dan fasilitas alatnya lengkap.""","",""
"https://www.google.com/maps/place/WINS+Gym/data=!4m7!3m6!1s0x2e6ee19eb2b95131:0x13714e83dbbe6177!8m2!3d-6.7277148!4d108.4717532!16s%2Fg%2F11pf6_wltx!19sChIJMVG5sp7hbi4Rd2G-24NOcRM?authuser=0&hl=id&rclk=1","WINS Gym","5,0","(22)","Tempat Fitness","·","Jl. Pangeran Suryanegara No.27","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_u-2Nx3nyZxXyJVFAPB0cDD3enBcb3_8yszWuYxZoNY8AwRSf-YcAOF41C392sxdYrolECd6ebuDQN6zGehGaEKAkx2BNvWT9TsH32iNRjuBzZAoU-QFtxogM8nKdtzbs-ct6=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","nyaman owner ramah alat lengkap harga sangat terjangkau.""","",""
"https://www.google.com/maps/place/Bill+Gym/data=!4m7!3m6!1s0x2e6ee27c7a9dff77:0x8d252f7c31ad826a!8m2!3d-6.7202582!4d108.564779!16s%2Fg%2F11c55c48fh!19sChIJd_-denzibi4RaoKtMXwvJY0?authuser=0&hl=id&rclk=1","Bill Gym","4,4","(56)","Tempat Fitness","·","·","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLR9VrYBY-FkB-UNH7o3_TVTZubwGH-NFmuF6DqmIM6DmS-TeVrOZxC_wL5SjxZdGYF9rOQq1R2AF5_dwilQjGD5dRjrEqsx93tXjw48qYAew_30I9boLIBVs8G0yCVoUpm522=w80-h106-k-no","","","","","","Jl. Pekiringan No.33"
"https://www.google.com/maps/place/J%26T+CIREBON/data=!4m7!3m6!1s0x2e6f1d00463f2c4d:0xd592924afb39096a!8m2!3d-6.7604465!4d108.5304544!16s%2Fg%2F11msrs53nq!19sChIJTSw_RgAdby4Ragk5-0qSktU?authuser=0&hl=id&rclk=1","J&T CIREBON","","","Tempat Fitness","·","Jl. Jenderal Sudirman No.156","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","",""
"https://www.google.com/maps/place/Guardian+Gym+Cirebon+%28Gym+Wanita,+Gym+Umum,+Aerobic,+Zumba,+Trampoline,+Yoga%29/data=!4m7!3m6!1s0x2e6ee3a2e25040e3:0xb50dced20d9ac254!8m2!3d-6.7006032!4d108.5565861!16s%2Fg%2F11q8g1qlch!19sChIJ40BQ4qLjbi4RVMKaDdLODbU?authuser=0&hl=id&rclk=1","Guardian Gym Cirebon (Gym Wanita, Gym Umum, Aerobic, Zumba, Trampoline, Yoga)","4,9","(59)","Klub Olahraga","·","·","Segera tutup","· 21.00 · Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtfHLdbnf5ne6NxKJvVyQ7UkTOuPH9yanenO6pWKg1tmHEIibMNglSQLaWACdlwwGUgwqE20Gdiro8dvEynkx9EOY0ouIXRwE14chFQeW6dWeTQnZlzHmv4MScLJp89Pf_SVDU=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ka maaf mau nanya, untuk","gym","nya harus revervasi dulu ga ya?""","","Jl. Penamparan No.10"
"https://www.google.com/maps/place/Curves+Cirebon/data=!4m7!3m6!1s0x2e6ee305068df33d:0xaf9270d13225ffaf!8m2!3d-6.7082381!4d108.5512883!16s%2Fg%2F11ld3y3nsc!19sChIJPfONBgXjbi4Rr_8lMtFwkq8?authuser=0&hl=id&rclk=1","Curves Cirebon","4,9","(223)","Pusat kebugaran","·","·","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTrHLQQ3n7KGtGu6Q7TPZ2VeTPn18zJbwW4LzeYc4N9I_0rxZ6OUc9ES2b5iMud_PK1tS3_q6fXmH3nWsTj2terHXYsBRveyH4uMU_F3so7gIq06iyPk3QhQKnzRmw4ZCyWiyhn8XIqIix=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","khusus wanita yg privacy banget""","","Jl. Dr. Wahidin Sudirohusodo No.62a"
"https://www.google.com/maps/place/Lapangan+Bola+Kalitanjung+Barat/data=!4m7!3m6!1s0x2e6f1dd9e1fbaa2f:0xc8e18a4cdfa4cc82!8m2!3d-6.7482683!4d108.5375056!16s%2Fg%2F11g0zp8k9f!19sChIJL6r74dkdby4Rgsyk30yK4cg?authuser=0&hl=id&rclk=1","Lapangan Bola Kalitanjung Barat","4,4","(14)","Tempat Fitness","·","7G2Q+M2R, Jl. Kalitanjung Barat","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5V4VgYo0fhuOX_r7JiuzS6KqPCGz1Zte93F0KvrO24YfChVn6sjI3VFkIQVJu0JqaXL-Q5up5X3NYE5Y0RRqRiTOuzLbIqAWuGbEOUXae2AotGkK6gnlGKETYzVO6CKm0_Bk=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus banget""","","","",""
"https://www.google.com/maps/place/MPilates+Studio/data=!4m7!3m6!1s0x2e6ee3005c9d4f2f:0x4ddfeebe21314426!8m2!3d-6.725454!4d108.5504756!16s%2Fg%2F11mdq5skbt!19sChIJL0-dXADjbi4RJkQxIb7u300?authuser=0&hl=id&rclk=1","MPilates Studio","5,0","(102)","Studio Pilates","·","Jl. DR. Cipto Mangunkusumo","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFc-o1cIHkFce4vXd6hDvhXSAXJuaAiy9qC3jPiJduJvDhz45Es29uC_nTBKlYkBOK--PHsKpnciNtsjQM5c2QLZRQcsZJI2S6lCsT4nLaUm_srRjf0voOwrU59iUQ5r86OOY9dxJwdL36c=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baru coba pilates, trnyata bagus utk postur tubuh sy yg agak bungkuk ini.""","","","",""
"https://www.google.com/maps/place/PYL+FITNESS+CENTER/data=!4m7!3m6!1s0x2e6ee3006a4ccd9d:0x57b405422d39fd0f!8m2!3d-6.7029521!4d108.5618692!16s%2Fg%2F11zk2b_r9j!19sChIJnc1MagDjbi4RD_05LUIFtFc?authuser=0&hl=id&rclk=1","PYL FITNESS CENTER","5,0","(7)","Tempat Fitness","·","Jl. Kapten Samadikun No.79","Segera tutup","· 21.00 · Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFbgFdTT9UGCB9_JXFDQus9x_jOWhI3gkr7YVcrNSjqdw9ZFMm77ONgS1VcWVlKLJfcVnv_wTd4p0I3S6KzvGN0aPd4RQzXs9Hp2zKsvCGeOxhxbTZpb3mX-LOvIJTDMcaEyxolTWF71A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","ini benar-benar","",""
"https://www.google.com/maps/place/Rambo+Gym/data=!4m7!3m6!1s0x2e6f1e73cde90b1f:0x6d864fec920badc3!8m2!3d-6.7545176!4d108.514025!16s%2Fg%2F11g4chxmfj!19sChIJHwvpzXMeby4Rw60LkuxPhm0?authuser=0&hl=id&rclk=1","Rambo Gym","3,6","(5)","Tempat Fitness","·","Jl. Pangeran Cakrabuana No.48","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8pAeioWeoyDb66lY1BHbhtDMo_NEYaXJCQ5K3abKHfWZ6BtpLjeKcQmhLN4wz0nXBRF0h8A7R9BmCrAl2-aUB1r9WPjDSirWC3rwmhWj4mWrKV3wLHoQwtK0fn3jjHv5py_M=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk Nge-","gym","di","",""
"https://www.google.com/maps/place/POS+ANYAR+INDIE/data=!4m7!3m6!1s0x2e6f1d62da6a0aeb:0x6c48ab0e19779e1e!8m2!3d-6.7532884!4d108.5466296!16s%2Fg%2F11lf_s55bm!19sChIJ6wpq2mIdby4RHp53GQ6rSGw?authuser=0&hl=id&rclk=1","POS ANYAR INDIE","5,0","(4)","Tempat Fitness","·","6GWW+MMJ, Unnamed Road","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6oAsfL90RtQmUwG49o3bcQSm13c1ZuFVGRlHlKkgFJO1iwj9DiVK3zkMx9Dcah5E_tOPxSIN4EmPTdgdq7Dp6NnKdgJhu97ml2IRw7O6KvT0SmT2XYW4HpPgKiwkl9Wpmm0RF_w=w163-h92-k-no","","","","","",""
"https://www.google.com/maps/place/Kelas+diet+sco/data=!4m7!3m6!1s0x2e6f1d14af997fdb:0xe12ef3652d127c5a!8m2!3d-6.741499!4d108.5456706!16s%2Fg%2F11ptqpb71t!19sChIJ23-ZrxQdby4RWnwSLWXzLuE?authuser=0&hl=id&rclk=1","Kelas diet sco","","","Pusat kebugaran","·","Jl. Kanggraksan","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7jVVBim31_LkrkHXDebArt47Cmyx4SM-5fh7SeK9KnhjvcHr6XUXnr80zr3SIm6Q2zNW4v8GQRoaGkYx6arwvnya6SY7TgRIfW3jdAMPqqfNvwDMwMfsSwKzzY_NafQ3Njk3O=w92-h92-k-no","","Kelas online","Tidak tersedia layanan di tempat","","",""
"https://www.google.com/maps/place/Sweet+Gym/data=!4m7!3m6!1s0x2e6ee1ff01e5148f:0x136cbccdad83a40d!8m2!3d-6.7284546!4d108.4984796!16s%2Fg%2F11z1x8b1wq!19sChIJjxTlAf_hbi4RDaSDrc28bBM?authuser=0&hl=id&rclk=1","Sweet Gym","5,0","(4)","Pusat kebugaran","·","Sebelah BAF Finance, Jl. Fatahillah","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSHDxwkdnp9M3xExs6L-avTnzCP7x85yVmZMIZ5rUA6QbPYbA9pS_gE0kijwM835m7MUgcacxMTnVJgMwKMjZMQGuzrFgn-9Q6qPuBHB2IT2dSuOBc6CogUGw2ryi0egqkFte38UzzYGM=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","khusus cewe, ditunggu openingnya yhaa min...""","",""
"https://www.google.com/maps/place/DD+GYM+CIREBON+%28FREE+WIFI%29/data=!4m7!3m6!1s0x2e6ee19843e95723:0xb799191a24378783!8m2!3d-6.7074267!4d108.4538548!16s%2Fg%2F11vcm343vd!19sChIJI1fpQ5jhbi4Rg4c3JBoZmbc?authuser=0&hl=id&rclk=1","DD GYM CIREBON (FREE WIFI)","5,0","(101)","Pusat kebugaran","·","Jl jakarta bandung No.116 lantai 2","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhBQono7gqb4GSg6FMZDYZGN55Mk3WXFB1d2euSJKzR-DjseuO6wpRB4VkGkIBMkwwvWPpSna2hFBqlVeSQkiRD-pA8bEL5sSfqkBd74V37ByZgmcWOXLp9MC73xf7CdP8e0usd0wERMzs=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dd","gym","tempatnya bersih bagus murah, trainernya juga berpengalaman""","",""
"https://www.google.com/maps/place/Alat+Fitnes+Cirebon/data=!4m7!3m6!1s0x2e6f1d837113a50f:0x1ceb713fb6f3a06!8m2!3d-6.7386814!4d108.5430892!16s%2Fg%2F11q34pfwbc!19sChIJD6UTcYMdby4RBjpv-xO3zgE?authuser=0&hl=id&rclk=1","Alat Fitnes Cirebon","4,0","(6)","Grosir peralatan fitness","·","Jl. Evakuasi No.4B","Tutup","· Buka Rab pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMMQQrkW57HAOfOiC5SbAHAV4cfk5HkIKjz269hkum_lv-_u5h8DGBP9ex3JGEFZHNsPq5GM7pp5y0XKJwqLi60u07g12AKZly2foo9pkF05qeHs_sCtG1KU3LDim4bLU3i6_3=w123-h92-k-no","","","","","",""
"https://www.google.com/maps/place/Zav+%26+Bravo+Gym/data=!4m7!3m6!1s0x2e6ee3b7adb07b33:0xfc55766e1c93019!8m2!3d-6.7112904!4d108.5468411!16s%2Fg%2F11yr4d7x3p!19sChIJM3uwrbfjbi4RGTDJ4WZXxQ8?authuser=0&hl=id&rclk=1","Zav & Bravo Gym","","","Tempat Fitness","·","Jl. Tuparev","Tutup","· Buka Rab pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEocdTtrilp2x55ElsJVe5nQ1Qo6QRVYegg5kYyY3mFG2CTWLDE35mFAtsu6x7gHqcyNBwvUBVrzbfIo1KClT6Vpcp08xhDTM4mxeaxOOnsHnztXK717TW2XfGyQxy8r62cj9GtAMtIjNKR=w122-h92-k-no","","","","","",""
"https://www.google.com/maps/place/I.M+GYM+%28pelatih+khusus+wanita%29/data=!4m7!3m6!1s0x2e6f1f105bbf629f:0xa97f976043e2ee31!8m2!3d-6.7565159!4d108.5078901!16s%2Fg%2F11nx0xy1wn!19sChIJn2K_WxAfby4RMe7iQ2CXf6k?authuser=0&hl=id&rclk=1","I.M GYM (pelatih khusus wanita)","5,0","(2)","Tempat Fitness","·","Jl. Pangeran Cakrabuana No.199","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5Z3v0gVMflqQoyayzG8XLWYgnLLltAQTDG8rCPVs5nuXgZ18M2nUVRg6D_jopU3kYRwOvb2uaHubZldzq_UPx24IA-QTwJM2urLGpag9Y76AlNb3MJVFyLhBPnN41_2luUz5Nb4MDd4Bt=w80-h177-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman dan luas, alat","gym","nya banyak""","",""
"https://www.google.com/maps/place/Giant+Gym/data=!4m7!3m6!1s0x2e6ee3fa47b81303:0x35d998c7184ede2!8m2!3d-6.7103338!4d108.5285624!16s%2Fg%2F11frnt9m_l!19sChIJAxO4R_rjbi4R4u2EcYyZXQM?authuser=0&hl=id&rclk=1","Giant Gym","4,0","(4)","Tempat Fitness","·","7GQH+VC7","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlUeZS11hBknWvQaazmMxHhIrHbgNiAVOzHES02N6oP252RinwuT4UViDGdlp1hGH2zOATiBmdB4M6Q_k4bhW2fIUplfEnrPs7GBgmPVBu4GL_FlowMSODry1lporBIvBzRRYaug=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ini","tempat","nya tutup ya ?""","",""
"https://www.google.com/maps/place/aerobic+gym/data=!4m7!3m6!1s0x2e6ee33ddcc64429:0x93222d085bcb8d29!8m2!3d-6.7112025!4d108.5323343!16s%2Fg%2F11f7gmgq8g!19sChIJKUTG3D3jbi4RKY3LWwgtIpM?authuser=0&hl=id&rclk=1","aerobic gym","3,0","(1)","Tempat Fitness","·","7GQJ+GW8, jl. by pass","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_sj8vpJ8hGVtx18hGc790NO2Z_LQjwpdPlJcvcbKiHaGazdwn1UxUVbq0lz7nbQ2dw79MJKt9TfsZWv53ernE5EHt72lt2SAlzPoRb-mcVjI9dmKc9ZfBP1mN9Z8hgY8depLz2A=w122-h92-k-no","","","","","",""
"https://www.google.com/maps/place/The+Old+House+Gym/data=!4m7!3m6!1s0x2e6ee30074714959:0xb33c8e28b89f251c!8m2!3d-6.7170929!4d108.5686037!16s%2Fg%2F11y9908pys!19sChIJWUlxdADjbi4RHCWfuCiOPLM?authuser=0&hl=id&rclk=1","The Old House Gym","5,0","(8)","Tempat Fitness","·","Jl. Kenduruan No.82","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9hWVT0362rCfk3JYW07bBuiT7yTFgQVZMz3J9k2QJjYZWFvYo95utXjgukKSzJavgpirlvkujAlzaLd63dcPSGREmMY2N8NHF5STfxrGYA8o2QlQ6qIFYAQRyiDpuPPHkQVnjOjVIkWY=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Buat yg suka/pengen Crossfit Training,","Gym","ini recommended bangett.""","",""
"https://www.google.com/maps/place/Kolam+Renang+Catherine+Surya/data=!4m7!3m6!1s0x2e6f1df9a15a3ca5:0x1e0a587f2c47c39d!8m2!3d-6.7316034!4d108.5323532!16s%2Fg%2F11c3k54fhf!19sChIJpTxaofkdby4RncNHLH9YCh4?authuser=0&hl=id&rclk=1","Kolam Renang Catherine Surya","4,3","(331)","Tempat Fitness","·","7G9J+9W5, Jl. Bima","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCtbd8zYa99TICp2kFpviZm9pcuDb_Dpn1wDbv13P0vRW6wQvge0-f9Z5-axqEhz6LqPtrg4DKohmb7j0KDw7hFQXEIiL1OSTZQPcfsw2CRuUDvKkIiWjSSjxNWr9RtqRlkCgw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kolamnya bagus....Anak ikut lomba kejurda selam""","","","",""
"https://www.google.com/maps/place/Gedung+pangeran+salingsing/data=!4m7!3m6!1s0x2e6ee1945dac9909:0x2605fb3a756428c5!8m2!3d-6.715434!4d108.5214794!16s%2Fg%2F11h3b2yz5d!19sChIJCZmsXZThbi4RxShkdTr7BSY?authuser=0&hl=id&rclk=1","Gedung pangeran salingsing","4,3","(18)","Tempat Fitness","·","Jl. Pelda Sadawi blk. Irigasi No.DS","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWVnZ-bb64QcepOZVIwiMLZR0iRdInPGfwoFQyM_HMPwh0VsE3QbnfAxpLfWzTAukr_hlf96btQBJTJfp6lT2em4XlEzAPO4zsnUxkCRyNy-VslSkVYIyefk4KEpepIm5AIBk=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gedung serba guna""","","","",""
"https://www.google.com/maps/place/De+Oranje/data=!4m7!3m6!1s0x2e6f1f52220b4153:0x7ca7838bfff0de60!8m2!3d-6.7409966!4d108.4696842!16s%2Fg%2F11j4k54s2w!19sChIJU0ELIlIfby4RYN7w_4uDp3w?authuser=0&hl=id&rclk=1","De Oranje","4,4","(38)","Tempat Fitness","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeOglQXBrPaKj4qq4SUyF6neAQcjkB-qM1DFF_y1Utszjbfwbm1j42ardWisDpB7A_Ig690ZhN_HbdjUP-aQtVF5CiOUkQS32SklnUXKLrjrkJHEW7XK8I-Oud-kP4I3PRJcD1iA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dsni bisa buat nambahin BB gk ya","gym","nya aku pngn tpi untuk menaikkan BB""","","7F59+JV3"
"https://www.google.com/maps/place/Kompleks+Mustika+E+1/data=!4m7!3m6!1s0x2e6f1d090eff2895:0x4db8d448bb0ce15d!8m2!3d-6.7574679!4d108.5615919!16s%2Fg%2F11gy44w__y!19sChIJlSj_Dgkdby4RXeEMu0jUuE0?authuser=0&hl=id&rclk=1","Kompleks Mustika E 1","4,8","(5)","Tempat Fitness","·","6HV6+2J8, Jl Mustika Raya","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcZ6KD8ZR0sxcakIw4VphniDWLKJtVPsxfH19Z9dk8jnU_2tIlmW06rMZ4kRpjxIJ7dGAngVOl5lg-V08vuj3G3XYSYukyB2OCQ51XgySbb9A88RtMrWmZ4Z4AVYV7jUqWHqih=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perahan.yang mungkin menjadi idaman di sekitarnya...""","","","",""
"https://www.google.com/maps/place/OB+Fitness+and+Health+-+CSB+Mall+Cirebon/data=!4m7!3m6!1s0x2e6ee3415de9ef4d:0x6ea951925f1175e1!8m2!3d-6.7181704!4d108.549828!16s%2Fg%2F11lm0ldwss!19sChIJTe_pXUHjbi4R4XURX5JRqW4?authuser=0&hl=id&rclk=1","OB Fitness and Health - CSB Mall Cirebon","4,9","(10)","Toko Peralatan Olahraga","·","CSB Mall Cirebon, Jl. DR. Cipto Mangunkusumo No.26 Lt.1","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzpilHsjbb7WGRhChRT2wKSzwVlNTfZCJ5KTk1lIIE3vsLEyeYYlTwik-C6mGVW8rXNLaSWuJmwPv-RXGf91W1vevEBn7CLQRwNFkTwi1wkGTPp0sA6-K1AwhRX2FYgZSVw3vuLg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barang nya berkwalitas..yg penting pelayanannya ramah..banyak discounya""","","","",""
"https://www.google.com/maps/place/GymOn+Palimanan/data=!4m7!3m6!1s0x2e6ee1000fea21fd:0x39643a844694d343!8m2!3d-6.7097549!4d108.4385625!16s%2Fg%2F11x91326pf!19sChIJ_SHqDwDhbi4RQ9OURoQ6ZDk?authuser=0&hl=id&rclk=1","GymOn Palimanan","4,8","(117)","Tempat Fitness","","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXV3iplymlhqZh7wpX1MJUch6Ug3eoro2g_gXB7hdR6RytvdPY0PCLTX5YLvPo0_A6CszvBAu5o0kYpNinuXRt3_nG33mnYneeU3_LPfXwtjg5OuLmH74uHAda5LXYUUNd3VIBCHxKKVRS=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Area","gym",",","",""
"https://www.google.com/maps/place/IRONBOX+Kickboxing/data=!4m7!3m6!1s0x2e6ee347efa0a085:0x52f788ec25f55e48!8m2!3d-6.7186714!4d108.5343844!16s%2Fg%2F11lh9bp3sx!19sChIJhaCg70fjbi4RSF71JeyI91I?authuser=0&hl=id&rclk=1","IRONBOX Kickboxing","4,9","(47)","Gym Tinju Muay Thai","·","·","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEdNtT0WGb75vdO65RoY_2tyveUNVmU9HdqTFBDRyiZO0Xlr0GitimdcAaqPYMwiDCnMLG2RYAHZY1wIhTGekqixDeiUrRXstAh3tY7mBRk4Ztgz0auYFZ9b7HENmL7EXycToO=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","latihan kickboxing yg memadai, nyaman & terjangkau""","","Jl. Cideng Jaya No.72"
"https://www.google.com/maps/place/Cemara+EQ+Sanggar+Senam/data=!4m7!3m6!1s0x2e6f1f122e685a35:0x4dfe4b9e62ef96e0!8m2!3d-6.7584618!4d108.5162252!16s%2Fg%2F11rzbycqm7!19sChIJNVpoLhIfby4R4JbvYp5L_k0?authuser=0&hl=id&rclk=1","Cemara EQ Sanggar Senam","4,9","(27)","Tempat Fitness","·","6GR8+JF","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbO1u-Uo7vLw_tvxxWaS58gNeEt2OwlgB-a7TyxvbO1Az380PHr5JbZpV5c6sRpPI_l0NXFTwXNFu2zyA2C_IMHpjZasOv39YXN90hXymUYobZwEjh9T_z8O0J5r3E5UmRnITC=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat fitness","enak buat emak2 nyari keringat""","",""
"https://www.google.com/maps/place/Bravo+Training+Camp/data=!4m7!3m6!1s0x2e6f1da2ab8c375d:0x897923b5b78d654!8m2!3d-6.7112902!4d108.5468407!16s%2Fg%2F11fy7fk8h_!19sChIJXTeMq6Idby4RVNZ4WzuSlwg?authuser=0&hl=id&rclk=1","Bravo Training Camp","4,7","(77)","Gym Tinju Muay Thai","·","·","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4jBzxzqK7Fmvwm7wwRNZq0edflTqamG-TaJe6toU644gJyzusCrF2F-DOIWkXRppWB3_8RGSpD8dx-7_05R561z0rmIJapFlvZdJtn4T5wLs3z7wieqh2IC3wOPt1FsrqTOcDZveS_fjj=w80-h120-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Latian nya sangat bagus untuk yang ingin serius di dunia Muay thai 🔥""","","","","Jl. Tuparev"
"https://www.google.com/maps/place/Zumba+Cirebon/data=!4m7!3m6!1s0x2e6f1fefef696803:0xe9988645935642fb!8m2!3d-6.7642861!4d108.5162542!16s%2Fg%2F11f7pvd5qd!19sChIJA2hp7-8fby4R-0JWk0WGmOk?authuser=0&hl=id&rclk=1","Zumba Cirebon","4,7","(6)","Pusat Kebugaran","·","Perumahan Bumi Arum sari, Jl. Albasia Raya No.95","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbgolwXr6HOOJiDQkg00COFNXHlcMqlmHuyxHwS51r1iOKcbSKzvSh5Bjf6IAbU9sTwvR0pp9RMJHMNm3o_pSoFMgcIol-TzuQs4vgjs9woqASc_5Tg2CYkVIMNk-ctnsSNyzm=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Membantu kegiatan""","","","",""
