"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","M4A5Cf"
"https://www.google.com/maps/place/NASI+PADANG+BAGINDO/data=!4m7!3m6!1s0x2e6f1d99f9cab99d:0x3f134f1af636d7cd!8m2!3d-6.7570641!4d108.5583447!16s%2Fg%2F11gmwv09c6!19sChIJnbnK-Zkdby4Rzdc29hpPEz8?authuser=0&hl=id&rclk=1","NASI PADANG BAGINDO","4,4","(44)","·","Rp 25–50 rb","Padang","·","Jalan Mangga Raya No.18","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLaI3bHkF64m8PmPnJ11gy-DCKLiYjVjYueKfYk_yxZ3Bn0DH3QHJkeGwfvQWsaJ8iCwzjgFVgVEZiLBo182I966rV8_4xMn0WV6DVy__50BUEJYb28mksZzNECg3LF1F6uxUWmQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan","Padang","yg enak dan terjangkau.""","","","","","",""
"https://www.google.com/maps/place/RM+PURNAMA+UDA+GENDUT/data=!4m7!3m6!1s0x2e6ee07301ab4801:0xff2382f72917c233!8m2!3d-6.7017224!4d108.4783735!16s%2Fg%2F11c2j34p1h!19sChIJAUirAXPgbi4RM8IXKfeCI_8?authuser=0&hl=id&rclk=1","RM PURNAMA UDA GENDUT","4,5","(770)","·","Rp 25–50 rb","Padang","·","·","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4pGtBp4Ywkhwn-7WDaR_8wsMXpxnctVlGsqKP5IzYy08bHPDKEFX-hm-uLyApbZkcjUJdWKufrlHCO1ddbVdr7ELzaM3E1jyEkLrVVpubt_lK2YdK0Kzr76F-Cbo6BMQg2EwpCQ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""rendang + ayam bakarnya endulitaa, harganya jg ga pricey 👌""","","","","","","","Jl. Raya Plumbon - Palimanan No.391",""
"https://www.google.com/maps/place/RM.+Putra+Putri+Minang/data=!4m7!3m6!1s0x2e6ee39ec36d7b61:0x43b24263ad3287a3!8m2!3d-6.715517!4d108.5433584!16s%2Fg%2F11qh1dq_pq!19sChIJYXttw57jbi4Ro4cyrWNCskM?authuser=0&hl=id&rclk=1","RM. Putra Putri Minang","4,4","(11)","·","Rp 1–25.000","Padang","·","Jl. Sutawinangun No.76","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4360IX2eJLxXE5ytJiqc_eidsrNzKkjebESPy7aH-J5HqlDEAx6o_PscIGjbPRCB1v8Xt7vEjgsG5kz1Ys5bMg9SmdEvMFkIHQRWOePBCQ_snsQEbi3sv4OWQVSoFA_WjPyZm8HkEu4Y=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""warung","padang","ter enak si, pelayanan nya ramah banget""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxaDFkcV9wcRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qpn4aZXiKbiNnesP_PursQ8&ei=qpn4aZXiKbiNnesP_PursQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Minang+Maibu/data=!4m7!3m6!1s0x2e6f1d1ad1c1b839:0xc16ff5c0112bfcfc!8m2!3d-6.7440818!4d108.543508!16s%2Fg%2F11g1q1cnkj!19sChIJObjB0Rodby4R_PwrEcD1b8E?authuser=0&hl=id&rclk=1","Rumah Makan Padang Minang Maibu","4,5","(2)","","","Padang","·","Jl. Kanggraksan No.171","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzt6mXhFlVGfI5ZYZm_rkyh4St5thy49ixt-jPSH399Hgbl2N9y0pkU-6MkHjVk4CyIiYFQYYnUMrWCS91zfB2FQFSIv8JfBeQbjFnbhhdbsAjN1ldJuaLSmecJnYyMqtoc2bl=w80-h142-k-no","","Makan di tempat","Bawa pulang","","","","","","","·"
"https://www.google.com/maps/place/Rumah+Makan+Padang+Uda+Kumis/data=!4m7!3m6!1s0x2e6f1d9c1f47c901:0x6c450b2c267ce979!8m2!3d-6.742376!4d108.5654161!16s%2Fg%2F11cnyltrv7!19sChIJAclHH5wdby4Reel8JiwLRWw?authuser=0&hl=id&rclk=1","Rumah Makan Padang Uda Kumis","4,4","(548)","·","Rp 25–50 rb","Indonesia","·","·","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJ4kNRw-56HgK5d_cgc3JpOtI0x-GtKzV8Y5LyHb6h0fQ8wtIvrjUHzGtBIzhMlyhRfsQQGo-ZTSGzXpoNkWNcRvmzVWaClStzb6tBLfv2v1iqgfNFyjk8Nqyf4QONnluK7mLl=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""menu rendang dan kikil nya juga enak layak nya rm","padang","lain.""","","","","","7H58+25V, Jl. Ahmad Yani, RT.01/RW.01",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+BASAMO/data=!4m7!3m6!1s0x2e6f1d6e0c0dd6d9:0x5ed4c2e829319cf4!8m2!3d-6.7610336!4d108.5968686!16s%2Fg%2F11g0l62jhc!19sChIJ2dYNDG4dby4R9JwxKejC1F4?authuser=0&hl=id&rclk=1","Rumah Makan Padang BASAMO","4,6","(171)","·","Rp 1–25.000","Padang","·","·","Buka","· Tutup pukul 21.45","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxosA9jYm9Wj0h8Ax9ZSAtGwYFYH-iZRvlLn23K2xxnwGxzITt5RBYoc6VZpk5wN5xOA5IzZzoj0Iiuq-895XNQR_XznjapxrXmw8afsWKZp3X7NzW9UFwtIWlA3NrhdAbrkVc=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan","padang","yang menyesuaikan selera daerah kudus, cenderung manis""","","","","","Jl. Raya Bandengan No.31",""
"https://www.google.com/maps/place/RM.+Ibu+Soka/data=!4m7!3m6!1s0x2e6f1de202468385:0xf9d3d6816dc01bf4!8m2!3d-6.7363235!4d108.5303078!16s%2Fg%2F11f9yxp5dq!19sChIJhYNGAuIdby4R9BvAbYHW0_k?authuser=0&hl=id&rclk=1","RM. Ibu Soka","3,8","(4)","","","Padang","·","7G7J+F4F","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHykhK9VQ0Q5cFXuUNeCnCYLbTPGGo2WMwMxsPrOfJF5KFdoOJv1rOMqYQdhnMgEZs_Lv8KmOl6jRzAWoigVKq75xOHqR0oesYOdyXqmqEvGOl73K7YEOQ-ACZfiqdRNIlEZfU=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","","","","","·"
"https://www.google.com/maps/place/RM.+Dendeng+Batokok/data=!4m7!3m6!1s0x2e6ee30e828fa54d:0x47974207f320125!8m2!3d-6.7102972!4d108.5649983!16s%2Fg%2F11g0mcqp2f!19sChIJTaWPgg7jbi4RJQEyfyB0eQQ?authuser=0&hl=id&rclk=1","RM. Dendeng Batokok","4,7","(41)","·","Rp 25–50 rb","Padang","·","·","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7EcKbFVzS31VE2MtGXAZlJu54liOeEIp6uKjmBuYLZh_VgoSu5opVC9fHFzapHjqwyUbRZlxiUVSm_a8ck6COP7lwSIz-oM1w2tTqfNQQew1dZDaQ3TZ-uDu9ugZSEugDhjE=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga standard masakan","padang","di cirebon""","","","","","Jl. Sisingamangaraja",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Ampera+Minang/data=!4m7!3m6!1s0x2e6f1da86ba8b363:0x4e642468e0c2e863!8m2!3d-6.7550164!4d108.5480928!16s%2Fg%2F11g18xzplw!19sChIJY7Ooa6gdby4RY-jC4GgkZE4?authuser=0&hl=id&rclk=1","Rumah Makan Padang Ampera Minang","5,0","(1)","","","Restoran","·","6GVX+X6W, Jl. Pramuka","Buka","· Tutup pukul 22.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6gEEpG_VrWddqeR0Qy-fcg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=322.00885&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","","","","","·"
"https://www.google.com/maps/place/RM.+Lembang+Talago/data=!4m7!3m6!1s0x2e6f1d789bce67e5:0x33657c618bd91abc!8m2!3d-6.7284688!4d108.5527057!16s%2Fg%2F11f766kwmt!19sChIJ5WfOm3gdby4RvBrZi2F8ZTM?authuser=0&hl=id&rclk=1","RM. Lembang Talago","4,3","(6)","","","Padang","·","7HC3+J38, Jl. Dr. Setiabudi","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHs5t6MWyJIpVXPnSWAHYNIrdXVJUaBuOvtniMxfM1Y3QLVvE6VSON4g21nlwAa1FxY4OtmeXYnlERowCzqm7leCooUMKgzp_p9bK1QHwSjpLL4sq2ch5frPMrfwF4EFzKGzkE=w163-h92-k-no","","Makan di tempat","Bawa pulang","Pesan antar","","","","","","·"
"https://www.google.com/maps/place/RM.+Padang+Bungo/data=!4m7!3m6!1s0x2e6f1d10d08c27c1:0x753ca78c95d58241!8m2!3d-6.7529106!4d108.5602673!16s%2Fg%2F11h0spyhys!19sChIJwSeM0BAdby4RQYLVlYynPHU?authuser=0&hl=id&rclk=1","RM. Padang Bungo","5,0","(5)","","","Padang","·","Jl. Ciremai Raya perumnas No.153","Buka","· Tutup pukul 01.55","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYnadx0o36fByZ0CnERliyhIBOWYVK1204K7msK_-mWCVfC5E-9Dcjzqv9KYLhDY7_vXXsZIMD7Ixxv6D-c9pf8j5-kAjnX_m-hk9j8PyH2rYRYtetcJ5d8RXORlfJ1jpZJn96WQ=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","","","","","·"
"https://www.google.com/maps/place/Padang+Nusantara/data=!4m7!3m6!1s0x2e6f1c582963c89b:0xbc48180ca45d482a!8m2!3d-6.7780755!4d108.5671632!16s%2Fg%2F11c2pds65b!19sChIJm8hjKVgcby4RKkhdpAwYSLw?authuser=0&hl=id&rclk=1","Padang Nusantara","4,6","(8)","","","Ayam","·","Resarea 208","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFT8YCS5BDuX4aD4UQIVB_TuqZpnkkYy8f17rwexW5CQ2l54Fxv2bcMhLlsd17l8byAkVH9WetIj59F3brsAi_Iw4aCk-nWWxdE7uGhg3k-3QIR_rR0m5lhCZbcz4D0r8Uzk3a9Zw=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","","","","","·"
"https://www.google.com/maps/place/Rumah+Makan+Padang+Amad+Jaya/data=!4m7!3m6!1s0x2e6f1deb77f4fdef:0x91a0a4f694d67fa3!8m2!3d-6.743914!4d108.543511!16s%2Fg%2F1hm5dx6y0!19sChIJ7_30d-sdby4Ro3_WlPakoJE?authuser=0&hl=id&rclk=1","Rumah Makan Padang Amad Jaya","4,0","(7)","","","Padang","·","Jl. Kanggraksan No.148","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh6.googleusercontent.com/rCicNbjZdZN_otn1MldlO7EgNHDsP-ecOkzp8sqNT132hD2k-id4noqqCoktxgwH=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","","","","","·"
"https://www.google.com/maps/place/RM.+Pariaman+Masakan+Padang/data=!4m7!3m6!1s0x2e6f1ddcdc9b6719:0xc8176e3295484a33!8m2!3d-6.7462982!4d108.5425561!16s%2Fg%2F11jfg3rfdr!19sChIJGWeb3Nwdby4RM0pIlTJuF8g?authuser=0&hl=id&rclk=1","RM. Pariaman Masakan Padang","5,0","(3)","","","Padang","·","7G3V+F2M, Jl. Jenderal Sudirman, RT.01/RW.10","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJHZ4lFIM6k4_63pmEYtzPPbFkV9VgH39kxikrXHLGpzkNIcXb-ydPR7EAvLZ2C2J4PH9YFSB4r4u993TKp8SAphLYK3GyiWdvbLtFITtV7BlyS78rNmbOarjYrPpVWaUCvAAV=w184-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak dan murah , lekoh bumbunya""","","","","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Balai+Baru/data=!4m7!3m6!1s0x2e6f1f754d82475d:0x28b7dd0ac8f85e5f!8m2!3d-6.756912!4d108.50643!16s%2Fg%2F11fb0829nj!19sChIJXUeCTXUfby4RX174yArdtyg?authuser=0&hl=id&rclk=1","Rumah Makan Balai Baru","4,4","(38)","·","$$","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwQFM2Q1QlPsbtfzph1Bxii8WbZdp41TUlBMR5LvhJ7NtUHhKjGciKCAOOXttasx3YBcpNX8xwZzpW6-x7ciD5nSPYKDjdefBl99h7684UbIGUwKl6dgDKuvn8iyRCPVZNeDz8=w194-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa nasi","Padang","nya enak dengan cita rasa nasi","","","","","Jl. Pangeran Cakrabuana",""
"https://www.google.com/maps/place/Rumah+Makan+Nan+Kanduang+Masakan+Padang/data=!4m7!3m6!1s0x2e6ee23e947d79ab:0x3996f5a1542b15a6!8m2!3d-6.7041644!4d108.5416641!16s%2Fg%2F11bzrpsnzp!19sChIJq3l9lD7ibi4RphUrVKH1ljk?authuser=0&hl=id&rclk=1","Rumah Makan Nan Kanduang Masakan Padang","4,4","(53)","·","$$","Padang","·","·","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwW-oiQakOAwCIKcniKHn8BvTUgjsk-MT10pUP04zTbvRjhXTYwnq_fISN9hu1k0a6e2oZ1tJm_XhqHc_V3BKuad97kfY1y-sdqQQcsJiEGt3ydBKIRzURYM-BXcgOO_W-dWPa=w163-h92-k-no","","Makan di tempat","Bawa pulang","","","","","","7GWR+8MM, Jl.Pilang Setrayasa","·"
"https://www.google.com/maps/place/Rayhan+Raya+Masakan+Padang/data=!4m7!3m6!1s0x2e6ee3548d7cce97:0x24ec0464956c2082!8m2!3d-6.721664!4d108.5332574!16s%2Fg%2F11gpgfx2gt!19sChIJl858jVTjbi4RgiBslWQE7CQ?authuser=0&hl=id&rclk=1","Rayhan Raya Masakan Padang","4,3","(21)","·","Rp 1–25.000","Padang","·","Jl. Cideng Jaya No.Desa","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhq-I3B2_l_uCMdgI9sNTc7F2E1tv4A4ldZoeyhZOrhhNwyUe-wIM5wn63wL8l1GkRnxmdumw9zboIU5MD3yiUWrodeOBZrZqqrxH_nmjpvCFz30gKlChTrzDZszzSKbMH9J2Y=w84-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanan nya enak banget pliEc!!""","","","","","","","",""
"https://www.google.com/maps/place/RM.+PADANG+MURAH+MERIAH/data=!4m7!3m6!1s0x2e6f1f0322f3f27d:0x150c758ea6e56e02!8m2!3d-6.7582827!4d108.4718904!16s%2Fg%2F11rrs30qf3!19sChIJffLzIgMfby4RAm7lpo51DBU?authuser=0&hl=id&rclk=1","RM. PADANG MURAH MERIAH","4,4","(160)","·","Rp 1–25.000","Padang","·","·","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEG7SMvczpwEV2pkdFtchkV_6xPCKRNjymoXsvRlHrxUHcJwQbg0LtevI2nv_3gUsSTTrTEs2239tdtb-p7x2Cz5IDroGCX8uOyT070z9Lv-mCAKZkPglBFsoSTxr1hQPesukE=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""saya","makan","nasi+ perkedel+ daun singkong,sambel ijo +mie goreng +rendang.""","","","","","Jl. R.Dewi Sartika No.13, RW.01",""
"https://www.google.com/maps/place/RM.+Padang+Family/data=!4m7!3m6!1s0x2e6ee26e5261675b:0x790c5c07d27f2809!8m2!3d-6.7154363!4d108.5549768!16s%2Fg%2F11dxm4x28z!19sChIJW2dhUm7ibi4RCSh_0gdcDHk?authuser=0&hl=id&rclk=1","RM. Padang Family","4,6","(8)","·","Rp 1–25.000","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8hgf0AzTySSWSU-_7MmSNol28craN5UkBq-xlC_fv7UzFgi5y1nrh2mVgZGwUuXX3dX2-nvhT4oOar7CC339y52xcatSm4NQSJdEvFO7wXAP41N8I3wSKbB074KkmZg_0NVZN-g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak makanannya, murah2 harganya.""","","","","","","","7HM3+RXH, Jl. Prakarsa Muda",""
"https://www.google.com/maps/place/RM.+Padang+Awak+Juo/data=!4m7!3m6!1s0x2e6f1d80b8a80479:0x8eb28f20d128fd0a!8m2!3d-6.728611!4d108.5651147!16s%2Fg%2F11bzrpspvq!19sChIJeQSouIAdby4RCv0o0SCPso4?authuser=0&hl=id&rclk=1","RM. Padang Awak Juo","4,3","(49)","","","Padang","·","Jl. Kutagara Jl. Jagasatru No.29, RT.04/RW.3","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyC3UG71DLTSMDwAra16zWiHfneHNkEOGH7nMAMyOgmJIJBfLrxS6LK5O3lu0Q-jsrsi1C4jcrU_u_ZpevEWcxnie8xgANvksDpYczseHiCLaRWUngXOE3U6SWcCFIprvhWVC2=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terung balado, perkedel, tunjang, rendang, semuanya topp.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFienJwc3B2cRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=sJn4aYewJo7hseMPl-vjkQo&ei=sJn4aYewJo7hseMPl-vjkQo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/RM.+Sari+Minang/data=!4m7!3m6!1s0x2e6ee3ca85b37027:0x527738725c41f7a0!8m2!3d-6.7218272!4d108.5374838!16s%2Fg%2F11glfgk9tn!19sChIJJ3Czhcrjbi4RoPdBXHI4d1I?authuser=0&hl=id&rclk=1","RM. Sari Minang","4,7","(7)","·","Rp 25–50 rb","Padang","·","·","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHVzuL4PK8ri1QSQVltOly5ZYX8JqZnCjkQQK1OsrhU8jPexlONB2CYygETGmfTii-qpz1LaAHmFOVAAeJ46eAVUYQUT_cmqX7uOA8eytxS4Q_mPbRsIxymDuKV1uve9VAvUw_Y7jM0_G2=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan","padang","asli...good taste""","","","","","Jl. Brigjend Dharsono No.12",""
"https://www.google.com/maps/place/Rm+padang+sinar+paris/data=!4m7!3m6!1s0x2e6f1fe0ae3b3871:0x7d357c483bc6684d!8m2!3d-6.7530861!4d108.5171312!16s%2Fg%2F11hdw68l6k!19sChIJcTg7ruAfby4RTWjGO0h8NX0?authuser=0&hl=id&rclk=1","Rm padang sinar paris","4,8","(4)","","","Padang","·","6GW8+QV6, Jl. Pangeran Cakrabuana","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjIlaq7dlZ8rFrCTlBlcBYr5rfzFQr-kiglp0egNosfYHWFGV-J04u3Zm1beHTKJ_g46HxL86PBSJCwnu4FtUYhtyedpgchKlKN73Sl62axapf-7AvQIU5qnGzhz3rciAgUEGgiA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi","padang","ter enak versi saya dan menurut lidah saya.""","","","","","",""
"https://www.google.com/maps/place/RM.+PADANG+CINTO+MINANG/data=!4m7!3m6!1s0x2e6ee17df61f1c2f:0x989da894260667c7!8m2!3d-6.71734!4d108.4931411!16s%2Fg%2F11hfbckfwh!19sChIJLxwf9n3hbi4Rx2cGJpSonZg?authuser=0&hl=id&rclk=1","RM. PADANG CINTO MINANG","4,4","(24)","·","Rp 1–25.000","Rumah Makan","·","Jl. Kisabalanang","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGseAipbHBsoWeO9xyRYd8DnZzKlgy7kx5TooYT50pror-WLPDXR_TjKWOlS7Kx-QHUQ5D5-JRxFlRlESi0Ay29Pl36Q4GhAoPxvg8RL29xL3enmV4TC9eKcNaW_jjf89jZPMM=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu jujugan RM","padang","terbaik versi keluarga ku.""","","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Minang+Setia/data=!4m7!3m6!1s0x2e6f1da4bc360e2d:0x8b405a516861dbeb!8m2!3d-6.7538721!4d108.5594022!16s%2Fg%2F11h6npdk30!19sChIJLQ42vKQdby4R69thaFFaQIs?authuser=0&hl=id&rclk=1","Rumah Makan Minang Setia","5,0","(2)","","","Padang","·","6HW5+FQ2, Jl. Ciremai Raya","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNSwORBQ5cmcb062S0Rbv-J-u4XvD7yz1l8aaQl1H3jMd6xXPR1JSjMwXeT7GcJg7SwGVmAIhMUV-uyPgifothLeRWZUwsLMhZgbpcck7UQeBcktkvHctr0ztTXNZkmBWBjVBu=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","","","","","·"
"https://www.google.com/maps/place/Rumah+Makan+BIRUGO+Masakan+Padang/data=!4m7!3m6!1s0x2e6ee1bb0d4132b1:0x4750b6f114a348e2!8m2!3d-6.7012649!4d108.4913776!16s%2Fg%2F11dfj1hxsd!19sChIJsTJBDbvhbi4R4kijFPG2UEc?authuser=0&hl=id&rclk=1","Rumah Makan BIRUGO Masakan Padang","4,2","(254)","·","Rp 25–50 rb","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxAc-F_w1X0LhwpjgI__nOoqC26FnbEoFce__B0biEu-E2qCPaK53HhAPRNkYmDUKCpZoud-gd3yJryWfXR9sTM0Lo961FU4vP0lluZ_DeZT7rX0E5AUTlLyC3njYU_KQyDB0L=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak bumbu nasi","Padang","nya, cuman pelayanan agak kurang ramah.""","","","","","Jl. Raya Plumbon - Palimanan No.36",""
"https://www.google.com/maps/place/RM.+Basamo+-+Masakan+Padang/data=!4m7!3m6!1s0x2e6f1d7401ab3413:0x27dc24b17ca6e90!8m2!3d-6.7423375!4d108.5755899!16s%2Fg%2F1hm4_mqzh!19sChIJEzSrAXQdby4RkG7KF0vCfQI?authuser=0&hl=id&rclk=1","RM. Basamo - Masakan Padang","4,6","(178)","·","Rp 25–50 rb","Padang","·","·","Tutup","· Buka Sel pukul 07.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeAakY7dpMBN0TDBLMSeqXsjHGXR97WOHKVmRpefsycXL-VD4vEjUMnwQD899_ULZudBJBPngVJKN_4H-uQm-XnhkP1aCmJJFIIzHXAQRvS-AzRBfrfPpOsMgsjs2hwJByOhc=w184-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu","padang","pada umumnya, pengunjung selalu ramai.""","","","","","Jl. Ahmad Yani No.65",""
"https://www.google.com/maps/place/Warung+Nasi+Dan+Sate+Padang+Minang+Sepakat/data=!4m7!3m6!1s0x2e6ee2644d3c8eef:0x458fe6c969af4560!8m2!3d-6.7134517!4d108.5613365!16s%2Fg%2F11c1q4mpq4!19sChIJ7448TWTibi4RYEWvacnmj0U?authuser=0&hl=id&rclk=1","Warung Nasi Dan Sate Padang Minang Sepakat","4,7","(195)","·","Rp 25–50 rb","Padang","·","·","Tutup","· Buka Sel pukul 10.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNstQgclCMH6h3ew_UedoEmMnJzi7296XNXyU4IwPm5N0bMjZKFGPVQlttvTFVyL8LWEVELy_v4oYVEcm7ZCnetLCa-5M7RRVkBRcmSOU9IpUNEVlCnDjl1lF1ilF3cLEYUkXY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sate","padang","nya enak, dan rekomended untuk daerah cirebon""","","","","","Jl. Sukalila utara, Blok B No.7 belakang PGC, Kejaksan, Kejakdan",""
"https://www.google.com/maps/place/RM.+SALERO+UDA/data=!4m7!3m6!1s0x2e6ee352bbec3493:0x6a9a3322db50d5c3!8m2!3d-6.69447!4d108.5490035!16s%2Fg%2F11jsf5m2rv!19sChIJkzTsu1Ljbi4Rw9VQ2yIzmmo?authuser=0&hl=id&rclk=1","RM. SALERO UDA","4,4","(12)","","","Rumah Makan","·","Perumahan BBD No.1","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEa6DsR0r_1k177lBTy5Am4Vvf-WFZDntROMkY1M9pdFfWU17F9BpVErV70e6Pu0t_JJ6oxzH727LmjTOk371K12LBQ4BQTSaz4OrZzhhWZUF630l4Gc89-77gMjDl6pKsVFHg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan","Padang","dengan harga minimal tapi rasa mantap.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqc2Y1bTJydhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=tpn4afqOBrGSseMPy6HqqQ0&ei=tpn4afqOBrGSseMPy6HqqQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/RM.+Padang+Minang+ACC/data=!4m7!3m6!1s0x2e6ee26e88988f81:0x59f7086500c4da96!8m2!3d-6.7146875!4d108.5529721!16s%2Fg%2F11c70hwn9g!19sChIJgY-YiG7ibi4RltrEAGUI91k?authuser=0&hl=id&rclk=1","RM. Padang Minang ACC","5,0","(3)","","","Padang","·","7HP3+45H dpn apotek moro aman samping hotel nusantara, Jl. Tentara Pelajar","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5vW2HZHP1KoLiMsGBcudFt0R6VlDj0c28LE34BrBonEBE-ldYcyd668iTXyPYexLG8vMQMZXad5F7crDcfj0SaBEzDp4AJxfWVhT1iUug2QG3KakRd_0J5IFz9Zb4ezrGytYcmA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa bintang 5
Harga kaki 5""","","","","","","","",""
