"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","M4A5Cf"
"https://www.google.com/maps/place/Simpang+Raya+Cirebon/data=!4m7!3m6!1s0x2e6ee269500abd7b:0xe43483601b7ebe7a!8m2!3d-6.7119943!4d108.5527401!16s%2Fg%2F1hm2j4p_6!19sChIJe70KUGnibi4Rer5-G2CDNOQ?authuser=0&hl=id&rclk=1","Simpang Raya Cirebon","4,5","(891)","·","$$","Padang","·","Jl. Kartini No.67","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGocIlgQajiQ9TrSO-X8ZvBPVctCVczzkkK_tKbkLjoGiUPie5JHo45SaNU0E1E-JsNieaz-n4YJUchtmFzUNXwnEX5VoOPdqxCxBqcIG56b9DhN1K2fJt8ttBoUhfPFEahBQEI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bumbu rendangnya enak yaa gurih asin manis (ngga ada yg dominan).""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMmo0cF82GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nJn4aZfAMNSRseMP-MCy6Aw&ei=nJn4aZfAMNSRseMP-MCy6Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Uni+Tuti/data=!4m7!3m6!1s0x2e6f1dfb0776e137:0x9d2071d8b479f4fe!8m2!3d-6.736365!4d108.5308232!16s%2Fg%2F11c1vl_br1!19sChIJN-F2B_sdby4R_vR5tNhxIJ0?authuser=0&hl=id&rclk=1","Rumah Makan Padang Uni Tuti","4,5","(86)","·","Rp 1–25.000","Padang","·","·","Tutup","· Buka Sel pukul 13.00","https://lh4.googleusercontent.com/rThaDg7MD-9HRs7H_taqTOZ2AA-KuCWsysFxaKGI7Sqjg9hz9lT8zAclKS3MzWw-uQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Warung","Padang","dengan harga terjangkau, rasa makannya juga enak.""","","","","","7G7J+F84",""
"https://www.google.com/maps/place/RM.+Padang+Murah+-+Drajat+Cirebon/data=!4m7!3m6!1s0x2e6f1de692af6f4f:0x3310fd88ebf558db!8m2!3d-6.7340759!4d108.5625738!16s%2Fg%2F11sg9rrln0!19sChIJT2-vkuYdby4R21j164j9EDM?authuser=0&hl=id&rclk=1","RM. Padang Murah - Drajat Cirebon","4,3","(167)","·","Rp 1–25.000","Padang","·","Jl. Pangeran Drajat No.19","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9ZnCD2sq2lI0GIBiSCFdNgJ7pnXKRyHDMRwxnFBQVDXHTpRrsR7rB3NUa1zpXPQ4r1NYN5pJvvjvByTI0GxX013AryiRIwHsA58WLWxN_9sxIPBwySjzhMQHjqcIlK1s3L8v1=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan","padang","enak dan murah untuk suasanya juga enak""","","","","","",""
"https://www.google.com/maps/place/RM.+Padang+Baringin+Indah/data=!4m7!3m6!1s0x2e6f1dec94e0d8b1:0xa84c5c7ec10abc38!8m2!3d-6.7460095!4d108.5427046!16s%2Fg%2F11f123rglz!19sChIJsdjglOwdby4ROLwKwX5cTKg?authuser=0&hl=id&rclk=1","RM. Padang Baringin Indah","4,3","(31)","","","Padang","·","Jl. Jenderal Sudirman No.21","Buka","· Tutup pukul 21.15","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHS9kHHRLBgwD6FpYeARfIN3SBlCwO4Sk4ntUCNjul7J-kB-cHAK4Gcv6PbJ1sgNPGGSQb--xnA7IPHD6B3mg_3OLqNMAzs0GBkYFO7lfX5ukh1yulxuzLHvVPsroC7P8W7JVmB=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanan nya enak  kerasa asli masakan","padang",",mantaaapp""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmMTIzcmdsehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nJn4aZfAMNSRseMP-MCy6Aw&ei=nJn4aZfAMNSRseMP-MCy6Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/RM.+Padang+Raya+Murah/data=!4m7!3m6!1s0x2e6f1db91680e8c9:0x5b72a5c9e42c8334!8m2!3d-6.7363654!4d108.5307498!16s%2Fg%2F11swcs0g6z!19sChIJyeiAFrkdby4RNIMs5Mmlcls?authuser=0&hl=id&rclk=1","RM. Padang Raya Murah","3,8","(6)","","","Indonesia","·","7G7J+F74","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0f1F3733cDZHVeos-lbuLA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=319.04343&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi","padang","prindavan mantab.""","","","","","",""
"https://www.google.com/maps/place/RM.+SUMBAR+JAYA+MASAKAN+PADANG/data=!4m7!3m6!1s0x2e6f1dfab649f257:0xcb43a8f1e37c82e7!8m2!3d-6.7345556!4d108.528626!16s%2Fg%2F11pdm7g4gb!19sChIJV_JJtvodby4R54J84_GoQ8s?authuser=0&hl=id&rclk=1","RM. SUMBAR JAYA MASAKAN PADANG","5,0","(5)","","","Rumah Makan","·","Persil Harapan Mulya, RT.02/RW.06","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNzEKN_i6cqxtTVHCrKj9h9v6N0-pVl4uvUyGmMLS5isi42gZVl1rffAf69a3ONR8E3FNIC_5kqeXiAMhm4-l7PjLjaeUurTXH6-9m4wSpfWHGOnks1pVwq21aPf1wdCe82FAxyw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Msakannya enak bgt.""","","","","","","","",""
"https://www.google.com/maps/place/RM.+Padang+Saiyo+Sakato/data=!4m7!3m6!1s0x2e6f1db68cd6ab25:0xa503de4b6cde57ef!8m2!3d-6.7392465!4d108.5469065!16s%2Fg%2F11mpj1kjcx!19sChIJJavWjLYdby4R71febEveA6U?authuser=0&hl=id&rclk=1","RM. Padang Saiyo Sakato","4,3","(27)","·","Rp 1–25.000","Padang","·","Jl. Brigjen Darsono","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9eD21iEKjHIfdkslyTxCjTd3IV1qLfzCGI9m4b6X8GCESxPAGp9zAN7sPW0n7-mKv04yiERblSOqNjMdKRZK9wlb0wLwFuiVxTsScxgn6Lm-Y8An_NRexNrHva6Shfl_eA4ik3g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nasi","Padang","enak gurih nikmat sekali rasanya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtcGoxa2pjeBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nJn4aZfAMNSRseMP-MCy6Aw&ei=nJn4aZfAMNSRseMP-MCy6Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/RM.+Karunia+Jaya/data=!4m7!3m6!1s0x2e6f1def9792e5ff:0x9df4adca5ac2708c!8m2!3d-6.7446904!4d108.5634699!16s%2Fg%2F11ffltmp39!19sChIJ_-WSl-8dby4RjHDCWsqt9J0?authuser=0&hl=id&rclk=1","RM. Karunia Jaya","4,6","(56)","","","Padang","·","Jl. Ciremai Raya No.F7","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGudywyQcq6iZXaxneIJZnf1Lv6gZME57rKeTcv7oP9ylR3kYh5B9PYFQfxdYGbCsWOB5O8OxNZoDNwL-gg1IZ-Dacv2A2BUw4jzt9TFdhN6c16dtjOEPl1Y4nGJh7kWDrttAbZyg=w163-h92-k-no","","Makan di tempat","Bawa pulang","Antar tanpa bertemu","","","","","","·"
"https://www.google.com/maps/place/RM.+PADANG+ANISA/data=!4m7!3m6!1s0x2e6f1d989b895d63:0xbca3df851f63ff03!8m2!3d-6.7474267!4d108.5621884!16s%2Fg%2F11f2wg4q0n!19sChIJY12Jm5gdby4RA_9jH4Xfo7w?authuser=0&hl=id&rclk=1","RM. PADANG ANISA","4,6","(280)","·","Rp 25–50 rb","Padang","·","·","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpOwDDPDqdtYqwF2SNSnxZdS74JleW88_r1CMXsdOTYCMw5z51ybVTgV5XopG9LyD6OEjGJqtHnU2vLlOa8rGmcMP-UmZTXHmymegivrCpHvZuKy3ijyZGKNYkaqPtB6TEJwDT=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi","padang","langganan, enak, murah""","","","","","Jl. Ciremai Raya No.4",""
"https://www.google.com/maps/place/RM.+Karunia+Jaya+Kartini/data=!4m7!3m6!1s0x2e6ee268bfa722c7:0xb109f335b14c8a8a!8m2!3d-6.7108229!4d108.5564138!16s%2Fg%2F1hm3lgqq3!19sChIJxyKnv2jibi4RiopMsTXzCbE?authuser=0&hl=id&rclk=1","RM. Karunia Jaya Kartini","4,5","(564)","·","Rp 25–50 rb","Padang","·","·","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRiU2waWO0FQcFPvvq6zjJCPntFCt3pg5GDOKdEGAAq2H8qCqn0wxGMFLfw_AkcW2NzWtQv9uITp4cy-FKMdqf3hnmwdT81m9dalGSqXO3BZELIOFwTfmzEKJur7ojfHCx7WMe=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi","padang","nya enak, harganya ekonomis""","","","","","Jl. Kartini No.12A",""
"https://www.google.com/maps/place/RM.+Padang+Raya+Murah/data=!4m7!3m6!1s0x2e6ee1563d2ed327:0x1c9d9b1892149679!8m2!3d-6.7028917!4d108.50831!16s%2Fg%2F11rpdljpxr!19sChIJJ9MuPVbhbi4ReZYUkhibnRw?authuser=0&hl=id&rclk=1","RM. Padang Raya Murah","4,7","(67)","·","Rp 1–25.000","Prasmanan","·","·","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSo3UEYjsMKG-a6-7YWVnpC3bW6nkRuJQiTPVvGuP1BMhLdh-H3G4JI9gyCdPh8CqdOWba1KQPxQ1wynsbbxNo6QmE5IxSCTt_UKRriziMn68xgNcfzWFzEoKe1vshk74ST1wcGA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Referensi buat yg ingin","makan","nasi","","","","","Jalan Syekh Dahtul Kahfi Plered",""
"https://www.google.com/maps/place/RM.+Padang+Murah+-+Tuparev+Cirebon/data=!4m7!3m6!1s0x2e6ee33d3314a97b:0xdc98272d51a197b5!8m2!3d-6.7117596!4d108.5460769!16s%2Fg%2F11h_bhb9zf!19sChIJe6kUMz3jbi4RtZehUS0nmNw?authuser=0&hl=id&rclk=1","RM. Padang Murah - Tuparev Cirebon","4,2","(81)","·","Rp 1–25.000","Restoran","·","Jl. Tuparev No.47-51","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDYWXiygNr09ag7awpYXvUupebHg_kJk-wjZ9svLgGIPu-24GTC3IiheZADg_ZnyEo4LPbIG6iHD04j8wmUkD6YpjHwA2w7qfiMJMbubjiZDINv7BfUPngTp_KEwweIis9W5w=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya standar, hargany lebih murah dri rm","padang","yg lain""","","","","","",""
"https://www.google.com/maps/place/RM.+Padang+Simpang+Raya+-+Kedawung/data=!4m7!3m6!1s0x2e6ee1182191fe87:0x7668ea0753c854a9!8m2!3d-6.7095919!4d108.5290368!16s%2Fg%2F1hm1smv7x!19sChIJh_6RIRjhbi4RqVTIUwfqaHY?authuser=0&hl=id&rclk=1","RM. Padang Simpang Raya - Kedawung","4,5","(108)","·","Rp 25–50 rb","Padang","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHD58IBr3_EQ2TjGlQq_6_yrDE53F3exMoBAh8PvU0mRZDdDtBSsqH5Xi6ZbkL_RfRx4mFUuP5NQS8qXPFqknWpFosRYS6xIclRP1eWC1FsnnHzxFhDztrgey5oy_0T5_mzmONHHA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyari makanan","padang","dgn harga standar, rasa enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMXNtdjd4GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qpn4aZXiKbiNnesP_PursQ8&ei=qpn4aZXiKbiNnesP_PursQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Raya Kedawung No.41",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Kawan+Lamo/data=!4m7!3m6!1s0x2e6ee2780b87001b:0x9b4b7d4000c3f133!8m2!3d-6.72713!4d108.5591738!16s%2Fg%2F11gcmmqszy!19sChIJGwCHC3jibi4RM_HDAEB9S5s?authuser=0&hl=id&rclk=1","Rumah Makan Padang Kawan Lamo","4,5","(78)","·","Rp 25–50 rb","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6YJRKqvaOJ-yeLCoafUj4SzRxuVIPkABjULzreKbxPBvuhVwY2LXtWHtc9p0bBMdZPXtBCBnOIhP979gz-8UykGRBdRetBOMOtcESoTj-32UUMTGnB5aZxHqgDlyAXr7FkDQa=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan","padang","dengan rasa terbaik""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnY21tcXN6eRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qpn4aZXiKbiNnesP_PursQ8&ei=qpn4aZXiKbiNnesP_PursQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Kesambi No.75",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Putri+Minang/data=!4m7!3m6!1s0x2e6f1d3fe2ec6503:0x2879a58aeae427b6!8m2!3d-6.7364427!4d108.5534981!16s%2Fg%2F11h2h4y3v4!19sChIJA2Xs4j8dby4Rtifk6oqleSg?authuser=0&hl=id&rclk=1","Rumah Makan Padang Putri Minang","4,6","(51)","·","Rp 25–50 rb","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDD3XE1oyx0Du_I2hutxSlO6GylpsSdLxnXzGVDZWBMRg6beysZfGqf8fep-itiK9hXAvPt-oQUIO8o1R9ftBIvf6avpZvHqwBjKO0Tc9wciBEJhHKP54BZw4gcV6TrysQ_vnF=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan ny enak""","","","","","","","Jl. Pangeran Drajat No.124",""
"https://www.google.com/maps/place/Rumah+Makan+Karunia+Jaya/data=!4m7!3m6!1s0x2e6ee242cff6b3a7:0x75e8bf77f1569363!8m2!3d-6.7115968!4d108.560825!16s%2Fg%2F1hdzf0str!19sChIJp7P2z0Libi4RY5NW8Xe_6HU?authuser=0&hl=id&rclk=1","Rumah Makan Karunia Jaya","4,3","(239)","·","Rp 25–50 rb","Padang","·","Jl. Siliwangi No.95","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFm1vvAXxQxhbArYApCaBbejNFc-jzcOgOYpd1fL0ft18PbWmOP36mtIDJogO6Sn6hvVHw1gnkpRjdNsLzXY_3kRPLFJ9MQvp5ZoYFu9Ww2IpV2Cx9Eq5KogMt3aiovKh6bqreu137PjjbH=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nasi","padang","enak
tempatnya nyempil
tapi rendangnya uenak""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhkemYwc3RyGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qpn4aZXiKbiNnesP_PursQ8&ei=qpn4aZXiKbiNnesP_PursQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Minang+Mandiri/data=!4m7!3m6!1s0x2e6f1f2d8cf0bfa1:0x8fef68419acc8fc0!8m2!3d-6.758685!4d108.497529!16s%2Fg%2F11f51ylp1k!19sChIJob_wjC0fby4RwI_MmkFo748?authuser=0&hl=id&rclk=1","Minang Mandiri","4,5","(115)","·","Rp 1–25.000","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaegJV5g4gSZHrfwHARPl5G8LCtxXEIzM5ZupNDMfRVByrda0JiAO0q4kzbfyqu1Bz6ETcw4znZJDzBZAW404eePJCssV5JDRqeTmFSpptqCkSrHaaMadZ4JomcbWJgf3PCMAPfA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... enak hanya rasa masakan","Padang","kurang berasa","","","","","Jln Sendang No.35",""
"https://www.google.com/maps/place/Rumah+Makan+Ocin+Olin/data=!4m7!3m6!1s0x2e6f1d8b11f0e179:0xc6464ca8919106a4!8m2!3d-6.7517151!4d108.56018!16s%2Fg%2F11f6xyly7h!19sChIJeeHwEYsdby4RpAaRkahMRsY?authuser=0&hl=id&rclk=1","Rumah Makan Ocin Olin","4,6","(269)","·","Rp 1–25.000","Padang","·","Jalan Gunung Merapi, Perumnas Jalan Ciremai Raya No.54 Kecapi","Segera tutup","· 21.00 · Buka Sel pukul 11.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqrPHdYBaCuXQ9lSXWkyaY84DUo1C45ZPbSuosV2nyYql5_pchdgk4kjS7WhZDUbKm3g_zEk0_avW2-mPcrsDfBqSk_N_xvST4PvlitmB2fViW3f0RjqtfAd-NGf14tDZpgZfUPg=w189-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan padangya enak banget sumpah murah lagi...""","","","","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Kawan+Lamo+Siliwangi/data=!4m7!3m6!1s0x2e6ee39ae0e9d5c7:0xa878cd392726b111!8m2!3d-6.7053483!4d108.5576328!16s%2Fg%2F11gjhczjvs!19sChIJx9Xp4Jrjbi4REbEmJznNeKg?authuser=0&hl=id&rclk=1","Rumah Makan Padang Kawan Lamo Siliwangi","4,6","(117)","·","Rp 25–50 rb","Padang","·","Depan Hotel, Sidodadi, Jl. Siliwangi No.97","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEs45DvLXHtLCO0np8SQbsWSkj_polKSwrsa-jDwiIrYzZ2CjBm6jdsEMuRVVyfr73-MggvfDRphvJY22_F1UEjBgYhcDMI5-5eMP2yJl1Zph-87uDdz3OdCY_AprI0AsazFKs=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan padangnya lumayan enak dan harganya standart""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnamhjemp2cxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qpn4aZXiKbiNnesP_PursQ8&ei=qpn4aZXiKbiNnesP_PursQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Restoran+Sederhana+Masakan+Padang+%28SA%29/data=!4m7!3m6!1s0x2e6ee26923d62c41:0x3b473149258cf2ec!8m2!3d-6.710753!4d108.5561151!16s%2Fg%2F1yf_9mq67!19sChIJQSzWI2nibi4R7PKMJUkxRzs?authuser=0&hl=id&rclk=1","Restoran Sederhana Masakan Padang (SA)","4,4","(2.546)","·","Rp 25–50 rb","Padang","·","Jl. Kartini No.28","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7eDpoivHJlVSJcqvRFBePsVHaaM9q1TUZ5DStGGwFEG9HVd4OAgOSRVjbeEOYmgwMOqNO2j8GsSw4lQT904cdumg5rMdCwSrTmvuHht3GjaiEeoINN-Q0SiWwd4I1-qCWp01-=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam pop, perkedel kentang, rendang, sayur daun singkong & sambalnya 👍👍👍""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXlmXzltcTY3GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qpn4aZXiKbiNnesP_PursQ8&ei=qpn4aZXiKbiNnesP_PursQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/RM.+Gunung+Sago+Uni+Lena+Masakan+Padang/data=!4m7!3m6!1s0x2e6f1dd14f550a27:0x9a788c90b8cd848f!8m2!3d-6.7608367!4d108.5316818!16s%2Fg%2F11c58nk7dn!19sChIJJwpVT9Edby4Rj4TNuJCMeJo?authuser=0&hl=id&rclk=1","RM. Gunung Sago Uni Lena Masakan Padang","3,2","(30)","","","Padang","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHieAY7Jix0eDKp_d-O8j6fmEIuR9gG28IeZmVQ8ghOw2d-lSBSEZWf54gMnJLALmSJrz6v7TTouVAsbyusgXsBkbBawj-SJfPLJ3elMMwaNC3Dr0nFwxYD3z0irQwWN74jHKGV=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Direkomendasikan""","","","","","","","Jl. Jenderal Sudirman No.236",""
"https://www.google.com/maps/place/Cirebon+Makmur+Rumah+Makan/data=!4m7!3m6!1s0x2e6f1dfb9fb105af:0xc4cc5c4fb88b0fd2!8m2!3d-6.7363494!4d108.5298728!16s%2Fg%2F1hc72n16n!19sChIJrwWxn_sdby4R0g-LuE9czMQ?authuser=0&hl=id&rclk=1","Cirebon Makmur Rumah Makan","4,6","(5)","","","Padang","·","Jl. Perjuangan No.10","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEX8iOi0DCqpfI0PJpCmcEq_E3cgHsVpXVn2LtP9i6vUG4XoWpCmXFiNvi6bU7fPnqtrAFdpnwCp-eXmnGLOkWLxIgmVBhltSENK_tZRIZK2AttE2ho1uBGY7_uzwAEGauZ7ITb=w80-h142-k-no","","Makan di tempat","Bawa pulang","","","","","","","·"
"https://www.google.com/maps/place/Rumah+Makan+Salero/data=!4m7!3m6!1s0x2e6f1d9229703e3f:0x9d4937d2848ba132!8m2!3d-6.7403934!4d108.5514877!16s%2Fg%2F1hm659gz_!19sChIJPz5wKZIdby4RMqGLhNI3SZ0?authuser=0&hl=id&rclk=1","Rumah Makan Salero","4,5","(14)","","","Padang","·","Jl. Ahmad Yani No.27","Buka","· Tutup pukul 00.00","https://lh4.googleusercontent.com/exj0bQ7MCFp-nB-LCN6Sohpq9XkUCUoxFohJaapHlZcQRkyjWxRfbt91SQapeQuY=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","","","","","·"
"https://www.google.com/maps/place/Famili+Kapau/data=!4m7!3m6!1s0x2e6f1e76a35866df:0xad6b1cbd07f131f3!8m2!3d-6.7553485!4d108.5176877!16s%2Fg%2F11bc7t4grx!19sChIJ32ZYo3Yeby4R8zHxB70ca60?authuser=0&hl=id&rclk=1","Famili Kapau","4,6","(89)","·","Rp 25–50 rb","Padang","·","·","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdNWUFA6tgYSK-1FHdrfbp5PI8swVjVgl5C_o8qtw8dWPmact2cmJCIGGKUcO-P43hJLiJhBlrvkDDzPwpzGRoIBhVvLfByIcNnKI-toVrxOYVpAcl4l70-ME2fake=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tersedia rendang, soto","padang",", menu ayam, daging cincang dll.""","","","","","Jl. Jembatan Merah No.28",""
"https://www.google.com/maps/place/RM.+Takana+Juo/data=!4m7!3m6!1s0x2e6f1dbed1f80aa7:0xc418e388fba47c31!8m2!3d-6.753066!4d108.5500125!16s%2Fg%2F11b6d21v7g!19sChIJpwr40b4dby4RMXyk-4jjGMQ?authuser=0&hl=id&rclk=1","RM. Takana Juo","4,3","(32)","","","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWtVTZwLogVNnr1Mll33mBV7kAkxBx4FMxYUWLDhPbZbBy4FXlY0IkTxtWsgtOFR-ZzvinofH72UsDrf234d40wSDs_zALy5CfZz3iUWBqGnXeXacZdMwqhIhRY5WEIB3nN-5kbA=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","","","","Jl. Pramuka No.15","·"
"https://www.google.com/maps/place/Rumah+Makan+Padang+Sari+Elok/data=!4m7!3m6!1s0x2e6f1de687448add:0xd4821f93639963cb!8m2!3d-6.7407959!4d108.5520001!16s%2Fg%2F11f6xwfv68!19sChIJ3YpEh-Ydby4Ry2OZY5MfgtQ?authuser=0&hl=id&rclk=1","Rumah Makan Padang Sari Elok","4,1","(13)","","","Restoran","·","Jl. Angkasa Raya No.1","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIFbjSwOcfp7eyal10Z2Juv6GlXgVND45iXM6H5MgirjlQLbE7GKRaWHkCUPgYHx3TQmwSDW5YONOlUHsPNlaY3jTaZ3L6ieF3x2NCdoI0o3Pph-WND20tXvMbhYYc9fHGpG8=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi rendang enak dan daging empuk, cuman harga perlu di chek ulang.""","","","","","","","",""
