"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","M4A5Cf","ah5Ghc 2"
"https://www.google.com/maps/place/Tong+Tji+Tea+House+-+Cirebon+Super+Block+Mall/data=!4m7!3m6!1s0x2e6ee3aac9afe073:0x87e83834a48e79f9!8m2!3d-6.7185926!4d108.549719!16s%2Fg%2F11g18v9rn9!19sChIJc-Cvyarjbi4R-XmOpDQ46Ic?authuser=0&hl=id&rclk=1","Tong Tji Tea House - Cirebon Super Block Mall","4,7","(1.418)","·","Rp 50–75 rb","Restoran","","","","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFd7sIx8eGgZvqgrwo8SUKcm_nx5Q4_rQvoU5LrDGBbIosKfou34bCSyHAnrZOt2NRhzLLgmbotCsHo7_eFapHUs03NokqlGZEK4Mh7BWLUaYT4Pf3jAB55xgaIhvuUxyFUEag=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman, makanan enak, service dan pelayanan baik sekali""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnMTh2OXJuORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XZn4aenUMN-RseMP063eiAE&ei=XZn4aenUMN-RseMP063eiAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Bang+JT+-+Empal+Gentong%2FAsem+dan+Kopi+Luwak+Liar+100%25+Arabika+Gayo/data=!4m7!3m6!1s0x2e6ee26c0ad2ed79:0xc146e22d70e9f473!8m2!3d-6.7125803!4d108.5506355!16s%2Fg%2F11c453s25d!19sChIJee3SCmzibi4Rc_TpcC3iRsE?authuser=0&hl=id&rclk=1","Bang JT - Empal Gentong/Asem dan Kopi Luwak Liar 100% Arabika Gayo","4,3","(896)","·","Rp 25–50 rb","Rumah Makan","·","","·","Jl. DR. Cipto Mangunkusumo No.4B","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECefWuqW_3fRODuzKrVIZu5iRt2NZRoEjZy5EIogcRLnDgIelV8JCrb6hzeqSA5VxwJ71tzF_GykW2_Ct0mbMng35KDJULmJAro5jahwQzFD8IkBcsSmDGOumTTLEEr7cVs9z3=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada sate ayam juga nasi goreng spasial pakai rempah.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNDUzczI1ZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XZn4aenUMN-RseMP063eiAE&ei=XZn4aenUMN-RseMP063eiAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/RM.+Pariaman+Perjuangan/data=!4m7!3m6!1s0x2e6f1d79539b2d01:0x14ba99124e1706b5!8m2!3d-6.7357056!4d108.5352833!16s%2Fg%2F11g0tls_84!19sChIJAS2bU3kdby4RtQYXThKZuhQ?authuser=0&hl=id&rclk=1","RM. Pariaman Perjuangan","4,7","(76)","·","Rp 1–25.000","Padang","·","","Jl. Perjuangan No.17","","Tutup","· Buka Sel pukul 10.00","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah dan Enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnMHRsc184NBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XZn4aenUMN-RseMP063eiAE&ei=XZn4aenUMN-RseMP063eiAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Ketoprak+Kandang+Perahu/data=!4m7!3m6!1s0x2e6f1d4d2433c495:0x30ac59cecbef24f1!8m2!3d-6.7379614!4d108.5359288!16s%2Fg%2F11sj73dbsy!19sChIJlcQzJE0dby4R8STvy85ZrDA?authuser=0&hl=id&rclk=1","Ketoprak Kandang Perahu","5,0","(1)","","","Brunch","·","","·","7G6P+R93, Jl. Terusan Sekar Kemuning","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFN5SSatVOM5u1pStEEIBa5dZqKAK0ysaSsTY7vfUxHqunRm0D0sgkkgIFAbldX3C-EJBJGEvl0OpshzRCvVTRuShDPwr0NB1hStWokgbr7UfBhZYkxQkEMevaLpHkSBQ20PzBW=w122-h92-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Warung+Nasi+Mamah+Ijal/data=!4m7!3m6!1s0x2e6f1dad971571b1:0xcff2d678f66384a5!8m2!3d-6.7382163!4d108.5364767!16s%2Fg%2F11y8mwdv9z!19sChIJsXEVl60dby4RpYRj9njW8s8?authuser=0&hl=id&rclk=1","Warung Nasi Mamah Ijal","5,0","(3)","","","Nasi","·","","Jl. Kandang Perahu, RT.03/RW.11","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3yBcs54SZNovQ98q0C7k5vRD3CDuhYB30ni_Ty1q55iQQasxHiLtQENW9exEh_DQNMhp5eKmeffgC-HLeOD9zO5VHDoNulhSopKuigEdej4vKoO5NFyArDvrlQIiIfq4HucI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gorengan sedep Mantap""","","","","",""
"https://www.google.com/maps/place/Kangkung+Bakar+Cirebon/data=!4m7!3m6!1s0x2e6ee3fe4a98df6f:0x4e849c6c37427122!8m2!3d-6.7146516!4d108.5513231!16s%2Fg%2F11wxpfdjsz!19sChIJb9-YSv7jbi4RInFCN2ychE4?authuser=0&hl=id&rclk=1","Kangkung Bakar Cirebon","4,9","(827)","·","Rp 25–50 rb","Restoran","·","","Jl. DR. Cipto Mangunkusumo No.54","","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECbZvBP8oYaRswWVxBafCtwKNTptS3VzNFa_ETvZBgddH5_fagUFypD-7EnCSS4e1p4qZG0dO2ZiSci83ylyrNHLS84Qm343OTH2Sq9pxVKHZOIY8Refjwol9GheZYZqcYPNmu=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman full ac, makanan enak dan lengkap, harga oke""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3eHBmZGpzehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XZn4aenUMN-RseMP063eiAE&ei=XZn4aenUMN-RseMP063eiAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Rm.+prima+Rasa/data=!4m7!3m6!1s0x2e6f1d00785d7d05:0x1ab3da679592bb56!8m2!3d-6.7419904!4d108.5412325!16s%2Fg%2F11x0c5qy1h!19sChIJBX1deAAdby4RVruSlWfasxo?authuser=0&hl=id&rclk=1","Rm. prima Rasa","5,0","(10)","","","Indonesia","·","","·","7G5R+6F5, Jl. Terusan Sekar Kemuning","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGj7ZM5tq0uMcm_DfcyjzWJPmWiGi-jDuE4HLpnX6W5HRGtic5bjpyWD198tP7bfd6OS8aGpEZSLkWR7RGTGHYZd_v3xKpGze76aIasPERRkUHxEbB7Qs9rBugKCC5uTKmID3jUcdy9wH_H=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantap, masakannya enak semua harga terjangkau porsinya banyak😍""","","","","",""
"https://www.google.com/maps/place/Ayam+Kremes+Monggo+Mampir/data=!4m7!3m6!1s0x2e6f1ddf2e6f6dc7:0x8baebd3812956c63!8m2!3d-6.7375902!4d108.5344814!16s%2Fg%2F11kf9mvq_l!19sChIJx21vLt8dby4RY2yVEji9ros?authuser=0&hl=id&rclk=1","Ayam Kremes Monggo Mampir","5,0","(1)","","","Restoran","·","","Jl. Kandang Perahu","","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrLE_Yj6l5Z0FwbimW121REJdnzT_ItdHUl7wZGiA44iRhZYnYKl8yRuHZAhHldlb59UlF6XxrKyFNwTgl5nCjSAwYGikYBb_xjZVKmuzaJikHeBsIA5GcIssKIE9hPVaCqxvKCg=w80-h106-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Magna+Resto+Cirebon/data=!4m7!3m6!1s0x2e6ee262ccea82a7:0xb5711dda14fff6f7!8m2!3d-6.7159757!4d108.5673727!16s%2Fg%2F1hm53ft69!19sChIJp4LqzGLibi4R9_b_FNodcbU?authuser=0&hl=id&rclk=1","Magna Resto Cirebon","4,4","(802)","·","$$","China","·","","7HM8+JWC, Jl. Bahagia No.45-47","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGpftFp2SKlzuH6d4dTnMTQCm_h_Lz409bZtgn7Mzv7woGOKGgEkik0rmoHpAnaXW3ZiTYCxxHloNH_Rn0RQ9nCImx-PbcvpeQaG0YGPxXt5ENezNOeElD83bRATiOfKPrIe_OHA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kailan beef enak
Mie goreng seafood enak bgt.""","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Dendeng+Balado+Irgi/data=!4m7!3m6!1s0x2e6f1dde72adc0d3:0x8ef55c3fda92c0cd!8m2!3d-6.7357671!4d108.5336552!16s%2Fg%2F11ghpn376j!19sChIJ08Ctct4dby4RzcCS2j9c9Y4?authuser=0&hl=id&rclk=1","Rumah Makan Padang Dendeng Balado Irgi","4,4","(15)","","","Rumah Makan","·","","·","Depan UIN SBER SYEKH NURJATI, Jl. Perjuangan","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpVpTASnFGX_f6dXvTpLjjRTkQcuq6B-Ik1CZL4PXPk-qxC4ade_DNqyShMOTrv9m67OY5DnIcZsRWH0MT3BEsFWYSWgmsmWlCwXWtRy2gVAzZ52pjyKVF6lENA1J811oXck0n=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakannya enak2, harganya standar.""","","","","",""
"https://www.google.com/maps/place/Xiang+Wei+Ge+%E6%B9%98%E5%91%B3%E9%98%81/data=!4m7!3m6!1s0x2e6ee30b68bc6765:0xd5eb021e044109ef!8m2!3d-6.713519!4d108.5504142!16s%2Fg%2F11tdqs2xnn!19sChIJZWe8aAvjbi4R7wlBBB4C69U?authuser=0&hl=id&rclk=1","Xiang Wei Ge 湘味阁","4,6","(58)","","","China","·","","Gedung Perbelanjaan Gunungsari Trade Centre (GTC, Jl. DR. Cipto Mangunkusumo No.1","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEemDlXdeKR65QLCnPeHV8LkRkqK3du2YYddKXmV9ew0_8UbSKgQ1oHvf-dQOuY2lnv9_yjdTL51McnjldrErRKleGRbapKVL7YcTPnoNkiMIhT39XT1pgu5mKIZY_OkTdJzt4=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi goreng babi benar-benar enak.""","","","","",""
"https://www.google.com/maps/place/Bakso+Cirebon+Selera+Bang+Abas/data=!4m7!3m6!1s0x2e6f1dfb02282695:0x82ca35b56b0a6e7f!8m2!3d-6.7365912!4d108.5314718!16s%2Fg%2F11c58q_s2f!19sChIJlSYoAvsdby4Rf24Ka7U1yoI?authuser=0&hl=id&rclk=1","Bakso Cirebon Selera Bang Abas","4,6","(58)","·","Rp 1–25.000","Bakso","·","","·","7G7J+9H9, Jl. Kandang Perahu","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHd1-eFu6Nu4DccUb_jLpcg4UjUpyM2aD9KjYNR1d8h9FCNK91rNlb11jxrjTxeh5erl9Wpv9-C_Fz5B-2LyEj7Ym156XXpe-p-ggcNq-0Hz0iqYmiQRdYqZ8JkfdygD7fEx9Vz=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah dan enak""","","","","",""
"https://www.google.com/maps/place/EAT+SANS/data=!4m7!3m6!1s0x2e6f1d2b4f0a7373:0x23aabc1d6e4afb74!8m2!3d-6.7424982!4d108.5411208!16s%2Fg%2F11jqht9rs_!19sChIJc3MKTysdby4RdPtKbh28qiM?authuser=0&hl=id&rclk=1","EAT SANS","4,9","(61)","·","Rp 1–25.000","Restoran","·","","Jl. Evakuasi No.52","","Tutup","· Buka Sel pukul 07.45","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGA2OI9PwcmXUzk814i1BGuXKBb1K3u8QsiP65Xd6DzByQfP_n0JxA0b76tn1RctaDX4L9YmfzMIRAjnXaR-XEHeQK1Uxhs00MqtbC7P-Su8-1-ENhENprkUAksEciG-AOck2FcTQ=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak, harga bersahabat, letak strategis, menu variatif.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqcWh0OXJzXxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZJn4acHZB7GhnesPpufYsQY&ei=ZJn4acHZB7GhnesPpufYsQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/RM.+BADAMI/data=!4m7!3m6!1s0x2e6f1dfbaaaaaaab:0xb4373069795b9d08!8m2!3d-6.7363825!4d108.5303069!16s%2Fg%2F11qgg72hc9!19sChIJq6qqqvsdby4RCJ1beWkwN7Q?authuser=0&hl=id&rclk=1","RM. BADAMI","4,6","(42)","·","Rp 1–25.000","Restoran","·","","·","7G7J+C4V, Jl. Perjuangan, RT.01/RW.06","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/zeuiFyfYOqnRANaM1ccSpkiCbDR3ZUD6TPvAKMfgn0M5d0zagQjmY9l1qGPk3O33FA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kadang kesini untuk beli laukannya aja...""","","","","",""
"https://www.google.com/maps/place/Seblak+Perjuangan/data=!4m7!3m6!1s0x2e6f1d514e81c927:0x2fc1bdb1af0d019c!8m2!3d-6.7354812!4d108.5345954!16s%2Fg%2F11gj74t87l!19sChIJJ8mBTlEdby4RnAENr7G9wS8?authuser=0&hl=id&rclk=1","Seblak Perjuangan","4,6","(61)","·","Rp 1–25.000","Seblak","·","","·","7G7M+RR5, Jl. Perjuangan","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVTCzE6PKBqiA7lacbsfbVtsU557gX6FqrA49Wk1tNrwzYk1j0MTcMbGiBWoiYUxPzvUltcglLLW6vZfMjWzRu5vRLoGazU2ND9jiamQKkmvCZWXSLJTqvBG-CUpRHHeektg3bEA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak seblaknyaa""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnajc0dDg3bBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZJn4acHZB7GhnesPpufYsQY&ei=ZJn4acHZB7GhnesPpufYsQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Ojolll/data=!4m7!3m6!1s0x2e6f1df01815aae1:0xb659ff5fb8ba4217!8m2!3d-6.737969!4d108.5359237!16s%2Fg%2F11mk11kyzn!19sChIJ4aoVGPAdby4RF0K6uF__WbY?authuser=0&hl=id&rclk=1","Ojolll","4,0","(5)","","","Restoran","·","","Jl. Terusan Sekar Kemuning","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XsWRrUDKjZ3A_E_diuLVwQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=65.5003&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lumayan untuk nongkrong sambil minum kopi""","","","","",""
"https://www.google.com/maps/place/Warteg+Jaya+Tegal+Ahar/data=!4m7!3m6!1s0x2e6f1def8628278f:0xe95d497d505636ec!8m2!3d-6.7405751!4d108.534649!16s%2Fg%2F11g3z00d7r!19sChIJjycohu8dby4R7DZWUH1JXek?authuser=0&hl=id&rclk=1","Warteg Jaya Tegal Ahar","5,0","(1)","","","Tegal","·","","·","7G5M+QV6, Jl. Terusan Sekar Kemuning","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eWqu92tMW07B3o1lKmLHEw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=285.2558&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/RM.+Minang+Setia+1/data=!4m7!3m6!1s0x2e6f1d5bb6cd3b1d:0x9c325ab7bb8b1706!8m2!3d-6.7351366!4d108.534788!16s%2Fg%2F11gjw_q4sm!19sChIJHTvNtlsdby4RBheLu7daMpw?authuser=0&hl=id&rclk=1","RM. Minang Setia 1","4,6","(16)","","","Padang","·","","·","Perjuangan jln. Yudhasari 2 Kel karya mulya Terusan stadion Bima","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh5.googleusercontent.com/znXjm6hB3uD71DQrmK3weklsXZlPxG4aAFu_DrPTAC4Ejohw7fUFBKPzmi3N0Zvu=w122-h92-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Ayam+penyet+mang+ude/data=!4m7!3m6!1s0x2e6f1dcf78a4c613:0x52fe81e0920919c3!8m2!3d-6.7356203!4d108.5325773!16s%2Fg%2F11f_1rt663!19sChIJE8akeM8dby4RwxkJkuCB_lI?authuser=0&hl=id&rclk=1","Ayam penyet mang ude","4,7","(78)","","","Ayam Penyet","·","","·","Jl.perjuangan ruko PDK","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFy8lLwhCTXCgu8rybdI0UT4ZqOqHAVMSHGFQCESH41wzL69WPOBg1i3UETR1aLvcj4j5PswShzIvtgsmeS-5FwP43sE1Qf4i-iH2yqqw13ofNmaL3ysD7CCsmAwEU0udifiKHf=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak dan murah""","","","","",""
"https://www.google.com/maps/place/Richeese+Factory+Cirebon/data=!4m7!3m6!1s0x2e6ee27251decaf7:0xf2df5e0a72558bf9!8m2!3d-6.7243499!4d108.5500889!16s%2Fg%2F1pzt4535y!19sChIJ98reUXLibi4R-YtVcgpe3_I?authuser=0&hl=id&rclk=1","Richeese Factory Cirebon","4,4","(5.107)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. DR. Cipto Mangunkusumo No.162","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGh9KXNAO7upZ0SRAB9p819VXdkhgIIrDAm35nAdMvvvxus39BbQyiAgwYeDdDL85qnklQqeM1liWKkCEK3nDFIhhvNcOADp-893YJxqHKzIPA_RGARApInW0G2o_a0byhPGrHS=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat makan asik, rasa pedes saos Lavanya juga enak""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB6dDQ1MzV5GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZJn4acHZB7GhnesPpufYsQY&ei=ZJn4acHZB7GhnesPpufYsQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Telur+Gulung+Zea/data=!4m7!3m6!1s0x2e6f1dceccdc9789:0xd30be3e028c85747!8m2!3d-6.737967!4d108.5356234!16s%2Fg%2F11h8h9j254!19sChIJiZfczM4dby4RR1fIKODjC9M?authuser=0&hl=id&rclk=1","Telur Gulung Zea","3,4","(7)","","","Restoran","·","","Jl. Kandang Perahu","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFg0PBk2hGJ5QH3t4B392l7vSNuk_ljvisI6DX3-fb-j1AFIGGI-Nw86oE1foX2fkjmxNSYXE3EUHs3OwSDWxBRsa6VDtUy5YfY6IOEqL7jIHOkvo2GUf2I0Q8of6LqKyg5-HVRtg=w203-h92-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Lidah+Mertua+Nasi+Mie+Pedas+-+Cipto/data=!4m7!3m6!1s0x2e6ee30025df0fd1:0xcb68c158562f4926!8m2!3d-6.7258347!4d108.550113!16s%2Fg%2F11ycjltw0w!19sChIJ0Q_fJQDjbi4RJkkvVljBaMs?authuser=0&hl=id&rclk=1","Lidah Mertua Nasi Mie Pedas - Cipto","4,9","(53)","·","Rp 25–50 rb","Indonesia","·","","7HF2+M28","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMr3_Y1HEfQempeu-ZP4shNV-Mz5NIyjolRdfhfhCiBHXUENxAwtJ_W705DXM-Wy3clWCOATWBaDNh78yPEHwIWkJtm9VMtmGXkc0UF-RiOwgYASBVqekWiGLKMtRxiKRvvYDDk1nsSlmJ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nyaman dan bersih makanan nya enak banget""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5Y2psdHcwdxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZJn4acHZB7GhnesPpufYsQY&ei=ZJn4acHZB7GhnesPpufYsQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Rumah+Makan+Minang+Mandiri/data=!4m7!3m6!1s0x2e6f1d8daf96e235:0xb2d15d87b415d1c2!8m2!3d-6.7361051!4d108.5499387!16s%2Fg%2F11b6dpw5x6!19sChIJNeKWr40dby4RwtEVtIdd0bI?authuser=0&hl=id&rclk=1","Rumah Makan Minang Mandiri","4,6","(245)","·","Rp 1–25.000","Padang","·","","·","Jl. DR. Cipto Mangunkusumo No.79","Buka","· Tutup pukul 04.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdel4JjGbPy3h0xqVbNx8KTEVyffoen6OKxKV_J6So8k7c8EMSy-ZqFBSiHyIiU3_wWBkZpmQG1QrIGIcXERh2vNrYq4FyWvsGKpEmUe6Oy1s0YrC965958CMbL84SX8mPPPpJ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ditambah nasi,ayam,sambelnya BEHH MANTAP.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmRwdzV4NhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZJn4acHZB7GhnesPpufYsQY&ei=ZJn4acHZB7GhnesPpufYsQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/%28Home+base+%29+BUNDA+ASMA%27+SNACK/data=!4m7!3m6!1s0x2e6f1d2b515ad2a5:0xac199f952b00e6d3!8m2!3d-6.7399916!4d108.5341739!16s%2Fg%2F11fwhc_qds!19sChIJpdJaUSsdby4R0-YAK5WfGaw?authuser=0&hl=id&rclk=1","(Home base ) BUNDA ASMA' SNACK","5,0","(1)","","","Restoran","·","","Jl. Terusan Sekar Kemuning Gg. Mawar No.29, RT.02/RW.03","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgywx5uirm8M6LpbrnSK3d3tcMNQJlWJnNUyLYWa5_-8BRlq1qo5Ur2I8FzVqXiqUoIIPS-MB8aj7gaI0naYLCTkEFR9sR5dEyTwF8tSLg3OZNZnVdtY30-CDXE-jTJ1I3uYHlLnHjYBEu=w122-h92-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Bakso+Malang+Bromo+Perjuangan/data=!4m7!3m6!1s0x2e6f1d4dce812eb3:0x787424a1d5fc3e85!8m2!3d-6.7354241!4d108.5344898!16s%2Fg%2F11v68m6dbb!19sChIJsy6Bzk0dby4RhT781aEkdHg?authuser=0&hl=id&rclk=1","Bakso Malang Bromo Perjuangan","4,5","(26)","·","Rp 1–25.000","Bakso","·","","Jl. Perjuangan No.21-4","","Segera tutup","· 20.30 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1n2SB-WJ-1duT5LrnDN6LpEy5JORs1vg1Mzqlh0ol-R0C6YsAkYiklGWThjCu_Dp3tRq92LFpZK7yYQZJwMyt2CZdEJWxU1F8lfFlNlYSqtbuu7tiY8QcSBmmSmoJPB6TezK_=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat dan penyajian bersih, nyaman makan disana, staff nya juga banyak.""","","","","",""
