"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","M4A5Cf"
"https://www.google.com/maps/place/KEDAI+MARISINI/data=!4m7!3m6!1s0x2e6f1d30ef093d95:0x7ee2b1709b92a659!8m2!3d-6.7458343!4d108.5400223!16s%2Fg%2F11pgz8hxfj!19sChIJlT0J7zAdby4RWaaSm3Cx4n4?authuser=0&hl=id&rclk=1","KEDAI MARISINI","5,0","(5)","","","Kedai Kopi","·","7G3R+M26, Jl. Kalitanjung","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9FJ8heIVFMN-fQZZ-S2O70q9UUxHVj_staglK4omcRnn4YSdqSDqHLFFujYbs_ywJyw3pJNbMOiV-Z8_7_g-3M8J5UdmfWnoQF7fPIVfdFm5aarPumLBE31ip5_H7EyHWVGRPQA=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Nasi+Lengko+%28ibu+Mukti%29/data=!4m7!3m6!1s0x2e6f1dd3113ae3cf:0x8411907e04453844!8m2!3d-6.7374947!4d108.5369207!16s%2Fg%2F11lgcmzkyy!19sChIJz-M6EdMdby4RRDhFBH6QEYQ?authuser=0&hl=id&rclk=1","Kedai Nasi Lengko (ibu Mukti)","5,0","(4)","","","Restoran","·","7G7P+2Q3","Buka","· Tutup pukul 21.00","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ini deket kosan pak uri""","",""
"https://www.google.com/maps/place/KEDAI+WENING/data=!4m7!3m6!1s0x2e6f1d461714025d:0xd2ae1ce784b9c0bb!8m2!3d-6.729099!4d108.536754!16s%2Fg%2F11rqxv7h6d!19sChIJXQIUF0Ydby4Ru8C5hOccrtI?authuser=0&hl=id&rclk=1","KEDAI WENING","5,0","(3)","","","Dapur Umum","·","7GCP+7GV","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_RVJe1MmJI3Lj8MId_brGegjpGuuiB7Ppa0bPZd1Obu5boEGFDoIsKkJ_92-riWDh_UDA0T_6qq7CEsUGS_Wfz_v3IJiKagusSBBF4tkLty_6fKxbvMrEYizJSK9t8x7juf_Axw=w122-h92-k-no","","","",""
"https://www.google.com/maps/place/Toko+Kopi+Rusa+Jantan/data=!4m7!3m6!1s0x2e6ee3ad6bf79e01:0xcd67b740a35d25a6!8m2!3d-6.7217688!4d108.5557044!16s%2Fg%2F11v57gp7fh!19sChIJAZ73a63jbi4RpiVdo0C3Z80?authuser=0&hl=id&rclk=1","Toko Kopi Rusa Jantan","4,4","(212)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Kedondong Gg. Durian No.11A","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1R1etf-uYPfCYiuCluiRnBvMaM7KIzxGkxuX-CO027lMOmcG9nc0UKzRmfHeFVnDmT-u5M1VthJ2Jgm2v6elE0E_B0JEZhtJbFaFGQOoh6-p3vdYeb7QXECfXqKrI97gK8ESaFeR0RAEz=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya
Lontong cap gomeh 5/5 untuk harga 25K porsi pas ayam sesuai.""","",""
"https://www.google.com/maps/place/Kedai+Kopi+Hitam+Legam/data=!4m7!3m6!1s0x2e6ee3d88c1f6b61:0xf5d2c174556f212d!8m2!3d-6.7434085!4d108.523081!16s%2Fg%2F11h79w1qjv!19sChIJYWsfjNjjbi4RLSFvVXTB0vU?authuser=0&hl=id&rclk=1","Kedai Kopi Hitam Legam","4,9","(21)","","","Kedai Kopi","·","Jl. Majasem No.107","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaoZ8lBhb4l0kk23xJQBi8w9Yu-a5hjrEDzPf04H3Py3Kb_UOoRPDxn_KqBmXqhEPwve7L0FeQcCbhioBFn4d5TUuVq-tn6Eb8cMsoSVGK8Cpk6CJUo_E52MjAMOdoH-QMC-kbgA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopi mantap.""","",""
"https://www.google.com/maps/place/Kedai+Keeta/data=!4m7!3m6!1s0x2e6f1d0027880d17:0xdbb3f6bee2e19e01!8m2!3d-6.7354731!4d108.5356572!16s%2Fg%2F11wv_lncmv!19sChIJFw2IJwAdby4RAZ7h4r72s9s?authuser=0&hl=id&rclk=1","Kedai Keeta","5,0","(1)","","","Brunch","·","7G7P+R78, Jl. Perjuangan","Tutup","· Buka Sel pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0EH43zezXl7mj5GcXZ69tA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=59.50314&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak makanan nya""","",""
"https://www.google.com/maps/place/Kedai+Rafa/data=!4m7!3m6!1s0x2e6f1d2e7ed8cdfd:0xb2c02da81ae9016c!8m2!3d-6.7389768!4d108.5388148!16s%2Fg%2F11s6trcqrf!19sChIJ_c3Yfi4dby4RbAHpGqgtwLI?authuser=0&hl=id&rclk=1","Kedai Rafa","5,0","(5)","","","Kedai Kopi","·","Jl. Kandang Perahu gg jati No.42","Tutup","· Buka Sel pukul 09.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAELw5kBg36Ud-GvGnj2KeeGNuR4y_BXqtjXWjcMnI6F8NgsQvCqE6AnnGg5OwwEgrJR_SqncnaKL9jBS1ENzenkiBWUUg_BEOdYMz7DheCGjR-OmXawpbnbYmQXWDVTdsWiYngG=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramah dan enak makanannya..""","",""
"https://www.google.com/maps/place/Kedai+Tenggo/data=!4m7!3m6!1s0x2e6f1d8d084da37b:0xdb421fdd4b55c4ed!8m2!3d-6.7364532!4d108.5490024!16s%2Fg%2F11c1wjs30n!19sChIJe6NNCI0dby4R7cRVS90fQts?authuser=0&hl=id&rclk=1","Kedai Tenggo","4,6","(1.510)","·","Rp 25–50 rb","Kafe","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAErsbhoxe__gM5QdMMiZzBnpzEcsZsmM8SCJpEvlDtCicQHEG32_V1b9-0Zh8n-WLjumenk6by0C7Lv12qHkaXJOC-4JGw7gaWXZ5cBBj884ZEbe9BjoT_iddXPpg9VjiFGVfqLjg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak-enak dan harganya juga terjangkau.""","",""
"https://www.google.com/maps/place/Kedai+%22Bude+Sherly%22/data=!4m7!3m6!1s0x2e6f1d0063384f27:0xd4b2e3f800a43665!8m2!3d-6.7403866!4d108.5346689!16s%2Fg%2F11y34l0jyp!19sChIJJ084YwAdby4RZTakAPjjstQ?authuser=0&hl=id&rclk=1","Kedai ""Bude Sherly""","","","","","Brunch","·","Perumahan Astapada Bestari, Blk. D No.19, RT.02/RW.05","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qp1_r5b5zAF5MIBxHEsUtQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=291.04572&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+depur+bima/data=!4m7!3m6!1s0x2e6f1d4c0b6296cb:0xfcc7731c040bc844!8m2!3d-6.7313406!4d108.5359522!16s%2Fg%2F11vf6sps9v!19sChIJy5ZiC0wdby4RRMgLBBxzx_w?authuser=0&hl=id&rclk=1","Kedai depur bima","4,0","(1)","","","Rumah Makan","·","Belakang skate park, Depan merpati putih, Jl. Yudhasari II","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHV4J1xp9M_IkDrLyePRyZML7gMSomu1xazuwveOYAhnfT3gN5fZa4j3UiVWN1b93qyRnHUaoWs7ubjCfn6N2NGPWaebk-_jtrptnERa2MBZhvcsUrZxq2eTz0tWyJ38Ym1PYja=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman tempatnya cocok buat santai""","",""
"https://www.google.com/maps/place/Kedai+Lesehan+Umi%26Abi/data=!4m7!3m6!1s0x2e6f1d67461eb167:0xdf7c58e76dda0d58!8m2!3d-6.734965!4d108.5328258!16s%2Fg%2F11g1sb350p!19sChIJZ7EeRmcdby4RWA3abedYfN8?authuser=0&hl=id&rclk=1","Kedai Lesehan Umi&Abi","5,0","(4)","","","Rumah Makan","·","Jalan perjuangan komplek PDK no 52A, Karyamulya, Kesambi","Segera tutup","· 20.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFwZKplvB_gRn_INx2q4WWWNz2JU25ol83Sjzo8JzocRE9mQjyMGGeRPz5r_qhDcDMXqmTrFladzymPmrJK89qAwsG0PsE5GL4ovykzDLD1KXVfBvv52LmShrDl9lAcrdcH9xlgQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak enak, pelayanan besttt""","",""
"https://www.google.com/maps/place/Kedai+es+coklat+mantep/data=!4m7!3m6!1s0x2e6f1d417528ff3d:0x1f78b5670e339868!8m2!3d-6.7355844!4d108.5320155!16s%2Fg%2F11sdnjn07x!19sChIJPf8odUEdby4RaJgzDme1eB8?authuser=0&hl=id&rclk=1","Kedai es coklat mantep","5,0","(5)","","","Kafe Coklat","·","7G7J+QR6 Pascasarjana Iain Syekh Nurjati","Buka","· Tutup Sel pukul 04.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRNz0VUb81-dav4unkbZVUIFk9SD6gSRwLxwOzDBuBvmrb3CbMtoaQ5ng2goeku3FRZ9Yb6QDEqqV5I-vnSUB8N9cu2QNnQslSliqkvAa4fTII3NLX6dWpX3EaCOOEO7DAibvk=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Es coklat ya enak
Harga ya bersahabat""","",""
"https://www.google.com/maps/place/Kedai+F/data=!4m7!3m6!1s0x2e6f1deddc4ea0f3:0x5ce16502acde6501!8m2!3d-6.7285234!4d108.5387226!16s%2Fg%2F11rpqct3_g!19sChIJ86BO3O0dby4RAWXerAJl4Vw?authuser=0&hl=id&rclk=1","Kedai F","5,0","(4)","","","Kedai Kopi","·","7GCQ+HFX, Komplek stadion bima","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGY_n5k37N_JlPPBoYAvC_W0v69KPGLMJCFoZSFRMqiJQoLBa9sYGclvQTN_9Qb3GfF5CyuLdUU5EAiFl17Ftx3WyZBg0oVsR2Nl6IkmRLTQzMtNeTLvoMoAOjQFSSSfoz0TFqH=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+umi+affandi/data=!4m7!3m6!1s0x2e6f1d4c7e84d569:0xc4821da557393b09!8m2!3d-6.7431142!4d108.5459486!16s%2Fg%2F11h_fs7yh7!19sChIJadWEfkwdby4RCTs5V6UdgsQ?authuser=0&hl=id&rclk=1","Kedai umi affandi","4,2","(45)","·","Rp 1–25.000","Restoran","","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECv_xjT5gnzUkKwMo9RS1-qgwglRqsEixJHS14ZS_wlrMuR8oFCL6Ivc0ERJ46AGzg_LSFxy4dZvkki0rXgn6Io0PvuEpWW4WfDV0cDlXi6ezee7tXOLicLYV_0L0DkgCTHIwa=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pokok nya gk nyesel order di","kedai",""
"https://www.google.com/maps/place/Kedai+Mamah+Nunung/data=!4m7!3m6!1s0x2e6f1d52c33f8711:0x4893b28c26638fb3!8m2!3d-6.7318984!4d108.5358645!16s%2Fg%2F11grc6vcyd!19sChIJEYc_w1Idby4Rs49jJoyyk0g?authuser=0&hl=id&rclk=1","Kedai Mamah Nunung","5,0","(2)","","","Restoran","·","7G9P+68X, Jl. Yudhasari II","Buka 24 jam","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tCJmIcv-s_ChyTzwXNPXcQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=200.22432&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Bu+Lilis/data=!4m7!3m6!1s0x2e6f1dbe2cef8e0b:0x4de8172580da29e9!8m2!3d-6.7317894!4d108.5359735!16s%2Fg%2F11h396cwmr!19sChIJC47vLL4dby4R6SnagCUX6E0?authuser=0&hl=id&rclk=1","Kedai Bu Lilis","5,0","(1)","","","Kafe","","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHW3rTBDsGBPLpsV8ZNxhGtHQBrT4XNI8yqouHVbA-fqR37s6Ve0K_cF7rGPG3BkQN3wccdHjJtPbpRYvfMLXfNIeaBfVqQhN8NK-HeaF99MfB4o6zbAgKyGdr59NUhMiBSJ88J=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat enak buat  nongkrong abis kuliah plus makanannya jg murah mulah""","",""
"https://www.google.com/maps/place/Kedai+MM/data=!4m7!3m6!1s0x2e6f1dc351f5a809:0xcad50353e63ea772!8m2!3d-6.7335113!4d108.5455813!16s%2Fg%2F11gjm8ldbc!19sChIJCaj1UcMdby4Rcqc-5lMD1co?authuser=0&hl=id&rclk=1","Kedai MM","5,0","(3)","","","Brunch","·","Jl. Karang Jalak","Buka","· Tutup Sel pukul 09.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAgptIDYyZb3fv9KqhShx32AisrJCiV9T68JHqVChNZO8PPTkDDgA7ap_iDoYjY5pivYC8i8p3sXZC-VAYBCxsJkJvLpI9sDaNvSfEUGkGw4AY9eEcnW-npoCF28UHTGNnk3tc=w139-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Co.Flock/data=!4m7!3m6!1s0x2e6f1d9eba06bf9f:0x45de2206c37fd476!8m2!3d-6.7292582!4d108.5361406!16s%2Fg%2F11ncfmb2vz!19sChIJn78Gup4dby4RdtR_wwYi3kU?authuser=0&hl=id&rclk=1","Kedai Co.Flock","4,5","(2)","","","Kafe","·","7GCP+7FR, Bima Stadion","Buka","· Tutup pukul 23.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wgN1YqUgpYa8BMH1UkYoGA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=5.151961&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Karasu+Koffie/data=!4m7!3m6!1s0x2e6f1d0057014e67:0x74fd9414ed00875f!8m2!3d-6.7301411!4d108.5514012!16s%2Fg%2F11w9ybhsqn!19sChIJZ04BVwAdby4RX4cA7RSU_XQ?authuser=0&hl=id&rclk=1","Karasu Koffie","4,9","(40)","·","Rp 25–50 rb","Kedai Kopi","·","Gg. Makmur No.210","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRS6c62yBLI7-33-4Uc5eCHzQIljIDM5ePCc6f9Ycqrc8j3-KNYZT2pP5FNnS5EdWC9ixcJ44VaivzmLS65V8ez-yWtqpKVvsHvToOgnCNWdEdgQqUSVYV9ruWJL5GiYvmmD-FUE-o1W5T=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Homey banget tempat nya, makanan sama kopi nya juga enak banget♥️""","",""
"https://www.google.com/maps/place/Kedai+Zarin/data=!4m7!3m6!1s0x2e6f1d0012ab33b9:0xf749c4db4da1bc9b!8m2!3d-6.7402703!4d108.5401499!16s%2Fg%2F11mstrwbcq!19sChIJuTOrEgAdby4Rm7yhTdvESfc?authuser=0&hl=id&rclk=1","Kedai Zarin","","","","","Kedai Kopi","·","Jl. Kandang Perahu No.18","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fKuuPw4h8gDnc1uSHQ31oA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=272.44824&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+LARIS/data=!4m7!3m6!1s0x2e6f1d9e2f79ba1b:0x9de117f5bb99aad2!8m2!3d-6.7295896!4d108.5351648!16s%2Fg%2F11frscgz2k!19sChIJG7p5L54dby4R0qqZu_UX4Z0?authuser=0&hl=id&rclk=1","Kedai LARIS","2,7","(3)","","","Kafe","·","7GCP+537, Bima Stadion","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXII_8HWiHH5Nul_12vJFbiUM-3SkZzWRgVNxUQ485BLyU1G6aSCm8JnENmJR4GF5lViURk6X9dir-zrEJEvn0sLYSX6vPyVuLw8om4yY62iHX9Llv7SljDKvQfJR6YtG3H-OG=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Loka/data=!4m7!3m6!1s0x2e6f1d007add6a85:0xe69a660b716a62fc!8m2!3d-6.7358113!4d108.5446439!16s%2Fg%2F11mdfvp1gd!19sChIJhWrdegAdby4R_GJqcQtmmuY?authuser=0&hl=id&rclk=1","Kedai Loka","5,0","(2)","","","Kedai Kopi","·","Jl. Sunyaragi Taman sari VI No.10","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhr2V14w1cc0ID0-XOwLrGqjhsZBajFSXN-GTbW82HlUrhgZt5M9GZJ2rieKdREmjWdvO9YOQYrmsTZAH87_lnc3s96fGupvsCj1d8Hxs9nB3plNw1XgLcl_CNWZvm9m6RY1d4IAx3aPz9=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya enak, murah jugaa, pelayanan sopan dan santun""","",""
"https://www.google.com/maps/place/kedai+99/data=!4m7!3m6!1s0x2e6f1dc91fb60157:0xdddeed46dfe982fa!8m2!3d-6.7293808!4d108.5464571!16s%2Fg%2F11ghpdd7pw!19sChIJVwG2H8kdby4R-oLp30bt3t0?authuser=0&hl=id&rclk=1","kedai 99","5,0","(4)","","","Restoran","·","7GCW+6HW","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZEFG0a5D8M3oEjCco0HPkUTbbhFfEnlIcJC4b6NfQWyCaSgly_FLUB_6Pa9pG0qDoZuIWghIsPc4W_O4FQ6BuA0H20zeYunhfysN5LpgjAFu1iBOeuoOZCu6-xWjrXmb_mQswCw=w163-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Akang+Krismon/data=!4m7!3m6!1s0x2e6f1db396bb9e1f:0xe6782d464178ce74!8m2!3d-6.7364419!4d108.5444663!16s%2Fg%2F11ptnfbx8b!19sChIJH567lrMdby4RdM54QUYteOY?authuser=0&hl=id&rclk=1","Kedai Akang Krismon","4,5","(4)","","","Kedai Kopi","·","Jl. Sunyaragi No.79","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVf-DJH2zHfGilZ5i0zvg91TzRLQCIOJ8XDOfJFSUpyhxj_0JyqKREKDgY5ughGbHRR0TPgm-bYW5NF32MBiS5dN85lbWY8Tz6Rsyrm3Xpx0M4Augg9iOTuwrtLtpwgLJ8gcxp=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Kopi+WB/data=!4m7!3m6!1s0x2e6f1d6f9e42b78b:0x397e7f09a0aa80b1!8m2!3d-6.7485787!4d108.5324329!16s%2Fg%2F11lh5147zf!19sChIJi7dCnm8dby4RsYCqoAl_fjk?authuser=0&hl=id&rclk=1","Kedai Kopi WB","5,0","(5)","","","Kedai Kopi","·","Jl. Guppi","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2tifeTIfG4YiPa6FkdcYYk8_rKvzoBWQeFOnr89f2P_7WTemClCVB0ym_PsaqcZZhzYfEcyYj-jnOKxGDkEcOQ76KsnRtMwhTPmRhmoXNNpqnhN2kB4ubgSSXhveVQijOV2sWow=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+mabar/data=!4m7!3m6!1s0x2e6f1df556b5f1c9:0xaa397149ae5ad60c!8m2!3d-6.7420108!4d108.5317824!16s%2Fg%2F11yml0_n3w!19sChIJyfG1VvUdby4RDNZarklxOao?authuser=0&hl=id&rclk=1","Kedai mabar","","","","","Kedai Teh","·","Btn, Jl. Nusa Endah","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EvOUTdACICKem4gGF6E2TA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=260.61255&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Sangrila/data=!4m7!3m6!1s0x2e6f1df652dd0985:0x887e6edcbaf7cff0!8m2!3d-6.7406774!4d108.523504!16s%2Fg%2F11c12pf8mz!19sChIJhQndUvYdby4R8M_3utxufog?authuser=0&hl=id&rclk=1","Kedai Sangrila","4,3","(118)","·","Rp 25–50 rb","Rumah Makan","·","·","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmwVRYoxS9ec11uItSYNY8R0Ld52XZWqLKLd6ZFTVy54v2AggO-N6hyWmDt7M6OneOyvhyXEPQ6xlHaHIMOY-ubtudU5L7fdC2M_tCgkDmp6QXEbRIga3R6_4QH1lwOtGUDVAF3Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa makanannya mantap dan recommended banget 👍""","",""
"https://www.google.com/maps/place/Kedai+SALAM/data=!4m7!3m6!1s0x2e6f1d00683c5f8f:0x477c7bda80636006!8m2!3d-6.7291011!4d108.529642!16s%2Fg%2F11xkhsyf1y!19sChIJj188aAAdby4RBmBjgNp7fEc?authuser=0&hl=id&rclk=1","Kedai SALAM","","","","","Kedai Kopi","·","Jl. Sabrang Indah No.24, RT.2/RW.04","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHK8WX40FkgtfRGe_qyPVO6qxSL7WQXB9p_2uBa_kNBgmXnuRjy142OVj4dHCP0ovr-BZfSNcGRyo2DYwzZMZiQy6Hz4bU8bxfhlCBS5Z5QEbauN7E8L1c9vKxLMFQSjA1eQiz78KVOMyQ=w80-h106-k-no","","Makan di tempat","Ambil di tepi jalan","·"
"https://www.google.com/maps/place/Kedai+106/data=!4m7!3m6!1s0x2e6f1dd6cf7784e5:0x45dadb257fcabe67!8m2!3d-6.7324635!4d108.5509774!16s%2Fg%2F11sqkt8kcr!19sChIJ5YR3z9Ydby4RZ77KfyXb2kU?authuser=0&hl=id&rclk=1","Kedai 106","4,7","(3)","","","Dapur Umum","·","Jl. DR. Cipto Mangunkusumo Mawar 2 No.106 B, RT.004/RW.003","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXTNKnnzH9yoC5wkPe2wwPR3_0AgCl9nm7sV8XWFpeUUQKRp4GgqfkcebFn1sYy0I_p4TlDb-GTa7FXiZ_6yePWbddJF1QajN_0SGcGh0WIFRUyZi4avNTL5ms5oeApnXZS1XNPA=w163-h92-k-no","","","",""
"https://www.google.com/maps/place/Kedai+Arsy/data=!4m7!3m6!1s0x2e6f1ded1eb356bf:0x22d4bfd5965e52!8m2!3d-6.7443416!4d108.545239!16s%2Fg%2F11sfr6qzwb!19sChIJv1azHu0dby4RUl6W1b_UIgA?authuser=0&hl=id&rclk=1","Kedai Arsy","5,0","(2)","","","Kedai Kopi","·","7G4W+739","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkR_WQmejczOV6aK6gKcoPs5p1xbsH1Ky1KYE1CVPjXDekJJAw1MvVRMED5XBEsB5HMcnIn2E_KsqTS0rmLMnPSBtGGZsxzkbagkex67yldQQcBkKODopvOWNSCDNFxcCIeflQkg=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Mama+Azizah/data=!4m7!3m6!1s0x2e6f1d0048771213:0xb24d8692faad5e10!8m2!3d-6.73726!4d108.5253467!16s%2Fg%2F11vjwh3z4b!19sChIJExJ3SAAdby4REF6t-pKGTbI?authuser=0&hl=id&rclk=1","Kedai Mama Azizah","4,5","(2)","","","Indonesia","·","7G7G+34X, Jalan Perjuangan, Kampung Jl. Kayuwalang, RT.04/RW.07","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGwJ1jR1ysqHX-Pe9PFSeBn_im-T9DnFfx8AUBrFuxCoLfJuDtwVxUQLif-pFDK4-1_BukGmxeZGWNHERCZIo4gYGtH4SMJ0l-Xuz5u71gdffJy8lJCvZC3xfa2pGdChCUDiUqdA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi uduk cuma 5000""","",""
"https://www.google.com/maps/place/Kedai+iga+mercon+mang+eja/data=!4m7!3m6!1s0x2e6f1d00510060fb:0xc3cd5cd32ddbd321!8m2!3d-6.7358649!4d108.5444452!16s%2Fg%2F11wnmt6jy3!19sChIJ-2AAUQAdby4RIdPbLdNczcM?authuser=0&hl=id&rclk=1","Kedai iga mercon mang eja","5,0","(4)","","","Indonesia","·","Gg. Taman Sari VII No.18","Buka","· Tutup Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbgjKEF5CstmupPVf1xFKsqqkTbzMPanN5kEHK4MnCL_VvY7PPcH7X-Z25RgTLLWuEaKBne2u5g8z7YUxDsVIzVsRdky80b6DN8F6POYhvm-mz4pWoA7c59c4M3oEktAUC6ymrNj1II7k=w163-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Delisa/data=!4m7!3m6!1s0x2e6ee39b7c8c64e5:0x96be8af08b188130!8m2!3d-6.715797!4d108.5412795!16s%2Fg%2F11n73qlh47!19sChIJ5WSMfJvjbi4RMIEYi_CKvpY?authuser=0&hl=id&rclk=1","Kedai Delisa","4,8","(15)","","","Rumah Makan","·","Jl. Sutawinangun No.133","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaj8l5h7LHAYrZ8UncsuilPudo3ACYB47WqrqufmlnfFP7dAYw6AozDne2t0Nar6r3Nv6H7yemt1ZLFRUyGL9A-mM0vO5mhS9eZ3jUOjL0wrLy9iHqHT9HK2Vwn9gW5QZ9x9-a=w80-h106-k-no","","Makan di tempat","Drive-through","·"
"https://www.google.com/maps/place/Kedai+Cendana/data=!4m7!3m6!1s0x2e6f1de1388b7b29:0xaa206859c7f571b3!8m2!3d-6.7391795!4d108.5313966!16s%2Fg%2F11v13lzv4l!19sChIJKXuLOOEdby4Rs3H1x1loIKo?authuser=0&hl=id&rclk=1","Kedai Cendana","","","","","Brunch","·","Jl Cendana I Blok E 36 GSP, Griya Sunyaragi Permai","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGw8G8gMNvovyqtnXZ-38yfhhKnIe2Rwdn8lUuuEMO3TM0j1Hy33sPkCi__bMamUZHDTU8ZX_TonP89iz8H75RuasbH-INgFeenVYooJCIiZLJObAFIe_dLFnQp6nGtpYy-nBSQ=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
