"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/P%26G.mart/data=!4m7!3m6!1s0x2e6f1d70b640525d:0x98f5331793e3f50e!8m2!3d-6.7398599!4d108.5390046!16s%2Fg%2F11tf99c6qc!19sChIJXVJAtnAdby4RDvXjkxcz9Zg?authuser=0&hl=id&rclk=1","P&G.mart","5,0","(1)","Minimarket","·","","7G6Q+2JR, Gg. Nahkoda I","·","Buka","· Tutup pukul 23.30","","0858-4671-2021","","Rute","","","","",""
"https://www.google.com/maps/place/Alfamart+Majasem/data=!4m7!3m6!1s0x2e6f1dfb7513da2f:0x6b17207c63730f8c!8m2!3d-6.7363817!4d108.529934!16s%2Fg%2F11bzrpr1b5!19sChIJL9oTdfsdby4RjA9zY3wgF2s?authuser=0&hl=id&rclk=1","Alfamart Majasem","3,2","(42)","Minimarket","·","","·","Jl. Perjuangan, Jl. Majasem Kel No.10, RT.01/RW.05","Buka","· Tutup pukul 22.00","·","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak promo""","","",""
"https://www.google.com/maps/place/Toko+Khasna-qua/data=!4m7!3m6!1s0x2e6f1df082f033f3:0x8fb7fc756345cfdd!8m2!3d-6.7350911!4d108.5348411!16s%2Fg%2F11bc7qvpsn!19sChIJ8zPwgvAdby4R3c9FY3X8t48?authuser=0&hl=id&rclk=1","Toko Khasna-qua","","","Minimarket","·","","Jl. Perjuangan No.19","","","","","0821-1633-3353","","Rute","","","","",""
"https://www.google.com/maps/place/Tunas+Bahari/data=!4m7!3m6!1s0x2e6f1de5c2f24443:0xda0ee4df1b41d3ee!8m2!3d-6.7432!4d108.532878!16s%2Fg%2F11c1vjqm1n!19sChIJQ0TywuUdby4R7tNBG9_kDto?authuser=0&hl=id&rclk=1","Tunas Bahari","2,0","(2)","Minimarket","·","","·","7G4M+P56 Komp, Jl. Mega Nusa Endah Jl. Mega Endah","Segera tutup","· 21.00 · Buka Sel pukul 07.00","·","0857-4166-1313","","Rute","","Pesan antar","","",""
"https://www.google.com/maps/place/Idolaku+Majasem/data=!4m7!3m6!1s0x2e6f1dfb0b2be389:0x1bafd493af9f46ac!8m2!3d-6.736348!4d108.5300832!16s%2Fg%2F11f540yykx!19sChIJieMrC_sdby4RrEafr5PUrxs?authuser=0&hl=id&rclk=1","Idolaku Majasem","4,8","(439)","Minimarket","·","","·","Jl. Perjuangan Jl. Majasem No.3","Segera tutup","· 21.00 · Buka Sel pukul 09.00","·","0896-2296-1680","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barang nya lengkap,murah,worth it""","","",""
"https://www.google.com/maps/place/Toko+H.+Maman/data=!4m7!3m6!1s0x2e6f1def5e3f8d07:0x1c0a821337039983!8m2!3d-6.7424577!4d108.5346608!16s%2Fg%2F11c1vm49s2!19sChIJB40_Xu8dby4Rg5kDNxOCChw?authuser=0&hl=id&rclk=1","Toko H. Maman","4,5","(14)","Minimarket","·","","·","7G4M+WR7, Jl. Terusan Sekar Kemuning No.1","Tutup","· Buka Sel pukul 08.00","·","0881-7819-201","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramah bintang 5""","","",""
"https://www.google.com/maps/place/Alfamart+Kandang+Perahu/data=!4m7!3m6!1s0x2e6f1d00380f9891:0x16a918e07e3c6be5!8m2!3d-6.7395095!4d108.5404248!16s%2Fg%2F11vwqw7p44!19sChIJkZgPOAAdby4R5Ws8fuAYqRY?authuser=0&hl=id&rclk=1","Alfamart Kandang Perahu","4,8","(10)","Minimarket","·","","Jl. Kandang Perahu No.kel","","Buka","· Tutup pukul 22.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat memuaskan pelayanannya, jadi pengen balik lgi buat belanja""","","",""
"https://www.google.com/maps/place/Indomaret+Perjuangan+2/data=!4m7!3m6!1s0x2e6f1dfb70450c9d:0x28cbc5c498b5c26f!8m2!3d-6.7372723!4d108.5276832!16s%2Fg%2F1pzs730h_!19sChIJnQxFcPsdby4Rb8K1mMTFyyg?authuser=0&hl=id&rclk=1","Indomaret Perjuangan 2","4,1","(43)","Minimarket","·","","·","Buka","7G7H+33V, Jl. Perjuangan, RT.001/RW.11","· Tutup pukul 22.00","·","(0231) 3766991","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Promonya tiap minggu, super seru""","http://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/warung+bunda+nok/data=!4m7!3m6!1s0x2e6f1d3fa5d9f84d:0xad49575952c8130e!8m2!3d-6.7397529!4d108.5389254!16s%2Fg%2F11gjw07d7q!19sChIJTfjZpT8dby4RDhPIUllXSa0?authuser=0&hl=id&rclk=1","warung bunda nok","5,0","(4)","Minimarket","·","","7G6Q+3HV, Gg. Nahkoda I","","Buka","· Tutup pukul 22.00","","","","Rute","","","","",""
"https://www.google.com/maps/place/Toko+Berkah/data=!4m7!3m6!1s0x2e6f1dfd72a72ea9:0x4a1ce260c02611bc!8m2!3d-6.7400409!4d108.5401287!16s%2Fg%2F11c55qkv8d!19sChIJqS6ncv0dby4RvBEmwGDiHEo?authuser=0&hl=id&rclk=1","Toko Berkah","5,0","(3)","Minimarket","·","","Jl. Kandang Perahu Gg. Masjid No.11","·","Buka","· Tutup pukul 22.00","","0895-6175-38633","","Rute","","","","",""
"https://www.google.com/maps/place/Indomaret+Fresh+Evakuasi/data=!4m7!3m6!1s0x2e6f1deda134b151:0xc8cb4fcf439f440f!8m2!3d-6.7399119!4d108.5428568!16s%2Fg%2F11bc7nhwtw!19sChIJUbE0oe0dby4RD0SfQ89Py8g?authuser=0&hl=id&rclk=1","Indomaret Fresh Evakuasi","3,7","(64)","Minimarket","·","","·","Buka 24 jam","Jl. Evakuasi No.9","","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Roti Say Bread Polo coklat roti favorit, ada Point Coffee juga.""","http://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Warung+Ayati/data=!4m7!3m6!1s0x2e6f1dd29518aa95:0x65159eb4a55f4efb!8m2!3d-6.7430018!4d108.5336329!16s%2Fg%2F11g0_q2pfd!19sChIJlaoYldIdby4R-05fpbSeFWU?authuser=0&hl=id&rclk=1","Warung Ayati","","","Minimarket","·","","Gg. Pandan No.11, RT.03/RW.03","","","","","0857-5977-5515","","Rute","","","","",""
"https://www.google.com/maps/place/Alfamart+Sunyaragi/data=!4m7!3m6!1s0x2e6f1d92dee3c505:0x8e8b67c338dcaf62!8m2!3d-6.7389585!4d108.5433014!16s%2Fg%2F1hm6lfdf0!19sChIJBcXj3pIdby4RYq_cOMNni44?authuser=0&hl=id&rclk=1","Alfamart Sunyaragi","4,4","(253)","Minimarket","·","","·","7G6V+C87, Jl. Evakuasi","Buka","· Tutup pukul 22.00","·","0815-8505-3476","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","",""
"https://www.google.com/maps/place/Warung+Rosazza/data=!4m7!3m6!1s0x2e6f1dff3743bdf7:0xdf8dd978ed3d1760!8m2!3d-6.7429324!4d108.5332969!16s%2Fg%2F11w2x9bhy4!19sChIJ971DN_8dby4RYBc97XjZjd8?authuser=0&hl=id&rclk=1","Warung Rosazza","5,0","(4)","Minimarket","·","","Jl. Mega Nusa Endah No.Raya","","Tutup","· Buka Sel pukul 07.00","","","","Rute","","","","",""
"https://www.google.com/maps/place/KOST+PUTRI+H.SYARIF/data=!4m7!3m6!1s0x2e6f1d0049fdf7bb:0xae72df22c183647f!8m2!3d-6.7377524!4d108.5351485!16s%2Fg%2F11y77v5s4q!19sChIJu_f9SQAdby4Rf2SDwSLfcq4?authuser=0&hl=id&rclk=1","KOST PUTRI H.SYARIF","5,0","(2)","Hostel","·","","Jl. Kandang Perahu No.32, RT.01/RW.11","","","","","0813-1319-9625","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""dekat kampus iain, ugj, ikmi, untag,","","",""
"https://www.google.com/maps/place/Alfamart+Perjuangan/data=!4m7!3m6!1s0x2e6f1de12df436bf:0x64b52af6a40c7617!8m2!3d-6.7460565!4d108.528217!16s%2Fg%2F11f3ykx3vc!19sChIJvzb0LeEdby4RF3YMpPYqtWQ?authuser=0&hl=id&rclk=1","Alfamart Perjuangan","4,4","(120)","Minimarket","·","","·","Jl.Raya Perjuangan Rt 02 Rw 10 Kel.Karyamulya, Ds","Buka","· Tutup pukul 22.00","·","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gerai","","",""
"https://www.google.com/maps/place/Agen+Mega+Endah+Cirebon+-+Sari+Roti/data=!4m7!3m6!1s0x2e6f1de5fadbf641:0xf6e30e613ca7065f!8m2!3d-6.7432555!4d108.5337671!16s%2Fg%2F11d_vcf8g1!19sChIJQfbb-uUdby4RXwanPGEO4_Y?authuser=0&hl=id&rclk=1","Agen Mega Endah Cirebon - Sari Roti","3,8","(11)","Minimarket","·","","7G4M+MGR","","Tutup","· Buka Sel pukul 07.00","","","","Rute","","","","",""
"https://www.google.com/maps/place/ASSUNNAH+mart/data=!4m7!3m6!1s0x2e6f1de62b3ca5a7:0x101da662c8de1baa!8m2!3d-6.7462479!4d108.5341773!16s%2Fg%2F11bzrhgtyf!19sChIJp6U8K-Ydby4RqhveyGKmHRA?authuser=0&hl=id&rclk=1","ASSUNNAH mart","4,8","(109)","Minimarket","·","","·","Jl. Kalitanjung No.52 B","Segera tutup","· 21.00 · Buka Sel pukul 06.30","·","0817-428-037","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","",""
"https://www.google.com/maps/place/TOKO+AL-JAYA/data=!4m7!3m6!1s0x2e6f1d007fa5ddd7:0x846e602785dddea3!8m2!3d-6.7447175!4d108.5280866!16s%2Fg%2F11nc10qcxx!19sChIJ192lfwAdby4Ro97dhSdgboQ?authuser=0&hl=id&rclk=1","TOKO AL-JAYA","5,0","(1)","Minimarket","·","","7G4H+468, Jl. Saladara","","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Memuaskan harga grosir murah bangeeet""","","",""
"https://www.google.com/maps/place/Apotek+Kita+Farma/data=!4m7!3m6!1s0x2e6f1dfb06e5061b:0x1fbd067a854ef014!8m2!3d-6.7357151!4d108.5344501!16s%2Fg%2F1hdzblbzs!19sChIJGwblBvsdby4RFPBOhXoGvR8?authuser=0&hl=id&rclk=1","Apotek Kita Farma","4,0","(23)","Apotek","·","","Jl. Perjuangan No.15A","·","Tutup","· Buka Sel pukul 08.00","","(0231) 490216","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap, pelayanan ramah, parkir luas, tempatnya nyaman dan bersih""","","",""
"https://www.google.com/maps/place/Alfamart+Kalitanjung./data=!4m7!3m6!1s0x2e6f1de7cf61e1ff:0x66f08526b1e00542!8m2!3d-6.7461946!4d108.539481!16s%2Fg%2F1hf04jxsg!19sChIJ_-Fhz-cdby4RQgXgsSaF8GY?authuser=0&hl=id&rclk=1","Alfamart Kalitanjung.","4,0","(37)","Minimarket","·","","·","Jl. Kalitanjung No.60 RT 001/04","Buka 24 jam","","·","(0231) 487955","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","",""
"https://www.google.com/maps/place/Indomaret+Kalitanjung/data=!4m7!3m6!1s0x2e6f1d84207642b7:0xec09d6274cced948!8m2!3d-6.7470315!4d108.5386871!16s%2Fg%2F11qgjng_b9!19sChIJt0J2IIQdby4RSNnOTCfWCew?authuser=0&hl=id&rclk=1","Indomaret Kalitanjung","4,4","(56)","Minimarket","·","","Jl. Kalitanjung No.31","Buka 24 jam","·","","","0896-6312-1970","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga terjangkau akses jalan mudah dan nyaman""","http://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/SQ+Mart/data=!4m7!3m6!1s0x2e6f1d7f9116ec17:0x9219b08cf30eb9b6!8m2!3d-6.7424214!4d108.5405622!16s%2Fg%2F11lmhf39kl!19sChIJF-wWkX8dby4RtrkO84ywGZI?authuser=0&hl=id&rclk=1","SQ Mart","5,0","(3)","Minimarket","·","","Jl. Terusan Sekar Kemuning Kecamatan No.5, RT.001/RW.013","·","Tutup","· Buka Sel pukul 07.30","","0851-7520-1627","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Belanja sekalian menyalurkan harta nya untuk pendidikan""","","",""
"https://www.google.com/maps/place/Toko+Dea/data=!4m7!3m6!1s0x2e6f1deeab22e6ad:0x4fc6fb2300c8d8cf!8m2!3d-6.7448497!4d108.5391846!16s%2Fg%2F11c58wzysj!19sChIJreYiq-4dby4Rz9jIACP7xk8?authuser=0&hl=id&rclk=1","Toko Dea","5,0","(1)","Minimarket","·","","7G4Q+3M7, Jl. Evakuasi","·","Buka","· Tutup pukul 00.00","","0896-5535-8513","","Rute","","","","",""
"https://www.google.com/maps/place/Alfamart+Taman+Sari/data=!4m7!3m6!1s0x2e6f1df2db0e7833:0x50167222e061cf0d!8m2!3d-6.7359925!4d108.5451261!16s%2Fg%2F1hm6jxkx1!19sChIJM3gO2_Idby4RDc9h4CJyFlA?authuser=0&hl=id&rclk=1","Alfamart Taman Sari","3,3","(26)","Minimarket","·","","·","Jl.Raya Gg. Taman Sari I, RT.01/RW.02","Buka","· Tutup pukul 22.00","·","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alfamart yang lengkappl""","","",""
"https://www.google.com/maps/place/Alfamart+Kalikoa/data=!4m7!3m6!1s0x2e6f1d0fec38148b:0x9070f742ffa58cc7!8m2!3d-6.7295299!4d108.5255345!16s%2Fg%2F11l4w4vn8s!19sChIJixQ47A8dby4Rx4yl_0L3cJA?authuser=0&hl=id&rclk=1","Alfamart Kalikoa","4,3","(141)","Minimarket","·","","·","7GCG+45G, Jl. Raya Kalikoa","Buka","· Tutup pukul 22.00","·","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Deket rumah, jd enak kl butuh apaan gampang, pake member nambah point deh""","","",""
"https://www.google.com/maps/place/Indomaret+Saladara+No.20+A-C/data=!4m7!3m6!1s0x2e6f1d9c321909ad:0x103b91a9b8a08e14!8m2!3d-6.7445079!4d108.5248931!16s%2Fg%2F11tx1rr5s4!19sChIJrQkZMpwdby4RFI6guKmROxA?authuser=0&hl=id&rclk=1","Indomaret Saladara No.20 A-C","3,1","(10)","Minimarket","·","","Jl. Saladara No.66a","Buka","","· Tutup pukul 22.00","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toko rapi dan bersih, pelayanan ramah""","http://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Indomaret+Sunyaragi/data=!4m7!3m6!1s0x2e6f1df2d2431273:0xd3131d01204f55c2!8m2!3d-6.7363225!4d108.5460614!16s%2Fg%2F1hm35t44y!19sChIJcxJD0vIdby4RwlVPIAEdE9M?authuser=0&hl=id&rclk=1","Indomaret Sunyaragi","4,3","(204)","Minimarket","·","","·","Buka","Jl. Sunyaragi No.29","· Tutup pukul 22.00","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cocok banyak jajanan di sekitar Indomaret""","http://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Alfamart+Pemuda+Raya/data=!4m7!3m6!1s0x2e6f1d002d4ae535:0x199f74a4d9f2ee2b!8m2!3d-6.7298013!4d108.5441303!16s%2Fg%2F11x1jksqvp!19sChIJNeVKLQAdby4RK-7y2aR0nxk?authuser=0&hl=id&rclk=1","Alfamart Pemuda Raya","4,3","(17)","Minimarket","·","","Jl. Pemuda Raya No.12","","Buka 24 jam","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di Alfamart pemuda sini, karyawannya yang saya acungin 👍🏻 pokoknya.""","","",""
"https://www.google.com/maps/place/Toko+H.+Yaomin/data=!4m7!3m6!1s0x2e6f1deb7564cccb:0x54b259c6dc62252!8m2!3d-6.7446435!4d108.5433671!16s%2Fg%2F11bc7sg6vf!19sChIJy8xkdesdby4RUiLGbZwlSwU?authuser=0&hl=id&rclk=1","Toko H. Yaomin","4,5","(35)","Minimarket","·","","·","Buka 24 jam","Jl. Kanggraksan No.189","","·","0818-0907-3368","","Situs Web","","Belanja di toko","http://www.instagram.com/sabilfadhillah/","","Rute"
"https://www.google.com/maps/place/Alfamart+Harjamukti/data=!4m7!3m6!1s0x2e6f1deb75de3535:0x94deb2093f243670!8m2!3d-6.7447791!4d108.5432952!16s%2Fg%2F11c1xgb6k2!19sChIJNTXedesdby4RcDYkPwmy3pQ?authuser=0&hl=id&rclk=1","Alfamart Harjamukti","4,2","(6)","Minimarket","·","","Jl. Jenderal Sudirman No.187","","Buka","· Tutup Sel pukul 05.30","","","","Rute","","","","",""
"https://www.google.com/maps/place/Bright+Food+and+Drink/data=!4m7!3m6!1s0x2e6f1df4107c7473:0x93cabe5ba4845d13!8m2!3d-6.732521!4d108.541152!16s%2Fg%2F11c55d8wpf!19sChIJc3R8EPQdby4RE12EpFu-ypM?authuser=0&hl=id&rclk=1","Bright Food and Drink","4,5","(6)","Minimarket","·","","7G8R+XFR, Jalan Brigjen Haji Darsono","","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","",""
"https://www.google.com/maps/place/Indomaret+Salam+Raya/data=!4m7!3m6!1s0x2e6f1d49da3e0d29:0x6d316cf8668deaed!8m2!3d-6.7500845!4d108.5243363!16s%2Fg%2F11f5q0wgq1!19sChIJKQ0-2kkdby4R7eqNZvhsMW0?authuser=0&hl=id&rclk=1","Indomaret Salam Raya","4,5","(204)","Minimarket","·","","·","6GXF+XP8","Buka","· Tutup pukul 22.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selalu ada harga promo...""","","",""
"https://www.google.com/maps/place/Toko+Niken/data=!4m7!3m6!1s0x2e6f1de76af9abd5:0x418960832325c86d!8m2!3d-6.7479333!4d108.5295401!16s%2Fg%2F11cs4h_hsc!19sChIJ1av5aucdby4RbcglI4NgiUE?authuser=0&hl=id&rclk=1","Toko Niken","4,0","(2)","Minimarket","·","","Jl. Kalitanjung No.16","·","Buka","· Tutup pukul 22.00","","0853-1565-9776","","Rute","","","","",""
"https://www.google.com/maps/place/Alfamart+Sultan+Ageng+Tirtayasa2/data=!4m7!3m6!1s0x2e6ee1212c8d8303:0x91046b6b0ec463b6!8m2!3d-6.7271761!4d108.5205688!16s%2Fg%2F11l4w3m2j6!19sChIJA4ONLCHhbi4RtmPEDmtrBJE?authuser=0&hl=id&rclk=1","Alfamart Sultan Ageng Tirtayasa2","4,3","(247)","Minimarket","·","","·","Jl. Sultan Ageng Tirtayasa No.2 Ds","Buka","· Tutup pukul 22.00","·","(021) 1500959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya baik dan ramah semua disini Good mba mbanya""","","",""
"https://www.google.com/maps/place/Adi+Rak+Minimarket+Cirebon/data=!4m7!3m6!1s0x2e6f1d7b7751ec9d:0xc4e228b43870a11a!8m2!3d-6.7439489!4d108.5398394!16s%2Fg%2F11l6hrmnj4!19sChIJnexRd3sdby4RGqFwOLQo4sQ?authuser=0&hl=id&rclk=1","Adi Rak Minimarket Cirebon","4,6","(12)","Konsultan","·","","KaryamulyaKesambi, Jalan Evakuasi Kel No.1A, RT./RW/RW.01","Tutup","·","· Buka Sel pukul 08.00","","0855-5959-3979","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rak minimarketnya lengkap, harga murah
Sesuai dengan kebutuhan.""","http://www.adirakminimarket.com/","","Rute"
"https://www.google.com/maps/place/Toko+Eroh%2FBasari/data=!4m7!3m6!1s0x2e6f1e09d323df8b:0x381f58a1c464841!8m2!3d-6.7417338!4d108.5220631!16s%2Fg%2F11g01wp4gx!19sChIJi98j0wkeby4RQUhGHIr1gQM?authuser=0&hl=id&rclk=1","Toko Eroh/Basari","4,5","(13)","Minimarket","·","","·","Jl. Perjuangan Majasem RT.02/RW.08","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0852-2412-2543","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di sini jual sayur, tempe, tahu, kemiri, kerupuk dll.""","","",""
"https://www.google.com/maps/place/Kupumalam/data=!4m7!3m6!1s0x2e6f1d8202748b1f:0x23469ff9730fa81b!8m2!3d-6.7386125!4d108.5445675!16s%2Fg%2F11p59f46l2!19sChIJH4t0AoIdby4RG6gPc_mfRiM?authuser=0&hl=id&rclk=1","Kupumalam","","","Minimarket","·","","Jl. Karang Baru No.52","·","Buka","· Tutup pukul 22.00","","0878-2976-2014","","Rute","","","","",""
"https://www.google.com/maps/place/Indomaret+Penggung/data=!4m7!3m6!1s0x2e6f1d0c1b5ef3f3:0x50ce082a603011ae!8m2!3d-6.7506249!4d108.5404942!16s%2Fg%2F11n1331xzf!19sChIJ8_NeGwwdby4RrhEwYCoIzlA?authuser=0&hl=id&rclk=1","Indomaret Penggung","4,4","(66)","Minimarket","·","","·","Buka 24 jam","Jl. Lap. Udara Jl. Penggung Selatan No.4","","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga display sama harga dikasir beda""","http://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Alfamart+Kanggraksan/data=!4m7!3m6!1s0x2e6f1d9320de3395:0x9eb62d377ff968e!8m2!3d-6.7406243!4d108.5474595!16s%2Fg%2F11dxmk0_r9!19sChIJlTPeIJMdby4Rjpb_d9Ni6wk?authuser=0&hl=id&rclk=1","Alfamart Kanggraksan","3,5","(22)","Minimarket","·","","Jl. Kanggraksan No.29, RT.1/RW.02","·","Buka","· Tutup pukul 22.00","","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lumayan, kasir nya cantik""","","",""
"https://www.google.com/maps/place/Indomaret+Cideng+Jaya/data=!4m7!3m6!1s0x2e6ee2067c8a84a1:0xcacd740fb0ec3123!8m2!3d-6.7238616!4d108.53173!16s%2Fg%2F11cs4h0r15!19sChIJoYSKfAbibi4RIzHssA90zco?authuser=0&hl=id&rclk=1","Indomaret Cideng Jaya","4,3","(251)","Minimarket","·","","·","Buka","Jl. Cideng Jaya, Tuk","· Tutup pukul 22.00","·","(0231) 482083","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman dan pelayanan publiknya bagus""","http://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/SICEPAT+EKSPRESS+CIREBON/data=!4m7!3m6!1s0x2e6f1d14adac77a5:0xfc8b9cc9ee8c4c0a!8m2!3d-6.743628!4d108.5421664!16s%2Fg%2F11yx5ryv2d!19sChIJpXesrRQdby4RCkyM7smci_w?authuser=0&hl=id&rclk=1","SICEPAT EKSPRESS CIREBON","1,0","(2)","Minimarket","·","","Dekat, Gg. Masjid Nurush Shofi","","","","","0852-8596-8559","","Rute","","","","",""
"https://www.google.com/maps/place/Toko+H.+Juju/data=!4m7!3m6!1s0x2e6f1de8684ad9d3:0x7c77d54f95a6bf5!8m2!3d-6.7451545!4d108.5404174!16s%2Fg%2F1hc452l3j!19sChIJ09lKaOgdby4R9Wta-VR9xwc?authuser=0&hl=id&rclk=1","Toko H. Juju","4,8","(12)","Minimarket","·","","·","Jl. Kalitanjung No.31","Tutup","· Buka Sel pukul 06.00","·","(0231) 482404","","Rute","","","","",""
"https://www.google.com/maps/place/Alfamart+Sudirman-Cirebon/data=!4m7!3m6!1s0x2e6f1dc45ea98fa1:0x95b6964c2887098c!8m2!3d-6.7554245!4d108.5378126!16s%2Fg%2F11bzrkv606!19sChIJoY-pXsQdby4RjAmHKEyWtpU?authuser=0&hl=id&rclk=1","Alfamart Sudirman-Cirebon","4,1","(143)","Minimarket","·","","·","Jl. Jenderal Sudirman, RT.05/RW.08","Buka","· Tutup pukul 22.00","·","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Komplen ga diladenin""","","",""
"https://www.google.com/maps/place/Alfamart+Bright+Kesambi/data=!4m7!3m6!1s0x2e6f1d0009f3003b:0x135afa5b73be9321!8m2!3d-6.7383516!4d108.5481981!16s%2Fg%2F11y7w_cpkm!19sChIJOwDzCQAdby4RIZO-c1v6WhM?authuser=0&hl=id&rclk=1","Alfamart Bright Kesambi","3,3","(3)","Minimarket","·","","7G6X+M74, Jl. Kesambi","","Buka","· Tutup pukul 22.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bersih tempat nya""","","",""
"https://www.google.com/maps/place/Alfamart+Penggung/data=!4m7!3m6!1s0x2e6f1dc3e91d402f:0x48f760c86517fc34!8m2!3d-6.7527661!4d108.5393132!16s%2Fg%2F11bzrg_btz!19sChIJL0Ad6cMdby4RNPwXZchg90g?authuser=0&hl=id&rclk=1","Alfamart Penggung","3,9","(31)","Minimarket","·","","Jl.Jend.Sudirman No.05, Jl. Penggung Selatan No.Kel, RT.03/RW.07","·","Buka","· Tutup pukul 22.00","","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Isi e toll disini sebelum masuk tol ciperna, bisa ngopi dulu di teras""","","",""
"https://www.google.com/maps/place/MINI+MARKET/data=!4m7!3m6!1s0x2e6f1d4184bd1851:0x58c3c2cbf819833e!8m2!3d-6.7401497!4d108.5517506!16s%2Fg%2F11f5vdc_t0!19sChIJURi9hEEdby4RPoMZ-MvCw1g?authuser=0&hl=id&rclk=1","MINI MARKET","5,0","(1)","Pusat Perbelanjaan","·","","7H52+WPR, Jl. Ahmad Yani","·","Buka 24 jam","","","0813-2009-0988","","Rute","","","","",""
"https://www.google.com/maps/place/Elteha/data=!4m7!3m6!1s0x2e6f1debc3b6d157:0x6b2f5e010b38bab1!8m2!3d-6.7449323!4d108.5414766!16s%2Fg%2F11c1rfdfcc!19sChIJV9G2w-sdby4Rsbo4CwFeL2s?authuser=0&hl=id&rclk=1","Elteha","4,3","(26)","Minimarket","·","","Jl. Kalitanjung No.27","·","Tutup","· Buka Sel pukul 09.00","","0852-2016-7278","","Rute","","","","",""
"https://www.google.com/maps/place/Toko+Khansa+Cirebon/data=!4m7!3m6!1s0x2e6f1de14932745d:0x309a513571d3cea!8m2!3d-6.7451261!4d108.5279441!16s%2Fg%2F11c1vml3kq!19sChIJXXQySeEdby4R6jwdVxOlCQM?authuser=0&hl=id&rclk=1","Toko Khansa Cirebon","5,0","(4)","Minimarket","·","","Jl. Perjuangan No.47","·","Tutup","· Buka Sel pukul 08.30","","0823-2119-6308","","Rute","","","","",""
"https://www.google.com/maps/place/Toko+H.+Anwar/data=!4m7!3m6!1s0x2e6f1debd808e8af:0xc2769b7965995afd!8m2!3d-6.7452873!4d108.5402341!16s%2Fg%2F1hm5vswhl!19sChIJr-gI2Osdby4R_VqZZXmbdsI?authuser=0&hl=id&rclk=1","Toko H. Anwar","5,0","(7)","Minimarket","·","","·","Jl. Kalitanjung No.12","Tutup","· Buka Sel pukul 05.00","·","0813-2273-7173","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkapzs gingitz""","","",""
