"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Ravidan+Mart/data=!4m7!3m6!1s0x2e6f1df573209653:0xaf06ac71ec93bcbc!8m2!3d-6.7365905!4d108.5182977!16s%2Fg%2F11gv06gr4t!19sChIJU5Ygc_Udby4RvLyT7HGsBq8?authuser=0&hl=id&rclk=1","Ravidan Mart","2,0","(1)","Minimarket","·","","Graha Keandra, Jl. Singgasana No.12B","·","Buka","· Tutup Sel pukul 05.00","","0821-2100-2030","","Rute","","","","",""
"https://www.google.com/maps/place/Alfamart+F025+Kanggraksan/data=!4m7!3m6!1s0x2e6f1decd4047475:0x525ae2578a5667fc!8m2!3d-6.740199!4d108.5478887!16s%2Fg%2F1pzswgwbx!19sChIJdXQE1Owdby4R_GdWilfiWlI?authuser=0&hl=id&rclk=1","Alfamart F025 Kanggraksan","4,0","(2)","Minimarket","·","","Jl. Kanggraksan No.17","·","Buka","· Tutup pukul 22.00","","(0231) 485178","","Rute","","Pesan antar","","",""
"https://www.google.com/maps/place/Toko+Agi/data=!4m7!3m6!1s0x2e6f1de9b40e508f:0x48cd2409681476e9!8m2!3d-6.7472417!4d108.5377885!16s%2Fg%2F11c1vjkwp3!19sChIJj1AOtOkdby4R6XYUaAkkzUg?authuser=0&hl=id&rclk=1","Toko Agi","5,0","(4)","Minimarket","·","","7G3Q+443, Jl. Kalitanjung","·","Tutup","· Buka Sel pukul 08.00","","0896-6065-5659","","Rute","","","","",""
"https://www.google.com/maps/place/Toko+Bunga+Ayu+Rizal/data=!4m7!3m6!1s0x2e6f1debdee6fb95:0xa55e6231acd581ae!8m2!3d-6.7449585!4d108.5405176!16s%2Fg%2F11c1rdh0b8!19sChIJlfvm3usdby4RroHVrDFiXqU?authuser=0&hl=id&rclk=1","Toko Bunga Ayu Rizal","4,7","(6)","Minimarket","·","","Jl. Kalitanjung No.9A, RT.04/RW.3","·","Tutup","· Buka Sel pukul 09.00","","0852-2463-5888","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya kasih bintang 5. Disini emang murah dan LENGKAP cari apa aja ada.""","","",""
"https://www.google.com/maps/place/Alfamart+Kertawinangun/data=!4m7!3m6!1s0x2e6ee205d0af6269:0x9b87df18d9be7a85!8m2!3d-6.7231451!4d108.5321928!16s%2Fg%2F11c58q60bs!19sChIJaWKv0AXibi4RhXq-2Rjfh5s?authuser=0&hl=id&rclk=1","Alfamart Kertawinangun","4,4","(9)","Minimarket","·","","·","Jl. Cideng Jaya Desa, RT.018/RW.004","Buka","· Tutup pukul 22.00","·","1 500 959","","Rute","","Pesan antar","","",""
"https://www.google.com/maps/place/Toko+Hj.+Nana/data=!4m7!3m6!1s0x2e6f1deba8aeff0f:0x155b09e290f8348c!8m2!3d-6.745348!4d108.5430177!16s%2Fg%2F11c1rdgvg8!19sChIJD_-uqOsdby4RjDT4kOIJWxU?authuser=0&hl=id&rclk=1","Toko Hj. Nana","5,0","(3)","Minimarket","·","","7G3V+V66, Jl. Jenderal Sudirman Jl. Ps.","","","","","0853-1778-0465","","Rute","","","","",""
"https://www.google.com/maps/place/Warung+Nok+Tika/data=!4m7!3m6!1s0x2e6f1f53e6eb7585:0x452dde0c796dbb0e!8m2!3d-6.7434879!4d108.5217346!16s%2Fg%2F11qn15wyk7!19sChIJhXXr5lMfby4RDrtteQzeLUU?authuser=0&hl=id&rclk=1","Warung Nok Tika","5,0","(3)","Minimarket","·","","Jl.Sumur Wasiat No. 108, Dusun Desa No.11, RT.02/RW.04","·","Buka","· Tutup pukul 23.00","","0896-9729-5065","","Rute","","","","",""
"https://www.google.com/maps/place/Toko+Murah/data=!4m7!3m6!1s0x2e6f1db09cf3906d:0xc05d78a1d7144d0!8m2!3d-6.730082!4d108.5293164!16s%2Fg%2F11gjxrrsc_!19sChIJbZDznLAdby4R0ERxHYrXBQw?authuser=0&hl=id&rclk=1","Toko Murah","5,0","(1)","Minimarket","·","","7G9H+XP8, Jalan sungai kuantan, RT.01/RW.3","·","Tutup","· Buka Sel pukul 07.00","","0819-4640-1874","","Rute","","","","",""
"https://www.google.com/maps/place/Toko+Plastik+21/data=!4m7!3m6!1s0x2e6f1debbf9560db:0x1111e47e3d28a2a9!8m2!3d-6.7448222!4d108.5419954!16s%2Fg%2F11c55qjh39!19sChIJ22CVv-sdby4RqaIoPX7kERE?authuser=0&hl=id&rclk=1","Toko Plastik 21","4,5","(134)","Minimarket","·","","·","7G4R+3QH, Jl. Kalitanjung","Tutup","· Buka Sel pukul 06.00","·","0853-1777-6005","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toko lengkap harga murah, Maa syaa Allah""","","",""
"https://www.google.com/maps/place/Aboy+Mart+Siti+Fatimah/data=!4m7!3m6!1s0x2e6f1dc36b5f6b3b:0x22263c932bab2ddd!8m2!3d-6.7430384!4d108.5453344!16s%2Fg%2F11f6xymx0s!19sChIJO2tfa8Mdby4R3S2rK5M8JiI?authuser=0&hl=id&rclk=1","Aboy Mart Siti Fatimah","5,0","(1)","Minimarket","·","","Gg. Curug No.01","·","Tutup","· Buka Sel pukul 07.00","","0813-2415-1552","","Rute","","","","",""
"https://www.google.com/maps/place/Pt+Sumber+Alfaria+Trijaya/data=!4m7!3m6!1s0x2e6f1deb7648b0b1:0x7c9f21449fdcf785!8m2!3d-6.744344!4d108.5436425!16s%2Fg%2F11fr3mk5z9!19sChIJsbBIdusdby4Rhffcn0Qhn3w?authuser=0&hl=id&rclk=1","Pt Sumber Alfaria Trijaya","5,0","(1)","Minimarket","·","","Jl. Kanggraksan No.179","","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/Warjo+Majasem+%22Warung+Ibu+Nani%22/data=!4m7!3m6!1s0x2e6f1d1803cb5c15:0x6f55eafd025fdb8a!8m2!3d-6.7390527!4d108.5236879!16s%2Fg%2F11g0_85zt3!19sChIJFVzLAxgdby4RittfAv3qVW8?authuser=0&hl=id&rclk=1","Warjo Majasem ""Warung Ibu Nani""","5,0","(1)","Minimarket","·","","7G6F+9FG","·","Tutup","· Buka Sel pukul 05.00","","0896-5729-7805","","Rute","","","","",""
"https://www.google.com/maps/place/Nausan+Mart/data=!4m7!3m6!1s0x2e6f1d27ad3d1735:0x8575ff086afe370b!8m2!3d-6.7470946!4d108.5260385!16s%2Fg%2F11rsbr3s0c!19sChIJNRc9rScdby4RCzf-agj_dYU?authuser=0&hl=id&rclk=1","Nausan Mart","","","Minimarket","·","","Gg seroja rt 01, rw010 No.107","·","Tutup","· Buka Sel pukul 08.00","","0856-8104-464","","Rute","","Belanja di toko","","",""
"https://www.google.com/maps/place/Alfamart+Kanggraksan/data=!4m7!3m6!1s0x2e6f1deb744913fb:0x2c9fc21d8cbc6811!8m2!3d-6.744411!4d108.5435459!16s%2Fg%2F11c58t6_h0!19sChIJ-xNJdOsdby4REWi8jB3Cnyw?authuser=0&hl=id&rclk=1","Alfamart Kanggraksan","4,2","(6)","Minimarket","·","","7G4V+6CG, Jl. Kanggraksan No.179","·","Tutup","· Buka Sel pukul 07.00","","0896-2276-8701","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayananya sangat ramah selalu menawarkan item promo""","","",""
"https://www.google.com/maps/place/SEBLAK+PANDAWA/data=!4m7!3m6!1s0x2e6f1da94d208d37:0x5c46c3ede4f63632!8m2!3d-6.7372136!4d108.5271069!16s%2Fg%2F11t7d1hf_3!19sChIJN40gTakdby4RMjb25O3DRlw?authuser=0&hl=id&rclk=1","SEBLAK PANDAWA","5,0","(3)","Dapur Umum","·","","samping minimarket arafah, Jl. Perjuangan","·","Tutup","· Buka Sel pukul 09.00","","0896-6030-0443","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanan,jajanan olahan,rasa gak kalah sama yg di tempat2 lain.""","","",""
"https://www.google.com/maps/place/UMM+Mart/data=!4m7!3m6!1s0x2e6ee30018763cad:0xa269bcb2d000c576!8m2!3d-6.7242051!4d108.5536227!16s%2Fg%2F11w275xhw7!19sChIJrTx2GADjbi4RdsUA0LK8aaI?authuser=0&hl=id&rclk=1","UMM Mart","4,9","(55)","Toko","·","","Jl. DR. Sutomo No.183a","·","Buka","· Tutup pukul 22.00","","0819-5555-510","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap harganya murah""","","",""
"https://www.google.com/maps/place/Toko+Ibu+Diah/data=!4m7!3m6!1s0x2e6f1debcfbe3a57:0x8f4105a33b5ff8f4!8m2!3d-6.7455923!4d108.5412618!16s%2Fg%2F11cs1rdjf0!19sChIJVzq-z-sdby4R9PhfO6MFQY8?authuser=0&hl=id&rclk=1","Toko Ibu Diah","","","Minimarket","·","","Pasar Harjamukti Blok B2 No.19","","","","","0812-9622-1091","","Rute","","","","",""
"https://www.google.com/maps/place/BUMDERSMART+CIPTA+USAHA+MANDIRI/data=!4m7!3m6!1s0x2e6f1d0040c8aad5:0xecc65bbb39c3fe2d!8m2!3d-6.7291041!4d108.5238612!16s%2Fg%2F11vxmc6g3h!19sChIJ1arIQAAdby4RLf7DObtbxuw?authuser=0&hl=id&rclk=1","BUMDERSMART CIPTA USAHA MANDIRI","5,0","(3)","Minimarket","·","","7GCF+9GG, Jl. Jaka Yuda","Tutup","","· Buka Sel pukul 09.00","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di up harganya juga masih laku banyak... Dan juga rasanya enak.""","http://shopee.co.id/bumdescum","","Rute"
"https://www.google.com/maps/place/Alfamart+Griya+Kesambi/data=!4m7!3m6!1s0x2e6f1d00383cae57:0x9c3f44df0ca9e66f!8m2!3d-6.7313544!4d108.5562424!16s%2Fg%2F11wn1346mg!19sChIJV648OAAdby4Rb-apDN9EP5w?authuser=0&hl=id&rclk=1","Alfamart Griya Kesambi","3,5","(13)","Minimarket","·","","Jl. Kesambi No.56","","Buka 24 jam","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""alfamart ini benar-benar memuaskan kebutuhan sehari-hari saya.""","","",""
"https://www.google.com/maps/place/YS+MART/data=!4m7!3m6!1s0x2e6ee35321d43c87:0xbd2ca437fb85c6ea!8m2!3d-6.7251671!4d108.5489703!16s%2Fg%2F11tn80yy9f!19sChIJhzzUIVPjbi4R6saF-zekLL0?authuser=0&hl=id&rclk=1","YS MART","5,0","(4)","Minimarket","·","","Jl. DR. Cipto Mangunkusumo Gg. Melati No.148","","","","","0878-2160-6907","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Belanja telor ayam disini kualitasnya bagus""","","",""
"https://www.google.com/maps/place/ATM+BCA/data=!4m7!3m6!1s0x2e6f1df410817d85:0x9761efbcc6b7c9e!8m2!3d-6.7324799!4d108.5411456!16s%2Fg%2F11cs1gzj2h!19sChIJhX2BEPQdby4RnnxrzPsedgk?authuser=0&hl=id&rclk=1","ATM BCA","3,5","(2)","ATM","·","","7G9R+2F2, Jalan Brigjen Haji Darsono","","","","","","","Situs Web","","","http://www.bca.co.id/","","Rute"
"https://www.google.com/maps/place/Niceso+Kesambi+Cirebon/data=!4m7!3m6!1s0x2e6f1dd0265288a9:0xb9efdb25c3dc88dd!8m2!3d-6.7279031!4d108.5587648!16s%2Fg%2F11rpvkvw4v!19sChIJqYhSJtAdby4R3YjcwyXb77k?authuser=0&hl=id&rclk=1","Niceso Kesambi Cirebon","5,0","(1.056)","Minimarket","·","","·","Buka","Jalan, RT.002/RW.007","· Tutup pukul 22.00","·","0878-4749-3825","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya dingin banget, lengkap, harga bersahabat🫶🫶""","https://www.instagram.com/niceso.officialstore","","Rute"
"https://www.google.com/maps/place/Rest+Area+Indomaret/data=!4m7!3m6!1s0x2e6f1d004c2ae62b:0x10549cb8fcba403a!8m2!3d-6.7506725!4d108.5405423!16s%2Fg%2F11z1fq9jp9!19sChIJK-YqTAAdby4ROkC6_LicVBA?authuser=0&hl=id&rclk=1","Rest Area Indomaret","","","Minimarket","·","","Jl. Lap. Udara Jl. Penggung Selatan No.4","","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/ALFAMIDI+LAPANGAN+UDARA/data=!4m7!3m6!1s0x2e6f1dfe36fa829d:0x4a3ea716a2b0208b!8m2!3d-6.7507096!4d108.5425691!16s%2Fg%2F11n533jzl2!19sChIJnYL6Nv4dby4RiyCwohanPko?authuser=0&hl=id&rclk=1","ALFAMIDI LAPANGAN UDARA","5,0","(2)","Minimarket","·","","Barat 45144, Jl. Angkasa","·","Buka","· Tutup pukul 23.00","","0822-3319-4575","","Rute","","","","",""
"https://www.google.com/maps/place/warung+supermini+AIMART16/data=!4m7!3m6!1s0x2e6f1d0018ca506f:0x2c9c8270c857f34!8m2!3d-6.7352506!4d108.5517582!16s%2Fg%2F11y3c286c1!19sChIJb1DKGAAdby4RNH-FDCfIyQI?authuser=0&hl=id&rclk=1","warung supermini AIMART16","5,0","(1)","Minimarket","·","","7H72+VPR, Jl. Kesambi Gg. Kunci","","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/Warung+HITAM+PUTIH/data=!4m7!3m6!1s0x2e6f1d2ad700f077:0xdbe7b780500d9c5d!8m2!3d-6.7436093!4d108.522971!16s%2Fg%2F11g1mg_0yt!19sChIJd_AA1yodby4RXZwNUIC359s?authuser=0&hl=id&rclk=1","Warung HITAM PUTIH","4,6","(10)","Minimarket","·","","·","Jl. Perjuangan Jl. Majasem No.106","Tutup","· Buka Sel pukul 09.00","·","0897-1588-973","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yuck yg belum beli bisa merapat.""","","",""
"https://www.google.com/maps/place/Toko+Achmad+Fauzan+%2F+Agen+Warung+Madura/data=!4m7!3m6!1s0x2e6f1dfee76f23bb:0x6e1fa429d47b898e!8m2!3d-6.7346504!4d108.545789!16s%2Fg%2F11sfqgml1y!19sChIJuyNv5_4dby4Rjol71CmkH24?authuser=0&hl=id&rclk=1","Toko Achmad Fauzan / Agen Warung Madura","","","Minimarket","·","","·","Jl. Karang Jalak, Indah karang jalak indah","","","","0895-0297-5360","","Rute","","","","",""
"https://www.google.com/maps/place/Toko+Beras+MARYAM/data=!4m7!3m6!1s0x2e6f1ddd8bdfdf27:0x6b8fae7ef2dc6982!8m2!3d-6.7474163!4d108.5348837!16s%2Fg%2F11n7qp1fng!19sChIJJ9_fi90dby4Rgmnc8n6uj2s?authuser=0&hl=id&rclk=1","Toko Beras MARYAM","","","Minimarket","·","","Jl. Kalitanjung No.66","·","Tutup","· Buka Sel pukul 08.00","","0812-2218-3537","","Rute","","","","",""
