"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","e4rVHe"
"https://www.google.com/maps/place/Saudara+Digital/data=!4m7!3m6!1s0x2e6f1df082f033f3:0x7a288022ab6833!8m2!3d-6.7352818!4d108.534559!16s%2Fg%2F11bc7rh0gl!19sChIJ8zPwgvAdby4RM2irIoAoegA?authuser=0&hl=id&rclk=1","Saudara Digital","4,5","(91)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Jl. Perjuangan No.19","0838-6155-0033","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gak cuma sekedar Foto Copy, dan jual ATK.""",""
"https://www.google.com/maps/place/Photo+Copy+Ako/data=!4m7!3m6!1s0x2e6f1dc790d9be23:0x887e4a9487bcdbbd!8m2!3d-6.7376674!4d108.5347873!16s%2Fg%2F11gzq2909n!19sChIJI77ZkMcdby4Rvdu8h5RKfog?authuser=0&hl=id&rclk=1","Photo Copy Ako","","","Toko Fotokopi","·","7G6M+WWM, Gg. Kampus","Tutup","· Buka Sel pukul 08.00","·","0821-2527-1721","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/FOTO+COPY+ANDA+PUSAT/data=!4m7!3m6!1s0x2e6f1d3ec71bf235:0x49df8307749aaf2a!8m2!3d-6.7358322!4d108.5342784!16s%2Fg%2F11smnfbjgj!19sChIJNfIbxz4dby4RKq-adAeD30k?authuser=0&hl=id&rclk=1","FOTO COPY ANDA PUSAT","5,0","(3)","Toko Fotokopi","·","Jl. Perjuangan","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah pelayanan ramah""",""
"https://www.google.com/maps/place/Intan+Keluarga+Copy+Center+2/data=!4m7!3m6!1s0x2e6f1dfa9f3de9d1:0x1c2503db2b3a0e09!8m2!3d-6.7372624!4d108.5341694!16s%2Fg%2F11c2prws_r!19sChIJ0ek9n_odby4RCQ46K9sDJRw?authuser=0&hl=id&rclk=1","Intan Keluarga Copy Center 2","4,3","(16)","Toko Fotokopi","·","Jl. Kandang Perahu","Tutup","· Buka Sel pukul 07.00","·","0812-2317-8014","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Eyyyy Sering bgt ke situ ada komputer gaming enak main""",""
"https://www.google.com/maps/place/Vian+copy+center/data=!4m7!3m6!1s0x2e6f1d0551556f85:0x2ec937f9ae07e159!8m2!3d-6.7355039!4d108.5327685!16s%2Fg%2F11gjt0r6qd!19sChIJhW9VUQUdby4RWeEHrvk3yS4?authuser=0&hl=id&rclk=1","Vian copy center","5,0","(5)","Toko Fotokopi","·","Jl. Perjuangan Gg. Pd. No.ruko","Segera tutup","· 20.00 · Buka Sel pukul 08.00","·","0813-1242-1091","","Rute","","",""
"https://www.google.com/maps/place/Alif+Copy+Centre/data=!4m7!3m6!1s0x2e6f1d2c276f0437:0x8919312d364612cf!8m2!3d-6.7354733!4d108.5355194!16s%2Fg%2F11qndmnd0d!19sChIJNwRvJywdby4RzxJGNi0xGYk?authuser=0&hl=id&rclk=1","Alif Copy Centre","","","Toko Fotokopi","·","Toko No. 1 Komplek BLUD SMKN 1 CIREBON, Jl. Perjuangan By Pass, RT.006/RW.010","Buka","· Tutup pukul 21.00","·","0821-2820-0080","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Vian+copy+tes/data=!4m7!3m6!1s0x2e6f1d0ff474a5c5:0xd2cb82c845154b3d!8m2!3d-6.7401837!4d108.5330667!16s%2Fg%2F11g1lhn94j!19sChIJxaV09A8dby4RPUsVRciCy9I?authuser=0&hl=id&rclk=1","Vian copy tes","","","Toko Fotokopi","·","GSP, Jl. Meranti Raya No.89","Tutup","· Buka Sel pukul 06.00","·","0822-1312-21677","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Saudara+copy+centre/data=!4m7!3m6!1s0x2e6f1d0066c2ec21:0x93f93048775a1b7e!8m2!3d-6.7366562!4d108.5298521!16s%2Fg%2F11w1hgncm7!19sChIJIezCZgAdby4Rfhtad0gw-ZM?authuser=0&hl=id&rclk=1","Saudara copy centre","5,0","(1)","Toko Fotokopi","·","Depan Iain, Jalan Perjuangan No.9, RT.5/RW.11, Karya Mulya, Kesambi (photo copy saudara), KOTA CIREBON, KESAMBI, JAWA BARAT, ID, 45131 (depannya pohonnagka","Buka","· Tutup pukul 22.59","·","0822-1644-9020","","Rute","","",""
"https://www.google.com/maps/place/Berkah+Digital/data=!4m7!3m6!1s0x2e6f1df08296b74d:0x3cde6ec3f4c22f01!8m2!3d-6.7353801!4d108.5345903!16s%2Fg%2F11bc7tk2vn!19sChIJTbeWgvAdby4RAS_C9MNu3jw?authuser=0&hl=id&rclk=1","Berkah Digital","5,0","(7)","Toko Fotokopi","·","Jl. Perjuangan No.65","","","","(0231) 8333493","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kualitas print warnanya jelas banget""",""
"https://www.google.com/maps/place/Onesdigital+sablon+Jersey+printing/data=!4m7!3m6!1s0x2e6f1df0f9f2446d:0x4112c340f8ab7c84!8m2!3d-6.7367222!4d108.5321537!16s%2Fg%2F11bzrp963y!19sChIJbUTy-fAdby4RhHyr-EDDEkE?authuser=0&hl=id&rclk=1","Onesdigital sablon Jersey printing","4,9","(216)","Layanan cetak digital","·","·","Segera tutup","· 20.00 · Buka Sel pukul 09.00","Jl. Kandang Perahu No.11","0897-7099-907","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bajunya bagus banget sablon nya juga bagus berkualitas ga kaleng kaleng""",""
"https://www.google.com/maps/place/syahada+photocopy/data=!4m7!3m6!1s0x2e6f1d1bc4a455db:0x222c477693d6cef6!8m2!3d-6.7361995!4d108.5310823!16s%2Fg%2F11gjhdm9_9!19sChIJ21WkxBsdby4R9s7Wk3ZHLCI?authuser=0&hl=id&rclk=1","syahada photocopy","","","Printer Digital","·","perumahan graha alwita, Jl. Perjuangan No.Depan","Segera tutup","· 20.00 · Buka Sel pukul 07.00","·","0823-2369-4797","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Sejati+Photocopy+dan+Digital+Printing/data=!4m7!3m6!1s0x2e6f1d34d8df6cdf:0x673b482dd30698b8!8m2!3d-6.7355016!4d108.5337543!16s%2Fg%2F11k9sjlpwn!19sChIJ32zf2DQdby4RuJgG0y1IO2c?authuser=0&hl=id&rclk=1","Sejati Photocopy dan Digital Printing","","","Layanan cetak digital","·","Jl. Perjuangan","Tutup","· Buka Sel pukul 07.00","·","0821-1710-9323","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/BK+potocopy+depan+kampus+UIN+syekh+nurjati/data=!4m7!3m6!1s0x2e6f1d003c69c9af:0x55e745106ee11224!8m2!3d-6.7357218!4d108.5365365!16s%2Fg%2F11w_mdfx9p!19sChIJr8lpPAAdby4RJBLhbhBF51U?authuser=0&hl=id&rclk=1","BK potocopy depan kampus UIN syekh nurjati","5,0","(2)","Warnet","·","7G7P+PJ7 depan Kampus utama IAIN Samping fotokopi","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alat tulis lengkap""",""
"https://www.google.com/maps/place/BAMS+DIGITAL+ART/data=!4m7!3m6!1s0x2e6f1d28808401df:0xbfcd7ffe7ca54bec!8m2!3d-6.7358118!4d108.533588!16s%2Fg%2F11g1fslzm2!19sChIJ3wGEgCgdby4R7EulfP5_zb8?authuser=0&hl=id&rclk=1","BAMS DIGITAL ART","3,3","(4)","Printer Digital","·","Jl. Perjuangan","Tutup","· Buka Sel pukul 08.00","·","0853-2227-4027","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Percetakan bagus, pelayanan ramah, harga lumayan murah.""",""
"https://www.google.com/maps/place/Dafa+Photo+Copy/data=!4m7!3m6!1s0x2e6f1d25c0142773:0xb87783c2173f2107!8m2!3d-6.7353756!4d108.5353369!16s%2Fg%2F11f7b41hl5!19sChIJcycUwCUdby4RByE_F8KDd7g?authuser=0&hl=id&rclk=1","Dafa Photo Copy","","","Toko Fotokopi","·","Jl. Perjuangan No.18","Tutup","· Buka Sel pukul 08.00","·","0896-1240-771","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/FOTOCOPYCHANIAGO/data=!4m7!3m6!1s0x2e6f1dc9608c1bcf:0xcfeee8115240cc71!8m2!3d-6.7364159!4d108.5289056!16s%2Fg%2F11jm_nqq8g!19sChIJzxuMYMkdby4RccxAUhHo7s8?authuser=0&hl=id&rclk=1","FOTOCOPYCHANIAGO","4,0","(4)","Toko Fotokopi","·","Jl. Perjuangan No.12","Buka","· Tutup pukul 21.30","","","","Rute","","",""
"https://www.google.com/maps/place/Fotocopy+Wa%27+Min/data=!4m7!3m6!1s0x2e6f1dfa5c8eed33:0x613753b34f63968e!8m2!3d-6.7355265!4d108.5325869!16s%2Fg%2F11g03m8czz!19sChIJM-2OXPodby4RjpZjT7NTN2E?authuser=0&hl=id&rclk=1","Fotocopy Wa' Min","4,0","(5)","Kantor Perusahaan","·","7G7M+Q2P dpn kampus syariah, Jl. Perjuangan","Tutup","· Buka Sel pukul 08.00","·","0831-2097-8232","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah, cepat dan rapiiii""",""
"https://www.google.com/maps/place/Risna+Printshop/data=!4m7!3m6!1s0x2e6f1df0929b9435:0x2f35589f2b4aca79!8m2!3d-6.7354635!4d108.5356677!16s%2Fg%2F11c58t8jrh!19sChIJNZSbkvAdby4RecpKK59YNS8?authuser=0&hl=id&rclk=1","Risna Printshop","","","Toko Fotokopi","·","Jl. Perjuangan","Tutup","· Buka Sel pukul 08.00","·","0877-2904-0557","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Ikhlas+Foto+Copy+Centre/data=!4m7!3m6!1s0x2e6f1db064361115:0x3db2f467a84203ba!8m2!3d-6.7477808!4d108.5293081!16s%2Fg%2F11f8jylhs9!19sChIJFRE2ZLAdby4RugNCqGf0sj0?authuser=0&hl=id&rclk=1","Ikhlas Foto Copy Centre","4,6","(10)","Toko Fotokopi","·","·","Buka","· Tutup pukul 23.00","Jl. Pelandakan No.1","0821-2924-4442","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat fotocopy yang strategis, berada di pertigaan dekat sekolahan.""",""
"https://www.google.com/maps/place/Minas+Printshop/data=!4m7!3m6!1s0x2e6f1df0926f6609:0xa93b5c6b291b3ffd!8m2!3d-6.735468!4d108.5357188!16s%2Fg%2F11c58s_80v!19sChIJCWZvkvAdby4R_T8bKWtcO6k?authuser=0&hl=id&rclk=1","Minas Printshop","","","Toko Fotokopi","·","Jl. Perjuangan No.17A","Tutup","· Buka Sel pukul 08.00","·","(0231) 3618885","","Rute","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Hamid+Copy+Centre/data=!4m7!3m6!1s0x2e6f1df0fe85c50b:0x16b60befcb3aecff!8m2!3d-6.7357234!4d108.5371994!16s%2Fg%2F11c1vlxmpk!19sChIJC8WF_vAdby4R_-w6y-8LthY?authuser=0&hl=id&rclk=1","Hamid Copy Centre","","","Toko Fotokopi","·","Jl. Perjuangan No.2","Tutup","· Buka Sel pukul 07.00","·","0896-7059-2752","","Rute","","","Tidak ada ulasan"
