"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Komunikoffie/data=!4m7!3m6!1s0x2e6f1d364977d785:0x132cee846136702e!8m2!3d-6.7327665!4d108.5363725!16s%2Fg%2F11pbdzxdn7!19sChIJhdd3STYdby4RLnA2YYTuLBM?authuser=0&hl=id&rclk=1","Komunikoffie","4,6","(575)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Taman Pemuda No.24/88","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkeXploYRu_ZH3CVLNQlj8ti9gs_uDnEs1k74AmGROYpSYxPAf5FG6_MgEI-M8PA6AG1UIXa7JYrd3qO9Mp7o5kUFMrQab_wqiLVABCF5-YyHBim9WC-wd8IIdQf7aZPQwK4o=w80-h99-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coffeeshop yang Instagramable bgt deh cocok untuk dijadikan spot foto""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwYmR6eGRuNxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=opX4abe_HtCQseMPqLCfiQo&ei=opX4abe_HtCQseMPqLCfiQo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Cyas+Chill+Cafe+%26+Eatery/data=!4m7!3m6!1s0x2e6f1d7098f83815:0xdd74d5d2f3c07a80!8m2!3d-6.738908!4d108.5383829!16s%2Fg%2F11wwny024r!19sChIJFTj4mHAdby4RgHrA89LVdN0?authuser=0&hl=id&rclk=1","Cyas Chill Cafe & Eatery","4,9","(14)","·","Rp 25–50 rb","Kafe","·","Jl. Kandang Perahu No.14","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1TREFuhBskYAHSF3xObrjT6Rh4SecOyVKr_j51P8FNSehUD4mG4yurjx8sf2YqfYg0em-tsDcX1oS5RuC_66lCKtD9QZhPdtqrTdX3Z2wsJ0YOVDQJgewVj7T2jPi-AvGSYLPaDyU0vk=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yang hobi main, ada Ps corner disini, jadi makin seru nongkrongnya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3d255MDI0chgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=opX4abe_HtCQseMPqLCfiQo&ei=opX4abe_HtCQseMPqLCfiQo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopi+Nako+Cirebon/data=!4m7!3m6!1s0x2e6ee3c14aff61bd:0x9348261054078e63!8m2!3d-6.7212021!4d108.5477232!16s%2Fg%2F11td0hbr23!19sChIJvWH_SsHjbi4RY44HVBAmSJM?authuser=0&hl=id&rclk=1","Kopi Nako Cirebon","4,7","(1.153)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAKpeghS6mhJ1orbn4MzGDtdwYcvmcXnDzBy5cYZYcpfQUI11gAepJETlVl3bkxZsxaBNlI_9bWfcTkAIUZsuaByo-mp2dCkFN0vpipOt13yuk2l75wu-DNfbEc1wQ70h75D_2=w80-h132-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya nyaman dan instagramable, makanannya enak, kopinya mantap 🌹🌹🌹""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0ZDBoYnIyMxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=opX4abe_HtCQseMPqLCfiQo&ei=opX4abe_HtCQseMPqLCfiQo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopi+Tekun+Cirebon/data=!4m7!3m6!1s0x2e6f1d0015942abb:0x7d311b76a19ff79e!8m2!3d-6.7366065!4d108.5301513!16s%2Fg%2F11vpdbt8pm!19sChIJuyqUFQAdby4RnvefoXYbMX0?authuser=0&hl=id&rclk=1","Kopi Tekun Cirebon","4,9","(346)","·","Rp 1–25.000","Kedai Kopi","·","7G7J+932, Jl. Majasem","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYodYlzQ62Mm4oexfF0Do42tBlU5hTiA6DJBuZxhIwqwObO5WnX82YThh44jQnaO-UJ8bJKHRwsHgprheeoRkqRfojJkjIPSTp_k0HLKXNti9cKuq-4ftre80F5ET1HJ3dM3QqCzzm_ceZ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya cozy dan cocok buat nugas, kopinya juga enak enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2cGRidDhwbRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=opX4abe_HtCQseMPqLCfiQo&ei=opX4abe_HtCQseMPqLCfiQo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Stone+Hand+Coffee/data=!4m7!3m6!1s0x2e6f1d5a47a46a45:0x7ba967a26a39b17!8m2!3d-6.7342754!4d108.5423976!16s%2Fg%2F11w4b5c8f7!19sChIJRWqkR1odby4RF5ujJnqWugc?authuser=0&hl=id&rclk=1","Stone Hand Coffee","4,8","(750)","·","Rp 25–50 rb","Kafe","·","Jl. Monumen No.2","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFphv_qhamOgdeLIvCMsz4h-Qvk-_hoEBlBBhMhQbUFPic9dUj_oVFo3dCcPzijXDsuoNiFoiKkStFjAWoSVKlBgKgNGW5klkOFQHNzYh6f6nvZJUdT_f3UXfRZ2aBmLbQl4xZk=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu nya enakk enakkk harganya affordable fav aku sourdough cranberry ✨✨💯""","","",""
"https://www.google.com/maps/place/Cafe+iain/data=!4m7!3m6!1s0x2e6f1dfa7077eced:0x413c4cef035ad334!8m2!3d-6.7356959!4d108.5338508!16s%2Fg%2F11fzr1s7dc!19sChIJ7ex3cPodby4RNNNaA-9MPEE?authuser=0&hl=id&rclk=1","Cafe iain","4,4","(33)","","","Kafe","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6zYQNSMSU35TDQuIgh9bUBgVFb-EEdruQBjciO21x_4TFoI7pLkRQ6IH6sbpuh9cshKtCKsruhwR39JM9ckrkfLYemawTeR_Zc-qA24t810AB37aaNSS6jBF_UuiESJTObLax=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat buat para pejuang""","","",""
"https://www.google.com/maps/place/Slangit+Coffee+3.0/data=!4m7!3m6!1s0x2e6f1d55f4703e8b:0x5a49c4427b30d79!8m2!3d-6.7325553!4d108.533619!16s%2Fg%2F11fkqjnfq5!19sChIJiz5w9FUdby4ReQ2zJ0ScpAU?authuser=0&hl=id&rclk=1","Slangit Coffee 3.0","4,7","(355)","·","Rp 25–50 rb","Kedai Kopi","","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHhKabW-sRMi5W8bjebKVL73mHB_DKNOdyIG_6hPTbIoH4O3l34M_Zqb9LL5MS7ismXVJI4--mDpvRGqyGW3luVaMkOLBLSVq-mjvka94ZqDcYPO7qDV0Yzuvx7iMCQUAzhGqp=w189-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cozy, homey, warm, vintage atmosphere.""","","",""
"https://www.google.com/maps/place/SHEGIA+Coffee%26Eatery/data=!4m7!3m6!1s0x2e6f1dba62e10021:0x366cbcb271a4ab16!8m2!3d-6.7374332!4d108.528211!16s%2Fg%2F11j_2x5f7z!19sChIJIQDhYrodby4RFqukcbK8bDY?authuser=0&hl=id&rclk=1","SHEGIA Coffee&Eatery","4,4","(274)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUtyOhJqAwc8PtWMQ6d5seXOaoDQ23bjMrb-uTHKH-4hhXqRID2pk7HUzkRJ6uDVU6UrFGD_u36RTsHwZl-azQDM8CSAqcBoBtlrj3XN1NlinrmInxtJcqnExA26c4PdRKE_w=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya adem, rasa kopi dan makanannya enak harganya juga terjangkau.""","","",""
"https://www.google.com/maps/place/Ruang+Teduh+Coffee+%26+Cheesecake/data=!4m7!3m6!1s0x2e6ee33eb5c9cd4f:0x156d9bc5479985f5!8m2!3d-6.7245369!4d108.5455023!16s%2Fg%2F11pxwbsyfq!19sChIJT83JtT7jbi4R9YWZR8WbbRU?authuser=0&hl=id&rclk=1","Ruang Teduh Coffee & Cheesecake","4,8","(749)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Pembangunan VII","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2jQ8LYDuyRVYp6PTaLrCDF8kL9Ub2T-pG8keZ_WfhnSp1Vbr9XFEOlryOBQZ97QqOJOVrL7vQ4Ka2TprcfCufh8TF7lR-Ibj-mft_3YpTuqn15HNyyWOBCNsZsoxDUgJS4Kjn=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""selain suasananya yang enak kopi & cheesecakenya enak enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFweHdic3lmcRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=opX4abe_HtCQseMPqLCfiQo&ei=opX4abe_HtCQseMPqLCfiQo&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Saisons+Space/data=!4m7!3m6!1s0x2e6ee1c5ec3a279b:0x52e2d51c63388dfc!8m2!3d-6.7252563!4d108.5213212!16s%2Fg%2F11pdprtf3v!19sChIJmyc67MXhbi4R_I04YxzV4lI?authuser=0&hl=id&rclk=1","Saisons Space","4,8","(512)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Sultan Ageng Tirtayasa","Buka","· Tutup pukul 04.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnvS-E5NVx0cH3wQegjN23unnH1o3Qch5NrxEUFF6zFCRglJZ32qyElME7YXcgJu52R1jBDqwwxsk32gGgp_GROQCBbiJQbIpkjlB6PX4GoJV0JJ_SbAWytao6dCYqRpHPsak=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak, kopi dan snacknya jg enak.. sukses terus SAISONS Space ..""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwZHBydGYzdhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=opX4abe_HtCQseMPqLCfiQo&ei=opX4abe_HtCQseMPqLCfiQo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Terserah/data=!4m7!3m6!1s0x2e6f1db9304c6dbf:0xbdcf8e2da6a000c2!8m2!3d-6.7419678!4d108.5385412!16s%2Fg%2F11ptlp9r9d!19sChIJv21MMLkdby4RwgCgpi2Oz70?authuser=0&hl=id&rclk=1","Terserah","4,6","(66)","","","Kedai Kopi","·","Jl. Sekar Kemuning II No.22","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWHbjkdJkpI8_fHKia4mTm_sDfIPvEH3AWA8Q9gpaLnw0E4DisN1_5trkXqJ_8uWoFVmtjQVQTYYnt3txbep78JLfaFNxcr_mVmrTXaqym-aFS709INosOCYQKOEGVCOnqd2w=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakann.a enak, tempatnya nyaman, prlayanannya ramah.""","","",""
"https://www.google.com/maps/place/Domoid+Coffee+and+Resto/data=!4m7!3m6!1s0x2e6f1d6e8de9c589:0x374c6f4ebd971f47!8m2!3d-6.7288848!4d108.5520994!16s%2Fg%2F11tx5gwk8c!19sChIJicXpjW4dby4RRx-XvU5vTDc?authuser=0&hl=id&rclk=1","Domoid Coffee and Resto","4,7","(2.924)","·","Rp 50–75 rb","Kedai Kopi","·","Jl. DR. Sudarsono No.45","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtobXOnJpLOgNBJfhVE4S5oytHApTDiuU-i4jpETMJ0QBlI4xBCZcllV5TQRZ0uQJyP_4-NRfergHzEoEn0rUutzxNvK38AM4Sfoba9Oxx7hcj9xXVY83jm_OTzs7002HajHTaEA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman, makanannya banyak pilihan, caramel lattenya enak.""","","",""
"https://www.google.com/maps/place/Maffed+Coworking+Space+%26+Cafe/data=!4m7!3m6!1s0x2e6f1d0e6322b9ab:0x1e4b3ee5cdf11071!8m2!3d-6.7415353!4d108.5421931!16s%2Fg%2F11r_wq3gxn!19sChIJq7kiYw4dby4RcRDxzeU-Sx4?authuser=0&hl=id&rclk=1","Maffed Coworking Space & Cafe","4,7","(140)","·","Rp 25–50 rb","Kafe","·","Jl. Evakuasi No.1a","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGh5KZ-Ty-GY3HaoDnvJDy3C3DigVWWS0xN6SxV-u8IOTKHBUYlQTnQCJjnrdl3pe8HaR4EXpkZesbNRUnGdLD25oIsfw4mq_9VJqAb6CTXabGpzmYAHo-LYsBzoqCtr3iHFFgV=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya lumayan enak, cukup untuk working space.""","","",""
"https://www.google.com/maps/place/Safti+Coffee+%26+Space/data=!4m7!3m6!1s0x2e6ee345ed6355bd:0xfcbd48a1523acb65!8m2!3d-6.7132684!4d108.5336093!16s%2Fg%2F11smmn9sgv!19sChIJvVVj7UXjbi4RZcs6UqFIvfw?authuser=0&hl=id&rclk=1","Safti Coffee & Space","4,6","(131)","·","Rp 25–50 rb","Kedai Kopi","·","Soho Patra Park, Jl. Tuparev No.11","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtIOzMmMee4pKHOMVYV1WOaSgDxFxL8dQuZjhx7ZHWuuSJvvapiYBlNotlOFwIE2ZJItGSaYATkXp85yVkwOEFZB9cjxC1pDkfLSc0xWc2pe1fCBfuSL6GXyg6i2adBY2cPsxWhvmQP6vP=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu² lumayan enak, kopi nya juga.""","","",""
"https://www.google.com/maps/place/The+Earth+Space/data=!4m7!3m6!1s0x2e6ee35215b076c3:0x63cad62ec9e86d82!8m2!3d-6.7223592!4d108.5373516!16s%2Fg%2F11s5p_7m8h!19sChIJw3awFVLjbi4Rgm3oyS7WymM?authuser=0&hl=id&rclk=1","The Earth Space","4,6","(190)","·","Rp 25–50 rb","Kafe","·","Jl. Brigjend Dharsono No.152","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAERsWsoDbgWQOTC2CkbT-MBpgwBBwjdPoaTd74gho_zAU_tVm-w5oXXcOm5au4i5JeGZepfKatpwmQisuBl9v-3ZCpbg_HSrJczzq4RdND6s3dky46A2tcxlLJR27RpbNit774_=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Caffe yg unik..es kopi nya mantap""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzNXBfN204aBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=s5X4aabUObiQnesP9O-S4Qc&ei=s5X4aabUObiQnesP9O-S4Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Belly+Bites/data=!4m7!3m6!1s0x2e6f1d002c7adf3b:0xda88f151eb33ab7f!8m2!3d-6.7319893!4d108.5558257!16s%2Fg%2F11vzbhhhpx!19sChIJO996LAAdby4Rf6sz61HxiNo?authuser=0&hl=id&rclk=1","Belly Bites","4,8","(947)","·","Rp 50–75 rb","Kedai Kopi","·","Jl. Kesambi No.179","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfJ9QU6cnYtmIhmQljibFZNWrT8DAP-FMenV6IEp24Gse_IQma2rwZXEu-muMp73yiktGQXOTMJk1BL_9lKzbY5VrAITezS0XCjz8mxSak2n1eAkLXbYhvle1lm1WPE4Fgfx1pzS72GIT8=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak, nyaman, luas, ada indoor, outdoor & instagramable.""","","",""
"https://www.google.com/maps/place/Puisto+Cafe/data=!4m7!3m6!1s0x2e6f1dbfba5d01e3:0xb85257dc7c3e254c!8m2!3d-6.735968!4d108.5344858!16s%2Fg%2F11ff26hj21!19sChIJ4wFdur8dby4RTCU-fNxXUrg?authuser=0&hl=id&rclk=1","Puisto Cafe","5,0","(3)","","","Kafe","·","Universitas 17 Agustus 1945, Jl. Perjuangan No.,12A","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVs4yRip1mJh0DZI7zlffBCbqFU6zuVuF2U2zkQB1Mc2UAejzjQNiJgH79Fy5Hk1F91R939UezL2I8iBzQJ9VP_Px42-7PZfx1W42EkVvxSRZPovo42bWmK-jjkSO_nsVaVlE=w80-h106-k-no","","Makan di tempat","","",""
"https://www.google.com/maps/place/Bento+Kopi+Cirebon/data=!4m7!3m6!1s0x2e6f1d6abf126331:0xc2e27bda601bfa2c!8m2!3d-6.7392976!4d108.5240924!16s%2Fg%2F11t31x0jkm!19sChIJMWMSv2odby4RLPobYNp74sI?authuser=0&hl=id&rclk=1","Bento Kopi Cirebon","4,4","(1.642)","·","Rp 25–50 rb","Kedai Kopi","·","7G6F+8H3, Jl. Perjuangan","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHb-Yh7JffTwszzX8HCpkoOpYjUj6ppGbqhmVtSo-hMiXLDkBulksQ5MMja2BaDwO9Sapn1w19S72snu4SU_K3mdzwKoIs6AsnO0y5mbexB1UKPvPB9EOLV2aWhYP9Z2WMmLGk57A=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","",""
"https://www.google.com/maps/place/Kopi+Cangkir+Cirebon/data=!4m7!3m6!1s0x2e6f1da973fe3ecd:0x9622208ce0d47ac0!8m2!3d-6.74063!4d108.54297!16s%2Fg%2F11kc7344wt!19sChIJzT7-c6kdby4RwHrU4IwgIpY?authuser=0&hl=id&rclk=1","Kopi Cangkir Cirebon","4,9","(31)","·","Rp 25–50 rb","Kedai Kopi","·","Backyard Kampus STT Cirebon, Jl. Evakuasi No.11","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXgR2zLq5b3iU3N01r1vtEK1hzZz_931SB0LOyR5Y_iC_8Rrz1oKr-WqI6aMg3Z4kzGQEhYwu0Etiep2bsaFfzKW15jPfL-uDmLHfDjloRczFMTU7hLws3A3lVux77PgZ5qNbk=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menikmati kopi sambil bersantai, mereka memiliki outdoor yg luas""","","",""
"https://www.google.com/maps/place/Dadi+Siji/data=!4m7!3m6!1s0x2e6f1da9187f988f:0xc5763147d4165c92!8m2!3d-6.7361318!4d108.5342325!16s%2Fg%2F11hzjz0g31!19sChIJj5h_GKkdby4RklwW1EcxdsU?authuser=0&hl=id&rclk=1","Dadi Siji","4,9","(9)","","","Kedai Kopi","·","Jl. Perjuangan Gg. Kampus No.S03","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRhZ3mnv_g-G-oD4NWSb_TLiK7eJxoDHxKOy9eMDez-VEpBAuYVLsY7-eSCnkNkYDS1UUC_qORT0TyA0_7IaYiNxI5OE-Y2nAYblDHASphdCBw5gxck7Mea8RcbZ132TybsnS6GA=w173-h92-k-no","","Makan di tempat","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoemp6MGczMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=s5X4aabUObiQnesP9O-S4Qc&ei=s5X4aabUObiQnesP9O-S4Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/PAPER+%26+SIP+%7C+Coffee,+Croissant+%26+Roastery/data=!4m7!3m6!1s0x2e6ee3e523059075:0x57c4f06265e9aa2d!8m2!3d-6.7178125!4d108.5514353!16s%2Fg%2F11fjzxjdmx!19sChIJdZAFI-Xjbi4RLarpZWLwxFc?authuser=0&hl=id&rclk=1","PAPER & SIP | Coffee, Croissant & Roastery","4,8","(1.117)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Aria Jipang No.22","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNwuDDirjYxEaD0sk60Xhz_VehBzP_xuxGrmAHSKqLEezPCdynYyFNuXoLaJIXwde-anlibdUim5SWTEQ81SSmGL20m1EZbuL_Pbt1lFwL644AbdmMAtYPVUcoaUI5yhmXLdRULA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barnya simple dan humble, kopinya enak, servicenya oke banget!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmanp4amRteBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=s5X4aabUObiQnesP9O-S4Qc&ei=s5X4aabUObiQnesP9O-S4Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Himalayan+Coffee/data=!4m7!3m6!1s0x2e6f1ff7656510ab:0xac1b8122a92a2e6e!8m2!3d-6.7311275!4d108.5196578!16s%2Fg%2F11tn0p0km_!19sChIJqxBlZfcfby4Rbi4qqSKBG6w?authuser=0&hl=id&rclk=1","Himalayan Coffee","4,6","(701)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Sultan Ageng Tirtayasa","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFO-UiQmBk7yHTjHisRldURNAtEquzHfg5IkLvAWpiXT9FMhXVPaP0MylsRkgJt-5Tdb4L6rqryw9IeH2sc3CmPJSpy-KtnxLoCZLV5ztnpjSUNnV6ZZ4jFT_SImNhnswTPFAQvNM-SvgVy=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""delicious food and drinks, The menu prices are affordable.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0bjBwMGttXxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=s5X4aabUObiQnesP9O-S4Qc&ei=s5X4aabUObiQnesP9O-S4Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/eunola+coffee+%26+space/data=!4m7!3m6!1s0x2e6ee3b259ea3dcb:0xcf2007c9386bb8b8!8m2!3d-6.7295441!4d108.5497635!16s%2Fg%2F11wh5f3yvw!19sChIJyz3qWbLjbi4RuLhrOMkHIM8?authuser=0&hl=id&rclk=1","eunola coffee & space","4,4","(112)","·","Rp 25–50 rb","Kafe","·","Jl. Cipto Mangunkusumo No.99 A","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEOqaTF_l6nE3NLqFkR-YAkcduej2v5SDbMqctaX87dx3qZCh4lbp8fU8f6ckhQGL551llnhlba0_t6kqrsc_TrPMo4babyI-kXSmmpsx8qVZaJ-EXHxQggFNfcy9ipEao1cT4YdGhvhQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak, staff-nya ramah, dan interiornya estetik!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3aDVmM3l2dxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=s5X4aabUObiQnesP9O-S4Qc&ei=s5X4aabUObiQnesP9O-S4Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kohitsu+Coffee/data=!4m7!3m6!1s0x2e6f1d1f44bf0fe3:0x10be367d9cce6734!8m2!3d-6.7290256!4d108.5517379!16s%2Fg%2F11ssd6yjbp!19sChIJ4w-_RB8dby4RNGfOnH02vhA?authuser=0&hl=id&rclk=1","Kohitsu Coffee","4,9","(46)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. DR. Sudarsono No.274a","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE184C3ukH5UH5HeP_9RPRoOvUo1xyZVmXQ1JpQ6sNAfb_uDewR4hKtWicIDMusPRFRpScnJPoYHq5epGr6ZjgdUhoakKKAz3o7-Lw1j4m6IddN5CE3wzYyooNw065cLXiefTs=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Satu lagi tempat kopi yg artsy jg.""","","",""
