"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/E+Space+Coffee/data=!4m7!3m6!1s0x2e6ee3e0505aee7f:0x8a916d8d7cd5c901!8m2!3d-6.715901!4d108.5561101!16s%2Fg%2F11t2c0tzqh!19sChIJf-5aUODjbi4RAcnVfI1tkYo?authuser=0&hl=id&rclk=1","E Space Coffee","4,6","(463)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-X17U4Kb8swuThGgbodiN__9tee_mSuJieidldYLgwg4tySPd7ppe7MREdWIVx303uHz2fP0KxfmaUwCfKA47sYJDWHEItVyA4lDU0IljlIsprxfzalvhLfJ7pwAB79vutTnouw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Instagramable, cocok buat coffee addict.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0MmMwdHpxaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=s5X4aabUObiQnesP9O-S4Qc&ei=s5X4aabUObiQnesP9O-S4Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopi+Teras+Bumi/data=!4m7!3m6!1s0x2e6f1d460a6d8da3:0x6450eee5622c06e7!8m2!3d-6.7327345!4d108.5583865!16s%2Fg%2F11nwy4b965!19sChIJo41tCkYdby4R5wYsYuXuUGQ?authuser=0&hl=id&rclk=1","Kopi Teras Bumi","4,5","(382)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1ThJ7pWwRklWE75KDkfWyuWbJkj3a_cBoJEa7JkuQ4gcR8Nz7vXzZ2WigPOmXz2uHDFbnFgLGpaAkGMYnGKeG847TDyCE8bTdv1iVLmstG5_MIiEFLHWeKsaM2h6sLLWU3Y0=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa kopi dan coklatnya enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFud3k0Yjk2NRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=s5X4aabUObiQnesP9O-S4Qc&ei=s5X4aabUObiQnesP9O-S4Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Babeh+House+Blend/data=!4m7!3m6!1s0x2e6ee37f6cb9ee1b:0xf2fa9cf30e14fcb8!8m2!3d-6.7245839!4d108.5470786!16s%2Fg%2F11nm9t9s6w!19sChIJG-65bH_jbi4RuPwUDvOc-vI?authuser=0&hl=id&rclk=1","Babeh House Blend","4,6","(373)","·","Rp 25–50 rb","Kafe","·","Jl. Pembangunan Raya No.D.16","Buka","· Tutup pukul 23.59","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdFcFeqPacxqbi2Qge8fuiF8jxn2m4szkZpu1lqnBeK7E2cnewxK7FBl5h3j3GdDq1jTQ3fHnYCOZVfiQydxjU-YrzoEtwbw3bImKJTjjbkOxp2dph0SVyS9r3ijwHSXwN1uYfqA=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa kopi signature nya enak, bisa request less sugar / kopinya dikit.""","","",""
"https://www.google.com/maps/place/71+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e6f1f061563e107:0x56523dcf9e927ce0!8m2!3d-6.7429217!4d108.4924862!16s%2Fg%2F11vhw31rmb!19sChIJB-FjFQYfby4R4HySns89UlY?authuser=0&hl=id&rclk=1","71 Cafe & Resto","4,8","(538)","·","Rp 25–50 rb","Kafe","·","Jl. Fatahillah","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFc3Xe7Z357whT-qzR9ehAu6_SEoHfCfemyf_s7sOFa1IH1GLLngghfFUINMXL1G1WKZcAysy4gTBVHe2vOfBmLTB5CRgAr3NXvl4GFmaXUPjn56nHK-kY1KRWeopPUtTsLuFc=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman ,plating nya rapi ,and makanan nya enak""","","",""
"https://www.google.com/maps/place/Kecuali+Coffee/data=!4m7!3m6!1s0x2e6f1d08f7458ad3:0xff1987e99c7ed1fa!8m2!3d-6.7467031!4d108.5392209!16s%2Fg%2F11jdd4qt0t!19sChIJ04pF9wgdby4R-tF-nOmHGf8?authuser=0&hl=id&rclk=1","Kecuali Coffee","4,7","(74)","·","Rp 25–50 rb","Kafe","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAElKPYMd3U2KS47i_3AhNHIh4sbTOIGlGbj3-6CN1N4_g58hDtsXVLUik5mIt1UCVIF18Dv0f8WGh2Kw4zHovhooJS-CbSO80jJUfBeR6YdfV50_ShqVwqWqgidirqTAd_uoAYr=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bagus, wc lumayan bersih, kopi nya enak.""","","",""
"https://www.google.com/maps/place/Tempat+Kedua/data=!4m7!3m6!1s0x2e6f1d6d9535f793:0xadec9357d8d042a2!8m2!3d-6.7419823!4d108.5357404!16s%2Fg%2F11q3tp2v94!19sChIJk_c1lW0dby4RokLQ2FeT7K0?authuser=0&hl=id&rclk=1","Tempat Kedua","5,0","(17)","","","Kedai Kopi","·","Jl. Villa Kristal No.3","Buka sekarang","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGP_-1589x6ZTKodhNVo-sPPOKGYLWgV-N3prAmGKYZLZefyQUlTFdhCcK3uknhIv0ccl4AZpqA_dsWCroMZ7GtZ5GOcAP9UAMI-U87-lJc3yvPtq3H_BQ_bkPdTNvSLy2zNlj-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""hommy bgt, kopinya enak""","","",""
"https://www.google.com/maps/place/Tiga+Segi+Coffee/data=!4m7!3m6!1s0x2e6ee3f03a7c54eb:0x43f6d9bde2fbbc0c!8m2!3d-6.713902!4d108.54104!16s%2Fg%2F11q251jq51!19sChIJ61R8OvDjbi4RDLz74r3Z9kM?authuser=0&hl=id&rclk=1","Tiga Segi Coffee","4,7","(115)","·","Rp 1–25.000","Kedai Kopi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXld3KdaXOA7mjGhUE2hJQ3_qSCqsGE1ke_a0TMqphzOcEXLxUzmpdVgyiw9Zj6JHTS17Chd2F4ruQA3YWZ4bVLhuZu1nDkDgiwTCvOFvd4X14i4KSdwt-vaVTCerRzQA95axw=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Belum cobain kopinya huhu, tapi tempatnya oke kok.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxMjUxanE1MRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=s5X4aabUObiQnesP9O-S4Qc&ei=s5X4aabUObiQnesP9O-S4Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Analemma+Coffee+Space/data=!4m7!3m6!1s0x2e6ee30077dfd039:0xb71a6c5d56d39b54!8m2!3d-6.7138491!4d108.5514242!16s%2Fg%2F11xfly4ggg!19sChIJOdDfdwDjbi4RVJvTVl1sGrc?authuser=0&hl=id&rclk=1","Analemma Coffee Space","5,0","(36)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Tentara Pelajar No.102","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDSJRMTEYZZuCcObNhCCjk2161KE-l8dT8wG9ShImS5ETdJFtWYJVPM0W5VtDmKxHMOxtNOdSdSivF4yogpe_DsaGRVLxTJz2aRmDCfaQ33L9KPCYL0quJ2KTAv6bahoBpF8tSgQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pilihan kopinya solid, dari yang basic sampai yang lebih eksploratif.""","","",""
"https://www.google.com/maps/place/Smalldose+Coffee+Roaster/data=!4m7!3m6!1s0x2e6ee38117966d33:0x32f3bd37540acd9b!8m2!3d-6.7105566!4d108.5519654!16s%2Fg%2F11vs238t6h!19sChIJM22WF4Hjbi4Rm80KVDe98zI?authuser=0&hl=id&rclk=1","Smalldose Coffee Roaster","4,9","(111)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Sukasari No.11","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzZ5vsiQQ0HHHDfhm_dE1PLqkDduQElDJu4gxZZR0P1HBxuRO9psibysAdKVQAD5dClOq-8v-zoGAe2k-JKc4adjism6uFVABwHYRRLHIRaQHtHaox6EdSJ60zBKCJeQ3BP2s=w80-h120-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Slow bar coffee dg banyak pilihan beans yang enak.""","","",""
"https://www.google.com/maps/place/Kopi+Bunda+Cirebon/data=!4m7!3m6!1s0x2e6f1d9a1eed0b0b:0x331697034e0d8802!8m2!3d-6.7342396!4d108.5394284!16s%2Fg%2F11ql8w2ydg!19sChIJCwvtHpodby4RAogNTgOXFjM?authuser=0&hl=id&rclk=1","Kopi Bunda Cirebon","4,9","(15)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Perjuangan No.8","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1ukNl0UPm2Cov0pNDKlOaS8KCB_riG6Xdv5hyGB8WhNw_vpKZMqvJLa2UQLLuH8to9_OOyyfX14NqTmjT9qeW8YcOlnvy7q27V2i089Xnf9jktuCmRdDZyCWzj3zJfpURFNV2=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa kopi yang mantapps.. 👍👍👍👍👍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxbDh3MnlkZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uZX4aaWWMJqSseMPxp7piQ0&ei=uZX4aaWWMJqSseMPxp7piQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Shaera+Coffee+and+Dessert/data=!4m7!3m6!1s0x2e6ee3223f146d5d:0xd31bfa2cdc17fde6!8m2!3d-6.7114594!4d108.5341752!16s%2Fg%2F11y44xnn8b!19sChIJXW0UPyLjbi4R5v0X3Cz6G9M?authuser=0&hl=id&rclk=1","Shaera Coffee and Dessert","4,8","(142)","·","Rp 25–50 rb","Kafe","·","Patra Park, Jl. Tuparev No.11 Block A10","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwUzSFM_x-NINsEKX3pEJx_-NNVUNj2N7ycwYLbLm4bs9bsO19XFtJSQnfZmBmHFdMFvGUOR-20vhzEzm6NyZ9aOVSgQhxYqO2Q8ZHc_YVe5mfTPKk-nANepkPgBnFkkrCZOF4UOIQKc_Z=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa kopi benar-benar enak, aromanya kuat tapi tetap balance.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5NDR4bm44YhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uZX4aaWWMJqSseMPxp7piQ0&ei=uZX4aaWWMJqSseMPxp7piQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopi+KABI/data=!4m7!3m6!1s0x2e6ee3fc6245ee11:0xf30482fdb382627f!8m2!3d-6.7149062!4d108.5367216!16s%2Fg%2F11qmr10_0g!19sChIJEe5FYvzjbi4Rf2KCs_2CBPM?authuser=0&hl=id&rclk=1","Kopi KABI","4,9","(383)","·","Rp 25–50 rb","Kafe","·","Jl. Sikranji 5 No.A2","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5QQtW6o8dTUbKeQv67uoER-zhO4VQYBjV5kNqgNxkyETd7Uxv-rI3vsyuv1X4QrAQncOg7g8RdI6Asxc_1v0ic7z-a-rZRRKw-VpWFVt9xb4dFmpyczu9bWGW9R7nHQCG0B12=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopi nya legit, matcha nya enak, gak lupa makanan nya juga enak-enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxbXIxMF8wZxgCOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uZX4aaWWMJqSseMPxp7piQ0&ei=uZX4aaWWMJqSseMPxp7piQ0&fo_s=OA&opi=79508299&orderType=2&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kedai+Rare/data=!4m7!3m6!1s0x2e6f1d060d4e0485:0x21612b0b896122e5!8m2!3d-6.7424868!4d108.5363368!16s%2Fg%2F11k2hrxd64!19sChIJhQRODQYdby4R5SJhiQsrYSE?authuser=0&hl=id&rclk=1","Kedai Rare","4,6","(286)","·","Rp 25–50 rb","Kafe","·","Jl. Sekar Kemuning II No.96","Tutup","· Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFITqDHbpRZtlcLPs-X4OT1w_weOBsRf8xlibo6adiBiHzfCItze9QmqhRN8z0CoI0Qj05iK8bEjUCTEoL5Kx-FUhpbGktfhGV_QMT7_cO_TLaVu2fypWVFPOpEJhaoXiUEBoIVgw=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kafe yang bagus untuk nongki, nugas atau bahkan meeting.""","","",""
"https://www.google.com/maps/place/UUS+Coffee+and+Eatery/data=!4m7!3m6!1s0x2e6f1d020c0e5a2f:0xb9db38fe3bed8b66!8m2!3d-6.7372624!4d108.5524248!16s%2Fg%2F11ybnjp4ch!19sChIJL1oODAIdby4RZovtO_4427k?authuser=0&hl=id&rclk=1","UUS Coffee and Eatery","4,6","(138)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Pangeran Drajat No.146","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWu7yRPm-JPoy1TgdsDCY37LItimOROImO689xabjXLUeATRNGsThgxAW0hf88spbYAr-Wio6VgpGKc_zzCatBjMzOUXfKQzLnjxQd7fUEP6ElkNnDLmPxAhMrRry5Eatu4FVgSRvkGFFm=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cozy ,Aesthetic dan harga nya affortable 🤍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5Ym5qcDRjaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uZX4aaWWMJqSseMPxp7piQ0&ei=uZX4aaWWMJqSseMPxp7piQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/INdzic+Kaffeehaus+Cirebon/data=!4m7!3m6!1s0x2e6f1d0059a32677:0x3ef0133edc7c5816!8m2!3d-6.7296067!4d108.5448692!16s%2Fg%2F11y626_sp7!19sChIJdyajWQAdby4RFlh83D4T8D4?authuser=0&hl=id&rclk=1","INdzic Kaffeehaus Cirebon","4,9","(36)","·","Rp 25–50 rb","Kedai Kopi","·","7GCV+4X4, Jl. Pemuda Raya","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTNXi698-3DIiBfUeRriCijWueciCYIsCczANFn6tZrxQxBHlJRRKtTXwsxW69zs5bpsVbJvHtPR5xgDysxBPf0hJlM68sw0fP914oAhQByYuwK94YCHLoduzmykG477ZVAnlnJg=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kaffe asik untuk nongkrong""","","",""
"https://www.google.com/maps/place/Sasmita+Coffee/data=!4m7!3m6!1s0x2e6f1e07a4d3247b:0x98aa2d60803d6d17!8m2!3d-6.7373986!4d108.520477!16s%2Fg%2F11d_bhnr_s!19sChIJeyTTpAceby4RF209gGAtqpg?authuser=0&hl=id&rclk=1","Sasmita Coffee","4,7","(244)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Garut B7 No. 8 Taman Nuansa Majasem","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpl5S_Dq7R_XZ9bVbMGU-bE9ArtT0vXNzTpDjO1SQKrZfTA1WorQBRbrXf6p7RNIVIcs7JnGyncH4kGWm4FdvRBs5VcKzv8knH2DtaonS1v-J4mEUTjR11ubInwhriUqv-_m2VBg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopi susunya josss👍🏼""","","",""
"https://www.google.com/maps/place/With+Us+kopi/data=!4m7!3m6!1s0x2e6f1dfcde1651cd:0xc14d02511ca6370!8m2!3d-6.7377931!4d108.5258983!16s%2Fg%2F11r9h73wnq!19sChIJzVEW3vwdby4RcGPKESXQFAw?authuser=0&hl=id&rclk=1","With Us kopi","4,9","(36)","·","Rp 1–25.000","Kedai Kopi","·","Komplek Jembar Agung, Jl. Majasem","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3Dr0a0hrGOyLyAWqezt_jqjxPhqUAtEtKHPU_G89UlxfOaeV-citEnaVSvGOBZHRZxhYOpH73mDlqDk8XcjGxZZe8xyKSCrj_ia6fW5tKemoCx9rLFKMqqS1aTx01VMKIrNak9A=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""buruan join kesini, makanan dan minumannya  ga ada yg gagal🔥🔥🔥""","","",""
"https://www.google.com/maps/place/Boothcin+Coffee+Cirebon/data=!4m7!3m6!1s0x2e6ee37f176c0853:0xfea678ac198a512a!8m2!3d-6.7215973!4d108.5689948!16s%2Fg%2F11tp5m9g1q!19sChIJUwhsF3_jbi4RKlGKGax4pv4?authuser=0&hl=id&rclk=1","Boothcin Coffee Cirebon","4,8","(94)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Lemahwungkuk No.75","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHafC3xwrySdj7ueNpYAN7V6b-_3uLSPYv1LJrJOlJI8nh8S871kcVTaJkdvaQ9U-vTvHCXMQ63q2O6OVRkeBg_mFRcu-1fK6pWYTQP2LV-VwrEWhXExtDUUP7iEqy1BL_CuGVECw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya nyaman, makanannya enak2, service nya oke, wifi lancar""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0cDVtOWcxcRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uZX4aaWWMJqSseMPxp7piQ0&ei=uZX4aaWWMJqSseMPxp7piQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Wee+by+Paper+%26+Sip+%7C+Coffee+Croissant+Gelato/data=!4m7!3m6!1s0x2e6ee35e4800011f:0x651bbdc657daafe1!8m2!3d-6.7213196!4d108.5468048!16s%2Fg%2F11m5qhk3xx!19sChIJHwEASF7jbi4R4a_aV8a9G2U?authuser=0&hl=id&rclk=1","Wee by Paper & Sip | Coffee Croissant Gelato","5,0","(121)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Terusan Cipto No.88","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2NkNUodIrny1NM0tCKMJsE1ccVlFjKYPTRVBMk39g-V1k6uNYQ3dnU8FxqmUPd3GTzjUzRZ93cFlx2LvTrwEAgZLvlfYX8RP4fBC73RUJTJ_sg8XLSq05rUDuBU1T6gZ0DVItFdcRBqjk=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Staff baik2 dan gercep, gelato enak, kopi enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtNXFoazN4eBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uZX4aaWWMJqSseMPxp7piQ0&ei=uZX4aaWWMJqSseMPxp7piQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Mekayo+Coffee/data=!4m7!3m6!1s0x2e6f1d8463991ce5:0x90c7975b1708af6!8m2!3d-6.7288932!4d108.5483137!16s%2Fg%2F11h0_7gt3z!19sChIJ5RyZY4Qdby4R9opwsXV5DAk?authuser=0&hl=id&rclk=1","Mekayo Coffee","4,7","(137)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Pemuda Raya No.11a","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGDB9QqZE-srVVgtVI-NMjHmrU9Q_AosTzyA_-AgJeYhJ_uaRv2MRw-dRjoooNybX7i5IwllTWLHE2MEMDRUxEguPnwaVKemiQ0DjxMO_DchrhbzvWJg-ROdiFbdASI8uj9rIfZQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagian indoornya nyaman terutama di meja dekat area barista.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMF83Z3QzehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uZX4aaWWMJqSseMPxp7piQ0&ei=uZX4aaWWMJqSseMPxp7piQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/The+Caffeinology/data=!4m7!3m6!1s0x2e6ee39d5851344f:0x94b661ad5c81c766!8m2!3d-6.7134856!4d108.5332262!16s%2Fg%2F11rdgjd9c8!19sChIJTzRRWJ3jbi4RZseBXK1htpQ?authuser=0&hl=id&rclk=1","The Caffeinology","4,7","(152)","·","Rp 25–50 rb","Kedai Kopi","·","Patra Park, Jl. Tuparev Blok E9","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9jOAMSSou8S2NqxCkXMYmefvQevn9sVZrAYZksa395nSXnuXGqfmLZ5_0qbg-W1Fo_fKjnAM28zYbXS9TIRsxpDhw84kdSSYmbWM3Dn3BmDGZcBU8YJsSlNX6lugmWkjqMDE=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya juga surprisingly enak2, belum coba kopinya karena bawa bayi.""","","",""
"https://www.google.com/maps/place/Rengganis+rumah+buku+%26+kopi/data=!4m7!3m6!1s0x2e6f1d51f425a3eb:0xf0f160ec0257d584!8m2!3d-6.7514592!4d108.5420437!16s%2Fg%2F11j0sqz2ms!19sChIJ66Ml9FEdby4RhNVXAuxg8fA?authuser=0&hl=id&rclk=1","Rengganis rumah buku & kopi","4,8","(207)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Lap. Udara Jl. Penggung Selatan No.30","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGm2SsrcVKwjoTFssGAXlvx1aqm1n8PJ9B-H5zVYTFQwqLt-JrcvCtXqbAwywbZnAQo3T2q_2KrA6eyK79MJZaWy8JC6_9qr4WLdHDq39Q4GVdNOaOke0hjmozvoFj5aAMNyOnn=w80-h99-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coffee lattenya enak, creamy dan tidak manis.""","","",""
"https://www.google.com/maps/place/Oksigen+Coffee+Cirebon/data=!4m7!3m6!1s0x2e6ee39efe6d5659:0x78afea2b549d324b!8m2!3d-6.7247396!4d108.5546471!16s%2Fg%2F11frtc061y!19sChIJWVZt_p7jbi4RSzKdVCvqr3g?authuser=0&hl=id&rclk=1","Oksigen Coffee Cirebon","4,7","(1.298)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. DR. Sutomo No.31","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbgo_VcHc-mLUAAlFMEqLkV3L3wG46Km-OL0MjVTH3dlJie_9oVVloADT9DOhyMebEC2xLs6CTuVFUENH5f_2WGbhg1j8cwBH9RDDFZyIedEhcOPghYsyG8vhZ-rcvkm7S9J8=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcnRjMDYxeRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uZX4aaWWMJqSseMPxp7piQ0&ei=uZX4aaWWMJqSseMPxp7piQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Cafe+Koplakers+the+garden/data=!4m7!3m6!1s0x2e6f1df09c1a9ea3:0x5fd5cf7dadc801fc!8m2!3d-6.7351359!4d108.5347738!16s%2Fg%2F11hc_fyps0!19sChIJo54anPAdby4R_AHIrX3P1V8?authuser=0&hl=id&rclk=1","Cafe Koplakers the garden","5,0","(1)","","","Kafe","·","Jl. Yudhasari II No.99","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H4TSzv9OyJLpbG6UTWJksg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=100.38357&pitch=0&thumbfov=100","","Makan di tempat","","",""
