"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3"
"","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Dips+Ice+Cream/data=!4m7!3m6!1s0x2e69ed298f973093:0x9473f8f539b6ea80!8m2!3d-6.3653837!4d106.8301923!16s%2Fg%2F11h0ydyc9m!19sChIJkzCXjyntaS4RgOq2OfX4c5Q?authuser=0&hl=id&rclk=1","Dips Ice Cream","4,5","(45)","Es Krim","·","JRMJ+R3W","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNgglDKtX_pscTBYQLzhMJxhHYgvg2kbvLlrJ2cfPvlo5APr-I3a4vtTnVs0XGGK_HNSxb7NKX8ex5ceSkvFARGbJOSWmRSRYh8SGRicMRDztOoDJCX4o0kcxTAyDIDIpQNFmh=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""yg stroberi juga enak agak mirip sorbet soalnya berasa buahnya 👍🏼👍🏼👍🏼""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMHlkeWM5bRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Original+Gelato/data=!4m7!3m6!1s0x2e69efdedbc46013:0x85f6c19405dc12d7!8m2!3d-6.3653023!4d106.8140174!16s%2Fg%2F11q42yqg__!19sChIJE2DE297vaS4R1xLcBZTB9oU?authuser=0&hl=id&rclk=1","Original Gelato","4,6","(306)","Es Krim","·","Jl. Kukusan Raya No.21 Blok D, RT.2/RW.6","Tutup","· Buka Sel pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsvucNXNvrioGF303JAjJD_Ud5lhMnP_FLSSObTzw8A1AtDKlSeVBGIR-388DGv_6BJWRTRA4z3UfYDfFBNNV5jgOrCtfef-hrqpVBoVpso86zn2obV07QTtn7NONOtIBZBIwC=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selain","","","","eskrim","bisa pesan makanan juga yg tempatnya terpisah."""
"https://www.google.com/maps/place/MIXUE+-+Kukusan+UI+Depok/data=!4m7!3m6!1s0x2e69efe33594ddab:0x5d74df050a5846b1!8m2!3d-6.3598799!4d106.8169945!16s%2Fg%2F11k3tnh7rw!19sChIJq92UNePvaS4RsUZYCgXfdF0?authuser=0&hl=id&rclk=1","MIXUE - Kukusan UI Depok","4,5","(196)","Es Krim","·","·","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrp2hvGeAiB1StCLDq3S0d_QQAdlX583LULehxHBQBZmL5lmBkbc8VYd03e0gkZjJRkvxy-yTBnNRA6JIwHhQ6t9FFAtq8ES7K_ayccQFArowYN6OQ_LdRlQGAK9oaXrK4flA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrM3RuaDdydxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Eskrim","nya enak, porsinya standar mixue lah, yang jaga ramah juga."""
"https://www.google.com/maps/place/Vilo+Gelato+Margo+City/data=!4m7!3m6!1s0x2e69ed6773b3512f:0x4d58a2bd2ad3ea84!8m2!3d-6.3725308!4d106.8341933!16s%2Fg%2F11rz59__vt!19sChIJL1Gzc2ftaS4RhOrTKr2iWE0?authuser=0&hl=id&rclk=1","Vilo Gelato Margo City","4,5","(174)","Es Krim","·","Jl. Margonda No.358","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEc2YXpdmrLLH1TaXWYIh6oIMuqPI8dE2fYGXODzxRMuUjHaaMzlJFC-ikjV_uouVV0ivOMLPngunnv1cgARTwTO9O6BexvMqM9jgyJw9UsigH0EgEm5K1TMSRAlApeh07xCxyUbS-LFYw=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat makan","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyejU5X192dBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","eskrim","ada indoor dan outdoor, rasa"
"https://www.google.com/maps/place/Lets+Go+Gelato+Margo+City+Depok/data=!4m7!3m6!1s0x2e69edb312bcb21d:0x4a940dccbf9c06b5!8m2!3d-6.3731044!4d106.8349841!16s%2Fg%2F11ssq9kw1j!19sChIJHbK8ErPtaS4RtQacv8wNlEo?authuser=0&hl=id&rclk=1","Lets Go Gelato Margo City Depok","4,9","(106)","Es Krim","·","·","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGz-V7qryFO_Nbpcvcib4Z10TKW9EvhZ6knqrluFevuJPE-t-0ARZl54BsRC13hx7pgCRnzwqr0xdNHCRSmJsRS1HQUcPLlL0S3UtyOOn0EHKdyZXB1n8MCs0CDoJCJgULTQPJIgg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wajib coba buat kamu yang lagi cari dessert manis yang nggak bikin enek.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzc3E5a3cxahgCOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=2&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/WEDRINK+Depok+Akses+UI/data=!4m7!3m6!1s0x2e69ed5cea3b8715:0x6eb9834009aa4eef!8m2!3d-6.3550815!4d106.8474106!16s%2Fg%2F11vb9lwp4s!19sChIJFYc76lztaS4R706qCUCDuW4?authuser=0&hl=id&rclk=1","WEDRINK Depok Akses UI","4,4","(34)","Es Krim","·","Jl. Akses UI No.7, RT.010/RW.010","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsbEFSak4597EZoBM8rK7vnp83mRJGwU_DEc993zEr3m4Vx4HR4ih1RvVv-GvUMSRmySCMA35K3Pq60q29VAJgic_j31vEgKlomM8GbiY5wQH9-l1QvYJbQ4ESgt7NdMLWKE_d1UlI_Qo=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""disetiap bangku juga ada colokan listrik, cocok buat nugas👍🏽""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2Yjlsd3A0cxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Hedon+Fresh/data=!4m7!3m6!1s0x2e69ed57bdfb4de7:0x6b12eacb388a9731!8m2!3d-6.3440167!4d106.8383275!16s%2Fg%2F11kvsk1y7b!19sChIJ5037vVftaS4RMZeKOMvqEms?authuser=0&hl=id&rclk=1","Hedon Fresh","5,0","(538)","Es Krim","·","Jl. Gardu no No.9, RT.12/RW.2","Segera tutup","· 22.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvPEoLdHSrCAxOTFW-QsKUiyrfMNrlh6uK3voun6pPx9ivv3ffWpB4vM8VWL5Ii--IFgXnRXevO2dMfxl_4gB1zkA9zp1XRgt8GVS4HOJU0FRdRFGpAcOeKXleIa_17u4CboWYxLYaFusM=w80-h107-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Varian","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrdnNrMXk3YhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","eskrim","banyak, harganya murah, pelayanan cepet."""
"https://www.google.com/maps/place/Handala+Ice+Cream+Depok+%28Agen+Es+Krim+Aice+%26+indoeskrim+not+Diamond%29/data=!4m7!3m6!1s0x2e69ec7f8946cca3:0xbc39ff1a558bf116!8m2!3d-6.3795246!4d106.8631939!16s%2Fg%2F11f10g5bxp!19sChIJo8xGiX_saS4RFvGLVRr_Obw?authuser=0&hl=id&rclk=1","Handala Ice Cream Depok (Agen Es Krim Aice & indoeskrim not Diamond)","4,5","(194)","Es Krim","·","Jl. Masjid-Al Islah No.13, RT.004/RW.005","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwdwyIZn1EfxHmJa7EeWwyUfhEl6MIC1NFrduUT6X5I2d3_IcesNdo5TfYfc0VuojEvgqgjH8ynU9pPc5pKwJUZELpag_rTa9yK8b3kjnZCio6UDhPuOp4kYkxRwvj0NFVnos=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah""rasa sesuai lidah""","","","","",""
"https://www.google.com/maps/place/Delicious+Ice+Cream+Depok/data=!4m7!3m6!1s0x2e69ed63efd57b57:0xcedb5090b52a5aca!8m2!3d-6.37943!4d106.8631032!16s%2Fg%2F11h9mvcm9n!19sChIJV3vV72PtaS4RyloqtZBQ284?authuser=0&hl=id&rclk=1","Delicious Ice Cream Depok","5,0","(5)","Es Krim","·","Depan Counter Mas Anto, 16416, Jalan Masjid Al Islah Rt 004 Rw 005 No 13 Cisalak Sukmajaya Depok kode pos","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDxS8cZ_99erCNszTpeO8bsmJk3fxVLpQ54nQncc39I_CLEMWB77Yv9YQLY_i2_jb4dN8vtZyyxIqgptopq9r8bE-lEOQVbpg8ubEZrDRlVLb2ajk3H2FwM29Ij-BLVWeeMPL0=w92-h92-k-no","","Pesan antar","","","","",""
"https://www.google.com/maps/place/BunBie+Ice+Cream+Depok/data=!4m7!3m6!1s0x2e69e948226fa9ef:0xdb723dd03bd435d3!8m2!3d-6.3861049!4d106.8118029!16s%2Fg%2F11bw3fdmjw!19sChIJ76lvIkjpaS4R0zXUO9A9cts?authuser=0&hl=id&rclk=1","BunBie Ice Cream Depok","4,6","(34)","Es Krim","·","·","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4QBxAT07fMW8kG1bqDOYp2Q7VCVe1BpfYnbvYZSiqsDj2upwBbqqqKeJaYGFztwEk9-n1t_mI9SdKi50AhL1RCoFYmeidJKwzbazhltNHEONS9VPo9r5R8N27z4-VWC4gjyE=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sekarang semakin lengkap ada selai2an, mie, air mineral, teh, dll""","","","","",""
"https://www.google.com/maps/place/Kaori+Saos+Cicak/data=!4m7!3m6!1s0x2e69ed1d6287184d:0x23be9d640a196cbe!8m2!3d-6.3747011!4d106.8265169!16s%2Fg%2F11sz5hnssv!19sChIJTRiHYh3taS4RvmwZCmSdviM?authuser=0&hl=id&rclk=1","Kaori Saos Cicak","4,5","(20)","Es Krim","·","JRGG+4JV, Jl. Pembangunan","Buka 24 jam","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZCA_NgpNAGpf5JuPhwRWNQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=195.238&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terakhir Kali Saya Makan Disini, Saya Dikepung Oleh Para Koboy 🤠""","","","","",""
"https://www.google.com/maps/place/Ice+Cream+Midhif/data=!4m7!3m6!1s0x2e69ee9ad7891a4f:0x4ab8663c785380c2!8m2!3d-6.3511941!4d106.8087528!16s%2Fg%2F11cllkb84_!19sChIJTxqJ15ruaS4RwoBTeDxmuEo?authuser=0&hl=id&rclk=1","Ice Cream Midhif","4,8","(75)","Es Krim","·","·","Segera tutup","· 22.30 · Buka Sel pukul 10.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGblQ4h3JD_AQgpIUR9d77JprIPwDaYMQkii-GGOgJSGcX5FMbUr4e9fYSpghrQGKk2zx3dxK7RuiUZq7atC_mYY_IIFhUqsfSFoq7gC1oyYhSw5KeVZ4gPHuyRxPSapMM1DV0P=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","Eskrim","enak, murah, dan bergizi..."""
"https://www.google.com/maps/place/Holly+Tea+Depok/data=!4m7!3m6!1s0x2e69ede345601ddf:0x14fc642ce84cab76!8m2!3d-6.3661953!4d106.8500622!16s%2Fg%2F11ty2gcmbv!19sChIJ3x1gRePtaS4RdqtM6Cxk_BQ?authuser=0&hl=id&rclk=1","Holly Tea Depok","4,6","(59)","Es Krim","·","Jl. Tugu Raya No.R.20, RT.003/RW.011","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwt3NbYD7V0fslkCIWyWtPtRAPdE_DDzvhX5Ooqzj1qQ2Nsb0bPcyFGJctTRZICBg8FzM4EjAktXfWpcxF-CblGJdEoEB0OBlsLAAjhIU62r9oi0yH6Xth61JgXVL8VzsK2zbC=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""menu favorite kita yang ada caramelnya rasanya enak banget manis.""","","","","",""
"https://www.google.com/maps/place/BINGXUE+Kelapa+Dua/data=!4m7!3m6!1s0x2e69ed0022e5d971:0x7e04e3a114e3ea00!8m2!3d-6.3554213!4d106.8488099!16s%2Fg%2F11w1r8jw9_!19sChIJcdnlIgDtaS4RAOrjFKHjBH4?authuser=0&hl=id&rclk=1","BINGXUE Kelapa Dua","4,6","(67)","Es Krim","·","JRVX+RGP, Jl. Komjen. Pol. M. Jasin","Segera tutup","· 22.00 · Buka Sel pukul 09.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjOzKKn7mDCMqTlpmCnwbPR23RbdJjWukPuC58uDaPmDd2x3EMCjJvB4uU9XtBRwVxGFfWwAeZWdKnhA0u1nz41oVX9LENzFp5NYwyfIksvtrzH8cnHR0erEo_ldmmfmkaOFGI_Ul-On93=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak, bersih, rapih😍","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3MXI4anc5XxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","eskri","m nya enak enak banget 😘"""
"https://www.google.com/maps/place/Mixue+Tugu+Depok/data=!4m7!3m6!1s0x2e69edad5dc32c81:0xb202cd3fdba0be7f!8m2!3d-6.365324!4d106.8429556!16s%2Fg%2F11s96fhrh1!19sChIJgSzDXa3taS4Rf76g2z_NArI?authuser=0&hl=id&rclk=1","Mixue Tugu Depok","4,4","(183)","Es Krim","·","Jl. Rtm No.36","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUlUIekjenBevsc7OOppjIeAIv9QpL8Hk5frWsAtYCmEgAv7_FJZqn50pv849hw7n3caM2kKTlg9AQ-3yYgcdo1X7_izGTXictWq9wd26S8HoQeIlxGbnFDdjh4zEam4uYo0ajfw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""rasa eskrimnya suka yg sundae boba dan kiwi smoties seger bgt dah 👍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzOTZmaHJoMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Pocin+Ice+Cream/data=!4m7!3m6!1s0x2e69ed0006248fb7:0xfca85e69df7cc8ea!8m2!3d-6.3697913!4d106.8324048!16s%2Fg%2F11wh_xzqf7!19sChIJt48kBgDtaS4R6sh832leqPw?authuser=0&hl=id&rclk=1","Pocin Ice Cream","2,3","(155)","Es Krim","·","JRJJ+3XJ, Jl. St. Pd. Cina Gg. Kedondong","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSSq3n-WrfKjDs3gBCfEfHd22V7CXXCBKkSxUANCQwsqbIwXywVfGnmoO01NK4caGxD5Q-BK3kG3OjEj0F1l4LFjwU_OVnVVmRixSpZm4w3h2MPCEDtXSxheiuVpIeRZ23eWWS7XWdK9s=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ngasih bintang 2 krn","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3aF94enFmNxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","eskrim","masih enak dan langganan."""
"https://www.google.com/maps/place/ETSO+Dessert+Depok+Margonda/data=!4m7!3m6!1s0x2e69ed7d15d7b1c1:0x7ec63f765f7fa2e8!8m2!3d-6.3622928!4d106.8333625!16s%2Fg%2F11yhw2gyx7!19sChIJwbHXFX3taS4R6KJ_X3Y_xn4?authuser=0&hl=id&rclk=1","ETSO Dessert Depok Margonda","4,7","(34)","Kedai Hidangan Penutup","·","Etive Studio, Jl. Margonda No.504, Pondok Cina, Kecamatan Beji, Sebelah Optik Mikeda, Lt 1","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLSEMGm_DUDUZiO892BuN5f6gnESY8Mgm5gFoH7iT_dhL6WdP8mSzubp1-HkJi3us3uHpI9HBuBr08F4_FK3UNRdx1ukJoTbx8ulu6zWKmMCDoR43AucUGyYohbGln-ljiJzAaPeaiULI7=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya aesthetics bangettt, lucu super kiyowo pink pink.""","","","","",""
"https://www.google.com/maps/place/Momoyo+Kelapa+Dua/data=!4m7!3m6!1s0x2e69ed1099b6f2eb:0xec49b00140a9e48e!8m2!3d-6.3556692!4d106.85326!16s%2Fg%2F11vc51gcbp!19sChIJ6_K2mRDtaS4RjuSpQAGwSew?authuser=0&hl=id&rclk=1","Momoyo Kelapa Dua","4,4","(178)","Es Krim","·","Jl. Raya Jl. Akses UI, RT.5/RW.3","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFEgppjdY3tmD8TPKRN71d_L9jQy6sQeYXoCwCTDQ4Q1_Mdkl-v5GCs05lIyipG3FJV_0t9AbEe0q-lwHcnNOb9WLDiJnMyt6SyzI8pMbepE-4e2jh_aem7o7xCZS0nmnQ7-NmmemOai7g=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... baik,","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2YzUxZ2NicBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","eskrim","nya enak recommended banget buat yang suka"
"https://www.google.com/maps/place/Pipiltin+Cocoa+Margo+City/data=!4m7!3m6!1s0x2e69ed1152fa2bd1:0x99376657e9550d0d!8m2!3d-6.3731557!4d106.8346626!16s%2Fg%2F11vl3vh_zx!19sChIJ0Sv6UhHtaS4RDQ1V6VdmN5k?authuser=0&hl=id&rclk=1","Pipiltin Cocoa Margo City","4,4","(29)","Es Krim","·","JRGM+PVM, Jl. Margonda","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHyNET2Grqpie6jYdKLGCXeAf03CCzZs8hD8bcn4XyvlOILonYNLMVwnex34ZrmsGG_Cltdmv0XZNLUa8IZ9ilXRXBpOvoeeRIA0wZB4QlDOLLRWtJ25_HGZweLqAu7RUj7TZ2qU_cDWl8=w80-h177-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Parahhh eskrimnya enakkkk polll premium""","","","","",""
"https://www.google.com/maps/place/Sinar+Garut+Asli+Samiraos+%28Kang+Ozi%29+-+Beji/data=!4m7!3m6!1s0x2e69ef42c36ba2e5:0xf3ef11a838d90251!8m2!3d-6.3761467!4d106.8139189!16s%2Fg%2F11j7d_n_p5!19sChIJ5aJrw0LvaS4RUQLZOKgR7_M?authuser=0&hl=id&rclk=1","Sinar Garut Asli Samiraos (Kang Ozi) - Beji","4,5","(74)","Es Krim","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMMO9OCOPFltCk30At4bBGYR4FCC3yqsrArwGSTX-rea4rfVdjPO5f2hHBsphgXfA50w78EX0LLvPGdurHDXxaKzUZWbQE44-4m9EQ8DggDcDfti7sUb2840m4fLCshKbWeZ1qLTtwlKpP=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqN2Rfbl9wNRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VrH4acrwL-WtseMPobTlCQ&ei=VrH4acrwL-WtseMPobTlCQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Es","campurnya cukup enak, namun untuk tempatnya agak kotor berdebu."""
"https://www.google.com/maps/place/Depot+Mangtok+%28d%27coconut+ice+cream%29/data=!4m7!3m6!1s0x2e69eeab165b8a01:0x15322532880671da!8m2!3d-6.3800304!4d106.8138623!16s%2Fg%2F11c5s32f23!19sChIJAYpbFqvuaS4R2nEGiDIlMhU?authuser=0&hl=id&rclk=1","Depot Mangtok (d'coconut ice cream)","4,5","(10)","Es Krim","·","Jl. H. Asmawi No.99","Tutup","· Buka Sel pukul 11.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=slWMT41TbLd1mA4w7u5QQQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=94.85749&pitch=0&thumbfov=100","","Makan di tempat","","","","Bawa pulang",""
"https://www.google.com/maps/place/Durianesia+Baktijaya+PELNI/data=!4m7!3m6!1s0x2e69ede4bbbe9b75:0x810af909f12b4a29!8m2!3d-6.3723454!4d106.8524274!16s%2Fg%2F11r_w78s5p!19sChIJdZu-u-TtaS4RKUor8Qn5CoE?authuser=0&hl=id&rclk=1","Durianesia Baktijaya PELNI","4,8","(20)","Es Krim","·","Jl. Raya Pd. Duta","Tutup","· Buka Sel pukul 10.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHnhHEkvfeUAw-VVZ9VMzARagzQ0FLf2SkXdVrpl0EBlpqZUklScPw9PEuUL4Y3CJHdgWG4HLhbqxEkmUB4Rx0YwvbYejFw-flS9rYIyr6cebJQVYDxT-_3FBSDJjrlL26DaHk=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Durian dan kejunya banyak, rasanya juga enak gak ngecewain""","","","","",""
"https://www.google.com/maps/place/Pika+Piku/data=!4m7!3m6!1s0x2e69ec0e87d71daf:0xcacc66507899ea09!8m2!3d-6.3730846!4d106.8348169!16s%2Fg%2F11hc_81h6r!19sChIJrx3Xhw7saS4RCeqZeFBmzMo?authuser=0&hl=id&rclk=1","Pika Piku","3,5","(6)","Es Krim","·","Jl. Margonda No.358","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPO6apcaRHIOLFU-UmdK4j5gHDB_K5BP-7nK9r8vb4lQjG40bbfBs5hjweDlTqej8jQYtRAOpajp8CJY-Oa2E-Q96m8sBBN1D6fBna8wb5iIVdghfid0prxlFphQKoyCQG-CQucA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gemes bgt tampilannya kecil mungil, tapi rasany bubblegum sekali.""","","","","",""
"https://www.google.com/maps/place/Depo+Ice+Cream/data=!4m7!3m6!1s0x2e69eeb9f898a809:0xe7e53009823faffb!8m2!3d-6.3711455!4d106.8001137!16s%2Fg%2F11bxb3_lkv!19sChIJCaiY-LnuaS4R-68_ggkw5ec?authuser=0&hl=id&rclk=1","Depo Ice Cream","5,0","(2)","Es Krim","·","Jl. Raden Sanim No.5","Segera tutup","· 22.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3uQUk-LMOIlveYkoBDK27iFhsj_dwDbvjWyEdhod3TSmTPl7YJdb9kx6JAwPh5ROgru0FdbZabzUFrqALJyHJ3vYx9H1m7lun_Yn1-dWbt4CwX4moTSSQ6bGeTiT81vlkScNg=w134-h92-k-no","","Bawa pulang","","","","",""
