"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","doJOZc","W4Efsd 6","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Tempat+Fitness+Terbaik+di+Depok+%28BAS+Gym%29/data=!4m7!3m6!1s0x2e69e94b9ac636c7:0xad14b3654f860eb5!8m2!3d-6.3999867!4d106.8126523!16s%2Fg%2F11gjp849k8!19sChIJxzbGmkvpaS4RtQ6GT2WzFK0?authuser=0&hl=id&rclk=1","Tempat Fitness Terbaik di Depok (BAS Gym)","4,6","(23)","Tempat Fitness","·","Jl. Mandor Jaun III No.14, RT.1/RW.1","Segera tutup","· 22.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1rgCHdQg0RK_Bo_Vr6wd-H9YUEHXo1ehvJK6HrhjTNyf6hwxTS28nk-YnhsW8xygE8gvvi8zcYVUd62IpWbiqcA-r-CEdfX_BBJarJRYcWUApIvXzpP58ILEWVQ3nLAIjTKuv=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak, yang punya ramah banget top deh pokonya""","",""
"https://www.google.com/maps/place/Fatal%27s+Mini+Gym/data=!4m7!3m6!1s0x2e69ed005cd1f965:0xfe79640ee260609!8m2!3d-6.3630007!4d106.8201402!16s%2Fg%2F11yg2czt_l!19sChIJZfnRXADtaS4RCQYm7kCW5w8?authuser=0&hl=id&rclk=1","Fatal's Mini Gym","5,0","(2)","Tempat Fitness","·","Jl. Mandor Goweng No.05, RW.03","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEemwy9MN9kLKejwjz81qVvh_P6hOt33iBNmiUHg0MIHKpEX-VmJM2o9jQ9Dpg6oB-KEjyPe6xNf5N8aywjGgADkDEFytkFBU2a6lk8-Qd735J3kRY3e8FKJS7J5JGyvq234prndI06Wj0=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barang lengkap, sesuai, murah""","",""
"https://www.google.com/maps/place/F18+Gym+%26+Studio+Sukmajaya+Depok/data=!4m7!3m6!1s0x2e69ebde5e485c37:0x52de4dbc5bed54a5!8m2!3d-6.4064284!4d106.8440694!16s%2Fg%2F11twc162xt!19sChIJN1xIXt7raS4RpVTtW7xN3lI?authuser=0&hl=id&rclk=1","F18 Gym & Studio Sukmajaya Depok","4,7","(42)","Pusat kebugaran","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDVgCi7vZ-0sZrCC4ITh9HhfKDBc52U5AcGwJ-M5dQfNvRxUT7JJ709A6HLcdOTxRKA0eItTTI-zO7kMqATD_1TolXLEamYCstx-g2Wh0U1Xtr2piv8Z4MRZUzoic2KJiKteXt_Q=w80-h106-k-no","","Jl. HM. Soeharto No.1112, RT.04/RW.04","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wah…akan jadi","tempat gym","yg seru nih di daerah depok 😁"""
"https://www.google.com/maps/place/EDY/data=!4m7!3m6!1s0x2e69ed9f5d548583:0x8247fb7a9d303718!8m2!3d-6.3734927!4d106.8218535!16s%2Fg%2F11h_3p0vwc!19sChIJg4VUXZ_taS4RGDcwnXr7R4I?authuser=0&hl=id&rclk=1","EDY","5,0","(2)","Tempat Fitness","·","JRGC+JP5, Jl. Baitul Rohim VI","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fT5wSO8ku1Z8Cv4mkfwEfQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=87.27341&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/Ferensa+Studio/data=!4m7!3m6!1s0x2e69ef246149d67f:0x39d0503f485069f5!8m2!3d-6.3705554!4d106.8133477!16s%2Fg%2F11lznx6r4_!19sChIJf9ZJYSTvaS4R9WlQSD9Q0Dk?authuser=0&hl=id&rclk=1","Ferensa Studio","4,6","(11)","Studio Yoga","·","Kafe Dapurku, Jl. K.H.M. Usman No.161","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXu_nh0GVYUQUDqw73dz3Pd6cr440hELpA567MtYYm6-DuBoYkccLTB3EKQUH3O37enX_XhEU_F_NYOa73Jp0coWcjaaY_4dI4ZwEPHiWcsUEo9FPEKMidMhf4wAWzSxdrMWuO4A=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","nyaman untuk yoga dan pilates"""
"https://www.google.com/maps/place/Duo+Shine+Fitness+Sawangan+Depok/data=!4m7!3m6!1s0x2e69e8e70823fe4f:0x5611b2d3efe54b5a!8m2!3d-6.4053881!4d106.7619358!16s%2Fg%2F11c59nx2n2!19sChIJT_4jCOfoaS4RWkvl79OyEVY?authuser=0&hl=id&rclk=1","Duo Shine Fitness Sawangan Depok","4,8","(635)","Tempat Fitness","·","·","Segera tutup","· 22.00 · Buka Sel pukul 07.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJ7rqd9Dm2KqXMsM-nZ-OamItSuGPy5LZRPaQQgs5xtwG6rYinxOMx27JDfsymw2EjbAaQ9T5lut5EkPFXR0xbzgRphPMUmA9yRu0gdIgpBGbiGYwXrjJpGjfUxuPf4PUCtcw_=w122-h92-k-no","","Jl. Raya Muchtar No.35","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","nya paling bagus dan affordable di daerah sawangan 👍👍👍"""
"https://www.google.com/maps/place/D-GYM/data=!4m7!3m6!1s0x2e69e9f22cfad019:0x8f95c9253b21f80f!8m2!3d-6.391012!4d106.81433!16s%2Fg%2F11y8mwsxgm!19sChIJGdD6LPLpaS4RD_ghOyXJlY8?authuser=0&hl=id&rclk=1","D-GYM","4,6","(49)","Tempat Fitness","·","Jl. Nusantara Raya No.20B","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjJakdHfns6SB1NnIiC-zCCbS9tl6090UIZG9HR0i6S7u-O-5YAgsH8e6zAc2GtDNHJR8h7Ms2f0k2YGky1WlClHC-JXtoDxjXr3UxrBarkhAzNEWyssCqT7mnNpzDdikLXOAiEQ=w122-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yg cukup nyaman dan aman serta amanah...mantaf 👍"""
"https://www.google.com/maps/place/PRABU+GYM+PITARA/data=!4m7!3m6!1s0x2e69e90f92d919fb:0x92e61ebe1e128d51!8m2!3d-6.4096182!4d106.8006441!16s%2Fg%2F11qbr59430!19sChIJ-xnZkg_paS4RUY0SHr4e5pI?authuser=0&hl=id&rclk=1","PRABU GYM PITARA","4,8","(181)","Tempat Fitness","·","·","Segera tutup","· 22.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmJwjCzGJvlFqzfQnH5egr3P68w4IUPnusyQ41s7bUfIsP59uzEWAycWMlcxCqmQySZcWLrPiwX6rEyj3iEti6QMy5-hFkZ-mPdxIlck1wRmPU7dLhuMuba5IwBEtSWJahEfg1=w163-h92-k-no","","Jl. Pitara No.89","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","dengan harga terjangkau tapi fasilitas oke, ini worthit sih"""
"https://www.google.com/maps/place/RIZA+GYM/data=!4m7!3m6!1s0x2e69ebb5f84baa5d:0x67c8a037eb41bcf9!8m2!3d-6.4168215!4d106.8416098!16s%2Fg%2F11g03np1wl!19sChIJXapL-LXraS4R-bxB6zegyGc?authuser=0&hl=id&rclk=1","RIZA GYM","4,6","(76)","Tempat Fitness","·","","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7u50xaEisvO34crf9mJi_kOr4cJM8puty8KQq0qrbRhPRR6U4A5rkvf0kk0pIh_KyAPhXdWTKGil7aa7OWqhiUEWqxEHRJZVlX0rJZfYb8WeEotqDtHmNrOoVSoxJkfJ-aRWv=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","murah meriah,"
"https://www.google.com/maps/place/Pelatihan+Instruktur+Zumba+Depok/data=!4m7!3m6!1s0x2e69ed28c0b4b3ab:0x293850e6dd8ce60e!8m2!3d-6.3534102!4d106.8505186!16s%2Fg%2F11v0f8cfxv!19sChIJq7O0wCjtaS4RDuaM3eZQOCk?authuser=0&hl=id&rclk=1","Pelatihan Instruktur Zumba Depok","5,0","(1)","Tempat Fitness","·","Jl. Kol. Pol Pranoto No.15, RW.06","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKV0rIIV32EL1Ziasv61CrwWoL2MT6efcn5cu7KHHSgvWvn4SnsSfeCxdbok-AL0pKALcuvFiLtlnvu4dcEMUq4yeOypAqxRzXnBjSFLnLCDWH8w2-MyPMa3H9Uynuwv6Q6CCm0w=w80-h100-k-no","","","","Layanan di tempat","Kelas online",""
"https://www.google.com/maps/place/Ra+Muay+Thai+Camp+Depok/data=!4m7!3m6!1s0x2e69ed8d07474245:0xb351f10dd2fa7418!8m2!3d-6.3695782!4d106.8335646!16s%2Fg%2F11gm8qw83j!19sChIJRUJHB43taS4RGHT60g3xUbM?authuser=0&hl=id&rclk=1","Ra Muay Thai Camp Depok","5,0","(1)","Tempat Fitness","·","Jl. Margonda No.417E","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhuLBo-p-CCTFqjhutewkFDmIH0ljucatU8X9t39VUqH8gEwkOiKnTT9LHx-fvPHyk4iV8RnMOq_5OAf4dAGd0vnYbcWtWiBW6jrYuPBH9o7WITzoXCE4rVbz_YxsU2tuTjyvC=w80-h106-k-no","","","","","",""
"https://www.google.com/maps/place/Teambulls+Gym/data=!4m7!3m6!1s0x2e69efcd058fba03:0x3c60ede3a1fa66cc!8m2!3d-6.3522722!4d106.8115528!16s%2Fg%2F11vm4n5bgp!19sChIJA7qPBc3vaS4RzGb6oePtYDw?authuser=0&hl=id&rclk=1","Teambulls Gym","5,0","(111)","Pusat kebugaran","·","Jl. Moch. Kahfi II Pertigaan Timbul Kahfi II, RT.1/RW.3","Segera tutup","· 22.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIdk8u_Rqa1KU9c7bnLezqkZilDLWuage9T_-HhQlN1H2TQ4HYJBoFCyDRBZ3kDNHVYRSqWIDBQQLwY1fsqTy9YbjaGXb4d7AtBBCOBINu1In-_sXZz34kyJ2BuH8xsBEghr978Q=w122-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","nya mantap bagus dan bersih .alat alatnya juga bagus impor ."""
"https://www.google.com/maps/place/Golden+Stick+Billiard/data=!4m7!3m6!1s0x2e69ec3f32e6e0cb:0xf2c8d72368742c8!8m2!3d-6.3552067!4d106.8396515!16s%2Fg%2F1tml7t1_!19sChIJy-DmMj_saS4RyEKHNnKNLA8?authuser=0&hl=id&rclk=1","Golden Stick Billiard","4,3","(1.683)","Tempat Biliar","·","·","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECT3_zsu9ARnosJBHkN0UxXII-Jlc_c0wm_jPY68mIK0xx2USqttrbIwUplrLgPStwLy_HHdhaJN_GDN1FzufKOWRQewZTQN4SXMYzq9lYUKephR6pmSEq0BFNS4SOiWaffXg8=w138-h92-k-no","","Jl. Akses UI No.26","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat Gym","dengan harga terjangkau dan bersih."""
"https://www.google.com/maps/place/Komunitas+Sarang+Semut/data=!4m7!3m6!1s0x2e69ec77b485a50f:0xb01c2de83a3c1ff8!8m2!3d-6.3785372!4d106.8504887!16s%2Fg%2F11c5_66898!19sChIJD6WFtHfsaS4R-B88OugtHLA?authuser=0&hl=id&rclk=1","Komunitas Sarang Semut","4,4","(7)","Tempat Fitness","·","JVC2+H5Q","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKJkBsW6PMf19R5e2tqPImTxNvPTLyCuDKuo-_bAcQWE07UeGxoqi1BZxX7b60jXSrhg6LqfVSFO9ZkBCJZ_o0LkTti535EWfMe8KO8-Y5jJHejET64yTXkb2M07uTaKXxztZBCQ=w130-h92-k-no","","","","","",""
"https://www.google.com/maps/place/INSPIRA+STUDIO/data=!4m7!3m6!1s0x2e69ef0046aace71:0xbd4e755b3883647d!8m2!3d-6.3802079!4d106.8005226!16s%2Fg%2F11yl3xqtjm!19sChIJcc6qRgDvaS4RfWSDOFt1Tr0?authuser=0&hl=id&rclk=1","INSPIRA STUDIO","5,0","(2)","Tempat Fitness","·","JR92+W66, Jl. Jati Perak","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGINO2-y5ofS_L5keRwqVFx9NjAejgf-OF5-Qa7QpOCM_K2uKV_KrbWVOODa4N7lSsCxGw4hmG-w29HbB4aKtVuZ6KUIH3NvPRN8GjXshy754SAvxzlpd6ywybFXJt93s2hn1VyKtgUMSGz=w163-h92-k-no","","","","","",""
"https://www.google.com/maps/place/HAYA+FITNESS+GYM+%26+STUDIO/data=!4m7!3m6!1s0x2e69ea34e5e45653:0xfa25d11a7f5a71fa!8m2!3d-6.4232642!4d106.8377773!16s%2Fg%2F11dym7pmbp!19sChIJU1bk5TTqaS4R-nFafxrRJfo?authuser=0&hl=id&rclk=1","HAYA FITNESS GYM & STUDIO","4,6","(109)","Tempat Fitness","·","Jl. Kemang Raya","Tutup","· Buka Sel pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEQus3ajH9R5a_KahBmSiO3Eiu6dIRcXZNJhXPs3FahEgPJ-PPDiRU6uIhXHZ3xmeD6nDiNN_dXu89_QlUhfpUDPnNVLwtVPRnVF4coTDxi_LiF4C6-_Lqg89I_ZIok8nch95i=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan ramah dan ada","gym","class nya jg buat member/non member."""
"https://www.google.com/maps/place/Aura+Bugar+Ceria+Fitness+Centre/data=!4m7!3m6!1s0x2e69e9b149573d7d:0x6ed413f0b7a14ee6!8m2!3d-6.3810518!4d106.8178987!16s%2Fg%2F11gjt9_nwk!19sChIJfT1XSbHpaS4R5k6ht_AT1G4?authuser=0&hl=id&rclk=1","Aura Bugar Ceria Fitness Centre","","","Tempat Fitness","·","JR99+H5C, Jl. H. Iming","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMZ4XVMnX0uD_97Whwe3IJR8d4hgUbqPHmBVx8a-9Y9svtykEJVHD6eDtdSvRU_C1LYCl_WtvIOIqEmku6GYjD4KDkyi7gN6Uf2yxfDiKujwfaIdy1VwK0e674c0zk9q_1JY3Ntw=w80-h106-k-no","","","","","",""
"https://www.google.com/maps/place/Ikrar+Fit+Camp/data=!4m7!3m6!1s0x2e69ed788c5bea29:0x8d6130a30a06cfd1!8m2!3d-6.3665628!4d106.862949!16s%2Fg%2F11g1mhwbjk!19sChIJKepbjHjtaS4R0c8GCqMwYY0?authuser=0&hl=id&rclk=1","Ikrar Fit Camp","4,8","(6)","Tempat Fitness","·","Komplek PP (Pembangunan Perumahan) Blok CNo: 10 A, Jl. Raya Mekarsari, RT.03/RW.04","Tutup","· Buka Sel pukul 16.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbS78ydKdbt2rkBTe0aZBUpp3Ar6IdjqhiYdRfTwevG77kikuHaiFZiJMsez7bT2UDRkIORrYhpnwfRgi8ajYmsVT-vK1XYunkmI1e1d4cEhXj7R0GOb81xQic5xMJpgrpjpvs=w122-h92-k-no","","","","","",""
"https://www.google.com/maps/place/Apira+Sport+Center/data=!4m7!3m6!1s0x2e69eeaf9b98fc0f:0x694271a1b1d0e40e!8m2!3d-6.3720942!4d106.8085378!16s%2Fg%2F11c5g9gbc6!19sChIJD_yYm6_uaS4RDuTQsaFxQmk?authuser=0&hl=id&rclk=1","Apira Sport Center","4,4","(582)","Kompleks Olahraga","·","·","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVjmqKwoCXzkZkqUhgFxAHmI9spVvZpOvCotOQurl3EcRAUvACxZpumrIT5PNQaRsq47Cfwdg-8IiAgvtUavNhxui037W_EmSGjiiZb8wt7CtIfyAfc-FSxYlTPb1_9AuJ00sO4A=w122-h92-k-no","","Jl. Tanah Baru No.17","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada lapangan bulu tangkis, futsal, kolam renang.""","",""
