"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","doJOZc","W4Efsd 6","M4A5Cf"
"https://www.google.com/maps/place/Warteg+Moro+Kagen/data=!4m7!3m6!1s0x2e69ec38cbc73595:0x5876239ea985a664!8m2!3d-6.3549939!4d106.840542!16s%2Fg%2F1hm1y13jl!19sChIJlTXHyzjsaS4RZKaFqZ4jdlg?authuser=0&hl=id&rclk=1","Warteg Moro Kagen","4,1","(13)","","","Tegal","·","·","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEB35m2Y9dht7dTHCmzq5fK-oCIA9IETE6PhRh7Ts09JIre8TPn3WB1jviCXygFpfSSKgL9YB25C-B6HZ0w8c-voHCR0qYxOvHmTAbpI1TyArLtBuz6k2vKJA5-joqBRubvik00xQ=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jadi coba dulu makanannya, baru komentar tentang rasa ya...""","","","","JRWR+262, Jl. Akses UI No.52, RT.6/RW.4",""
"https://www.google.com/maps/place/Warteg+siang+malam/data=!4m7!3m6!1s0x2e69ed1b7eaf3975:0x69f137204538c58a!8m2!3d-6.3681816!4d106.8339139!16s%2Fg%2F11hj3nk6tb!19sChIJdTmvfhvtaS4RisU4RSA38Wk?authuser=0&hl=id&rclk=1","Warteg siang malam","3,8","(11)","·","Rp 1–25.000","Tegal","·","Jl. Margonda No.435","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMQQb5uzBajbvMnYsQngVFM-F0u_TuuvEHBmciP3OewVjZxFpilEUi_Fg-RIqJdwDtGRW4DA7AF9EolDeClro36_G5KUXJJqx4k9UrheKyVaUQEKa49Mav7FfQ-JVF61YR79Bd=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya cocok dgn rasa di","warteg","ini.""","","",""
"https://www.google.com/maps/place/Warteg+Seneng+Terus+Berkah/data=!4m7!3m6!1s0x2e69eb8f917c7ddd:0x3c05f19ad1445674!8m2!3d-6.3910155!4d106.8517915!16s%2Fg%2F11c6vcxmj8!19sChIJ3X18kY_raS4RdFZE0ZrxBTw?authuser=0&hl=id&rclk=1","Warteg Seneng Terus Berkah","4,4","(118)","","","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtPND8YXmWCS9Pu_G9v-1fLuLa0_oXGachC0aEVygYHoaZCG4U3FosY9Re0f_yjCCepbD9nc5p2HLtBkAq7Fi_gqKM58QpcgSUOPRVDKcnIekt_0TeZbyNCR10uSfZpi891NI=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makan lumayan enak""","","","","Jl. Proklamasi No.28 Blok A, RT.2/RW.23",""
"https://www.google.com/maps/place/Warteg+Rifai/data=!4m7!3m6!1s0x2e69ec15fd4298e9:0xde44bea6f0cae886!8m2!3d-6.3607254!4d106.8355978!16s%2Fg%2F11hb62yjl5!19sChIJ6ZhC_RXsaS4RhujK8Ka-RN4?authuser=0&hl=id&rclk=1","Warteg Rifai","4,8","(12)","","","Tegal","·","JRQP+P65","Tutup","· Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWLaqfS_MiWtnPFEyf6CmkJQJ_MK23DxFZR49kIwByzOjbmwoCX4T3yrQmoVhCmGvPOhKKiwjEK0AwoRN-4Euh3g2uRMZhvV_xPPMGQ0-rPnl2wbxwmsYy2BfMkrMSbD2UGDfv=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, murah, porsinya banyak.""","","","","",""
"https://www.google.com/maps/place/Warteg+Candan/data=!4m7!3m6!1s0x2e69ec43803fb5a3:0x1b7b6dc8af4fde2!8m2!3d-6.354538!4d106.8502568!16s%2Fg%2F11bbt683hx!19sChIJo7U_gEPsaS4R4v30ity2twE?authuser=0&hl=id&rclk=1","Warteg Candan","4,3","(115)","·","Rp 1–25.000","Brunch","·","·","Segera tutup","· 22.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWaESiEOXPlxDLs81tk0D_jj1MH9NBoO4p8zfYADdWM-yfSlrQVroTFST7sg56kAXX7ncja1ta0Seq8UXi0fdfRjo51Mx4FH5mzGeguFShhzCFxQmtGcK7TVHDV2AoYVSCiKex=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat biasa makan siang saat praktikum Elektro di kampus Gunadarma.""","","","","JVW2+54J, Jl. Rumbut",""
"https://www.google.com/maps/place/Universitas+Indonesia/data=!4m7!3m6!1s0x2e69ec1a804e8b85:0xd7bf80e1977cea07!8m2!3d-6.3606229!4d106.8272343!16zL20vMDF6bHJ2!19sChIJhYtOgBrsaS4RB-p8l-GAv9c?authuser=0&hl=id&rclk=1","Universitas Indonesia","4,7","(7.304)","","","Universitas Negeri","·","·","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeL1yZLbuRYXl4DCDslO9KXL2iE1O8RCmByxV5Zb6gNCa2sBMOBMkP6Hc8ZNQ437QpMSFIqxDirb538Tz2nZF_fNUJv8_oCjL7QSf76rtte5CFSOjyRcqJhDQag7GmA-2-kM1ieg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di tepi danau dll jg tdk disediakan tempat duduk, meja, dll.""","","","","Jl. Lingkar",""
"https://www.google.com/maps/place/Warteg+Selera+Bahari/data=!4m7!3m6!1s0x2e69eb0029a86c61:0xad743ae5efcf39da!8m2!3d-6.4026388!4d106.8187335!16s%2Fg%2F11mzf8fyg9!19sChIJYWyoKQDraS4R2jnP7-U6dK0?authuser=0&hl=id&rclk=1","Warteg Selera Bahari","5,0","(9)","","","Tegal","·","Jl. Kartini No.29, RT.3/RW.9","Segera tutup","· 22.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpkvSZz-lQfBukv0UaKMVE9nOFbs8HdXn20RKKrP4K0X5Z4T05rnBBLBQQoTHv_lrUDXvZ2GP57p6U6SOnMOmKRWgVzwjVH4TuZwclrfF6DiBS0-BstZd2pL1SQU3OVRWMUKhm02GzOFLr=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap prasmanan nasinya""","","","","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari/data=!4m7!3m6!1s0x2e69eb27c2d8b73d:0xb8080c3fc196f0a5!8m2!3d-6.3870171!4d106.8384542!16s%2Fg%2F11fn77wcd7!19sChIJPbfYwifraS4RpfCWwT8MCLg?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari","4,4","(66)","","","Tegal","·","Jl. Sentosa Raya No.57","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAElzV7Eg6HX2xTay5pzhuvFzpK2dkXPsAMl0g9pgEtaN2o6IwvOVyeWL9DbunSsw-VgaQIk1zFqCMnj09uc-jOqFLku7gwlo5D__CV_E-ooa7iXlMP92IkTKxJV7JkvGvp9AKkr-g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap n ekonomis""","","","","",""
"https://www.google.com/maps/place/Warteg+Mamoka+Bahari/data=!4m7!3m6!1s0x2e69ef1670ee6799:0xd228e2a1b4030e82!8m2!3d-6.3258637!4d106.7953173!16s%2Fg%2F11fm2p4bg6!19sChIJmWfucBbvaS4Rgg4DtKHiKNI?authuser=0&hl=id&rclk=1","Warteg Mamoka Bahari","4,7","(245)","·","Rp 1–25.000","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuq44I8CSgIUMlP8Dog2mj1BmPKUkjCzkQtQ_2smQxlbNAVjigHDLei4FeVwNACayWXlS6rWxZ6GMXtJw2BCSjTNCYY5u2Nuy9qg-GSkkGokoCCnmKVB0nkf-B2zbcrqC62F68JQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Warteg","murah dan enak""","","Jl. Pangkalan Jati 1 No.39",""
"https://www.google.com/maps/place/Warteg+belakang+BCA/data=!4m7!3m6!1s0x2e69ebfa0df75783:0xb1599a91e59b3a5d!8m2!3d-6.3871043!4d106.8288372!16s%2Fg%2F11g65gchv4!19sChIJg1f3DfrraS4RXTqb5ZGaWbE?authuser=0&hl=id&rclk=1","Warteg belakang BCA","4,0","(32)","·","$","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZFjw_xbnouCkgX963nzZzDJMxqUjzHUrWvUkxqGDYaNwqtynMGsrS-d_OdH9rPRGCMvdiz2C5_3a9-G1OgqRerKGtXtmge2XimkHRXjG9HGm07ccYYotBs-FJwoCBpy-JpwM=w80-h142-k-no","","Makan di tempat","Bawa pulang","","","Jl. Depok Indah II No.24","·"
"https://www.google.com/maps/place/Warteg+belakang+BCA/data=!4m7!3m6!1s0x2e69ebfa0df75783:0xb1599a91e59b3a5d!8m2!3d-6.3871043!4d106.8288372!16s%2Fg%2F11g65gchv4!19sChIJg1f3DfrraS4RXTqb5ZGaWbE?authuser=0&hl=id&rclk=1","Warteg belakang BCA","4,0","(32)","·","$","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZFjw_xbnouCkgX963nzZzDJMxqUjzHUrWvUkxqGDYaNwqtynMGsrS-d_OdH9rPRGCMvdiz2C5_3a9-G1OgqRerKGtXtmge2XimkHRXjG9HGm07ccYYotBs-FJwoCBpy-JpwM=w80-h142-k-no","","Makan di tempat","Bawa pulang","","","Jl. Depok Indah II No.24","·"
"https://www.google.com/maps/place/Warteg+Bumi+Bahari+Margonda+Depok/data=!4m7!3m6!1s0x2e69ed001bdb4da9:0x52bfd16cd65da46!8m2!3d-6.3804272!4d106.830822!16s%2Fg%2F11xzs99w77!19sChIJqU3bGwDtaS4RRtplzRb9KwU?authuser=0&hl=id&rclk=1","Warteg Bumi Bahari Margonda Depok","4,6","(28)","·","Rp 1–25.000","Indonesia","·","JR9J+R8G, Jl. Margonda","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJSTYWuVHsAXDTgr2GyDZkww8CQBYVSHYbNfBvrQCaRA0xP6Y2pGHjZaZZG5_iZZiGW8r9MGNFwEk148nOL7PoFhyP1zpO7LpOnZ4Y6JTk3aWkih2hHQlPHHjgFGG_tk5Vyyrl0iQjXEEr=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sebagai perempuan, ga takut lagi makan di","warteg","karena TERANG BANGET!""","","",""
"https://www.google.com/maps/place/Warteg+Seneng+Terus+Berkah+%28Dua%29/data=!4m7!3m6!1s0x2e69eb9716d7fcbd:0xad2dce5d061e1b81!8m2!3d-6.3842576!4d106.8525289!16s%2Fg%2F11gnr9gq0h!19sChIJvfzXFpfraS4RgRseBl3OLa0?authuser=0&hl=id&rclk=1","Warteg Seneng Terus Berkah (Dua)","4,3","(45)","·","Rp 1–25.000","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbu5QKqzJuZ_DrDqJTIlHDqgsMvn-ac7kVIqSdUBRAWJpVZPZ18gHyyovm0bVO-sZF6fVobqhxoUy2kA7lBXsBpKaJMSjdOeD6tfJedq-QLlEeOfgLi98NpIw0l44U3a_Ak6hy1Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wartegnya bersih n cukup parkir,,makanan enak n relatif murah""","","","","Jl. Keadilan Raya No.ujung",""
"https://www.google.com/maps/place/Warteg+Airin+Bahari/data=!4m7!3m6!1s0x2e69eee6847a8465:0xf1941017262788e2!8m2!3d-6.3569444!4d106.77917!16s%2Fg%2F11c60n0y9k!19sChIJZYR6hObuaS4R4ognJhcQlPE?authuser=0&hl=id&rclk=1","Warteg Airin Bahari","4,6","(102)","·","Rp 1–25.000","Tegal","·","Jalan Rajawali Garuda Ujung #99 Cinere Limo","Segera tutup","· 22.00 · Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgNdu1j-WN97zbRpPTk3Ip0cxlFw3j0hTDmzRdk6nw-7OnVHQxFWzjFbjmjeQdvQkgmL1y1_6v5rWWZdMXnLfFwOBFQgG-vKFTVT8JXSu1q-FxLqAjOkWxbwgHwwB5SDj4BKE9=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya termasuk orang yang pilih-pilih kalau makan di","warteg",".""","","",""
"https://www.google.com/maps/place/Warteg+Amanah+Bahari/data=!4m7!3m6!1s0x2e69e95a07aba941:0xcee72381b52b988e!8m2!3d-6.3985452!4d106.7791356!16s%2Fg%2F11rl_hsy4k!19sChIJQamrB1rpaS4RjpgrtYEj584?authuser=0&hl=id&rclk=1","Warteg Amanah Bahari","4,7","(42)","·","Rp 1–25.000","Brunch","·","Jl. Raya Keadilan No.A-09, RT.004/RW.009","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6zYEFvuCyk_n3CJMSPaeUKEcrDWViIsOZMe5fj3tBKySNodnJHK_hndI2G5FRvOp7y8JmrsFG8Gwl2_4p9faHdiPSPfex2xQdI3s0osPZxNdZNlp2nEyXZaX4Dax-4-Fq-HpE=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Warteg","langganan saat kerja, makanannya enak dan porsinya oke.""","","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+Presisi+Musi+Depok/data=!4m7!3m6!1s0x2e69eb002e78f1f9:0x891ef27005371b18!8m2!3d-6.3887314!4d106.8513047!16s%2Fg%2F11y67nc_6c!19sChIJ-fF4LgDraS4RGBs3BXDyHok?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari Presisi Musi Depok","5,0","(15)","","","Makanan Siap Saji","·","JV62+GG3, Jl. Musi","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLAAJMB94mg6jUzXlfRD4ADJ_fcIZwA4AmOoK3V6EyMmKjnDNF8BvCBRoI1m558R5DrIy8IyHTrngKKRjvLHtQh7i6wZp3V6odLi4nfsKWZ6vQhelsV5oCphKU5Z3DCpjIC-ZE=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak terjangkau dengan pelayanan yang ramah""","","","","",""
"https://www.google.com/maps/place/Warteg+Kurnia+bahari+jln+sempu+raya+Beji+Depok/data=!4m7!3m6!1s0x2e69ed56b0b9be2f:0xfde481915425fb3e!8m2!3d-6.3763252!4d106.8188216!16s%2Fg%2F11jh1kd7wv!19sChIJL765sFbtaS4RPvslVJGB5P0?authuser=0&hl=id&rclk=1","Warteg Kurnia bahari jln sempu raya Beji Depok","5,0","(1)","","","Tegal","·","Jl. Sempu Raya No.49","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSFPswDK1lnpZAliVi2UYnt_-Fn0ItQ6f284uHae9SZ-5E51083Xe5xnZYaKrVCt0YCZCvbbwgwbcCT7IqRAG3ZZOVJUQvjd_6Y9IkBfcD9vj4nXmk8xu_wk38dKuF-rBEnmg59A=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","","·"
"https://www.google.com/maps/place/Warteg+Irul/data=!4m7!3m6!1s0x2e69ef7bb0171117:0x6c38dd4468c11b3a!8m2!3d-6.3181544!4d106.804126!16s%2Fg%2F11f898jmvz!19sChIJFxEXsHvvaS4ROhvBaETdOGw?authuser=0&hl=id&rclk=1","Warteg Irul","4,7","(52)","·","Rp 1–25.000","Tegal","·","","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaSzA7BPigV0KA-UORRYVHhKZBNzZA9KJdaW3OCxuvMAt61m3znHwmkhrx-egVIxhjbfY5q9DD1yycMaQYlqEPN6sIxbTXUoJGXHEcqgsY82td1zzfO1ruPz85hhdlIS1hqOWh=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""paling enak yg pernah saya coba tmpt lain""","","","","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+Ramanda/data=!4m7!3m6!1s0x2e69ebfb375aa699:0xba7c37f9320dbfea!8m2!3d-6.3905792!4d106.8255667!16s%2Fg%2F11d_pwq10w!19sChIJmaZaN_vraS4R6r8NMvk3fLo?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari Ramanda","4,0","(22)","·","Rp 1–25.000","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEflEjcHvZfwdwxjpf5MTAxJZqOueWVh3jzOZB__mP9zpULTTXkqcFVub9WvuFU_A2Q0H4uSZKVjdKed878f0i6kiVcucA-5e2zf3BN1lt1USY4fJgOixbXHDBZyR_dw2ZxnbTO=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, tempat cukup bersih.""","","","","Jl. Margonda No.22",""
"https://www.google.com/maps/place/Warteg+ABG+001/data=!4m7!3m6!1s0x2e69ef40b5a1e713:0x841bb12006ff676!8m2!3d-6.3680339!4d106.7456745!16s%2Fg%2F1pzpp1pj7!19sChIJE-ehtUDvaS4RdvZvABK7QQg?authuser=0&hl=id&rclk=1","Warteg ABG 001","4,5","(78)","","","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjT-C0G3A-HxhXNt_gvf-Ry3yB9L_sxK1QgZARV6w3b9VPwcOJT-Dhx02LOIxFGq-hKuotWannrJXBBHfARk7USx3FaL-DS_AF8-q59lLg_QqBrAgWGOAjY5P1fV2ThsjR1kq4mg=w122-h92-k-no","","Makan di tempat","Bawa pulang","Pesan antar","","Jl. Cinangka Raya No.81, RT.02/RW.02","·"
"https://www.google.com/maps/place/Warteg+Sudi+Mampir/data=!4m7!3m6!1s0x2e69ee157174ae7d:0xd367d2e2ec59dc23!8m2!3d-6.3181382!4d106.7953564!16s%2Fg%2F11cjj9rycl!19sChIJfa50cRXuaS4RI9xZ7OLSZ9M?authuser=0&hl=id&rclk=1","Warteg Sudi Mampir","4,8","(73)","·","Rp 1–25.000","Tegal","·","·","Segera tutup","· 22.00 · Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvSXKHV9Kxj7SqZudRUUIAWYSZLpQfH8WAvkcSKRHCzTbvpUGCv7H_hkIScqb3C2yN8kvkmDWtDwVVyW46xbXls34xuw8qs-PqmV5G3x4iMDEluMx_bMzsQqsmkqWNVplPFU8lx5QxCHxv=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Warteg","langganan kalau malas masak😀..enak..harga murah""","","No Pangkalan Jati Lama Cinere, Jl. Pangkalan Jati 1 No.123",""
"https://www.google.com/maps/place/Warteg+Pakde/data=!4m7!3m6!1s0x2e69ec431c5be32d:0x49d4132d021787d9!8m2!3d-6.3568656!4d106.8512381!16s%2Fg%2F11gx_n93nl!19sChIJLeNbHEPsaS4R2YcXAi0T1Ek?authuser=0&hl=id&rclk=1","Warteg Pakde","4,6","(38)","·","Rp 1–25.000","Tegal","·","·","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGt5Vzj_y_HJNu3HyjxN-JgykNwYuR7eMNCdjtZujK44PAxh5MibBzCOzTtwXBTBt5JnGXy3m7beypWLfKJH5xC7reHX45DGZZT8YAKCuwt_zYdI8lSVefOsogHvWxOQjrFG710cQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah meriah dan harga yg standar","warteg","umum.""","","Jl. Alamanda No.1",""
"https://www.google.com/maps/place/Warteg+Abg+002+sawangan/data=!4m7!3m6!1s0x2e69e9003f4e47fb:0x46060ac787c6756e!8m2!3d-6.3880554!4d106.7458452!16s%2Fg%2F11fj7khqsh!19sChIJ-0dOPwDpaS4RbnXGh8cKBkY?authuser=0&hl=id&rclk=1","Warteg Abg 002 sawangan","4,7","(119)","·","Rp 1–25.000","Tegal","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeAvJHP9oDCc0K3VJ8tnLSqjTuLbX4rQ3umajertn5Vu4pFcFPMxo4WTZ11IxnfBOwRZ-Ioa7VPrvRCtCOAYbIhot9OGzidwnhx3Ieziqni9s9Hv65BNzak6Plx6WXjAWCF4Vkaw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Warteg","milenial
Lengkap murah enakk""","","Jl. Raya Parung - Ciputat No.23-8",""
"https://www.google.com/maps/place/WARTEG+ORENS+BAHARI+166/data=!4m7!3m6!1s0x2e69edbf60f2d2d7:0x6b2b67d2a8a1c23c!8m2!3d-6.3555688!4d106.8522746!16s%2Fg%2F11tdjm26y1!19sChIJ19LyYL_taS4RPMKhqNJnK2s?authuser=0&hl=id&rclk=1","WARTEG ORENS BAHARI 166","2,3","(6)","","","Tegal","·","Jl. Akses UI","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGh6J0Q0kBIuWaDav3Df_-roGlbVqKHkVefXdqcVBiJ11zHZLmDPMxLoimZR9CLlzqY5umFn8GTHjKk2DvNXm6upx1tudyiYIFlBFRxODuEImnz2Esr0wTbkNPr9dLVuqMvtcQ8PQ=w80-h142-k-no","","Makan di tempat","Bawa pulang","","","","·"
"https://www.google.com/maps/place/Warteg+Moro+Seneng/data=!4m7!3m6!1s0x2e69eea4fd6ece6b:0xad344f42d42e450d!8m2!3d-6.3685934!4d106.808287!16s%2Fg%2F11c5rplwxz!19sChIJa85u_aTuaS4RDUUu1EJPNK0?authuser=0&hl=id&rclk=1","Warteg Moro Seneng","4,3","(11)","","","Tegal","·","·","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZUlfusJVLYnxExLwCCu4EG73c_cgWkamCbowf62ypG-fFRdivbDcJx7Sj-BSy8eywg3hv5gPEI_nAHPZursf_ydNkORhfkDtCTwFp_YFAPglJTvPi2VAjH6VV_WYPh3BASF8aJQ=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","Jl. Bungur Raya No.84 A","·"
"https://www.google.com/maps/place/Kantin+Teknik+UI+%28Kantek%29/data=!4m7!3m6!1s0x2e69ec1921aa7cd5:0x771f77bd495437c8!8m2!3d-6.3632042!4d106.8249761!16s%2Fg%2F11c1tkkxrn!19sChIJ1XyqIRnsaS4RyDdUSb13H3c?authuser=0&hl=id&rclk=1","Kantin Teknik UI (Kantek)","4,6","(324)","·","Rp 1–25.000","Kafetaria","·","·","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtsPT2Mz8ZMxrU4ivpDyvqXDdQp6DaRvyp6ChDyOFfAKxYDrvSFAPSb8TpVebBOhWGXTvyQNZniCK8VrSXMkTIDqsEkJgx3ecWTWs53jkE1ISS93d-dBdKMVzOchCkcVobCDlhBg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak""","","","","Universitas Indonesia, Fakultas Teknik Universitas Indonesia, Jalan Kampus UI, Depok, Jawa Barat 16424",""
"https://www.google.com/maps/place/Warteg+Intan/data=!4m7!3m6!1s0x2e69ec8cf5cc4f63:0xcdb2e6e5d7c49226!8m2!3d-6.3617801!4d106.8729495!16s%2Fg%2F11cm12xs5t!19sChIJY0_M9YzsaS4RJpLE1-Xmss0?authuser=0&hl=id&rclk=1","Warteg Intan","4,5","(51)","·","Rp 1–25.000","Tegal","·","·","Segera tutup","· 22.00 · Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMrjsR5umrRdrRm85phflQ54gbvb26kT0H63AwAmTj6TKzr7WVYXzrRSHg4N6C9uYZz6CkRi-LqXNd8VmjZJ2FOR0EA7WX8RHNFZWylc9fklw8KQp9nDtcg19Wq6YFrZ-3apTk0g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak masakannya..""","","","","JVQF+75P, Jl. Drs.Haji.Th. Moh. Gobel, RW.10",""
"https://www.google.com/maps/place/WARTEG+%22JAWA+NGAPAK%22/data=!4m7!3m6!1s0x2e69ebd38aaa9709:0xa2ee03352b0fc6f1!8m2!3d-6.4039775!4d106.8377779!16s%2Fg%2F11k4jxrtc4!19sChIJCZeqitPraS4R8cYPKzUD7qI?authuser=0&hl=id&rclk=1","WARTEG ""JAWA NGAPAK""","3,8","(21)","·","Rp 1–25.000","Tegal","·","No.20Mekar, Jl. Tole Iskandar","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDkCop09T0lSgefKSiVNcZEyex8r_RrcY_JBbFsx8TBpYnIMsV434zaON8V66cq2Vb5V9rlywr4F7C_uyt8c7jvN5JvsOLiUFH8ms7iQ9S7LNUObqcwSuufih68OeIgrhp_Nnx=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","warteg","top markotop, masakannya enak tempat nya bersih harga terjangkau👍🏻""","","",""
"https://www.google.com/maps/place/Warteg+Nia+Jaya/data=!4m7!3m6!1s0x2e69ed43d6afa65f:0x57592ac74f924a70!8m2!3d-6.3555028!4d106.8517998!16s%2Fg%2F11hdw96jrr!19sChIJX6av1kPtaS4RcEqST8cqWVc?authuser=0&hl=id&rclk=1","Warteg Nia Jaya","5,0","(1)","","","Tegal","·","·","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGxz_gB5zHQiD9qSyMegGTGpcofWgbfjF4271289AZ2V8NPgdAjKNqx4bCF0LCw2UD6QSuzNV6mxxqfzQlIqetTy-IKOxKrM4xz7WbUiFziphOd6BnV_Cge-xa_4O_z-znh69P=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","Jl. Akses UI No.60","·"
"https://www.google.com/maps/place/Warteg+Murah+Hati/data=!4m7!3m6!1s0x2e69e940d5c79021:0x26af400934d072a1!8m2!3d-6.3973817!4d106.7970369!16s%2Fg%2F11cp7h37t4!19sChIJIZDH1UDpaS4RoXLQNAlAryY?authuser=0&hl=id&rclk=1","Warteg Murah Hati","4,6","(38)","·","$","Tegal","·","Jl. Kali Licin No.24","Tutup","· Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRAy2zTxUnOeJsjuq1ZJyqEx8-aEfGbQAmOfEesmqh171sLlsTqCoHn9f45-W5CxUB-Q5lF4bO4DllKC57FQ9k-Hmp1-KENi7cwvwpUpWacUixVa-3vZ83IOH5xcB9ggdEpEWk=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan enak, harga masuk kantong, bersih, adem""","","","","",""
"https://www.google.com/maps/place/Warteg+Bahagia/data=!4m7!3m6!1s0x2e69eb90b7ec0ff9:0x37f07c638555cab!8m2!3d-6.395047!4d106.851748!16s%2Fg%2F1ptw_nqct!19sChIJ-Q_st5DraS4Rq1xVOMYHfwM?authuser=0&hl=id&rclk=1","Warteg Bahagia","4,6","(29)","","","Tegal","·","·","Segera tutup","· 22.00 · Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHq5HAj5O-EAiftTlivetX88ycX6peDv57m9yKBczpZbnXvu50m6odwUlp3uJah76d_iD_EFTt65TluEdSY1GW2xX2zS3sR1mZDbwGfkqF0Xoe6OxsZ0RURAgml4yVjAeoOKbU=w163-h92-k-no","","Makan di tempat","Bawa pulang","","","Jl. Kerinci Raya No.1","·"
