"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/TOMORO+COFFEE+-+Universitas+Indonesia/data=!4m7!3m6!1s0x2e69edd17adf6689:0x1e4e0c4c0258cb1f!8m2!3d-6.3632769!4d106.8286782!16s%2Fg%2F11vb3pt7nk!19sChIJiWbfetHtaS4RH8tYAkwMTh4?authuser=0&hl=id&rclk=1","TOMORO COFFEE - Universitas Indonesia","5,0","(986)","·","Rp 25–50 rb","Kedai Kopi","·","","Gedung Nusantara 1 Fakultas Ilmu Sosial dan Ilmu Politik Universitas","","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcP94RN3JjvXUF3mQ5Y7eyatyvb13Pj_nMD49ODB3x-Z7UGPk0t6R3xIukB39IepKAycKiXSfBJhXWGxXRpn2mY-qpPgtLio3r6in8xqVqHCm_Vqpa8dPpqEdgT08x0q41oOh7eA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Caffe lattenya enak, terus juga nyaman buat ngerjain tugasss!!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2YjNwdDduaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Iaz4afzOEtSOnesPso7XwQg&ei=Iaz4afzOEtSOnesPso7XwQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Kotak+Coffee+@Depok/data=!4m7!3m6!1s0x2e69edcd47c52d19:0x927690baf54f75aa!8m2!3d-6.3618738!4d106.8337895!16s%2Fg%2F11r7xvsnnd!19sChIJGS3FR83taS4RqnVP9bqQdpI?authuser=0&hl=id&rclk=1","Kotak Coffee @Depok","4,5","(1.109)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Margonda No.488","","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFF_OnM0qq_7a6phZssvn3zmiHyMC894jBJ8nv5kFZI7bhWxklfZ0f8O-leNEFE2N-eclHjWkqUEaq-6Z4pzvUtIn1b17vCDJ3nfNYEpWi-F1qecV5Rgxtiy1oe2XpjZHXhu1A=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""rasa kopinya enak, pelayanan barista dan kasirnya sangat ramah.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyN3h2c25uZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Iaz4afzOEtSOnesPso7XwQg&ei=Iaz4afzOEtSOnesPso7XwQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/KopiSastra+FIB+UI/data=!4m7!3m6!1s0x2e69ed33d3d0fb7b:0xca4c739d24bed4ce!8m2!3d-6.36263!4d106.8276958!16s%2Fg%2F11h91q2b6n!19sChIJe_vQ0zPtaS4RztS-JJ1zTMo?authuser=0&hl=id&rclk=1","KopiSastra FIB UI","4,8","(11)","·","Rp 25–50 rb","Kafe","·","","JRPH+W3W","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHge-G3ZugC5YLKzVTujGh9qqSP8EU4aqJ-KSGHqu7GFiFURzv-txhrrV5OyXSAdgJyZ-YDeFyFoDGp0WcmIEjXCLc7QVWNTrvI7n7ldDe3mXQukJic71m8kNnY9oeFt6Jv5QJ7=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Abang barista nya keren yg bewokan""","","","","",""
"https://www.google.com/maps/place/Tamelo+Atap+Cafe/data=!4m7!3m6!1s0x2e69ed0d6f25ff5b:0xe945ec66de613c2a!8m2!3d-6.3599823!4d106.8324638!16s%2Fg%2F11h7sw1n18!19sChIJW_8lbw3taS4RKjxh3mbsRek?authuser=0&hl=id&rclk=1","Tamelo Atap Cafe","4,4","(1.602)","·","$$","Kafe","·","","·","Tower C, Apartemen Taman Melati Margonda 2 Jl. Margonda No.525A Lantai 25","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAggglVCkVZc_qOHKZVpW5zuV6cfPpfvro_ol_tFfnxf04wcgf8MVt1_q69Js8P8HONzj7OoNWOZFgu12yJGnj0sgYW7PGoQyv9ncIM2BFu6I36H1PB8y-Ued1rDH_r4Ubqak=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makasih untuk kopi gratisnya untuk dreper""","","","","",""
"https://www.google.com/maps/place/Tens+Coffee+Kantin+Vokasi+UI/data=!4m7!3m6!1s0x2e69ed6df8f472a5:0x5f616297cf3a8408!8m2!3d-6.3688523!4d106.8217531!16s%2Fg%2F11ks6jynf_!19sChIJpXL0-G3taS4RCIQ6z5diYV8?authuser=0&hl=id&rclk=1","Tens Coffee Kantin Vokasi UI","5,0","(262)","·","Rp 1–25.000","Kedai Kopi","·","","Universitas Indonesia, Kantin vokasi ui","","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPcg_vPojwlW6v2Sb5N4TfmlKSeMfBgaqP3tl13e7bag-4o5P69Z4335RTH2M36AqmGZWA_YvqzXHow1miVcH5poC7QOTPUQR3O9hGBz2ol6RGYpTI9NxAc8Hn5yqWR5aDZQuYr1dY7_Zf=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopi nya enak creamyyyyy cheesecake nya beneran 10/10 endesssss🫶🏼""","","","","",""
"https://www.google.com/maps/place/MAXX+Coffee/data=!4m7!3m6!1s0x2e69ed1ea015e60d:0x44ae7825356cbeb7!8m2!3d-6.362537!4d106.8299184!16s%2Fg%2F11fq5chs0z!19sChIJDeYVoB7taS4Rt75sNSV4rkQ?authuser=0&hl=id&rclk=1","MAXX Coffee","4,7","(248)","·","Rp 50–75 rb","Kedai Kopi","·","","Universitas Indonesia (Mochtar Riyadi Building, Jl. Margonda","","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBwip6-mWJx-s7NiV2tsTBWICpnpYA-XhcF3-KBolnosO6skQlhZ7gDC38cb4Akgsd_NbWG0amsM-6HGV-TeJ79CKg9M1BOzztJTpvT1NsUGWFrydI0kjga_ZdIHunxBVRzH8R=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Max","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcTVjaHMwehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Iaz4afzOEtSOnesPso7XwQg&ei=Iaz4afzOEtSOnesPso7XwQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","coffee","punya paket breakfast yang menarik untuk dicoba."""
"https://www.google.com/maps/place/Walking+Drums+Margonda+Depok/data=!4m7!3m6!1s0x2e69ede92b77cd85:0x6d7bfa1c7a8425fe!8m2!3d-6.3671129!4d106.8343545!16s%2Fg%2F11hzn4nrmg!19sChIJhc13K-ntaS4R_iWEehz6e20?authuser=0&hl=id&rclk=1","Walking Drums Margonda Depok","4,5","(2.081)","·","$$","Kafe","·","","·","Jl. Margonda Raya No.426","Segera tutup","· 22.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOWv6bN48Hp_5Qsjt9Idact2QCZBNhm8YSPUfS52jwBiG7Bub3ZL9LOGarrJhw6UNjOdxy1h35OEI2UiJVwe8eNBwEKQOW6OzvylMZV8y-QiIv6uFERyQtAz4TzCStBC1qf7IL=w197-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Konsep","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoem40bnJtZxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Iaz4afzOEtSOnesPso7XwQg&ei=Iaz4afzOEtSOnesPso7XwQg&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","cafe","kekinian dengan desain interior yg estetik."""
"https://www.google.com/maps/place/Twin+House+Depok,+FISIP+UI/data=!4m7!3m6!1s0x2e69ed018ad15049:0x3d4d89824319aa0b!8m2!3d-6.3614721!4d106.8295012!16s%2Fg%2F11mlwzgcjc!19sChIJSVDRigHtaS4RC6oZQ4KJTT0?authuser=0&hl=id&rclk=1","Twin House Depok, FISIP UI","5,0","(14)","·","Rp 25–50 rb","Kedai Kopi","·","","Universitas Indonesia, Fakultas Ilmu Sosial dan Ilmu Politik, FISIP UI Jl. Prof. DR. Selo Soemardjan","","Segera tutup","· 22.00 · Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYxCjl5jetJlHV87CNn3SsIG7qmz-RkXvZ9zkBmVywFVcIIOi4jJ9ZT1qQ1DG67MBspQG_JtCbUCoQAH9fjd0h5HxlBeQSCzM6-qigwqrqwEqP1d6g0q84B-3sIjZj-qZ0Qz0dvQhzcX0=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Chicken popcorn & chicken steak very recommended.""","","","","",""
"https://www.google.com/maps/place/Temu+Kamu+Coffee+%26+Eatery+Depok/data=!4m7!3m6!1s0x2e69ed35a13d8d0d:0x4941b85bb852f39f!8m2!3d-6.3632532!4d106.8593461!16s%2Fg%2F11t469d7vg!19sChIJDY09oTXtaS4Rn_NSuFu4QUk?authuser=0&hl=id&rclk=1","Temu Kamu Coffee & Eatery Depok","4,5","(925)","·","$$","Kafe","·","","Jalan Raya Bogor KM 29,5 Nomor 17","","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAElDe74Vsh-TjjMwpGCiJk6B44cVe7SsXnuIGc3eeo-ElfOztY9CvVRJA_weNsDdLQ6nDz7kRJubeTnR5w0pF_qixQTIXynWPdjJHflk-JGswOokljjD2gSS2ZnqQxSgqFwQKA=w186-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good vibes, good food, good price""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0NDY5ZDd2ZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Iaz4afzOEtSOnesPso7XwQg&ei=Iaz4afzOEtSOnesPso7XwQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/KOWAWA+PSJ+UI+Coffee+Shop/data=!4m7!3m6!1s0x2e69edd60b213ef3:0xa0004f42a0accab0!8m2!3d-6.3617495!4d106.8281429!16s%2Fg%2F11jmywl5xn!19sChIJ8z4hC9btaS4RsMqsoEJPAKA?authuser=0&hl=id&rclk=1","KOWAWA PSJ UI Coffee Shop","4,6","(106)","","","Kedai Kopi","·","","·","Universitas Indonesia, Kantin PSJ UI Pusat Studi Jepang, Jl. Prof. DR. Selo Soemardjan","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFv-EXU8e1RX6ogAeCYMJbmQwaXCn-rWsn8Gt9cNf2ZiWIhBcRDXxxhyv_LXf9k9urSVNJUTP1kWY33hJmTU32MhU3UjqRSQ8XgMeNOYovjOpEcjCESAx6Vcq23Wy7mZnX5r6Ty=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada kopi juga.""","","","","",""
"https://www.google.com/maps/place/THINK+CAFE+by+Prashanda%27s+House/data=!4m7!3m6!1s0x2e69ed41b145fa3b:0xd5ffa5409a2b1f7b!8m2!3d-6.3758112!4d106.8274691!16s%2Fg%2F11pts59bdn!19sChIJO_pFsUHtaS4Rex8rmkCl_9U?authuser=0&hl=id&rclk=1","THINK CAFE by Prashanda's House","4,9","(204)","·","Rp 25–50 rb","Kafe","·","","Jl. Ketapang No.8, RT.03/RW.09","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWaNgDTAmTsvc49mRpAxjtDqioO81xWHXNn2t4efWH-H8pA9-6CW2eXVLhcQ2CDzH3ck0kBjwVak_mHFCwF4p597agRYIaxP3SFEzoCEOHoa-8vgjVwWKCkpXdS_W_2GpJOsMD=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""gak banyak pilihan menu makanan, untuk kopi lumayan beragam.""","","","","",""
"https://www.google.com/maps/place/Moses+Coffee/data=!4m7!3m6!1s0x2e69ed0641434479:0xc61e3eeef17d63ac!8m2!3d-6.3753936!4d106.8271938!16s%2Fg%2F11hzxfd3yq!19sChIJeURDQQbtaS4RrGN98e4-HsY?authuser=0&hl=id&rclk=1","Moses Coffee","4,8","(195)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Pembangunan No.3, RT.03/RW.9","","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnK5JZqWtQiL63MR7ESwvbPYDlRkRryjTNpedaHjhxMlNMsNEWgr6MEBI9FGVQ26Ws21O56mvtQhG3ytcQ45Tarxi_NufBrChOfcJh86ImLHcomTxfnGJ8w0QdVGNdFmjRn45iTxY-qQw4=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopinya enak, harganya oke, baristanya cantik dan friendly☺️☺️☺️☺️""","","","","",""
"https://www.google.com/maps/place/Coffith+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2e69efaa2e56657d:0x85317a0e02c78dac!8m2!3d-6.3650657!4d106.8144244!16s%2Fg%2F11h73x5fk9!19sChIJfWVWLqrvaS4RrI3HAg56MYU?authuser=0&hl=id&rclk=1","Coffith Coffee & Kitchen","4,7","(925)","·","Rp 25–50 rb","Kafe","·","","Jl. K.H.M. Usman No.99, RT.1/RW.6","","Segera tutup","· 22.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHANVdN9uH1NKUqcNjhTFOtwVY64PL76uMWsX81qOgSB7F-X93u-GQqwAmkNOQwj0PphLEmsDy-3ehOKaXUOQcZzxTbhh3pWGOfiUSvItS15QgsM_56umbbTHYYhZ6BJtLI2mAF6A=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good vibes, good food, good","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNzN4NWZrORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6z4aeyCMqjgseMPicfqiAw&ei=L6z4aeyCMqjgseMPicfqiAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","coffee","."""
"https://www.google.com/maps/place/PHiL+%26+CO+-+Coffee+Shop+-+Stasiun+Depok+Lama+-+Working+Space/data=!4m7!3m6!1s0x2e69eb2f66935e6f:0xaa07e535796e290!8m2!3d-6.405537!4d106.8184479!16s%2Fg%2F11k4txd5gv!19sChIJb16TZi_raS4RkOKWV1N-oAo?authuser=0&hl=id&rclk=1","PHiL & CO - Coffee Shop - Stasiun Depok Lama - Working Space","4,7","(467)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Stasiun Depok Lama, Ruko Jl. Kartini No.3","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkP81qxhT9fRIna5W0TWWCzvwxJsq-X8JXgJ5-YxlFPlZJv-5UrH5C3Ci9Kyad0ted2_1Nd-ulrCX0f9fErFsT3tzGJ3ZSIO38ur1QdF-hdUO3qMcU-io5tK9sOj0gjO-Fm01E=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barista service nya oke rasa kopinya enak paling enak matchanya!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrNHR4ZDVndhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6z4aeyCMqjgseMPicfqiAw&ei=L6z4aeyCMqjgseMPicfqiAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Kopi+Bar/data=!4m7!3m6!1s0x2e69ec11a195bbfd:0x7ab2ab115e9cbd3e!8m2!3d-6.369524!4d106.8335347!16s%2Fg%2F12m9hpmfj!19sChIJ_buVoRHsaS4RPr2cXhGrsno?authuser=0&hl=id&rclk=1","Kopi Bar","4,3","(1.228)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Margonda No.417 E","","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAER3CGxI7CtAup4ZUWlw7BG2FxZWa8RFP_KBD05PR2Q5NA-lF9q6c49axaYDDWIGIdLo5PKTFuON_m9-RoRh4KwO030jMigmHbVklSMtqv3QjiwqQZCLx887zasAN0ooR767T4=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu kopi favorit saya masih tersedia dan rasanya konsisten enak.""","","","","",""
"https://www.google.com/maps/place/Meneed+Coffee/data=!4m7!3m6!1s0x2e69ed8b9eb720dd:0xfb938c80cff87f85!8m2!3d-6.3540236!4d106.8374889!16s%2Fg%2F11j0z2_52v!19sChIJ3SC3novtaS4RhX_4z4CMk_s?authuser=0&hl=id&rclk=1","Meneed Coffee","4,6","(267)","·","Rp 25–50 rb","Kedai Kopi","·","","·","Jl. Akses UI No.8, RW.1","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZ95ih3SXM4zHMVgSWmLgZQc6RSVDia2u68U4LXPCfAKrXCwilFITOPRhZ_VQ7PgW9LHieY7PmjCvl8qZCRj4RdEr1y9_1VmnW8VFm7wp2Abp56vxUpub0kKDNmPYE4LQzac4=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pas dicoba kopinya jg gak kaleng2 ya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqMHoyXzUydhgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6z4aeyCMqjgseMPicfqiAw&ei=L6z4aeyCMqjgseMPicfqiAw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/e%2Be+coffee+%26+kitchen+FEB+UI/data=!4m7!3m6!1s0x2e69ed0aabe00e2f:0xadb5b717c9cbd42a!8m2!3d-6.3619375!4d106.8263125!16s%2Fg%2F11y4q3tq95!19sChIJLw7gqwrtaS4RKtTLyRe3ta0?authuser=0&hl=id&rclk=1","e+e coffee & kitchen FEB UI","4,1","(38)","·","Rp 50–75 rb","Kedai Kopi","·","","JRQG+6GW Kantin FEB UI","","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMCnv_b54vMUNtQH_n6F0igh7pPQYvo4dzeeo9_rvW-SnwqD9WavHaV172LcUu9UQ9oPD2ky7gPkP9cpO2ykNVqTf5B2BEJhtyrwEGD-fNPpDwqmRAEhyVQ7OtAELRhtvLMZHOc01kc79w=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Friendly staff, tempatnya nyaman dan enak, delicious food & drink.""","","","","",""
"https://www.google.com/maps/place/Green+T/data=!4m7!3m6!1s0x2e69ec39b2b73ff9:0x34d6e0170f0b023c!8m2!3d-6.3652436!4d106.8296519!16s%2Fg%2F11bzy81p72!19sChIJ-T-3sjnsaS4RPAILDxfg1jQ?authuser=0&hl=id&rclk=1","Green T","4,2","(28)","","","Kafe","·","","JRMH+WV2, Main Library, Universitas Indonesia, Kampus UI","","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjqgPh8Oeb_-cY4QsqoJ9wQPbccy1Hpbe3jVgyQB9w_LBTO_KZGrpe0M2BL_iPnWbd81aN777n_gnOIE0s8KMNdOtV0B75Y6JboCSuqGfJD89xH-YeyfarwjK6OYuIqQG-KOYrSA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pilihan menunya ada aneka kopi dan teh, murah meriah untuk minuman.""","","","","",""
"https://www.google.com/maps/place/Starbucks+Coffee+-+Margonda+Raya/data=!4m7!3m6!1s0x2e69ec16e8f7768b:0xd918b136ecb78a71!8m2!3d-6.3639004!4d106.8334585!16s%2Fg%2F11f3qb42fg!19sChIJi3b36BbsaS4RcYq37DaxGNk?authuser=0&hl=id&rclk=1","Starbucks Coffee - Margonda Raya","4,6","(1.971)","·","Rp 50–75 rb","Kedai Kopi","·","","Jl. Margonda Raya No.488","","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFr-39sh8GuBQsZbluWKptMCXoi2e1au9sZU6sP6mk9fMXJkYT4uv8EkqmNETSprHud7E32w6N---yfJVlWYydF7QLtMMXTm3qwU60Iv5PCKskpUPNCy6SRiYxIQPeHtckznWRzPw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan yang ramah dan kopi yang nikmat, blended jadi satu.""","","","","",""
"https://www.google.com/maps/place/Kopi+Darsini+%28KopDar%29+%7C+Resto,+Venue,+%26+Gathering/data=!4m7!3m6!1s0x2e69ed46f1c53289:0xf880aaac26273b12!8m2!3d-6.3547353!4d106.8453168!16s%2Fg%2F11nx20yp_c!19sChIJiTLF8UbtaS4REjsnJqyqgPg?authuser=0&hl=id&rclk=1","Kopi Darsini (KopDar) | Resto, Venue, & Gathering","4,7","(278)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Komjen. Pol. M. Jasin Jl. Akses UI No.46","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZZhDEtHF8uTravad5SAzoKW-SoiLWv1zOhsJl1G89EGlUzW-cf-z6btY2ci4cNJyP7nTS-EFcO9qVbXXyZ7-16KPHOYDUbzruuLJ9rcXOxgoC36e45a0ady5Dze6e_BJ_6N28EA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""saya pesan hot","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFueDIweXBfYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6z4aeyCMqjgseMPicfqiAw&ei=L6z4aeyCMqjgseMPicfqiAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","coffee","gula aren."""
"https://www.google.com/maps/place/Point+Coffee/data=!4m7!3m6!1s0x2e69ef43773a96a1:0x47893c9a70ce7a4d!8m2!3d-6.365791!4d106.8137126!16s%2Fg%2F11jt1zyfb2!19sChIJoZY6d0PvaS4RTXrOcJo8iUc?authuser=0&hl=id&rclk=1","Point Coffee","4,9","(188)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Kukusan Raya No.7, RW.9","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeW3djAQm29M4-tEkvCa0oNclNEHXCdiLgS5g5jIADJ1c6iLlQPrW9VEEMnAjYc0vX9VpvTwRghLOWuTdLpx78pt22j80-A0vmEE9HLveBM6H8KvisdbAtSsyVZKQDCt2nH3HheDsQi8U9=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak kopinya dan pelayanannya tapi tempat duduk terbatas.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqdDF6eWZiMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6z4aeyCMqjgseMPicfqiAw&ei=L6z4aeyCMqjgseMPicfqiAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Segala+Cafe/data=!4m7!3m6!1s0x2e69ed6f2a9af32b:0x33b29a218a6a3a9!8m2!3d-6.3513045!4d106.8309805!16s%2Fg%2F11txrjtgbl!19sChIJK_OaKm_taS4RqaOmGKIpOwM?authuser=0&hl=id&rclk=1","Segala Cafe","4,9","(555)","·","Rp 25–50 rb","Kafe","·","","Felfest UI, Kompleks Kampus UI, Jl Prof. Dr. Miriam Budiarjo","","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyEmbKUooJ3Yzy1bzlk9JPF3MWaJzvtLu3-4jd2ctOC3uxXeqQA5pInHPBfo6snwYEtNqKmn5EeFQbTBuMU_jBNFtUPsxwMpZi2_SoW0LTzLeNly8X1D-lVzmSoOYpAxEj1ibWlKtLux4W=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0eHJqdGdibBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6z4aeyCMqjgseMPicfqiAw&ei=L6z4aeyCMqjgseMPicfqiAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","coffee","blend from the Barista and good"
"https://www.google.com/maps/place/LOUIS+CAFE/data=!4m7!3m6!1s0x2e69eb637b8202a9:0x315f768f09c983b2!8m2!3d-6.400661!4d106.824673!16s%2Fg%2F11h0hjrjpg!19sChIJqQKCe2PraS4RsoPJCY92XzE?authuser=0&hl=id&rclk=1","LOUIS CAFE","4,6","(1.912)","·","Rp 50–75 rb","Kedai Kopi","·","","Jl. Mawar No.22","","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvIYLSGEz6sjq6FG86rGKi5wW1BBRQ2CwHxPD23ZqDIdCh8vCz6J7rjoadYMEP-NHEM4y3dU-15AWBW179-H2iG9JSmtC6nObtpgyMCy75FeEojru2TDcXLyboeIpuoMKFlTabEQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantab kopi dan makanannya enak, service juga oke 😬""","","","","",""
