"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Osbond+Gym+-+Palembang/data=!4m7!3m6!1s0x2e3b766df39c1d83:0x860a21a2873632b5!8m2!3d-2.972222!4d104.764275!16s%2Fg%2F11cmylrpp4!19sChIJgx2c8212Oy4RtTI2h6IhCoY?authuser=0&hl=id&rclk=1","Osbond Gym - Palembang","4,6","(283)","Tempat Fitness","·","","·","Jl. Rajawali No.465 Blok AA s/d AH","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeU-DzmXmFawckUDnJ2tDEmlIHBYp1WDMyNIWQ3fth_QnYHWmrLHsUBIRJj7eLB6V-epRe_u2d4aUkI0nW6D3Nbwatsmven0zcn4V0R7JC8ajuwmfcqG2MFWxmvCKQ-8R_iybC=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yg bagus, luas, nyaman pokoknya keren"""
"https://www.google.com/maps/place/Central+Fitness+Palembang+%28Elite+Workout+%26+Top+Performance%29/data=!4m7!3m6!1s0x2e3b7682b0645eaf:0xa71d62d9c9f5b57d!8m2!3d-2.9479009!4d104.7529701!16s%2Fg%2F11c4bdrm22!19sChIJr15ksIJ2Oy4RfbX1ydliHac?authuser=0&hl=id&rclk=1","Central Fitness Palembang (Elite Workout & Top Performance)","4,8","(69)","Tempat Fitness","·","","·","Jl. Angkatan 66 No.926","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRj22jgEVxWH7MWmYck0fnr9FnHqzawj7kczx3GRxhyYPPiPpGf_3Xd9FSqtrPUaQepg64Broey6ScQNrPJe6ArZq0TsTN0tckoQrQcDDCJcX5tQ0mxHJceHHe6MV2s4TAk9Q6=w80-h171-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beli minuman dingin...""","",""
"https://www.google.com/maps/place/Go+Gym+Palembang/data=!4m7!3m6!1s0x2e3b7791b1e4fffb:0xfcb81920040155c0!8m2!3d-2.9747108!4d104.7722405!16s%2Fg%2F11stptddzh!19sChIJ-__ksZF3Oy4RwFUBBCAZuPw?authuser=0&hl=id&rclk=1","Go Gym Palembang","4,7","(37)","Tempat Fitness","·","","Jl. Perintis Kemerdekaan No.1112","","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnQUFzHTmEKqheLyMaHDY-d2ZeCTtK-GrzQpkqvkDLelArROeW9TaMNaarS2yIFlDWBAuU5BqwfZyuaiWM4oaCY7XI6FRlVovY_7xHjEfw6dlxC7q1Y7rq2esiuU0KRweJ2OfN=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Info harga membershipnya""","",""
"https://www.google.com/maps/place/Kitafit+Gym+%26+Fitness/data=!4m7!3m6!1s0x2e3b75d0f6d8d4cd:0x3b628377a0854095!8m2!3d-2.9652626!4d104.7443211!16s%2Fg%2F11vhsjj18_!19sChIJzdTY9tB1Oy4RlUCFoHeDYjs?authuser=0&hl=id&rclk=1","Kitafit Gym & Fitness","5,0","(140)","Tempat Fitness","·","","·","Jl. Letnan Hadin No.1731","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhM_OTXd2sjj0Y1IDSIsn-d8p9d4fkVntD8BTph7BVC38UlJWS6m3-eCUapat0P4jX6JqnKNQ_Z0Gjxc1-32bwYN67YBswfYd3pp0I444iTODIQaKEZjdsRL_mYW_szMYTO-n6=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus","gym","nya , harga terjangkau , alat alatnya bagus dan lengkap"""
"https://www.google.com/maps/place/FIT+HUB+Sukamto+Palembang/data=!4m7!3m6!1s0x2e3b77c8913857b9:0xcccb2cab98213934!8m2!3d-2.9523626!4d104.7605479!16s%2Fg%2F11w81skhkp!19sChIJuVc4kch3Oy4RNDkhmKssy8w?authuser=0&hl=id&rclk=1","FIT HUB Sukamto Palembang","4,8","(298)","Tempat Fitness","·","","Jl. R. Sukamto No.88","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuNbXvfHaLirYr6bqac-fioP0e0CTSWnZJdMf_1WyBW5pgHBdoMCnEUKeONMd2sXBLgx3btFX_Dt6Pjmsxw2KWPE8aBbmzH5IircSQg-g6Vqi1hg_cQBiB9aVWqpMRG3azFb7UGm4psmHU=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat Gym","Lambat, Alat lengkap, aktifitas"
"https://www.google.com/maps/place/TEN+FIT+Palembang/data=!4m7!3m6!1s0x2e3b75c51f2c2003:0x3b3aa19511fe7258!8m2!3d-2.9750368!4d104.7258576!16s%2Fg%2F11t9kcnf_8!19sChIJAyAsH8V1Oy4RWHL-EZWhOjs?authuser=0&hl=id&rclk=1","TEN FIT Palembang","4,6","(154)","Pusat kebugaran","·","","·","Jl. Demang Lebar Daun No.4-7","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjJh97pUKSTJSS2H4fKGcuhhEHrn4F83OJra05vTEZ_TtENcXQIMpeWfFNc1JqOPrp3aqtzbsAVFfT7VSzI3M_AD_Yj_eePsKeL0bBYwp4CRddVpt8k-pW1bdVRPmA0Qlv8SjK=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yang bagus banget."""
"https://www.google.com/maps/place/%C5%8Ckami+Fitness/data=!4m7!3m6!1s0x2e3b7541b15ca5c7:0x7d1ea7251bd082ca!8m2!3d-2.9267442!4d104.71436!16s%2Fg%2F11s5z8m9bm!19sChIJx6VcsUF1Oy4RyoLQGyWnHn0?authuser=0&hl=id&rclk=1","Ōkami Fitness","4,6","(122)","Pusat kebugaran","·","","·","Jl. Kolonel H. Barlian No.188 KM9","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtaEddzkgNStPaQv1mtlQghR8feDBYt09OpjueWR5jgBHntdXp51293Sun9BZqfPFdT9fR8dOvsTqxsEGX2FpkWMAxcaGkfyzhhRQQJ5L8V4AaqsFs521NoNWpaN6UfGA8JsnYFQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kayaknya pemilik gymnya itu punya visi membangun","gym","yang strength focus."""
"https://www.google.com/maps/place/D%27Gym+Palembang/data=!4m7!3m6!1s0x2e3b75f45ccdbf7b:0x1b0be27334691646!8m2!3d-2.9818503!4d104.7139472!16s%2Fg%2F11vypyty1r!19sChIJe7_NXPR1Oy4RRhZpNHPiCxs?authuser=0&hl=id&rclk=1","D'Gym Palembang","4,8","(69)","Pusat Kebugaran","·","","·","Jl. Tj. Barangan, RT.48/RW.10","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHowH9VthuepT0s3-i_ML0UalN4QNgG5Sa2pSI9AlyBY3iuNX8laV8wx1JB9enB36gG6AHBPtU4HZbAu3PH6icSIbOy2P7kRjIU-D_bkLz5GPDlTjCEVJFOaL3QS7bRcIBGqvAvfsVgXx4W=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best","Gym","in Town
Konsep Premium dengan alat terbaik"""
"https://www.google.com/maps/place/AS+GYM+PALEMBANG/data=!4m7!3m6!1s0x2e3b747987130283:0xb22538f1ffbdf8ad!8m2!3d-2.9238071!4d104.7146894!16s%2Fg%2F11c60_bxvr!19sChIJgwITh3l0Oy4Rrfi9__E4JbI?authuser=0&hl=id&rclk=1","AS GYM PALEMBANG","4,7","(291)","Tempat Fitness","·","","·","Jl. Kebun Bunga Blk. D No.1866","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeN40XRWvNGmG-886Sl3ALa61-8RSCv0bsXiZXQWDZx_YHqocVwuE5_s3UwGQD1I4qUX4eLQqvwqR4bPJggZyrhPlmynTQrab5hXWWytJPx7c4Vgqf-kbOCeH3f88llayOcYw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","tempat gym","yg cukup lengkap, full mesin, personal trainer nya yang ramah."""
"https://www.google.com/maps/place/GYMBOXX+Palembang/data=!4m7!3m6!1s0x2e3b77a3efd3c99d:0x5662c892d63feb2f!8m2!3d-2.959235!4d104.7561424!16s%2Fg%2F11t0m78l4s!19sChIJncnT76N3Oy4RL-s_1pLIYlY?authuser=0&hl=id&rclk=1","GYMBOXX Palembang","4,6","(90)","Tempat Fitness","·","","·","2QR4+4M7, Lorong Pendopo","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcXZ7eiHIt3msxv-ahXzIjOSBUBm-899wId3E-UMyLzPdrpHQdpSupUpja6RZW0c3vU4qLdqzSmECP5RNi2JmFygu-5nrAUMu5npqwAOLQ39l-3qbLUxF6Y14m1cl46_gCO08W=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bisa","gym","tiap hari, harga udah campur harga buat zumba dll."""
"https://www.google.com/maps/place/Loyal+Fitness+Indonesia/data=!4m7!3m6!1s0x2e3b77000198b6fd:0x8abe3e7db389c4d7!8m2!3d-2.9838634!4d104.7578862!16s%2Fg%2F11m5r77k1g!19sChIJ_baYAQB3Oy4R18SJs30-voo?authuser=0&hl=id&rclk=1","Loyal Fitness Indonesia","5,0","(147)","Pusat Kebugaran","·","","2Q85+F52, Jl. Jend. Sudirman","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHq7VkWRZ_qm1LQdV5LK7K0FwYBAqfCiunBXPjKZ03z2CMw4M5ox3aMBdJaBZHNbXtiXmrqfBiwIgmO5YJ588iSt2qaxTT4kidVG7BLPJ8IvvfdFrOfrCa6Ri_H_MRFvmPr3fZbqwxq_AE=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yang sangat nyaman, berada ditengah kota dan sangat murah."""
"https://www.google.com/maps/place/Solitaire+Fitness+Palembang/data=!4m7!3m6!1s0x2e3b77e1baf648c1:0xa550f9fc92dc8394!8m2!3d-2.9753928!4d104.7666473!16s%2Fg%2F11p0v5lfny!19sChIJwUj2uuF3Oy4RlIPckvz5UKU?authuser=0&hl=id&rclk=1","Solitaire Fitness Palembang","4,8","(28)","Pusat kebugaran","·","","·","Jl. Veteran No.999","Segera tutup","· 21.00 · Buka Sel pukul 05.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZuJdw9t8jxJzDUDvTQMgOvDjhG-4Qe7oUE83377qZnTgQtvq6GlgURXVDyE-QfMpuhbX5xZJHpkDtYS3Z47fl-nptBKunqhZYe1i0sv3Luo6p1rkGRe4_JAzrpvz4sgYZAmAg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yg bersih... nyaman... alat2 lengkap.."""
"https://www.google.com/maps/place/BBF+Fitness/data=!4m7!3m6!1s0x2e3b76815f83d501:0xa5a01c616c438ee9!8m2!3d-2.9517766!4d104.7574839!16s%2Fg%2F11clv8ff5z!19sChIJAdWDX4F2Oy4R6Y5DbGEcoKU?authuser=0&hl=id&rclk=1","BBF Fitness","4,7","(90)","Tempat Fitness","·","","·","Jl. R. Sukamto No.95","Segera tutup","· 21.00 · Buka Sel pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKG0i-DHcnt0F7frLS0bHzmnAgZCR7ueTo9A-1by6XusMdNUy4c5QCHADXo2jkrVTppF8hiM4i5e6nMbOXGZR0wIt9yC8FbE37KNhqnJCxNp2Rw1J5K9OBjg5xrJ-CC0d0Olw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak nyaman dan bersih,karyawan ny ramah² udah kaya","gym","di rmh sendiri😍"""
"https://www.google.com/maps/place/Power+Gym/data=!4m7!3m6!1s0x2e3b76e9a3bf5393:0xadcd7d8f28174324!8m2!3d-2.9402574!4d104.7810523!16s%2Fg%2F11c20qdnw7!19sChIJk1O_o-l2Oy4RJEMXKI99za0?authuser=0&hl=id&rclk=1","Power Gym","4,7","(32)","Tempat Fitness","·","","3Q5J+VCV, Jl. Sapta Marga","","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHoE4tyJsp1zgWPmK8XrSan60EbsYoz79XsgUqQ_JebNNUiGB8O5oz_qHCkXAHncpIDfhTCW62bem24_adWsrtQVmW6HSx9FjcvDqLZf676EY7U9ZBhIxnrvyv8R_MUfoct5juI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kk klw cwek BLH dk nge-","gym","dsni"""
"https://www.google.com/maps/place/Brothers+Gym/data=!4m7!3m6!1s0x2e3b779eb832ca1f:0xe998946c564cbc6f!8m2!3d-2.9913179!4d104.7944366!16s%2Fg%2F11gh_f_628!19sChIJH8oyuJ53Oy4Rb7xMVmyUmOk?authuser=0&hl=id&rclk=1","Brothers Gym","4,7","(72)","Pusat Kebugaran","·","","Jl. D.I. Panjaitan","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGSl-YZyWqkTiX4gqFh5QlRUV_8EdcabObhnSyHxE5ZXLQd7759D_BL8C0pky1gIEd1e4jdABgslPsrsuKH-pLyuEIVllUZJ8BhJkaLLZttUVcbw7g9GceHkZ9Fl9CCz7KKxU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat Gym","yg sangat bersahabat dlm banyak hal 👍👌"""
"https://www.google.com/maps/place/HARD+GYM+%28Ex+7+GYM+%26+STUDIO%29/data=!4m7!3m6!1s0x2e3b75bf70bbd59d:0x156c0c243f8cfdb6!8m2!3d-2.9391693!4d104.7419149!16s%2Fg%2F11fpsnf3yd!19sChIJndW7cL91Oy4Rtv2MPyQMbBU?authuser=0&hl=id&rclk=1","HARD GYM (Ex 7 GYM & STUDIO)","4,7","(86)","Tempat Fitness","·","","·","Jl. R.A. Abusamah No.05","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeSc9Oc514MHr9jNx49Lr6RSnUoM-CQUoXXcGNfBIORm10nETBqkkf6ifKoFAHoKDesQ5tiSLPNv9rHShjsJ-qkLHagNBbBmdUZ9xtCJo_vzE1Eu_KEk6QUOV1K2mdokt61GkA6g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yang bagus dan bersih serta pelayanan yang baik"""
"https://www.google.com/maps/place/Numero+Uno+Fitness+and+Aerobics+Palembang/data=!4m7!3m6!1s0x2e3b77bb9db6d701:0x5d01a81fc00d9719!8m2!3d-2.9680993!4d104.8152291!16s%2Fg%2F11f3vpgxgp!19sChIJAde2nbt3Oy4RGZcNwB-oAV0?authuser=0&hl=id&rclk=1","Numero Uno Fitness and Aerobics Palembang","4,6","(121)","Tempat Fitness","·","","·","2RJ8+M45, Jl. May Zen","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAET28yqQPbEqiZWwoj1_RV243-GvXSGpSyZF3H3PRyMtx-QOkVkKvWTdnWS_sX7SdFdj20l0heG6yaftWPcEJ6DjyImYaMU9ONtNLJwfmQJmrPm8hg6lumNhf_XIpj7rhuDjne9=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Peralatan lengkap...pelayanannya ramah dan trainernya ...""","",""
"https://www.google.com/maps/place/LIFE+STYLE+UP+Fitness+%26+Aerobic/data=!4m7!3m6!1s0x2e3b9e191d2ce4b9:0x97129df243d5905f!8m2!3d-3.0025856!4d104.7317694!16s%2Fg%2F11bydl3w1v!19sChIJueQsHRmeOy4RX5DVQ_KdEpc?authuser=0&hl=id&rclk=1","LIFE STYLE UP Fitness & Aerobic","4,7","(68)","Pusat Kebugaran","·","","·","2105, Jl. Sultan M. Mansyur No.11, RT.04","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRSj2QCkmvmSqwOsgVFFuuRCSFaBECwRe_oAMLLVbyjJCTO4eZsKb7kTz4JgWHwTyYOchG4u8MpceRL7tkqdiKT0XLiCb0vxClMyrw8xaFqhNpI489GW4KQ6Gl_L2XEWIdFWMDug=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","nya keren, harga terjangkau, peralatan lengkap, adminnya ramah"""
"https://www.google.com/maps/place/Espresso+Fitness/data=!4m7!3m6!1s0x2e3b76771a143e6b:0xe2bd52db1f8813b!8m2!3d-2.968524!4d104.756185!16s%2Fg%2F11bz08bpyt!19sChIJaz4UGnd2Oy4RO4H4sS3VKw4?authuser=0&hl=id&rclk=1","Espresso Fitness","4,6","(169)","Pusat kebugaran","·","","·","Lorong Klp. I No.2683C","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_rIJXdRgzwcHCbET9DVh1Ci0tm1r76NndrHweIyMoxB6olCE1qeD-mWbo0SsDA80CMtvX06M4rcPPcVqZaaGR1H7IyjZB-ylTOkGSe5fsiJQilMIN42wIBqNhk3eD36IJwXl2=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yg oke di palembang, staff nya ramah, membernya asik semua."""
"https://www.google.com/maps/place/Numerouno+Fitness+%26+Aerobic+2+Palembang/data=!4m7!3m6!1s0x2e3b770b8eb037dd:0xc207cbcc7a41f31c!8m2!3d-2.9308829!4d104.7491141!16s%2Fg%2F11t3czrl87!19sChIJ3Tewjgt3Oy4RHPNBeszLB8I?authuser=0&hl=id&rclk=1","Numerouno Fitness & Aerobic 2 Palembang","4,8","(59)","Tempat Fitness","·","","·","Jl. Mr. Sudarman Ganda Subrata Ruko No.105, RT.30/RW.06","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9la46tbZxVBh8NXl10_2LUytdP8yy8jiVqLhE7GPPaUXabfz6odMU7sKUt9HkGvuEC4UKk56_ckMx8rt-ndGaDSUnrxzRkfGhSk6j7W7ERheTet3XiBXBMTW1ZIMIKFsokFpG07V6BKjD=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","nyaman dengan alat yang cukup lengkap"""
"https://www.google.com/maps/place/Project+Gym+N+Aerobic/data=!4m7!3m6!1s0x2e3b9e065d1158ed:0xbd635c80e302dd6b!8m2!3d-3.0035319!4d104.7478027!16s%2Fg%2F11bxfqz3zw!19sChIJ7VgRXQaeOy4Ra90C44BcY70?authuser=0&hl=id&rclk=1","Project Gym N Aerobic","4,8","(77)","Pusat Kebugaran","·","","XPWX+H4M, Jl. Pangeran Sido Ing Lautan","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFg_kEIeK0189savTDyAgtUbgYce0Kd19nuj0FA6ZSTuadI02JK1DDaGSs8Sw4AdUrHD7SQrznNNpukWvYVEgPESKTAyggbMPfhtJApso13z1HsloICz0uDEMWT5Ysqf5Sh2K8r=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat olahraga","dan"
"https://www.google.com/maps/place/Kai+Fit+Factory/data=!4m7!3m6!1s0x2e3b9d002740e473:0x5496f2a236ce3559!8m2!3d-3.013735!4d104.755795!16s%2Fg%2F11vywdvmtc!19sChIJc-RAJwCdOy4RWTXONqLyllQ?authuser=0&hl=id&rclk=1","Kai Fit Factory","5,0","(61)","Tempat Fitness","·","","·","KFC Box, Jl. KH Wahid Hasyim No.6 Lantai 2&3","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxEivVUuu8kp80wk1mBfLVgfu5ZGjXCHWzqn-twFqGpx-i6qbu2NuaoPGOnCnWc7odsz-k2514BrkOtcb_Y2h3uEcfvWvJ3K7TMuxOmhuuszyQtf12nEz6bc2WdiNSo-pQ3SSL=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kai Fit Factory,","Tempat Gym","yang memiliki Cafenya sendiri."""
"https://www.google.com/maps/place/R%26R+Gym/data=!4m7!3m6!1s0x2e3b76b41352733f:0x1984c85b4e926fdc!8m2!3d-2.9216004!4d104.7705867!16s%2Fg%2F11bv1d16ck!19sChIJP3NSE7R2Oy4R3G-STlvIhBk?authuser=0&hl=id&rclk=1","R&R Gym","4,6","(46)","Tempat Fitness","·","","·","3QHC+964, Jl. Residen H. Najamuddin","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVTUyFg2r_T6cLpG3fktLV69n5laTXEj8Hvo_gPRhXutL0YZTfMlB09vscKax5HJ7DVO2UmsnkuyhGVk28enAsRJGE-5J0HWJPQVnLGSB77Rn8f_7CbTU569vwkMLgQ57TysY6XA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pas dan cocok utk nge","gym","disini,terutama yg tinggal diseputaran kenten"""
"https://www.google.com/maps/place/Bossquefitnes+%26+aerobik/data=!4m7!3m6!1s0x2e3b752d9b3d636f:0x7b264976c9cc4718!8m2!3d-2.9897583!4d104.7429312!16s%2Fg%2F11hm4y332s!19sChIJb2M9my11Oy4RGEfMyXZJJns?authuser=0&hl=id&rclk=1","Bossquefitnes & aerobik","4,9","(43)","Tempat Fitness","·","","·","Jl. Dr. Cipto No.26","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmQ5fegUBlelxy3SIPJV3XeGZu_p6YHTPIP4rx4eVo9tfhzgD8PQxOpE67yE1fq1uqaduAg5E_afTY9iaLhcSttEuHJ9HSQiy2eVX40i6kP4N7VSKc7JAUBNV8krVl0ey-HeeK=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas","gym","bagus,saunanya juga bagus dan Kualitas terbaik."""
"https://www.google.com/maps/place/PRIORITAS+GYM/data=!4m7!3m6!1s0x2e3b730062e27c79:0x33618312a95e3732!8m2!3d-2.9132654!4d104.6805772!16s%2Fg%2F11y698fcc4!19sChIJeXziYgBzOy4RMjdeqRKDYTM?authuser=0&hl=id&rclk=1","PRIORITAS GYM","4,6","(64)","Tempat Fitness","·","","Jl. Raya Jl. Palembang - Betung","","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeB8j7M_2Lg4HYjcrtGSsWcsfuKgl1WiByn_P1OrOgafgR3vbdJreZEgs0mOorXrGAtNuJ-yVU8uKbI3AUYrPQcF9Gl7Yq2_mjsshz7PqSmHadpkVfkQCvQzEz-QTGWHN9cCRYypshkc2f=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya","gym","dan salonnya nyaman, murah lagi."""
"https://www.google.com/maps/place/TEN+GYM/data=!4m7!3m6!1s0x2e3b75f169e35113:0xf00d57a2e06078de!8m2!3d-2.989975!4d104.7355804!16s%2Fg%2F11g6bnvzp9!19sChIJE1HjafF1Oy4R3nhg4KJXDfA?authuser=0&hl=id&rclk=1","TEN GYM","4,8","(88)","Tempat Fitness","·","","·","Jl. Jaksa Agung R. Soeprapto No.329","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8fAGtqVT5oxuWRzNGvQmy52Sv1_aVe6NEF9Q8Z0rrmwwSmoJDc3t_yNKsP1EYyW_tGREYxUQXZ_vcAxkaZPm4Cr7hO3y3pNhx3vIwkADh1w9Qnw0ltMNUpj8O6nBBnAymu8uy=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alatnya lengkap""","",""
"https://www.google.com/maps/place/Louis+Fitness/data=!4m7!3m6!1s0x2e3b75ff76bb5eaf:0x34968c44b005ab44!8m2!3d-2.9440086!4d104.750659!16s%2Fg%2F11p_1qz7x9!19sChIJr167dv91Oy4RRKsFsESMljQ?authuser=0&hl=id&rclk=1","Louis Fitness","4,6","(36)","Tempat Fitness","·","","·","3Q42+C7W, Jl. Supersemar No.1041","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPUkAwTGrXmRG2NrPJ7BsUfVl_Hvjvje38Bo-wG-fqQFzjDTx88NCKZAppABXrZRkKQe2iBgc3HBIlsdKjWzsGGGrCb8-QVgx7bx2gSnztKuj6uHvlj3Nml1BQSXfmthZRn_h2jw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus, alat2nya lengkap, recommend deh..""","",""
"https://www.google.com/maps/place/Aris+Gym+%26+Fitness+Center/data=!4m7!3m6!1s0x2e3b77e2acf752a3:0xef1d4a99d42a59d0!8m2!3d-2.9370411!4d104.7647375!16s%2Fg%2F11q8rnn69b!19sChIJo1L3rOJ3Oy4R0Fkq1JlKHe8?authuser=0&hl=id&rclk=1","Aris Gym & Fitness Center","4,8","(24)","Tempat Fitness","·","","Jl. Sukorejo No.7/8 Blok A","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfRAtwC2P4OuxdZR3rCIslM5g5JVEIuVVk6BCtJLC8cxeMhy_6V_o8_5oysx1NA4QvLPEzGyx1lMyWmfS6Y3lqSU2oU1cmJWEVblJsnamwqMv_gOw-5WmqUVy7vXQ0HaXkhz7G0A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Personal trainer nya baik.. Ada alat2 baru""","",""
"https://www.google.com/maps/place/TEN+FIT+ULU/data=!4m7!3m6!1s0x2e3b9d943f70839f:0x5e0221c88ae71f15!8m2!3d-3.0028527!4d104.771511!16s%2Fg%2F11v0n_jgjx!19sChIJn4NwP5SdOy4RFR_nisghAl4?authuser=0&hl=id&rclk=1","TEN FIT ULU","4,2","(68)","Pusat kebugaran","·","","·","Jl. Gub H Bastari No.629","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGT5CeZ3rOeoSB9shXteN2S3PjW8UzWPDjxrWIkLS37LLEbZzUIvv69Gjk_QUBv3zsNXFNYRNCyFs02PY4m96OReVlBK3z4NzCfUpisGyMsZiv8v6CZjuh2QNh3SMe2G26DfaQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yang oke, fasilitas lumayan lengkap."""
"https://www.google.com/maps/place/Activa+Workout+Space/data=!4m7!3m6!1s0x2e3b9f82cf873d3d:0x97ee8570b325ca7d!8m2!3d-3.0028392!4d104.7449562!16s%2Fg%2F11ms2y94fk!19sChIJPT2Hz4KfOy4Rfcols3CF7pc?authuser=0&hl=id&rclk=1","Activa Workout Space","5,0","(36)","Tempat Fitness","·","","Jl. Sultan M. Mansyur No.690","","Segera tutup","· 21.00 · Buka Sel pukul 05.45","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGokj8bMJM-miGXtyq3KZZIYjB9VrP1nJ9nZzRDV0_MBR99OQ6tmN6hin0Gf0p169Ncb3dFNAJKjCWJxzCX_Uhvmjeeh51sxeE6hnARtvNfqr-OsmbiH3tntibxWcz7PMi58rElAC9T4xyT=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yang nyaman, bersih, dan fasilitas lengkap"""
