"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","AJB7ye","AJB7ye 2"
"https://www.google.com/maps/place/Kopi+7/data=!4m7!3m6!1s0x2e3b7674c652ebfd:0x7386b6905b7bae10!8m2!3d-2.9757368!4d104.7563749!16s%2Fg%2F1hm47hy86!19sChIJ_etSxnR2Oy4REK57W5C2hnM?authuser=0&hl=id&rclk=1","Kopi 7","4,4","(2.053)","Kafe","·","Jl. Veteran No.9309","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcZY2aea5Ng2SvKoCTc8LvanmDrsClKZCAk2kE_TrXVVmOW0mmsbvZfDMzzI0EzocGIrHVrWB_OfrtwHmWbizUBRa2BJyivwlbAioQHJva-C_a_XLJkm_RaQyyXR7pvXegs5pA4A=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakannya enak enak, terutama Taiwan Beef Noodle nya mantap sekali.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNDdoeTg2GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PJz4aZybGZqNnesPpP3ZoQQ&ei=PJz4aZybGZqNnesPpP3ZoQQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/ENAMDUA+Coffee+and+Eatery/data=!4m7!3m6!1s0x2e3b75e9cf19eebf:0x3831423268fa5126!8m2!3d-2.9930675!4d104.747252!16s%2Fg%2F11fktgw3gt!19sChIJv-4Zz-l1Oy4RJlH6aDJCMTg?authuser=0&hl=id&rclk=1","ENAMDUA Coffee and Eatery","4,5","(1.008)","Kedai Kopi","·","Jl. Hang Tuah No.7","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2-vOYYCaM5ERn1w-WE2cPJEM_pw7q-5bmwpRtLNxdgyGQujuRCw6gebp6cAQsv9yGm95CUyb0YoPJk1W__pOWls7EJfaDSFXrZosWV46wB2yeDEhtc82OYbeYvEepnD5I20S1pA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya juga enak enak banget, dengan harga terjangkau""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFma3RndzNndBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PJz4aZybGZqNnesPpP3ZoQQ&ei=PJz4aZybGZqNnesPpP3ZoQQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+Siru/data=!4m7!3m6!1s0x2e3b75fefe2b0349:0xafdbbebadd600be6!8m2!3d-2.9934129!4d104.7488632!16s%2Fg%2F11dx95sqrt!19sChIJSQMr_v51Oy4R5gtg3bq-268?authuser=0&hl=id&rclk=1","Kedai Siru","4,5","(1.803)","Kafe","·","·","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_bBWXC3jse2RDvdiL7uhlNGRtPgCuHS1uU5OVKrVRwKLonPbDv3pwu__RvSenDmpLA_Lkt194dAhJZvDmRyAvm-Fvel9kwPFGx6Ri_5Ty5h5UiZsa2sndsFY4kbbxjmSkKnMx=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kami juga makan di kepiting siru, makananya enak harga masih terjangkau.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkeDk1c3FydBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PJz4aZybGZqNnesPpP3ZoQQ&ei=PJz4aZybGZqNnesPpP3ZoQQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Diponegoro No.20","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Caf%C3%A9+Delapan/data=!4m7!3m6!1s0x2e3b77a0841d3f5d:0x68c80705d8c19e03!8m2!3d-2.9709533!4d104.7646873!16s%2Fg%2F11f75z8t1y!19sChIJXT8dhKB3Oy4RA57B2AUHyGg?authuser=0&hl=id&rclk=1","Café Delapan","4,9","(24)","Restoran","·","THE ALTS HOTEL, Jl. Rajawali III No.8","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5Ymd96LMGxv1FnVVqilwfos1dxKW02sJc9p-51Q1Fr2Krs61V5J64jbsHCAFVTA25DRfP5EauazeDvyABQboS-Eeo1zULofTFQVit32PUEEIA3-fZYrAJNhPS8kMBsi7y7t-U8g=w122-h92-k-no","","Makan di tempat","","","","","","",""
"https://www.google.com/maps/place/Pedestrian+House/data=!4m7!3m6!1s0x2e3b775147383089:0xafbcbe6bd3b2ab31!8m2!3d-2.9824669!4d104.7575653!16s%2Fg%2F11gy1lwhcc!19sChIJiTA4R1F3Oy4RMauy02u-vK8?authuser=0&hl=id&rclk=1","Pedestrian House","4,6","(505)","Kedai Kopi","·","·","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQnp2fupAhoY4OorZ3wQRgoHJqQUsOD9a8uigRopMGdf_ptjstNcAzbiYOlLg7m7KddJ9brx9IWeAOzyCthqGPyv74kOJEt73aldN5_PZ5TwsaPm9RINoTAa-mJQk7A-oJET272w=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak, apalagi mie tumisnya enak bet.""","","","","","Jl. Jend. Sudirman No.216, RT.16","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+Kopi+di+Palembang+%7C+PORTAL+WARKOP/data=!4m7!3m6!1s0x2e3b75c308d3e999:0x47a09bede8876b5e!8m2!3d-2.9577681!4d104.7578719!16s%2Fg%2F11clvj0k3r!19sChIJmenTCMN1Oy4RXmuH6O2boEc?authuser=0&hl=id&rclk=1","Kedai Kopi di Palembang | PORTAL WARKOP","4,6","(309)","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOl3o362MQcnGxdFFrawZhAdP5m2brpJsdwRu27EIXGqwEjosc1b2hCG7pgdeFOkWkDopR1UcWsa2zbX7LVvdkHeyUg6SJL6uw3SHuWNv5Vm_ZlJde-sJcbOvQkfcymk-ORXzT=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak, kentangnya juga enak.""","","","","","Jl. Lomba Jaya No.1635","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kopi+Kenangan+-+Ruko+Veteran+Palembang/data=!4m7!3m6!1s0x2e3b77787a2a857f:0x40f4f9e852b9b9e4!8m2!3d-2.9758585!4d104.7574667!16s%2Fg%2F11mz63rq_c!19sChIJf4Uqenh3Oy4R5Lm5Uuj59EA?authuser=0&hl=id&rclk=1","Kopi Kenangan - Ruko Veteran Palembang","4,6","(42)","Kedai Kopi","·","Ruko Veteran Palembang, Timur I, Jl. Veteran No.292 D","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdb9_orhWQNNdt4K9NselJtREb9szp4AD2qPAuZG-4vu71RPY9n7VZB4B96PBtnTKme74KSBQyFp9y7YBGbzBaw13SCV96Ex7sSRqa0pdDZ-p-yT-RwnfXlaaTY9l_oG5Ap1LRqITILtRM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""best service pingkan sari""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtejYzcnFfYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PJz4aZybGZqNnesPpP3ZoQQ&ei=PJz4aZybGZqNnesPpP3ZoQQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/AgamPisan+jilid+1/data=!4m7!3m6!1s0x2e3b75fd39cb6fdf:0x165e3a2b76f9e4c3!8m2!3d-2.9855358!4d104.7682438!16s%2Fg%2F11f4qpm7ng!19sChIJ32_LOf11Oy4Rw-T5dis6XhY?authuser=0&hl=id&rclk=1","AgamPisan jilid 1","4,6","(812)","Kedai Kopi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFW2FmCz9RGBkCJNT1vW2A_NNszw0QnPC1URudqd67rLrTErsdwiNYjLSLdamIw4wiXytwvJ77g1ASdnvg3XI2qUt_MgoPOQVOXeDkXGk-L2QdL4Cht1MsezBfZFd__0S5V-NaqLw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nongki asik view menarik dengan minuman dan makanan yg enak""","","","","","Jalan ali gatmir lorong kedipan laut paling ujung tepi sungai musi","·","Rp 25–50 rb"
"https://www.google.com/maps/place/MALOMO+KOPI/data=!4m7!3m6!1s0x2e3b770014a61a91:0xe07eb6cdf251f95c!8m2!3d-2.9875704!4d104.7662425!16s%2Fg%2F11vqvsnjc5!19sChIJkRqmFAB3Oy4RXPlR8s22fuA?authuser=0&hl=id&rclk=1","MALOMO KOPI","4,7","(374)","Kedai Kopi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCuFCLcVmZMHsHWsSQkspy9nHh_YWM9ULJ4ERv7uflyUUxaGX0Is5KJH4EjtDFnu8Q7avyN2Y1SUIpHy8ChU5q4PnSdHIVFVQwh_z3eDJR85adK-lXkbSAEEY35PM8ZnGMSx8mwB9538Sp=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pisang gorengnya enak, minumannya biasa, langsung bisa lihat ampera""","","","","","Lorong Tangga Batu No.412","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kopiku+Palembang/data=!4m7!3m6!1s0x2e3b7738e10eff9d:0x13a963f71a79eaa7!8m2!3d-2.9808855!4d104.7625834!16s%2Fg%2F11kzd9rc99!19sChIJnf8O4Th3Oy4Rp-p5GvdjqRM?authuser=0&hl=id&rclk=1","Kopiku Palembang","4,8","(17)","Kedai Kopi","·","Jl. Lingkaran1 No.384","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsBhQIIcovtPkPbdJMoiO7ITkhtDq9CxMHyfoPGaZshP4-J1R--jojMMHYGYIawWPQxOVS_ihfF0roO_zrcBMvklmgEnSVjOolOiWyLJbJOmu5Ffm4l7ocDNeerl9SJSTP0PgQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Spacenya di atas cukup asik kalo datangnya malem""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFremQ5cmM5ORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PJz4aZybGZqNnesPpP3ZoQQ&ei=PJz4aZybGZqNnesPpP3ZoQQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Kedai+Kopi+Sejalan/data=!4m7!3m6!1s0x2e3b7700cd9a3607:0x4f48148db0c5bfbc!8m2!3d-2.9764463!4d104.7573118!16s%2Fg%2F11h0t8qp6b!19sChIJBzaazQB3Oy4RvL_FsI0USE8?authuser=0&hl=id&rclk=1","Kedai Kopi Sejalan","4,9","(89)","Kedai Kopi","·","Jl. Veteran No.292 A","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkz_HqI39jJiyoPGo78bB-EZopXLrheTCssT7aQ9y09WNuui1Wr9HCYWx_lIsfS4N67rrBP9C0yWEkYkhmV57i20bi_fhQfZJYjbi8VFegTo_laHlLgN9_DQOooP9Rc9K4P2fPVg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak buat nyantai dan ngobrol, kopinya enakkk.""","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kopi+Siloka+4+-+Palembang/data=!4m7!3m6!1s0x2e3b77352dffef15:0x12304125bd090826!8m2!3d-2.973722!4d104.7566323!16s%2Fg%2F11q583wbyg!19sChIJFe__LTV3Oy4RJggJvSVBMBI?authuser=0&hl=id&rclk=1","Kopi Siloka 4 - Palembang","4,8","(12)","Kedai Kopi","·","Jl. Mayor Ruslan No.23","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF78U4Tslyn8kIndTpdy7BUftT6EDp-RWAwuNmHdL4h4tWzNf_3B67T-1La8JigItiDZ1dK9yW_nykkODQYkeMqgOqAk-dkDPtdnnb3_N38Ys4iW_yqMvWB4cLV3EYgIHQVfmH-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tersedia menu manual brew, tapi ga banyak pilihan non-coffee.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxNTgzd2J5ZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PJz4aZybGZqNnesPpP3ZoQQ&ei=PJz4aZybGZqNnesPpP3ZoQQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kopi+Kenangan+-+Social+Market+Palembang/data=!4m7!3m6!1s0x2e3b779c8aa7e395:0x38255463cd3f0d0f!8m2!3d-2.9757252!4d104.7665259!16s%2Fg%2F11rdcbs66j!19sChIJleOnipx3Oy4RDw0_zWNUJTg?authuser=0&hl=id&rclk=1","Kopi Kenangan - Social Market Palembang","4,3","(81)","Kedai Kopi","·","Jl. Veteran No.999","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7e0IwZhzE4cA4tksNjOVID8EEGxH-xd4R_dJQknZTdG4VPef3oLRw43qgtxg445eGT62ZqsuxzmIPMq0nO6NTuaUHPPN2HcOEzvJJivrjsS3davMcdVQuhqmPTIZVHkS34B4-EgVd-utg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak, pelayanannya bagus, suasananya juga baik""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyZGNiczY2ahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PJz4aZybGZqNnesPpP3ZoQQ&ei=PJz4aZybGZqNnesPpP3ZoQQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kong+Djie+Coffee+Palembang/data=!4m7!3m6!1s0x2e3b760dc6b0f95f:0x3ed7832e269eb7b7!8m2!3d-2.9801031!4d104.7621177!16s%2Fg%2F11fx8zdjht!19sChIJX_mwxg12Oy4Rt7eeJi6D1z4?authuser=0&hl=id&rclk=1","Kong Djie Coffee Palembang","4,5","(257)","Kafe","·","Jl. Dempo Dalam No.918C","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECRLtVyay1rz1eqA9mH8Voun-9bwhBnaf6fXg0EV_RgVaPUFqOSnm6MJpfg8b_b-_Dg5srJQJuLINOhbpu6OXEWmIqoVr56MWZFH6wvoAKo7gmpQXJambBxwSN0v6PYqsCNqtEkg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan bagus, harga terjangkau, makanannya jg lumayan enak.""","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+Sungi+Makmur+%28KESUMA%29+Palembang/data=!4m7!3m6!1s0x2e3b77b531b1282f:0xe44f17423567bbf6!8m2!3d-2.9898604!4d104.7637737!16s%2Fg%2F11x6qn4w5c!19sChIJLyixMbV3Oy4R9rtnNUIXT-Q?authuser=0&hl=id&rclk=1","Kedai Sungi Makmur (KESUMA) Palembang","5,0","(630)","Restoran","·","Pelataran Dermaga, Jl. Ps. 16 Ilir, 16 Ilir, Kec. Ilir Tim. I","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyUX_wG-jbxTkDIXFjZMv0OO4_4-7Q7Bh7MLuqEFJf8ACf5tdZyaWGLRCnb-ztVBXG9l_RjSIlmOXI1FsHFm2E1UfufZ7cBjNM1upzLqRvYgJkcTJTzIZxbemhJlUm07Xdj5LI-ol08sMx=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat yg astatic minuman dan makanan nya juga enak harga terjangkau""","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kopi+Piko+15+ilir/data=!4m7!3m6!1s0x2e3b77547c89b77b:0x28e52a71bbf8d446!8m2!3d-2.9821933!4d104.762747!16s%2Fg%2F11jm1rvmvh!19sChIJe7eJfFR3Oy4RRtT4u3Eq5Sg?authuser=0&hl=id&rclk=1","Kopi Piko 15 ilir","4,8","(40)","Kedai Kopi","·","Jl. Lematang No.574","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSrq96gpCq3BGPtj4pGf9jJNradHyvYz1XeFwUF4puBiQX26VWbyKkNzlqxGWtFC6oDKCHJCOYiTMToZ-g6yS2ADCzoF5CCA8SRtptBDzRJ37FgVlO0VD-bOAz7v9BKste7yg=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Robusta ny top Authentic, arabika ny jg Juara""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqbTFydm12aBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PJz4aZybGZqNnesPpP3ZoQQ&ei=PJz4aZybGZqNnesPpP3ZoQQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Kedai+kopi+jomo/data=!4m7!3m6!1s0x2e3b75f7b4ddc6e7:0x9c55ccc1e7a11685!8m2!3d-2.9837948!4d104.7567292!16s%2Fg%2F11rn7s2wc_!19sChIJ58bdtPd1Oy4RhRah58HMVZw?authuser=0&hl=id&rclk=1","Kedai kopi jomo","4,8","(28)","Kedai Kopi","·","Jl. Letkol Iskandar Jl. Sekolah","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAESew5SsBq-qomPF9RGIrB7ZD0rg1qxPvtfyrqIhr1xKr2yt1kWQR4cri0emqz43GSmqA3NgwYY0eUrtes01vOttsCXSUohJSGUhfgYm4cHFGsgEkBTUEjNVPBNmJ3Hl4VF4qB67w=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan nya enak,tmpt nya bagus seperti dirumah sendiri ,""","","","","","","·","Rp 1–25.000"
"https://www.google.com/maps/place/Toby%27s+Estate+Palembang+Indah+Mall/data=!4m7!3m6!1s0x2e3b77383ab1c38f:0x13a28fc75cda117b!8m2!3d-2.9847876!4d104.7542919!16s%2Fg%2F11tsjl3x4d!19sChIJj8OxOjh3Oy4RexHaXMePohM?authuser=0&hl=id&rclk=1","Toby's Estate Palembang Indah Mall","4,9","(1.506)","Kedai Kopi","·","Jl. Letkol Iskandar No.18","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFL7JKw-JCCB7L0jk5wseYh3jgCerfSGkgrbjqhhMBs0-rlF2TBeBYRZ4Zue62aiDkc40pLiVkCu67H18_0VA2Vej6L7fRe2vxhEQ16dtEpnQHyXnpjlPLyrVz-ZR6D_xIU=w94-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, tempatnya cozy n aesthetic, service nya memuaskan""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0c2psM3g0ZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/The+Forest+Cafe+%26+Resto+Palembang/data=!4m7!3m6!1s0x2e3b77c0f1f57f99:0x94ff5a9f95a44c21!8m2!3d-2.9478378!4d104.7656688!16s%2Fg%2F11lm172m8x!19sChIJmX_18cB3Oy4RIUyklZ9a_5Q?authuser=0&hl=id&rclk=1","The Forest Cafe & Resto Palembang","4,4","(2.023)","Restoran","·","Jl. Seduduk Putih No.mor 138","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFj90DKQrChBTKvceilnz3YtQsiYMQmb0zGQWxrON4GlpWTdRyazhXDsnwR3aZFXEA24uCI3uatQoGv0WASqw8kqVzV9OI8NwVTfx4LrlsJPd9xoJafe95hwEdJwlMmaPhZwqW-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya nyaman, makanan enak dan relatif murah""","","","","","","·","$$"
"https://www.google.com/maps/place/NAKA+SIGNATURE/data=!4m7!3m6!1s0x2e3b7508da0f56a1:0x8b64644ca138db6d!8m2!3d-2.9862112!4d104.7381018!16s%2Fg%2F11wfmjh670!19sChIJoVYP2gh1Oy4Rbds4oUxkZIs?authuser=0&hl=id&rclk=1","NAKA SIGNATURE","4,7","(941)","Kafe","·","Jl. Riau No.6","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSM9ewOrAe1GHEeIQ4_UKPiblKfMa3pvls8FvziUMqsTgv0cUoKK_3eWuE27PSkRlL23n-B5TiPKPKHYxPUIItczDqGINuYOcL0KrVJ3SL29iTj1vKnGntvlAVwLLQnlsXm9C0EZA2Q-Y=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harga makanan standar dan cukup terjangkau, ambiance nya oke banget!""","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+Gemini/data=!4m7!3m6!1s0x2e3b760e65ac5ac9:0x2b1cb3083841b61f!8m2!3d-2.9819024!4d104.7615464!16s%2Fg%2F11fzw3y_kf!19sChIJyVqsZQ52Oy4RH7ZBOAizHCs?authuser=0&hl=id&rclk=1","Kedai Gemini","4,5","(100)","Restoran","·","2Q96+6JM, Jl. Semeru","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVdY_ekIBfvIvyER89k6UufVwcVtMS3WmKY7jv71TjCq55777_3wMRfP92XrnsE-88ecMp1iYjDtmhJmL4kAY3sFEM2dMJMalecyleHPzEzlyqIrxZrm2NPY8KgBERwPhwWo1y=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Chinese food, gurame asam manis, fuyunghai, pare kuah, rekomendasi.""","","","","","","·","Rp 50–75 rb"
"https://www.google.com/maps/place/Kedai+kasih/data=!4m7!3m6!1s0x2e3b7700744fdc1f:0x46a568243b4efa0a!8m2!3d-2.984565!4d104.7608642!16s%2Fg%2F11y44v84j4!19sChIJH9xPdAB3Oy4RCvpOOyRopUY?authuser=0&hl=id&rclk=1","Kedai kasih","4,6","(74)","Indonesia","·","Jl. Kolonel Atmo No.754","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbD80orCz-HfZ9bGO_CIr4qzbw1EISPY-OKyWz_0zBkvUrOeh5gSiYx8GzGK9UNmmdYeWowTM_lJB3Qs1bn5HZXZzwE-0g7NejysevYQVVhHW_7DsyRzLApXcuoNKam5j_6yeC=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""full daging
ceker ayam 6.8/10
udang rambutan 7.9/10 |""","","","","","","·","Rp 50–75 rb"
"https://www.google.com/maps/place/Chatime+-+Dempo+Palembang/data=!4m7!3m6!1s0x2e3b773b5ab9611f:0xc46191069cdcb9dc!8m2!3d-2.980509!4d104.7635271!16s%2Fg%2F11nrvj15ys!19sChIJH2G5Wjt3Oy4R3LncnAaRYcQ?authuser=0&hl=id&rclk=1","Chatime - Dempo Palembang","4,9","(647)","Restoran","·","Jl. Lingkaran 1 No.793","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtWy-Euz-zNb4Co-WuSV6g3QCt2U2kSwvBRu8NSqzne4FP0AW5-4JyQ6ubhmR_ZR6te9WhY3MD3F3eKTwSiWxoeig3ZOisJq7A0yV5OAuYdcWyct_PLCKG16Gy-Dc9i2mB5Nu0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak promo, bisa nyantai sambil makan dan minum, mana enak pula""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFucnZqMTV5cxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
