"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","FQ2IWe src","Jn12ke src","ah5Ghc","W4Efsd 7","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/CV+Camarafi+Sablon+Palembang/data=!4m7!3m6!1s0x2e3b74ec34ca4d11:0x53e198d0892d4d15!8m2!3d-2.9421787!4d104.6908552!16s%2Fg%2F11cssyd64c!19sChIJEU3KNOx0Oy4RFU0tidCY4VM?authuser=0&hl=id&rclk=1","CV Camarafi Sablon Palembang","5,0","(92)","Toko Sablon","·","","Jl. Kana 4 No.116","·","Buka 24 jam","","0813-6869-6262","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_GjJ50w5fETeun9Lv98WotCLorRyAurO7qNbRNe56nebzNK8BR4P7-2rt24xSKtaglX_tuqAh93Sl0Cu-BHpP3E-TBc5wEtVpZtvUz63UFhVEthGaObpf0LVK7fBXBAjjpW8U=w80-h167-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""solusiiii dadakan & good quality""","","",""
"https://www.google.com/maps/place/PRINT.CO+%28print,+fotocopy+%26+stationery%29+terdekat+%26+terpagi/data=!4m7!3m6!1s0x2e3b7737b60f578d:0x13a69eff2f663fdd!8m2!3d-2.9673797!4d104.763538!16s%2Fg%2F11gmcxh5ky!19sChIJjVcPtjd3Oy4R3T9mL_-ephM?authuser=0&hl=id&rclk=1","PRINT.CO (print, fotocopy & stationery) terdekat & terpagi","5,0","(100)","Toko Percetakan","·","","Jl. Bangau No.168","·","Tutup","","0895-1687-1000","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5_YYSRvMvM7ZLXSJ3l5o45Ap35nmBTpVDGgXWNL0v-R9QiAP8Q6gkBA8mYDKkbtt1TNF-xO8EWqk1FLtXp7sHgvxs7TPieVTWgF6-dLNMdmGkFNKEzjznOBiGKGzbf7REdgE=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""recommended 🙏🏻 kalau mau ngeprint hi quality ke sini aja ✅""","· Buka Sel pukul 06.00","",""
"https://www.google.com/maps/place/Grafindo+Digital+Printing+Palembang/data=!4m7!3m6!1s0x2e3b767c18a8d0eb:0x18ddd5b5545d0b!8m2!3d-2.9603784!4d104.7583118!16s%2Fg%2F11c6rfrxyh!19sChIJ69CoGHx2Oy4RC11UtdXdGAA?authuser=0&hl=id&rclk=1","Grafindo Digital Printing Palembang","4,1","(28)","Toko Percetakan","·","","No.03, Sebelah atk, Sinar Bali, Jl. Mayor Salim Batubara","·","Tutup","","(0711) 5630697","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1GKNcBN1czmJ4_jTSoHZt4ojCOo10usKNI0mIgld-oxu4Wg-Mm_7a-2k_d_0etU6e8OPw1id2VX-InaDg4XuoJaTw-RmMLPw-Er_At26DHzN4hhGoZ7yfsbEvpH34LAgDu04csA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","· Buka Sel pukul 09.00","Cetak","banner nya cepat dan harga murah dibanding percetakan lain."""
"https://www.google.com/maps/place/Alpha+digital+printing+plus/data=!4m7!3m6!1s0x2e3b769a29b2f557:0xd05ca77ca7eecfb0!8m2!3d-2.9424354!4d104.761462!16s%2Fg%2F11cjk414tv!19sChIJV_WyKZp2Oy4RsM_up3ynXNA?authuser=0&hl=id&rclk=1","Alpha digital printing plus","4,7","(35)","Perancang Grafis","·","","Jl. Sirna raga no.275 rt 16 rw 03 kelurahan 8 ilir.kec IT II palembang 30134, Palembang","·","Tutup","","0821-8162-1421","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlNpSX-pBGCJ7HwdaMENRD_vZTKvVe-CPaO7oU5ndM_FGApee17iW1f-rez449hmDjEIHw5MJYm0s941cOxepRgTEOM89DjHCy9ZGyVqI5fLXZXwHWH8GUWZ-3rrVaQV2X2zHQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus percetakannnya""","· Buka Sel pukul 09.00","",""
"https://www.google.com/maps/place/Zoeya+Print+Fotocopy+Center+%26+ATK/data=!4m7!3m6!1s0x2e3b75f278e2599d:0x865be124f26bc0dd!8m2!3d-2.9813916!4d104.7321923!16s%2Fg%2F11srqqrg4k!19sChIJnVniePJ1Oy4R3cBr8iThW4Y?authuser=0&hl=id&rclk=1","Zoeya Print Fotocopy Center & ATK","4,8","(164)","Toko Fotokopi","·","","Gerbang Belakang Polsri, Jl. Sungai Sahang Ujung No.11 C","·","Tutup","","0852-1161-0200","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE71OexG5KgOzNmrXqaKci4B9hlbIpgd7etq7bqQ2F7PkHvGD3Pwss_sSYTQ_qdY1VZhX_-_gwClfhmJP7A0Vxb0AU1wBSxTqsM7FrnZ4uJydlObsp8CFMTvRl80oM070vjP-_S=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","· Buka Sel pukul 06.00","print","dekat rumah paling murah, admin ramah & gercep, mantap 👍🏽👍🏽"""
"https://www.google.com/maps/place/Agit+Print+Shop+%28A0,+A1,+A2,+A3,+A4%29/data=!4m7!3m6!1s0x2e3b75ed826f3297:0x140c0acde3f4928!8m2!3d-2.9860044!4d104.7315729!16s%2Fg%2F11b7c8pz16!19sChIJlzJvgu11Oy4RKEk_3qzAQAE?authuser=0&hl=id&rclk=1","Agit Print Shop (A0, A1, A2, A3, A4)","4,8","(26)","Printer Digital","·","","Jl. Lunjuk Jaya No.2","·","Tutup","","0812-7334-630","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJWRoM6NqN7BBWRW6xYGKANVHxYwuWq-HI-A2M2wDRszvBZ1hktniXg5GXo8snEVAo1c7qBK0cxt05I_u8-lRIiz5AZPH1xvVnfzKB_so1OrdDk7q1xTkrBCJzBr5GtZf9O4ZR70S_dFUJ=w122-h92-k-no","","Layanan di tempat","· Buka Sel pukul 07.00","Janji temu online",""
"https://www.google.com/maps/place/Global+Printer+palembang/data=!4m7!3m6!1s0x2e3b742a402859c7:0x11190da11b8b8a4d!8m2!3d-2.9536042!4d104.7506593!16s%2Fg%2F11cm72xmvn!19sChIJx1koQCp0Oy4RTYqLG6ENGRE?authuser=0&hl=id&rclk=1","Global Printer palembang","4,7","(186)","Jasa Reparasi Printer","·","","·","No.68 Rt.16 Rw.05 No.68 Kel, Jl. Sersan Sani","Tutup","·","0813-7387-6513","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcCmZawB_Vt_NHh91IoWzibMZMFntqj5E6WazuZe5dHaEUoXLX4yaw50RW6zMRrdp5Myg50qAr-aU2TVaoqfjI9k6Lcd28pi3V_QlyGoQoDVc1HOecIfumtgfAoKmpapQyf2fcZw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jual","· Buka Sel pukul 09.00","printer","epson preloved dgn harga terjangkau"""
"https://www.google.com/maps/place/PERCETAKAN+ROYAL+PRINTING/data=!4m7!3m6!1s0x2e3b7605da3b46bd:0xb210f53e0be58132!8m2!3d-2.986978!4d104.7601479!16s%2Fg%2F11c7stgrs6!19sChIJvUY72gV2Oy4RMoHlCz71ELI?authuser=0&hl=id&rclk=1","PERCETAKAN ROYAL PRINTING","3,9","(47)","Toko Percetakan","·","","2Q76+633, Jl. Jend. Sudirman","·","Tutup","","0813-5555-1644","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxoUDarJbaX8Jbr3pjopWg28upmqqhh9bbokwEyo_Rsg_yvdgiNRmhxfjrUOOJtwfslt8rJykmPJU8rYnSvCeM4dIB5MUBdUq6EUdLeWrUChPSsf6iOivOw9ZCTZGh3wmoPGFTpA=w123-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","· Buka Sel pukul 08.00","Cetak","apapun selalu disini, fast respon dan pesanan cepat selesai"""
"https://www.google.com/maps/place/Halma+Grafika,+Digital+Printing,+Palembang/data=!4m7!3m6!1s0x2e3b9e18aeae8309:0xd26ce6ee5b0bd1c1!8m2!3d-3.0015988!4d104.7291191!16s%2Fg%2F11f03p1n38!19sChIJCYOurhieOy4RwdELW-7mbNI?authuser=0&hl=id&rclk=1","Halma Grafika, Digital Printing, Palembang","4,9","(13)","Percetakan Komersial","·","","Jl. Sultan M. Mansyur No.334","·","Tutup","","0811-7877-722","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfgVibL0p61rUElcmQEEA0SPcSyhe7nsMglX4SDeAT5_XNSPv3yPd0QyqiTpYVRQ_Nl_2YADcIw90X2TncSqqSSpqlH-Xrvk1pj0FK1aCZNXyN6VUgRE5eNV28FEnYNh0-TnI=w122-h92-k-no","","","· Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/Boenk+M+Sticker+Palembang/data=!4m7!3m6!1s0x2e3b752a22f0a265:0x2fe47cf34eaae3a0!8m2!3d-2.9411876!4d104.7737223!16s%2Fg%2F11rfpymd13!19sChIJZaLwIip1Oy4RoOOqTvN85C8?authuser=0&hl=id&rclk=1","Boenk M Sticker Palembang","4,7","(15)","Toko Percetakan","·","","·","Jl. Sapta Marga","Buka","·","0822-8016-7345","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGz0ELZH_V3xQTQryp0BwJM0RGZ93BOhdeEeLJd8noLMIj1rEajgK6DxFGhbkGoCzw4T1BsD4jxhbyves9b_CT0UN-4WnaSoa4YW68a3jfqdHSj8Wdb4XZ-LoGXR6Bg5EHszz3rbA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended pokoknya , mantull""","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/ICANET+KOMPUTER+PALEMBANG/data=!4m7!3m6!1s0x2e3b76c66518a4ff:0xa91a3bc1c15a4014!8m2!3d-2.9294711!4d104.7804443!16s%2Fg%2F11ggsfwbvr!19sChIJ_6QYZcZ2Oy4RFEBawcE7Gqk?authuser=0&hl=id&rclk=1","ICANET KOMPUTER PALEMBANG","5,0","(11)","Layanan cetak digital","·","","Jl. Musi Raya Barat Simpang Camat No.301","·","Segera tutup","","0831-8314-8831","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-fqXHBWoLAeJQsNQJMrVTijq0WqxsUjuIunaBXCBjx0k5KZt5Q3dgwtjmxYX9ztJVcGJVfc15nO6KGhNJ9osLSpd68jSHWhPK5byOSeUV7huAe5kw6kVhlPhqIrdWCoobvTI=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mahalllllll semua""","· 21.00 · Buka Sel pukul 10.00","",""
"https://www.google.com/maps/place/DE%60PRINTING/data=!4m7!3m6!1s0x2e3b774464afdc61:0xd5ff208a15089a07!8m2!3d-2.9596989!4d104.7923697!16s%2Fg%2F11t2t1z1ff!19sChIJYdyvZER3Oy4RB5oIFYog_9U?authuser=0&hl=id&rclk=1","DE`PRINTING","4,0","(4)","Layanan cetak digital","·","","·","Jl. H. Abdul Rozak No.20","Buka 24 jam","·","0821-7676-1901","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsOoTtmWFGKPlNG1-Fas3UpJRIv9je_f5aidMhOdB7iW2bhDoj2X_wv-6N0DctGy9syrW7eVyPAc3cSuDJdgioCkOOOyqEbBQMh_5trwppEom0xGvP5Xxjo_BF4WS2bT2B22Q=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus pelayanannya""","","",""
"https://www.google.com/maps/place/PERCETAKAN+SRI+PUTRA/data=!4m7!3m6!1s0x2e3b760f3684cfbd:0xd6858a218cf3709a!8m2!3d-2.9866544!4d104.7583502!16s%2Fg%2F11fzv0nx46!19sChIJvc-ENg92Oy4RmnDzjCGKhdY?authuser=0&hl=id&rclk=1","PERCETAKAN SRI PUTRA","4,6","(23)","Toko Percetakan","·","","·","Jl.kapten cek syeh no.193 A3 Rw.03 Rt.05","Segera tutup","·","0896-3575-5700","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFX33JjeZ3xgITcAJuIXmZF2CgigeuTkLKRQlQbDScNRGdPyufNXcIt53LYnKOk3n8Y5fdfasM9zBiTURJwI8DteP9sv2pfP-jBja0xcaYdFCoOlpU3Q3yrrfQc7nUxp4pjSJRlgA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Percetakan dan digital","· 21.00 · Buka Sel pukul 09.30","printing","palembang"""
"https://www.google.com/maps/place/MARSEN+PRINT+%26+FOTOCOPY+CENTER/data=!4m7!3m6!1s0x2e3b75066c64aeb7:0xd9a3f191275af7d3!8m2!3d-2.9899171!4d104.735531!16s%2Fg%2F11ff5jwzjc!19sChIJt65kbAZ1Oy4R0_daJ5Hxo9k?authuser=0&hl=id&rclk=1","MARSEN PRINT & FOTOCOPY CENTER","4,2","(37)","Toko Percetakan","·","","Jl. Jaksa Agung R. Soeprapto No.329","·","Tutup","","0858-3232-9707","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdHBBNyjR88q6fd_Ln1k9fvnhgbPbYujIp1G2gX2ip03lGTOslKCzvKEgnRHn9LztSsRh6znhVizIRVhK_VcNKAnyItzd5jHOyPLNBhcSCWrokh6AO4Lh2tII1sm7rwUN2u_M1=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""best price in town!!""","· Buka Sel pukul 07.00","",""
"https://www.google.com/maps/place/Rehobot+Emas+Makmur/data=!4m7!3m6!1s0x2e3b76f25117ecfd:0x412fcd916ad1f36e!8m2!3d-2.9489787!4d104.7788513!16s%2Fg%2F11b7q0h2dl!19sChIJ_ewXUfJ2Oy4RbvPRapHNL0E?authuser=0&hl=id&rclk=1","Rehobot Emas Makmur","4,6","(367)","Toko Percetakan","·","","Jl. H. Abdul Rozak No.09","","Tutup","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3W0QvGS6tldaAvpatx-jrinGzvvA3zgBprvZjrcGCPwy0Zt37wyNjAg_7wkKhN6XQ319zw6q75_oO_mrj2NXWYcYC37lB-iNcMUOUJv-sRtvqbvn-ajiE5kPHnnz4d98pQH0=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan nya sangat baik sekalih,biaya","· Buka Sel pukul 08.30","print","murah, mantap"""
"https://www.google.com/maps/place/Jaya+Sampurna+Grafika/data=!4m7!3m6!1s0x2e3b7608b99e60dd:0x243333724035fe9!8m2!3d-2.9852054!4d104.7571648!16s%2Fg%2F11f3mbdr30!19sChIJ3WCeuQh2Oy4R6V8DJDczQwI?authuser=0&hl=id&rclk=1","Jaya Sampurna Grafika","4,8","(43)","Toko Percetakan","·","","·","Jl. Akbp H. Moh. Amin No.14","Tutup","·","0821-8123-4235","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAxBNlpI7untt5-1mkqtKtDL49oDOvld0vh44qIUc6x1hRYJZTyTmdHUi5RFiZQ4GRMvzNH_GeaS6tuzof3PLO7oLvm6jHQbiStpkBFmSFNlWISLPUZnA1nOGRKhu2aj3E-CJf=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu tempat","· Buka Sel pukul 08.00","cetak","d palembang"""
"https://www.google.com/maps/place/AP+PRINTING/data=!4m7!3m6!1s0x2e3b77d3f556af47:0x93539a2ca79bee00!8m2!3d-2.9599508!4d104.7569861!16s%2Fg%2F11ghs7q11h!19sChIJR69W9dN3Oy4RAO6bpyyaU5M?authuser=0&hl=id&rclk=1","AP PRINTING","5,0","(1)","Toko Percetakan","·","","Jl. Rw. Jaya 1 No.Kelurahan","·","Buka 24 jam","","0853-8000-7267","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-PGiUhwXDgdm0RuEG3_fXA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=199.39874&pitch=0&thumbfov=100","","Pesan antar","","",""
"https://www.google.com/maps/place/Diva+Print/data=!4m7!3m6!1s0x2e3b758b7caac643:0xcc65cab647f5cb3b!8m2!3d-2.9915335!4d104.7265958!16s%2Fg%2F1hm57k9rf!19sChIJQ8aqfIt1Oy4RO8v1R7bKZcw?authuser=0&hl=id&rclk=1","Diva Print","4,2","(13)","Toko Fotokopi","·","","·","Jl. Demang Lebar Daun No.40","","","","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHnw7lDymt66gnJG8RvJk6jTUBFdeLk0IpniOw0KinnEGfSUJm-9nP--8L2pny75pOmRaWArqNwAhWqQwWKs6hk6cDUtajJWhavkYJcTO6N0ClisTMK8UVsDwFpBv65_3HB68McFo7Llfkhy9Yc3I5UhjjWE-WSwEhJiNQZNES4pk12vYGCUbYd7ddZJc5olN-qxso=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan oke, estimasi selesai sesuai""","","",""
"https://www.google.com/maps/place/Ghifari+Printer/data=!4m7!3m6!1s0x2e3b9e008890c5e1:0x8f1af4d705d5091f!8m2!3d-2.9970203!4d104.7526484!16s%2Fg%2F11hbvtq32q!19sChIJ4cWQiACeOy4RHwnVBdf0Go8?authuser=0&hl=id&rclk=1","Ghifari Printer","4,9","(222)","Jasa Reparasi Printer","·","","·","Lorong Karang Waru","Tutup","·","0812-2592-2279","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe0WeN75ghGPPpJ8kIaVTUi1VQkCVtJieYH7rAbuN8P24jRL3bDt4pla0P1HlWO75drhy6cwmQCWYT_BlTiE6XQBn5QB39FzYmNP34C1J2A9nro4MJQ4kkOfKnOB7KtCKXohtGf026dkdZ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendasi banget tempat service","· Buka Sel pukul 07.30","print","/beli,pekerjaannya cepat"""
"https://www.google.com/maps/place/PRINT+%26+FOTOCOPY+PERCETAKAN+Metal+Net+DAFTAR+ONLINE+SEKOLAH%2FNPWP%2FKIS%2FKIA%2FKIP%2FBPJS%2FKK+DLL%28+PRINT,+SCAN,INTERNET,ATK+DLL+%29/data=!4m7!3m6!1s0x2e3b9d47c4cd1399:0x7d890a79ae08d6c9!8m2!3d-2.9988556!4d104.7770139!16s%2Fg%2F11b6d0kg9p!19sChIJmRPNxEedOy4RydYIrnkKiX0?authuser=0&hl=id&rclk=1","PRINT & FOTOCOPY PERCETAKAN Metal Net DAFTAR ONLINE SEKOLAH/NPWP/KIS/KIA/KIP/BPJS/KK DLL( PRINT, SCAN,INTERNET,ATK DLL )","4,9","(8)","Penyedia Layanan Internet","·","","Jl. Silaberanti No.27, RT.35","·","Buka 24 jam","","0812-8221-4361","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMgqxa81lRwJe8RINAy1KCethAwx84QcAVaxxd7pfGITttRz-plJN5HUJY0TNfHd35SbEEZHEjfftE13mQFM_LN18U0W75KnRAhMPE9aRKQJciS7vUgznzHBeKdzh5Fd3AAd_5Xw=w80-h101-k-no","","Layanan di tempat","","Janji temu online",""
"https://www.google.com/maps/place/Pusat+Penjualan+Mesin+Fotocopy+Digital+Kyocera+Palembang+Raya/data=!4m7!3m6!1s0x2e3b75500078426f:0xd66e5c3e496eaba!8m2!3d-2.9621025!4d104.7186295!16s%2Fg%2F11sbps0y8q!19sChIJb0J4AFB1Oy4RuuqW5MPlZg0?authuser=0&hl=id&rclk=1","Pusat Penjualan Mesin Fotocopy Digital Kyocera Palembang Raya","5,0","(10)","Printer Digital","·","","Jl. Inspektur Marzuki Lrg. Damai 3 No.58","·","Buka","","0851-0088-9597","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOYe6jvouh3Fh5K1ijGL8Q1O4xgWcR5SOtbIBNj2cnKlrVI82vi7lAHe1Er8UO0KBXKiKo558KPU2apLyny9uzVjpfHNFXe8NjZZpoVBOfRZQHtl4dNqo_vxDfPyI1qrOkm48=w80-h98-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pilihan printernya banyak, harga sesuai dengan bonus2 yg ditawarkan""","· Tutup pukul 00.00","",""
"https://www.google.com/maps/place/On+Print/data=!4m7!3m6!1s0x2e3b7507a717917b:0x4f9b4ffdfe2f1f15!8m2!3d-2.9452384!4d104.7456507!16s%2Fg%2F11h0hjj5tw!19sChIJe5EXpwd1Oy4RFR8v_v1Pm08?authuser=0&hl=id&rclk=1","On Print","5,0","(6)","Toko Percetakan","·","","Jln. S. Prawiro Lebong Siarang","·","Segera tutup","","0895-3833-23198","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHECsSLiTqRVikMJaPlnvxGp_MErpAkgqjjRWyw6ILKcsuW9E1C1WB75ajfZrsqJS4ECmsQNTH_3tyhASBeQUGL4Ou1oohxdz24OyAfmFcq-brUMVhEV-LdeirJty-Y-NH5H6oQWA=w122-h92-k-no","","","· 21.00 · Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/Elizabeth%27s+Printing/data=!4m7!3m6!1s0x2e3b777c7c3b9315:0x5e456c46cb86e582!8m2!3d-2.9847778!4d104.7575309!16s%2Fg%2F11nnvqmfh2!19sChIJFZM7fHx3Oy4RguWGy0ZsRV4?authuser=0&hl=id&rclk=1","Elizabeth's Printing","5,0","(26)","Toko Percetakan","","","·","","Tutup","","0812-5056-089","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtet85FQJDgQyUfpP5geHVMn1eevsNq7OIg-J_XsXdjmTdtr14K32hqDHBj8mkxh8p3UwwMyD6IwPT16YE3AYutr5tK0afAA7X9cBUUnbWAo8YfosOohlo9Dk2g0WHCdIaLDo=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terimakasih barangnya sudah sampai sesuai dengan pesanan 😊""","· Buka Sel pukul 08.30","",""
"https://www.google.com/maps/place/JAMAJAMA+PROJECT/data=!4m7!3m6!1s0x2e3b9d7da3e9119b:0x34c9ee9db6af4667!8m2!3d-2.9966331!4d104.8072263!16s%2Fg%2F11g6bg2t0x!19sChIJmxHpo32dOy4RZ0avtp3uyTQ?authuser=0&hl=id&rclk=1","JAMAJAMA PROJECT","5,0","(1.214)","Layanan cetak digital","·","","·","Lorong Jama Jama","Tutup","·","0815-8500-0058","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9Nv66TuB8xytD9_8Txfnx3nRhCdLCroxlZgJiSQWczEVcLi39h9zyWO3XC4S-CDqNscW2T5m4xn4acRyQXNtb60EltKu5I8zrTdotPm7saegHfoaWlZ7DxD-aZTSOr2AGwrNm=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","· Buka Sel pukul 08.00","cetak","banner dan ragam desain trusted dan gercep"""
"https://www.google.com/maps/place/Azizah+Printing+Palembang/data=!4m7!3m6!1s0x2e3b77d2432d3685:0xef5ac38c7f072437!8m2!3d-2.9874539!4d104.7583693!16s%2Fg%2F11kbm_22b3!19sChIJhTYtQ9J3Oy4RNyQHf4zDWu8?authuser=0&hl=id&rclk=1","Azizah Printing Palembang","4,2","(16)","Toko Percetakan","·","","Jl. Faqih Jalaluddin No.224","·","Tutup","","0821-3000-1663","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgO5GU6P0FPyOOq37MwtO7t4yrQN9Ry5f7LmRia-yQFwmnk7Q_yu74LyGPp9ME7YYMlKRYSE9HSt8wSVJkRdz_KLSjJpJJ1z4H8eqDb0pGC6YQ-CWxBYDDWgtJBcZw-v-PIUrbXJUpwjuI=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah.. cepat.. kualitas terbaik.. bisa d tunggu
Pegawai ramah
Oke mantap""","· Buka Sel pukul 07.30","",""
"https://www.google.com/maps/place/Style+Studio+%26+Bridal/data=!4m7!3m6!1s0x2e3b7608def6e651:0xfc5587ead29161ce!8m2!3d-2.9838!4d104.7566679!16s%2Fg%2F11b76jm_40!19sChIJUeb23gh2Oy4RzmGR0uqHVfw?authuser=0&hl=id&rclk=1","Style Studio & Bridal","4,7","(358)","Percetakan Komersial","·","","·","Jl. Letkol Iskandar No.191","Tutup","·","0822-4640-8800","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxr6b3k8bCcayz71PIjnJKqzpSjoV0lF7RARoTUbqIXWNWsIxA0zT__hct0pfjKPokJdYi7vsff2ZGZ0v8HVkvW2pGOwFILtTubATs7gcZciutH5Owwz2w_V5sW0iJFrTdjvE2=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cuci","· Buka Sel pukul 09.00","cetak","maupun spanduk cepat selesai dan murah"""
"https://www.google.com/maps/place/3kata+printing+%26+advertising/data=!4m7!3m6!1s0x2e3b77b4a2a24387:0xc314592422169644!8m2!3d-2.9472445!4d104.7615696!16s%2Fg%2F11q951xkyt!19sChIJh0OiorR3Oy4RRJYWIiRZFMM?authuser=0&hl=id&rclk=1","3kata printing & advertising","4,8","(21)","Percetakan Komersial","·","","Jl. Seduduk Putih","·","Tutup","","0896-1165-0745","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBS_wjaHcKby8gILtM5y6XK2LtGOPiIxpO9GMkWVdBUqeotW3QYHQQYkM7QKyle8_jhgN9GR9iSUlgI_UFUPEKE_uQB7rkEPhJkf1Oq7pLYCAwJ6F8cGlNCAmzu0xxdTGx9dnP=w199-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""murah, pengerjaan tepat waktu dan sesuai permintaan... 👍""","· Buka Sel pukul 09.00","",""
"https://www.google.com/maps/place/OK+PRINT/data=!4m7!3m6!1s0x2e3b7523c5eb95cb:0x9457b0bfca32f77!8m2!3d-2.9443521!4d104.7440178!16s%2Fg%2F11nwb8f3mh!19sChIJy5XrxSN1Oy4Rdy-j_At7RQk?authuser=0&hl=id&rclk=1","OK PRINT","4,6","(34)","Toko Alat Tulis Kantor","·","","·","Jl. H. Sanusi","Tutup","·","0821-8163-6080","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1zlJmi2j-02ISZxBcH0VusF2awx2iDG_Hf2Er2ZP1gQAkKoMkUfjHCECTXc0DgNhPJEBFG2pEsG7TEvhI3WoGjEvfSiRQcrg_76DZ2I4XhhP1fbDKLvPjTAZm-u8ABbYDc2zr=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nyaman, hemat dan murah, sangat rekomendasi","· Buka Sel pukul 08.00","print","disini ya"""
"https://www.google.com/maps/place/Topik+print/data=!4m7!3m6!1s0x2e3b9f6f972bfd75:0x738e0ae6737b44f6!8m2!3d-2.9621736!4d104.7474023!16s%2Fg%2F11qq30d2bz!19sChIJdf0rl2-fOy4R9kR7c-YKjnM?authuser=0&hl=id&rclk=1","Topik print","5,0","(308)","Jasa Reparasi Printer","·","","·","Jl. Rw. Jaya No.704","Tutup","·","0896-1841-4050","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2j4jGsnQTUmw-9fLgKb5CpKO7P8wz7jL-1hBnjc8WCkYVl5DdIe1P29h_4x0J80wqdlQhV8vU2LUSrXRR9jnraqlOJEzkAvYiccbbxHp1iOhBooU9YaQ3ikydRItV7EmOvFB7=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat servis","· Buka Sel pukul 07.00","printer","terbaik, harga terjangkau, kakak nya super ramah."""
