"hfpxzc href","qBF1Pd","W4Efsd","W4Efsd 2","W4Efsd 3","Cw1rxd","R8c4Qb"
"https://www.google.com/maps/place/SMKN+3+Palembang/data=!4m7!3m6!1s0x2e3b75f2bc2b2115:0xe6b6804dba889f76!8m2!3d-2.98729!4d104.7301!16s%2Fg%2F11gh1n8c4j!19sChIJFSErvPJ1Oy4Rdp-Iuk2AtuY?authuser=0&hl=id&rclk=1","SMKN 3 Palembang","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Hotel+The+Daira/data=!4m7!3m6!1s0x2e3b767587e45e6b:0x5d86c26975eaf60d!8m2!3d-2.973287!4d104.7521258!16s%2Fg%2F11b772ncby!19sChIJa17kh3V2Oy4RDfbqdWnChl0?authuser=0&hl=id&rclk=1","Hotel The Daira","Perhentian bus","·","Jl. Jend. Sudirman","","Rute"
"https://www.google.com/maps/place/Halte+Monpera/data=!4m7!3m6!1s0x2e3b7604f467f333:0xff1ec5743ab1969b!8m2!3d-2.9891778!4d104.760933!16s%2Fg%2F11c6ydv_tc!19sChIJM_Nn9AR2Oy4Rm5axOnTFHv8?authuser=0&hl=id&rclk=1","Halte Monpera","Perhentian bus","·","Jl. Palembang Darussalam","","Rute"
"https://www.google.com/maps/place/Pasar+Sekip+Ujung+Palembang+2/data=!4m7!3m6!1s0x2e3b7680678d1bf9:0x6d8953700ff5d31a!8m2!3d-2.9558!4d104.75438!16s%2Fg%2F11stqtkb2g!19sChIJ-RuNZ4B2Oy4RGtP1D3BTiW0?authuser=0&hl=id&rclk=1","Pasar Sekip Ujung Palembang 2","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Halte+Mitra+Sersan+Sani/data=!4m7!3m6!1s0x2e3b742a4334ecc9:0xf9d014f0cace58e5!8m2!3d-2.9541774!4d104.7503051!16s%2Fg%2F11b77q5j5b!19sChIJyew0Qyp0Oy4R5VjOyvAU0Pk?authuser=0&hl=id&rclk=1","Halte Mitra Sersan Sani","Perhentian bus","·","Jl. Jend. Basuki Rachmat","","Rute"
"https://www.google.com/maps/place/Stasiun+LRT+DJKA+B/data=!4m7!3m6!1s0x2e3b9dadab3bff0d:0x48cb487eb4d497d!8m2!3d-3.03142!4d104.78995!16s%2Fg%2F11kb3h6rly!19sChIJDf87q62dOy4RfUlN64e0jAQ?authuser=0&hl=id&rclk=1","Stasiun LRT DJKA B","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Masjid+Agung/data=!4m7!3m6!1s0x2e3b7605bf1cee75:0x26792eebfab185cd!8m2!3d-2.987336!4d104.759624!16s%2Fg%2F11hd8hm85n!19sChIJde4cvwV2Oy4RzYWx-usueSY?authuser=0&hl=id&rclk=1","Masjid Agung","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Halte+Bungaran/data=!4m7!3m6!1s0x5450416e2f7da9d:0x73f2343d5c4d7ef4!8m2!3d-3.0008852!4d104.7667622!16s%2Fg%2F11b7gs78hq!19sChIJndr34hYERQUR9H5NXD008nM?authuser=0&hl=id&rclk=1","Halte Bungaran","Perhentian bus","·","Jl. KH Faqih Usman","","Rute"
"https://www.google.com/maps/place/Halte+Kebun+Bunga+A/data=!4m7!3m6!1s0x2e3b747aef97014b:0x10d75b4cac3c9cdb!8m2!3d-2.9267019!4d104.714876!16s%2Fg%2F11b77lzzl3!19sChIJSwGX73p0Oy4R25w8rExb1xA?authuser=0&hl=id&rclk=1","Halte Kebun Bunga A","Perhentian bus","·","Jalan Kolonel Haji Burlian","","Rute"
"https://www.google.com/maps/place/RS+Siti+Khodijah+B/data=!4m7!3m6!1s0x2e3b75c6fb2d4145:0x41f43b9f99f31e4a!8m2!3d-2.9699433!4d104.7321341!16s%2Fg%2F11b768_746!19sChIJRUEt-8Z1Oy4RSh7zmZ879EE?authuser=0&hl=id&rclk=1","RS Siti Khodijah B","Perhentian bus","·","Jl. Demang Lebar Daun","","Rute"
"https://www.google.com/maps/place/Halte+Pupuk+Sriwijaya+A/data=!4m7!3m6!1s0x2e3b77b10c1f638b:0xeb35954fd38fef0d!8m2!3d-2.96876!4d104.806415!16s%2Fg%2F11b76cg2kv!19sChIJi2MfDLF3Oy4RDe-P00-VNes?authuser=0&hl=id&rclk=1","Halte Pupuk Sriwijaya A","Perhentian bus","·","Jl. May Zen","","Rute"
"https://www.google.com/maps/place/Masjid+Nurul+Hidayah+Palembang/data=!4m7!3m6!1s0x2e3b764fc2dff135:0xf545f0bd70807b1e!8m2!3d-2.96688!4d104.78874!16s%2Fg%2F11stqvz83q!19sChIJNfHfwk92Oy4RHnuAcL3wRfU?authuser=0&hl=id&rclk=1","Masjid Nurul Hidayah Palembang","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/SMA+Xaverius+1+Palembang/data=!4m7!3m6!1s0x2e3b76701da4f7af:0x5ef14e2c49b5396d!8m2!3d-2.96733!4d104.76364!16s%2Fg%2F11kpg5vt6l!19sChIJr_ekHXB2Oy4RbTm1SSxO8V4?authuser=0&hl=id&rclk=1","SMA Xaverius 1 Palembang","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/SMAN+3+A/data=!4m7!3m6!1s0x2e3b75d74163cc95:0x71627e180cb37ae5!8m2!3d-2.9658793!4d104.7473975!16s%2Fg%2F11b76dzh3d!19sChIJlcxjQdd1Oy4R5XqzDBh-YnE?authuser=0&hl=id&rclk=1","SMAN 3 A","Perhentian bus","·","Jalan Jenderal Sudirman","","Rute"
"https://www.google.com/maps/place/Halte+Padang+Selasa/data=!4m7!3m6!1s0x2e3b75f17e01f56d:0xad0b987013ed9d!8m2!3d-2.98885!4d104.733917!16s%2Fg%2F11b7cbvk76!19sChIJbfUBfvF1Oy4Rne0TcJgLrQA?authuser=0&hl=id&rclk=1","Halte Padang Selasa","Perhentian bus","·","Jl. Srijaya Negara","","Rute"
"https://www.google.com/maps/place/Kebun+Bunga+B/data=!4m7!3m6!1s0x2e3b747ba8f07ee9:0x91d44f627ce98f7b!8m2!3d-2.92587!4d104.7137!16s%2Fg%2F11b7bzf285!19sChIJ6X7wqHt0Oy4Re4_pfGJP1JE?authuser=0&hl=id&rclk=1","Kebun Bunga B","Perhentian bus","·","Jl. Kolonel H. Barlian","","Rute"
"https://www.google.com/maps/place/Seberang+SMA+Quraniah+Palembang/data=!4m7!3m6!1s0x2e3b760e221aef4f:0xd4d8af98fde86418!8m2!3d-2.98234!4d104.76336!16s%2Fg%2F11t__v_tld!19sChIJT-8aIg52Oy4RGGTo_Ziv2NQ?authuser=0&hl=id&rclk=1","Seberang SMA Quraniah Palembang","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/SDN+82+Palembang/data=!4m7!3m6!1s0x2e3b9c4ecc94e4e7:0xd05e4c6764cb9079!8m2!3d-3.04061!4d104.78137!16s%2Fg%2F11sjgnxm1y!19sChIJ5-SUzE6cOy4ReZDLZGdMXtA?authuser=0&hl=id&rclk=1","SDN 82 Palembang","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Loket+Damri+Jakabaring+Palembang/data=!4m7!3m6!1s0x2e3b9d73d0d77583:0x87d7d8cab4ae0f8c!8m2!3d-3.0259772!4d104.7747851!16s%2Fg%2F11t4wqzl0s!19sChIJg3XX0HOdOy4RjA-utMrY14c?authuser=0&hl=id&rclk=1","Loket Damri Jakabaring Palembang","Layanan Transportasi","·","·","","Rute"
"https://www.google.com/maps/place/Halte+DAMRI/data=!4m7!3m6!1s0x2e3b9d96afc156f5:0xf69e639dc2348f7d!8m2!3d-3.0004005!4d104.7683852!16s%2Fg%2F11h06vny_k!19sChIJ9VbBr5adOy4RfY80wp1jnvY?authuser=0&hl=id&rclk=1","Halte DAMRI","Agen Tiket Bus","·","Jl. Jenderal Ahmad Yani A No.9","","Rute"
"https://www.google.com/maps/place/SMA+Quraniah+Palembang/data=!4m7!3m6!1s0x2e3b760e189bce77:0x733e5d5c6a8aee7a!8m2!3d-2.98227!4d104.76328!16s%2Fg%2F11kpg7x0c9!19sChIJd86bGA52Oy4Reu6KalxdPnM?authuser=0&hl=id&rclk=1","SMA Quraniah Palembang","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Samsat+Kota+Palembang+I/data=!4m7!3m6!1s0x2e3b75fb302c66b3:0x564b2add8faf5cff!8m2!3d-2.98666!4d104.7441!16s%2Fg%2F11s84cv6t0!19sChIJs2YsMPt1Oy4R_1yvj90qS1Y?authuser=0&hl=id&rclk=1","Samsat Kota Palembang I","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/SMA+11+Palembang+1/data=!4m7!3m6!1s0x2e3b75a56839afc3:0x3d7ba5aec5ab6f3d!8m2!3d-2.96791!4d104.71556!16s%2Fg%2F11s7_3r2vk!19sChIJw685aKV1Oy4RPW-rxa6lez0?authuser=0&hl=id&rclk=1","SMA 11 Palembang 1","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Halte+Bulog+A/data=!4m7!3m6!1s0x2e3b766b3b498d2f:0x9bcfad9ffa1efc73!8m2!3d-2.97525!4d104.77175!16s%2Fg%2F11ff54s9cx!19sChIJL41JO2t2Oy4Rc_we-p-tz5s?authuser=0&hl=id&rclk=1","Halte Bulog A","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/LRT+Demang/data=!4m7!3m6!1s0x2e3b75cedc260e9b:0xbe3e00f7d0292b84!8m2!3d-2.96418!4d104.73582!16s%2Fg%2F11gjxn6_c0!19sChIJmw4m3M51Oy4RhCsp0PcAPr4?authuser=0&hl=id&rclk=1","LRT Demang","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/SMK+PGRI+1+Palembang+A/data=!4m7!3m6!1s0x2e3b758dfdb35547:0x3fa8b8afacbb1d52!8m2!3d-2.98688!4d104.72311!16s%2Fg%2F11w83dfp9p!19sChIJR1Wz_Y11Oy4RUh27rK-4qD8?authuser=0&hl=id&rclk=1","SMK PGRI 1 Palembang A","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Kusuma+Bangsa+A/data=!4m7!3m6!1s0x2e3b76f2fb2f815f:0xc7bfc4f71543a1b7!8m2!3d-2.9490299!4d104.7776565!16s%2Fg%2F11b7qb2g2t!19sChIJX4Ev-_J2Oy4Rt6FDFffEv8c?authuser=0&hl=id&rclk=1","Kusuma Bangsa A","Perhentian bus","·","Jl. H. Abdul Rozak","","Rute"
"https://www.google.com/maps/place/Kemang+Manis+B/data=!4m7!3m6!1s0x2e3b75f0e38b99af:0xc460f25bdba503e!8m2!3d-2.98944!4d104.73778!16s%2Fg%2F11b77kb7vt!19sChIJr5mL4_B1Oy4RPlC6vSUPRgw?authuser=0&hl=id&rclk=1","Kemang Manis B","Perhentian bus","·","Jl. Jaksa Agung R. Soeprapto","","Rute"
"https://www.google.com/maps/place/Halte+PLN+B/data=!4m7!3m6!1s0x2e3b9d94c3d739d1:0x3239630b53810c52!8m2!3d-3.0110327!4d104.7763443!16s%2Fg%2F11b7l6ddlv!19sChIJ0TnXw5SdOy4RUgyBUwtjOTI?authuser=0&hl=id&rclk=1","Halte PLN B","Perhentian bus","·","Jl. Gub H Bastari","","Rute"
"https://www.google.com/maps/place/Halte+Trans+Migrasi/data=!4m7!3m6!1s0x545043f734f3aeb:0xb87da299d1ce95e7!8m2!3d-2.99469!4d104.7793959!16s%2Fg%2F11b7hjx39v!19sChIJ6zpPcz8ERQUR55XO0Zmifbg?authuser=0&hl=id&rclk=1","Halte Trans Migrasi","Perhentian bus","·","Jl. Jenderal Ahmad Yani","","Rute"
"https://www.google.com/maps/place/Mandira+Erajasa+Wahana.+PT+%28Aerotrans%29/data=!4m7!3m6!1s0x2e3b75e08aa39cb5:0x7e6d55aa89ef7852!8m2!3d-2.977585!4d104.749144!16s%2Fg%2F1ptyqp86m!19sChIJtZyjiuB1Oy4RUnjviapVbX4?authuser=0&hl=id&rclk=1","Mandira Erajasa Wahana. PT (Aerotrans)","Perhentian bus","·","JL. Capt. A Rivai, No. 35, Palembang","","Rute"
"https://www.google.com/maps/place/SMK+PGRI+1+Palembang+B/data=!4m7!3m6!1s0x2e3b758dfd63b48b:0xbcb9f0688d2a2581!8m2!3d-2.98699!4d104.72294!16s%2Fg%2F11ln34lccg!19sChIJi7Rj_Y11Oy4RgSUqjWjwubw?authuser=0&hl=id&rclk=1","SMK PGRI 1 Palembang B","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Lr.+Abadi+%2F+Puskesmas+Plaju/data=!4m7!3m6!1s0x2e3b9d62649f8487:0xf6426ea8f0eb74f9!8m2!3d-2.995609!4d104.813734!16s%2Fg%2F11b7kzw8xh!19sChIJh4SfZGKdOy4R-XTr8KhuQvY?authuser=0&hl=id&rclk=1","Lr. Abadi / Puskesmas Plaju","Perhentian bus","·","Jl. D.I. Panjaitan","","Rute"
"https://www.google.com/maps/place/Asrama+Haji+A/data=!4m7!3m6!1s0x2e3b73873b24e66d:0x8acafe26352de475!8m2!3d-2.91708!4d104.71221!16s%2Fg%2F11f5f___g3!19sChIJbeYkO4dzOy4RdeQtNSb-yoo?authuser=0&hl=id&rclk=1","Asrama Haji A","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Halte+Kenten+Permai/data=!4m7!3m6!1s0x5450556fa999f01:0xb9335476dbafb4a8!8m2!3d-2.940603!4d104.767417!16s%2Fg%2F11b7gt0gyr!19sChIJAZ-Z-lYFRQURqLSv23ZUM7k?authuser=0&hl=id&rclk=1","Halte Kenten Permai","Perhentian bus","·","Jl. MP. Mangkunegara","","Rute"
"https://www.google.com/maps/place/Halte+Polygon/data=!4m7!3m6!1s0x5450404ade41337:0x51b2cc71539080ad!8m2!3d-3.007854!4d104.722681!16s%2Fg%2F11b7ft_d3k!19sChIJNxPkrQQERQURrYCQU3HMslE?authuser=0&hl=id&rclk=1","Halte Polygon","Perhentian bus","·","Jl. Letjen H. Alamsyah Ratu Perwiranegara","","Rute"
"https://www.google.com/maps/place/SMA+Negeri+22+Palembang/data=!4m7!3m6!1s0x2e3b749322c9723d:0x33d61514969c8314!8m2!3d-2.93739!4d104.69014!16s%2Fg%2F11styf6vk1!19sChIJPXLJIpN0Oy4RFIOclhQV1jM?authuser=0&hl=id&rclk=1","SMA Negeri 22 Palembang","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Komplek+Kedamaian/data=!4m7!3m6!1s0x2e3b768d24dd5c19:0x157442d48f430a07!8m2!3d-2.9491702!4d104.774855!16s%2Fg%2F11b7q8j5w6!19sChIJGVzdJI12Oy4RBwpDj9RCdBU?authuser=0&hl=id&rclk=1","Komplek Kedamaian","Perhentian bus","·","Jl. H. Abdul Rozak","","Rute"
"https://www.google.com/maps/place/Perumahan+Spring+Hill/data=!4m7!3m6!1s0x2e3b74925ced389d:0x374a2c0ffe576b10!8m2!3d-2.93553!4d104.69204!16s%2Fg%2F11tdmm6g5m!19sChIJnTjtXJJ0Oy4REGtX_g8sSjc?authuser=0&hl=id&rclk=1","Perumahan Spring Hill","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Feeder+LRT/data=!4m7!3m6!1s0x2e3b77f8cfd57a9d:0x39c10ebc230758f5!8m2!3d-2.91835!4d104.7686867!16s%2Fg%2F11t736gw2c!19sChIJnXrVz_h3Oy4R9VgHI7wOwTk?authuser=0&hl=id&rclk=1","Feeder LRT","Layanan Transportasi","·","3QJ9+JF6, Jl. H.M. Noerdin Pandji","","Rute"
"https://www.google.com/maps/place/Halte+Tugu+KB+B/data=!4m7!3m6!1s0x5450410a7af456d:0xec505fa7974147e7!8m2!3d-3.00322!4d104.76419!16s%2Fg%2F11b7grbkqn!19sChIJbUWvpxAERQUR50dBl6dfUOw?authuser=0&hl=id&rclk=1","Halte Tugu KB B","Perhentian bus","·","Jalan KH. Faqih Usman","","Rute"
"https://www.google.com/maps/place/Halte+Polygon+B/data=!4m7!3m6!1s0x545041b1ef58205:0x65bd33a77a6e8361!8m2!3d-3.0059845!4d104.7220546!16s%2Fg%2F11b7fwfq60!19sChIJBYL1HhsERQURYYNueqczvWU?authuser=0&hl=id&rclk=1","Halte Polygon B","Perhentian bus","·","Jl. Letjen H. Alamsyah Ratu Perwiranegara","","Rute"
"https://www.google.com/maps/place/PO.+Adhi+Prima+KM.12/data=!4m7!3m6!1s0x2e3b73ef39b77c15:0x4b4ae8dfa053682d!8m2!3d-2.9130201!4d104.6878957!16s%2Fg%2F11j98kc_q5!19sChIJFXy3Oe9zOy4RLWhToN_oSks?authuser=0&hl=id&rclk=1","PO. Adhi Prima KM.12","Kantor Perusahaan","·","Jl. Sultan Mahmud Badaruddin II","","Rute"
"https://www.google.com/maps/place/Lapas+Perempuan+Palembang/data=!4m7!3m6!1s0x2e3b76043692cdf3:0x19df4f01aac42324!8m2!3d-2.98879!4d104.75915!16s%2Fg%2F11kpg5vt6k!19sChIJ882SNgR2Oy4RJCPEqgFP3xk?authuser=0&hl=id&rclk=1","Lapas Perempuan Palembang","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Halte+Jerambah+Karang+B/data=!4m7!3m6!1s0x2e3b7600ceffd9dd:0x337edde28147598b!8m2!3d-2.9913566!4d104.7540975!16s%2Fg%2F11b76h713w!19sChIJ3dn_zgB2Oy4Ri1lHgeLdfjM?authuser=0&hl=id&rclk=1","Halte Jerambah Karang B","Perhentian bus","·","Jl. Merdeka","","Rute"
"https://www.google.com/maps/place/Halte+SIMP.SMA+10+A/data=!4m7!3m6!1s0x2e3b758c84923549:0xb7f2decab0983c3e!8m2!3d-2.99092!4d104.7264479!16s%2Fg%2F11b7c1cbzz!19sChIJSTWShIx1Oy4RPjyYsMre8rc?authuser=0&hl=id&rclk=1","Halte SIMP.SMA 10 A","Perhentian bus","·","Jl. Demang Lebar Daun","","Rute"
"https://www.google.com/maps/place/Stasiun+LRT+Asrama+Haji+A+UP/data=!4m7!3m6!1s0x2e3b7478ad7d3359:0xdfd5ce3952e6d5d!8m2!3d-2.91942!4d104.7114!16s%2Fg%2F11sj7r0tjn!19sChIJWTN9rXh0Oy4RXW0uleNc_Q0?authuser=0&hl=id&rclk=1","Stasiun LRT Asrama Haji A UP","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Kantor+OS+A/data=!4m7!3m6!1s0x2e3b9d61cb8af83d:0x830f07938233aa99!8m2!3d-2.99589!4d104.81875!16s%2Fg%2F11b7qb1nb9!19sChIJPfiKy2GdOy4RmaozgpMHD4M?authuser=0&hl=id&rclk=1","Kantor OS A","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/SMP+Muhammadiyah+10+A/data=!4m7!3m6!1s0x2e3b75ccfa50474d:0xebd3abdff4bf5cc9!8m2!3d-2.95854!4d104.736963!16s%2Fg%2F11b7720l6w!19sChIJTUdQ-sx1Oy4RyVy_9N-r0-s?authuser=0&hl=id&rclk=1","SMP Muhammadiyah 10 A","Perhentian bus","·","Jl. Jend. Sudirman","","Rute"
"https://www.google.com/maps/place/DJKA+Palembang/data=!4m7!3m6!1s0x2e3b9dac543220ad:0x7d03a2f08cac689a!8m2!3d-3.031452!4d104.79033!16s%2Fg%2F11f8p2t_fz!19sChIJrSAyVKydOy4RmmisjPCiA30?authuser=0&hl=id&rclk=1","DJKA Palembang","Perhentian trem","·","","","Rute"
"https://www.google.com/maps/place/Halte+Kantor+Camat+Plaju/data=!4m7!3m6!1s0x2e3b9d6029654a2d:0x1265d388e89a426c!8m2!3d-2.995041!4d104.8196019!16s%2Fg%2F11b7q9040q!19sChIJLUplKWCdOy4RbEKa6IjTZRI?authuser=0&hl=id&rclk=1","Halte Kantor Camat Plaju","Perhentian bus","·","Jl. D.I. Panjaitan","","Rute"
"https://www.google.com/maps/place/Bumi+Sriwijaya/data=!4m7!3m6!1s0x2e3b75e75b523877:0xbc4ade91abeb9124!8m2!3d-2.9769918!4d104.7450524!16s%2Fg%2F11g1pmvvs2!19sChIJdzhSW-d1Oy4RJJHrq5HeSrw?authuser=0&hl=id&rclk=1","Bumi Sriwijaya","Perhentian trem","·","","","Rute"
"https://www.google.com/maps/place/Stasiun+Kertapati/data=!4m7!3m6!1s0x2e3b9e75788c07ed:0x729d13b5a7a44b0a!8m2!3d-3.0166041!4d104.7516018!16s%2Fg%2F123656p0!19sChIJ7QeMeHWeOy4RCkukp7UTnXI?authuser=0&hl=id&rclk=1","Stasiun Kertapati","Stasiun Kereta","·","·","","Rute"
"https://www.google.com/maps/place/Perpustakaan+Daerah+A/data=!4m7!3m6!1s0x2e3b75be2ce5df13:0x656d0577108f1f41!8m2!3d-2.97633!4d104.72573!16s%2Fg%2F11td9t4nc7!19sChIJE9_lLL51Oy4RQR-PEHcFbWU?authuser=0&hl=id&rclk=1","Perpustakaan Daerah A","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Citra+Grand+City+B/data=!4m7!3m6!1s0x2e3b749799b518ff:0xfedb8759c15ad647!8m2!3d-2.92989!4d104.68439!16s%2Fg%2F11bydn57z1!19sChIJ_xi1mZd0Oy4RR9ZawVmH2_4?authuser=0&hl=id&rclk=1","Citra Grand City B","Perhentian bus","","","","Rute"
"https://www.google.com/maps/place/Kerajinan+Karet/data=!4m7!3m6!1s0x5451046e51a81bd:0xb5550ce02d8dc6f8!8m2!3d-2.9108!4d104.71454!16s%2Fg%2F11b7d_ygtb!19sChIJvYEa5UYQRQUR-MaNLeAMVbU?authuser=0&hl=id&rclk=1","Kerajinan Karet","Perhentian bus","·","Jl. Tj. Api-Api","","Rute"
"","","","","","",""
