"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","ah5Ghc 2","ah5Ghc 3","doJOZc"
"https://www.google.com/maps/place/Nasi+Bakar+PakJo/data=!4m7!3m6!1s0x2e3b77489f81d18f:0xdeca909648e52b86!8m2!3d-2.9758708!4d104.7700182!16s%2Fg%2F11j8jnmgcf!19sChIJj9GBn0h3Oy4RhivlSJaQyt4?authuser=0&hl=id&rclk=1","Nasi Bakar PakJo","4,8","(2.324)","·","Rp 25–50 rb","Restoran","·","·","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRYt_VFgGKprM63hNMBHpv4Y5VPAqh_lIOUc0JVJt9QOsLn-5nPW999W0oiB2DZps9U7Nsl4d1hs631m7BOvodKTGC5vTd6m0fRZb9k_bx5Ray_d3esx-hu-00sA7FgHgE1BdF1Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak sesuai harga, waktu menunggu standar 20 menitan.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqOGpubWdjZhgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=4Jz4ae_dHp6gseMP38uS8A8&ei=4Jz4ae_dHp6gseMP38uS8A8&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Veteran No.69A","","",""
"https://www.google.com/maps/place/Saganta+Food+%26+Drink+Plaju/data=!4m7!3m6!1s0x2e3b77000086a285:0x5a861accefcb519e!8m2!3d-2.9905776!4d104.787774!16s%2Fg%2F11xp2j30t3!19sChIJhaKGAAB3Oy4RnlHL78wahlo?authuser=0&hl=id&rclk=1","Saganta Food & Drink Plaju","4,7","(186)","·","Rp 25–50 rb","Indonesia","·","Komplek, Jl. Permata Biru Jl. Jenderal Ahmad Yani","Segera tutup","· 21.00 · Buka Sel pukul 10.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtEn2lsyKgM6HAP1KeCnUrUShBCh8hqHVEmi_Zq9VrMPF7laorRM3dmIqbi4SEGBuu01mPMh6-hRgdofZMsBwgPwt0x3Rk9cWI189064QTUJbHE_zlPWa5gYmMNwgk3HXe_Dn3uK0BMMUL=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suka banget bebek bakarnya, bumbunya ngresep sambel gepreknya pedes poll.""","","","","","","",""
"https://www.google.com/maps/place/Pondok+Pindang+Umak/data=!4m7!3m6!1s0x2e3b747fa9713149:0xb8bd2ef2fa2d2d9d!8m2!3d-2.920355!4d104.7076721!16s%2Fg%2F11df1v94vc!19sChIJSTFxqX90Oy4RnS0t-vIuvbg?authuser=0&hl=id&rclk=1","Pondok Pindang Umak","4,5","(4.030)","·","Rp 50–75 rb","Rumah Makan","·","·","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVTiI7gV5sfqB1kZV3YM5EY40UGDrSMmQmdWZ2UqsSsd0NUkj-NWVSW4VTZiALMSHtAFmUTfMLPbR87ymO6f1ZHP7RIjoiBwLsmJ5i1N4vhd-VnrP_emusJsa7nqjR5r30dYUk=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannnya enak, pindang patinnya enak, ayamnya juga enak yg goreng.""","","","","Jl. Kolonel H. Barlian No.Km. 10","","",""
"https://www.google.com/maps/place/Bebek+Sawahan+Palembang/data=!4m7!3m6!1s0x2e3b770702cfe0b7:0x2b264f87b93d3181!8m2!3d-2.96977!4d104.7638183!16s%2Fg%2F11lmhkfhcv!19sChIJt-DPAgd3Oy4RgTE9uYdPJis?authuser=0&hl=id&rclk=1","Bebek Sawahan Palembang","4,5","(263)","·","Rp 25–50 rb","Indonesia","·","Jl. Rajawali III No.1090, RT.18/RW.05","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIVdc5xSOhIstDqlAneOBwp1EL6f54I379oH_L4EmndJvOj6BTPoLSnSU3YsxQloJrh3MG5ULSOMTJAATxjVgWZZreZl2sdz_boy_ibygH6RORgxRtnXNKGsqp9y93sa8wzeapi-qpdcGu=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bebeknya juara..enak empuk bumbu meresap sampai ke dalam.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsbWhrZmhjdhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=4Jz4ae_dHp6gseMP38uS8A8&ei=4Jz4ae_dHp6gseMP38uS8A8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Nusantara/data=!4m7!3m6!1s0x2e3b76733d01e725:0x47d66dc8177aac1b!8m2!3d-2.9729652!4d104.7607592!16s%2Fg%2F1pzvkbt_v!19sChIJJecBPXN2Oy4RG6x6F8ht1kc?authuser=0&hl=id&rclk=1","Rumah Makan Nusantara","4,5","(709)","·","Rp 25–50 rb","Sesuai untuk keluarga","·","·","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgR4DY6LBgRKETa_IJ7f0dbVWzhJQqOvJ8xVy4K9wNozOFAuMO8krPGfqpGwoA4lMCq4HmBiMecid6q9sncIUBDpZD-OaDNlndRbbvT_QrJJTL7G2-Q1EgPz6MWL-d5sCJp7TM=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi goreng merah dan ayam bawangnya juara""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB6dmtidF92GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=4Jz4ae_dHp6gseMP38uS8A8&ei=4Jz4ae_dHp6gseMP38uS8A8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. R.H.A. Arifai Tjek Yan No.1546","","",""
"https://www.google.com/maps/place/Warung+Makan+Semarang/data=!4m7!3m6!1s0x2e3b75cd7a145b3f:0x8686b4cfa35df626!8m2!3d-2.9593591!4d104.7396561!16s%2Fg%2F1hm2p9gz1!19sChIJP1sUes11Oy4RJvZdo8-0hoY?authuser=0&hl=id&rclk=1","Warung Makan Semarang","4,5","(1.766)","·","Rp 25–50 rb","Jawa","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHLQEYS6T1b_W9OvxUbLrpDeRYdXhGh5cRPN0TVSy8JuJsBdavuw1AXRHhBymdT37urTxZQFDe_bvumUKxdZomdo9fE4dGIwNrjP0CnbCtDdQPbAfEIK6W_c5R1MwtECih1IudNw=w234-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya enak dan pas sesuai lidah, harga murah dan porsi banyak""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMnA5Z3oxGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Jend. Basuki Rachmat No.7, RW.9","","",""
"https://www.google.com/maps/place/Pagi+Sore+RSMH/data=!4m7!3m6!1s0x2e3b75d9ded9b245:0xf9b95b8ba8166f82!8m2!3d-2.966776!4d104.7482239!16s%2Fg%2F11c6g2zz31!19sChIJRbLZ3tl1Oy4Rgm8WqItbufk?authuser=0&hl=id&rclk=1","Pagi Sore RSMH","4,6","(4.029)","·","$$","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlwmNJDtbyC4o4Fyh9UVEyCv4fHQRX9N6jB4U2t3cMKlgsKtlx0JYpJUDUPeRs2Po8BV9ntNTxN-3-JuVedvikKZhTqFdCZ18ZMBmaODG4jE_VkWdGnPds0EPe7Umo6exyJ3KJKg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat bersih","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNmcyenozMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Jend. Sudirman No.3008","makanan","/masakannya enak harga murah""",""
"https://www.google.com/maps/place/KFC+Cab+LIA/data=!4m7!3m6!1s0x2e3b75d9d2fa10c9:0xbe5703e5ca2c564e!8m2!3d-2.968403!4d104.7494788!16s%2Fg%2F12ml2y0bp!19sChIJyRD60tl1Oy4RTlYsyuUDV74?authuser=0&hl=id&rclk=1","KFC Cab LIA","4,4","(2.815)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpIHaq9ITeIy9U1AzOUZGNYN86ulJ_tFvAcnv_8JNaWP72giwvlzWr_z0pqPq7ukFdU_RM2KtSWwshh1A1qv5vXINumqWGCnCW9-2yMUl5Rfa7WedgjBVCrMlIIeMHyIR-w4LCiQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan baik,","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTJtbDJ5MGJwGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Jend. Sudirman","makanan","enak empuk dan crispy 👍🏻👍🏻👍🏻""",""
"https://www.google.com/maps/place/Rocket+Chicken+Sekip/data=!4m7!3m6!1s0x2e3b7744ab8b4fbf:0xdf17f4af4795ba5d!8m2!3d-2.9650727!4d104.757884!16s%2Fg%2F11rnk3crb_!19sChIJv0-Lq0R3Oy4RXbqVR6_0F98?authuser=0&hl=id&rclk=1","Rocket Chicken Sekip","4,3","(126)","·","Rp 1–25.000","Makanan Siap Saji","·","2QP5+789, Jl. Mayor Salim Batubara","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbhSHTC6JsYbS6dUb092XyejhSGBdvHnVM3BK9ugGtNQMeHygG-JPkEFioEkVNqhbLp6dLYv3zQZ70Y6XR5dZ5wleXbND1WdpToK_wH_MK5XsIl48pGA8kPqByGH0tRR_Co5Uv=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya enak, dan Budi wongso sering main kesini""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFybmszY3JiXxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Burger+King+Palembang+Icon/data=!4m7!3m6!1s0x2e3b7584fc52ca97:0xe58417c4d6e8f610!8m2!3d-2.978668!4d104.7458548!16s%2Fg%2F11fpf3vsmy!19sChIJl8pS_IR1Oy4REPbo1sQXhOU?authuser=0&hl=id&rclk=1","Burger King Palembang Icon","4,6","(1.965)","·","Rp 25–50 rb","Makanan Siap Saji","·","Palembang Icon Mall, Unit No. L1-21,23,25, Jl. POM IX, RT.30/RW.09","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgPFxgivF5jH2LB8fxWtmES5SIaVZACYUbPCpFnpLPN1Pn6U_S4_gGKW1w2MMGsgyEIGCjJcD_HXB1mpwEwpMEiFDGLB02GdteRJNGIjV-Xx1ZfN7TvPCyNiKDt_uhIALS2MU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam spicy nya enakkkkk pelayanannya cepet banget terimakasih""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcGYzdnNteRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jaringan burger panggang cepat saji","","",""
"https://www.google.com/maps/place/Restoran+Sederhana+Basuki+Rahmat,+Simpang+Polda+Palembang/data=!4m7!3m6!1s0x2e3b75cda2f36edf:0x68a447822ff5cf24!8m2!3d-2.9597009!4d104.7389768!16s%2Fg%2F1hm506yqq!19sChIJ327zos11Oy4RJM_1L4JHpGg?authuser=0&hl=id&rclk=1","Restoran Sederhana Basuki Rahmat, Simpang Polda Palembang","4,6","(2.085)","·","Rp 25–50 rb","Padang","·","Jl. Jend. Basuki Rachmat No.1","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWcUCXCnNsAD3h5NCkqIj7tbuGYPOKDpzlM3uKOdP245hLSaNOeIArbIpzEXCWc55bicq82COcavDGNBdhYnI2O9rjRkjAKg9B-1Sm4vVMfHAQr-bo-gQyhy-Q2IOQ05Z246MP=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih, masakannya enak, harga terjangkau""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNTA2eXFxGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Joffi+Ramen+Lemabang+Palembang/data=!4m7!3m6!1s0x2e3b77001a8aa751:0xf5951a84e82bd949!8m2!3d-2.9657515!4d104.7895538!16s%2Fg%2F11vx266jcs!19sChIJUaeKGgB3Oy4RSdkr6IQalfU?authuser=0&hl=id&rclk=1","Joffi Ramen Lemabang Palembang","4,8","(521)","·","Rp 25–50 rb","Ramen","·","Jl. R. E. Martadinata No.Kel","Buka sekarang","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEb1tXCwS7nMu7qWDy0j5lsHhsBK0UpqkM9PEBLIN8bFbWTWZN6xvzBk8yWsreB3MtTtynU4Z6i5UyMtxoUbjTDSXqBJXv1vhW2YccLCcVFQLuygjoXIsrlfG2Ki3EAyvQDQrTeq0nD8VSx=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak, bersih, tempatnya cozy, pelayanannya","","","","","cepat",", bintang 5""",""
"https://www.google.com/maps/place/Burger+King+Sudirman/data=!4m7!3m6!1s0x2e3b759ae60c78e7:0x1bc8cc24ece55847!8m2!3d-2.9669384!4d104.7483133!16s%2Fg%2F11jyg7k2rw!19sChIJ53gM5pp1Oy4RR1jl7CTMyBs?authuser=0&hl=id&rclk=1","Burger King Sudirman","4,8","(1.539)","·","$$","Hamburger","·","S Sumatera Jl. Jend. Sudirman No.77 KM.5","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-_-G4eEPcXgPhls0vdtYRhHiMEPLPgieaTV83yNBeDA_om5kZ97MHjia1FJUwJePv0aC6mniLYfZaOiLEJdRlblHt2o3wYYHmUmDca02cXJnJdKDjN4FVsOOTMPnjcZvpAgIf=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak” dan terjangkau. bersih dan pelayanannya ramah""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqeWc3azJydxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Shihlin+-+Palembang+Icon+Mall/data=!4m7!3m6!1s0x2e3b75e72bef85c1:0x6efbbfd762ad766a!8m2!3d-2.9784401!4d104.7458185!16s%2Fg%2F11byck3bjs!19sChIJwYXvK-d1Oy4RanatYte_-24?authuser=0&hl=id&rclk=1","Shihlin - Palembang Icon Mall","4,3","(136)","·","Rp 25–50 rb","Taiwan","·","Jl. Angkatan 45 No.38 3 - 22a","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFATlcngDie3MRV1H49cTDGwWyjQ7nWj9jc8lqnRFk8iOm2O13TDOmqx8SCtaFHE6NKAVp4GLRUQrF3BjbSQOoJSiD42cDNMfkksbyQJOjdxM-sABMxBWiuUdMCy94BRx88q6EN=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beh enak banget , wajib coba,banyak pilihan menunya loh😁""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFieWNrM2JqcxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/PanThai+Restaurant/data=!4m7!3m6!1s0x2e3b7775141a37f9:0x4f23e426e6d9aad8!8m2!3d-2.9715356!4d104.7639587!16s%2Fg%2F11j0q4hnyn!19sChIJ-TcaFHV3Oy4R2KrZ5ibkI08?authuser=0&hl=id&rclk=1","PanThai Restaurant","4,6","(381)","·","$$","Thailand","·","Jl. Layang Layang II No.1168","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPvjX605FmvH3Pog5XW6-clvz_zsruOz8UOQL2ylAvdxBil5yZlmc9LB3DgvMHdRB4dvjMww9GFrKy9jKkwA3JxK9TVylt6UV_Lqu1a9WdegScNmKx8fMkzzB_NsC23s3fdYhA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu","","","","","makanan","enak, tempat bersih, ada ruangan vip, pelayanan ok""",""
"https://www.google.com/maps/place/Solaria+-+Palembang+Square/data=!4m7!3m6!1s0x2e3b75dd44638ccb:0xbd8de580ff997e14!8m2!3d-2.9766379!4d104.7420211!16s%2Fg%2F11b7q1qxr2!19sChIJy4xjRN11Oy4RFH6Z_4Dljb0?authuser=0&hl=id&rclk=1","Solaria - Palembang Square","3,7","(707)","·","Rp 50–75 rb","Restoran","·","Jl. Angkatan 45","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuoTnz521Uga6FhFwZ3xOeOWeRCzpEiQNHasRgYHo_p6VJ7DxFdNpzzXjuJkc8NvgGmQuuzp7leex3Epv50d1VV8gRtHE7NQ-g7EksBjsYmGP1vrD3f-5egGt9SJyuRyNKzg8u=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiN3ExcXhyMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Makanan","enak porsi mantab
service baik
Atmosfir nyaman""",""
"https://www.google.com/maps/place/Boga+kitchen/data=!4m7!3m6!1s0x2e3b77b3838d658f:0x56b6bd70a88d0f86!8m2!3d-2.987358!4d104.7581379!16s%2Fg%2F11rhdvzznx!19sChIJj2WNg7N3Oy4Rhg-NqHC9tlY?authuser=0&hl=id&rclk=1","Boga kitchen","3,2","(32)","","","Makanan Siap Saji","·","Jl. Datuk Moh. Akib No.204","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRVfwUu1GxoSETIr-QwO3uSsyUQ2Vn8QHwOWCqnRIwyoYLGrqY1rhWgLlmrIK7LMV8bDVyIuYDB2OZO433Yd6scRrEmehj0k2Ydc09HrTV61gy5YGbZvuvK7xcq2unRWrTRoi3=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak lezat murah 👍👍👍👍👍""","","","","","","",""
"https://www.google.com/maps/place/Pempek+Candy/data=!4m7!3m6!1s0x2e3b76757a5b7ae3:0xd038ad907c71fb81!8m2!3d-2.9744125!4d104.7526988!16s%2Fg%2F1hm3mcp_j!19sChIJ43pbenV2Oy4RgftxfJCtONA?authuser=0&hl=id&rclk=1","Pempek Candy","4,5","(4.603)","·","$$","Pempek","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2wKIGjzJdnHRfPrj8oSRMCZ-k9MXIeIE6O-hRqTcRQ6SzEVSCmEmOxWym-mrq0T_oMa2WDQ_B0b1bVmAmfD1MQSW57ccbGUBSbp5nAc0rd-MIBFy4Sb4k2M5meyfnl-D14fJ4iw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak enak,toiletnya bersih..mantap 👌👌👌""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtM21jcF9qGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Jend. Sudirman No.149/8","","",""
"https://www.google.com/maps/place/Burger+King+Palembang+R+Soekamto/data=!4m7!3m6!1s0x2e3b777486a4a16d:0x3c777b9e998a1094!8m2!3d-2.9503862!4d104.7656936!16s%2Fg%2F11h8y5fg7p!19sChIJbaGkhnR3Oy4RlBCKmZ57dzw?authuser=0&hl=id&rclk=1","Burger King Palembang R Soekamto","4,5","(2.293)","·","Rp 25–50 rb","Hamburger","·","Jl. R. Sukamto No.92","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9PcpJN9I9xR96LTD5d0-AYvMc9z8b4KGcsH9IkgxTnD7yObYCi0HT6DM8sNfXnqFLxFf64M8kded3FSeYViHiqzD84A1JHFXd0tgb8j_Bc_vb7YTveyW5gHANIRSJOQZdfIjg9A=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, pelayanan ny baik dan tempat nya bersih.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoOHk1Zmc3cBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jaringan burger panggang cepat saji","","",""
"https://www.google.com/maps/place/ABANG+KOKO/data=!4m7!3m6!1s0x2e3b77f441e4c5a1:0x92567f8d67521b0f!8m2!3d-2.9668622!4d104.7706112!16s%2Fg%2F11pvk_n9_2!19sChIJocXkQfR3Oy4RDxtSZ41_VpI?authuser=0&hl=id&rclk=1","ABANG KOKO","4,6","(17)","·","Rp 1–25.000","Restoran","·","Lorong Cinta Damai No.24, RT.13","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlGucMKYLmo6LoxayEDu1Lj-uCR5DTLfz9ma7vSlsSaV8M9k6wb0_VifKC9Zw6Xr1zhcor6gf9pQm8GSBRWUWJpGBDzf-HClSlwgmekN8-2Rfm8eb7IZtwJBMOQRzGtc9a99Wu=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi goreng di Palembang dak katek yang selemak ini.""","","","","","","",""
"https://www.google.com/maps/place/Kalpataru+Resto+and+Cafe/data=!4m7!3m6!1s0x2e3b75ef7b20c827:0x3f41f61ae30e870b!8m2!3d-2.954766!4d104.7497358!16s%2Fg%2F11sh4xhk74!19sChIJJ8gge-91Oy4RC4cO4xr2QT8?authuser=0&hl=id&rclk=1","Kalpataru Resto and Cafe","4,5","(1.706)","·","$$","Restoran","·","Jl. Jend. Basuki Rachmat No.1496","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYhLW2sJz3Y26aHCZXdF8QTZTjwav3PMSKCWb1M3dr7CtOYfFOOBMnxgUHiigDYN7P3fKJZNrs6HIdirfTTiGdyTfT5BR_Lzx8mGdqUkV9Uv_kLNOBHNT_qkUn202RGPsbzApKaLftykA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan bagus,","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzaDR4aGs3NBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=6Jz4aYCoId6VseMP34m8mQg&ei=6Jz4aYCoId6VseMP34m8mQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Makanan","enak, tampat bersih, harga worth it.""",""
