"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/MIXUE+Mayor+Ruslan/data=!4m7!3m6!1s0x2e3b7798f382bc4b:0x6120903dc3a59f44!8m2!3d-2.9706419!4d104.76103!16s%2Fg%2F11s2q0syyd!19sChIJS7yC85h3Oy4RRJ-lwz2QIGE?authuser=0&hl=id&rclk=1","MIXUE Mayor Ruslan","4,6","(251)","Es Krim","·","Jl. Mayor Ruslan","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCjhNVXwurdVwkoA4u5Uywzb2X_fLaSkUTU4JZKs1DYv8ePzKaAEJuLzfizUdmYp0-dXseCD2UHhb164mPg3qg5Gv3SNFEEWZV1JKmZg1hTsZwiY2tifEpeL4Dzqp_lr4qscOv=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa","es cream","dan tehnya enak,harga terjangkau, tempatnya bersih.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzMnEwc3l5ZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=RJ_4aZqSBvzdseMPpOPp2QM&ei=RJ_4aZqSBvzdseMPpOPp2QM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Palembang/data=!4m7!3m6!1s0x2e3b7500569c8587:0xe4d804e743c6a655!8m2!3d-2.9789645!4d104.7375124!16s%2Fg%2F11z30dp63c!19sChIJh4WcVgB1Oy4RVabGQ-cE2OQ?authuser=0&hl=id&rclk=1","Palembang","","","Es Krim","·","2PCQ+C26","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Knhez1CeMRgKaAIV884e-w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=188.16562&pitch=0&thumbfov=100","","","","","","",""
"https://www.google.com/maps/place/ESKIMO+ICE+CREAM/data=!4m7!3m6!1s0x2e3b9d6cdfe2a607:0x9b2fbac9a78c27c9!8m2!3d-2.9953629!4d104.7762731!16s%2Fg%2F11q41w73vq!19sChIJB6bi32ydOy4RySeMp8m6L5s?authuser=0&hl=id&rclk=1","ESKIMO ICE CREAM","5,0","(1)","Es Krim","·","2Q3G+VG2, Jl. Jend. A. Yani Lorong Gotong Royong","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjyNfe1j2ptbAidwFZGl6ST8fxHHRLDLSh4_4HB-7ugJQOoMCARMCU8trrusHypUZxxOlqKpByixok-dA4iNBeZ625tkmIrJgowMRc-l66NlWWexFNCt2__Qn6VFbMKrzywnUV=w80-h142-k-no","","Bawa pulang","","","","",""
"https://www.google.com/maps/place/Syamsuri+Wall%27s/data=!4m7!3m6!1s0x2e3b9d811c93cf95:0x6de0e073e9f477f0!8m2!3d-2.997279!4d104.8034839!16s%2Fg%2F11rvc8yll1!19sChIJlc-THIGdOy4R8Hf06XPg4G0?authuser=0&hl=id&rclk=1","Syamsuri Wall's","4,8","(6)","Es Krim","·","Lorong Pribadi No.441 B","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYBO5CxRycsEFTqVQauo6zWYxd9LYUK8bZ8Mbs-elQHYZnsIkDyk17X5Ewus9NOWA-aSEeHLVF3ZQcym5bCBx-zA7d5Ffpr5wZVW1fYmUIXITdvb7HsoNIdk51tviSppoIXITM=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menerima pesanan","ice cream","walls untuk acara dan mengisi","","",""
"https://www.google.com/maps/place/RUMAH+CONE+KAYLA+AISH/data=!4m7!3m6!1s0x2e3b9d5ea53fb4c9:0x7b6f14632e50a9b8!8m2!3d-3.0304275!4d104.75313!16s%2Fg%2F11k9g2kctq!19sChIJybQ_pV6dOy4RuKlQLmMUb3s?authuser=0&hl=id&rclk=1","RUMAH CONE KAYLA AISH","5,0","(1)","Pemasok peralatan es krim","·","Lorong Amal No.833, RT.39/RW.03","Buka 24 jam","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","","",""
"https://www.google.com/maps/place/Mixue+PSX+Mall/data=!4m7!3m6!1s0x2e3b754487bee2bf:0x29397e12ae256d87!8m2!3d-2.9769715!4d104.7425148!16s%2Fg%2F11rvhpqg7y!19sChIJv-K-h0R1Oy4Rh20lrhJ-OSk?authuser=0&hl=id&rclk=1","Mixue PSX Mall","4,3","(178)","Es Krim","·","2PFV+83V","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFf4qwbEZ0gICsrmtM6R-j8CzHluCsAAHrcAIVOZuzV0_MMslgegqNz94DlZyCZguRUtPmMTeKPyEfkXSKybr851uDtP3yxMRvD6W0_imiKWT6OoflxKIBdJ3WYbFnqOCeKqtlT=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pilihan menu Boba menunggu 30 menit untuk bisa dibeli.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFydmhwcWc3eRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=S5_4adbZGq6useMPjYeGsQ8&ei=S5_4adbZGq6useMPjYeGsQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Aice+Ice+Cream+Palembang/data=!4m7!3m6!1s0x2e3b7526517da167:0x6516412ee7ac5baf!8m2!3d-2.9433884!4d104.7427426!16s%2Fg%2F11ryljv4lx!19sChIJZ6F9USZ1Oy4Rr1us5y5BFmU?authuser=0&hl=id&rclk=1","Aice Ice Cream Palembang","3,0","(2)","Pemasok Produk Makanan","·","Jl. H. Sanusi Jl. Malaka No.59","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYfj1KwwFUVgBata_aV8B-zHa20oPnJm0snpl_6g58Z1BcZ4WXr7Syk1KUVfSnHfK7bbBGveRQK7485u-YU-mA0UPj8XkpMIPZL6v1zKASJcPHi4aZKExm_BCakxRD-R901l6BmQ=w92-h92-k-no","","Ambil di tepi jalan","Pesan antar","","","",""
"https://www.google.com/maps/place/PT+Sukanda+Djaya/data=!4m7!3m6!1s0x2e3b7391eecddb79:0x642456eb5a9b72a2!8m2!3d-2.908201!4d104.7218549!16s%2Fg%2F1hm1v4bhb!19sChIJedvN7pFzOy4RonKbWutWJGQ?authuser=0&hl=id&rclk=1","PT Sukanda Djaya","4,4","(127)","Pemasok Produk Makanan","·","·","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhj7CBGkOZkKc5GLH6I4qv_RN7am1X8VSCE86jDk0WgvPFRc6ekZItZw1JVzI-tUxzY4F1yKlVoOZdNVFB3iHfOBC84mFm68Zou4EgO2RVQZkT4bYgEeakaC_bDKLdGdPQ-yC7tw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semoga dapat ditingkatkan lagi baik","toko","juga pemasarannya.""","","",""
"https://www.google.com/maps/place/PT.+Khasanah+Mandiri+Jaya/data=!4m7!3m6!1s0x2e3b75faddf0916f:0xa018a9b43a8259d0!8m2!3d-2.8947665!4d104.7471069!16s%2Fg%2F11t89hvn2r!19sChIJb5Hw3fp1Oy4R0FmCOrSpGKA?authuser=0&hl=id&rclk=1","PT. Khasanah Mandiri Jaya","4,8","(11)","Es Krim","·","·","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTWPitOoOgHHqvSQzzIJzqaKH01FzsWGt10qc_-GxnbDBFN38l0h78o6IBMUXyg4CI0yArer_gHHY-dZRarrycW4HRqXoafb72G4yUFc9tj9sY-ZvxV-IDLwooErdXy0ICcgYCKQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Seperti biasa kita nginep dulu karena gudang penuh""","","","","",""
"https://www.google.com/maps/place/Aice+ice+cream+Dini/data=!4m7!3m6!1s0x2e3b7706dcf4b977:0x2cdd491e1ca9e670!8m2!3d-2.9536156!4d104.8056878!16s%2Fg%2F11g8b4y9jz!19sChIJd7n03AZ3Oy4RcOapHB5J3Sw?authuser=0&hl=id&rclk=1","Aice ice cream Dini","4,5","(11)","Es Krim","·","Lorong Saudara I Lrg. Nyiur III No.180","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeTMzryUru9Tj_scTwk8ezW1ZL_eSRwCM83a6W8pYbmZ1sJ3nCgjTglw4UTVCwhRbZYSZfA6bPyaReuFj7DAgB645EyUOVMH7PCB9Q4qDb-ozpneG0LV4l0TSVXFhT4mwkgGQ=w92-h92-k-no","","Bawa pulang","","","","",""
"https://www.google.com/maps/place/Al+Ice+Cream/data=!4m7!3m6!1s0x2e3b7608d3e616cf:0xf65282478784343c!8m2!3d-2.9839499!4d104.757605!16s%2Fg%2F11b76lpg3c!19sChIJzxbm0wh2Oy4RPDSEh0eCUvY?authuser=0&hl=id&rclk=1","Al Ice Cream","4,0","(4)","Es Krim","·","Internasional Plaza, Jl. Jend. Sudirman No. 147, Lantia 5","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFVGZzYMKI-ijlftp3nCxOR7VTDP3TEX01wbDwE2kL0Gnn3AoGCwBTFjaAJgu9WS_ClfEtBRofX71i0j-e8oS68MKMj5040TqM1AXxnKvmaCvKcDvYTUAv_4LM-RAjX4zuGEgcVJdJJGtm1GoUNP4KwhBuiFKnwZ92r-t1UVvKQrs-ZcrNcAuaGXWmtfpxlWpvBr2o=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","",""
"https://www.google.com/maps/place/Mixue+Talang+Jambe/data=!4m7!3m6!1s0x2e3b730cbca8392f:0x2f597c59bb65c674!8m2!3d-2.8920589!4d104.7121696!16s%2Fg%2F11kpcx_ps8!19sChIJLzmovAxzOy4RdMZlu1l8WS8?authuser=0&hl=id&rclk=1","Mixue Talang Jambe","4,1","(143)","Es Krim","·","4P56+5VR, Jl. AMD","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBxRVeGcJPXfcchuGjqZF7qfn-6-bs0pLI0ATcDioFkKHcDZrznldzWO_Qx25ugfos3OWLe2BhqwiwfEg1y0_PrOZOb-ccgg-RJ-blEbNYvkoKnP17Wl3dwD_bs8aca4Ou9jpT=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya enak sesuai dengan pelayanan dan harga""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrcGN4X3BzOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=S5_4adbZGq6useMPjYeGsQ8&ei=S5_4adbZGq6useMPjYeGsQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Ice+Cream+Dari+Hati+talang+jambe/data=!4m7!3m6!1s0x2e3b7326471182db:0xfa77e607717cdf1d!8m2!3d-2.8955487!4d104.7131305!16s%2Fg%2F11k9pqdph6!19sChIJ24IRRyZzOy4RHd98cQfmd_o?authuser=0&hl=id&rclk=1","Ice Cream Dari Hati talang jambe","4,1","(50)","Kedai Kopi","·","4P37+Q65, Jl. AMD","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5kr6Oq50U5o9REKCdnPz6PFCI0Au2NpfsBfgCoQTTLjPV4mMcb4ZhZUZTVkwZRL0luFi06z4esOY2hys33BZQD1VLYbdgX_p9sxakGJGMo0gOhbmAkIER97xkdLDVhD4YhlEXoQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menunya beragam dari kopi susu ,","ice cream","cone, roti toast.""","","",""
"https://www.google.com/maps/place/Agen+es+cream+miami+kayla+aish/data=!4m7!3m6!1s0x2e3b9dfd386df6f5:0x3f9f755c6fd359b!8m2!3d-3.0304695!4d104.7537379!16s%2Fg%2F11n6sbd8lf!19sChIJ9fZtOP2dOy4RmzX9xlX3-QM?authuser=0&hl=id&rclk=1","Agen es cream miami kayla aish","5,0","(9)","Es Krim","·","Jl. Kimarogan lrg aroni No.833","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAELxnqDRnWUTh0NYJzddQ3J5woI2DHlZhkrI5Mcoq01T-R-zddjKNRCOQ4Apk-RlQfMhhLCOXAXrUAhW2ayIMBbQd11EXpwBdnZLeY3Rrm7tMlIX_B7n_n7ZUQpj_a9GK85YClffw=w184-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cone ada semua disini murah""","","","","",""
"https://www.google.com/maps/place/Omcu+Ice+Cream+KM+11/data=!4m7!3m6!1s0x2e3b731465ebcf23:0x804e83a8d43741f1!8m2!3d-2.9130605!4d104.6938501!16s%2Fg%2F11v0gk52mq!19sChIJI8_rZRRzOy4R8UE31KiDToA?authuser=0&hl=id&rclk=1","Omcu Ice Cream KM 11","4,3","(7)","Es Krim","·","Jl. Sultan Mahmud Badarudin II No. 1280A, Simpang Kades No.Km. 11","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxkfyc65kMYRAJ4uRy4Kr_8QQPsX0b2XHSzsvH2R0HiqPT5Mh-hH4V9QHK4vXu1IE35q_QIeShJzVqQ1d2ftK1ioMxPeAo2rl3INmGPyPd6KXQeaVnxgU-lav-JkQf2gHq7ZtZ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sudah tutup, terakhir kesini eskrimnya enak""","","","","",""
