"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","AJB7ye","AJB7ye 2"
"https://www.google.com/maps/place/Common+Grounds+Palembang/data=!4m7!3m6!1s0x2e3b766d27fe5691:0x994cf5fb1e8b6ab1!8m2!3d-2.9755795!4d104.7666473!16s%2Fg%2F11gfcycrk6!19sChIJkVb-J212Oy4RsWqLHvv1TJk?authuser=0&hl=id&rclk=1","Common Grounds Palembang","4,5","(438)","Kafe","·","Jl. Veteran No.999","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2Ler90CUeV92YgKFtOB7gYzwoOMMHXNAJQ5WW9kOeVa8xnTwNYdZQOEbv9-rupxWDH0H56SSFfFkMoavZYkZ4FFZl5fJuMmTE2bUvUxdkkO3eCAuWkzNJPXGUCsAyshaxXLYf=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pizza dan matcha lattenya enak 👍""","","","","","","","·","Rp 75–100 rb"
"https://www.google.com/maps/place/Ladaz+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e3b77ea9b5c88cd:0x22142bf4281a3acf!8m2!3d-2.9735993!4d104.7606143!16s%2Fg%2F11w1lkl14x!19sChIJzYhcm-p3Oy4RzzoaKPQrFCI?authuser=0&hl=id&rclk=1","Ladaz Coffee & Eatery","4,4","(147)","Indonesia","·","Jl. Merbau No.474","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnexQk-4W4OIq0wB3NFoU_ynAuUIZvYDCq-Hfcsr-_aLzN-X75roBNVCfERKq-U41IAgryyHyKRxsFncYSZqXLmz4CKh1apQmOWGXLzfxejXlrpnM-4mp9ZaknUijDlLmBGr1B=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu makanan dg harga cukup kompetitif untuk ukuran","cafe","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3MWxrbDE0eBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hJv4afDaLPChseMPr9rzqAE&ei=hJv4afDaLPChseMPr9rzqAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/SORE%C3%89/data=!4m7!3m6!1s0x2e3b77fb2fa77a61:0x9c1bb4a559b6fb9d!8m2!3d-2.9757601!4d104.7589772!16s%2Fg%2F11p56hd716!19sChIJYXqnL_t3Oy4Rnfu2WaW0G5w?authuser=0&hl=id&rclk=1","SOREÉ","4,6","(417)","Masakan Perpaduan Asia","·","·","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfBM1urt7Chr5Txc4wyfhzaUCKxTShWePc6SWVhN5Tm9gx9O5R8pZFb3yvARr3IXpTimu0MnbOAqXOgwiRNWMK-Dno2Huw4iU5t3wLJo0LJFy41TnOw09F1rHtctwshFDZbgMW=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ukuran porsinya cukup pas di perut dengan harga kelas","kafe","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwNTZoZDcxNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hJv4afDaLPChseMPr9rzqAE&ei=hJv4afDaLPChseMPr9rzqAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Veteran No.176","·","Rp 75–100 rb"
"https://www.google.com/maps/place/Kopi+Darat/data=!4m7!3m6!1s0x2e3b77477ec1e283:0x2e50f99bb0f52aa7!8m2!3d-2.9690381!4d104.7590663!16s%2Fg%2F11fpq7v4z_!19sChIJg-LBfkd3Oy4Rpyr1sJv5UC4?authuser=0&hl=id&rclk=1","Kopi Darat","4,6","(785)","Restoran","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKuRCjPuGdUFT88uwdwExIb0URPObrFA6vMt79UpqPoiIGJpHU00oS28UPlCidByrmRyiwRVE_13lZNmVCaFqu5ZoK_MJDvP1IhH0X_diHwK-Dr-j5TeJlKRAMJKXH4Nnx7LM=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopi Vietnam Drip nya enak + pisang goreng keju.""","","","","","","Jl. WR Supratman No.2","·","Rp 50–75 rb"
"https://www.google.com/maps/place/DOBU+COFFEE/data=!4m7!3m6!1s0x2e3b77b721abca6f:0xf70091dc6fe6ae11!8m2!3d-2.9684716!4d104.7670151!16s%2Fg%2F11sr7ln0p6!19sChIJb8qrIbd3Oy4REa7mb9yRAPc?authuser=0&hl=id&rclk=1","DOBU COFFEE","4,6","(127)","Kedai Kopi","·","Jl. Merpati No.6","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFY8wphNYvoj0kuPU82baBSu5EO4hTHS8WVm27pGC0TXMhM3UwOO0Cj4Fi6p0zhTLaeLqedrW-PyD5a1TmbFsNYXXFfRW5Ws_A8xEBjIO3C0YksM7F0ObwkW3UyEVA4g99DQ-7C=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopi nya enak tempat nya juga luas.""","","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kopi+Nako+%26+Nako+Padel+Club+Palembang/data=!4m7!3m6!1s0x2e3b75727b00f507:0x676c5428fa3976fb!8m2!3d-2.9702408!4d104.7312002!16s%2Fg%2F11x0z9cc_h!19sChIJB_UAe3J1Oy4R-3Y5-ihUbGc?authuser=0&hl=id&rclk=1","Kopi Nako & Nako Padel Club Palembang","4,9","(3.580)","Kedai Kopi","·","Jl. Demang Lebar Daun","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHVbbsaK8dDsnO41FUgdpgVcBi_B2s4w0lXkzoynw-fOAp_YiFTOUtW1hEqLGA8F_MeNjmNTo1ZmSlu2F7ThPWgKGI9RjrGmtRWwHBCnsGKpViaqMY0bBaJ2H6wl2tBiBZdVzNgX4Th-IR=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat nya nyaman pelayanannya bagus + kopinya enak,""","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4MHo5Y2NfaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hJv4afDaLPChseMPr9rzqAE&ei=hJv4afDaLPChseMPr9rzqAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Fore+Coffee+-+Rajawali+Palembang/data=!4m7!3m6!1s0x2e3b77bb829a4863:0x562d8cb2dc904080!8m2!3d-2.9689375!4d104.7636875!16s%2Fg%2F11z21sldlf!19sChIJY0iagrt3Oy4RgECQ3LKMLVY?authuser=0&hl=id&rclk=1","Fore Coffee - Rajawali Palembang","4,4","(73)","Kedai Kopi","·","2QJ7+CFM 9 Ilir, Palembang City, South Sumatra Jl. Rajawali No.6, RT.018, RW.06. Kel. 9 Ilir","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8rAeo_g6l8QAG0kwLGItzNmKMAjE62l-Nf6wkpNhGzvQHRA299BMYm6klK0LDlYT5hSKdcSV_9AD-0Zvi4H48BOMRKj_UZe4IRFgweHqj963u57LLEw0vO4DdEkTlgpJ_V63gL-mmAk0B=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Coffee","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF6MjFzbGRsZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hJv4afDaLPChseMPr9rzqAE&ei=hJv4afDaLPChseMPr9rzqAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Triple+A+Coffee/data=!4m7!3m6!1s0x2e3b7716d30286ad:0x12cbc581d66f4285!8m2!3d-2.9646641!4d104.7633338!16s%2Fg%2F11rp7msxkj!19sChIJrYYC0xZ3Oy4RhUJv1oHFyxI?authuser=0&hl=id&rclk=1","Triple A Coffee","4,6","(125)","Bar Kopi Espresso","·","Jl. Mayor Ruslan","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEK5KSfntsNDGQEsyzczH7fLrRn92Mc-TR9JjS2BN9M80ng7JkSdVR8TOBWlTt_QH5IM-yiJSGqgNO4YsnNtzsRY1aCsln1wWGFDQeo3X6TZZd_hNZ2ad-SwM2uoPsHrbhoZ7Le=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak","cafe","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Ooma+Cafe%CC%81+Sudirman+cabang+Sentral+Yamaha+Palembang/data=!4m7!3m6!1s0x2e3b771d1e34ca37:0x73e09a3854e6ca6a!8m2!3d-2.982642!4d104.7578848!16s%2Fg%2F11twc1297f!19sChIJN8o0Hh13Oy4RasrmVDia4HM?authuser=0&hl=id&rclk=1","Ooma Café Sudirman cabang Sentral Yamaha Palembang","4,9","(562)","Kafetaria","·","Jl. Jend. Sudirman No.300-301","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFznGEmHbKRNIbt7GtIiahdru5gecR8fpMCMttX-ZK4myXj52KYF8aldGGqN36SJ89VVnBlZAJt4cIJnJB8UG9-0ulI2oEfUEGXumlfF0au7dNO6oG8_Y0HymEsypJ0zof25vcg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya enak wifi kenceng wcnya bersih makanannya enak""","","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kopi+16+Pro/data=!4m7!3m6!1s0x2e3b7730890be483:0x5706d92ba76d350!8m2!3d-2.9900083!4d104.7639903!16s%2Fg%2F11y2sn4v4x!19sChIJg-QLiTB3Oy4RUNN2upJtcAU?authuser=0&hl=id&rclk=1","Kopi 16 Pro","5,0","(7.965)","Kafe","·","·","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHSxPDUTlH2XrCO0AmI_a1Fnf82dGzGTPGrKTOCBaVVuU4EUMC9kKElrgikL_0fe8QDvYlhbecJjN1lGa8ywukV7lzqLr_eHiM1Xb_teKyA-0TnVg6FhI3p5x_-L1S-ghU8jUB7A=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bagus bersih nyaman sekali nongkrong di kopi 16 mantap pokoknya""","","","","","","Pelataran Dermaga, Jl. Ps. 16 Ilir No.126","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Taki+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e3b77eb859b2f97:0x8a3495c0beaaffb!8m2!3d-2.9539164!4d104.7733262!16s%2Fg%2F11vqp9yfth!19sChIJly-bhet3Oy4R-6_qC1xJowg?authuser=0&hl=id&rclk=1","Taki Coffee & Eatery","4,4","(918)","Restoran","·","Jl. Bukit Kenten","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFj7q0hdyBNm-jsBF9-9DJ5m6Rm0dIOmoSaRK4j7sm-mfbhOYJ1hvMz-4Wc0qzrOw89iQhVXK6bi2stDLIDNnbeJSgM8qZ41bY8JpcvVJhyyfigD4SJ68cHMLNBKJmacIWbcQn-2g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""suka bgt ngopi disini kopinya enak, makanannya jg enak , viewnya bagus""","","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/MamMee+Bakery+%26+Kopihaus/data=!4m7!3m6!1s0x2e3b76691544a3df:0x848f008ebe960223!8m2!3d-2.9700831!4d104.7706069!16s%2Fg%2F11bw65st75!19sChIJ36NEFWl2Oy4RIwKWvo4Aj4Q?authuser=0&hl=id&rclk=1","MamMee Bakery & Kopihaus","4,6","(1.145)","Kafe","·","Ruko Taman Harapan Indah, Jl. Letda Abdul Rozak No.20 Blok B 15","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_j4Ddteunzfd6PCHPQT4iu93miXCnwzb8-SulySV_utczSF8jvpjqqdWDGMzB3g1bDVo-kERa_jcmW-fOi9K2gUSsfZfX6SqWnmP0NvP0fF7fd72JRBRXxC7OJ3TzKEyEzO-Mhw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasana di lt 2 asik sekali
Ada smoking room di luar
Makanan nya enak""","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFidzY1c3Q3NRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hJv4afDaLPChseMPr9rzqAE&ei=hJv4afDaLPChseMPr9rzqAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 50–75 rb"
"https://www.google.com/maps/place/serenatakopi+and+space/data=!4m7!3m6!1s0x2e3b778ff74d6bef:0x8b07aa01ac28bfc8!8m2!3d-2.9847897!4d104.7586165!16s%2Fg%2F11gy2gh5j3!19sChIJ72tN9493Oy4RyL8orAGqB4s?authuser=0&hl=id&rclk=1","serenatakopi and space","4,5","(193)","Kedai Kopi","·","Jl. Jend. Sudirman No.609","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuAU2cxYqxFEINsNAm6BkqW77Vc0koTmVj50Xoc46fpobSd2HeqXyrdvnB24brTV4RgTae93tgRNVb87LlFTynGWwERbrBZg-r26W1MRnz5ZaUgnOXiqpazOeraAZexCCGZizf=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mungkin karena tempatnya adem atau kopinya yang enak.""","","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/NAKA+SIGNATURE/data=!4m7!3m6!1s0x2e3b7508da0f56a1:0x8b64644ca138db6d!8m2!3d-2.9862112!4d104.7381018!16s%2Fg%2F11wfmjh670!19sChIJoVYP2gh1Oy4Rbds4oUxkZIs?authuser=0&hl=id&rclk=1","NAKA SIGNATURE","4,7","(941)","Kafe","·","Jl. Riau No.6","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdHvnWrdVNtuQGV-jk7faxugaSMyGv2oy93VDtxsejOn2xyoxAhuLOzWs7ioFOjHobY_4pcmBKkJAYUwUNXr_pcuVBKgwFk8elctnKPv0f8rUgKNcewuo-KlR60VeehB4U4IWLh3w-n-Lr=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat ngopi","di Palembang","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kalea+House/data=!4m7!3m6!1s0x2e3b77d0eb29870f:0x1c3737002ca968fe!8m2!3d-2.9752726!4d104.7683723!16s%2Fg%2F11vhtn28n6!19sChIJD4cp69B3Oy4R_mipLAA3Nxw?authuser=0&hl=id&rclk=1","Kalea House","4,7","(85)","Kedai Kopi","·","Gg. Merak No.1","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJ88MDUlVT8emhU6xtJ1d3Muf8PFkGkpHN4B1UHMN4HhSfL488gPuKzvMlGsskQziWY7qyUO3dhPUW1_C06YcUvDMt0RPjYP8sOO0iii-cXgF6kjBcl9F9h85lWlhK62tT8btv=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ada penghuni yg gemoy
buat tambah nyaman nongkrong di sini 😍""","","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Makan+Bistro+%26+Koffee+Addict/data=!4m7!3m6!1s0x2e3b766d2f5f8683:0x40fb5e7f8c5208c!8m2!3d-2.9755342!4d104.7662032!16s%2Fg%2F11d_2ft08n!19sChIJg4ZfL212Oy4RjCDF-Oe1DwQ?authuser=0&hl=id&rclk=1","Makan Bistro & Koffee Addict","4,4","(343)","Kafe","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzvymiuSFr854KMXf5aqM2pVEEhZrW3nXhbm77wSwx3jgSLMzaDrzrFXMwrx4o4UzwQDYwUi1UGbb_eujx5fsouIDFVTEDzyTnuDJN2KdoqP-5zyfFGmUDiBB3a_Eit_mcPaRe=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Cafe","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkXzJmdDA4bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=i5v4abnJAe2jseMP9NjV-Ag&ei=i5v4abnJAe2jseMP9NjV-Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Veteran No.939 F8","·","Rp 50–75 rb"
"https://www.google.com/maps/place/The+Forest+Cafe+%26+Resto+Palembang/data=!4m7!3m6!1s0x2e3b77c0f1f57f99:0x94ff5a9f95a44c21!8m2!3d-2.9478378!4d104.7656688!16s%2Fg%2F11lm172m8x!19sChIJmX_18cB3Oy4RIUyklZ9a_5Q?authuser=0&hl=id&rclk=1","The Forest Cafe & Resto Palembang","4,4","(2.023)","Restoran","·","Jl. Seduduk Putih No.mor 138","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFj90DKQrChBTKvceilnz3YtQsiYMQmb0zGQWxrON4GlpWTdRyazhXDsnwR3aZFXEA24uCI3uatQoGv0WASqw8kqVzV9OI8NwVTfx4LrlsJPd9xoJafe95hwEdJwlMmaPhZwqW-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Cafe","","","","","","·","$$"
"https://www.google.com/maps/place/Nagara+Cafe+%26+Eatery/data=!4m7!3m6!1s0x2e3b75e8df25373f:0x6a470fedae9e6b82!8m2!3d-2.9878986!4d104.742745!16s%2Fg%2F11w7gd09tz!19sChIJPzcl3-h1Oy4Rgmueru0PR2o?authuser=0&hl=id&rclk=1","Nagara Cafe & Eatery","4,8","(2.929)","Kafe","·","Jl. Telaga","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfrdnsJyM5x7XsqHNzCjnY1MuyVh0a-AYxLeUBzJrkhSG9fqCEeAZTIZFvNujDQ5AOuMLDzDFbZNp5gqLPc2SrqCy9P-oVSg0FrRYbd8VvqL6CK1nPEQJ2tv6lK_z9QtrApU9xww=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Instagramable, cocok buat kalian yg mau foto ootd dan kopinya enak 🫶🏻""","","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/TOMORO+COFFEE+-+Simpang+IBA/data=!4m7!3m6!1s0x2e3b770044c4ee51:0x24740593e16ccdbd!8m2!3d-2.9657279!4d104.7631583!16s%2Fg%2F11lcgkqgd4!19sChIJUe7ERAB3Oy4Rvc1s4ZMFdCQ?authuser=0&hl=id&rclk=1","TOMORO COFFEE - Simpang IBA","4,5","(150)","Kedai Kopi","·","Jl. Mayor Ruslan No.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoYg1BFPJKSmxMryiFUIGMOzWLj0GhpcVQh_AxvX9mHHOFbHWnZCF8nK5AMtBEWBA4wPmvLAYzZn79p7AJAx7g5NCrerDh8K56qvdbZm9oW6vhuUoPxXOl7IwLi2CT11sOyl0tcg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""service pelayanannya oke bgt, rasa kopinya creamy dan beansnya wangi!""","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsY2drcWdkNBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=i5v4abnJAe2jseMP9NjV-Ag&ei=i5v4abnJAe2jseMP9NjV-Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kusmana+Coffee+%26+Food/data=!4m7!3m6!1s0x2e3b77081988a32f:0xb0aef1478456b013!8m2!3d-2.9852231!4d104.7589374!16s%2Fg%2F11y55xqjc4!19sChIJL6OIGQh3Oy4RE7BWhEfxrrA?authuser=0&hl=id&rclk=1","Kusmana Coffee & Food","4,8","(468)","Kafe","·","Jl. Jend. Sudirman No.138A","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-DJ1lW6lR5qy2DF3mCZ3g8XbVcMCBytueTah7jSnic9CXnexQqLVo-hNfHVLeULrCY_PlZa9FGc10FDBYVej46u3MqKFFVV1bZDUK6275iscfgFeNG2JF92AXUJEUBr5s13S1rBC1LzA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice experience
Service excellent, kopinya enak, ambience juga ok banget""","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5NTV4cWpjNBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=i5v4abnJAe2jseMP9NjV-Ag&ei=i5v4abnJAe2jseMP9NjV-Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Lantai.02+%28Kaiho+coffee+semi+outdoor%29/data=!4m7!3m6!1s0x2e3b772353b557ff:0xe346d7ce2f29f93f!8m2!3d-2.9668996!4d104.7627034!16s%2Fg%2F11sgp55hrq!19sChIJ_1e1UyN3Oy4RP_kpL87XRuM?authuser=0&hl=id&rclk=1","Lantai.02 (Kaiho coffee semi outdoor)","4,7","(42)","Kedai Kopi","·","Jl. Mayor Ruslan","Segera tutup","· 21.00 · Buka Sel pukul 08.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2V4u6Spvz5RhgJZ4S_y5Fp6cHP8nhwnsAcSxk03dQsl9QrO5v_7c4ADejmm3Ubv5rlpbM0njFrCvsVNKt-l0EKNiAmZjZjceBm--8g4S6yAgEnURegxc_uYTbT16vjBd__ZRYQA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya adem dan terbuka di area lantai 2. Kopinya oke.""","","","","","","","·","Rp 1–25.000"
