"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","M4A5Cf"
"https://www.google.com/maps/place/Rumah+makan+warteg+slawi/data=!4m7!3m6!1s0x2e3b7761a1951703:0x990525d08585e53!8m2!3d-2.9405196!4d104.7819438!16s%2Fg%2F11rssh2rck!19sChIJAxeVoWF3Oy4RU15YCF1SkAk?authuser=0&hl=id&rclk=1","Rumah makan warteg slawi","4,4","(15)","·","Rp 1–25.000","Kedai Kopi","·","","3Q5J+QQW, Jl. Sapta Marga","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEoH7cFcZ6EMbpIrH7trlA_Rx0eDicbSYSVu8n6Er9bKO7seeyrkUEZ1Qcn1BA1dqIrwCyxpelNl4pHaHFCGfJpBNJqDk0yrnjxhu-88cz1widCcQgl8cYb6kP20jZ2q7RP3o-d2X009Fw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cinta banget makanan","warteg",""
"https://www.google.com/maps/place/Warteg+Kurnia+bahari+66/data=!4m7!3m6!1s0x2e3b7553a4179525:0xca19b86fe1a8c157!8m2!3d-2.9444296!4d104.7497711!16s%2Fg%2F11z4x3mnzn!19sChIJJZUXpFN1Oy4RV8Go4W-4Gco?authuser=0&hl=id&rclk=1","Warteg Kurnia bahari 66","5,0","(2)","","","Nasi","·","","Alamat Terdekat:, Jl. Angkatan 66 No.1420","","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHdkrBdCSLK-yoF_R8TUCK0Z4OuULKXdbelqvZossiVUg7bevqWMSr6vqgO8Rmbw1ymSDA2pB2ien_zIEgYJIDYD95omnWLUAUgzanTq-nfkOxj5HpiR81ozBHHiTWaEO4pmQX7G2fwvI=w122-h92-k-no","","","",""
"https://www.google.com/maps/place/WARTEG+KHARISMA+BAHARI+DWIKORA+1/data=!4m7!3m6!1s0x2e3b75005baf1db3:0xcc356ec4a1404e37!8m2!3d-2.9760858!4d104.7466225!16s%2Fg%2F11ldp_t19_!19sChIJsx2vWwB1Oy4RN05AocRuNcw?authuser=0&hl=id&rclk=1","WARTEG KHARISMA BAHARI DWIKORA 1","4,3","(7)","","","Dapur Umum","·","","2PFW+HJ9 wisma crossandra, Jl. Dwikora I","","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9hL2eXfRM7FfMOQ-atZZ4kH4wvMl3Oz5T5zsqD3qjCXSeY3D2Gv9VYq_fUtwxW8XV0LLBOzm7D-Px3bKu5fwzX5DRXZdb9s5Y_Vdts0nIAX8bTUbYPFfKCWlquw1Jkju4Was=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wartegnya bersih, makanannya enak, pelayanannya ramah dan cepat.""","",""
"https://www.google.com/maps/place/Warteg+selera+bahari/data=!4m7!3m6!1s0x2e3b730031841a0f:0xaa08b8ebbc40bffc!8m2!3d-2.9133401!4d104.6789075!16s%2Fg%2F11mm6dw2p7!19sChIJDxqEMQBzOy4R_L9AvOu4CKo?authuser=0&hl=id&rclk=1","Warteg selera bahari","5,0","(2)","","","Indonesia","·","","Jl. Raya Palembang - Jambi No.28","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMudSUyDpPNT-QLXVs8PZarVAX90ftG75aPw63dX_QWu2_BUjZHRSIHb6yuKDEqIO8UrgsKigq26mo-Rgbpa6wAatZWqKzl7v8I0dvWJdQusbOUoUqdKTfVaM7bKn4vgRlLlMsqjSX7pVX=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak dan murah""","",""
"https://www.google.com/maps/place/Warteg+Om+Rudi/data=!4m7!3m6!1s0x2e3b75f0ed069ae1:0xc97b2e73be92268b!8m2!3d-2.9893627!4d104.7387795!16s%2Fg%2F11f3sh2yk3!19sChIJ4ZoG7fB1Oy4RiyaSvnMue8k?authuser=0&hl=id&rclk=1","Warteg Om Rudi","4,9","(9)","","","Tegal","·","","·","Jl. Cut Nyak Dien","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAErPaBjm22wg6sNqov9PMeM1WCeRQ6DUYfQbjZpQJN_7gd_M6Ofr54CyhqZiz9Au89_m3v3Nhx0vc1D9pK_hRgdIsQhobWGkPbtVqQSkPeCFvCPi66EpdNmWuVUUM-R4QxOsyQrYA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak dari zaman SMP...""","",""
"https://www.google.com/maps/place/Warteg+Tegal/data=!4m7!3m6!1s0x2e3b76ebc58ef4e7:0xb87e9a2c631ec034!8m2!3d-2.9403137!4d104.7802915!16s%2Fg%2F11g03nlkyf!19sChIJ5_SOxet2Oy4RNMAeYyyafrg?authuser=0&hl=id&rclk=1","Warteg Tegal","4,3","(8)","","","Tegal","·","","·","3Q5J+V4F, Jl. Sapta Marga","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHaXl3J0wehnifo2ke4x34yh3LEQqZzivsrNJ7dhG6hzIKPNKfvqG80jhX3qO2Ekbu6HwuVkFblV7pm9vXuRKQDLLRmXEiAhDbcX62s5Y8fP0RTA9g42ncYOYENZtif3ylWsM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lumayanlah walaupun tidak terlalu murah.""","",""
"https://www.google.com/maps/place/Warteg+Kulawarga/data=!4m7!3m6!1s0x2e3b75aabb7410e9:0x9dcb33e2db13a92d!8m2!3d-2.9819737!4d104.7047829!16s%2Fg%2F11vt7hvtz3!19sChIJ6RB0u6p1Oy4RLakT2-Izy50?authuser=0&hl=id&rclk=1","Warteg Kulawarga","4,7","(3)","","","Restoran","·","","Kawan kios sebelum Legrand 1, Jl. Tj. Barangan","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIo_vNgZ526LtmRDxFvOiWWKZ381YxN58E-_G3tx57HvIt_shfgh4Li7AfvYAe8EnxzByZ9P2etBMShURiyOE1b7kUOKR30IH9jbfjjzZ4DGV4RjVpTxq7oelrJaa2ofEK2BhctA=w123-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak pilihan lauk, tempatnya Adem, parkir luas.""","",""
"https://www.google.com/maps/place/Warteg+Sederhana+Mbak+Ina/data=!4m7!3m6!1s0x2e3b758b6d6f4ffb:0x75a317d402ad4cc7!8m2!3d-2.9924083!4d104.7265943!16s%2Fg%2F11b77hsf2s!19sChIJ-09vbYt1Oy4Rx0ytAtQXo3U?authuser=0&hl=id&rclk=1","Warteg Sederhana Mbak Ina","5,0","(3)","","","Tegal","·","","·","2P5G+2JQ, Jl. Demang Lebar Daun","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHkwWYTBYtVBcYdX2Qt6iKDft5pWGeS6E6TClfIO1IYph_f2yGVfywBHRuV6vaXMOsenMBVq_tiWY44JUPvtvxOrnpN9F0sgOhF4iK5u4LjZdIl1hrxfZVQXBuQFAjPFCzaWiTIy3x9LQuyekW5qGDdKhcRR9C6w2bwqyui-rWMLs-l8Pu99p5ydSPY_QAzfaFYP_E=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Warteg+Kito/data=!4m7!3m6!1s0x2e3b75aaa867b399:0x3843290928f385be!8m2!3d-2.9667667!4d104.7480015!16s%2Fg%2F11kbtjvcnc!19sChIJmbNnqKp1Oy4RvoXzKAkpQzg?authuser=0&hl=id&rclk=1","Warteg Kito","5,0","(1)","","","Restoran","·","","Jl. Jend. Sudirman No.3007","","Segera tutup","· 21.30 · Buka Sel pukul 10.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EA3MzyZwn3GDnR9KNaiEug&cb_client=search.gws-prod.gps&w=80&h=92&yaw=207.13167&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Warteg+aisyah/data=!4m7!3m6!1s0x2e3b7500586c904d:0x2c3825f4a512a344!8m2!3d-2.9243962!4d104.7492692!16s%2Fg%2F11ym11z301!19sChIJTZBsWAB1Oy4RRKMSpfQlOCw?authuser=0&hl=id&rclk=1","Warteg aisyah","5,0","(3)","","","Brunch","·","","Jl. Letkol. Moehsin Syamsuddin No.16","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFv2GTC-iOPV4uwlxpI2lCnrA1P7qvnOEXLN9kUi1L9ZuPpxZ1lGG9ZQDSGkMGC0ete1poU-ytfWltTeeKoPAj8wo955-HhoL9E_BEzea-LIIqyr-S3lekVQexFRo5bJTV05NFWTRA0m2I=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat yang nyaman, masakannya enak dengan harga terjangkau""","",""
"https://www.google.com/maps/place/Warteg+Aulia+Citra/data=!4m7!3m6!1s0x2e3b9dacc24905db:0xfd7bd1c77a409862!8m2!3d-3.0329851!4d104.7909337!16s%2Fg%2F11b7lc35vh!19sChIJ2wVJwqydOy4RYphAesfRe_0?authuser=0&hl=id&rclk=1","Warteg Aulia Citra","4,5","(11)","","","Tegal","·","","·","XQ8R+R93, Jl. Gubernur H. A Bastari","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHvqRr92lsb2z5N5xixDWk0EwflGDpvue31SdHoVqQCNrqgUuxFI4lGOnVZ8IHaFgaXmJXbu_DIk5lMri1ae9Xn8ToGAMtfRqwrQL9e45RLYe8Wvc6fh1L3MrkOcvGeup7f6Ecf0s3swjJE4QW-DLs--U_xZU8Qq_xp_64t9DkKD20kCYm4TZFMIkj_iLm1Q4L_fhg=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Warteg+Slawi+Ayu/data=!4m7!3m6!1s0x2e3b747c72bd6a99:0x28cb806b427ce661!8m2!3d-2.9249544!4d104.7105854!16s%2Fg%2F11c2l2f9y1!19sChIJmWq9cnx0Oy4RYeZ8QmuAyyg?authuser=0&hl=id&rclk=1","Warteg Slawi Ayu","4,2","(5)","","","Tegal","·","","·","Jl. Soekarno Hatta No.2482 Karya Baru Alang Alang Lebar Kota Palembang Sumatera Selatan 30153","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeL9-UDfQibicMwkp4DObDWFfrR07aOrWrz9mM0HtmlYuuJmZWxLq_MdYqo-dtBhQgKMZbqKb0iVGJImX5Wjm4RiChImBfcMEQbmYQUa0xUe4o5ZylenNE6RjEvzATLCP-5cy8=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Warteg+Vira/data=!4m7!3m6!1s0x2e3b7694bd374e29:0x2a1e91c5bab2126d!8m2!3d-2.94165!4d104.7741288!16s%2Fg%2F11bydpz_kp!19sChIJKU43vZR2Oy4RbRKyusWRHio?authuser=0&hl=id&rclk=1","Warteg Vira","4,4","(13)","","","Tegal","·","","·","3Q5F+8MR, Jl. Sapta Marga","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUWi1Nbeik58xq_A_X6Uui9fseLDG-SOigf0OFVOagWNvY1FrJllSBdz-NvCQz9CSAOVD4lZgnlMNYe7FvOHpZpaYe5q4FoQa6IYh6rENPhc_DIO79QMRAzzaPwNbd-fe6PieU=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak2 laukny""","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Palembang/data=!4m7!3m6!1s0x2e3b758fca838f39:0x6d96e56a77c76a22!8m2!3d-2.9877209!4d104.7198603!16s%2Fg%2F11ssxgttnc!19sChIJOY-Dyo91Oy4RImrHd2rllm0?authuser=0&hl=id&rclk=1","Warteg Kharisma Palembang","","","","","Restoran","·","","Jl. Parameswara No.50","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oLyGTaohSBxaA3O19pUGkA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=124.85917&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Warteg+Pandan+Wangi/data=!4m7!3m6!1s0x2e3b750013c03a4b:0x9d3b8dcddbceec55!8m2!3d-2.9366412!4d104.735933!16s%2Fg%2F11y5nlwhg8!19sChIJSzrAEwB1Oy4RVezO282NO50?authuser=0&hl=id&rclk=1","Warteg Pandan Wangi","5,0","(1)","","","Restoran","·","","Jl. Mawar No.262","","Buka","· Tutup pukul 00.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1IHAQxqxiJwZOKsURjp9kg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=143.87363&pitch=0&thumbfov=100","","Makan di tempat","Ambil di tepi jalan","·"
"https://www.google.com/maps/place/WARTEG+YENI/data=!4m7!3m6!1s0x2e3b77eb937f32ef:0xdc1643e0ccc4c28b!8m2!3d-2.9929779!4d104.7573083!16s%2Fg%2F11gh955d1y!19sChIJ7zJ_k-t3Oy4Ri8LEzOBDFtw?authuser=0&hl=id&rclk=1","WARTEG YENI","4,5","(11)","","","Tegal","·","","·","2Q44+RW3, Jl. Sekanak","Tutup","· Buka Sel pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=80kqxe9WhQvF0URFf-b94Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=257.35205&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap nian mantul maknyus""","",""
"https://www.google.com/maps/place/Warteg+Wak+Las+%28Masakan+Khas+Jawa,+Sumatera%29/data=!4m7!3m6!1s0x2e3b753a4ac492a3:0x8f29334cee946511!8m2!3d-2.9563207!4d104.7252544!16s%2Fg%2F11ft_61gb5!19sChIJo5LESjp1Oy4REWWU7kwzKY8?authuser=0&hl=id&rclk=1","Warteg Wak Las (Masakan Khas Jawa, Sumatera)","4,5","(8)","","","Rumah Makan","·","","·","2PVG+F4C, Jl. Gotong Royong","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1En4WkFFh_wTKWNe4VqEGnv-5uZhukVi0JXbtxsqWtzz8DhtUHrPEJA7oVgAz0AWOs9aDnn3vnYWrFqbEC3jfa286-OVaUBI6r9PSMSTjj4Ln_JA-N8-foqkxUZCneUt7V2Z6=w80-h142-k-no","","Makan di tempat","Bawa pulang","·"
