"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","W4Efsd 5","W4Efsd 6","W4Efsd 7","ah5Ghc 2"
"https://www.google.com/maps/place/Foto+Copy+Anzani/data=!4m7!3m6!1s0x2e3b9e00356579d3:0xe4946514d1f13984!8m2!3d-2.997048!4d104.7494166!16s%2Fg%2F11f4l95dc4!19sChIJ03llNQCeOy4RhDnx0RRllOQ?authuser=0&hl=id&rclk=1","Foto Copy Anzani","4,1","(55)","Toko Fotokopi","·","","·","Jl. Ki Rangga Wirasantika Kel No.515","0853-6886-8856","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bagusss..parkir luas""","Buka","· Tutup pukul 00.00","·",""
"https://www.google.com/maps/place/Ecoprint+Digital+Printing/data=!4m7!3m6!1s0x2e3b76060427c25b:0xeeea80620d1a5418!8m2!3d-2.9864178!4d104.758468!16s%2Fg%2F1pzyl1jkk!19sChIJW8InBAZ2Oy4RGFQaDWKA6u4?authuser=0&hl=id&rclk=1","Ecoprint Digital Printing","4,5","(151)","Layanan cetak digital","·","","·","Jl. Kapten Cek Syeh No.184/26","(0711) 5731424","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cetaknya cepat, harga sesuai, kualitas OK""","Tutup","· Buka Sel pukul 08.30","·",""
"https://www.google.com/maps/place/Foto+Copy+%26+Percetakan+Undangan/data=!4m7!3m6!1s0x2e3b77f4301317e3:0xf0834c9929565434!8m2!3d-2.9760735!4d104.7754307!16s%2Fg%2F11n14wkd1h!19sChIJ4xcTMPR3Oy4RNFRWKZlMg_A?authuser=0&hl=id&rclk=1","Foto Copy & Percetakan Undangan","1,0","(1)","Toko Fotokopi","·","","Desa Karang Rejo Plimer 2 Pasar kecamatan lalan kabupaen musi banyuasin","·","0822-5811-2091","","Rute","","","Buka 24 jam","","",""
"https://www.google.com/maps/place/Jasa+Print+Ridho/data=!4m7!3m6!1s0x2e3b776e63d75f9f:0xb01c1c3a5cbc58d5!8m2!3d-2.9552047!4d104.7567404!16s%2Fg%2F11mz3f1vrb!19sChIJn1_XY253Oy4R1Vi8XDocHLA?authuser=0&hl=id&rclk=1","Jasa Print Ridho","5,0","(11)","Jasa Ketik","·","","Jl. Bali No.1883, RT.29","·","0895-3982-04851","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga terjangkau dan berkualitas""","Tutup","· Buka Sel pukul 07.00","",""
"https://www.google.com/maps/place/FOTO+COPY+MANDIRI/data=!4m7!3m6!1s0x2e3b7773bfa92713:0xba8ecd8981a7bc5f!8m2!3d-2.9871718!4d104.7552038!16s%2Fg%2F11f631dw4h!19sChIJEyepv3N3Oy4RX7yngYnNjro?authuser=0&hl=id&rclk=1","FOTO COPY MANDIRI","","","Toko Fotokopi","·","","Jl. R. A. Latief No.Kel","·","0853-8014-3239","","Rute","","","Segera tutup","· 21.00 · Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/TEKHNISI+PHOTOKOPI+fotocopy+palembang/data=!4m7!3m6!1s0x2e3b770077ca3671:0xbf6229f353247ba3!8m2!3d-2.9858691!4d104.7643813!16s%2Fg%2F11z4g5zkzv!19sChIJcTbKdwB3Oy4Ro3skU_MpYr8?authuser=0&hl=id&rclk=1","TEKHNISI PHOTOKOPI fotocopy palembang","","","Lorong Ketandan No.237","","","","","","","Rute","","","Tutup","· Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/Maju+Jaya+Foto+Copy+%26+Atk/data=!4m7!3m6!1s0x2e3b75d8aa85fb09:0x79600adc2b1da2a9!8m2!3d-2.9714163!4d104.7520506!16s%2Fg%2F11gt_ptsby!19sChIJCfuFqth1Oy4RqaIdK9wKYHk?authuser=0&hl=id&rclk=1","Maju Jaya Foto Copy & Atk","4,0","(22)","Toko Fotokopi","·","","·","Jl. Jend. Sudirman No.382","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus Poto","Tutup","· Buka Sel pukul 07.00","","copy"
"https://www.google.com/maps/place/JNE+AIDIL+%26+Fotokopi%2FATK,+percetakan+undangan/data=!4m7!3m6!1s0x2e3b76869410812b:0x22d9f2f261ad4581!8m2!3d-2.952362!4d104.759542!16s%2Fg%2F11hcjzbv62!19sChIJK4EQlIZ2Oy4RgUWtYfLy2SI?authuser=0&hl=id&rclk=1","JNE AIDIL & Fotokopi/ATK, percetakan undangan","","","Toko","·","","Jl. R. Sukamto","·","0852-6604-0506","","Rute","","Pesan antar","Segera tutup","· 21.00 · Buka Sel pukul 08.30","",""
"https://www.google.com/maps/place/Mega+Foto/data=!4m7!3m6!1s0x2e3b76442b4645d1:0x5575688ea8098ebd!8m2!3d-2.9708608!4d104.7839346!16s%2Fg%2F11b76f78jv!19sChIJ0UVGK0R2Oy4RvY4JqI5odVU?authuser=0&hl=id&rclk=1","Mega Foto","4,3","(202)","Toko Fotokopi","·","","·","Jl. R. E. Martadinata No.8, RW.7","0821-6258-8803","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apakah ada  untuk","Tutup","· Buka Sel pukul 08.00","·","print"
"https://www.google.com/maps/place/Photocopy+Center+Gammatech/data=!4m7!3m6!1s0x2e3b75f266452a97:0xe2fc628d5e9d0b91!8m2!3d-2.9874201!4d104.7321895!16s%2Fg%2F1hm379nhh!19sChIJlypFZvJ1Oy4RkQudXo1i_OI?authuser=0&hl=id&rclk=1","Photocopy Center Gammatech","4,2","(46)","Toko Fotokopi","·","","·","Jl. Srijaya Negara No.222 C","(0711) 364468","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan ramah, cepat tanggap, sigap dan pastinya murah""","Buka","· Tutup pukul 22.00","·",""
"https://www.google.com/maps/place/Titip+print+official+palembang/data=!4m7!3m6!1s0x2e3b752d25286dc9:0x41338af2b193fa92!8m2!3d-2.9832704!4d104.7306132!16s%2Fg%2F11vdh23jds!19sChIJyW0oJS11Oy4RkvqTsfKKM0E?authuser=0&hl=id&rclk=1","Titip print official palembang","4,7","(3)","Toko Fotokopi","·","","Jl. Lunjuk Jaya","·","0813-6926-4268","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pindah, agak begeser kurang lebih 20meter""","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Sahabat+Copier+Palembang+-+JUAL+-+SERVICE+Mesin+Fotocopy+Baru+dan+Rekondisi/data=!4m7!3m6!1s0x2e3b771f7e6a487b:0x492e6c3abe8f142f!8m2!3d-2.9706086!4d104.7533376!16s%2Fg%2F11fmz_phjq!19sChIJe0hqfh93Oy4RLxSPvjpsLkk?authuser=0&hl=id&rclk=1","Sahabat Copier Palembang - JUAL - SERVICE Mesin Fotocopy Baru dan Rekondisi","4,9","(14)","Pemasok peralatan percetakan","·","","Jl. Mayor Salim Batubara No.RT. 37 No.27 D","·","0811-607-761","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terlengkap dan pelayanan terbaik.""","Tutup","· Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/MANDIRI+FOTO+COPY/data=!4m7!3m6!1s0x2e3b75d5d0fdf9eb:0x3bf6295bb2dbcd0!8m2!3d-2.9614226!4d104.7496888!16s%2Fg%2F11ggmhh_2v!19sChIJ6_n90NV1Oy4R0Lwtu5VivwM?authuser=0&hl=id&rclk=1","MANDIRI FOTO COPY","","","Toko Alat Tulis","·","","Jl. Rw. Jaya No.487","·","0895-1422-7813","","Rute","","","Buka","· Tutup pukul 23.00","",""
"https://www.google.com/maps/place/Datascrip+Service+Center+Palembang/data=!4m7!3m6!1s0x2e3b76f2533d013d:0x43ec13fb2d012f6a!8m2!3d-2.9788156!4d104.7648777!16s%2Fg%2F1hc13rz10!19sChIJPQE9U_J2Oy4Rai8BLfsT7EM?authuser=0&hl=id&rclk=1","Datascrip Service Center Palembang","4,3","(354)","Servis Komputer","·","","·","Jl. Mayor HM. Rasyad Nawawi No.237","0895-0670-6793","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Halo, berapa estimasi biaya perbaikan keypad kamera canon 550d?""","Tutup","· Buka Sel pukul 08.00","·",""
"https://www.google.com/maps/place/F18+Digital+Printing/data=!4m7!3m6!1s0x2e3b75dd381d3403:0x2e9fe95273e284e8!8m2!3d-2.9752472!4d104.7413005!16s%2Fg%2F11h1f50k7!19sChIJAzQdON11Oy4R6ITic1Lpny4?authuser=0&hl=id&rclk=1","F18 Digital Printing","4,3","(533)","Printer Digital","·","","·","Jl. Pimpong No.18 Blok F","0811-7857-700","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantap banget pelayanan nomor 1 kualitas nomor 1 harga paling murah""","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·",""
"https://www.google.com/maps/place/Sarana+Usaha+Mandiri+Copy+Center/data=!4m7!3m6!1s0x2e3b75a55cdff06d:0xc1225b9cc6db13bc!8m2!3d-2.9680819!4d104.7153037!16s%2Fg%2F11c6cpm32n!19sChIJbfDfXKV1Oy4RvBPbxpxbIsE?authuser=0&hl=id&rclk=1","Sarana Usaha Mandiri Copy Center","4,7","(198)","Toko Fotokopi","·","","·","Jalan Inspektur Marzuki No.2553 C-D Pakjo Ujung","0821-8509-1771","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sanggat puas pelayanan di tempat","Segera tutup","· 21.00 · Buka Sel pukul 06.30","·","fotocopy"
"https://www.google.com/maps/place/PELANGI+COPY+CENTER/data=!4m7!3m6!1s0x2e3b77f7431bca59:0xf946b551fef71b02!8m2!3d-2.9572999!4d104.783239!16s%2Fg%2F11g1dx2hzc!19sChIJWcobQ_d3Oy4RAhv3_lG1Rvk?authuser=0&hl=id&rclk=1","PELANGI COPY CENTER","2,7","(7)","Toko Fotokopi","·","","2QVM+37Q, Jl. Urip Sumoharjo","·","0895-6371-43698","","Rute","","","Segera tutup","· 21.00 · Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/Minolta+Foto+Copy/data=!4m7!3m6!1s0x2e3b75ddaab842ad:0xb81c070192b4f8b1!8m2!3d-2.9741234!4d104.7435645!16s%2Fg%2F11ggng4tfq!19sChIJrUK4qt11Oy4Rsfi0kgEHHLg?authuser=0&hl=id&rclk=1","Minolta Foto Copy","4,1","(8)","Toko Fotokopi","·","","Jalan Dwikora II Komplek Pemda No.68","·","(0711) 356232","","Rute","","","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/ARSATECH/data=!4m7!3m6!1s0x2e3b755c06f656b1:0xecb508a5de967bfc!8m2!3d-2.9868316!4d104.7307688!16s%2Fg%2F11gjm3k09m!19sChIJsVb2Blx1Oy4R_HuW3qUItew?authuser=0&hl=id&rclk=1","ARSATECH","2,4","(14)","Toko Alat Tulis Kantor","·","","Jl. Srijaya Negara No.992C","·","0812-9842-7733","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... belanja disini untuk keperluan kuliah seperti beli kertas","Buka 24 jam","","","fotokopi"
"https://www.google.com/maps/place/Foto+Copy+Samudera+Jaya/data=!4m7!3m6!1s0x2e3b75dc0e7c8097:0xf82cf12d023b4696!8m2!3d-2.9721486!4d104.7452772!16s%2Fg%2F11hctg35ct!19sChIJl4B8Dtx1Oy4RlkY7Ai3xLPg?authuser=0&hl=id&rclk=1","Foto Copy Samudera Jaya","5,0","(3)","Toko Percetakan","·","","Jl. Seroja No.1079","·","0852-7974-5678","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fast Respon▪️ O&2ᗱ 𖫥11ճ O𖫥𝟫l▪️ layanan pesan antar
Info harga hubungi WA.""","Segera tutup","· 21.00 · Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/Foto+Copy+Zalfa/data=!4m7!3m6!1s0x2e3b775315eac43f:0x675bff1f52fb279b!8m2!3d-2.9913762!4d104.7785716!16s%2Fg%2F11gj0w9n6d!19sChIJP8TqFVN3Oy4Rmyf7Uh__W2c?authuser=0&hl=id&rclk=1","Foto Copy Zalfa","3,8","(5)","Toko Fotokopi","·","","·","2Q5H+CCW, Unnamed Road","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""KURANG SENYUM YA""","Buka","· Tutup Sel pukul 05.00","",""
"https://www.google.com/maps/place/RiNiJaYa+Fotokopi/data=!4m7!3m6!1s0x2e3b770056fd7aed:0x3a85f8bf030dfffc!8m2!3d-2.9745914!4d104.7795214!16s%2Fg%2F11yqbdffl3!19sChIJ7Xr9VgB3Oy4R_P8NA7_4hTo?authuser=0&hl=id&rclk=1","RiNiJaYa Fotokopi","","","Toko Fotokopi","·","","2QGH+5R6, Lorong Kb. H. Yasin","","","","Rute","","","","","",""
"https://www.google.com/maps/place/NCAJAYA+FOTOCOPY+%26+PRINT+CENTER/data=!4m7!3m6!1s0x2e3b9d89898f61d7:0x9070df5097354d98!8m2!3d-2.9968994!4d104.7814455!16s%2Fg%2F11f32hfk89!19sChIJ12GPiYmdOy4RmE01l1DfcJA?authuser=0&hl=id&rclk=1","NCAJAYA FOTOCOPY & PRINT CENTER","4,0","(30)","Toko Fotokopi","·","","Jl. KH. Balqi","·","0853-6688-5717","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga Murah, hasil berkualitas 👍✨""","Segera tutup","· 21.00 · Buka Sel pukul 07.00","",""
"https://www.google.com/maps/place/Fotocopy+Center/data=!4m7!3m6!1s0x2e3b7700218b1667:0xb0e5c7bbec66dbfc!8m2!3d-2.9865861!4d104.7568759!16s%2Fg%2F11n9v0h99y!19sChIJZxaLIQB3Oy4R_Ntm7LvH5bA?authuser=0&hl=id&rclk=1","Fotocopy Center","","","Toko Fotokopi","·","","Jl. Kapten Cek Syeh No.8, RW.9, 24 Ilir, Bukit Kecil, Palembang City, South, Sumatra","·","0857-1087-8899","","Rute","","","Tutup","· Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/Studio+Kreasindo/data=!4m7!3m6!1s0x2e3b7679fcf1f595:0x221bf2c91a2eb2a6!8m2!3d-2.9707684!4d104.7534185!16s%2Fg%2F1tcy1f7l!19sChIJlfXx_Hl2Oy4RprIuGsnyGyI?authuser=0&hl=id&rclk=1","Studio Kreasindo","4,6","(553)","Layanan cetak digital","·","","Jl. Mayor Salim Batubara No.2401","·","0812-9999-7879","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tau gitu mending langsung","Tutup","· Buka Sel pukul 08.30","","print di"
"https://www.google.com/maps/place/Firli+Fotocopy/data=!4m7!3m6!1s0x2e3b75d43c201fff:0x58aa18f083baf3c3!8m2!3d-2.9610087!4d104.7479921!16s%2Fg%2F11hck1bzqx!19sChIJ_x8gPNR1Oy4Rw_O6g_AYqlg?authuser=0&hl=id&rclk=1","Firli Fotocopy","4,1","(10)","Toko Fotokopi","·","","2PQX+H5X, Lrg. PMD","·","0821-7562-9220","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendasi bagi yang mau","Segera tutup","· 21.00 · Buka Sel pukul 07.00","","fotocopy"
"https://www.google.com/maps/place/Photo+Copy+Center+Surya/data=!4m7!3m6!1s0x2e3b9d800b269127:0x3d433f534ff2f36a!8m2!3d-2.9957397!4d104.7792363!16s%2Fg%2F11f5vfmyg_!19sChIJJ5EmC4CdOy4RavPyT1M_Qz0?authuser=0&hl=id&rclk=1","Photo Copy Center Surya","3,4","(45)","Toko Fotokopi","·","","·","2Q3H+PM5, Jl. KH Balkhi","0823-7343-6883","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mohon diperbaiki lagi karena secara tempat dan lokasi sudah bagus.""","Segera tutup","· 21.00 · Buka Sel pukul 07.00","·",""
"https://www.google.com/maps/place/Rizki+Print/data=!4m7!3m6!1s0x2e3b7676fe73d791:0xc27593ac984b03c6!8m2!3d-2.9691739!4d104.7553439!16s%2Fg%2F11b76j6zc4!19sChIJkddz_nZ2Oy4RxgNLmKyTdcI?authuser=0&hl=id&rclk=1","Rizki Print","4,4","(42)","Toko Percetakan","·","","·","Jl. Mayor Salim Batubara No.2701","0812-7822-6172","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat","Tutup","· Buka Sel pukul 08.00","·","print"
"https://www.google.com/maps/place/PAYOPRINT+Station+%28Sukarami%29/data=!4m7!3m6!1s0x2e3b7500255b8d11:0x5f7664cdab8752d6!8m2!3d-2.9431153!4d104.7424016!16s%2Fg%2F11yvr7hh13!19sChIJEY1bJQB1Oy4R1lKHq81kdl8?authuser=0&hl=id&rclk=1","PAYOPRINT Station (Sukarami)","5,0","(2)","Toko Percetakan","·","","Jl. Malaka Lorong Mekar IV No.3556, RT.41/RW.06","·","0815-3293-0863","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""FAST respon dan kualitas terbaik""","Buka 24 jam","","",""
"https://www.google.com/maps/place/Percetakan+Murah+Palembang/data=!4m7!3m6!1s0x2e3b778efeccce4d:0xc176bb40e7a1c0b6!8m2!3d-2.986169!4d104.7573305!16s%2Fg%2F11tk9lk5ms!19sChIJTc7M_o53Oy4RtsCh50C7dsE?authuser=0&hl=id&rclk=1","Percetakan Murah Palembang","","","Toko Percetakan","·","","didepan pempek panggang dadang, Jl. AKBP. H. Amin, Kec. Bukit kecil. Kel. 24 Ilir Percetakan Mutiara Agung, Sebelum SMPN 2","·","0812-7839-2585","","Rute","","Belanja di toko","Buka","· Tutup Sel pukul 05.00","","Ambil di tepi jalan"
"https://www.google.com/maps/place/Foto+copy+dan+Air+isi+ulang+Awan+Net/data=!4m7!3m6!1s0x2e3b766a341db42f:0xbb350a7b0361eb84!8m2!3d-2.9721639!4d104.7728872!16s%2Fg%2F11c30x4d7y!19sChIJL7QdNGp2Oy4RhOthA3sKNbs?authuser=0&hl=id&rclk=1","Foto copy dan Air isi ulang Awan Net","4,3","(11)","Percetakan Komersial","·","","Jl. Dr. M. Isa Lrg. Gubah","·","0813-7323-0000","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sekarang sudah buka usaha isi ulang galon""","Tutup","· Buka Sel pukul 07.00","",""
"https://www.google.com/maps/place/Fotokopi+888+jaya+%28+alat+tulis+dan+print%29/data=!4m7!3m6!1s0x2e3b75f29a7a8fbb:0xe13408608de10c90!8m2!3d-2.986836!4d104.7307603!16s%2Fg%2F11f3zhbkt4!19sChIJu496mvJ1Oy4RkAzhjWAINOE?authuser=0&hl=id&rclk=1","Fotokopi 888 jaya ( alat tulis dan print)","5,0","(7)","Toko Fotokopi","·","","2P7J+68V, Jl. Srijaya Negara, RT.31/RW.No.991f","·","0851-0035-1737","","Rute","","","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Media+World+Sukses+Palembang/data=!4m7!3m6!1s0x2e3b773409066e8f:0x7b2f639650ce6c2f!8m2!3d-2.9693201!4d104.7550825!16s%2Fg%2F11pwxw28qq!19sChIJj24GCTR3Oy4RL2zOUJZjL3s?authuser=0&hl=id&rclk=1","Media World Sukses Palembang","4,9","(11)","Layanan cetak digital","·","","2705, Jl. Mayor Salim Batubara No.2580","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Solusi Mesin Printing","Tutup","· Buka Sel pukul 08.00","","di Palembang"
"https://www.google.com/maps/place/Toko+Fotocopy+ARIEF/data=!4m7!3m6!1s0x2e3b7783844f852d:0xae31b4da5baa3cb3!8m2!3d-2.9738885!4d104.782938!16s%2Fg%2F11ghlcl9n3!19sChIJLYVPhIN3Oy4RszyqW9q0Ma4?authuser=0&hl=id&rclk=1","Toko Fotocopy ARIEF","5,0","(4)","Toko Fotokopi","·","","Jl. Laksamana Yos Sudarso No.14 c","·","0813-7300-4006","","Rute","","","Segera tutup","· 21.00 · Buka Sel pukul 07.00","",""
"https://www.google.com/maps/place/Rental+Mesin+Fotocopy+dan+Scaner+Palembang/data=!4m7!3m6!1s0x2e3b77432e9c8bf1:0xad139306ff664ca0!8m2!3d-2.9696037!4d104.7716745!16s%2Fg%2F11w304p8fw!19sChIJ8YucLkN3Oy4RoExm_waTE60?authuser=0&hl=id&rclk=1","Rental Mesin Fotocopy dan Scaner Palembang","","","Persewaan Peralatan Kantor","·","","Jl. Letda Abdul Rozak No.Ruko B8","·","0822-4811-4274","","Situs Web","","","Tutup","· Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/Mr.+PRINT/data=!4m7!3m6!1s0x2e3b77f580c9a22b:0xbc3c052079db5614!8m2!3d-2.9615222!4d104.7549592!16s%2Fg%2F11nnnmqpgr!19sChIJK6LJgPV3Oy4RFFbbeSAFPLw?authuser=0&hl=id&rclk=1","Mr. PRINT","5,0","(5)","Toko Buku","·","","2QQ3+9XW","·","0852-7336-0511","","Rute","","","Tutup","· Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/Agen+Mandiri+ATK+%26+Fotocopy+SS/data=!4m7!3m6!1s0x2e3b75edbffffff9:0x535d235b3eb541ff!8m2!3d-2.9787089!4d104.7332648!16s%2Fg%2F11gb3lvlhg!19sChIJ-f__v-11Oy4R_0G1PlsjXVM?authuser=0&hl=id&rclk=1","Agen Mandiri ATK & Fotocopy SS","4,9","(63)","Toko bahan makanan","·","","·","Lrg. Muhajirin IV Gg. Buyut V No.RT.44 No.5078","0821-8051-2488","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan ny juga mmuaskan.""","Buka","· Tutup pukul 22.00","·",""
"https://www.google.com/maps/place/AHZA+fotokopi+dan+ATK/data=!4m7!3m6!1s0x2e3b765d6b682bef:0x8afc85ae8d1c910f!8m2!3d-2.9648973!4d104.776797!16s%2Fg%2F11c85t9gb7!19sChIJ7ytoa112Oy4RD5Ecja6F_Io?authuser=0&hl=id&rclk=1","AHZA fotokopi dan ATK","4,0","(4)","Toko Fotokopi","·","","Jl. Sutan Syahrir No.1429","","","","Rute","","","Tutup","· Buka Sel pukul 08.00","",""
"https://www.google.com/maps/place/%22Anka%22+Foto+Copy+%26+Atk/data=!4m7!3m6!1s0x2e3b75d022b5f985:0xbdaaeb1ca8c61eb7!8m2!3d-2.9655994!4d104.741172!16s%2Fg%2F11f3zscd43!19sChIJhfm1ItB1Oy4Rtx7GqBzrqr0?authuser=0&hl=id&rclk=1","""Anka"" Foto Copy & Atk","4,8","(4)","Toko Fotokopi","·","","·","2PMR+QF7, Jl. Ariodillah","0878-9096-2399","","Rute","","","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·",""
"https://www.google.com/maps/place/Pusat+Penjualan+Mesin+Fotocopy+Digital+Kyocera+Palembang+Raya/data=!4m7!3m6!1s0x2e3b75500078426f:0xd66e5c3e496eaba!8m2!3d-2.9621025!4d104.7186295!16s%2Fg%2F11sbps0y8q!19sChIJb0J4AFB1Oy4RuuqW5MPlZg0?authuser=0&hl=id&rclk=1","Pusat Penjualan Mesin Fotocopy Digital Kyocera Palembang Raya","5,0","(10)","Toko Fotokopi","·","","Jl. Inspektur Marzuki Lrg. Damai 3 No.58","·","0851-0088-9597","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pilihan printernya banyak, harga sesuai dengan bonus2 yg ditawarkan""","Buka","· Tutup pukul 00.00","",""
"https://www.google.com/maps/place/Foto+Copy+Adis+%28Adi+Budiman%29/data=!4m7!3m6!1s0x2e3b75e91e5f757f:0xe54b8079604b3f15!8m2!3d-2.9800716!4d104.737556!16s%2Fg%2F11b6d4yqx0!19sChIJf3VfHul1Oy4RFT9LYHmAS-U?authuser=0&hl=id&rclk=1","Foto Copy Adis (Adi Budiman)","5,0","(4)","Toko Fotokopi","·","","·","Jl. Puncak Sekuning No.1253","(0711) 350568","","Rute","","","Buka","· Tutup pukul 22.00","·",""
"https://www.google.com/maps/place/NOBEL+FOTOCOPY+DAN+ATK/data=!4m7!3m6!1s0x2e3b9d08a7a80e27:0x8dccf2bce4862d3c!8m2!3d-3.0027776!4d104.7649282!16s%2Fg%2F11ghfvs5kn!19sChIJJw6opwidOy4RPC2G5LzyzI0?authuser=0&hl=id&rclk=1","NOBEL FOTOCOPY DAN ATK","5,0","(3)","Toko Fotokopi","·","","XQW7+VXM, Jl. KH. A. Rasyid Siddiq","·","0822-8966-3715","","Rute","","","Buka","· Tutup pukul 23.00","",""
"https://www.google.com/maps/place/PRINT+24+JAM+MANDIRI+FOTOCOPY+2+%28CAB.KAMPUS+B+UIN+JAKABARING%29/data=!4m7!3m6!1s0x2e3b9d932e237773:0x140981e9e4b32310!8m2!3d-3.009655!4d104.7745935!16s%2Fg%2F11krhk2mnz!19sChIJc3cjLpOdOy4RECOz5OmBCRQ?authuser=0&hl=id&rclk=1","PRINT 24 JAM MANDIRI FOTOCOPY 2 (CAB.KAMPUS B UIN JAKABARING)","3,6","(17)","Toko Fotokopi","·","","XQRF+4RP Taman simpang ps induk kampus UIN raden Fatah, B Jl. Jakabaring","·","0813-7892-8441","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Trimakasih mba,","Buka 24 jam","","","print"
"https://www.google.com/maps/place/PERCETAKAN+INDO+MEDIA/data=!4m7!3m6!1s0x2e3b9df26317e1ad:0xf8617b752e5e9f2b!8m2!3d-3.0044977!4d104.7723269!16s%2Fg%2F11b6dqdcnb!19sChIJreEXY_KdOy4RK59eLnV7Yfg?authuser=0&hl=id&rclk=1","PERCETAKAN INDO MEDIA","4,6","(135)","Layanan cetak digital","·","","·","Jl. Gub H Bastari No.151","0823-7660-8934","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Numpang nanya sblmnya,,Bang bisa cetak stiker","Buka 24 jam","","·","foto"
"https://www.google.com/maps/place/PRINT+%26+FOTOCOPY+PERCETAKAN+Metal+Net+DAFTAR+ONLINE+SEKOLAH%2FNPWP%2FKIS%2FKIA%2FKIP%2FBPJS%2FKK+DLL%28+PRINT,+SCAN,INTERNET,ATK+DLL+%29/data=!4m7!3m6!1s0x2e3b9d47c4cd1399:0x7d890a79ae08d6c9!8m2!3d-2.9988556!4d104.7770139!16s%2Fg%2F11b6d0kg9p!19sChIJmRPNxEedOy4RydYIrnkKiX0?authuser=0&hl=id&rclk=1","PRINT & FOTOCOPY PERCETAKAN Metal Net DAFTAR ONLINE SEKOLAH/NPWP/KIS/KIA/KIP/BPJS/KK DLL( PRINT, SCAN,INTERNET,ATK DLL )","4,9","(8)","Toko Fotokopi","·","","Jl. Silaberanti No.27, RT.35","·","0812-8221-4361","","Rute","","Layanan di tempat","Buka 24 jam","","","Janji temu online"
"https://www.google.com/maps/place/Fotocopy+%26+Printing+Riska/data=!4m7!3m6!1s0x2e3b75005e652435:0x8e8adeddc98c291f!8m2!3d-2.9613455!4d104.7477826!16s%2Fg%2F11ww99ytv6!19sChIJNSRlXgB1Oy4RHymMyd3eio4?authuser=0&hl=id&rclk=1","Fotocopy & Printing Riska","","","Toko Fotokopi","·","","Jl. Rw. Jaya No.1","·","0853-8064-3965","","Rute","","","Segera tutup","· 21.00 · Buka Sel pukul 07.00","",""
"https://www.google.com/maps/place/Digital+Printing+Smile+Print/data=!4m7!3m6!1s0x2e3b75de96c9a937:0xbde322ff60d47e7!8m2!3d-2.973123!4d104.7472616!16s%2Fg%2F11bc7s2bst!19sChIJN6nJlt51Oy4R50cN9i8y3gs?authuser=0&hl=id&rclk=1","Digital Printing Smile Print","5,0","(2)","Toko Percetakan","·","","Jl. Papera No.2225","","(0711) 7011790","","Rute","","","","","",""
