"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 6","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Rumah+Makan+Khas+Palembang+STD+%28Sarinande+Tempo+Doeloe%29/data=!4m7!3m6!1s0x2e3b7679f00bdda7:0x2d119e818dc8bbd3!8m2!3d-2.9738032!4d104.757782!16s%2Fg%2F1hm45k1h4!19sChIJp90L8Hl2Oy4R07vIjYGeES0?authuser=0&hl=id&rclk=1","Rumah Makan Khas Palembang STD (Sarinande Tempo Doeloe)","4,5","(2.386)","·","$$","Restoran","·","·","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6qW4ev8orFAZMiBjMwXEce1rSCu1issqb-3S165yqejHLTrYm8COQS-y4GYolAM5AfPeCE27Frg_IeD1Tj4An1u1Un65yw236hrDe6HP7TiTmeMgMmoUg3x-ErbWZqFSo4l-0uw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanan nya cukup enak, selera makanan khas tradisional""","","Jl. Mayor Ruslan No.966","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNDVrMWg0GAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/RM+Pondok+Kelapo/data=!4m7!3m6!1s0x2e3b75cee9d6773d:0x817715cb09b46986!8m2!3d-2.963721!4d104.735868!16s%2Fg%2F1hm68h_r6!19sChIJPXfW6c51Oy4Rhmm0CcsVd4E?authuser=0&hl=id&rclk=1","RM Pondok Kelapo","4,4","(2.335)","·","$$","Restoran","·","Jl. Demang Lebar Daun No.184","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1sClWVmW7jStQWBMULS-Yigmt6CLfcYIIp8fE5w8VuMdoJX2xMFoMN29Fj6YKlC5EJS_OE9abyqzGYRs9javFFQKX5ZoJUXtEN5jhNgHCd5tcmimgpp-ZKooXZeG2AeJjnYlx=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya ramah dan sat set, interiornya menarik dan makanannya enak""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNjhoX3I2GAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kampung+Kecil+Bukit/data=!4m7!3m6!1s0x2e3b75f122961335:0xf4dbbc52485f1fa6!8m2!3d-2.9901782!4d104.7375908!16s%2Fg%2F11b77l866t!19sChIJNROWIvF1Oy4Rph9fSFK82_Q?authuser=0&hl=id&rclk=1","Kampung Kecil Bukit","4,8","(10.336)","·","$$","Sunda","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvlIAf-R9c3BZq44DMykCBd_ns6abgrxc3DMakXewKvBjIY7Hf-b2nhWwqsxznAwnm3N9JDRX0dugvfb6z0KAss4EBBWtGZNDovY9QSwJ2rMrIZk0cIBsXOseIlrK6eUKTwSXj4LddiFPF=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya cozy, makanannya enak, dan service excellent.""","","Jln KEMANG MANIS No 03 RT 01 RW 01. KEL. KEMANG MANIS KEC. ILIR BARAT II","","",""
"https://www.google.com/maps/place/Kopitiam+Palembang/data=!4m7!3m6!1s0x2e3b77517cf69101:0x2dfa4fa9d4bffab1!8m2!3d-2.974399!4d104.764655!16s%2Fg%2F11t9dnth5b!19sChIJAZH2fFF3Oy4Rsfq_1KlP-i0?authuser=0&hl=id&rclk=1","Kopitiam Palembang","4,6","(446)","·","Rp 50–75 rb","Masakan Asia","·","Jl. Rajawali No.858","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGif9z_C-qEeN6cJb9ChTAyhirHDqtWztqC4kOCN1Qc-bguppiPP5737ogol6TLJ5oodw9S-Z01SJjr5rsdD-H7WGavKjv_Cb3TCHorxW_6Pq0_MJWJi-eaiOpW7urA1u4V8Za9Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyobain nasi goreng, soto ayam, nasi siram, nasi beef teriyaki, capucino.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0OWRudGg1YhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kampung+Kecil+KM5/data=!4m7!3m6!1s0x2e3b75f229736b9b:0x96468f1dd03439da!8m2!3d-2.9518523!4d104.7341915!16s%2Fg%2F11p0znd5zv!19sChIJm2tzKfJ1Oy4R2jk00B2PRpY?authuser=0&hl=id&rclk=1","Kampung Kecil KM5","4,9","(6.651)","·","$$","Indonesia","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZo37j6DpP_dAadvLH3YKL1W6uNyh2IYO03vsN9_JFgHqnsTHs_vVn1FIpVXClY9ha4d1eR0im5wJmglu1mzuiZqJQ1bL2w08ylLu_CLOR7KN8ixd8Wq1NPjSW1PNLRqW31vo=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, minuman mango sago enak, Dan menu lain jg enak.""","","Jl. Kolonel H. Barlian No.650","","",""
"https://www.google.com/maps/place/Tamken+Resto+and+Cafe/data=!4m7!3m6!1s0x2e3b76897ff55261:0x3a832ae0ee519249!8m2!3d-2.9540842!4d104.7695418!16s%2Fg%2F11fjb436ch!19sChIJYVL1f4l2Oy4RSZJR7uAqgzo?authuser=0&hl=id&rclk=1","Tamken Resto and Cafe","4,6","(2.657)","·","$$","Masakan Asia","·","Jl. AKBP Cek Agus No.3","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXHIL-By2MINkuCUg5lGwPEEu4ywGiyQFq9YROGjMKvO8VAN2XeUvqBKAbNcBovczpMbQZOlygH6F3yv3dBW8APuQK2h8aUdhPlTOz7z7dQwL55Bmntk9jatHXEqLbbftRN0_2=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa masakan enak, staff ramah, ada live music dan parkirannya luas.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmamI0MzZjaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Rumah+Makan+Pindang+Musi+Rawas+-+Palembang/data=!4m7!3m6!1s0x2e3b75b64008d2b9:0x8043363bd2a112ba!8m2!3d-2.9697513!4d104.7340804!16s%2Fg%2F1hm2tx87m!19sChIJudIIQLZ1Oy4RuhKh0js2Q4A?authuser=0&hl=id&rclk=1","Rumah Makan Pindang Musi Rawas - Palembang","4,5","(5.896)","·","$$","Indonesia","·","·","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECv3O-wFOaoNXATqoZWbgFHSSaX7n_rXlErsAyKny3PlVZ6r5hhjW_BVWD4QmsuJHfnrVNpmxoKzfA9WEWUT1i5Ut5Nki91pmX9R6j3_aHW5i3KEFOsXysXzOXjDZneCxoeeIwvlX2F4w=w80-h105-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recomended menu: Tempoyak Patin, Pindang Patin, sambel Pete""","","Jl. Angkatan 45 No.18","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMnR4ODdtGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Roemah+Demang/data=!4m7!3m6!1s0x2e3b7559a7ccc0c1:0x6678d5c560749e6e!8m2!3d-2.9766153!4d104.7393854!16s%2Fg%2F11s39zs6zk!19sChIJwcDMp1l1Oy4Rbp50YMXVeGY?authuser=0&hl=id&rclk=1","Roemah Demang","4,3","(839)","·","Rp 50–75 rb","Sesuai untuk keluarga","·","Jl. Panahan No.7","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8CCn2WbfdAQmPyNwKdnv1N7PXg1f06TvAn7XAvgdetXIFqRyRhbJ5xRl3jT-AhlEKUxysow8gd9zpEON8Fhxgm9sopZTlQmCOkuj_xEpKmKTB9VXTYfqZ9ByhxP-gQaXVaXLG9Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya luas, pelayanan ramah, makanannya enak, harga worth it.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzMzl6czZ6axgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Monte+Resto+%26+cafe/data=!4m7!3m6!1s0x2e3b75fb5dbe09d3:0xe5873684c16d61da!8m2!3d-2.9871828!4d104.7459028!16s%2Fg%2F11b76ndg6p!19sChIJ0wm-Xft1Oy4R2mFtwYQ2h-U?authuser=0&hl=id&rclk=1","Monte Resto & cafe","4,6","(2.014)","·","Rp 50–75 rb","Restoran","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1iesVGTSIyaza-biUXChY9ItUe3Mcs56AJe913YLhbYM0QGsWi0wfFxF75ZVmf5Zeo5nNmW3d7ni2rwYtYqTGoVxKtAyuOLAbzuk0yvHdSGycDP0UxChr9ahJroiFqsraRets=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya adem, rapi, apik, ada live musicnya, menu beragam.""","","Jl. KH. Ahmad Dahlan No.68","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNzZuZGc2cBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kedai+Tiga+Nyonya/data=!4m7!3m6!1s0x2e3b75fe9f25c2a3:0x351a26800670828d!8m2!3d-2.9913167!4d104.747928!16s%2Fg%2F11ck3j2xbh!19sChIJo8Iln_51Oy4RjYJwBoAmGjU?authuser=0&hl=id&rclk=1","Kedai Tiga Nyonya","4,4","(814)","·","Rp 50–75 rb","China","·","Jl. Supeno No.6A","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFBTfIYWtcrHKS9D_JnoyFulQgetB-wvY0APqGJ55AsKgkL2iPPDBg9Xxg4hsFjFIabeMN__XTJk1Skw0Sacs9M71CzTvomfVxp-5jF3Sa06DucGko6DGNGst-OK9eI3-HWeJp=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bagus tapi menu makanannya kurang enak.""","","Tempat luas dengan nasi dan seafood","","",""
"https://www.google.com/maps/place/Kimukatsu+Palembang+Indah+Mall/data=!4m7!3m6!1s0x2e3b77cd87e1ed8f:0x64d23c39859bd3c4!8m2!3d-2.9848239!4d104.753828!16s%2Fg%2F11ng76znr1!19sChIJj-3hh813Oy4RxNObhTk80mQ?authuser=0&hl=id&rclk=1","Kimukatsu Palembang Indah Mall","5,0","(11.403)","·","$$","Jepang","·","Jl. Letkol Iskandar No 18, 24 Hilir Kec. Bukit Kecil, Palembang, Sumsel 30134 Palembang Indah Mall, Ground Flour unit 36-38","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPBmgvxhOQ9XYzdGgIa8sf9oIILpy3gNeXHgLDMhX19WXSUV98bV7gHoJr4sECItAb3uaARwuRX9mB6WO25Rwu81MHEfHVJSEvLY1cDIZ2TPtpCP786ZlC2NjHwVkbWaYHseld=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak, vibes bagus, service bagus, dan makanan yang enak""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFuZzc2em5yMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kalpataru+Resto+and+Cafe/data=!4m7!3m6!1s0x2e3b75ef7b20c827:0x3f41f61ae30e870b!8m2!3d-2.954766!4d104.7497358!16s%2Fg%2F11sh4xhk74!19sChIJJ8gge-91Oy4RC4cO4xr2QT8?authuser=0&hl=id&rclk=1","Kalpataru Resto and Cafe","4,5","(1.706)","·","$$","Restoran","·","Jl. Jend. Basuki Rachmat No.1496","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmrvvBrii-JDOsQ9ft9BOpMXh4sy6VWbKToGlI0Hv8OjuiyVWkwgLFYnVuDdrBHW8_hyc0CIxGE3axiduKu65pyWIp4y5a3Bw4zsWpUjdt0fZBpbU_VuvMFFrazBlhyv96tWF2=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu makanan pembuka, menu utama, sampai dengan menu penutup lengkap.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzaDR4aGs3NBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/SORE%C3%89/data=!4m7!3m6!1s0x2e3b77fb2fa77a61:0x9c1bb4a559b6fb9d!8m2!3d-2.9757601!4d104.7589772!16s%2Fg%2F11p56hd716!19sChIJYXqnL_t3Oy4Rnfu2WaW0G5w?authuser=0&hl=id&rclk=1","SOREÉ","4,6","(417)","·","Rp 75–100 rb","Masakan Perpaduan Asia","·","·","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfBM1urt7Chr5Txc4wyfhzaUCKxTShWePc6SWVhN5Tm9gx9O5R8pZFb3yvARr3IXpTimu0MnbOAqXOgwiRNWMK-Dno2Huw4iU5t3wLJo0LJFy41TnOw09F1rHtctwshFDZbgMW=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman buat nongki, fnb nya enak2, harga affordable""","","Jl. Veteran No.176","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwNTZoZDcxNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=OZ74ad-VPPDuseMPkN_f2Q4&ei=OZ74ad-VPPDuseMPkN_f2Q4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Gachi+Korean+Restaurant/data=!4m7!3m6!1s0x2e3b77c0478370e9:0xb69cf599ccdc6f4!8m2!3d-2.9577225!4d104.7700994!16s%2Fg%2F11n6fc6gc8!19sChIJ6XCDR8B3Oy4R9MbNnFnPaQs?authuser=0&hl=id&rclk=1","Gachi Korean Restaurant","4,5","(546)","·","Rp 50–75 rb","Korea","·","Union Pointe, Jl. AKBP Cek Agus Gedung No.286","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH05GzqdoY5e1eZiBYZGPlI3jedRj4cA_CMws44qSriPnFe7d9U10RT8Ir3RRyoeFWddWPedQBt4xHh81dBA0CZkd0pQxUXgSjefrRrEGxh8aeZokouOzEq-7TMBeSmijwMak1-=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak2 sih, tapi sayang banget staffnya pada berisik banget.""","","","","",""
"https://www.google.com/maps/place/R%26B+Grill+Palembang/data=!4m7!3m6!1s0x2e3b7543b90b7cc5:0xb97a86a1760e32f!8m2!3d-2.9891359!4d104.750004!16s%2Fg%2F11j96p6pmw!19sChIJxXwLuUN1Oy4RL-NgF2qolws?authuser=0&hl=id&rclk=1","R&B Grill Palembang","4,8","(1.127)","·","$$$","Steak","·","Jl. Diponegoro Kel No.5, RT.027/RW.001","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeODXrVBIqTqdsDe7M-fNgPptz5T_yuKr0YacOow4aT_oHw19KeJ2KuJI4IHmPau7EEKr1ddfaPW9G0SRgHOWQd9uZlLtqBPGmhz1CzU-tX9nyaX_pE36FFxLk4-g_pE4Ark0g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Steak nya juicy , mashed potato nya creamy & makanan lainnya juga enak.""","","Restoran simpel dengan steak & sandwich","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqOTZwNnBtdxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=QZ74aaOjNsyRseMPtO-I0Qo&ei=QZ74aaOjNsyRseMPtO-I0Qo&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/The+People%27s+Cafe+Palembang+Indah+Mall/data=!4m7!3m6!1s0x2e3b7703eb4b4d15:0x5cafb1a84cceffc3!8m2!3d-2.9849487!4d104.7533615!16s%2Fg%2F11w49gwf0k!19sChIJFU1L6wN3Oy4Rw__OTKixr1w?authuser=0&hl=id&rclk=1","The People's Cafe Palembang Indah Mall","4,9","(1.913)","·","$$","Restoran","·","Jl. Letkol Iskandar No.18 Ground Floor","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNqmnJFFw_HFockPEEZkA1SYfyksPZUpBTvg9SdPDKiQgmaISBvGsckNoo4kSs_IQhgCRmaxT3L1RSi5I-Y871UI0nUK5JJOC24aRuNh3bZwDCteOyKBBDUk3BGPXDEZn_YprSL3YJLXr3=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menunya lengkap, makanannya enak, dan tempatnya lumayan cozy""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3NDlnd2YwaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=QZ74aaOjNsyRseMPtO-I0Qo&ei=QZ74aaOjNsyRseMPtO-I0Qo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Gemercik+Resto-Suki-Kedai+Kopi/data=!4m7!3m6!1s0x2e3b75e8e6845969:0xb624f6fa071f8400!8m2!3d-2.9667091!4d104.7343557!16s%2Fg%2F11g196hry_!19sChIJaVmE5uh1Oy4RAIQfB_r2JLY?authuser=0&hl=id&rclk=1","Gemercik Resto-Suki-Kedai Kopi","4,5","(2.405)","·","$$","Sesuai untuk keluarga","·","Seberang RS Bunda, SMK2, Jl. Demang Lebar Daun","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7rYwUuqetACYj6EVURMUE6Uq-iE4nPE1_8MjA-Ojdmbzlwk9wUiJwu3Q6nDWHWcpib93TLlyB49LnAc015fdqs59_3d8-KzNmeQf_cHl7wIOpw2StJJbplbXSFFRZPxVqgJL0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, bisa live music, ada tempat bermain anak""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnMTk2aHJ5XxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=QZ74aaOjNsyRseMPtO-I0Qo&ei=QZ74aaOjNsyRseMPtO-I0Qo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Bukit+Golf+Resto+%26+Resort+Cafe/data=!4m7!3m6!1s0x2e3b76617f21b67d:0x37b11c9aaef70241!8m2!3d-2.9584686!4d104.7702574!16s%2Fg%2F11g6j8s5mt!19sChIJfbYhf2F2Oy4RQQL3rpocsTc?authuser=0&hl=id&rclk=1","Bukit Golf Resto & Resort Cafe","4,5","(1.867)","·","$$","Restoran","·","Jl. AKBP Cek Agus No.200","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnLJA2DU1PLCffjIXdmeUijbEojiI6_iaTxVLqkS4S4898v0ui39IK6xmGwVUAM9QKqXjSvj_64JJesaGKIarcHesedVCvd06fuPVh6yBYcBih1_eV8jgUMIxzvXGvyoRVC7Hc=w189-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu makanan bervarian dengan cita Chinese food dan tradisional yg enak.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnNmo4czVtdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=QZ74aaOjNsyRseMPtO-I0Qo&ei=QZ74aaOjNsyRseMPtO-I0Qo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Makan+Place/data=!4m7!3m6!1s0x2e3b75e16200c7cf:0x7c225e64bcf1275a!8m2!3d-2.9822647!4d104.7463171!16s%2Fg%2F11fr3lyt0p!19sChIJz8cAYuF1Oy4RWifxvGReInw?authuser=0&hl=id&rclk=1","Makan Place","4,9","(40)","","","Restoran","·","No Jl. Radial No.1371","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJCsvyriDbu7YGKfI42wYpxs23GOfjyOCe2vQFwnUR1prGOLjSBemRfcMaNNAR902eG67wGsckNORAddhKqJ46KLuEZUdcfAKq5xUldKtb3Z5rHNbzpxheYJmlTPp6EyN-H2vM=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pass menunya dan harganya...ok""","","","","",""
"https://www.google.com/maps/place/Sushi+Tei+Palembang/data=!4m7!3m6!1s0x2e3b75fb1619566f:0xd65daf946784d600!8m2!3d-2.9875266!4d104.7443708!16s%2Fg%2F11bychzm8_!19sChIJb1YZFvt1Oy4RANaEZ5SvXdY?authuser=0&hl=id&rclk=1","Sushi Tei Palembang","4,6","(3.681)","·","$$$","Jepang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpB8WeWKbqDZ-H8U0VpaopmD7Ke_63Bv-2swQmQM7Nw_8vucWq8fVJX-a2dJOYIvtvCgjEfOpM1QiE0jwvIzqKvLML3aKWbD2CeKOMjHyC5qYLVm_xNoQ8MqEL7wshNDWB5ZyX=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu vegetarian nya sedikit, harga nya sesuai dengan kualitas nya.""","","Jl. Ki Ranggo Wirosantiko No.1C","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFieWNoem04XxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=QZ74aaOjNsyRseMPtO-I0Qo&ei=QZ74aaOjNsyRseMPtO-I0Qo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
