"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 6","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","M4A5Cf","M4A5Cf 2"
"https://www.google.com/maps/place/Makan+Bistro+%26+Koffee+Addict/data=!4m7!3m6!1s0x2e3b766d2f5f8683:0x40fb5e7f8c5208c!8m2!3d-2.9755342!4d104.7662032!16s%2Fg%2F11d_2ft08n!19sChIJg4ZfL212Oy4RjCDF-Oe1DwQ?authuser=0&hl=id&rclk=1","Makan Bistro & Koffee Addict","4,4","(343)","·","Rp 50–75 rb","Pizza","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4_mH3Wu4vumIT1KQFqg-3VK69KhVpNlOPRKQUnlbstNHrZNuHtonIBYTYOaAeZ_ifG0zaOtMkn3WCtAVcbgyz6V4lwL6m2HTVNyStj6FMGCrFrI_bdRYO2EhIm3Jh8eeqOdJi=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pizzanya juga wajib dicoba dan smoothies nya enak-enak""","","Jl. Veteran No.939 F8","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkXzJmdDA4bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=r534aa3yKp-RseMP96e0sAo&ei=r534aa3yKp-RseMP96e0sAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Pizza+Rakyat/data=!4m7!3m6!1s0x2e3b75d1a8b31ec1:0xc03c4f745cc5c53a!8m2!3d-2.9639435!4d104.7429958!16s%2Fg%2F11h6g52r80!19sChIJwR6zqNF1Oy4ROsXFXHRPPMA?authuser=0&hl=id&rclk=1","Pizza Rakyat","5,0","(2)","","","Pizza","·","Jl. Jend. Sudirman No.2169","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J9LFip9yGZPhLopmAu7q1Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=218.04117&pitch=0&thumbfov=100","","Makan di tempat","","","Bawa pulang","Pesan antar","","","","·","·"
"https://www.google.com/maps/place/Milano+Pizza/data=!4m7!3m6!1s0x2e3b760e8d3cc0b3:0xe0bc75c397284e0!8m2!3d-2.982277!4d104.760248!16s%2Fg%2F11bc7qvr2d!19sChIJs8A8jQ52Oy4R4IRyOVzHCw4?authuser=0&hl=id&rclk=1","Milano Pizza","5,0","(9)","","","Pizza","·","Hotel Wisata, JL. Letkol Iskandar, No. 105-107, 17 Ilir, Ilir Timur I","Buka","· Tutup pukul 22.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L1DyDNsAWvpdEQKkVBjcGA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=349.50424&pitch=0&thumbfov=100","","Makan di tempat","","","Bawa pulang","Antar tanpa bertemu","","","","·","·"
"https://www.google.com/maps/place/Pizza+Rakyat+Bukit+Lama/data=!4m7!3m6!1s0x2e3b9e1bb07c76cf:0xf75774028078496!8m2!3d-3.0027417!4d104.7367125!16s%2Fg%2F11f5h3bn48!19sChIJz3Z8sBueOy4RloQHKEB3dQ8?authuser=0&hl=id&rclk=1","Pizza Rakyat Bukit Lama","4,8","(5)","","","Pizza","·","Jl. Sultan M. Mansyur No.40","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrqLRpJOD6UiFGHaAZmh6LrbtyqHMXQESZDfIib24UiW8kAONnoG9sJaZM9rUEIKUWffzvzEFr8TcR9ruf6Sj3P1NLKFSoWQxwhxj4dR8bAwdJBdAI--z8WnKTqsdhXtXuO63_Ww=w122-h92-k-no","","Makan di tempat","","","Bawa pulang","Pesan antar","","","","·","·"
"https://www.google.com/maps/place/King+Kone+Pizza/data=!4m7!3m6!1s0x2e3b75c612fe7575:0xd0d9f89413111bf9!8m2!3d-2.9683989!4d104.737494!16s%2Fg%2F11g871t5p3!19sChIJdXX-EsZ1Oy4R-RsRE5T42dA?authuser=0&hl=id&rclk=1","King Kone Pizza","5,0","(1)","","","Pizza","·","Jl. Demang Lebar Daun No.989","Segera tutup","· 21.00 · Buka Sel pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEog2ibgeogCGT6H6u95OVfQJBnMnKaItzaUpkogRI_w5lkw2fAMb2WaWBUA_hiG7dseTaHc7jF9Ki6UBO7bCnn4A4hOESamQ1jirTMBeW1AFxmqtkyO8RgcsqPe5ROfns3ZLE=w80-h106-k-no","","Makan di tempat","","","Bawa pulang","Antar tanpa bertemu","","","","·","·"
"https://www.google.com/maps/place/Butcher+Steak/data=!4m7!3m6!1s0x2e3b768a06d7aa25:0x47f7e67d02e5e50e!8m2!3d-2.9565494!4d104.7700071!16s%2Fg%2F11g8wh6kmg!19sChIJJarXBop2Oy4RDuXlAn3m90c?authuser=0&hl=id&rclk=1","Butcher Steak","4,9","(4.413)","·","$$","Steak","·","Jl. AKBP Cek Agus No.284","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPWsstYM63L59pN67VEJQObVuaz34eEjmM_xH6wSWEhgZWvaDShZVIYWY-lALM6E_rZll_ESU2rA46wgtlLIst6JgTfHceA3Gd7uT8n3tWkr7tGQloQh7Ci28CAOapRfvmZ5wxDA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","Pizza","-nya juga gak kalah enak, kejunya meleleh dan toppingnya berlimpah.""","","","","",""
"https://www.google.com/maps/place/Lavoi+Pizza/data=!4m7!3m6!1s0x2e3b77005e7f0831:0xd3c2de98904ed608!8m2!3d-2.9915559!4d104.7946975!16s%2Fg%2F11w1lqrb08!19sChIJMQh_XgB3Oy4RCNZOkJjewtM?authuser=0&hl=id&rclk=1","Lavoi Pizza","5,0","(4)","","","Pizza","·","Jl. D.I. Panjaitan No.6","Segera tutup","· 21.00 · Buka Sel pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmA3C7Nrh6ANuIANtiSJITvUETK-TboRZMcm5IqBgZkH8qREgklIUQLKdhy4jcp5rmaVeavsFCscSsGaHRNMNidFjh52gxaTKpEFCHEx-GEXB6iWgg9fIaEmW7J_s1EFxW8rZbsg=w80-h142-k-no","","Makan di tempat","","","","","","","","",""
"https://www.google.com/maps/place/Sari+Pizza/data=!4m7!3m6!1s0x2e3b7379fee41911:0x74abe4f0e7e5156b!8m2!3d-2.9156547!4d104.6914187!16s%2Fg%2F11fn6kdshs!19sChIJERnk_nlzOy4RaxXl5_Dkq3Q?authuser=0&hl=id&rclk=1","Sari Pizza","4,8","(20)","","","Pizza","·","3MMR+PHM","Buka sekarang","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZ4fsvXW2TID7Ddzepk4QQsGBu-Nz0bDHgtuntqPt7Xe7wSXOA0BQP8Bexw331k2Al_noiPXsgfux0tlJ-Xwd6hmw7ifBCoFF2Y0ROe89lrbTM35s7gRXvkBjSWxc2Y2DR8Kn-tQ=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kue kue nya enak press pass lidah, higenis dan harga sesuai kwalitas.""","","","","","","","","",""
"https://www.google.com/maps/place/Krusti+Pizza/data=!4m7!3m6!1s0x2e3b7606188590f5:0xdc1424049f4f1f31!8m2!3d-2.9864635!4d104.7564936!16s%2Fg%2F11gbz0wdx4!19sChIJ9ZCFGAZ2Oy4RMR9PnwQkFNw?authuser=0&hl=id&rclk=1","Krusti Pizza","5,0","(1)","","","Pizza","·","2Q74+CH9, Lorong Bunga Hati","Segera tutup","· 21.00 · Buka Sel pukul 13.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o56dSOo5aL-iqleP1skDPA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=186.50838&pitch=0&thumbfov=100","","Makan di tempat","","","Bawa pulang","Pesan antar","","","","·","·"
"https://www.google.com/maps/place/LN+Fortunate+Coffee/data=!4m7!3m6!1s0x2e3b76f3c9786403:0x202212c4aae3d204!8m2!3d-2.949918!4d104.779953!16s%2Fg%2F11csrqqj0r!19sChIJA2R4yfN2Oy4RBNLjqsQSIiA?authuser=0&hl=id&rclk=1","LN Fortunate Coffee","4,8","(219)","·","Rp 25–50 rb","Vegetarian","·","·","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHj6lHRHE2rQy1778RKipWmqRx1CtOXpeDaEGBFKXxZdWDeRAglqx6iJbhF1TdqjDDUSjhZfnXrunRH8dhKkzGRqhGjJULLEBWIJoZmDWvE6V2cwY-JHlmG3rJ-fXGJcpP3aNKK=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best place, best vibes, best taste""","","Jl. H. Abdul Rozak No.11","","","","","","",""
"https://www.google.com/maps/place/PIZZA+PERKS+KAMBANG+IWAK/data=!4m7!3m6!1s0x2e3b75005d4039dd:0xf00335ba6d85e668!8m2!3d-2.9912864!4d104.7449923!16s%2Fg%2F11nc10wf8q!19sChIJ3TlAXQB1Oy4RaOaFbbo1A_A?authuser=0&hl=id&rclk=1","PIZZA PERKS KAMBANG IWAK","","","","","Pizza","·","Jl. Gajah Mada No.6","Buka","· Tutup pukul 21.30","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PAjxYbxmypVLXzZmEfOilw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=298.9848&pitch=0&thumbfov=100","","","","","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFuYzEwd2Y4cRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uJ34aZmsD8zkseMPlffrwQ8&ei=uJ34aZmsD8zkseMPlffrwQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Pizza+Nian/data=!4m7!3m6!1s0x2e3b770d74640931:0x50bae9385ac54684!8m2!3d-2.9275324!4d104.7872449!16s%2Fg%2F11p3g_pd44!19sChIJMQlkdA13Oy4RhEbFWjjpulA?authuser=0&hl=id&rclk=1","Pizza Nian","5,0","(1)","","","Pizza","·","3QCP+XVQ, Jl. Siaran","Segera tutup","· 20.30 · Buka Sel pukul 13.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBrdAgNdNqfehMBAsI3HiEeX7JCeiVG2a4lyW8baBD41HRxybnIWWG4IB_a-xKZJgaG3uBq0SDNoTkUQEaQL32ePbIMU-d_9LIbz9hzz258Kv0sXi3wZTr68C3RGEY8ruHOSsw=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak dan murah""","","","","","","","","",""
"https://www.google.com/maps/place/Mom+Cook+Palembang/data=!4m7!3m6!1s0x2e3b752265b9c2af:0x6223d780015e1874!8m2!3d-2.9295128!4d104.7119263!16s%2Fg%2F11h4zpv5n3!19sChIJr8K5ZSJ1Oy4RdBheAYDXI2I?authuser=0&hl=id&rclk=1","Mom Cook Palembang","5,0","(4)","","","Pizza","·","Jl. Pengadilan Tinggi No.18","Tutup","· Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqXLJ8c8_MTctb7HZkM4AZZSdW4PnEek_Ltk3DwxmEwEOYSTUUO7lmyavCC1X3gLWs5qELeI2aqlhQfHKdjKnQTtf8_pIoU8gj1qCi99j3htRwUCGERhxiUQt1DHrFXjxekdumvg=w82-h92-k-no","","Makan di tempat","","","Bawa pulang","Antar tanpa bertemu","","","","·","·"
"https://www.google.com/maps/place/Days+Cafe/data=!4m7!3m6!1s0x2e3b779f69c618eb:0x6e1441378d7bab79!8m2!3d-2.962146!4d104.7697925!16s%2Fg%2F11t75g_x0c!19sChIJ6xjGaZ93Oy4Reat7jTdBFG4?authuser=0&hl=id&rclk=1","Days Cafe","4,7","(629)","·","Rp 50–75 rb","Kafe","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUykPX5EBN4NTLR09UY7Cldcvcj1VkPpEcOhnsJZ8hhivZ_YgNJtABL271yFARIKlfTMNkijou3UDPgGoprIRtoB4oJ6nyP26T_tojDzWRfaE9otERXf7SQnps5kbou5ut4iYe=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""woww 10000/10.""","","Jl. Dr. M. Isa III No.19-21","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0NzVnX3gwYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uJ34aZmsD8zkseMPlffrwQ8&ei=uJ34aZmsD8zkseMPlffrwQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/All+Nite+%26+Day+Hotel+Veteran+Palembang/data=!4m10!3m9!1s0x2e3b766d45ffe5f7:0x8c3592a0f7fd8f8f!5m2!4m1!1i2!8m2!3d-2.9755521!4d104.7661634!16s%2Fg%2F11df0x3gmj!19sChIJ9-X_RW12Oy4Rj4_996CSNYw?authuser=0&hl=id&rclk=1","All Nite & Day Hotel Veteran Palembang","4,5","(3.344)","","","Restoran Pizza","Penginapan simpel, plus Wi-Fi gratis","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIO4LrfHL8l2EuIuKLNSeu_X104Z2x1-d5M1oFWhlCq7JZWHvHhzfOyyagK68yOnOtERPAZJZT6IqKeW4mnLZyDel7m0py6EcOvTf-YTSDlJlI8peTIRzl-WBWZ8Ua_-s-Ne5s3NabFRs=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended!""","","","","","","","","",""
"https://www.google.com/maps/place/Lacasa+coffee+%26+pizza+plaju/data=!4m7!3m6!1s0x2e3b7700002d06bb:0xa1f69d8a89c5130a!8m2!3d-2.9901026!4d104.7889065!16s%2Fg%2F11w1c015gl!19sChIJuwYtAAB3Oy4RChPFiYqd9qE?authuser=0&hl=id&rclk=1","Lacasa coffee & pizza plaju","4,0","(8)","","","Pizza","·","2Q5Q+WGX, Jl. Jenderal Ahmad Yani","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqk9hIyvgQFKPuSRTzHREfzA0BbxoQsHI8w-gWZt8fg8K4-9VDKx8DAUeudtopupH1BMzzH3yUgDhmOH38OJHViS1WzTgGSdMoRLXTrX9m1MVGJTnZ4dj_8e1aZHhUFgp7SotOHJrGn04=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman, pelayanan baik, ramah, untuk pizzanya best🔥""","","","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3MWMwMTVnbBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uJ34aZmsD8zkseMPlffrwQ8&ei=uJ34aZmsD8zkseMPlffrwQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Pizza+Family/data=!4m7!3m6!1s0x2e3b75f42edcd769:0x965c2467f8f2749f!8m2!3d-2.9196278!4d104.7422348!16s%2Fg%2F11jp08jm7d!19sChIJadfcLvR1Oy4Rn3Ty-GckXJY?authuser=0&hl=id&rclk=1","Pizza Family","5,0","(4)","","","Pizza","·","Lorong P. Gn.","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEx0oUQ_P2Bu6GVUBINSFIY0u4jL2DyGA8fk7wXTjVhQoUckw9QnxTQX9nn0fMcomyNLpDdZ1KWK4mzCT8mgzq_eNUKjTcPG-Ns-qIcA17q7nLt74CQJaBeiFPxTcs7f8AkhYOj=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","pizza","enak, kue homed""","","","","",""
"https://www.google.com/maps/place/Pancious/data=!4m7!3m6!1s0x2e3b766cd854819d:0x922d27bb44796b2a!8m2!3d-2.9754373!4d104.7666423!16s%2Fg%2F11c2j4904c!19sChIJnYFU2Gx2Oy4RKmt5RLsnLZI?authuser=0&hl=id&rclk=1","Pancious","4,6","(1.148)","·","$$$","Masakan Barat","·","Social Market, Jl. Veteran Kav. A-3 No. 999, 9 Ilir, Ilir Timur II","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE81ZsV5MZi6ag0xWeuRtnMq86VgbpM-0GjN5p6CEHgrp4w0wIUQGeX81T6NVVxp16zlumwabGim5R0wBxGXGfPFbbK0x9dR-RLOqLVH3FaF0saZFZ5nq__ADH2cbxzjMgpmko5Ow=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kalau ke sini pasti order grilled chicken breast / salmon pesto.""","","","","","","","","",""
"https://www.google.com/maps/place/Rumah+pizza+hommed+Alfatih/data=!4m7!3m6!1s0x2e3b77decd4f4755:0x89edb01629de7129!8m2!3d-2.9338607!4d104.7621521!16s%2Fg%2F11jjtyncv9!19sChIJVUdPzd53Oy4RKXHeKRaw7Yk?authuser=0&hl=id&rclk=1","Rumah pizza hommed Alfatih","5,0","(2)","","","Pizza","·","3Q86+FV2","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGj9-8nQrYuj2czUia-ewUuiL1ArFQp_cYLJfwy6akaLR8aQGEPkvLvZh85tXyeFtjSN2wdYkLd8ZcrfIScIrjLwA1AWj7peZQUJBA-6Kl2x58ftVjpmlaLl3NG7fuPvXK6Ycs_=w80-h106-k-no","","Makan di tempat","","","Bawa pulang","Antar tanpa bertemu","","","","·","·"
"https://www.google.com/maps/place/PIZZA+BOX+2/data=!4m7!3m6!1s0x2e3b9fe4d62b53e9:0xaf46f2690fcad407!8m2!3d-3.0025415!4d104.7104076!16s%2Fg%2F11jfcp42kw!19sChIJ6VMr1uSfOy4RB9TKD2nyRq8?authuser=0&hl=id&rclk=1","PIZZA BOX 2","5,0","(4)","","","Pizza","·","XPW6+X5M, Jl. Tj. Bubuk","Segera tutup","· 21.00 · Buka Sel pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEV0WEhlAGn3kLIU8Tr51056WKxnU48YKUlP4zyfRSJf4jVao2PnuNVAWtGRr2qjdblinrjHRBW3elfLExtPUtwzwpptWzg9H0z14-g_bXUuz7NiwO8lgrTS4La5zgEr16gUF-AHg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Maknyossss dan merakyat.kualitas tidak kalah dgn yg brand""","","","","","","","","",""
"https://www.google.com/maps/place/Pizza+top+gatra/data=!4m7!3m6!1s0x2e3b752dea68dd6b:0x556478b4572dd7ef!8m2!3d-2.940863!4d104.849757!16s%2Fg%2F11lrrpbg4h!19sChIJa91o6i11Oy4R79ctV7R4ZFU?authuser=0&hl=id&rclk=1","Pizza top gatra","","","","","Pizza","·","Jl. Taqwa Mata Merah No.kel","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtUws1tVenXHopstchni5W4sg5AX6RYOvpUE8wQ0dqLL1tc10GmN3NhiLcak_AoU20MkCo7AfT6x0_hF3UjcLv9NUXWUZJ6uBmQwuhrTWJsg_wBKrNNF7WnYVbMV9BEd__z2o=w122-h92-k-no","","Makan di tempat","","","Ambil di tepi jalan","Pesan antar","","","","·","·"
"https://www.google.com/maps/place/Martabak+Pizza+Vivi/data=!4m7!3m6!1s0x2e3b77d622f77f71:0x2de0f5f2c22b8ffd!8m2!3d-2.9946341!4d104.8061869!16s%2Fg%2F11hzqbv_sf!19sChIJcX_3ItZ3Oy4R_Y8rwvL14C0?authuser=0&hl=id&rclk=1","Martabak Pizza Vivi","5,0","(1)","","","Pizza","·","2R44+4FV, Jl. D.I. Panjaitan","Buka","· Tutup pukul 23.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e3LkPfzFsPGkf3b53K0kxA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=202.21211&pitch=0&thumbfov=100","","Makan di tempat","","","Bawa pulang","Pesan antar","","","","·","·"
"https://www.google.com/maps/place/DIM+SUM+INN/data=!4m7!3m6!1s0x2e3b766d2ff8da81:0x60d33633691251f0!8m2!3d-2.9753171!4d104.7663841!16s%2Fg%2F11hd7djnlz!19sChIJgdr4L212Oy4R8FESaTM202A?authuser=0&hl=id&rclk=1","DIM SUM INN","4,6","(235)","·","Rp 50–75 rb","Dim Sum","·","·","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVkbPnft7KV2dczm8xlb-THNjng4IRiVoJ6IYELk_Qkqsmu4VRnTZr1e1jO5tOxFVc349yPGvaMuWlfH6oBZoV0PZj3wkr6u9NGbwHss2M2piiuEJ6PfSbT8fsilyJZPvyl0ji=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pasta dan","","Jl. Veteran No.939 F5","pizza","nya enak juga walaupun kurang gurih.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoZDdkam5sehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vZ34afObOaGywcsPzpnOqQI&ei=vZ34afObOaGywcsPzpnOqQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Martabak+alpukat+Pizza+Nabila/data=!4m7!3m6!1s0x2e3b77e594d7d37b:0xf13a3444340abcb4!8m2!3d-2.9233756!4d104.7826091!16s%2Fg%2F11nrzm994w!19sChIJe9PXlOV3Oy4RtLwKNEQ0OvE?authuser=0&hl=id&rclk=1","Martabak alpukat Pizza Nabila","5,0","(4)","","","Pizza","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5aPO-gG0P6zryd4hSX5AU1uXUf292HUcMnqhUdZbXcb8tVkaQqd9VSr4BTdWV_NMMYXc3tpNqUD-S7fBuWTgV_0kqkIbCbl5T4tGHp1HWWWSuczogaeVB6XRXq9f4p5P2ERYc=w163-h92-k-no","","Makan di tempat","","Jl. Siaran No.2","Bawa pulang","Antar tanpa bertemu","","","","·","·"
"https://www.google.com/maps/place/The+Arista+Hotel+Palembang/data=!4m10!3m9!1s0x2e3b75e0cafeb8ef:0x1fa0a148089dd2c9!5m2!4m1!1i2!8m2!3d-2.9778309!4d104.746474!16s%2Fg%2F1hdyy4nnd!19sChIJ77j-yuB1Oy4RydKdCEihoB8?authuser=0&hl=id&rclk=1","The Arista Hotel Palembang","4,7","(6.141)","","","Hotel bintang 5","Hotel indah dengan kolam renang & resto","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlPOuqWfP9gMhW7WwuD2fXksaXgZ7VUhk82H-MwkxZ0EdJ3kobS5yYsvs8Nl7zqrgdKUIt5tWiP22KwVyS5o0taEJXXq57mNGJ8xIq_o1C2GQLDKxrluZzn_BtI2edMOBd9TaCaqK2tDg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","Pizza","nya enak.""","","","","",""
"https://www.google.com/maps/place/Amadeus+Pasta/data=!4m7!3m6!1s0x2e3b75d5a226e207:0x269b13632476b1f!8m2!3d-2.960935!4d104.7337124!16s%2Fg%2F11vdwx6k49!19sChIJB-ImotV1Oy4RH2tHMjaxaQI?authuser=0&hl=id&rclk=1","Amadeus Pasta","","","","","Italia","·","Gg. Arwana No.19, RT.2/RW.1","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-YnnF-Tn2wtVRsEc647oXw1NwnYXPaxIZgzK8sqZgnI-YSYTCyY2LRp7ayp7DKEEv_U6o4T3yrjp3H3hImCa3gEOpLgEQoR8zeQDAcSh3XDkUT30VWvu4zt1PXp0l7b3cNNMG0w=w92-h92-k-no","https://www.gstatic.com/local/justifications/menu_item_icon.png","Ada di menu:","","","pizza","","","","","",""
"https://www.google.com/maps/place/Blok+Semanggi/data=!4m7!3m6!1s0x2e3b7595a6538b39:0x18667657ba38c9b6!8m2!3d-2.9653448!4d104.7453164!16s%2Fg%2F11lw3bb62f!19sChIJOYtTppV1Oy4Rtsk4uld2Zhg?authuser=0&hl=id&rclk=1","Blok Semanggi","5,0","(26)","·","Rp 25–50 rb","Restoran","·","Jl. Jend. Sudirman. KM 3.5 No. 563, Sekip Jaya, Kec. Kemuning","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxns7Tog-Ynmfmt44_RK5rEjp2csduyin_LKhgoPW86AiXwplEBhjCxe7nWOPWc4dJE5lsjXjquUG1gnpip1zMFuXwF0-I8fbAKtTnkSP43FiDeheI0MFbydMEEIu-XIFBJAx-RHrALMsp=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lokasinya di belakang kantor, kayak kantin kantor gitu.""","","","","","","","","",""
"https://www.google.com/maps/place/Palembang+Square/data=!4m7!3m6!1s0x2e3b75dd7b663d3f:0xa673f79fd841a344!8m2!3d-2.9765884!4d104.7421305!16s%2Fg%2F1218f65f!19sChIJPz1me911Oy4RRKNB2J_3c6Y?authuser=0&hl=id&rclk=1","Palembang Square","4,5","(33.570)","","","Pusat Perbelanjaan","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEA1B8bIcDgK_vUr367dtlq6_HzU9gdL70pzw1Kz74pkegWWPOFVDSGjA4eCHcWz4Kno7K7g3WC8E8XglTr_aPf0FFEZqeSu6PNFThxzyt7fUnzRCuszxPcEPUE_0P9PPw51TWG=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lokasinya strategis sekali.""","","Jl. Angkatan 45","","","","","","",""
"https://www.google.com/maps/place/Akmal/data=!4m7!3m6!1s0x2e3b9d004ba120a1:0x487a89286e6dc5db!8m2!3d-3.03901!4d104.796797!16s%2Fg%2F11yh6v5w9s!19sChIJoSChSwCdOy4R28VtbiiJekg?authuser=0&hl=id&rclk=1","Akmal","","","","","Pizza","·","XQ6W+9HP, Jl. Tegal Binangun","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pei2RJBUI40ClVETXhlRTA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=207.76935&pitch=0&thumbfov=100","","Makan di tempat","","","Bawa pulang","","","","","·",""
