"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","doJOZc"
"https://www.google.com/maps/place/Kantin+Dilla/data=!4m7!3m6!1s0x2e69c4b1c44ab7b3:0xae946a4b9c6a9602!8m2!3d-6.5594906!4d106.7313601!16s%2Fg%2F11b6dp9h5_!19sChIJs7dKxLHEaS4RApZqnEtqlK4?authuser=0&hl=id&rclk=1","Kantin Dilla","4,4","(21)","·","$","Rumah Makan","·","·","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgvjQYhwi5bkdxk95eOunLTWSwu_bXXvxoHTK_-PsEYava_Ba2gtZqMv6q_mT5JXy9LvlndUwMu_H3VMZHEp2wJsY75hBUrkRbK_VsIoSM5_IZrpaW3XpjyqvFrPrOzfK8r45W4w=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya hampir setiap hari sarapan dan makan malam di Kantin Dilla.""","","","","IPB Darmaga, Jl. Babakan Raya No.102",""
"https://www.google.com/maps/place/Kopicentrum+Gedung+Alumni+IPB/data=!4m7!3m6!1s0x2e69c5b00efb42f7:0x403fc07d6f34e60f!8m2!3d-6.602597!4d106.8060551!16s%2Fg%2F11t8lp3sqh!19sChIJ90L7DrDFaS4RD-Y0b33AP0A?authuser=0&hl=id&rclk=1","Kopicentrum Gedung Alumni IPB","4,5","(117)","·","Rp 25–50 rb","Kedai Kopi","·","Jalan Padjajaran, Pabuaran, RT.04/RW.05","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPm04k2TiEbaO3sBbQXbojksjC3VHfSyCZ5W6iSBW9zx3AuRdT6jmaqXqC3oCeRTouQeFmTRjBJ6MQVaoKPYIzSR5Bh7ocz24igjPQdyhUdd2SLLI02zNLsHHgjp0o5WfzEnTA8Q=w80-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi goreng seafood-nya enak banget!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0OGxwM3NxaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6P4ae2mLsWMseMPj_3jwAI&ei=y6P4ae2mLsWMseMPj_3jwAI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Sangra+Coffee/data=!4m7!3m6!1s0x2e69c5004789f8b5:0xce1720dc7e9942bb!8m2!3d-6.6020836!4d106.8058073!16s%2Fg%2F11z65q4k6r!19sChIJtfiJRwDFaS4Ru0KZftwgF84?authuser=0&hl=id&rclk=1","Sangra Coffee","5,0","(4)","","","Restoran","·","Kampus IPB, Jl. Raya Pajajaran No.1, RT.02/RW.05","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwz9ZGj-yENAnvEmm1q9T1wmExsQAENi83xI-wYS5zuj-XHYVi8oqxko7bpgMgvRrhtS1a6saQr1tWwDeZFkIPB-0pnZtUp-jZG06rlOZGTsvW2-u54eNUrLmbCankJHLGq7glIBA2I_pS=w80-h106-k-no","","","","","","",""
"https://www.google.com/maps/place/Jelly+Potter+Kampus+IPB+Dramaga/data=!4m7!3m6!1s0x2e69c567789fea0b:0x2b6c6a86c0165fc1!8m2!3d-6.5615454!4d106.7307615!16s%2Fg%2F11h4d6tj98!19sChIJC-qfeGfFaS4RwV8WwIZqbCs?authuser=0&hl=id&rclk=1","Jelly Potter Kampus IPB Dramaga","4,7","(89)","","","Kafe","·","Jl. Babakan Tengah No.25, RT.2/RW.08","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDzEpAUo1wspInP84W5xqgTJi5QVEyE6oXdWQBdXpILz_IpGXIDzI9a0pKrXq2BKOw3S7EbUxrdWViuS7O2TDcpL17cNHXg9UZ7fUOYiTP8e-MS6s5VFDO37yWACs1QoN82OHs=w122-h92-k-no","","Makan di tempat","","","","",""
"https://www.google.com/maps/place/SAUNG+PAK+EWOK/data=!4m7!3m6!1s0x2e69c4332a60d2e3:0x677b65157360c51d!8m2!3d-6.5990816!4d106.8069985!16s%2Fg%2F11gzp0xjj!19sChIJ49JgKjPEaS4RHcVgcxVle2c?authuser=0&hl=id&rclk=1","SAUNG PAK EWOK","4,5","(6.316)","·","Rp 25–50 rb","Restoran","·","·","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0Ey-T0UJ8aQ6ogFbIzVQQcqrXzvw8Xbw75kD5xqzbNcslUb-YUSStmjxINJoc_heRHsvvlVmkUEhVZYYeXKYFprp9NFsYYcnkZDobpRep6fj2_jEr8_9i7IvfdVkJqHMQoxX5=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dari apptizer, main course dan dessert.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTFnenAweGpqGAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6P4ae2mLsWMseMPj_3jwAI&ei=y6P4ae2mLsWMseMPj_3jwAI&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Prof. DR. H. Andi Hakim Nasoetion, RT.02/RW.05",""
"https://www.google.com/maps/place/Hofland+Cafe+and+Resto+Bogor/data=!4m7!3m6!1s0x2e69c5949f42b963:0x448505b8cf25c1cd!8m2!3d-6.5690879!4d106.8048275!16s%2Fg%2F11jn4vcmr1!19sChIJY7lCn5TFaS4RzcElz7gFhUQ?authuser=0&hl=id&rclk=1","Hofland Cafe and Resto Bogor","4,6","(397)","·","Rp 50–75 rb","Restoran","·","Jl. A. Yani No.2, RT.01/RW.05","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_41HbfuYew8qS7Q7gSRR5nT2wjJECPBtSxKIQI1WGP8NEdmOfwxj8LN6l2TcWvw0NsQVDlAPIHieghHdVv_benmxcganR4h3VCl-XvpashqhVWmtlp1Mjarmo3uE8gFRbxzPY4A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu bervariasi.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqbjR2Y21yMRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6P4ae2mLsWMseMPj_3jwAI&ei=y6P4ae2mLsWMseMPj_3jwAI&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Kedai+Kita/data=!4m7!3m6!1s0x2e69c5dd8d8c7db9:0x1f0b8c02eec03e19!8m2!3d-6.6065627!4d106.8103217!16s%2Fg%2F11b7ztv96f!19sChIJuX2Mjd3FaS4RGT7A7gKMCx8?authuser=0&hl=id&rclk=1","Kedai Kita","4,5","(5.667)","·","Rp 50–75 rb","Pizza","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGX2oXh4T3szCAnr3tRrylagPff7mnVg8B8edZgXvnNDi_az_rv1ksP1k70ocsWLpMJdVMpvo43t5vMwEhMwCJ7GVd6svuvTegbtf2pM3qtpCxJJHt26iMPbHe0ZaPV4pvCtoajTQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap, coba pizza margarita.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiN3p0djk2ZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6P4ae2mLsWMseMPj_3jwAI&ei=y6P4ae2mLsWMseMPj_3jwAI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Kantor. Pos No.3, RT.04/RW.11",""
"https://www.google.com/maps/place/Hodtang+IPB+Dramaga+Bogor/data=!4m7!3m6!1s0x2e69c5004cf10149:0x447d618dbc40dc60!8m2!3d-6.5595582!4d106.7315444!16s%2Fg%2F11vsz590rh!19sChIJSQHxTADFaS4RYNxAvI1hfUQ?authuser=0&hl=id&rclk=1","Hodtang IPB Dramaga Bogor","5,0","(1)","","","Korea","·","CPRJ+5JF, Jl. Babakan Raya","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBHJDA_ouARcXfPGrXEQ_gPGVDO48-a8RnuFA3ETeRVAVFyAvjikmaVmgV4_rNo5FPpVWsvEVNDHXMz6jLQ3JJ3wbHBtlXEKK6sjo2QttvTZ37E7G7y_DUsCix19StRbTfYugSGQ=w80-h106-k-no","","Makan di tempat","","","","",""
"https://www.google.com/maps/place/Genus+Coffee+%26+Boutique/data=!4m7!3m6!1s0x2e69c52940856c0d:0x487d22e2073feec4!8m2!3d-6.5611108!4d106.7494972!16s%2Fg%2F11scn63mr5!19sChIJDWyFQCnFaS4RxO4_B-IifUg?authuser=0&hl=id&rclk=1","Genus Coffee & Boutique","4,8","(763)","·","Rp 25–50 rb","Restoran","·","Jl. Raya Cifor No.8, RT.01/RW.05","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpYFZhz9L9DmVFR9LmnPHSjzXKIp3ayW3ikMg3umv2T5-XvDDg2goiVlT7b3XiI9hIOd1QCJS2BblmGf7pIA3B41NlorKpEDBIXI-HcKoCRlduK20jCnZlPMLr9jWuoGxKnic5Y7JNlyE=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dari appetizer sampe dessert, dan makanannya enak-enak!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzY242M21yNRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6P4ae2mLsWMseMPj_3jwAI&ei=y6P4ae2mLsWMseMPj_3jwAI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Preksu+IPB/data=!4m7!3m6!1s0x2e69c58dc788364d:0x22d587028b6e98a8!8m2!3d-6.5585874!4d106.7357!16s%2Fg%2F11z5ldhl4_!19sChIJTTaIx43FaS4RqJhuiwKH1SI?authuser=0&hl=id&rclk=1","Preksu IPB","5,0","(1)","","","Restoran","·","Jl. Balebabak Jaya No.5, RT.04/RW.06","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFodvmFOi1bOuE0NxVdObOYl3IgHjIysFC7jKNrjKEnnKXtcVC580X6RmQ4S3K0WlIrzJbEnL_qTLGK09-HUqBYdVI1hqLfw00KI3GCnjIbZ82MnAEoAbM1rSfGG9w6_cYUcplK2UB2EC84=w80-h106-k-no","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF6NWxkaGw0XxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6P4ae2mLsWMseMPj_3jwAI&ei=y6P4ae2mLsWMseMPj_3jwAI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/KALIALAS+Riverside/data=!4m7!3m6!1s0x2e69c5c93a5665c3:0x71b50e33ae460077!8m2!3d-6.5558548!4d106.7422464!16s%2Fg%2F11m62xj_yr!19sChIJw2VWOsnFaS4RdwBGrjMOtXE?authuser=0&hl=id&rclk=1","KALIALAS Riverside","4,4","(388)","·","Rp 50–75 rb","Restoran","·","Sepintu Forest, Jl. Alternatif IPB Jl. Cilubang Mekar, RT.01/RW.04","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6u-yvM2U8kNdhIk4gQ7dlXImJHg-l5tIVs6RbTE19-PqDmzWG5Vo46yhthOrgU-tMJapkM52rSOhPLq_VdiQto1QbjZn9TI9Af7mmoVPL8o6ZlyI8ZuUaR2TyxTrI8iiIA2lf_brUDYA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pizza-nya juga outstanding.""","","","","",""
"https://www.google.com/maps/place/Fat+Bubble/data=!4m7!3m6!1s0x2e69c5cdde7ccf6d:0x92e01c332b541117!8m2!3d-6.591845!4d106.804462!16s%2Fg%2F11c44qhdqg!19sChIJbc983s3FaS4RFxFUKzMc4JI?authuser=0&hl=id&rclk=1","Fat Bubble","4,6","(5.838)","·","Rp 50–75 rb","Hidangan Penutup","·","Jl. Raya Pajajaran No.24, RT.01/RW.04","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9MgtGZ79l94HY1lu__z0pj7yxUoS3Fu4uNFx5RqHsX9wwjDmPujt8LMalB5LuQqgx-qMrx9cbGKH7RbsucuqoOwOTFpO52Rbeao-tads_pHJ0DBkfs3N_w2-6xyAAXA94KJs=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Delicious food, nice dessert.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNDRxaGRxZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=y6P4ae2mLsWMseMPj_3jwAI&ei=y6P4ae2mLsWMseMPj_3jwAI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/KOLONI+Food+%26+Space/data=!4m7!3m6!1s0x2e69c50b91dce40f:0x8ea4fba7d9468962!8m2!3d-6.5541926!4d106.7486066!16s%2Fg%2F11s5w47xhp!19sChIJD-TckQvFaS4RYolG2af7pI4?authuser=0&hl=id&rclk=1","KOLONI Food & Space","4,3","(269)","·","Rp 25–50 rb","Kedai Kopi","·","CPWX+8CH, RT.01/RW.03","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGO2FBEkeGOCuwHLp6fDH73WsyWKIMSHbcAd-wDnLfN6-2kjN5Jy6X6lUBp7-BzdDssM_I3IAAaZy943CSHGrKBlqHEcC46iSFw1rTJQdCg6O1NQJHj4VpJFlzflJJT9Ej02uCU=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Oh ya, tapi masih kurang menu dessertnya.""","","","","",""
