"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","doJOZc"
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Sambal+Bakar+Indonesia,+Dramaga+IPB+Bogor/data=!4m7!3m6!1s0x2e69c5e97275540d:0xd698de6311d8275b!8m2!3d-6.5699742!4d106.7392594!16s%2Fg%2F11vc6wvs8b!19sChIJDVR1cunFaS4RWyfYEWPemNY?authuser=0&hl=id&rclk=1","Sambal Bakar Indonesia, Dramaga IPB Bogor","4,9","(11.603)","·","Rp 25–50 rb","Indonesia","·","Jl. Raya Cibungbulang - Bogor No.41, RT.01/RW.01","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxyjCL8lal6jwHOlnqUm2Rw7IsT4Jrs9-fpI4PiLBE-EIKZI93FFvRH9bD7wZTxUdnyFaLBDuAInjVbLFjvH474EN5rG3WHBoeY5lp-KRWdvh8PuHsg8OiqdNKwf3Jkj56h6rs=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best service besttt menu!!!!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2YzZ3dnM4YhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vaP4acuiOueOseMP2I3WsQg&ei=vaP4acuiOueOseMP2I3WsQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Sangra+Coffee/data=!4m7!3m6!1s0x2e69c5e781f6a5c3:0x3bac3e6db5f5eb4f!8m2!3d-6.6009953!4d106.8058105!16s%2Fg%2F1ptywqq9b!19sChIJw6X2gefFaS4RT-v1tW0-rDs?authuser=0&hl=id&rclk=1","Sangra Coffee","4,5","(1.061)","·","Rp 50–75 rb","Restoran","·","Kampus IPB, Jl. Raya Pajajaran No.1, RT.02/RW.05","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWZ-7i2TPIHQhGGzXpdpHyTNdhIylGcG17t1nIkajMgoW1H5nmelTdGJ33DOQW6H1G4-i66LpQErOYvDIkL13OjU1tnNe1jLueDNWPgennzB--4JoYt3d6EFOpyp0OJBs0lsE=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Minumannya wedang jahe dan Juice Vegie.""","","","","Kafe santai dengan meja outdoor",""
"https://www.google.com/maps/place/Tepi+Danau+Cafe+and+Resto/data=!4m7!3m6!1s0x2e69c389e8f3f2b9:0x6f2fdd721f83f41!8m2!3d-6.545988!4d106.731647!16s%2Fg%2F11h2j7hffq!19sChIJufLz6InDaS4RQT_4Idf98gY?authuser=0&hl=id&rclk=1","Tepi Danau Cafe and Resto","4,3","(2.977)","·","Rp 25–50 rb","Restoran","·","","Tutup","· Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3e-xvZZKWTV9UAPxitS3W_HbQvf6oodVdvIcZkUEnl6zF4Hl989FXsAQ595PqoP2jz_cVNa18ub8rCFKerY_YY8c7i8SfX2v9kqIi7OygRoCKOOyRnpZvHp7Oq0qFS8Ra3SQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apalagi bebek nya potongan dagingnya besar2.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMmo3aGZmcRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vaP4acuiOueOseMP2I3WsQg&ei=vaP4acuiOueOseMP2I3WsQg&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Parahyangan+Warung+Sunda/data=!4m7!3m6!1s0x2e69c5518d765c7f:0x24a39062ed16230a!8m2!3d-6.5665725!4d106.7363727!16s%2Fg%2F11s7zr8_bq!19sChIJf1x2jVHFaS4RCiMW7WKQoyQ?authuser=0&hl=id&rclk=1","Parahyangan Warung Sunda","4,4","(1.575)","·","$$","Sunda","·","Jl. Raya Dramaga No.16","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFClVcllCaa0c-NZLQlhg6AD3ndIJKxAc0wO1hfdnN1ZEGEnnNb45O2X1SfbOE70VqVoishQn77ylyIHj_nOKuJYkEe6kx40yYYrD5obbEwFBLJpYvabOCuuJIDdGm_iLIW8vTc=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Taste soso, service is good also the vibes!""","","","","",""
"https://www.google.com/maps/place/Bento+Kopi+IPB+Bogor/data=!4m7!3m6!1s0x2e69c5c88b402ff5:0x43ade40a92fb81a3!8m2!3d-6.567586!4d106.735084!16s%2Fg%2F11vdrk8y23!19sChIJ9S9Ai8jFaS4Ro4H7kgrkrUM?authuser=0&hl=id&rclk=1","Bento Kopi IPB Bogor","4,7","(1.182)","·","Rp 25–50 rb","Kedai Kopi","·","CPMP+32G","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjybcVmzss27tvWOMU4rVLfk4OYReQO-YE3UcPe3oHvxbX-hPMIcPlvIob-WG2qb1hu9_qNKFuqAtfj5diFUCaehE1J5Mp4uKUMdbW62AgaXN8BSdqT2gRJtk3HQWPrKYC86ixR8b1qms=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cita rasa yang khas dari bento""","","","","",""
"https://www.google.com/maps/place/Palem+Merah/data=!4m7!3m6!1s0x2e69c4c77b7c16ed:0x166dbaed70323aa9!8m2!3d-6.5725658!4d106.7442105!16s%2Fg%2F11r8z_m0z!19sChIJ7RZ8e8fEaS4RqToycO26bRY?authuser=0&hl=id&rclk=1","Palem Merah","4,5","(174)","·","Rp 25–50 rb","Prasmanan","·","·","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsP4wcJMTA7LmyT21JozrMS0HO6KZsYKefDimJlVtNEazC5qAaqKoHtyx8keOQs_4j6CZ0_h2NInCtkUqHyUJDe8_gx261GBHQCL9me1KaMXCFmD60Oh7Ymbs36z2RvtHXkot-ZQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap masakan nya enak.salad buahnyapun Mantup.""","","","","Jl. Raya Dramaga No.Km. 7 No.43, RT.02/RW.04",""
"https://www.google.com/maps/place/Cafe+Taman+Dramaga/data=!4m7!3m6!1s0x2e69c5e943360ca1:0x835e09ace959dc4e!8m2!3d-6.5698718!4d106.7391027!16s%2Fg%2F11qfn6mv_q!19sChIJoQw2Q-nFaS4RTtxZ6awJXoM?authuser=0&hl=id&rclk=1","Cafe Taman Dramaga","4,0","(193)","·","Rp 25–50 rb","Perpaduan","·","Jl. Raya Dramaga No.Km 7, RT.03/RW.1RT01","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLSdgZ9VC3HfmiRJrtWDJqhRhyg0u9YYrlz0R_OdwvVe-vzsUORm-v0wXal29D4xy7GBW1ZYbHbI-yaB_kuf6rtLkEQcgbSxNXf_S_pwg-kelR0oUAzKyZPAMLGdP_LRIXkhddNg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Buka bersama dengan teman kelompok sekalian bimbingan tugas.""","","","","",""
"https://www.google.com/maps/place/BTS+%28Bubulak+Tepi+Sawah%29+Wisata+Keluarga+Bogor+Terlengkap/data=!4m7!3m6!1s0x2e69c5816f4f9aaf:0x6f76465f31e5f76d!8m2!3d-6.5661345!4d106.7510968!16s%2Fg%2F11rrpqrs1g!19sChIJr5pPb4HFaS4RbfflMV9Gdm8?authuser=0&hl=id&rclk=1","BTS (Bubulak Tepi Sawah) Wisata Keluarga Bogor Terlengkap","4,5","(1.524)","","","Tujuan Wisata","·","Jl. Raya Cifor No.450, RT.02/RW.07","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeHv751DEqtX5gF8_l0HwPpN1RCPOOGnN5BrTBLPObLK7mHfRMh9gD5g6iRz4cgQIGHfNShFcK54F4NgE1sJ4CcaqDA2c90SaLi3e5YKujQqO-bov3i0-_P-pk-ueLHhrKLUXl=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak pilihan menu.""","","","","",""
"https://www.google.com/maps/place/Ayam+Crisbar+IPB/data=!4m7!3m6!1s0x2e69c542d7f4e145:0xf1a8f75a9e79b174!8m2!3d-6.5588773!4d106.7342611!16s%2Fg%2F11tf145jxx!19sChIJReH010LFaS4RdLF5nlr3qPE?authuser=0&hl=id&rclk=1","Ayam Crisbar IPB","4,9","(6.434)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaFZijsrwiCm-c6tHfkCmkuifF1TY0wEMlIWcdm8kXMonjOGtcHIzwJnyb12TGr4K_i9G4RYHJT32rV28YZ3S3xr5WwSr_Xvob0Nz_op-e1eea105evzDiKron-3okTK-3sQb4wNXTdDo=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ENAKK BANGETTT BUAT BUKA PUASA""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0ZjE0NWp4eBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vaP4acuiOueOseMP2I3WsQg&ei=vaP4acuiOueOseMP2I3WsQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Babakan Tengah No.25, RT.2/RW.8",""
"https://www.google.com/maps/place/Chick+N+Tea+Resto+Pusat/data=!4m7!3m6!1s0x2e69c4b11f3b8527:0xff45de82618be535!8m2!3d-6.5625419!4d106.7322951!16s%2Fg%2F11c1xq73y8!19sChIJJ4U7H7HEaS4RNeWLYYLeRf8?authuser=0&hl=id&rclk=1","Chick N Tea Resto Pusat","4,5","(1.078)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3IBzZeRwvInFzWOmTNRuJaMAP3tdMSEUSuSC71ucTHYlQGzjXbeBDoCrGBpDjiST7HOr4mE_kuS6M2MEUtOyOFgfaMSYc3kjgfsVxMGjtYh0E-dWHxqwB_i77Zd4O5z8CQpe3qQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""sat set dan enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMXhxNzN5OBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vaP4acuiOueOseMP2I3WsQg&ei=vaP4acuiOueOseMP2I3WsQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Raya Dramaga - Bogor No.KM. 7",""
"https://www.google.com/maps/place/Gurih+7+Bogor+-+Saung+Lesehan+%26+Kuliner+Sunda/data=!4m7!3m6!1s0x2e69c416cbdea47b:0x950e04927f76531f!8m2!3d-6.5738623!4d106.8075457!16s%2Fg%2F1xflmr2v!19sChIJe6TeyxbEaS4RH1N2f5IEDpU?authuser=0&hl=id&rclk=1","Gurih 7 Bogor - Saung Lesehan & Kuliner Sunda","4,7","(40.094)","·","$$","Sunda","·","·","Segera tutup","· 21.30 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOu22n5XVlDArW-mz0BC5HcF_DEr8Ylzx-EDOMy56fHgX10p1PWXZZ4LKmBrGYeNoJrc2qjOdZkfsealhDiRlIF57qPCqoajjygDQQbJJd8tpgS6j7nHR-UW_om4IELtTlN-A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great food,staf and atmosphere.""","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXhmbG1yMnYYADoDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vaP4acuiOueOseMP2I3WsQg&ei=vaP4acuiOueOseMP2I3WsQg&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Raya Pajajaran No.102, RT.03/RW.12",""
"https://www.google.com/maps/place/Yellow+Corner+IPB/data=!4m7!3m6!1s0x2e69c4b1a891da37:0x8212bcccfc6e3b1c!8m2!3d-6.5608919!4d106.7316265!16s%2Fg%2F11c5_p_2ml!19sChIJN9qRqLHEaS4RHDtu_My8EoI?authuser=0&hl=id&rclk=1","Yellow Corner IPB","4,3","(123)","·","Rp 1–25.000","Restoran","·","·","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOl7KAPwRSU6GZQhP3K-O1lIA-YMy5TA1lUVJoUOOUQ67aNFN3vzyLh4MiL7lrC6WHqL08yLSFyYVcqgV7OAMEqoGUCcUu7L8PMPQJIcx4pfj0Q63QNST3WDkpauF0OQss4EGZ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan di Warung Indonesia Timur, Yellow Corner IPB Darmaga👌👌""","","","","Jl. Babakan Raya No.158",""
"https://www.google.com/maps/place/The+Rica+Resto+-+Bogor/data=!4m7!3m6!1s0x2e69c573504aa3c7:0x120ebce65db65078!8m2!3d-6.5893474!4d106.8045605!16s%2Fg%2F11rn4ld1z_!19sChIJx6NKUHPFaS4ReFC2Xea8DhI?authuser=0&hl=id&rclk=1","The Rica Resto - Bogor","4,8","(789)","","","Indonesia","·","·","Segera tutup","· 21.00 · Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHahfyJpsF08iGgsKiU8LYzKNcb2yL0bpdqyWp_oOv-uWcKBjvDIIi0xoNuh6qXWwsYJIiX7ZTbA6TMlWpzUqds5HzCSluu6IZ3WL8FdTXWXJGWo3Xlq61KbDu1_Y4dVLLU6H3PLQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Overall, a good food with a friendly service is always a perfect combo.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFybjRsZDF6XxgCOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vaP4acuiOueOseMP2I3WsQg&ei=vaP4acuiOueOseMP2I3WsQg&fo_s=OA&opi=79508299&orderType=2&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Raya Pajajaran No.8, RT.02/RW.04",""
"https://www.google.com/maps/place/serbasambaldramaga/data=!4m7!3m6!1s0x2e69c4c721cd301d:0xf513d3337c5fc17f!8m2!3d-6.5709888!4d106.739806!16s%2Fg%2F11c1vkvvtf!19sChIJHTDNIcfEaS4Rf8FffDPTE_U?authuser=0&hl=id&rclk=1","serbasambaldramaga","4,3","(1.256)","·","Rp 25–50 rb","Indonesia","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6TEMJ2OLUgy9r5FtQn2nG1F2oBK2Thj_B2UYOPKNqhSO8Axj4UK9JWu2jHf9Sr8X5X8XX27kkFG8lx-NSKvF4jXNBxynIosrZhtAiyEIYiA3_bVzlU4hrJ_pkt6EOjp5y8Xo=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""di air mancur ada menu paketan.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMXZrdnZ0ZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vaP4acuiOueOseMP2I3WsQg&ei=vaP4acuiOueOseMP2I3WsQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Raya Dramaga No.km7 3, RT.02/RW.06",""
"https://www.google.com/maps/place/Kampoeng+Ikan+Bogor/data=!4m7!3m6!1s0x2e69c57a229765ef:0x158540979ccf1866!8m2!3d-6.5699563!4d106.7531721!16s%2Fg%2F11kq67_pcf!19sChIJ72WXInrFaS4RZhjPnJdAhRU?authuser=0&hl=id&rclk=1","Kampoeng Ikan Bogor","4,6","(576)","","","Restoran","·","Jl. Raya Bubulak, RT.02/RW.11","Segera tutup","· 21.00 · Buka Sel pukul 10.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG84420duykqaE6h1HaKZ2XX6VVtYwjM4VqG8s2cdFTUiHdeKoTWjavlhNn5E6rBvMFjGLEEssVvlAncK56a0OQ61Vaxrjq2k3dwS4DHGUfLGmKoDikiGcNJLSmaofbgOeSZw5k=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa makanan perlu ditingkatkan.""","","","","",""
"https://www.google.com/maps/place/D%27Sawah+Resort,+Resto+%26+Rekreasi/data=!4m7!3m6!1s0x2e69c53197df9f8f:0x659bae776b2c8cdd!8m2!3d-6.5513344!4d106.737015!16s%2Fg%2F11m49y1qyz!19sChIJj5_flzHFaS4R3Ywsa3eum2U?authuser=0&hl=id&rclk=1","D'Sawah Resort, Resto & Rekreasi","4,2","(3.744)","","","Sesuai untuk keluarga","·","·","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAET_7cDdrYMCCaetj7cIOCSbabJ4yqCt1iFbnJzbc7-AprU4Vs7LM_a3K_gLu9VamQ4vRd5JF0ISKSNgMQjAhXOIwyLPMzo58mQT2N_iBmszAmfBZfkPyHzaO2MFTlO3eFKO6al=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The food was great delicious n not so pricey""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtNDl5MXF5ehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vaP4acuiOueOseMP2I3WsQg&ei=vaP4acuiOueOseMP2I3WsQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Situpanjang, Jl. Cilubang Mekar No.88, RT.003/RW.008",""
"https://www.google.com/maps/place/Sigma+Cafe/data=!4m7!3m6!1s0x2e69c5e47ac376e3:0x9a4a8c80c062ebe4!8m2!3d-6.5597942!4d106.7348912!16s%2Fg%2F11tmv35ljy!19sChIJ43bDeuTFaS4R5OtiwICMSpo?authuser=0&hl=id&rclk=1","Sigma Cafe","4,8","(157)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Babakan Tengah No.17","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGv1NSg5ckq8N6Fo28s4o9wBP2dHcIOs_wS4oj5wfv2ywWYDAMnt6Z72RWe4IwfcxAL-O9XhGxz9DfXwJdr5PE-FYuSHx2nplrDqwQFaFDdhbJ_FxWIj_nkBZDECRPNkTDUygL_=w166-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap view rooftop nya....pesen pizza meat lovernya jg enak...""","","","","",""
"https://www.google.com/maps/place/Love+Garden+Resto+%26+Cafe/data=!4m7!3m6!1s0x2e69c557db8118cf:0x1a9efc44c4242d8b!8m2!3d-6.5945122!4d106.7838202!16s%2Fg%2F11lgwqrjcg!19sChIJzxiB21fFaS4Riy0kxET8nho?authuser=0&hl=id&rclk=1","Love Garden Resto & Cafe","4,5","(1.084)","·","Rp 50–75 rb","Restoran","·","·","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHElLzUjGNXPCtQDnohDdUT9INNXD236VN5rZKB23ko79f3-Q7-TDR9P_LLvN8GN2l-XEQ8cnUkNP4ubqmCudLMlrBUzKtv0R-jy24hwnvHjD9vl8wufi2cx_OWgMKzBphjNY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman, sejuk, konsep outdoor jadi udara segar.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsZ3dxcmpjZxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vaP4acuiOueOseMP2I3WsQg&ei=vaP4acuiOueOseMP2I3WsQg&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Veteran No.66, RT.01/RW.01",""
"https://www.google.com/maps/place/Warung+Konoha/data=!4m7!3m6!1s0x2e69c4ac1ff3b5ef:0xbb129624692a2b96!8m2!3d-6.5547701!4d106.729286!16s%2Fg%2F11gbw06h5z!19sChIJ77XzH6zEaS4RlisqaSSWErs?authuser=0&hl=id&rclk=1","Warung Konoha","4,6","(65)","·","Rp 1–25.000","Restoran","·","","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHySaEqX-KCGt5t3zx6rQO97kcZqhxgr6ArbCNwvf7RPPX-Mf8vyyG4sfg4CgXKlxg-eKMK6CC3K3fVoFMJb3CarwDionKMltoRNnNjTxtZ_6AHSaCNx62dWuFndSxTnuA3e_-d=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The best si.""","","","","",""
"https://www.google.com/maps/place/Gumati+Resto+Khas+Sunda/data=!4m7!3m6!1s0x2e69c5b8951c563f:0xe5317a58b65a8ec5!8m2!3d-6.6012512!4d106.7924658!16s%2Fg%2F11c5svq8mp!19sChIJP1YclbjFaS4RxY5atlh6MeU?authuser=0&hl=id&rclk=1","Gumati Resto Khas Sunda","4,7","(17.554)","·","$$","Sunda","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGu0ONvVuDL2rzh7ywzWh0GumGVERBorxWTSHdiUUJUvSMtnwOIOjxefdRx_5sCawtBKrODniMJ1dewAC9COH1l3yHPjUOaU7eKm1gBemYALzmfS8hHATZrE1vtPyv924oDKNoahojc_tmr=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great place, great menu, great service!""","","","","Jl. Paledang No.26 & 28, RT.05/RW.07",""
"https://www.google.com/maps/place/Bebeke+Om+Aris+Dramaga/data=!4m7!3m6!1s0x2e69c5da4de5458b:0xd5492bf69280a062!8m2!3d-6.5728473!4d106.7437515!16s%2Fg%2F11gxvtrsv9!19sChIJi0XlTdrFaS4RYqCAkvYrSdU?authuser=0&hl=id&rclk=1","Bebeke Om Aris Dramaga","4,6","(2.068)","·","Rp 25–50 rb","Restoran","·","·","Segera tutup","· 21.30 · Buka Sel pukul 09.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWzeL-EE6b6kiye3GAYLKb5iK7zriRLKqxADLzuTLYeQZl5EE13WeNoekFQx2h2D_qqUnNc5sfNSNNKFv222NkmGBZjw44MVWeWE43eTAii7SXowwHgxUkhUvUGHm-5LYMvnSRaA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semoga terus menuju perbaikan dan peningkatan.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFneHZ0cnN2ORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=xKP4aZPyH_jNseMPzImEiQ8&ei=xKP4aZPyH_jNseMPzImEiQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Raya Dramaga No.Km 7 No.02, RT.03/RW.03",""
"https://www.google.com/maps/place/Dakara+Coffee+-+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e69c507e76d4cdf:0xf7f044b4e1475698!8m2!3d-6.5698609!4d106.7355194!16s%2Fg%2F11fqz8gjm3!19sChIJ30xt5wfFaS4RmFZH4bRE8Pc?authuser=0&hl=id&rclk=1","Dakara Coffee - Cafe & Resto","4,5","(680)","·","Rp 25–50 rb","Kafe","·","·","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhTkCUnjo1hTluFJq9_49a6xMbr_hRBuI06bnjY7WgSIfeHpXDUs2I6jHY8xH_VBPWGoifVEneRSlmyggP2uCQLuItkWQ9maUMupID1VMWO7LKIVGtlkuHR_qZ0xI4lhs4KK-c=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Staff Ramah.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcXo4Z2ptMxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=xKP4aZPyH_jNseMPzImEiQ8&ei=xKP4aZPyH_jNseMPzImEiQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Jl. Lingkar Baru laladon Dramaga IPB Bogor No. 9",""
"https://www.google.com/maps/place/Foodies+Corner/data=!4m7!3m6!1s0x2e69c5001e507cf3:0x2985897939db9219!8m2!3d-6.5589467!4d106.7344439!16s%2Fg%2F11w3l3lfxc!19sChIJ83xQHgDFaS4RGZLbOXmJhSk?authuser=0&hl=id&rclk=1","Foodies Corner","4,6","(39)","·","Rp 1–25.000","Restoran","·","Kampus IPB, Jl. Babakan Tengah No.103-111","Tutup","· Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDirVvqOiGRVw8-ePHlHdfHXPqrJPgq8yKyEfSSsbXwgtu11nXCrB_MJoWC66kKlNrvO6L3Ui3rglJ3sQhNoU-7vUp6Bwo-IurFHqWmraxL3vQyP3PFlcIYIaf2itndFjokf4=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ENAK POLL TOPPING LENGKAP PEDESNYA PAS HARGA AFFORDABLE BINTANG 5🌟🌟🌟🌟🌟""","","","","",""
