"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3","W4Efsd 7"
"https://www.google.com/maps/place/McDonald%27s+Semplak/data=!4m7!3m6!1s0x2e69c48c407c0a33:0xaa98a495a85d62d9!8m2!3d-6.5638913!4d106.7630866!16s%2Fg%2F11fr6tzfq_!19sChIJMwp8QIzEaS4R2WJdqJWkmKo?authuser=0&hl=id&rclk=1","McDonald's Semplak","4,6","(4.502)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. Raya Semplak, RT.03/RW.12","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzsEOkYPHyRgaFg-7PpYof8sBkoH55GVCb-Rarx9hqm4NWO3-0uUw14PDWzETYsZX93nPRsOxRxzC90DE0WmsAjvlF6GF04T1sGE0BqvjsBbAkZ1tANiLXvudr4jetYOXDFj0uxQ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak chicken BBQ nya mungil tp telurnya dikit, MC Flurry selalu enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcjZ0emZxXxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qH4aemnLI6o4-EPrLHXuQw&ei=0qH4aemnLI6o4-EPrLHXuQw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Lontong+Sayur+%26+Nasi+Uduk+Medan+Bu+Susi/data=!4m7!3m6!1s0x2e69c5ce06f5f8b9:0xca812fc85f5f4a38!8m2!3d-6.5979545!4d106.8096844!16s%2Fg%2F11bc7n36my!19sChIJufj1Bs7FaS4ROEpfX8gvgco?authuser=0&hl=id&rclk=1","Lontong Sayur & Nasi Uduk Medan Bu Susi","4,5","(104)","·","$","Makanan Siap Saji","·","","·","Komplek IPB, Jl. Baranangsiang III No.21 Blok G, RT.01/RW.01","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5gcMDsq63FGk6J69m5-rRtfa4DBeHYr4AKNa53s5YHrfJBAnvqu8PhZiB84luQqfXEbmEl7N9Hp4hcajC5cUWJp-RfhPNVmxDD6R_7W8XDgXkGh7RXOLh1vtt5Ii3_NDnsV2q=w80-h119-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""sering order ke lontong bu Susi, enak lontong medannya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYzduMzZteRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qH4aemnLI6o4-EPrLHXuQw&ei=0qH4aemnLI6o4-EPrLHXuQw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Buka Sel pukul 06.00"
"https://www.google.com/maps/place/Botani+Mart+IPB/data=!4m7!3m6!1s0x2e69c54a9982a89f:0xcdaa3ccfc271f01d!8m2!3d-6.5647308!4d106.7350418!16s%2Fg%2F11c5_1pq_c!19sChIJn6iCmUrFaS4RHfBxws88qs0?authuser=0&hl=id&rclk=1","Botani Mart IPB","4,6","(1.055)","","","Pusat Perbelanjaan","·","","CPPJ+VX8, Jl. Raya Dramaga","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDfKlguB5yW4Au3tAeInijIb49HT5BeZzmJEz5JaVg5kIMuPrtBo5qZdR8HIRAjnqKu3ioE15g2ImiSCKbX6i8EiSD46KFrOnjYqQgeO720zi9-Czr_kC-qASAECb_OowzAYCBmg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baru datang lagi kesini setelah direnovasi.""","","","","","","· Buka Sel pukul 08.00"
"https://www.google.com/maps/place/Baso+Aci+Qyara+IPB/data=!4m7!3m6!1s0x2e69c5686ab8323b:0xd2343625562cfc13!8m2!3d-6.5608168!4d106.7318635!16s%2Fg%2F11r2q5p7y8!19sChIJOzK4amjFaS4RE_wsViU2NNI?authuser=0&hl=id&rclk=1","Baso Aci Qyara IPB","5,0","(4)","","","Kedai Kopi","·","","Jl. Babakan Raya No.22","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcfAdNQWyipgjZVIsIm8J9a5kj5_DkuWNFCiphvZkGFxzf9WqOxD0RpxpycTowKyOapMDq7zMsJ0RJORo7oY1ziFCpfXl-Rl_4-yP6u7yuFxtbKOTAycf2lgbv89TM1SJgaA=w80-h106-k-no","","Makan di tempat","","","","Bawa pulang","","· Buka Sel pukul 09.00"
"https://www.google.com/maps/place/Warung+Djembat+Khas+Sunda/data=!4m7!3m6!1s0x2e69db5dc21d362b:0x4ca0b1ea6c49b872!8m2!3d-6.555245!4d106.701327!16s%2Fg%2F11byvby33x!19sChIJKzYdwl3baS4RcrhJbOqxoEw?authuser=0&hl=id&rclk=1","Warung Djembat Khas Sunda","4,2","(1.869)","·","Rp 50–75 rb","Sunda","·","","Jl. Wr. Borong No.KM. 12 No. 1","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHF9RLfX3787IuqkcY2VjoyreJtJSG7BDPnNRMp1HfOlnAgCN6v5FM_LCNu-3aZqCd5KqM5T-xzlxsxsZAjupVyI1a3egnQUYevYsM0jq9krHhu_umcyDbctyCx-SGCVs-2ZAB6=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak masakannya Dan pilihan menunya banyak...""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFieXZieTMzeBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qH4aemnLI6o4-EPrLHXuQw&ei=0qH4aemnLI6o4-EPrLHXuQw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· 21.00 · Buka Sel pukul 10.00"
"https://www.google.com/maps/place/Sekolah+Vokasi+Institut+Pertanian+Bogor/data=!4m7!3m6!1s0x2e69c5d2e602b501:0x25a12f0f97fac4ee!8m2!3d-6.5892505!4d106.8061148!16s%2Fg%2F11fjtbcvcv!19sChIJAbUC5tLFaS4R7sT6lw8voSU?authuser=0&hl=id&rclk=1","Sekolah Vokasi Institut Pertanian Bogor","4,8","(308)","","","Universitas","·","","·","CR64+5M9, Jl. Kumbang No.14, RT.02/RW.06","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXFVg22WMcJ9Mb7F-4dFGImz3v_XK6cY2G_UR5f0h7ZhvMZoOyTquVUjsckD6Dntyv6KxECwsTVAXYDtl-E-5D6tC37PSzNKR0NLO1WfS-oYGf-l_fHUdurXPjT9ykeEuil3oJ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Btw lumpia basah + mie goreng rendang DEEE BESSSSTT""","","","","","","· Buka Sel pukul 06.30"
"https://www.google.com/maps/place/Tahu+crispy+Abati/data=!4m7!3m6!1s0x2e69c5001e6723fd:0x24a5506941f52ccb!8m2!3d-6.55939!4d106.7316442!16s%2Fg%2F11z4xmrzzj!19sChIJ_SNnHgDFaS4Ryyz1QWlQpSQ?authuser=0&hl=id&rclk=1","Tahu crispy Abati","","","","","Makanan Siap Saji","·","","Jl. Lkr. Kampus IPB Dramaga No.163-161","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF6NHhtcnp6ahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qH4aemnLI6o4-EPrLHXuQw&ei=0qH4aemnLI6o4-EPrLHXuQw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/IPB+Cilibende/data=!4m7!3m6!1s0x2e69c5f2b25cf481:0x18a4eabbf4da5231!8m2!3d-6.5889874!4d106.8062546!16s%2Fg%2F11f2x_ppwj!19sChIJgfRcsvLFaS4RMVLa9LvqpBg?authuser=0&hl=id&rclk=1","IPB Cilibende","4,7","(109)","","","Universitas Negeri","·","","·","Jl. Lodaya II, RT.02/RW.06","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGV6PVMrqPUbh3eZU3Qu71ysP_mOH0JznneyiP_ZrGRJuONBLlV-EF_q3ItBqtQFQC7Z8oi8jiVNRWjTyYHGmwcqVUPIw7Gl5bjt2R3lR0otzKmozOAW0Zy2y99YvidGpgiKKLN=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hijau  asri.. Nyaman""","","","","","","· Buka Sel pukul 06.40"
"https://www.google.com/maps/place/Telur+Gulung+Bihun+%22BERKAH%22/data=!4m7!3m6!1s0x2e69c500604388dd:0x8ff20198b7ec1c56!8m2!3d-6.5591049!4d106.7313828!16s%2Fg%2F11lcsly89m!19sChIJ3YhDYADFaS4RVhzst5gB8o8?authuser=0&hl=id&rclk=1","Telur Gulung Bihun ""BERKAH""","4,3","(23)","","","Makanan Siap Saji","·","","CPRJ+9H2, Jl. Babakan Raya","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBnuXnCk1-7Vqiyru44Pu11omhsFdhhWHm9AnFE2bvQT_ty3Lytp5ipRF4oVxT1pYJJlGlOr0-pjTWQ4w3XJK9X7Il2x6JIzLeD-Avor6rIoyxlF2Oo-X15v9WMMqHJof0Bug=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selain enak, harganya juga murah meriah.""","","","","","",""
"https://www.google.com/maps/place/RedDoorz+near+IPB+Dramaga+Bogor/data=!4m10!3m9!1s0x2e69c5b54f04f9b3:0x7fd215c195cfd2c6!5m2!4m1!1i2!8m2!3d-6.5603174!4d106.7365042!16s%2Fg%2F11h4qmt6c7!19sChIJs_kET7XFaS4RxtLPlcEV0n8?authuser=0&hl=id&rclk=1","RedDoorz near IPB Dramaga Bogor","3,8","(171)","","","Hotel bintang 2","Hotel bujet simpel dengan tempat parkir","","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2k1jjNwGDtyUVSlxSngbEj4_zri2sDxR1jeIdu953dtx4BZig2shy6IRyhXPp4NIqFcScoW0sSnRA3VCSe9DgD2RPQ2akorIeTfOV79Lo8DQ0Ugb9NrK5k8wy8IFtVYFZhxKl=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu","","","","makanan","dari hotel cuma bisa dipesan untuk lagi hari.""",""
"https://www.google.com/maps/place/Ayam+Penyet+Sangar/data=!4m7!3m6!1s0x2e69c5d31ea0f471:0x628ff5fc436f29c0!8m2!3d-6.5930041!4d106.8070664!16s%2Fg%2F11cjhzkfnj!19sChIJcfSgHtPFaS4RwClvQ_z1j2I?authuser=0&hl=id&rclk=1","Ayam Penyet Sangar","4,5","(662)","·","Rp 25–50 rb","Ayam Penyet","·","","·","Jl. Malabar Ujung No.02, RT.04/RW.02","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE78iHDnWGmMELyKDGGBn0rkfwSpWA0aeResAuR62cZZ-9oLg329pK5deMFx1emZ4NZu_wDsgLcNh6ZS6etbXBlmOGFkds0wapqiM8Rl2ZyO-Z0YWa1EbBFHubFFBWLTUQA7Z6p=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak banget bumbu ayam bakarnya maniss☺️✨ sambelnya juga banyak pilihan""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjamh6a2ZuahgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qH4aemnLI6o4-EPrLHXuQw&ei=0qH4aemnLI6o4-EPrLHXuQw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Tutup pukul 22.30"
"https://www.google.com/maps/place/Sentra+Kuliner+Bogor/data=!4m7!3m6!1s0x2e69c5dce10a7433:0x298936a753f9f638!8m2!3d-6.6045877!4d106.8077852!16s%2Fg%2F11cjj6dyxv!19sChIJM3QK4dzFaS4ROPb5U6c2iSk?authuser=0&hl=id&rclk=1","Sentra Kuliner Bogor","4,4","(3.504)","·","Rp 25–50 rb","Restoran","·","","Jl. Bina Marga Kp. Parung Jambu No.1, RT.04/RW.11","Pujasera simpel & tempat duduk outdoor","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6gksyhaVMxmeRZ1DvIlFVzTvnKVBY2dFIL6N7wjCco2mMSCfLif4LQY7V_T0H158ju0HSDNyy4SaExHRp8By9_1FU2aSA8g4WiFvpNhasPRRp2cWSzaIr-pgfycsU8iP0WQ5C=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","makanan","enak, harga oke, tempat bersih""","· Tutup pukul 22.00"
"https://www.google.com/maps/place/SAUNG+PAK+EWOK/data=!4m7!3m6!1s0x2e69c4332a60d2e3:0x677b65157360c51d!8m2!3d-6.5990816!4d106.8069985!16s%2Fg%2F11gzp0xjj!19sChIJ49JgKjPEaS4RHcVgcxVle2c?authuser=0&hl=id&rclk=1","SAUNG PAK EWOK","4,5","(6.316)","·","Rp 25–50 rb","Restoran","·","","·","Jl. Prof. DR. H. Andi Hakim Nasoetion, RT.02/RW.05","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQH6bA_HE-hiigAgkd8WmkKuGqznADI1A6KAPdPJc7Pxd7x7jh-Jxyp39Zx2WBJ-o1sc-kh_bDYBm1it9vPtQhngrJLJVB9RF5t5lnTOkg-sRvgE4y0EXIJ1YA7sRVxxsYko-M=w80-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak enak dan harganya affordable""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTFnenAweGpqGAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qH4aemnLI6o4-EPrLHXuQw&ei=0qH4aemnLI6o4-EPrLHXuQw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· 21.00 · Buka Sel pukul 10.00"
"https://www.google.com/maps/place/PKSPL+IPB/data=!4m7!3m6!1s0x2e69c5d02dfafc1b:0xf2474d7aff82aca4!8m2!3d-6.6005414!4d106.8067003!16s%2Fg%2F11f3crxfpj!19sChIJG_z6LdDFaS4RpKyC_3pNR_I?authuser=0&hl=id&rclk=1","PKSPL IPB","4,7","(251)","","","Institut riset","·","","·","Kampus IPB Jl. Pajajaran Raya No.1, RT.02/RW.05","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBL-7r_Gumm90L1HxEgkfvvVu2Pv8lr94tIVj6vTaiQI_oB9y0O-Z4onYse758uLKNNuJIOV8KpwhnXmtdQG0NjwwT_wMsLSju9WfgiJ98J2zaPSyVe-Yx0ys5lLXsoIugM2n1=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cuman cash pula lagu pembayarannya.""","","","","","","· Buka Sel pukul 08.00"
"https://www.google.com/maps/place/Sekolah+Pascasarjana+IPB+Graduate+School/data=!4m7!3m6!1s0x2e69c4b28b340eef:0x4b59fecf4a942321!8m2!3d-6.5600288!4d106.7261572!16s%2Fg%2F11byx6066m!19sChIJ7w40i7LEaS4RISOUSs_-WUs?authuser=0&hl=id&rclk=1","Sekolah Pascasarjana IPB Graduate School","4,8","(151)","","","Universitas","·","","·","CPQG+XFM","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwcFY0FitVqheYUv2YqBk5VU5RUbMqhRMY0E1pWz_qFJRY8kpHvmvesAcTHw-apDrGKalQmbliJ-p8QoJ0IyzIYOctW6ww9NEKPs_4W6FLzAKjZr-n5ORhf8dR4lO-DIPq-naqLQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best 5 in indonesia.""","","","","","","· Buka Sel pukul 08.00"
"https://www.google.com/maps/place/Bakso+Pa%27de+Jangkung+Sancang+Bogor/data=!4m7!3m6!1s0x2e69c5d20ef2e82d:0xcf2f1a3b1c90118!8m2!3d-6.590997!4d106.806387!16s%2Fg%2F11bc7t2_gg!19sChIJLejyDtLFaS4RGAHJsaPx8gw?authuser=0&hl=id&rclk=1","Bakso Pa'de Jangkung Sancang Bogor","4,5","(1.542)","·","Rp 25–50 rb","Bakso","·","","·","Jl. Sancang No.7F, RT.02/RW.02","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8u-DdBC75o0oPd1i-uODMeITfASFr35E4UbPixEmMT_n2No2ysoWTTQH42UtH61llR2glfY887HPP8FGUte5P39N864t5JSi83MUft72loayclgL_pj5UVo4hYAxGXJgiAq7g=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa kuah lebih enak dengan taburan bawang putih gorengnya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYzd0Ml9nZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qH4aemnLI6o4-EPrLHXuQw&ei=0qH4aemnLI6o4-EPrLHXuQw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· 21.00 · Buka Sel pukul 10.00"
"https://www.google.com/maps/place/Fakultas+Pertanian+IPB/data=!4m7!3m6!1s0x2e69c4ad324e78b3:0xaf630f8d94f26338!8m2!3d-6.558679!4d106.7306093!16s%2Fg%2F11bxg11klm!19sChIJs3hOMq3EaS4ROGPylI0PY68?authuser=0&hl=id&rclk=1","Fakultas Pertanian IPB","4,8","(246)","","","Fakultas","·","","·","CPRJ+G6H IPB Darmaga, Jl. Meranti","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQAPnE3Zf9bjuoxjaWftO1iUoXrxva-R3IFRmVHZxi9UAxI-CTEgp-4HbRIMUu9PZ4p_FxaVQJt428PRXd48L_faEkRSOQu-5d0eduNDDPsK9Fw5sO5n4AG_yhqbSh945JXUbH=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus, fasilitas lengkap""","","","","","","· Buka Sel pukul 08.00"
"https://www.google.com/maps/place/Kantin+Rindu+Masjid/data=!4m7!3m6!1s0x2e69c4ace474eb07:0x6b790d65c5060393!8m2!3d-6.5558806!4d106.7254055!16s%2Fg%2F11g7_h2w13!19sChIJB-t05KzEaS4RkwMGxWUNeWs?authuser=0&hl=id&rclk=1","Kantin Rindu Masjid","3,7","(19)","","","Kafe","·","","·","CPVG+J5R","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHaIbt18d-YVXkZBKcke9Yo6ORJF75qnzVrRFtCPwx00z9gGHseRO0PN9RO98yqwNKT_mj71A5NcS2Ucm1pttZWeS6eonOJkn65ry_NS6C9kFscEv8Q2yXhXn8MxG4kCeap8CrHxQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mie ayam nya endul
Es tellernya muantaps
Harganya ramah bangeeet""","","","","","","· Buka Sel pukul 08.00"
"https://www.google.com/maps/place/Kopi+Kenangan+-+Dramaga+Bogor/data=!4m7!3m6!1s0x2e69c5082cbafdf5:0xa2db198f8e21e67!8m2!3d-6.5726891!4d106.74767!16s%2Fg%2F11jjc6wb1g!19sChIJ9f26LAjFaS4RZx7i-JixLQo?authuser=0&hl=id&rclk=1","Kopi Kenangan - Dramaga Bogor","4,4","(499)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Raya Dramaga No.Km 7, RT.001/RW.003","","Buka 24 jam","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Minuman dan makanannya enak dengan harga yang masih terjangkau.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqamM2d2IxZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2qH4adLXIeiS4-EP-fKluQs&ei=2qH4adLXIeiS4-EP-fKluQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Larisa+singkong+%26+pisang+goreng/data=!4m7!3m6!1s0x2e69c574a79613bb:0x9c7b5377d1085e44!8m2!3d-6.5906071!4d106.8058147!16s%2Fg%2F11y1m6xmhs!19sChIJuxOWp3TFaS4RRF4I0XdTe5w?authuser=0&hl=id&rclk=1","Larisa singkong & pisang goreng","5,0","(1)","","","Makanan Siap Saji","·","","samping kampus vokasi IPB, Jl. Kumbang, RT.02/RW.06","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyNb5jq0GSaBpHIyXKyWvJvfxGaoQoAtaNbevUk_UHH301u_YxGCyGlfHNuhdTM3BqYgU9z9ejhiduKDcb9Noa9Y0Es8YRV9Tj8BEH89sALqkoavM-038muJ6zuDZBL39bo5Uo=w122-h92-k-no","","Makan di tempat","","","","Drive-through","Antar tanpa bertemu","· Buka Sel pukul 08.00"
"","","","","","","","","","","","","","","","","","","","",""
