"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 6","A1zNzb href","J8zHNe","bbPy1"
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Bento+Kopi+IPB+Bogor/data=!4m7!3m6!1s0x2e69c5c88b402ff5:0x43ade40a92fb81a3!8m2!3d-6.567586!4d106.735084!16s%2Fg%2F11vdrk8y23!19sChIJ9S9Ai8jFaS4Ro4H7kgrkrUM?authuser=0&hl=id&rclk=1","Bento Kopi IPB Bogor","4,7","(1.182)","·","Rp 25–50 rb","Kedai Kopi","·","CPMP+32G","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdihNw2L1WyllqtY3Gfg7Ew6NWSst3NaRwcj3BZm3sejtIS76-PnQ7JqzMB3n1xUz3dvWVoNS65y3O-oXglGmqJk_X8GOvZINudfwBP_oxkZ2CJMESRFM43VwM-kkSbigB57hC=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, harga reasonable buat kualitas juaraa""","","","","",""
"https://www.google.com/maps/place/DISISIKOPI/data=!4m7!3m6!1s0x2e69c57af8b1eae3:0x93c646def74bc275!8m2!3d-6.5586638!4d106.733575!16s%2Fg%2F11x8jhtx3l!19sChIJ4-qx-HrFaS4RdcJL995GxpM?authuser=0&hl=id&rclk=1","DISISIKOPI","4,9","(25)","","","Kedai Kopi","·","kampus dalem IPB, Jl. Babakan Tengah No.99, RT.02/RW.08","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEuh1EQo22s1gKLuvkMRmTCZNFqwEEm1au4gr1ToGcwiU77wlRQtsUSwVA6JabHOkKlSGhIn5JMD1a_F0lgvSDtCHIl9wjVif8L1R0fH_WkD2-WwFer0hv0fGWgs6yKLfvcyZ8=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak rekomendasi banget pokonya!!""","","","","",""
"https://www.google.com/maps/place/RUMAH+KOPI+RANIN/data=!4m7!3m6!1s0x2e69c42e9c93be1b:0xed6315457426851d!8m2!3d-6.5510705!4d106.7323557!16s%2Fg%2F11b76mcg98!19sChIJG76TnC7EaS4RHYUmdEUVY-0?authuser=0&hl=id&rclk=1","RUMAH KOPI RANIN","4,6","(3.363)","·","Rp 50–75 rb","Kedai Kopi","·","·","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-q9HXV9dZnrZLNEQltBIHL7ma6Oh1xGHBSaHGpA6Jl_-RBD9rQCbVJUX30JbvaZQlT92Wg7EcWLMFJhIZWNoIToa7yvdu9CQqk4ZOMo0_om2RP_eIpZYzWR9mxzMRv3VLhuV58g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga kopi dan makanan mayan pricey sih, rasanya masih masuk di lidah.""","","Jl. Alternatif IPB Desa","","",""
"https://www.google.com/maps/place/KOPI+SANGER+IPB/data=!4m7!3m6!1s0x2e69c500623beb3b:0x49ea3b775aed9d1c!8m2!3d-6.558714!4d106.731953!16s%2Fg%2F11xh47nnpz!19sChIJO-s7YgDFaS4RHJ3tWnc76kk?authuser=0&hl=id&rclk=1","KOPI SANGER IPB","4,6","(133)","","","Kedai Kopi","·","Jl. Babakan Tengah No.12","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTlNEejRbvwYcPyQfTIh00m2TcrGPSiMzTIDN6n9F98MeMzRdsUF8LlnMlnnYNr0PmEBCSxuNSVLpOftxRY9DOLeVFBERUgmGC1aZ2J9AIkrX38og5cb38ZVyxsfuXRkOaMBTB0qK9jt3u=w185-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopi enak dan mantabb""","","","","",""
"https://www.google.com/maps/place/TOMORO+COFFEE+-+IPB+Dramaga/data=!4m7!3m6!1s0x2e69c59e25e619cd:0xfc2294b22d014f9!8m2!3d-6.5603277!4d106.731812!16s%2Fg%2F11svjsll7w!19sChIJzRnmJZ7FaS4R-RTQIkspwg8?authuser=0&hl=id&rclk=1","TOMORO COFFEE - IPB Dramaga","4,8","(357)","·","Rp 25–50 rb","Kedai Kopi","·","CPQJ+VP7, Jl. Babakan Raya","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHoWvO_RSiDOB1dxhQWvfwmJW8QVvdSencl-z10os8Lzz2vlcEXnB45_QrTTzFwAvfAYbhtY_S1dfVO7Hg7zH8ne8AAARcchGV8gs-9jVll58Q1s7GeM_uOPXm2_SSiwzLQZbcMPQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cozy place, bersih, pelayanan baik, baristanya asik diajak ngobrol.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzdmpzbGw3dxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKH4aYPDCNOX4-EPqa7P6QY&ei=KKH4aYPDCNOX4-EPqa7P6QY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Tepi+Danau+Cafe+and+Resto/data=!4m7!3m6!1s0x2e69c389e8f3f2b9:0x6f2fdd721f83f41!8m2!3d-6.545988!4d106.731647!16s%2Fg%2F11h2j7hffq!19sChIJufLz6InDaS4RQT_4Idf98gY?authuser=0&hl=id&rclk=1","Tepi Danau Cafe and Resto","4,3","(2.977)","·","Rp 25–50 rb","Kedai Kopi","·","","Tutup","· Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3e-xvZZKWTV9UAPxitS3W_HbQvf6oodVdvIcZkUEnl6zF4Hl989FXsAQ595PqoP2jz_cVNa18ub8rCFKerY_YY8c7i8SfX2v9kqIi7OygRoCKOOyRnpZvHp7Oq0qFS8Ra3SQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan nya enak enak harga terjangkau, tempat nya nyamn""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMmo3aGZmcRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKH4aYPDCNOX4-EPqa7P6QY&ei=KKH4aYPDCNOX4-EPqa7P6QY&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopicentrum+Gedung+Alumni+IPB/data=!4m7!3m6!1s0x2e69c5b00efb42f7:0x403fc07d6f34e60f!8m2!3d-6.602597!4d106.8060551!16s%2Fg%2F11t8lp3sqh!19sChIJ90L7DrDFaS4RD-Y0b33AP0A?authuser=0&hl=id&rclk=1","Kopicentrum Gedung Alumni IPB","4,5","(117)","·","Rp 25–50 rb","Kedai Kopi","·","Jalan Padjajaran, Pabuaran, RT.04/RW.05","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPm04k2TiEbaO3sBbQXbojksjC3VHfSyCZ5W6iSBW9zx3AuRdT6jmaqXqC3oCeRTouQeFmTRjBJ6MQVaoKPYIzSR5Bh7ocz24igjPQdyhUdd2SLLI02zNLsHHgjp0o5WfzEnTA8Q=w80-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan dan minumannya cukup bervariasi, dengan harga terjangkau.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0OGxwM3NxaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKH4aYPDCNOX4-EPqa7P6QY&ei=KKH4aYPDCNOX4-EPqa7P6QY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kedai+Kuweis/data=!4m7!3m6!1s0x2e69c5ed75feefb1:0xb2838020f391df78!8m2!3d-6.5793904!4d106.742344!16s%2Fg%2F11wn8d8mst!19sChIJse_-de3FaS4ReN-R8yCAg7I?authuser=0&hl=id&rclk=1","Kedai Kuweis","5,0","(98)","·","Rp 1–25.000","Kedai Kopi","·","Ruko Masjid Al Hafy, Jl. Lkr. Dramaga, RT.04/RW.02","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAET4AYL7TLCWq5ZUQy6F2w9lZSwW9d48e8VNVDTMIihf5E6qGgT3AJdhfac2kN-B0AHLhz8Biwfcbm0wnxI6Umhwc4aUW-BwQn-qn6mA3yPyJgVdBUcpDtMAkWJTuBD2-2l2LsE=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menunya enak-enak, harganya juga affordable buat kantong pelahar""","","","","",""
"https://www.google.com/maps/place/Sangra+Coffee/data=!4m7!3m6!1s0x2e69c5e781f6a5c3:0x3bac3e6db5f5eb4f!8m2!3d-6.6009953!4d106.8058105!16s%2Fg%2F1ptywqq9b!19sChIJw6X2gefFaS4RT-v1tW0-rDs?authuser=0&hl=id&rclk=1","Sangra Coffee","4,5","(1.061)","·","Rp 50–75 rb","Kedai Kopi","·","Kampus IPB, Jl. Raya Pajajaran No.1, RT.02/RW.05","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpvCHHbKnAA0_dHIzQudrTrw6ewxCdAcK-brRMU4Aj25IQhr66kNp7Jy07jR-9ZU8lScOvtmqAyzqy77n0josf_DKobL76nzuqPgxOfCWpoTXd7fkPUpI6hs812fDFhGWyxvbrdA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan beraneka ragam dan enak enak dengan harga yang reasonable.""","","Kafe santai dengan meja outdoor","","",""
"https://www.google.com/maps/place/Botani+Kopi+Nusantara/data=!4m7!3m6!1s0x2e69c5d6f34ebc25:0x277d37385498bb6a!8m2!3d-6.5597107!4d106.7250427!16s%2Fg%2F11h3ngz207!19sChIJJbxO89bFaS4RaruYVDg3fSc?authuser=0&hl=id&rclk=1","Botani Kopi Nusantara","4,6","(116)","·","Rp 1–25.000","Kedai Kopi","·","Gedung Andi Hakim Nasution Jalan Institut Pertanian","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbWP2FFe5OBY7qDEh-VfdhUXaHNI038DUJVZiWM0wLJrpbD0FMaEMkwfL2F-iLsF4QANO5Sfaw1O6G22nQZdxtJfIAAcP5qXlwUSCY_0qlMzHGZCcsDQgK4guumEYp22hbERc=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coba menu baru yg Blue Sky Latte, lebih enak panas-panas.""","","","","",""
"https://www.google.com/maps/place/Evlogia+Coffee+%26+Space/data=!4m7!3m6!1s0x2e69c51cfbc0d62b:0xe89a3fab17723a13!8m2!3d-6.5702377!4d106.7356884!16s%2Fg%2F11rkbqg1jj!19sChIJK9bA-xzFaS4REzpyF6s_mug?authuser=0&hl=id&rclk=1","Evlogia Coffee & Space","4,5","(96)","·","Rp 25–50 rb","Kedai Kopi","·","Jalan Lingkar","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjsjp8HeZPk0VQIuKGePJ6BOrAAi7dlYbASDhUI5J9zvhNJEUCaRBCfCCunb_nRgTt49DH81VMdHtlujCmfa0QhL6ddw9vLSgbO3lT0hYdLQ9IZWFkHdnEx3tEzO2qGw5HhpANVsQ0LmNW=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman
Kopinya enak
Makanannya enak
Harga terjangkau""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFya2JxZzFqahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKH4aYPDCNOX4-EPqa7P6QY&ei=KKH4aYPDCNOX4-EPqa7P6QY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Empatdua+Kopi+FEM+IPB/data=!4m7!3m6!1s0x2e69dbbb274b654d:0x9fc90d46e18aa642!8m2!3d-6.5594175!4d106.7231784!16s%2Fg%2F11md9l3t6g!19sChIJTWVLJ7vbaS4RQqaK4UYNyZ8?authuser=0&hl=id&rclk=1","Empatdua Kopi FEM IPB","5,0","(31)","","","Kedai Kopi","·","Kampus IPB, Jl. Agatis","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECd5Z8yW4Pe3KGYerIn3pQ8KC_vqkH3a-t_nBqg2Lv5lwcO-zglBid0PuOo3hGHIN7fZ_ZRqpUdClQlvltNW8mt2cOO-_JUWWbNOvbHuMk1g7HG5wA0NC6nBLH_w5dvX5N2HoUsExVL2aQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makan dan minum nya enak enak bgt, banyak variasi menu nya""","","","","",""
"https://www.google.com/maps/place/Kopi+Oey+Bogor/data=!4m7!3m6!1s0x2e69c5c34ddffc5f:0x5847993037eb73c9!8m2!3d-6.6025458!4d106.8061615!16s%2Fg%2F11b6d7r6vs!19sChIJX_zfTcPFaS4RyXPrNzCZR1g?authuser=0&hl=id&rclk=1","Kopi Oey Bogor","4,4","(350)","·","Rp 50–75 rb","Kedai Kopi","·","Gedung Himpunan Alumni IPB, Jl. Cidangiang No.1, RT.04/RW.05","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF47WdE4N9x_VZ-6bUbVj8g_CB5wKKYoGYSEN5xy089u4B0bnVnpfuOi4nZlWpviZcAjm09_pcKv_LsST6AEluOS1A3XMS6LVzQMNDRMfXcDnQd-lOd9KqmTDDXWoEMTtM97J9g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makan nya enak and kopi nya jga mantap sesuai dng harganya""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmQ3cjZ2cxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKH4aYPDCNOX4-EPqa7P6QY&ei=KKH4aYPDCNOX4-EPqa7P6QY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/SOKA/data=!4m7!3m6!1s0x2e69c5beeeeb4e19:0xab3e2352371f59f6!8m2!3d-6.5580404!4d106.7373906!16s%2Fg%2F11xst3khfh!19sChIJGU7r7r7FaS4R9lkfN1IjPqs?authuser=0&hl=id&rclk=1","SOKA","4,9","(21)","·","Rp 1–25.000","Kedai Kopi","·","Samping Warbal, Belebak IPB Dramaga, Jl. Balebak 3 No.Rt 3, RT.01/RW.06","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGb2ynCZ-jFVHjyKL1aO--xmy_BUrBztbhXBwS4Wiw822Cf_FFje9PI6tvuUSLSKiDZvmRXiTHVAsdOa-03jGLoQgKRc5xXiU0oNzJpb8pO7giqtrq9lJ5Ai2ICSypXst8lzFqGA4ArTjw-=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kaldu kuah sop iga sapinya juga terasa banget, mana harganya murah.""","","","","",""
"https://www.google.com/maps/place/Janji+Jiwa/data=!4m7!3m6!1s0x2e69c5e480575fff:0xaadea8a978b779a6!8m2!3d-6.5613759!4d106.7303556!16s%2Fg%2F11hgjg0xzk!19sChIJ_19XgOTFaS4Rpnm3eKmo3qo?authuser=0&hl=id&rclk=1","Janji Jiwa","4,6","(209)","·","Rp 25–50 rb","Kedai Kopi","·","CPQJ+C4X","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmuH1cbwB-zfD5QvhlhIKKe47NpufETCzzkCiX_GwI1FkwQDGtEU1a6j5zZSN7aVzBIHGyVXzItb_g6lceqjCKTtMmnlcmDvW3C4HdNDqLF-y_5tG5ddtw76-iZfimAp3Pq5uqwA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopi enak toast enak ,nyaman pelayanan mantap pollll""","","","","",""
"https://www.google.com/maps/place/RUMAH+MATOA+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2e69c52542252307:0xc699b9caeee01ef8!8m2!3d-6.5543721!4d106.7416419!16s%2Fg%2F11j0sqdln9!19sChIJByMlQiXFaS4R-B7g7sq5mcY?authuser=0&hl=id&rclk=1","RUMAH MATOA Coffee & Kitchen","4,8","(507)","·","Rp 50–75 rb","Kedai Kopi","·","·","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-w51OOxcTg7tkGY2pCwzFR7VrUzZ6hEr_ldHUU2-zAPPNB6JM1vyrhrlJy0R628qMi9cXfMN3eq7ka__vHB-M8cFOTbFiwjPAx0Tqn-46_eFE30nRCzDxhZOO42wWrXYhq7-3=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan dan minumannya juga enak, harga standar kafe dan cukup worth it""","","Alternative IPB - Samping BMKG, Jl. Cilubang Mekar, RT.01/RW.08","","",""
"https://www.google.com/maps/place/Warung+Kopi+Nako/data=!4m7!3m6!1s0x2e69c5e0d8cfb4c7:0x9207fc3f0a71eea6!8m2!3d-6.6096108!4d106.8130039!16s%2Fg%2F11ggr7q8tc!19sChIJx7TP2ODFaS4Rpu5xCj_8B5I?authuser=0&hl=id&rclk=1","Warung Kopi Nako","4,6","(8.556)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRXGAypD6hwjZ2guYQce_R75eCgSV4l_Qz3pQMJ3n6edPdJTuKvIknw_mu3KqFHfDtgJ-ZvCco8wYAKOHNSO2NMmlYxrC2735IirUi1GmJJRJjogdccCclsmoyAgUNmKdYP8kESw=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak, banyak variasi, kopinya juga, ambience nya mantap""","","Jl. Pajajaran Indah V No.7, RT.01/RW.11","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnZ3I3cTh0YxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKH4aYPDCNOX4-EPqa7P6QY&ei=KKH4aYPDCNOX4-EPqa7P6QY&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kedai+Kopi+Nu+Sae+Dramaga/data=!4m7!3m6!1s0x2e69c53b0552155d:0xf58c50632aaf571a!8m2!3d-6.5717737!4d106.7401006!16s%2Fg%2F11fr2nw0f2!19sChIJXRVSBTvFaS4RGlevKmNQjPU?authuser=0&hl=id&rclk=1","Kedai Kopi Nu Sae Dramaga","4,7","(64)","·","Rp 25–50 rb","Kedai Kopi","·","CPHR+72X, Jl. Raya Dramaga, RT.01/RW.06","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt_QMzK7LSfTl1-T8bzIWg7Gc_w4beCGv0J35nfJgc1jEJYH-SxlP9nLD2__N1uVkqiJNzdNiWwI5KeeldvTdd8hfhpYnOHs8oqxgUkUbTw4xFcj9Ya8Q72JMGjroufqt0aSs4=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak, terasa pas buat saya yg suka kopi dengan taste pahit.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcjJudzBmMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKH4aYPDCNOX4-EPqa7P6QY&ei=KKH4aYPDCNOX4-EPqa7P6QY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Genus+Coffee+%26+Boutique/data=!4m7!3m6!1s0x2e69c52940856c0d:0x487d22e2073feec4!8m2!3d-6.5611108!4d106.7494972!16s%2Fg%2F11scn63mr5!19sChIJDWyFQCnFaS4RxO4_B-IifUg?authuser=0&hl=id&rclk=1","Genus Coffee & Boutique","4,8","(763)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Raya Cifor No.8, RT.01/RW.05","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpYFZhz9L9DmVFR9LmnPHSjzXKIp3ayW3ikMg3umv2T5-XvDDg2goiVlT7b3XiI9hIOd1QCJS2BblmGf7pIA3B41NlorKpEDBIXI-HcKoCRlduK20jCnZlPMLr9jWuoGxKnic5Y7JNlyE=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan dan minuman nya enak-enak harga affordable, tempatnya nyaman.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzY242M21yNRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKH4aYPDCNOX4-EPqa7P6QY&ei=KKH4aYPDCNOX4-EPqa7P6QY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Sembrani+Coffee+%26+Space/data=!4m7!3m6!1s0x2e69c590b118c105:0x185a6d052f4df71d!8m2!3d-6.558146!4d106.738182!16s%2Fg%2F11t2tzzfgk!19sChIJBcEYsZDFaS4RHfdNLwVtWhg?authuser=0&hl=id&rclk=1","Sembrani Coffee & Space","5,0","(21)","","","Kedai Kopi","·","Jl. Babakan Lb. No.81, RT.03/RW.05","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEScuz6oroxLdZpm7yDR0E9nPdehD-R3wZDNt_qqeSe1zitC6kuoWvSFB7lMSGuo-VtyoHK5rgpvENKMuE6WNVsLE07h1vqNbX2Ho12xqBsZS9_Aauorbe-Ic2pspMqJwk68FLWIw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat pas nih buat nongki""","","","","",""
"https://www.google.com/maps/place/Sisi+Barat+Coffee+River+View/data=!4m7!3m6!1s0x2e69c567ce03a79b:0xf1344e22be05e6c2!8m2!3d-6.5624997!4d106.7442055!16s%2Fg%2F11n0tx32v8!19sChIJm6cDzmfFaS4RwuYFviJONPE?authuser=0&hl=id&rclk=1","Sisi Barat Coffee River View","4,5","(811)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Batu Hulung, RT.02/RW.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJp65liA0ikjUWGA3s5jebn9fj2VkrDy1CtTj1NXQsSHN8FhrcptM3Z3fAiNgS4YKLtgM0B_KWTB46xv4YE3-ZB0seNYDNV-_nSyT4JkYVKqdwyp8vZYWQcV6ZsEVt92Cg6ZKU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak banget,makanan nya juga enak,pelayanannya ramah banget""","","","","",""
"https://www.google.com/maps/place/Yellow+Corner+IPB/data=!4m7!3m6!1s0x2e69c4b1a891da37:0x8212bcccfc6e3b1c!8m2!3d-6.5608919!4d106.7316265!16s%2Fg%2F11c5_p_2ml!19sChIJN9qRqLHEaS4RHDtu_My8EoI?authuser=0&hl=id&rclk=1","Yellow Corner IPB","4,3","(123)","·","Rp 1–25.000","Restoran","·","·","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOl7KAPwRSU6GZQhP3K-O1lIA-YMy5TA1lUVJoUOOUQ67aNFN3vzyLh4MiL7lrC6WHqL08yLSFyYVcqgV7OAMEqoGUCcUu7L8PMPQJIcx4pfj0Q63QNST3WDkpauF0OQss4EGZ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan di","","Jl. Babakan Raya No.158","","",""
"https://www.google.com/maps/place/Kedai+Bubun/data=!4m7!3m6!1s0x2e69c4de3fcd0085:0xc71436970ea04296!8m2!3d-6.5851209!4d106.745632!16s%2Fg%2F11g6xs1hpp!19sChIJhQDNP97EaS4RlkKgDpc2FMc?authuser=0&hl=id&rclk=1","Kedai Bubun","4,5","(125)","","","Restoran","·","Jl. Raya Ciherang No.5","Segera tutup","· 21.30 · Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGApQEs6l4ZarKD3FKNYkSktdfMbk905QoFb20BWaeE_SKBl3gbKziewcDtwUARDzHlxHrWfJyKw9ZYdKrGk_A5QIGcz0SxeWpHoeeMjJo0OP6IOGw7EsPGws5NLYpJyk6Swj-Z=w164-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam bakarnya enak n harga murah""","","","","",""
"https://www.google.com/maps/place/Kedai+Air/data=!4m7!3m6!1s0x2e69c52406e3fb3b:0xc3db8d8eb9f8dff8!8m2!3d-6.5656065!4d106.7319404!16s%2Fg%2F11j0c5v4_q!19sChIJO_vjBiTFaS4R-N_4uY6N28M?authuser=0&hl=id&rclk=1","Kedai Air","4,6","(65)","","","Restoran","·","·","Tutup","· Buka Sel pukul 14.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE349xjaB-iV3-oM9YlbOSInOtydpXWk2TcA5FfGKOdMu56BfGjrW1acLxpq5-VZxe494fE1AP4yTqjtC2Kww6ydfeAQjz5mFkS1mg-eTubrQ0_kERUfEImwU8c-GsqJy2i8BK1=w168-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu juga inovatif.""","","Jl. Lkr. Perwira","","",""
