"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/RM.+Khas+Sunda+Ibu+Ubed/data=!4m7!3m6!1s0x2e69c4b83446f7ef:0xe1989d389ca8e38!8m2!3d-6.5634086!4d106.7251785!16s%2Fg%2F11bc7s594l!19sChIJ7_dGNLjEaS4ROI7KidOJGQ4?authuser=0&hl=id&rclk=1","RM. Khas Sunda Ibu Ubed","4,5","(113)","·","Rp 25–50 rb","Sunda","·","Jl. Raya Cibungbulang - Bogor No.137","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFehwqi_aZgAaTgS24NOyfoL01qaRKmIXcHnhfuF2dM2TsiaFPVIDlie3eHPDrNw_Fxvx91P53_fbYtLa5utkTfXCKvi0Gw1eVktMwgXOgPxmA_2OzOKkhLy9HouNl_kcc_iso=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga ayam kampung 22k perpotong, sayur 5k per porsi.""","","","","","","",""
"https://www.google.com/maps/place/Warung+Mamak/data=!4m7!3m6!1s0x2e69c4b76294bca3:0x83035f14f038132c!8m2!3d-6.5587795!4d106.7330803!16s%2Fg%2F11fylww0j2!19sChIJo7yUYrfEaS4RLBM48BRfA4M?authuser=0&hl=id&rclk=1","Warung Mamak","4,5","(309)","·","Rp 1–25.000","Ayam","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGv4GZ7m9fJOGYsyY51BjKzp9X2lpYtNqbMtAH-hZ2L7SoCgNtKExREMG4DaQSr431WxI0WUdW_nJHNV5ctd0EDMJDuBg99QU1LBF5_tb6cVHB2-DH6fwC5eYtshhfOkfuIYiCU=w80-h99-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""100 buat menu dan harganya karna bener bener affordable dan enak.""","","","","","Jl. Babakan Tengah No.29","",""
"https://www.google.com/maps/place/DAPOER+UNGU+DRL/data=!4m7!3m6!1s0x2e69c5be48b77701:0x1cfa8a15984f869a!8m2!3d-6.5625971!4d106.7323395!16s%2Fg%2F11v0dv287p!19sChIJAXe3SL7FaS4RmoZPmBWK-hw?authuser=0&hl=id&rclk=1","DAPOER UNGU DRL","5,0","(21)","·","Rp 1–25.000","Restoran","·","Kampus IPB Bogor, Jl. Raya Dramaga","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtPqO089TSB5FjcazewE65JVTiKIp_FvoPuvy7_Qzm28ot7STVWKIFAeeZ9JapROB8OagIEPplW-_Qa6tzHCIcf6O5jDwR5VHvsU8Qm2zS2k_T8ezrkg5U6CP8FZRZ1OqWuQLkRA=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantap lahh pokoknya mah""","","","","","","",""
"https://www.google.com/maps/place/Kantin+Stevia+Faperta+IPB/data=!4m7!3m6!1s0x2e69c4b1de8486ef:0x2abfda80f5c034a6!8m2!3d-6.558871!4d106.7313178!16s%2Fg%2F11df7hz42m!19sChIJ74aE3rHEaS4RpjTA9YDavyo?authuser=0&hl=id&rclk=1","Kantin Stevia Faperta IPB","4,2","(86)","","","Kafetaria","·","·","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAENeyk84cQjI9AhWB0gGDUYwCzP7JQZNrQo1xQEklUF1Q-URVx68AXg2bgtau4K6yBY2R_2NHAmcvFCk9pNXtpQFEysNVDcDJFdSpUm3xfpjXkLuEpaXR9e64UbCu8uocjEjmM2fg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendasi untuk mahasiswa""","","","","","CPRJ+FGH, Jl. Babakan Tengah No.5","",""
"https://www.google.com/maps/place/KETOPRAK+SIANG+MALAM/data=!4m7!3m6!1s0x2e69c54ec1befbb5:0xf3d63e977d0e7d6d!8m2!3d-6.5588881!4d106.7319071!16s%2Fg%2F11h1z2wk8y!19sChIJtfu-wU7FaS4RbX0OfZc-1vM?authuser=0&hl=id&rclk=1","KETOPRAK SIANG MALAM","4,7","(60)","·","Rp 1–25.000","Rumah Makan","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGThvz1iGuE6sR_DwrHbQdEoov50n7EY85ZNCVQD8lRSMi-x7aKkVbTgES3IFomFUmf_Ew3a48UBB1L1N21YeGpXZRUeku67sZnFYmkL6AmZSaOeG4UpBq5Nqdx-lVShwfZijkonA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMXoyd2s4eRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=e6H4acT9GeCW4-EPvrDrwQM&ei=e6H4acT9GeCW4-EPvrDrwQM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","CPRJ+CQV, Jl. Babakan Tengah, RT.01/RW.09","Makanan","sehat, enak, murah meriah buat mahasiswa."""
"https://www.google.com/maps/place/Kantin+Dilla/data=!4m7!3m6!1s0x2e69c4b1c44ab7b3:0xae946a4b9c6a9602!8m2!3d-6.5594906!4d106.7313601!16s%2Fg%2F11b6dp9h5_!19sChIJs7dKxLHEaS4RApZqnEtqlK4?authuser=0&hl=id&rclk=1","Kantin Dilla","4,4","(21)","·","$","Rumah Makan","·","·","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/ZxS91GJHQuAknlfFxNGp8-vBYyI-YNTrtNf32JXToM2hMUAXvGnUEIk6IopdKA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya hampir setiap hari sarapan dan makan malam di Kantin Dilla.""","","","","","IPB Darmaga, Jl. Babakan Raya No.102","",""
"https://www.google.com/maps/place/Ayam+Gepuk+ECO+RAOS+Bogor/data=!4m7!3m6!1s0x2e69c5d60f413731:0xae2a3bebfce74ceb!8m2!3d-6.5919582!4d106.8170711!16s%2Fg%2F11h1lh51m!19sChIJMTdBD9bFaS4R60zn_Os7Kq4?authuser=0&hl=id&rclk=1","Ayam Gepuk ECO RAOS Bogor","4,6","(930)","·","Rp 25–50 rb","Ayam","·","·","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6jJkpksPfe9IRDPhoTBLKfSSZdyXbLZudvY_avhQzQw9Jfpsr7IsPdabWGgXxSKiXBm55qXithTUSQFdNWqN0zBou3ch-nr3Ini2PHcR-uauO-W62sOOQPIXKtnhQkHu-KmLY=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam dan sambelnya juara enak banget, bumbu meresap jadi terasa.""","","","","","KPP IPB, Jl. Kol. Ahmad Syam Jl. Baranangsiang 4 No.1 Blok B, RT.03/RW.10","",""
"https://www.google.com/maps/place/Mujigae+Korean+Delivery+Dramaga/data=!4m7!3m6!1s0x2e69c52e69b2bba3:0x3c4cbe312f29ff66!8m2!3d-6.5633505!4d106.7333168!16s%2Fg%2F11rznrvz2j!19sChIJo7uyaS7FaS4RZv8pLzG-TDw?authuser=0&hl=id&rclk=1","Mujigae Korean Delivery Dramaga","4,7","(59)","·","Rp 25–50 rb","Korea","·","Jl. Nasional 11 No.203-25","Buka","· Tutup pukul 23.45","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3pFDBd-7opyjkybs3UJG4IdRsn-0zbPu29IoucwrW5raHRbXLCOZ19jc0ZrcQBBVnB8Omj3yC5HWZYfZWA4fskdVbysnNK_8zsKXJTczZoTYv2yP8GfnyUiMRaUJmhHZHOYlu-Q=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyem5ydnoyahgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=e6H4acT9GeCW4-EPvrDrwQM&ei=e6H4acT9GeCW4-EPvrDrwQM&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Makanan","enak enak plus murah"""
"https://www.google.com/maps/place/Ayam+Gepuk+Pawon+Kampus/data=!4m7!3m6!1s0x2e69c51d14cd7c2b:0x153f3187d7cd188e!8m2!3d-6.5600611!4d106.7316369!16s%2Fg%2F11k3qh65w_!19sChIJK3zNFB3FaS4RjhjN14cxPxU?authuser=0&hl=id&rclk=1","Ayam Gepuk Pawon Kampus","4,5","(34)","·","Rp 1–25.000","Ayam","·","Jl. Bara VI","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbVRENQLV77mKunRMfVCR5kULHhTAkbx7zb59vQx3C-A3QLXeYTvkNu0YGqnMonVCoT5aJpf8uHuez8yQ1tCEEKyHrhdYaJYcVboDRn44QA_n1HuGgUMc-hsHiFpezt0n8Y6g=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya enak, ayamnya fresh karena baru digoreng saat ada pesanan.""","","","","","","",""
"https://www.google.com/maps/place/Kantin+Blue+Corner+FPIK+IPB/data=!4m7!3m6!1s0x2e69c4ad25dbd061:0x6dd68bb02700062d!8m2!3d-6.5564355!4d106.7243168!16s%2Fg%2F11c30qm653!19sChIJYdDbJa3EaS4RLQYAJ7CL1m0?authuser=0&hl=id&rclk=1","Kantin Blue Corner FPIK IPB","4,4","(149)","","","Kafetaria","·","CPVF+CPG, Jln. Agathis, kampus IPB Dramaga, samping GOR","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF66xhPWtylSU5v0UwMASVivjMZYR5HCeKJ2_hsrCkISwUvjJX8Rd6NH9zfKnvzjESYPVlP3Y574XY_7Nj1L72Npzl2a84pDKHdVFQtWHzAZMNI8iCY98yRFs6J-8JeGYXgnnBtaA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya murah harga pelajar""","","","","","","",""
