"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/Simpang+Raya+Bogor+Restaurant/data=!4m7!3m6!1s0x2e69c5fd453eb6f7:0xfa189427019de046!8m2!3d-6.602693!4d106.8056106!16s%2Fg%2F1ptx919gn!19sChIJ97Y-Rf3FaS4RRuCdASeUGPo?authuser=0&hl=id&rclk=1","Simpang Raya Bogor Restaurant","4,3","(924)","·","Rp 50–75 rb","Padang","·","Jl. Raya Pajajaran No.7, RT.04/RW.02","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfmxXRe4Zy7E63ab1r6GjL3n4BpPlbwKUImGeZBGgEik0Xpm_Ntgl7zrue3vkHj6WjixaDUVmB6m0AZNn4fs3PTCs8alFR1DyTjGUI7wFy6rl1IlhsNMoTIsdAtMWoLk5GRNqo=w131-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Diajak sama atasan yang orang","padang",", dia bilang rendang di sini enak.""","","","","","Resto nyaman untuk makanan Indonesia"
"https://www.google.com/maps/place/RM.+Lembah+Anai+%28Laladon%29+-+Rumah+Makan+Padang/data=!4m7!3m6!1s0x2e69c4ef2339b931:0xb6e29362bec9c42d!8m2!3d-6.576026!4d106.7552742!16s%2Fg%2F11c30t16dk!19sChIJMbk5I-_EaS4RLcTJvmKT4rY?authuser=0&hl=id&rclk=1","RM. Lembah Anai (Laladon) - Rumah Makan Padang","4,4","(110)","·","Rp 25–50 rb","Padang","·","Jalan Sindang Barang sambing jembatan, RT.02/RW.1","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-F2-Dvz4wslVw4sc3A-PNeFnQF9zUMSpOESoo0C9F0wh797glaCxL1fkhZOo3ywil-4nE1d6gfj_fVr1TRb56bWVcmUgfZObW2PhXgn3WuWDtxKHLdc1KAuRgKbcGZpPGKKaS=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Take out, Enak dan banyak pilihan menu""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMzB0MTZkaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9aP4aa7VM9iuwcsP6_3J8AM&ei=9aP4aa7VM9iuwcsP6_3J8AM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Warung+nasi+padang+uni+emi/data=!4m7!3m6!1s0x2e69c5c0c8feb80b:0x37b94b03898c2a40!8m2!3d-6.5876215!4d106.7966555!16s%2Fg%2F11yrw4xhgj!19sChIJC7j-yMDFaS4RQCqMiQNLuTc?authuser=0&hl=id&rclk=1","Warung nasi padang uni emi","4,2","(30)","·","Rp 25–50 rb","Restoran","·","Disamping bank bni, Jl. Jend. Sudirman No.26, RT.02/RW.04","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKEYRK8qKyx_eocAwxWK74qpkf4uGJrxvmUnj9KXIazqUwvB7tCzPXhyuIIQgDytcFsNKGQiGpOSbyUrbNtqp0GqhKFFFVWe73E9qilUh7LF5wNQzKnQrPjXwcrHZKC3roZKCRfn94VJw=w80-h141-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bumbu nasi padangnya enak, rendang dan ayam popnya juga enak.""","","","","","","",""
"https://www.google.com/maps/place/Restoran+Rumah+Gadang/data=!4m7!3m6!1s0x2e69c4239d152bfb:0xde7bf31aeca628cd!8m2!3d-6.6107919!4d106.811578!16s%2Fg%2F1hm21sh8l!19sChIJ-ysVnSPEaS4RzSim7Brze94?authuser=0&hl=id&rclk=1","Restoran Rumah Gadang","4,4","(226)","·","Rp 25–50 rb","Padang","·","·","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOULPD7PoS2ZWcj2i-M9UP8sV-S8EbDQOIvGswDlX1WTSxzJNdPfVSq8ktTPXX4srt1zMpCDN6prBRBAxjcRRdJPzwtT-Ok3jHU9wu6BJXzdSeynGbW6jC_WJGiWRVXL0Oc3qp=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak rendangnya pas bnget""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMjFzaDhsGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9aP4aa7VM9iuwcsP6_3J8AM&ei=9aP4aa7VM9iuwcsP6_3J8AM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Raya Pajajaran No.50, RT.02/RW.04"
"https://www.google.com/maps/place/Minang+Raya/data=!4m7!3m6!1s0x2e69c601e9fc33bf:0x39cec197ea476b4a!8m2!3d-6.6389301!4d106.8332621!16s%2Fg%2F1hm4zdc1z!19sChIJvzP86QHGaS4RSmtH6pfBzjk?authuser=0&hl=id&rclk=1","Minang Raya","4,5","(1.073)","·","Rp 25–50 rb","Padang","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/XfHrYDaVE0Yt8QKerfK24vn_g8zPw24WTo7lVOTPYOWm-PQNfMJ8W-0l6zpO-P2Mew=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi padangnya dibungkus enak banget, kurang banyak aja kuahnya""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNHpkYzF6GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9aP4aa7VM9iuwcsP6_3J8AM&ei=9aP4aa7VM9iuwcsP6_3J8AM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Raya Tajur No.217, RT.04/RW.04"
"https://www.google.com/maps/place/RM+Padang+Pagi+Sore/data=!4m7!3m6!1s0x2e69c408768ad841:0x2147ca0840752872!8m2!3d-6.5475228!4d106.8059687!16s%2Fg%2F11d_vvrtzq!19sChIJQdiKdgjEaS4Rcih1QAjKRyE?authuser=0&hl=id&rclk=1","RM Padang Pagi Sore","4,6","(172)","","","Padang","·","Jl. Raya Pemda Pangkalan II No.7, RT.03/RW.02","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaNLk0DhfZTXnteBGDrVB6XShOWQw3vJ1dqpNmxr_JfjqtEVIbkj_IOg-frB844KC1-uZdax7jMGNtu5PDT4mwC6fuXxhsPHZiZqCY-4thjmT4zDa8TsxpAA8xXRasezd8_Pwp=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tepat nyaan makanan enak dan murah 👍👍👍""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkX3Z2cnR6cRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9aP4aa7VM9iuwcsP6_3J8AM&ei=9aP4aa7VM9iuwcsP6_3J8AM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/RM.+Lembah+Anai/data=!4m7!3m6!1s0x2e69c5eefafd1da1:0xe3c18f7cc3e8d934!8m2!3d-6.6145858!4d106.8025623!16s%2Fg%2F11bc7q0t8x!19sChIJoR39-u7FaS4RNNnow3yPweM?authuser=0&hl=id&rclk=1","RM. Lembah Anai","4,5","(688)","·","Rp 25–50 rb","Padang","·","·","Buka 24 jam","","https://lh5.googleusercontent.com/KuRyaWVepU745388nHVOekEuGNnHgKEkpqpc1-_KKgzI-HSAbTPT8wCblrf2geM=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu nasi","padang","enak di bogor, harga normal, pelayanan bagus 👍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYzdxMHQ4eBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9aP4aa7VM9iuwcsP6_3J8AM&ei=9aP4aa7VM9iuwcsP6_3J8AM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Dreded No.2, RT.01/RW.07"
"https://www.google.com/maps/place/Kuliner+Khas+Padang+Tigo+Tungku+Uni+Sherly+1982/data=!4m7!3m6!1s0x2e69c50afc367255:0xcc373f464e8821db!8m2!3d-6.5816923!4d106.8180701!16s%2Fg%2F11rsph__4v!19sChIJVXI2_ArFaS4R2yGITkY_N8w?authuser=0&hl=id&rclk=1","Kuliner Khas Padang Tigo Tungku Uni Sherly 1982","4,4","(877)","·","Rp 25–50 rb","Brunch","·","·","Tutup","· Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9y_7B-GqO8J3AwpJKDD3TPLReDctIGzGNdA10lPz4aXUDpVVoVE1cz9kPZJJADmVo_jOrgZeLBV7taNuDI_pFAIK_SWyMdSW1UiHS1W3crdA1c64lj5nXMGUIA-C0B46Xzji0Sw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Soto padangnya enak banget,really","padang","taste, den takana Jo kampuang""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyc3BoX180dhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9aP4aa7VM9iuwcsP6_3J8AM&ei=9aP4aa7VM9iuwcsP6_3J8AM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Pandu Raya No.43, RT.06/RW.11"
"https://www.google.com/maps/place/KOBANA+Sate%26Soto+Padang+Pariaman/data=!4m7!3m6!1s0x2e69c5014bd99783:0x6d19b46584a457c1!8m2!3d-6.5920342!4d106.7929881!16s%2Fg%2F11fs2nqbf2!19sChIJg5fZSwHFaS4RwVekhGW0GW0?authuser=0&hl=id&rclk=1","KOBANA Sate&Soto Padang Pariaman","4,6","(53)","·","Rp 1–25.000","Padang","·","RT.02/RW.01","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQ5LslNrPIUVAVGQhI9PGmD3UCCpFmbMT0dcRNZMgqWmyAJ1wg8xa91BZESxRuVfnWGnRyuQ6asAt6XVMqk3kKdrk3eiwl1uH5KrnfoQTqnGzUSzkMO7cG71Mg53z9ETVaNGIm=w114-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Soto padangnya juga enak, kuahnya seger.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmczJucWJmMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9aP4aa7VM9iuwcsP6_3J8AM&ei=9aP4aa7VM9iuwcsP6_3J8AM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Trio+Jumbo+Masakan+Padang/data=!4m7!3m6!1s0x2e69c55646ed5c81:0xd8e2b70eb9bb0bdc!8m2!3d-6.6032817!4d106.8058237!16s%2Fg%2F11fmbhngrv!19sChIJgVztRlbFaS4R3Au7uQ634tg?authuser=0&hl=id&rclk=1","Trio Jumbo Masakan Padang","4,1","(553)","·","Rp 25–50 rb","Padang","·","9RW4+M8W, Jl. Raya Pajajaran No.23, RT.04/RW.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJ3tySC_4enHion7Um95JkdY2c-c8PbjH7meZ5h2_Xur6Tz4OL3zlkirxYY3PqIQMpErN6py805WBISLUVYQqa8ioU0GnVIgJhpcQUzMR1r20sE3xTWnhiMHoBqCJVF7t9OIlsiQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak makanannya, nasinya pulen rendangnya mantap, kakapnya besar""","","","","","","",""
"https://www.google.com/maps/place/RUMAH+MAKAN+TUAH+SAKATO+MASAKAN+PADANG+JL+KH+soleh+iskandar+Km2+bogor%28samping+yogya%29/data=!4m7!3m6!1s0x2e69c46c6c979d2f:0xb717af7cef40abff!8m2!3d-6.560955!4d106.7899651!16s%2Fg%2F11bc7spbpx!19sChIJL52XbGzEaS4R_6tA73yvF7c?authuser=0&hl=id&rclk=1","RUMAH MAKAN TUAH SAKATO MASAKAN PADANG JL KH soleh iskandar Km2 bogor(samping yogya)","4,3","(83)","·","Rp 25–50 rb","Rumah Makan","·","·","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh5.googleusercontent.com/PmZbaWbRMPhnb9HVAgFyzkWVRLfaIkbWrb-F_WKloltmuLL40fjqcn8dPzQEQicD=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak,","makan","ditempat nasinya langsung 2 centongan""","","","","","Jl. Sholeh Iskandar No.Km.2, RT.04/RW.09"
"https://www.google.com/maps/place/Nasi+Goreng+Padang+Amak+Paris/data=!4m7!3m6!1s0x2e69c5ebe29c5b5b:0x34142c1ae0a294e3!8m2!3d-6.5592791!4d106.7353749!16s%2Fg%2F11l07q1k2m!19sChIJW1uc4uvFaS4R45Si4BosFDQ?authuser=0&hl=id&rclk=1","Nasi Goreng Padang Amak Paris","4,8","(92)","·","Rp 1–25.000","Nasi Goreng","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMXWJ1t1cCeBaHqSe3Vgh-ZPJJpvaMIjcmKzQBWzfUJBeO27K7NhnVhQtMNaIG8r7oTsKDxO9hFHUtROs243_SjvY-bgbu_PWteu0cR9wAEZcOsrwv5d4jbixfEKbwa530LlA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nasgor","padang","paling authentic di dramaga""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsMDdxMWsybRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_qP4aZ_1G9m4seMP1tGa4A8&ei=_qP4aZ_1G9m4seMP1tGa4A8&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Babakan Tengah No.4, RT.2/RW.08"
"https://www.google.com/maps/place/Rumah+Makan+Padang+Aspina/data=!4m7!3m6!1s0x2e69c3a6be395233:0x4b79537fe4331e7!8m2!3d-6.5199262!4d106.7753445!16s%2Fg%2F11bz_2csps!19sChIJM1I5vqbDaS4R5zFD_jeVtwQ?authuser=0&hl=id&rclk=1","Rumah Makan Padang Aspina","4,5","(90)","","","Padang","·","·","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmE7BvYtGD01-grSMVr7U9IiSuGFfy-Awl3mPxkewUcQ66dOaXkp4THrWtCUwBUaGxqhNgrlNt7JmsTx7sESPXwzkjyWPcCpVsUsXPbokf4Up6WO9JMjFKbQ7HiaDlKHCjC6zR=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantab menu nya,""","","","","","","","Jalan KH. Ahmad Sayani No.26 RT.003/RW.07, RT.06/RW.11"
"https://www.google.com/maps/place/RM.+Yasmin+Raya+2/data=!4m7!3m6!1s0x2e69c505a6c2c1af:0x96a714e7a6c515!8m2!3d-6.5857716!4d106.797092!16s%2Fg%2F11rd5yvqsb!19sChIJr8HCpgXFaS4RFcWm5xSnlgA?authuser=0&hl=id&rclk=1","RM. Yasmin Raya 2","4,7","(114)","·","Rp 25–50 rb","Padang","·","Jl. Jend. Sudirman No.24A, RT.07/RW.04","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZo2oJHghRkpJeyNZ-1kMkZkKbo551Rger0LrivZ7jzHg_tukGYdKqYd0JrH5cQacbHneW0H3M8psXuDSnq-w0LJmdbXPk5n9Fz8Ru0mxWW-JopiWIg6ZeM9eoKQaAiACQVUALOQ=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kapan lagi","makan","nasi","","","","",""
"https://www.google.com/maps/place/RM.Padang+Citra+Rasa+Minang/data=!4m7!3m6!1s0x2e69c465e7817d03:0x77fd57c248790f24!8m2!3d-6.5614684!4d106.7812088!16s%2Fg%2F11clvqdm0t!19sChIJA32B52XEaS4RJA95SMJX_Xc?authuser=0&hl=id&rclk=1","RM.Padang Citra Rasa Minang","4,6","(362)","·","Rp 25–50 rb","Padang","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDbQ5SJnuskk0y_4PoZi1GXuwOAtFVLh269txzBBWY3GKpFiyiaTsmAeqf7jbtdF5f2dRGYK9hi553DrJSAXbJi836OsCC6PHEuFutNzueTmQ-z-znxis_YxRjXnJAJNdHx63b=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak","padang","banget.. mantap""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbHZxZG0wdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_qP4aZ_1G9m4seMP1tGa4A8&ei=_qP4aZ_1G9m4seMP1tGa4A8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","ar-rayyan, Jl.cempaka blok y 3 1 taman Cimanggu, Pertigaan Gg. Mesjid No.Sebelah, RT.02/RW.08"
"https://www.google.com/maps/place/Restoran+Simpang+Raya+Ahmad+Yani+Bogor/data=!4m7!3m6!1s0x2e69c5a8d9499e31:0xa8c90c63f7adef9b!8m2!3d-6.5760147!4d106.8000598!16s%2Fg%2F11x81cns6p!19sChIJMZ5J2ajFaS4Rm--t92MMyag?authuser=0&hl=id&rclk=1","Restoran Simpang Raya Ahmad Yani Bogor","4,7","(68)","·","Rp 50–75 rb","Padang","·","·","Segera tutup","· 21.30 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKsYrLC4E6RpJQH0lfkW7YCoKhCQOU9FCZS3G14QGtCmMaSJoYOhqSOR6N-_GNGUcm6Toil8ghL7OtZRrQZMbOgTrUVHY5XkR34EA1yOZjj1bjnj83X60fytaYgXB5E9f4hpJoRw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""saya memesan rendang plis telur bulat extra sayur sambal.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4ODFjbnM2cBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_qP4aZ_1G9m4seMP1tGa4A8&ei=_qP4aZ_1G9m4seMP1tGa4A8&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. A. Yani No.11, RT.02/RW.02"
"https://www.google.com/maps/place/Lapak+Bundo+Masakan+Padang/data=!4m7!3m6!1s0x2e69c6762400676d:0x86c2af653cc8bcdb!8m2!3d-6.6002447!4d106.8182934!16s%2Fg%2F11f358lbw9!19sChIJbWcAJHbGaS4R27zIPGWvwoY?authuser=0&hl=id&rclk=1","Lapak Bundo Masakan Padang","4,6","(305)","·","Rp 25–50 rb","Padang","·","Jl. Kol. Ahmad Syam, RT.04/RW.06","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHseWtSQdWbUSJstEtdFI9g6kUhJ1bX00jwxDwbQqqSNs_lRyKexstHuyUQ_XWMyvhd3Se1WOTIU-kkAWqRO6FTuEwnDa7XXTIIP9MGNVELt167fws6urBqZDcIIw1j3qpRwX5a=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak dg rasa otentik","Padang",", bersih dan selalu fresh.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmMzU4bGJ3ORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_qP4aZ_1G9m4seMP1tGa4A8&ei=_qP4aZ_1G9m4seMP1tGa4A8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Rumah+Makan+Minang+Raya+Pakuan/data=!4m7!3m6!1s0x2e69c5d99dadb999:0x3dd0d00960b6b106!8m2!3d-6.5993344!4d106.812898!16s%2Fg%2F11bzrgc226!19sChIJmbmtndnFaS4RBrG2YAnQ0D0?authuser=0&hl=id&rclk=1","Rumah Makan Minang Raya Pakuan","4,5","(287)","·","Rp 1–25.000","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvHB2c60b2rCtT-DEBD1Up7MW_5z5ZVcQSWmHEEzs0ExlLiC763XeHMS7pNESkDcqsd9UQDmn9Os6Oxum7H1k6K5NlRVhOi3eDV0WtRFD0qzdcGkQqnzImDGrdEMBRAT-kavNb=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Spesial rendang nya enak dan empuk""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFienJnYzIyNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_qP4aZ_1G9m4seMP1tGa4A8&ei=_qP4aZ_1G9m4seMP1tGa4A8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","CR27+756, Jl. Pakuan Utara, RT.02/RW.06"
"https://www.google.com/maps/place/RM.Padang+Surya+Minang/data=!4m7!3m6!1s0x2e69c4e4bb601f7b:0x803688d619b87adc!8m2!3d-6.5827055!4d106.7576574!16s%2Fg%2F11bc7t3dry!19sChIJex9gu-TEaS4R3Hq4GdaINoA?authuser=0&hl=id&rclk=1","RM.Padang Surya Minang","4,6","(296)","·","Rp 1–25.000","Padang","·","·","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSEdUSjz1tFfsO7e7mkdO21i50lhZNTDguSog745HxbWONIOFppNcbqHkYRlXOaDS3I6yxICXxGAUx4er08pxOdsa3fhbmbnijm38jDTok-6LARqb_ZcxVpcr0R_67ZfzhDvp25w=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu RM","Padang","ter enak dan lumayan murah harga nya...""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYzd0M2RyeRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_qP4aZ_1G9m4seMP1tGa4A8&ei=_qP4aZ_1G9m4seMP1tGa4A8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Raya Laladon No.49, RT.02/RW.01"
"https://www.google.com/maps/place/Restoran+Padang+Trio/data=!4m7!3m6!1s0x2e69c50070a52011:0xacef690738c4dfaf!8m2!3d-6.5727687!4d106.7432801!16s%2Fg%2F11yhn5sb87!19sChIJESClcADFaS4Rr9_EOAdp76w?authuser=0&hl=id&rclk=1","Restoran Padang Trio","3,1","(7)","","","Masakan Asia","·","Jl. Raya Dramaga No.KM.7 No.7, RT.03/RW.03","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFE5GHSy0LYPdsSz9ECQWdFYWZfHngOGsDKybsSBZ36MzbE6h7X2jeJlO0DF2Exb8dQI_CuvWP3V5Ca8UGoQBfn8eM8bhZO2Qz-sVTLbBmZybar0ZtDlvRIJEi2TordSvk3I-fsN0IylJNi=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cari","rumah makan padang","di bogor ya trio""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5aG41c2I4NxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_qP4aZ_1G9m4seMP1tGa4A8&ei=_qP4aZ_1G9m4seMP1tGa4A8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/RM+Masakan+Padang+Sabena/data=!4m7!3m6!1s0x2e69c479da19837b:0xd6d7fcc6b9238629!8m2!3d-6.5498477!4d106.7820984!16s%2Fg%2F11cn3nw19h!19sChIJe4MZ2nnEaS4RKYYjucb819Y?authuser=0&hl=id&rclk=1","RM Masakan Padang Sabena","4,6","(218)","·","Rp 25–50 rb","Padang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6q7q68fDLv0gLZmbd-UFEvp0DtML-GDoNqb7OeBFbOX7lQpilHHZm2gWdEugGu6ynuyY6bxkPUxdt5WAyztpjZu7tYCDk-AvsFCtsY1sOpXKuan3Tc_SFVkIozZ2D9mC-Kddi=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak sih, salah satu","padang","terenak d Bogor""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbjNudzE5aBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_qP4aZ_1G9m4seMP1tGa4A8&ei=_qP4aZ_1G9m4seMP1tGa4A8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Bukit Cimanggu City Raya No.8 blok K1, RT.02/RW.11"
