"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/Koersi+Sky+Cafe/data=!4m7!3m6!1s0x2e69c5b132f60293:0x433e53494e531416!8m2!3d-6.5979646!4d106.8088923!16s%2Fg%2F11jq02lfdz!19sChIJkwL2MrHFaS4RFhRTTklTPkM?authuser=0&hl=id&rclk=1","Koersi Sky Cafe","4,8","(651)","","","Kafe","·","CR25+RH6, Jl. Malabar, RT.01/RW.01","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAELp-Atodxa7N_S_JnNmzE8E32ad3nIbC-eCliYN1okEVIqVlpiuhOZArVGuQaZIAZPpaNN59FmTxQ5yLf5ch3hWO17FPm-pHd3PTJSW9iK2VqYnauKrXn5N3E8-XQP0-Gt8ryksQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coffeenya enak sekali, staffnya ramah :)""","","","","",""
"https://www.google.com/maps/place/The+Gade+Coffee+%26+Gold+Bogor/data=!4m7!3m6!1s0x2e69c5b702e25859:0x94875b7694fb26b2!8m2!3d-6.584385!4d106.7878394!16s%2Fg%2F11g2wt7g_v!19sChIJWVjiArfFaS4Rsib7lHZbh5Q?authuser=0&hl=id&rclk=1","The Gade Coffee & Gold Bogor","4,8","(716)","·","Rp 25–50 rb","Kafe","·","Jalan Merdeka No.156 RT.1/RW.5, RT.01/RW.05","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF43IWpoFGAvXzil9pqq6CRKXMvyOldnFxwLxBY28JbCwZoTJyf9Sza_MjUR-tDNAZczHeeG8s0JwdYGNeDg0tIswHfhRTPN6UCCmibhgM700cLzIiPmZ91OITmUUquWpYLusUYCA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barista nya ramah, helpfull, minuman dan makanan nya.""","","","","",""
"https://www.google.com/maps/place/Awal+Mula+Coffee/data=!4m7!3m6!1s0x2e69c5dc48dd1d1f:0x2915970b5758ac1f!8m2!3d-6.6043804!4d106.8102878!16s%2Fg%2F11ggc28kw0!19sChIJHx3dSNzFaS4RH6xYVwuXFSk?authuser=0&hl=id&rclk=1","Awal Mula Coffee","4,6","(1.411)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQJohK9ccN1UFQfM_tzn_pFx5JfyIzDmbFxyKzQHpO9W-bJNTfiv0euEnKvLt2LOy06JyZ5dXcxVx6XIFRyJ97nQFtkbEnuH_cA7Zd92EGoX6l2SonZgjOyqNvS_l6G75ZqOgoaA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good ambiance, good","","","","","Jl. Binamarga II No.5A, RT.04/RW.11"
"https://www.google.com/maps/place/HAFA+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2e69c7010fcd4da3:0x870740fa1a2dc345!8m2!3d-6.5744574!4d106.8178475!16s%2Fg%2F11fkwd2d6f!19sChIJo03NDwHHaS4RRcMtGvpAB4c?authuser=0&hl=id&rclk=1","HAFA Coffee & Kitchen","4,7","(2.087)","·","$$","Kafe","·","Jl. Pandu Raya No.3 blok G2, RT.01/RW.13","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsgUornl6xlv5yQj4vkmLf7aklXAtl_saYOvxQ_-_-SBgtIRUutppt9YV4RJYaqpPlh1GAiG75mL9DnEdMY1sX2r2fkVHaZAIwwKQJtrkKenyIkc3l56Q5yVuWcAWYm5ifhuN-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak nih matcha latte, kopi, dan makanannya 😄""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFma3dkMmQ2ZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Hofland+Cafe+and+Resto+Bogor/data=!4m7!3m6!1s0x2e69c5949f42b963:0x448505b8cf25c1cd!8m2!3d-6.5690879!4d106.8048275!16s%2Fg%2F11jn4vcmr1!19sChIJY7lCn5TFaS4RzcElz7gFhUQ?authuser=0&hl=id&rclk=1","Hofland Cafe and Resto Bogor","4,6","(397)","·","Rp 50–75 rb","Kafe","·","Jl. A. Yani No.2, RT.01/RW.05","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_41HbfuYew8qS7Q7gSRR5nT2wjJECPBtSxKIQI1WGP8NEdmOfwxj8LN6l2TcWvw0NsQVDlAPIHieghHdVv_benmxcganR4h3VCl-XvpashqhVWmtlp1Mjarmo3uE8gFRbxzPY4A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasana santai untuk menikmati secangkir kopi.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqbjR2Y21yMRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Anami+Coffee/data=!4m7!3m6!1s0x2e69c5a66136c5ed:0x42e0364a9e3179d9!8m2!3d-6.575703!4d106.8000686!16s%2Fg%2F11rwqrqkjz!19sChIJ7cU2YabFaS4R2Xkxnko24EI?authuser=0&hl=id&rclk=1","Anami Coffee","4,6","(632)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzNzyUwCvqd11exN-fq-B6WVgflZ2IAQCvC8EDtSQ-HDNKPEy_TKBrbKUHpRURxJRq2aP312SEXx5_BoV5UTAoTPeyHeWIqVSoMfwVGvWnUJrXD_gpCxPLU02EwwWoP21qgcP8=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak, kopinya juga enak, toilet lumayan bersih.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyd3FycWtqehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. A. Yani No.15"
"https://www.google.com/maps/place/Kemenady+Coffee+and+Co-Working+Space/data=!4m7!3m6!1s0x2e69c5ca06803437:0x7f94786edcdce3a4!8m2!3d-6.5917014!4d106.7960417!16s%2Fg%2F11c2r682n5!19sChIJNzSABsrFaS4RpOPc3G54lH8?authuser=0&hl=id&rclk=1","Kemenady Coffee and Co-Working Space","4,5","(1.080)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6iGve-a3LVge9sv5r-UHvx8ipxnvZb-_8HdvgXKW1P3TPiZeH_ilfjVwCphklCgZm8TXkjFtN26UzWcXtmzMTX2LNt4CecDrRVi8ioJCicsi99gP_C-jhAJUWoppYLuZZ51bo6Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nongkrong bareng teman ngopi""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMnI2ODJuNRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Pengadilan No.23B, RT.05/RW.03"
"https://www.google.com/maps/place/Verdant+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69c5eafb9f59a7:0xd86395b540a78a86!8m2!3d-6.5675328!4d106.8083937!16s%2Fg%2F11tnfh4vq8!19sChIJp1mf--rFaS4RhoqnQLWVY9g?authuser=0&hl=id&rclk=1","Verdant Coffee & Eatery","4,7","(604)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Pangkalan Raya 1 No.18, RT.05/RW.02","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsonWNZQiO3Rh35gxbWww3cdUnJ2jUybzj2QpebMzP3qo3CPUV9SJFz7xyIGp0N517eUkDohQXhQJQywLeBiN65sV81uyJTmDdWYM_s_v054Y-n1pBFRJH1Yk5nB6aBe1DC1s5=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya baguss, makanannya enak, kopi arennya juga enak.""","","","","",""
"https://www.google.com/maps/place/CIL+SPACE+%28Ex+Cilroom%29/data=!4m7!3m6!1s0x2e69c5c6acab11a9:0x427e3b13c2f46ecd!8m2!3d-6.6201457!4d106.8166666!16s%2Fg%2F11fmp270xx!19sChIJqRGrrMbFaS4RzW70whM7fkI?authuser=0&hl=id&rclk=1","CIL SPACE (Ex Cilroom)","4,7","(903)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvxiDUZ0_vwzMb7K987-X3Fjs5T-XX0n2oFYW95gbb_P-s-CJsyrIzk0_ycF2KWrbOReeEM1cjwRAPaZgoiAQfJ5FhtABV2dW0wMpJMrI__C_u9G0P3Y1iTJQwtWc-2-5n44RD=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopinya enak, ambiencenya enak buat wfc, adem juga""","","","","","Jl. Raya Pajajaran No.11, RT.04/RW.01"
"https://www.google.com/maps/place/EveryThey+Coffee+and+Plant/data=!4m7!3m6!1s0x2e69c560b2e248e3:0x2583b299263ef7ce!8m2!3d-6.5801637!4d106.7509668!16s%2Fg%2F11smttcy3z!19sChIJ40jismDFaS4Rzvc-JpmygyU?authuser=0&hl=id&rclk=1","EveryThey Coffee and Plant","4,7","(872)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyuC_XYVIYZE4bLTnRgBwhXlUp_XwABQdxV6SbvjcUFSqq6kyLEJJqbelQvj-Y-uvl7G9C59GpRpKLc43m31XYsHQO5ThZUVVFCLtzNOFW_ylq99so94GecKqV4NdZ57Y6-rth=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya kesini pesan hot vanilla latte, rasanya enak, manisnya pas.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzbXR0Y3kzehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","CQ92+WFJ, Jl. Sawah Baru No.85"
"https://www.google.com/maps/place/shu+coffee/data=!4m7!3m6!1s0x2e69c582160de719:0x4f753371f143b08a!8m2!3d-6.5920881!4d106.7880895!16s%2Fg%2F11sr0wdhk6!19sChIJGecNFoLFaS4RirBD8XEzdU8?authuser=0&hl=id&rclk=1","shu coffee","4,7","(292)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Merdeka No.78, RT.01/RW.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVdbjfrqggmZFH7YXl5Bp1gJ_T3SXLd0b8v-cdXCKKEQa9dArZnysEu_BQTCe6LhDi0_cDO2Q3Be9TJI9_kiR3qH6ufrRqmq4pa1Cohi_sjryCpUhM5Awo8pCLijSZabs-6gR8-xMkN4Vb=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyobain latte sama smoke beef croissant nya enak bangettt.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzcjB3ZGhrNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/KOPI+TUGOH/data=!4m7!3m6!1s0x2e69c5fd67f95d3f:0x48c02356afb9a70c!8m2!3d-6.5887213!4d106.8046859!16s%2Fg%2F11k0sm8_h5!19sChIJP135Z_3FaS4RDKe5r1YjwEg?authuser=0&hl=id&rclk=1","KOPI TUGOH","4,7","(3.590)","·","$$","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBevrcD4F8JbFLoQBdY-95zZDuUyc3QrJfPbIR38t5haI8b1mgsF54hiChy1Zu9RKgk4_M0hIqTNkDiLEo9eR_eQai9CWSjBbfHJ9hrqT5cL1JrZWlIh7XylXZTSmQEnFoOqxx=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopi milenials nya enak bgt creamy, mba pute pelayanannya best""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrMHNtOF9oNRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Raya Pajajaran No.2, RT.02/RW.04"
"https://www.google.com/maps/place/Baked+%26+Brewed+Coffee+and+Kitchen/data=!4m7!3m6!1s0x2e69c5d56ded4ebb:0xe61c6623e8de56fe!8m2!3d-6.5921575!4d106.8022838!16s%2Fg%2F11cm0gzq19!19sChIJu07tbdXFaS4R_lbe6CNmHOY?authuser=0&hl=id&rclk=1","Baked & Brewed Coffee and Kitchen","4,6","(1.956)","·","Rp 50–75 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAETWgO1fiZpP9pWk1P62IKmHHGYaK_MiyTbKKfPV4MX3tGxdspgIJTt2b1wd80AvY81G4AgdH266lj6ow4GO-opaZr_0r8fi2N_DYXkgbdzMua4LWmKOaHiNMxYeXkgQlSN4A_T=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbTBnenExORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Salak No.6, RT.05/RW.04"
"https://www.google.com/maps/place/Sisi+Barat+Coffee+River+View/data=!4m7!3m6!1s0x2e69c567ce03a79b:0xf1344e22be05e6c2!8m2!3d-6.5624997!4d106.7442055!16s%2Fg%2F11n0tx32v8!19sChIJm6cDzmfFaS4RwuYFviJONPE?authuser=0&hl=id&rclk=1","Sisi Barat Coffee River View","4,5","(811)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Batu Hulung, RT.02/RW.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDJaf8ZvN0Zp0m5EoBjWdU4hY8Jeqm1v3aFNjqdgqeZRVTGzCBCnagL4PzYftxThuB3gxysuxdkpYey1AlmfScJfJyFFFed1KEYqfQ9-_JYojkYxH21Whdivj9Q-2cUQm_ZtM9cA=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan dan kopi enak ,cuma kasir cowo yg sekarang suka melirik2 gitu ya?""","","","","",""
"https://www.google.com/maps/place/Rumah+Seduh+Coffee+and+Kitchen/data=!4m7!3m6!1s0x2e69c5d6a908bdf9:0xfdf82d4354e02ebc!8m2!3d-6.5913578!4d106.8074248!16s%2Fg%2F11dzdttr1m!19sChIJ-b0IqdbFaS4RvC7gVEMt-P0?authuser=0&hl=id&rclk=1","Rumah Seduh Coffee and Kitchen","4,6","(1.223)","·","Rp 25–50 rb","Kafe","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYRLkPi4P72RV5-75RIwyyYpFKoP9sktrb-y65dtmUsxHyfV0H6VGEc1chas4sHOA82SlW_vpSH5cnd4r3AahGrnRyUkVLl7EmP92d5NYANOYL3m6xvsih2N_jXD5dreCDLH80=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Matcha latte, shrimp bruchettanya bintang 5👏🏻""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkemR0dHIxbRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Sancang No.16, RT.03/RW.07"
"https://www.google.com/maps/place/The+Coffee+Companion+Coffee+Roaster/data=!4m7!3m6!1s0x2e69c5d53ec0be2f:0x9bbef66de3ab552d!8m2!3d-6.5824469!4d106.811316!16s%2Fg%2F11d_pwc4bq!19sChIJL77APtXFaS4RLVWr4232vps?authuser=0&hl=id&rclk=1","The Coffee Companion Coffee Roaster","4,7","(900)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Artzimar I No.16B, RT.03/RW.10","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHB6y8LYdG3EckdjXbzkg_OFJ0WBn6Vg79N0dHlo4F0G847hoAcj1Q3i4-oXetEjpgnBx-a7n6GXeYQU-sBBpUwE-ti2HYgeG-LVkknBlCOzkIAwjwom5XQtWjmZE6o69c4HhOI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya enak untuk ngopi lama lama sambil kerja dan nongkrong""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkX3B3YzRicRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Penalama+Coffee+Surya+Kencana/data=!4m7!3m6!1s0x2e69c56284543adf:0xa4a17d018e03a497!8m2!3d-6.6065945!4d106.8013582!16s%2Fg%2F11s435rtb3!19sChIJ3zpUhGLFaS4Rl6QDjgF9oaQ?authuser=0&hl=id&rclk=1","Penalama Coffee Surya Kencana","4,7","(898)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Suryakencana No.131, RT.01/RW.06","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNEdFcHT8Atjrr3TGjyweKFpTxchhTL0LijzeM2EdZetllBqaeNJSx9LYBZRgUDZdmSPqK7GPDxJUzSNty9MklyBmdKDcygXaJKZ5yHeW4qH0mZfNwLSak3v0GYVigSZ52VBRE=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kue tiramisu dan tempatnya oke banget...""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzNDM1cnRiMxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gqD4acX0Bd7KseMPmZ7liA8&ei=gqD4acX0Bd7KseMPmZ7liA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Teras+Aloha+Coffee+Bogor/data=!4m7!3m6!1s0x2e69c5520a6ae485:0x4efce32e57c57fca!8m2!3d-6.5897227!4d106.7888693!16s%2Fg%2F11fkqjdl2j!19sChIJheRqClLFaS4Ryn_FVy7j_E4?authuser=0&hl=id&rclk=1","Teras Aloha Coffee Bogor","4,5","(306)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Ciwaringin 1 No.7, RT.02/RW.03","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpPdAEobOHOysChIIK_NdqM9E-4gEkyWhv_t9XuhfQNy9ZxvDmk0wrkAN4P_BcVvy9ZZJlSuNcwqT9D2ZZidg7vMUyAFh2QGdbbE3FyKw0zdes6HYWY6c-oyWJWODCOgVZleYQ2Q=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman dah kalo nongkrong disini, kopinya juga enak""","","","","",""
"https://www.google.com/maps/place/Gerimis+Coffee+and+Space/data=!4m7!3m6!1s0x2e69c5b4a55de4c3:0x24116b972bb0f55f!8m2!3d-6.5857031!4d106.7894962!16s%2Fg%2F11hcrxtzt2!19sChIJw-RdpbTFaS4RX_WwK5drESQ?authuser=0&hl=id&rclk=1","Gerimis Coffee and Space","4,7","(434)","·","Rp 25–50 rb","Kedai Kopi","·","·","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4-xciHjIy4ze0OqaeLDIvUuiqjr_GsAG1IYe5JFrrsmE95IBAa_HA0Td3Y8xMChv5ur-Ug038jyfin4-bXRLZapoiukHjaSuOBxY9mNqjf8qwYV1Gd23w9xfbyH1Md7Ll_J63=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu kopi nya banyak, tempat nya chill banget, pelayanan nya juga ramah""","","","","","Jl. Ciwaringin No.63, RT.02/RW.04"
"https://www.google.com/maps/place/COFFEERIGHT+-+A.+YANI+BOGOR/data=!4m7!3m6!1s0x2e69c53a5859bc51:0xb3125d7d1fcd8010!8m2!3d-6.5745878!4d106.8010168!16s%2Fg%2F11t8bsrttl!19sChIJUbxZWDrFaS4REIDNH31dErM?authuser=0&hl=id&rclk=1","COFFEERIGHT - A. YANI BOGOR","4,6","(368)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. A. Yani No.29A, RT.03/RW.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8T68a_Ui1KBNeWOsY_2vcrDUq6FGVG8ECyaYgI4ymfsxMKC9YC2RyYHsdJiZJVrzOugdKUX1gMr2iCPFlTt1YDFOrkTaQuZ_ezqvLzU1VESjZxBZ69ygCBtHLBURrjgl2mDIQNQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enakk tempatnya, good service dan kopinya enakk""","","","","",""
"https://www.google.com/maps/place/FOUR+CORNERS+-+Coffee+Shop+Bogor/data=!4m7!3m6!1s0x2e69c5e7bd65a53f:0x2b7130985b1e0ce5!8m2!3d-6.5892521!4d106.7853718!16s%2Fg%2F11rvjtxtzp!19sChIJP6VlvefFaS4R5QweW5gwcSs?authuser=0&hl=id&rclk=1","FOUR CORNERS - Coffee Shop Bogor","4,8","(265)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. DR. Sumeru No.44, RT.03/RW.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3PXE0mSgYQYVeqIoJw98IpUsW6MfjH1xFX7zdAD2aueTuyV5tCLnNRtpSS5d4mexPgwMhl7GfK8Tt2VMjHToFlmZO7romLpAnjX3tYjjO2Blanf0luwMm8TWGkUqkwnluISGA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya asik buat nongkrong, vanilla latte nya enakk ,suka Bangett""","","","","",""
"https://www.google.com/maps/place/Bogor+coffee+center/data=!4m7!3m6!1s0x2e69c52765e5c79f:0xfbfb5d8501e69797!8m2!3d-6.6063109!4d106.8012063!16s%2Fg%2F11ltz6pvn2!19sChIJn8flZSfFaS4Rl5fmAYVd-_s?authuser=0&hl=id&rclk=1","Bogor coffee center","4,9","(367)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Suryakencana No.115, RT.01/RW.06","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcjvIC3YTXzC4_AYFD1crVwX4EnTpnOEfhChMDiu9Yld00_k9TlsL4qQf6yseRVpFxde7WXY1AmslHpTaknwAIWtg-81i7ul97Nkrikme5cL7ZVr2sb7E-rv_15RV-4UhT_WZgZlQvAWg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat bersih nyaman,","","","","",""
