"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","ah5Ghc","ah5Ghc 2","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Warteg+jaya+mulya/data=!4m7!3m6!1s0x2e69c59ff21db2f9:0x2b8146cc1667e0c9!8m2!3d-6.5462877!4d106.8092038!16s%2Fg%2F11r39wzrp2!19sChIJ-bId8p_FaS4RyeBnFsxGgSs?authuser=0&hl=id&rclk=1","Warteg jaya mulya","4,6","(58)","·","Rp 1–25.000","Restoran","·","","Jl. Villa Bogor Indah 2 No.41 blok BB 3","","Segera tutup","· 21.00 · Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJqL4fH_M30WAO0v0PNz25uj2_uinUJf78FVBk-2AWYHwPdJlFstata88s8ibihZ1VlxMRbtnlQhSuKMTKt_PNfNYPKLkpVT_reajug8Iui_i7KlxD3skphVNTSq45BOgxR6HQ=w122-h92-k-no","Makan di tempat","Bawa pulang","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyMzl3enJwMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=26T4ac7vO4yVseMPt7b7gA4&ei=26T4ac7vO4yVseMPt7b7gA4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Warteg+Cbn+24+Jam/data=!4m7!3m6!1s0x2e69c5c010934a6f:0xef9ae521bbbefd40!8m2!3d-6.6071031!4d106.7952684!16s%2Fg%2F11bzrq0y4h!19sChIJb0qTEMDFaS4RQP2-uyHlmu8?authuser=0&hl=id&rclk=1","Warteg Cbn 24 Jam","4,4","(91)","·","Rp 1–25.000","Tegal","·","","·","Jl. R. Saleh S. Bustaman No.29C, RT.02/RW.11","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0pwXEF_hmHUIcNgM7oBMk-TLR6wPI0XNVKuB0HLhkX6TYL4sXss5Y9-5_39vjpsoYHaVvU0EHDiLeKEN-JiTOiqvmGNvdSeSsPwYOx4dAfKmMDSwPE_KevRRGZYH0D7yNFf1e=w122-h92-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+Mak+Koyah/data=!4m7!3m6!1s0x2e69c46d0c04a2f3:0xd2f4642a7fd0be7e!8m2!3d-6.55807!4d106.7917208!16s%2Fg%2F11bzrhzqt9!19sChIJ86IEDG3EaS4Rfr7Qfypk9NI?authuser=0&hl=id&rclk=1","Warteg Mak Koyah","4,6","(203)","·","Rp 1–25.000","Tegal","·","","·","Jl. Perdana Raya No.25, RT.04/RW.10","Segera tutup","· 21.30 · Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQnUFA6S8FMHQGY_2QATzLYcFSVUmRLn5Z0cWKhmNKrUtetFGmrGmwBy_4XwNc8quB7SN1d4W1LREIuBTDvY2_2pKblLLsan670Jqgy9OCrZmh8AnFgILZFX2mH7cVQO4ocPF6=w80-h173-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/WARTEG+IJO+BUDHE/data=!4m7!3m6!1s0x2e69c5d280f98521:0xa793965ef55bd348!8m2!3d-6.598762!4d106.8126433!16s%2Fg%2F11rgqjyzgc!19sChIJIYX5gNLFaS4RSNNb9V6Wk6c?authuser=0&hl=id&rclk=1","WARTEG IJO BUDHE","4,6","(27)","·","Rp 1–25.000","Brunch","·","","Jl. Pakuan No.68, RT.01/RW.06","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiHF3R582w9bfvrf532E2Fb0eX9MYlIdKW4wckyqP_Tsx_6FyWcMyNR-YVtAP57NQCfAToaSsbqkH5szdgA9_No2sZCjxyc-dfxy25O05NenHT5El0Tmz9nvdjmcqpMeSd3PGd=w80-h177-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+MAMOKA+BAHARI/data=!4m7!3m6!1s0x2e69c5ec91b617d3:0xf6df294e39743739!8m2!3d-6.5815889!4d106.817094!16s%2Fg%2F11tdbyrtj9!19sChIJ0xe2kezFaS4ROTd0OU4p3_Y?authuser=0&hl=id&rclk=1","Warteg MAMOKA BAHARI","4,4","(37)","·","Rp 1–25.000","Indonesia","·","","Jl. Achmad Sobana No.143, RT.02/RW.14","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7R4ULjZNcEwEqkNxMYKGWD2PNRHk40EFD2OQd4szOycIJoJ8t91zlYgSJvB3sARXig029vf9IQqCn5-EK0XEd5E1Cvr7ju3F5bexRXUr1JKGAJyl4ZcYpPYJJiekkJkrvI-TW=w80-h106-k-no","Makan di tempat","Bawa pulang","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0ZGJ5cnRqORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=26T4ac7vO4yVseMPt7b7gA4&ei=26T4ac7vO4yVseMPt7b7gA4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/WARTEG+IBU+MERI/data=!4m7!3m6!1s0x2e69c5a421d8bc89:0xacdee5ec8f767e09!8m2!3d-6.6020113!4d106.7768016!16s%2Fg%2F11tg6cfj0n!19sChIJibzYIaTFaS4RCX52j-zl3qw?authuser=0&hl=id&rclk=1","WARTEG IBU MERI","3,6","(117)","·","Rp 1–25.000","Restoran","·","","9QXG+5PV, Jl. Raya Ciomas, RT.01/RW.02","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLqDYiNKRuoNfofDpLyuVvpZF8zIVTKF3vRnqlfG7lr4YYhl2FX_pMpYK6CpgKB6H211vpTrkaSQ4sJ8W599d1AsrQERWqFDHVEOmdu3O03QZRWKplIIeTAZ4aM7trM-dbyl0nZw=w80-h106-k-no","Makan di tempat","Bawa pulang","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0ZzZjZmowbhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=26T4ac7vO4yVseMPt7b7gA4&ei=26T4ac7vO4yVseMPt7b7gA4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Warteg+Putra+Baharai/data=!4m7!3m6!1s0x2e69c5ce3a306b45:0x71d6fe510f5c3116!8m2!3d-6.596305!4d106.7797794!16s%2Fg%2F11r_k6d62y!19sChIJRWswOs7FaS4RFjFcD1H-1nE?authuser=0&hl=id&rclk=1","Warteg Putra Baharai","4,7","(44)","·","Rp 1–25.000","Tegal","·","","·","CQ3H+FWC, Jl. Raya Gn. Batu, RT.02/RW.01","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwI-lPEgzZMmElT_XLPet34rr5E06Fgha7AyoODosnJSr1q4dxLBLlpJVSc3a2-IImIdizoamfOwcs9hkju6oYoI03iRMrvX4DogThaPj_eAdykIovxju9SO-si2fX-UBt7Uj0dA=w163-h92-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+Ganesha/data=!4m7!3m6!1s0x2e69cf5047d65c03:0x8bb3733a18e1f6da!8m2!3d-6.636794!4d106.808241!16s%2Fg%2F11bw3xptmb!19sChIJA1zWR1DPaS4R2vbhGDpzs4s?authuser=0&hl=id&rclk=1","Warteg Ganesha","4,2","(61)","·","$$","Tegal","·","","·","Jl. RE. Soemantadiredja No.23, RT.05/RW.07","Buka 24 jam","","https://lh4.googleusercontent.com/MFLkgDmjdY3HBx3DU885ltV3Ia0tvFN03M1T39eYasn3evU6wqnHykJdXY06rqg=w122-h92-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+Bahari/data=!4m7!3m6!1s0x2e69c5ca4a26f109:0x380e61c9095829f0!8m2!3d-6.590618!4d106.796474!16s%2Fg%2F11g71ysmfg!19sChIJCfEmSsrFaS4R8ClYCclhDjg?authuser=0&hl=id&rclk=1","Warteg Bahari","4,4","(116)","·","$","Tegal","·","","·","Gg. Baru No.5, RT.04/RW.03","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3MeyT1oYUbvBy_W2yCNY0_xj0cC1Lmz2-PXMPZN5nsN2CPW4AUJW-zbFVof1lDJDYlFItWjd_0H-Bz-JoyoWyDCXogMhdNqd3g0C-Mghq45pKYVzivQ5M2Nb5LjHe0osjL4Lf=w80-h142-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+Jati+Asih/data=!4m7!3m6!1s0x2e69c5de619b8611:0xf43e3e9a436f747c!8m2!3d-6.6047551!4d106.8130974!16s%2Fg%2F11jx4wj30f!19sChIJEYabYd7FaS4RfHRvQ5o-PvQ?authuser=0&hl=id&rclk=1","Warteg Jati Asih","4,2","(52)","·","Rp 1–25.000","Tegal","·","","9RW7+36X, Jl. Ciheuleut, RT.03/RW.08","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAELuzGy_z8dDoU19KUa6GGqpEcdVYuWsVvok7DEplsVzLwPuymhtgn3_spT417eIgSl9i8Ou6VpelVhJTNat9gWqkq0y9e4DO8-HcfXp0DhyzssKXWfccJhoAWgfuwAevZ0_7Iu=w163-h92-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+99+Barokah+-+Cimanggu+Wates/data=!4m7!3m6!1s0x2e69c54793c85b55:0x729cdf0e0fb35815!8m2!3d-6.5596769!4d106.787734!16s%2Fg%2F11jg11vhlb!19sChIJVVvIk0fFaS4RFVizDw7fnHI?authuser=0&hl=id&rclk=1","Warteg 99 Barokah - Cimanggu Wates","4,4","(116)","·","Rp 1–25.000","Tegal","·","","·","Jl. Cimanggu Wates No.9, RT.02/RW.09","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR1Az2tb-oqd66RLMvw0Rl8VvAciEC7P4WLt80eZRyv0vmFApRIJmk1vqrFUgkuv_F0y0Y9v7ArpCJh1EY5QawMihn43DOqru1sdV2HD4Wm9HIhrEV9kNujeIhearNKyvnoct0Aw=w80-h106-k-no","Makan di tempat","Bawa pulang","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqZzExdmhsYhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=26T4ac7vO4yVseMPt7b7gA4&ei=26T4ac7vO4yVseMPt7b7gA4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Warteg+Yasmin+Buitenzorg/data=!4m7!3m6!1s0x2e69c48c00532071:0xdee94f3c77e3133f!8m2!3d-6.5627279!4d106.7644994!16s%2Fg%2F11hcw61f_t!19sChIJcSBTAIzEaS4RPxPjdzxP6d4?authuser=0&hl=id&rclk=1","Warteg Yasmin Buitenzorg","4,4","(40)","·","Rp 1–25.000","Tegal","·","","·","Jl. Nasional No.11, RT.02/RW.01","Buka 24 jam","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jsadd67c2lJY74wv-0q6Dw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=312.59796&pitch=0&thumbfov=100","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+Ihsan+Jaya/data=!4m7!3m6!1s0x2e69c5b48c52a887:0xb787f37ce535dbf0!8m2!3d-6.5895044!4d106.7895372!16s%2Fg%2F11fy98yx4y!19sChIJh6hSjLTFaS4R8Ns15Xzzh7c?authuser=0&hl=id&rclk=1","Warteg Ihsan Jaya","4,8","(22)","·","Rp 1–25.000","Tegal","·","","·","Jl. Ciwaringin 1 No.2, RT.02/RW.03","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFThl3wW28_6x0snBxCq255WM7XseWG-CMBrmr12pOm8kPMam6yd68y3XIcEBpIsn7tbU-X8WeAoj7ypqESfJcv7_-21ILmCpjNrIKnxxz_mnuO8mMJs-ywTo9r0yRnzkdQkr8fDw=w163-h92-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+Bahari/data=!4m7!3m6!1s0x2e69c5b59e7916fb:0xd66c66238db469d5!8m2!3d-6.5900149!4d106.7931192!16s%2Fg%2F11c48p0g6b!19sChIJ-xZ5nrXFaS4R1Wm0jSNmbNY?authuser=0&hl=id&rclk=1","Warteg Bahari","4,8","(111)","·","Rp 1–25.000","Tegal","·","","·","Jl. Cibalok Blok Masjid No.3, RT.02/RW.02","Tutup","· Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeQgq1vsxJ_ow950d_4RScpjyYMOUvm5rDEBdWAFSxSLNXLASqtx2ZCHdkPdYkduNpcxjHydYCMpthRkjjWDbQOqPfTigGaJG5ipaW6jGPBVqNyOGOKRf1KeL2R9qaznuAZHY=w163-h92-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+Lestari/data=!4m7!3m6!1s0x2e69c4f6185d8b57:0x9332a8cf73eb76d6!8m2!3d-6.5738399!4d106.7700747!16s%2Fg%2F11b6dp_kmr!19sChIJV4tdGPbEaS4R1nbrc8-oMpM?authuser=0&hl=id&rclk=1","Warteg Lestari","4,8","(68)","","","Tegal","·","","Jl. Cilendek No.26, RT.01/RW.01","","Buka","· Tutup pukul 23.00","https://lh6.googleusercontent.com/s3Q8By7S5E48FGBxybGA4FYKSlApSPCo-m-UHH9qguR44tJ-ZXE_pOzG-E-g7qJ4fA=w163-h92-k-no","Makan di tempat","Bawa pulang","","",""
"https://www.google.com/maps/place/Warteg+putra+bahari+203+Cibuluh/data=!4m7!3m6!1s0x2e69c79be89fdfd7:0x18ed48e522b9e9ce!8m2!3d-6.552423!4d106.8209482!16s%2Fg%2F11rjn28vql!19sChIJ19-f6JvHaS4Rzum5IuVI7Rg?authuser=0&hl=id&rclk=1","Warteg putra bahari 203 Cibuluh","4,7","(86)","·","Rp 1–25.000","Indonesia","·","","·","CRXC+29P, Jl. Komp. Brimob, RT.02/RW.07","Buka sekarang","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBiUYEOnLciMBIabK9uErhEQ_uAbWXSOdnmTTLLZdoFiAsFRXkAm0ncdqDyqaWEeNctsOAMmNoHetflr8YdcE-1ck6lOckefdUVfSSYDQ_FXbypEY3uUieBglSNgeP9H95eKsu=w163-h92-k-no","Makan di tempat","Bawa pulang","","",""
