"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","AJB7ye","AJB7ye 2","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Pizza+Hut+Restoran+-+Bogor+Indah+Plaza/data=!4m7!3m6!1s0x2e69c46a3c60f99b:0xccfd2d1a3fab4314!8m2!3d-6.5613035!4d106.7902576!16s%2Fg%2F11b6d5v81_!19sChIJm_lgPGrEaS4RFEOrPxot_cw?authuser=0&hl=id&rclk=1","Pizza Hut Restoran - Bogor Indah Plaza","4,7","(5.112)","Pizza","·","","·","Bogor Indah Plaza Jalan Majapahit Raya N Cimanggu Permai 1A, RT.04/RW.09","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-ohCKsXKSgYKSHNLh24FRjvVfJdT5QdIMdLwZY8Al169nT1ScZFmcXMePwcdM5ZHTBefNtk7I4cK9rWZRe03XI6YcFZDQ-U2bJWv9-FH8Hsp06Ss0UOe7gvH_1YUmxM5rvVE=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Produci pizzanya yummy bikin nagih suasana kojivkikin nyaman.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmQ1djgxXxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qL4adPGFJGb4-EPo_Le2Ao&ei=0qL4adPGFJGb4-EPo_Le2Ao&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","$$","",""
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e69c5d88c49f41f:0xc12c312ccbad8760!8m2!3d-6.6182183!4d106.8060372!16s%2Fg%2F11xmsjrcx!19sChIJH_RJjNjFaS4RYIetyywxLME?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,7","(3.656)","Pizza","·","","·","Jl. Pahlawan No.176, RT.02/RW.09","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHc8nNXiNH4OSmj3WGhmwTmJ8ueqDsch3d33IzIrFAZbYbPCT2Kcz4rq0xcva1lYJkdHsi2pa7GXAmn9xSlnL-hmHqReB5Nmi1wkCXW1ksTcetzYv2pSta3yuCEzPG35_vKG3iDvA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tak perlu diragukan lagi rasa","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTF4bXNqcmN4GAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qL4adPGFJGb4-EPo_Le2Ao&ei=0qL4adPGFJGb4-EPo_Le2Ao&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","$$","pizza","nya juga enakkk."""
"https://www.google.com/maps/place/Dev+Bakery+%26+Pizza+House/data=!4m7!3m6!1s0x2e69c7d47762807b:0x689fdc76beab65c0!8m2!3d-6.5629492!4d106.7814053!16s%2Fg%2F11fs5p4rbm!19sChIJe4Bid9THaS4RwGWrvnbcn2g?authuser=0&hl=id&rclk=1","Dev Bakery & Pizza House","4,9","(161)","Pizza","·","","Jl. Puspa Sari Jl. Raya Taman Cimanggu, RT.04/RW.09","","Segera tutup","· 21.30 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhvLqqWQMukGZA5LqvpQS5lVpguWnvGNfEy2Mimwwfdd8hNW6Vdb87KLP0UiO_Q6PFn_ZNAyo0OzNCJgP0YCaihA1kVnMrAU_IsWMfzLTe6tDhXHlKLcFLh0XUo7RhcpBiGy7NjacMyJKd=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmczVwNHJibRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qL4adPGFJGb4-EPo_Le2Ao&ei=0qL4adPGFJGb4-EPo_Le2Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Pizza","nya enaaak bingiiittsss.. Pizanya dibuat langsung, jadinya fresh."""
"https://www.google.com/maps/place/Brano+Pizzeria+Bogor/data=!4m7!3m6!1s0x2e69c5004599d6a9:0x3a1c27b7be07c2e2!8m2!3d-6.6047333!4d106.8076888!16s%2Fg%2F11xgw2d282!19sChIJqdaZRQDFaS4R4sIHvrcnHDo?authuser=0&hl=id&rclk=1","Brano Pizzeria Bogor","4,9","(89)","Pizza","·","","·","Jl. Binamarga No.1, RT.04/RW.11","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsfK4fuwEPG9cpZB-zYYkE9u-sPqlebZGnAx_KXLagFHHR3aCopnTeLWfIx43vfn4CxqPudB2oBquuc41Rt3OkSRAMgB26riLMu4pmINr2Rye4BLH8xV347lDv04KtjYiPVFSp9gGDSbQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pizzanya enak, terutama yg quatro cheese.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4Z3cyZDI4MhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qL4adPGFJGb4-EPo_Le2Ao&ei=0qL4adPGFJGb4-EPo_Le2Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/PAWON+%28STEAK+-+PIZZA+-+SOUP%29/data=!4m7!3m6!1s0x2e69c5dac05956f7:0x1ad964bb4e9d4102!8m2!3d-6.5959534!4d106.8049731!16s%2Fg%2F11by_nxsry!19sChIJ91ZZwNrFaS4RAkGdTrtk2Ro?authuser=0&hl=id&rclk=1","PAWON (STEAK - PIZZA - SOUP)","4,3","(361)","Pizza","·","","·","Jl. Malabar 2 No.4, RT.01/RW.04","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvu_fFshSRHCxFwkCWFMTj_AIWHG008Ek3fnSiNkF1SizOtfFZtWsBixe5QRVdjb3FhRfOqUqGYlvrFHLa243HDfMTZJ0WU7o35Q3bWTK3uT-32B67JOWlCOjxS9M-D5vWsJCmrA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended!""","","","","·","Rp 25–50 rb","",""
"https://www.google.com/maps/place/Kedai+Pizza+MOZARELLA+%22ALVARO+CAKE%22/data=!4m7!3m6!1s0x2e69c3b515febca7:0xdd4d19e4dd2b6dc7!8m2!3d-6.5050891!4d106.7947594!16s%2Fg%2F11f121mgf7!19sChIJp7z-FbXDaS4Rx20r3eQZTd0?authuser=0&hl=id&rclk=1","Kedai Pizza MOZARELLA ""ALVARO CAKE""","4,5","(187)","Pizza","·","","sebelah Dokter 24 jam, komplek Ruko Bojonggede Green Residence, Jl. Raya Bojong Gede","","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0lk2LH6WVtUPn7xeNV_rCHDaIQ2J-Zij2IlR56_7PFPr0blKHDCSe03Rw2gi_Rz1I11H8rGYYS54hbfZgN8BtwZ-vE17dcthBk3so3ejJK3IQKJhjLQjDZXjVkWn_hQIQ_UJH=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pizzanya enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmMTIxbWdmNxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=0qL4adPGFJGb4-EPo_Le2Ao&ei=0qL4adPGFJGb4-EPo_Le2Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 25–50 rb","",""
"https://www.google.com/maps/place/Pizza+Grazie/data=!4m7!3m6!1s0x2e69c367f916513d:0xcb658352c4a312a!8m2!3d-6.5255775!4d106.7970288!16s%2Fg%2F11h_xh19_l!19sChIJPVEW-WfDaS4RKjFKLDVYtgw?authuser=0&hl=id&rclk=1","Pizza Grazie","4,9","(93)","Pizza","·","","Perumahan RSCM Jalan Masjid Asy-syiffa Blok D/26 RT006 RW009, Kelurahan","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJFJXjYINgrZxQwddSL6rmjwatgPj9rMzODK7GImRqMONxO2utZY6zR8cBTx2M0C1UtGduEcxp22owSVcgiJJoUyuB0-K5KInNWPjtH3inJuFFsQFnF-BWePtt6AL3dtToguB7Fw=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Udah lamaaaa liat di Gofood, tapi baru sempet order kemarin.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoX3hoMTlfbBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 25–50 rb","",""
"https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/data=!4m7!3m6!1s0x2e69c912c37f9329:0xd7cf12e4b5da1252!8m2!3d-6.6333295!4d106.8254867!16s%2Fg%2F11q88blbql!19sChIJKZN_wxLJaS4RUhLateQSz9c?authuser=0&hl=id&rclk=1","Pizza Hut Delivery - PHD Indonesia","4,7","(255)","Stan Pizza","·","","Jl. Raya Tajur No.88 G, RT.02/RW.04","Franchise piza dengan beragam pilihan","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaKYWMMFR16HW9q4x3eYXp84MPs1NAUQYSqyN-e7u8eYD8t3eGJWtxogTBGHVqMAZjFL2rz7_MYUOURT6l_qtvpoA-kDf3s2_QHeJxkUzQwza-BXSZrrzUFMDKxTn3XoXzDUlG4E10rhg=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya sangat bersih , nyaman dan","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxODhibGJxbBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","$$","pizza","nya juga sangat enak"""
"https://www.google.com/maps/place/T-Bene+Steak+and+Cigar/data=!4m7!3m6!1s0x2e69c5a2a4330f79:0x944e55f9342f9fcb!8m2!3d-6.5687011!4d106.8058775!16s%2Fg%2F11vwl3lrlh!19sChIJeQ8zpKLFaS4Ry58vNPlVTpQ?authuser=0&hl=id&rclk=1","T-Bene Steak and Cigar","4,8","(318)","Italia","·","","Jl. Dadali No.37, RT.01/RW.05","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMzftIo9rCRcLN0W30M4s6_lLFPrOEK3EYRzNtDU2d1SEspoZ92SldkLgsyKGkK5CpWByOEjsJfSSrbpwdSPAO9Q5rh0Ag8BO_HxTktOF67UjeUBCNSDnAnJPVBGM4LEQqnRi5=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Pizza","spontini enakk, porsinya pas."""
"https://www.google.com/maps/place/Mauli%27s+Kitchen+Mauli%27s+Pizza/data=!4m7!3m6!1s0x2e69c97aa845103d:0x5136be97f4dbc70d!8m2!3d-6.6374308!4d106.8364467!16s%2Fg%2F11zjn5bsch!19sChIJPRBFqHrJaS4RDcfb9Je-NlE?authuser=0&hl=id&rclk=1","Mauli's Kitchen Mauli's Pizza","5,0","(14)","Pizza","·","","Jl. Muara Indah I No.33, RT.01/RW.03","","Tutup","· Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHY1k_X92_lQX85Hg3gsd8ZCUOFiBB4ti9r7WDZEsYAYxBik66_EjE5wmGm2fAZiDM0pFrK1YbCauyYQvk_MuQm08t-ZiIBosKpb-O751ggFriPC9bCSfFQ5PEWTjN8nntsV_JYjjPCVNM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pizzanya lembut sekali dan enaak😍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF6am41YnNjaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Rizkia+pizza/data=!4m7!3m6!1s0x2e69db8f6bebff73:0x9b189b2cb6e2ee77!8m2!3d-6.5772401!4d106.7180115!16s%2Fg%2F11wc1y1fnx!19sChIJc__ra4_baS4Rd-7itiybGJs?authuser=0&hl=id&rclk=1","Rizkia pizza","5,0","(16)","Toko Makanan","·","","Perumahan taman dramaga permai 7 blok M9 4","","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdubPWtbwr5AwsEQxFPAZRgYCJkEa3Dy_Eg4HUNqGlhhHUaI8ioYhEbwU2UZB6L9uiJH1RdA9BxT9G9eKMqvMu9zlBbzgnu0S9bNl8Q6EPdr3uHUhey2Zri-stYFc33C0CCEoSDw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pizzanya bikin deg deg ser lah""","","","","","","",""
"https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x2e69c50b994bc593:0xf8b1e2c65899c50a!8m2!3d-6.5931995!4d106.8049745!16s%2Fg%2F1jky_k780!19sChIJk8VLmQvFaS4RCsWZWMbisfg?authuser=0&hl=id&rclk=1","Domino's Pizza","4,4","(1.252)","Pizza","·","","Jl. Raya Pajajaran No.E 59, RT.03/RW.01","Resto pizza delivery yang berdiri lama","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3GxnLemzFXyQokmcXimuBmJ-9VhsomJMUAEIToN4m6wxxiU8g5cF-v0TcGg8QF-n0UhXVfe0XOAEKseR-8GoJzbIpS0QyIgkB_TG_9Rjka-gpV1IXKiIl2A1p2psfrf_D7spj6Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nyaman dan bersih, pizzanya enak sekali dengan toping yang enak 😉👍""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWpreV9rNzgwGAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","$$","",""
"https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x2e69c5a457edce81:0xbab3dd9f158b6487!8m2!3d-6.6013779!4d106.7793766!16s%2Fg%2F11dybbg1f2!19sChIJgc7tV6TFaS4Rh2SLFZ_ds7o?authuser=0&hl=id&rclk=1","Domino's Pizza","4,5","(2.673)","Pizza","·","","Jl. Aria Surialaga No.20, RT.01/RW.05","Resto pizza delivery yang berdiri lama","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFp8YP2C2sPoOoGULheVy2SvlX-Fu_6IFkkaA5J4slwtr9_wINMCM-s28OANYHUMLOZcI4vUmqFSg8GHkK-LmZXvOqIljEqQhPUdQMwtMRDmVmwZndBkVGMaEdq67hJ_PSdkA95=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Domino’s","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkeWJiZzFmMhgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","$$","Pizza","rasanya enak dengan banyak pilihan rasa dan topping."""
"https://www.google.com/maps/place/Lago+coffee+%26+Get+Pizza/data=!4m7!3m6!1s0x2e69c3007e4ec6b1:0x831559ba471948c9!8m2!3d-6.4922792!4d106.7657637!16s%2Fg%2F11w3v8tq06!19sChIJscZOfgDDaS4RyUgZR7pZFYM?authuser=0&hl=id&rclk=1","Lago coffee & Get Pizza","4,8","(73)","Pizza","·","","GQ58+387","","Segera tutup","· 21.00 · Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3Y2Bg-JfVqNhKdHJa84Dh2xQWDzU2HdcxYzvzIIRUgIKsn0XmHXv_xXMBX8CmVon6N89dnUOcwXRUUsj4otYC2lz9-lPOBIT0QxfWaf66BE0ACoW7jqID0TlqNm0zhWufNaZq=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3M3Y4dHEwNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 25–50 rb","Pizza","dengan ciri khas ala italy yang tipis, ditemani dengan kopi."""
"https://www.google.com/maps/place/IMAHALO+Resto+%26+Cafe/data=!4m7!3m6!1s0x2e69c5facc9b8305:0x95a8fa5c053be7ff!8m2!3d-6.5587532!4d106.7837649!16s%2Fg%2F11fcp9th1q!19sChIJBYObzPrFaS4R_-c7BVz6qJU?authuser=0&hl=id&rclk=1","IMAHALO Resto & Cafe","4,5","(1.178)","Pizza","·","","Jl. Sholeh Iskandar No.22, RT.03/RW.08","","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIqhC7CDFmChHFMq8BgIgH0H7G5w6mEoAzxveR8Afzid_aTn0vZXQWKyA3Rm98-I6R_GeqL-Z0f77CjPOBCw7CnF75gOqVHoZuyaLguIKmfFEqEAM5eYIXovJt0271U33VnHpYGw=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended bgt""","","","","·","$$","",""
"https://www.google.com/maps/place/Pizza+Boxx+Tanah+Baru/data=!4m7!3m6!1s0x2e69c7007cf2abe3:0x7cf09a16ecee88f2!8m2!3d-6.5555547!4d106.8239704!16s%2Fg%2F11m5f096kd!19sChIJ46vyfADHaS4R8oju7Baa8Hw?authuser=0&hl=id&rclk=1","Pizza Boxx Tanah Baru","4,6","(16)","Pizza","·","","Hollywood Greenwood Res, Jl. Pangeran Sogiri No.17 Blok D, RT.01/RW.02","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNSZJ3jivxdbzC75cXBitwhZYkaQpyHyiXi6Zyz4CWxlk8uEpvpWiJbPjZIUfd5e75RZQ4UFEBg2ZFLzLcLoClJam6rFLGdmKJZjUfmEv0NUbXTDjhmBBpFcGSQgImed0kpkntlI2IN0ru=w80-h177-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cocok sebagai","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtNWYwOTZrZBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 25–50 rb","pizza","pengganti brand yg pro z!0n1s"""
"https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x2e69c48c0fcb3a23:0x48042f04a887481a!8m2!3d-6.5576287!4d106.7727602!16s%2Fg%2F11fqmph3gx!19sChIJIzrLD4zEaS4RGkiHqAQvBEg?authuser=0&hl=id&rclk=1","Domino's Pizza","4,2","(1.384)","Pizza","·","","Jl. KH. R. Abdullah Bin Nuh No.33 35, RT.10/RW.08","Resto pizza delivery yang berdiri lama","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEG5KbHirM59n1287U7SWQCrUESPfHVe-T0Y7tk9FKEX8mKbvm-0PNpXRvp5O5FcvDEt9QdPsEuOSE8f2pyPlT5WDQit1uriWafXJS1pT3nTKiNnFiOSSfWbGuPX21CVkMD4NBC=w80-h164-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak pizzanya dibanding","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcW1waDNneBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","$$","pizza","yang sebelah"""
"https://www.google.com/maps/place/FAT+PAPA%27S+PIZZA/data=!4m7!3m6!1s0x2e69c3c5785fde1d:0xdcfe4bcf2be8ce78!8m2!3d-6.5339193!4d106.8115386!16s%2Fg%2F11fj5l61w3!19sChIJHd5feMXDaS4ReM7oK89L_tw?authuser=0&hl=id&rclk=1","FAT PAPA'S PIZZA","4,8","(14)","Pizza","·","","FR86+CJM, Jl. KH. Moh. Sholeh","","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGbXVBR_9m-6kAmLk1396w9BcAnwvI5afx-QLIcJln1nAspeYCfGTJUkSXJQ8-HMBLS9nj_tnGXUSttVotfClFSctlO7viHXbRF_TZXtp29AJewGcJ8-bA4tFbBux7y8on2HCK4Q=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Pizza","home made paling mantap."""
"https://www.google.com/maps/place/Pizza+Lebar+Laladon/data=!4m7!3m6!1s0x2e69c5004bab375f:0x80227d32e39a572f!8m2!3d-6.5836894!4d106.758438!16s%2Fg%2F11yw40l9q_!19sChIJXzerSwDFaS4RL1ea4zJ9IoA?authuser=0&hl=id&rclk=1","Pizza Lebar Laladon","5,0","(1)","Pizza","·","","CQ85+G9G, Jl. Raya Laladon","","Segera tutup","· 21.00 · Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQspXi3vUf1kCm1gs7gC8zCSHJQAU4aoMfWEoTP_N1ZvjXu0FG02JZ2PF9rV96dly2gsPkxv1JdDGoKAbrJn3WPwACV9JjBxEuD70eSLr88SqiRzXnH7QbEczCoVxLwgrPQqM2LysrIKg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menunggu 10 menit jd.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5dzQwbDlxXxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e69c374fbd32261:0x1907a2f1939010d8!8m2!3d-6.4797818!4d106.7316188!16s%2Fg%2F11mvmw0t6m!19sChIJYSLT-3TDaS4R2BCQk_GiBxk?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,8","(1.990)","Pizza","·","","Jl. Raya Parung No.5, RT.02/RW.05","Franchise piza dengan beragam pilihan","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhPhp3g6Thbffl0iRDMqfA_v_Pu9YPgTDAdA1MoRoQmQeHJ9zWV4r6U7vH8dayxNDeMxYBVhNnxMP4OxE7V3xupbaDZb2hp_Bz5MGP81uJh1-Ck7YiMthKVZxCFCxhLyFhI-IPZg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtdm13MHQ2bRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2aL4ac6tCqOw4-EPuq3c0Ac&ei=2aL4ac6tCqOw4-EPuq3c0Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","$$","Pizza","yang enak, toiletnya bersih dan tempatnya nyaman"""
